field_serial	field_id	page	record_unit_id	locus	field_ordinal_in_locus	field_ordinal_in_record	event_count	surface_sequence	formal_sequence_opaque	FORMAL_VALUE	source_closure_status	boundary_before	statement_id	field_position_in_statement	statement_spans_physical_lines	exact_short_mnemonics_in_field	exact_anchor_count_in_field	unknown_exemplar_events_in_field	anchor_silent_trace_in_field	canonical_local_expansion_unchanged	statement_german_source_expansion	silent_additions_rule	source_clause_type	strongest_historical_rival	interpretation_status	source_lineage
30	F030	f81v	B1	f81v.18	2	10	5	chey ol cheky ol shedy	OPAQUE_PAYLOAD | FRAME_O(LINK) | OPAQUE_PAYLOAD | FRAME_O(LINK) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B1_S009	1/1	NO	NONE	0	5	[EXEMPLAR:Diese aktive Portion] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:bei sanfter Wärme] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	Diese aktive Portion ; Mit der vorigen Zubereitung weiter ; bei sanfter Wärme ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	Diese aktive Portion; Mit der vorigen Zubereitung weiter; bei sanfter Wärme; Mit der vorigen Zubereitung weiter; lasse es bis zur Bereitschaft stehen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	temperieren [Ganzfeldexemplar B1, Feld 10/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
31	F031	f81v	B1	f81v.18	3	11	1	qokedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B1_S010	1/1	NO	OKE=SPÜLEN?	1	0	{qokedy/OKE=SPÜLEN?}[STILL_GRAMMAR:Objekt oder Ort, Wiederholungszahl und Zellschluss]	spüle die bezeichnete Stelle einmal und beende den Schritt	spüle die bezeichnete Stelle einmal und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	temperieren [Ganzfeldexemplar B1, Feld 11/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
32	F032	f81v	B1	f81v.18	4	12	1	qokedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B1_S011	1/1	NO	OKE=SPÜLEN?	1	0	{qokedy/OKE=SPÜLEN?}[STILL_GRAMMAR:Objekt oder Ort, Wiederholungszahl und Zellschluss]	spüle die bezeichnete Stelle einmal und beende den Schritt	spüle die bezeichnete Stelle einmal und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	temperieren [Ganzfeldexemplar B1, Feld 12/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
33	F033	f81v	B1	f81v.18	5	13	2	chckhy qoky	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B1_S012	1/1	NO	OKY=ANWENDEN?	1	1	[EXEMPLAR:durch die verbundenen Läufe] | {qoky/OKY=ANWENDEN?}[STILL_GRAMMAR:Objekt, Ziel und Flexion des Gebrauchsverbs]	durch die verbundenen Läufe ; Die aktive Portion verwenden	durch die verbundenen Läufe; Die aktive Portion verwenden.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	absetzen und klären [Ganzfeldexemplar B1, Feld 13/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
34	F034	f81v	B1	f81v.21	1	14	3	lsho qokey lshedy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	START_NEW_CLAUSE	B1_S013	1/1	NO	NONE	0	3	[EXEMPLAR:beginne die Spülung] | [EXEMPLAR:warmes Wasser] | [EXEMPLAR:wasche einmal und beende diesen Durchgang]	beginne die Spülung ; warmes Wasser ; wasche einmal und beende diesen Durchgang	beginne die Spülung; warmes Wasser; wasche einmal und beende diesen Durchgang.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	absetzen und klären [Ganzfeldexemplar B1, Feld 14/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
35	F035	f81v	B1	f81v.21	2	15	1	lshedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B1_S014	1/1	NO	NONE	0	1	[EXEMPLAR:wasche einmal und beende diesen Durchgang]	wasche einmal und beende diesen Durchgang	wasche einmal und beende diesen Durchgang.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	absetzen und klären [Ganzfeldexemplar B1, Feld 15/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
36	F036	f81v	B1	f81v.21	3	16	5	chedy qolky lchedal qol otar	VARIANT_D(OPAQUE_PAYLOAD) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD + <ARG_AL> | FRAME_O(LINK) | MARK(<ARG_AR>)	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B1_S015	1/1	NO	NONE	0	5	[EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist] | [EXEMPLAR:die betroffene Stelle] | [EXEMPLAR:das untere Becken] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:benutze danach den unteren Ablauf]	rühre, bis alles gleichmäßig vermischt ist ; die betroffene Stelle ; das untere Becken ; Mit der vorigen Zubereitung weiter ; benutze danach den unteren Ablauf	rühre, bis alles gleichmäßig vermischt ist; die betroffene Stelle; das untere Becken; Mit der vorigen Zubereitung weiter; benutze danach den unteren Ablauf.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	absetzen und klären [Ganzfeldexemplar B1, Feld 16/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
37	F037	f81v	B1	f81v.24	1	17	2	ytey okchedy	OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	START_NEW_CLAUSE	B1_S016	1/1	NO	NONE	0	2	[EXEMPLAR:fülle danach das Gefäß] | [EXEMPLAR:lasse es abkühlen und beende den Schritt]	fülle danach das Gefäß ; lasse es abkühlen und beende den Schritt	fülle danach das Gefäß; lasse es abkühlen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	absetzen und klären [Ganzfeldexemplar B1, Feld 17/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
38	F038	f81v	B1	f81v.24	2	18	4	qokal okeey qol cheedy	SET(<ARG_AL>) | OPAQUE_PAYLOAD | FRAME_O(LINK) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B1_S017	1/1	NO	OKEEY=TEMPERIEREN?	1	3	[EXEMPLAR:mische beide Anteile zusammen] | {okeey/OKEEY=TEMPERIEREN?}[STILL_GRAMMAR:Arbeitsflüssigkeit, Temperaturgrad und Dauer] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	mische beide Anteile zusammen ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	mische beide Anteile zusammen; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; Mit der vorigen Zubereitung weiter; lasse es bis zur Bereitschaft stehen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	absetzen und klären [Ganzfeldexemplar B1, Feld 18/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
39	F039	f81v	B1	f81v.24	3	19	3	sal teol dchdy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B1_S018	1/1	NO	AL=ZIEL?	1	2	{sal/AL=ZIEL?}[STILL_GRAMMAR:Bewegungsverb, Deixis und konkreter Ort oder Körperteil] | [EXEMPLAR:die erste Öffnung] | [EXEMPLAR:seihe es klar und beende den Schritt]	An die bezeichnete Zielstelle führen ; die erste Öffnung ; seihe es klar und beende den Schritt	An die bezeichnete Zielstelle führen; die erste Öffnung; seihe es klar und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	weitergeben [Ganzfeldexemplar B1, Feld 19/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
40	F040	f81v	B1	f81v.24	4	20	1	ly	OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B1_S019	1/2	YES	NONE	0	1	[EXEMPLAR:fülle danach das Gefäß]	fülle danach das Gefäß	fülle danach das Gefäß; wende es an der markierten Stelle an; bis es klar ist; lasse die Flüssigkeit sich setzen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_REFLOWED_WORKCELL_CLAUSE	weitergeben [Ganzfeldexemplar B1, Feld 20/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
41	F041	f81v	B1	f81v.27	1	21	3	dsheol oiiin olkeedy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	CONTINUE_SAME_CLAUSE	B1_S019	2/2	YES	NONE	0	3	[EXEMPLAR:wende es an der markierten Stelle an] | [EXEMPLAR:bis es klar ist] | [EXEMPLAR:lasse die Flüssigkeit sich setzen und beende den Schritt]	wende es an der markierten Stelle an ; bis es klar ist ; lasse die Flüssigkeit sich setzen und beende den Schritt	fülle danach das Gefäß; wende es an der markierten Stelle an; bis es klar ist; lasse die Flüssigkeit sich setzen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_REFLOWED_WORKCELL_CLAUSE	weitergeben [Ganzfeldexemplar B1, Feld 21/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
42	F042	f81v	B1	f81v.27	2	22	1	tedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B1_S020	1/1	NO	NONE	0	1	[EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	lasse es bis zur Bereitschaft stehen und beende den Schritt	lasse es bis zur Bereitschaft stehen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	weitergeben [Ganzfeldexemplar B1, Feld 22/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
43	F043	f81v	B1	f81v.27	3	23	2	cheky shckhedy	OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B1_S021	1/1	NO	NONE	0	2	[EXEMPLAR:bei sanfter Wärme] | [EXEMPLAR:seihe es einmal durch ein Tuch und beende den Schritt]	bei sanfter Wärme ; seihe es einmal durch ein Tuch und beende den Schritt	bei sanfter Wärme; seihe es einmal durch ein Tuch und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	weitergeben [Ganzfeldexemplar B1, Feld 23/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
44	F044	f81v	B1	f81v.27	4	24	1	chal	OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B1_S022	1/1	NO	AL=ZIEL?	1	0	{chal/AL=ZIEL?}[STILL_GRAMMAR:Bewegungsverb, Deixis und konkreter Ort oder Körperteil]	An die bezeichnete Zielstelle führen	An die bezeichnete Zielstelle führen.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	weitergeben [Ganzfeldexemplar B1, Feld 24/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
45	F045	f82r	B2	f82r.2	1	1	1	dchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	RECORD_START	B2_S001	1/1	NO	NONE	0	1	[EXEMPLAR:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 1/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
46	F046	f82r	B2	f82r.2	2	2	1	qolchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B2_S002	1/1	NO	NONE	0	1	[EXEMPLAR:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 2/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
47	F047	f82r	B2	f82r.2	3	3	3	qokain dy qokeedy	SET(<ARG_AIN>) | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B2_S003	1/1	NO	NONE	0	3	[EXEMPLAR:gib einen abgemessenen Anteil in das Gefäß] | [EXEMPLAR:Diese aktive Portion] | [EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	gib einen abgemessenen Anteil in das Gefäß ; Diese aktive Portion ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	gib einen abgemessenen Anteil in das Gefäß; Diese aktive Portion; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 3/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
48	F048	f82r	B2	f82r.2	4	4	3	qokal lcheckhy lched	SET(<ARG_AL>) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B2_S004	1/2	YES	NONE	0	3	[EXEMPLAR:mische beide Anteile zusammen] | [EXEMPLAR:die zweite Öffnung] | [EXEMPLAR:und gehe zum nächsten Becken weiter]	mische beide Anteile zusammen ; die zweite Öffnung ; und gehe zum nächsten Becken weiter	mische beide Anteile zusammen; die zweite Öffnung; und gehe zum nächsten Becken weiter; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; seihe es klar und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_REFLOWED_WORKCELL_CLAUSE	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 4/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
49	F049	f82r	B2	f82r.3	1	5	2	qokeey lcheckhedy	OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	CONTINUE_SAME_CLAUSE	B2_S004	2/2	YES	OKEEY=TEMPERIEREN?	1	1	{qokeey/OKEEY=TEMPERIEREN?}[STILL_GRAMMAR:Arbeitsflüssigkeit, Temperaturgrad und Dauer] | [EXEMPLAR:seihe es klar und beende den Schritt]	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; seihe es klar und beende den Schritt	mische beide Anteile zusammen; die zweite Öffnung; und gehe zum nächsten Becken weiter; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; seihe es klar und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_REFLOWED_WORKCELL_CLAUSE	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 5/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
50	F050	f82r	B2	f82r.3	2	6	4	qokaly solkaiin chckhy qokaiin	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD + <ARG_AIIN> | OPAQUE_PAYLOAD | SET(<ARG_AIIN>)	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B2_S005	1/1	NO	NONE	0	4	[EXEMPLAR:fahre am zweiten Lauf fort] | [EXEMPLAR:durch ein Tuch] | [EXEMPLAR:durch die verbundenen Läufe] | [EXEMPLAR:beginne den nächsten abgemessenen Posten]	fahre am zweiten Lauf fort ; durch ein Tuch ; durch die verbundenen Läufe ; beginne den nächsten abgemessenen Posten	fahre am zweiten Lauf fort; durch ein Tuch; durch die verbundenen Läufe; beginne den nächsten abgemessenen Posten.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 6/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
51	F051	f82r	B2	f82r.4	1	7	4	qokaiin octheol chkeey ldy	SET(<ARG_AIIN>) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(LINK)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	UNRESOLVED	B2_S006	1/1	NO	NONE	0	4	[EXEMPLAR:beginne den nächsten abgemessenen Posten] | [EXEMPLAR:unter derselben Einstellung] | [EXEMPLAR:das breite Gefäß] | [EXEMPLAR:ziehe es ab und beende den Schritt]	beginne den nächsten abgemessenen Posten ; unter derselben Einstellung ; das breite Gefäß ; ziehe es ab und beende den Schritt	beginne den nächsten abgemessenen Posten; unter derselben Einstellung; das breite Gefäß; ziehe es ab und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 7/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
52	F052	f82r	B2	f82r.4	2	8	4	oteey qokal sheckhy qoky	FRAME_OT(OPAQUE_PAYLOAD) | SET(<ARG_AL>) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B2_S007	1/1	NO	OKY=ANWENDEN?	1	3	[EXEMPLAR:das bereitete Öl] | [EXEMPLAR:mische beide Anteile zusammen] | [EXEMPLAR:über der örtlich bezeichneten Stelle] | {qoky/OKY=ANWENDEN?}[STILL_GRAMMAR:Objekt, Ziel und Flexion des Gebrauchsverbs]	das bereitete Öl ; mische beide Anteile zusammen ; über der örtlich bezeichneten Stelle ; Die aktive Portion verwenden	das bereitete Öl; mische beide Anteile zusammen; über der örtlich bezeichneten Stelle; Die aktive Portion verwenden.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Fluss bewegen [Ganzfeldexemplar B2, Feld 8/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
53	F053	f82r	B2	f82r.7	1	9	1	dshedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	START_NEW_CLAUSE	B2_S008	1/1	NO	NONE	0	1	[EXEMPLAR:gib sauberes Wasser hinzu und beende den Schritt]	gib sauberes Wasser hinzu und beende den Schritt	gib sauberes Wasser hinzu und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Fluss bewegen [Ganzfeldexemplar B2, Feld 9/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
