statement_id	record_unit_id	page	field_ids	loci	field_count	event_count	spans_physical_lines	entry_relation	interline_relations_inside_statement	final_closure_status	exact_short_mnemonic_sequence	exact_anchor_count	unknown_exemplar_event_count	anchor_silent_trace	silent_anchor_grammar	silent_unknown_event_expansions	german_source_expansion	source_clause_type	historical_mechanism	strongest_historical_rival	interpretation_status	source_lineage
B2_S003	B2	f82r	F047	f82r.2	1	3	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	3	[EXEMPLAR:gib einen abgemessenen Anteil in das Gefäß] | [EXEMPLAR:Diese aktive Portion] | [EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	NONE	gib einen abgemessenen Anteil in das Gefäß | Diese aktive Portion | bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	gib einen abgemessenen Anteil in das Gefäß; Diese aktive Portion; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 3/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S004	B2	f82r	F048|F049	f82r.2|f82r.3	2	5	YES	INTRA_LINE_FIELD_BREAK	CONTINUE_SAME_CLAUSE	TERMINAL	OKEEY=TEMPERIEREN?	1	4	[EXEMPLAR:mische beide Anteile zusammen] | [EXEMPLAR:die zweite Öffnung] | [EXEMPLAR:und gehe zum nächsten Becken weiter] || {qokeey/OKEEY=TEMPERIEREN?}[STILL_GRAMMAR:Arbeitsflüssigkeit, Temperaturgrad und Dauer] | [EXEMPLAR:seihe es klar und beende den Schritt]	Arbeitsflüssigkeit, Temperaturgrad und Dauer	mische beide Anteile zusammen | die zweite Öffnung | und gehe zum nächsten Becken weiter | seihe es klar und beende den Schritt	mische beide Anteile zusammen; die zweite Öffnung; und gehe zum nächsten Becken weiter; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; seihe es klar und beende den Schritt.	BIO_REFLOWED_WORKCELL_CLAUSE	Ein offener Bade-, Gefäß- oder Leitungsprozess läuft in der nächsten physischen Zeile bis zur lokalen Operation oder Terminalformel weiter.	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 4/26] | Einzelbecken füllen [Ganzfeldexemplar B2, Feld 5/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S005	B2	f82r	F050	f82r.3	1	4	NO	INTRA_LINE_FIELD_BREAK	NONE	OPEN	NONE	0	4	[EXEMPLAR:fahre am zweiten Lauf fort] | [EXEMPLAR:durch ein Tuch] | [EXEMPLAR:durch die verbundenen Läufe] | [EXEMPLAR:beginne den nächsten abgemessenen Posten]	NONE	fahre am zweiten Lauf fort | durch ein Tuch | durch die verbundenen Läufe | beginne den nächsten abgemessenen Posten	fahre am zweiten Lauf fort; durch ein Tuch; durch die verbundenen Läufe; beginne den nächsten abgemessenen Posten.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 6/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S006	B2	f82r	F051	f82r.4	1	4	NO	UNRESOLVED	NONE	TERMINAL	NONE	0	4	[EXEMPLAR:beginne den nächsten abgemessenen Posten] | [EXEMPLAR:unter derselben Einstellung] | [EXEMPLAR:das breite Gefäß] | [EXEMPLAR:ziehe es ab und beende den Schritt]	NONE	beginne den nächsten abgemessenen Posten | unter derselben Einstellung | das breite Gefäß | ziehe es ab und beende den Schritt	beginne den nächsten abgemessenen Posten; unter derselben Einstellung; das breite Gefäß; ziehe es ab und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 7/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S007	B2	f82r	F052	f82r.4	1	4	NO	INTRA_LINE_FIELD_BREAK	NONE	OPEN	OKY=ANWENDEN?	1	3	[EXEMPLAR:das bereitete Öl] | [EXEMPLAR:mische beide Anteile zusammen] | [EXEMPLAR:über der örtlich bezeichneten Stelle] | {qoky/OKY=ANWENDEN?}[STILL_GRAMMAR:Objekt, Ziel und Flexion des Gebrauchsverbs]	Objekt, Ziel und Flexion des Gebrauchsverbs	das bereitete Öl | mische beide Anteile zusammen | über der örtlich bezeichneten Stelle	das bereitete Öl; mische beide Anteile zusammen; über der örtlich bezeichneten Stelle; Die aktive Portion verwenden.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Fluss bewegen [Ganzfeldexemplar B2, Feld 8/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S008	B2	f82r	F053	f82r.7	1	1	NO	START_NEW_CLAUSE	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:gib sauberes Wasser hinzu und beende den Schritt]	NONE	gib sauberes Wasser hinzu und beende den Schritt	gib sauberes Wasser hinzu und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Fluss bewegen [Ganzfeldexemplar B2, Feld 9/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S009	B2	f82r	F054	f82r.7	1	3	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	3	[EXEMPLAR:für dieselbe Dauer wie zuvor] | [EXEMPLAR:über der örtlich bezeichneten Stelle] | [EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	NONE	für dieselbe Dauer wie zuvor | über der örtlich bezeichneten Stelle | lasse es bis zur Bereitschaft stehen und beende den Schritt	für dieselbe Dauer wie zuvor; über der örtlich bezeichneten Stelle; lasse es bis zur Bereitschaft stehen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Fluss bewegen [Ganzfeldexemplar B2, Feld 10/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S010	B2	f82r	F055	f82r.7	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:halte es warm und beende den Schritt]	NONE	halte es warm und beende den Schritt	halte es warm und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Fluss bewegen [Ganzfeldexemplar B2, Feld 11/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S011	B2	f82r	F056	f82r.7	1	4	NO	INTRA_LINE_FIELD_BREAK	NONE	OPEN	OKEEY=TEMPERIEREN? | OKY=ANWENDEN? | EY=KLAR?	3	1	{qokeey/OKEEY=TEMPERIEREN?}[STILL_GRAMMAR:Arbeitsflüssigkeit, Temperaturgrad und Dauer] | {qoky/OKY=ANWENDEN?}[STILL_GRAMMAR:Objekt, Ziel und Flexion des Gebrauchsverbs] | [EXEMPLAR:die erste Öffnung] | {cheey/EY=KLAR?}[STILL_GRAMMAR:Trägerflüssigkeit, Zustandsverb und gegebenenfalls Ablauf]	Arbeitsflüssigkeit, Temperaturgrad und Dauer | Objekt, Ziel und Flexion des Gebrauchsverbs | Trägerflüssigkeit, Zustandsverb und gegebenenfalls Ablauf	die erste Öffnung	temperiere die Arbeitsflüssigkeit und halte sie lauwarm; Die aktive Portion verwenden; die erste Öffnung; Bis die Flüssigkeit klar abläuft.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Fluss bewegen [Ganzfeldexemplar B2, Feld 12/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S012	B2	f82r	F057	f82r.19	1	4	NO	NEXT_PARALLEL_CELL	NONE	TERMINAL	NONE	0	4	[EXEMPLAR:gib einen abgemessenen Anteil in das Gefäß] | [EXEMPLAR:Daraus, aus demselben Ansatz] | [EXEMPLAR:gib einen abgemessenen Anteil in das Gefäß] | [EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	NONE	gib einen abgemessenen Anteil in das Gefäß | Daraus, aus demselben Ansatz | gib einen abgemessenen Anteil in das Gefäß | bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	gib einen abgemessenen Anteil in das Gefäß; Daraus, aus demselben Ansatz; gib einen abgemessenen Anteil in das Gefäß; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	BIO_PARALLEL_WORKCELL	Benachbarte kurze Zellen werden als parallele Bade-/Gefäßanweisungen gelesen, nicht als durchlaufender grammatischer Satz.	Fluss bewegen [Ganzfeldexemplar B2, Feld 13/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S013	B2	f82r	F058	f82r.19	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	OPEN	NONE	0	1	[EXEMPLAR:ziehe die klare Flüssigkeit ab]	NONE	ziehe die klare Flüssigkeit ab	ziehe die klare Flüssigkeit ab.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	filtern und ablassen [Ganzfeldexemplar B2, Feld 14/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S014	B2	f82r	F059	f82r.23	1	7	NO	RESUME_ACTIVE_ITEM	NONE	TERMINAL	EY=KLAR? | OKEEY=TEMPERIEREN? | AIIN=MASS?	3	4	{cheey/EY=KLAR?}[STILL_GRAMMAR:Trägerflüssigkeit, Zustandsverb und gegebenenfalls Ablauf] | [EXEMPLAR:unter derselben Einstellung] | {qokeey/OKEEY=TEMPERIEREN?}[STILL_GRAMMAR:Arbeitsflüssigkeit, Temperaturgrad und Dauer] | [EXEMPLAR:der eingetauchte Teil] | {daiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:Diese aktive Portion] | [EXEMPLAR:tauche vollständig ein und beende den Schritt]	Trägerflüssigkeit, Zustandsverb und gegebenenfalls Ablauf | Arbeitsflüssigkeit, Temperaturgrad und Dauer | Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff	unter derselben Einstellung | der eingetauchte Teil | Diese aktive Portion | tauche vollständig ein und beende den Schritt	Bis die Flüssigkeit klar abläuft; unter derselben Einstellung; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; der eingetauchte Teil; Ein vorgeschriebenes Maß; Diese aktive Portion; tauche vollständig ein und beende den Schritt.	BIO_ACTIVE_FLUID_OR_STATION_RESUMPTION	Arbeitsflüssigkeit, Gefäß oder Station bleibt als aktiver Registerposten still und wird in einer neuen Kurzklausel wieder aufgenommen.	filtern und ablassen [Ganzfeldexemplar B2, Feld 15/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S015	B2	f82r	F060	f82r.23	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	LCHE=ABLASSEN?	1	0	{lchedy/LCHE=ABLASSEN?}[STILL_GRAMMAR:verbrauchte Flüssigkeit, Zielgefäß und Zellschluss]	verbrauchte Flüssigkeit, Zielgefäß und Zellschluss	NONE	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	filtern und ablassen [Ganzfeldexemplar B2, Feld 16/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S016	B2	f82r	F061	f82r.23	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	OPEN	NONE	0	1	[EXEMPLAR:schließe den unteren Ablauf]	NONE	schließe den unteren Ablauf	schließe den unteren Ablauf.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	filtern und ablassen [Ganzfeldexemplar B2, Feld 17/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S017	B2	f82r	F062	f82r.26	1	2	NO	START_NEW_CLAUSE	NONE	TERMINAL	NONE	0	2	[EXEMPLAR:beginne die Spülung] | [EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	NONE	beginne die Spülung | bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	beginne die Spülung; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	filtern und ablassen [Ganzfeldexemplar B2, Feld 18/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S018	B2	f82r	F063|F064	f82r.26|f82r.27	2	8	YES	INTRA_LINE_FIELD_BREAK	CONTINUE_SAME_CLAUSE	TERMINAL	AL=ZIEL? | AIIN=MASS?	2	6	{cheal/AL=ZIEL?}[STILL_GRAMMAR:Bewegungsverb, Deixis und konkreter Ort oder Körperteil] | [EXEMPLAR:kühles Wasser] | [EXEMPLAR:zu gleichen Anteilen] | {aiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:das bereitete Öl] | [EXEMPLAR:beginne den nächsten abgemessenen Posten] | [EXEMPLAR:warmes Wasser] || [EXEMPLAR:ziehe es ab und beende den Schritt]	Bewegungsverb, Deixis und konkreter Ort oder Körperteil | Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff	kühles Wasser | zu gleichen Anteilen | das bereitete Öl | beginne den nächsten abgemessenen Posten | warmes Wasser | ziehe es ab und beende den Schritt	An die bezeichnete Zielstelle führen; kühles Wasser; zu gleichen Anteilen; Ein vorgeschriebenes Maß; das bereitete Öl; beginne den nächsten abgemessenen Posten; warmes Wasser; ziehe es ab und beende den Schritt.	BIO_REFLOWED_WORKCELL_CLAUSE	Ein offener Bade-, Gefäß- oder Leitungsprozess läuft in der nächsten physischen Zeile bis zur lokalen Operation oder Terminalformel weiter.	filtern und ablassen [Ganzfeldexemplar B2, Feld 19/26] | filtern und ablassen [Ganzfeldexemplar B2, Feld 20/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S019	B2	f82r	F065	f82r.27	1	2	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	2	[EXEMPLAR:gieße das erwärmte Wasser ein] | [EXEMPLAR:wiederhole es an der zweiten Öffnung und beende den Schritt]	NONE	gieße das erwärmte Wasser ein | wiederhole es an der zweiten Öffnung und beende den Schritt	gieße das erwärmte Wasser ein; wiederhole es an der zweiten Öffnung und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 21/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S020	B2	f82r	F066	f82r.27	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 22/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S021	B2	f82r	F067	f82r.27	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:trinke den angegebenen Anteil und beende den Schritt]	NONE	trinke den angegebenen Anteil und beende den Schritt	trinke den angegebenen Anteil und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 23/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S022	B2	f82r	F068	f82r.27	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:binde es auf die Stelle und beende den Schritt]	NONE	binde es auf die Stelle und beende den Schritt	binde es auf die Stelle und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 24/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S023	B2	f82r	F069	f82r.27	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 25/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S024	B2	f82r	F070	f82r.27	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:mische zu gleichen Teilen und beende den Schritt]	NONE	mische zu gleichen Teilen und beende den Schritt	mische zu gleichen Teilen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 26/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S001	B3	f83r	F071	f83r.3	1	1	NO	RECORD_START	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:lasse die Flüssigkeit sich setzen und beende den Schritt]	NONE	lasse die Flüssigkeit sich setzen und beende den Schritt	lasse die Flüssigkeit sich setzen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 1/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S002	B3	f83r	F072	f83r.3	1	2	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	2	[EXEMPLAR:zum unteren Ablauf hin] | [EXEMPLAR:tauche vollständig ein und beende den Schritt]	NONE	zum unteren Ablauf hin | tauche vollständig ein und beende den Schritt	zum unteren Ablauf hin; tauche vollständig ein und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 2/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S003	B3	f83r	F073	f83r.3	1	4	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	AIIN=MASS? | LCHE=ABLASSEN?	2	2	[EXEMPLAR:Diese aktive Portion] | {daiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:Diese aktive Portion] | {lchedy/LCHE=ABLASSEN?}[STILL_GRAMMAR:verbrauchte Flüssigkeit, Zielgefäß und Zellschluss]	Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff | verbrauchte Flüssigkeit, Zielgefäß und Zellschluss	Diese aktive Portion | Diese aktive Portion	Diese aktive Portion; Ein vorgeschriebenes Maß; Diese aktive Portion; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 3/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S004	B3	f83r	F074|F075	f83r.3|f83r.6	2	4	YES	INTRA_LINE_FIELD_BREAK	CONTINUE_SAME_CLAUSE	TERMINAL	NONE	0	4	[EXEMPLAR:beginne den nächsten abgemessenen Posten] | [EXEMPLAR:zum unteren Ablauf hin] | [EXEMPLAR:Daraus, aus demselben Ansatz] || [EXEMPLAR:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	NONE	beginne den nächsten abgemessenen Posten | zum unteren Ablauf hin | Daraus, aus demselben Ansatz | spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	beginne den nächsten abgemessenen Posten; zum unteren Ablauf hin; Daraus, aus demselben Ansatz; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	BIO_REFLOWED_WORKCELL_CLAUSE	Ein offener Bade-, Gefäß- oder Leitungsprozess läuft in der nächsten physischen Zeile bis zur lokalen Operation oder Terminalformel weiter.	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 4/38] | Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 5/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B3_S005	B3	f83r	F076	f83r.6	1	3	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	3	[EXEMPLAR:gieße das erwärmte Wasser ein] | [EXEMPLAR:mische beide Anteile zusammen] | [EXEMPLAR:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	NONE	gieße das erwärmte Wasser ein | mische beide Anteile zusammen | stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	gieße das erwärmte Wasser ein; mische beide Anteile zusammen; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 6/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
