record_id	record_ordinal	physical_page	register	page_record_ordinal	record_start_role	bundle_count	bundle_ids	locus_sequence	surface_sequence	selected_model_sequence	boundary_role_sequence	internal_order_root_trace	continuation_bundle_count	record_chain_class	record_reading_de	claim_status
G475-R072	72	f72r	CELESTIAL	56	UNMARKED_NEW_LOCUS	1	G474-B075	f72r3.17	oeeesaiin	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Sternstelle »oeees« — Wertangabe.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R073	73	f72r	CELESTIAL	57	UNMARKED_NEW_LOCUS	1	G474-B076	f72r3.18	ory	COORDINATE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Adressspur: Positionseinheit → Positionsposten.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R074	74	f72r	CELESTIAL	58	UNMARKED_NEW_LOCUS	1	G474-B077	f72r3.19	ochey|fydy	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	1. Nimm den Positionsposten auf, als Ausführung und auf Grad I. 2. Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R075	75	f72r	CELESTIAL	59	UNMARKED_NEW_LOCUS	1	G474-B078	f72r3.20	of|o|eeesaly	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	1. Eintrag »of« — Ausführungsvermerk, Hier-Vermerk. 2. Eintrag »o« — Ausführungsvermerk. 3. Sternstelle »eees« — Zielzuordnung, Postenangabe.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R076	76	f72r	CELESTIAL	60	UNMARKED_NEW_LOCUS	1	G474-B079	f72r3.21	ykaraiin|airal	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	1. Sternstelle »yk« — Ausgangszuordnung, Wertangabe. 2. Eintrag »airal« — Bahnvermerk, Zielzuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R077	77	f72r	CELESTIAL	61	UNMARKED_NEW_LOCUS	1	G474-B080	f72r3.22	okalar	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R078	78	f72r	CELESTIAL	62	UNMARKED_NEW_LOCUS	3	G474-B081|G474-B082|G474-B083	f72r3.23|f72r3.24|f72r3.25	orara|olaiin|olay|olfsheoral	CATALOGUE|CATALOGUE|INSTRUCTION	UNMARKED_NEW_LOCUS|EXPLICIT_CONTINUATION_OL|EXPLICIT_CONTINUATION_OL	OL	2	THREE_LOCUS_CONTINUATION_CHAIN	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung. Fortsetzung 1: 1. Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. 2. Sternstelle »ay« — Fortsetzungsvermerk. Fortsetzung 2: Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R079	79	f72r	CELESTIAL	63	UNMARKED_NEW_LOCUS	1	G474-B084	f72r3.27	opalal	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Sternstelle »op« — Zielzuordnung, Zielzuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R080	80	f72r	CELESTIAL	64	UNMARKED_NEW_LOCUS	1	G474-B085	f72r3.28	yfary	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R081	81	f72r	CELESTIAL	65	UNMARKED_NEW_LOCUS	1	G474-B086	f72r3.29	oraiiral	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R082	82	f72r	CELESTIAL	66	UNMARKED_NEW_LOCUS	1	G474-B087	f72r3.30	ytoar|shar	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	1. Sternstelle »yto« — Ausgangszuordnung. 2. Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R083	83	f72r	CELESTIAL	67	UNMARKED_NEW_LOCUS	1	G474-B088	f72r3.31	octho	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R084	84	f72r	CELESTIAL	68	UNMARKED_NEW_LOCUS	2	G474-B089|G474-B090	f72r3.32|f72r3.33	aral|oletal	COORDINATE|CATALOGUE	UNMARKED_NEW_LOCUS|EXPLICIT_CONTINUATION_OL	NONE	1	TWO_LOCUS_CONTINUATION_CHAIN	Adressspur: Ausgangsposition → Zielposition. Fortsetzung 1: Sternstelle »et« — Fortsetzungsvermerk, Zielzuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R085	85	f77r	BIOLOGICAL	1	PAGE_START	2	G474-B091|G474-B092	f77r.1|f77r.2	darchdar|olkchs	CATALOGUE|CATALOGUE	PAGE_START|EXPLICIT_CONTINUATION_OL	NONE	1	TWO_LOCUS_CONTINUATION_CHAIN	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung. Fortsetzung 1: Badstation »kchs« — Fortsetzungsvermerk.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R086	86	f77r	BIOLOGICAL	2	EXPLICIT_NEXT_SIBLING_OT	1	G474-B093	f77r.3	otedy	COORDINATE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	Adressspur: danach → Grad I → Endpunkt.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R087	87	f77r	BIOLOGICAL	3	EXPLICIT_NEXT_SIBLING_OT	1	G474-B094	f77r.4	otork	CATALOGUE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	Badstation »ork« — Folgevermerk.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R088	88	f77r	BIOLOGICAL	4	EXPLICIT_NEXT_SIBLING_OT	1	G474-B095	f77r.5	otol	COORDINATE	EXPLICIT_NEXT_SIBLING_OT	OL	0	SINGLE_LOCUS_RECORD	Adressspur: danach → weiter.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R089	89	f77r	BIOLOGICAL	5	UNMARKED_NEW_LOCUS	1	G474-B096	f77r.6	dchdy	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Bearbeite den Eintrag, und schließe den Schritt.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R090	90	f77r	BIOLOGICAL	6	UNMARKED_NEW_LOCUS	1	G474-B097	f77r.7	soral	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Badstation »sor« — Zielzuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R091	91	f77r	BIOLOGICAL	7	EXPLICIT_NEXT_SIBLING_OT	1	G474-B098	f77r.8	dotedy	CATALOGUE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	Badstation »d« / Badstation »edy« — Folgevermerk.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R092	92	f77r	BIOLOGICAL	8	EXPLICIT_NEXT_SIBLING_OT	1	G474-B099	f77r.49	otchdy	INSTRUCTION	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	Danach bearbeite den Eintrag, und schließe den Schritt.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R093	93	f77r	BIOLOGICAL	9	EXPLICIT_NEXT_SIBLING_OT	1	G474-B100	f77r.50	otolaiin|o	COORDINATE	EXPLICIT_NEXT_SIBLING_OT	OL	0	SINGLE_LOCUS_RECORD	1. Adressspur: danach → weiter → Stationswert. 2. Adressspur: Ausführungspunkt.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R094	94	f88v	PHARMA	1	PAGE_START	1	G474-B101	f88v.1	okalyd	INSTRUCTION	PAGE_START	NONE	0	SINGLE_LOCUS_RECORD	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R095	95	f88v	PHARMA	2	UNMARKED_NEW_LOCUS	1	G474-B102	f88v.2	cheocthy	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R096	96	f88v	PHARMA	3	UNMARKED_NEW_LOCUS	1	G474-B103	f88v.3	cpheor	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Droge »cphe« — Einheitsangabe.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R097	97	f88v	PHARMA	4	EXPLICIT_NEXT_SIBLING_OT	1	G474-B104	f88v.4	otar|arody	CATALOGUE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	1. Eintrag »otar« — Folgevermerk, Ausgangszuordnung. 2. Droge »ody« — Ausgangszuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R098	98	f88v	PHARMA	5	EXPLICIT_NEXT_SIBLING_OT	1	G474-B105	f88v.5	otokol	INSTRUCTION	EXPLICIT_NEXT_SIBLING_OT	OL	0	SINGLE_LOCUS_RECORD	Danach und weiter setze den Eintrag als Ansatz an.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R099	99	f88v	PHARMA	6	EXPLICIT_NEXT_SIBLING_OT	1	G474-B106	f88v.11	otoram	CATALOGUE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	Droge »or« — Folgevermerk, Hier-Vermerk.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R100	100	f88v	PHARMA	7	EXPLICIT_NEXT_SIBLING_OT	1	G474-B107	f88v.12	otora	CATALOGUE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	Droge »ora« — Folgevermerk.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R101	101	f88v	PHARMA	8	UNMARKED_NEW_LOCUS	1	G474-B108	f88v.13	cheosdy	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Droge »cheosdy« — Drogenfamilie »cheo«.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R102	102	f88v	PHARMA	9	UNMARKED_NEW_LOCUS	1	G474-B109	f88v.14	okaiin	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Mengenwert als Ansatz an.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R103	103	f88v	PHARMA	10	UNMARKED_NEW_LOCUS	1	G474-B110	f88v.27	daramdal	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R104	104	f88v	PHARMA	11	EXPLICIT_NEXT_SIBLING_OT	1	G474-B111	f88v.28	otydary	CATALOGUE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R105	105	f88v	PHARMA	12	EXPLICIT_NEXT_SIBLING_OT	1	G474-B112	f88v.29	otdordy	CATALOGUE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	Droge »dordy« — Folgevermerk.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R106	106	f88v	PHARMA	13	UNMARKED_NEW_LOCUS	1	G474-B113	f88v.30	dararda	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R107	107	f89r	PHARMA	1	PAGE_START	3	G474-B114|G474-B115|G474-B116	f89r1.1|f89r1.2|f89r1.3	okchshy|qkol|oldam	INSTRUCTION|CATALOGUE|CATALOGUE	PAGE_START|EXPLICIT_CONTINUATION_OL|EXPLICIT_CONTINUATION_OL	NONE	2	THREE_LOCUS_CONTINUATION_CHAIN	Setze den Drogenposten als Ansatz an und nimm den Drogenposten. Fortsetzung 1: Droge »qk« — Fortsetzungsvermerk. Fortsetzung 2: Droge »d« — Fortsetzungsvermerk, Hier-Vermerk.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R108	108	f89r	PHARMA	2	EXPLICIT_NEXT_SIBLING_OT	1	G474-B117	f89r1.4	otoldy	CATALOGUE	EXPLICIT_NEXT_SIBLING_OT	OL	0	SINGLE_LOCUS_RECORD	Droge »dy« — Folgevermerk, Fortsetzungsvermerk.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R109	109	f89r	PHARMA	3	UNMARKED_NEW_LOCUS	1	G474-B118	f89r1.5	ararchodaiin	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R110	110	f89r	PHARMA	4	UNMARKED_NEW_LOCUS	2	G474-B119|G474-B120	f89r1.11|f89r1.12	ykyd|chol|ches	INSTRUCTION|INSTRUCTION	UNMARKED_NEW_LOCUS|EXPLICIT_CONTINUATION_OL	NONE	1	TWO_LOCUS_CONTINUATION_CHAIN	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle. Fortsetzung 1: 1. Weiter beziehe den Eintrag. 2. Nimm den Eintrag und wähle den Eintrag, auf Grad I.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R111	111	f89r	PHARMA	5	EXPLICIT_NEXT_SIBLING_OT	1	G474-B121	f89r1.13	otorain	CATALOGUE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	Droge »or« — Folgevermerk, Anteilsangabe.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R112	112	f89r	PHARMA	6	UNMARKED_NEW_LOCUS	1	G474-B122	f89r1.14	okaiin|dan	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	1. Setze den Mengenwert als Ansatz an. 2. Im selben Gang setze den Drogenanteil als Ansatz an.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R113	113	f89r	PHARMA	7	UNMARKED_NEW_LOCUS	1	G474-B123	f89r1.24	ykocfhy	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R114	114	f89r	PHARMA	8	UNMARKED_NEW_LOCUS	1	G474-B124	f89r1.25	saldam	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R115	115	f89r	PHARMA	9	UNMARKED_NEW_LOCUS	1	G474-B125	f89r1.26	sydarary	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R116	116	f89r	PHARMA	10	UNMARKED_NEW_LOCUS	1	G474-B126	f89r1.27	yddy	COORDINATE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Adressspur: Drogenposten → hier → Drogenposten.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R117	117	f89r	PHARMA	11	UNMARKED_NEW_LOCUS	2	G474-B127|G474-B128	f89r2.1|f89r2.2	odory|doly	CATALOGUE|CATALOGUE	UNMARKED_NEW_LOCUS|EXPLICIT_CONTINUATION_OL	NONE	1	TWO_LOCUS_CONTINUATION_CHAIN	Droge »od« — Einheitsangabe, Postenangabe. Fortsetzung 1: Droge »d« — Fortsetzungsvermerk, Postenangabe.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R118	118	f89r	PHARMA	12	UNMARKED_NEW_LOCUS	1	G474-B129	f89r2.3	opchosam	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Droge »opchos« — Hier-Vermerk.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R119	119	f89r	PHARMA	13	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	G474-B130	f89r2.4	saloiinsheol	INSTRUCTION	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	OL	0	SINGLE_LOCUS_RECORD	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R120	120	f89r	PHARMA	14	UNMARKED_NEW_LOCUS	1	G474-B131	f89r2.5	opcheor	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R121	121	f89r	PHARMA	15	EXPLICIT_NEXT_SIBLING_OT	1	G474-B132	f89r2.9	otold|y	CATALOGUE	EXPLICIT_NEXT_SIBLING_OT	OL	0	SINGLE_LOCUS_RECORD	1. Droge »d« — Folgevermerk, Fortsetzungsvermerk. 2. Eintrag »y« — Postenangabe.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R122	122	f89r	PHARMA	16	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	G474-B133	f89r2.10	okol|shol|dy	INSTRUCTION	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	OL|OL	0	SINGLE_LOCUS_RECORD	1. Weiter setze den Eintrag als Ansatz an. 2. Weiter halte den Eintrag. 3. Im selben Gang halte den Drogenposten.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R123	123	f89r	PHARMA	17	UNMARKED_NEW_LOCUS	1	G474-B134	f89r2.11	opchoroiin	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R124	124	f89r	PHARMA	18	UNMARKED_NEW_LOCUS	1	G474-B135	f89r2.16	korainy	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R125	125	f89r	PHARMA	19	UNMARKED_NEW_LOCUS	1	G474-B136	f89r2.17	sodar	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R126	126	f89r	PHARMA	20	UNMARKED_NEW_LOCUS	1	G474-B137	f89r2.18	cheys	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Wähle den Drogenposten.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R127	127	f89r	PHARMA	21	UNMARKED_NEW_LOCUS	1	G474-B138	f89r2.19	cheody	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Nimm den Drogenposten, auf Grad I und als Ausführung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R128	128	f89r	PHARMA	22	UNMARKED_NEW_LOCUS	1	G474-B139	f89r2.20	oporain	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Droge »opor« — Anteilsangabe.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R129	129	f89r	PHARMA	23	UNMARKED_NEW_LOCUS	1	G474-B140	f89r2.21	okshdchos	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R130	130	f89r	PHARMA	24	UNMARKED_NEW_LOCUS	1	G474-B141	f89r2.29	okain	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Drogenanteil als Ansatz an.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R131	131	f89r	PHARMA	25	UNMARKED_NEW_LOCUS	1	G474-B142	f89r2.30	yorain	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Droge »yor« — Anteilsangabe.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R132	132	f89r	PHARMA	26	UNMARKED_NEW_LOCUS	1	G474-B143	f89r2.31	ofakal	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R133	133	f89r	PHARMA	27	EXPLICIT_NEXT_SIBLING_OT	1	G474-B144	f89r2.32	otalsy	COORDINATE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	Adressspur: danach → Zielgefäß → Drogenposten.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R134	134	f89r	PHARMA	28	UNMARKED_NEW_LOCUS	1	G474-B145	f89r2.33	ytarem	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Droge »yt« / Droge »em« — Ausgangszuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R135	135	f89r	PHARMA	29	EXPLICIT_NEXT_SIBLING_OT	1	G474-B146	f89r2.34	otolarol	COORDINATE	EXPLICIT_NEXT_SIBLING_OT	OL|OL	0	SINGLE_LOCUS_RECORD	Adressspur: danach → weiter → Ausgangsgefäß → weiter.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
