boundary_id	bundle_id	physical_page	register	page_bundle_ordinal	locus	owner_de	previous_bundle_id	surface_sequence	recipe_sequence	leading_root	leading_root_meaning_de	order_occurrence_trace	boundary_role	begins_new_record	record_id	page_record_ordinal	bundle_ordinal_in_record	selected_model	selected_bundle_reading_de	itinerary_line_de	claim_status	record_bundle_count
G475-B052	G474-B052	f72r	CELESTIAL	36	f72r2.23	lokale Kennung für Tierkreis-Ringgruppe E	G474-B051	otal	OT+AL	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R052	36	1	COORDINATE	Adressspur: danach → Zielposition.	Danach: nächster gleichrangiger Eintrag — Adressspur: danach → Zielposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B053	G474-B053	f72r	CELESTIAL	37	f72r2.24	lokale Kennung für Tierkreis-Ringgruppe E	G474-B052	ralal	AL+AL	AL	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R053	37	1	CATALOGUE	Sternstelle »r« — Zielzuordnung, Zielzuordnung.	Neuer sichtbarer Locus — Sternstelle »r« — Zielzuordnung, Zielzuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B054	G474-B054	f72r	CELESTIAL	38	f72r2.25	lokale Kennung für Tierkreis-Ringgruppe E	G474-B053	okam	OK+AM_ADDR	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R054	38	1	INSTRUCTION	Setze den Eintrag an der bezeichneten Stelle.	Neuer sichtbarer Locus — Setze den Eintrag an der bezeichneten Stelle.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B055	G474-B055	f72r	CELESTIAL	39	f72r2.26	lokale Kennung für Tierkreis-Ringgruppe E	G474-B054	otalshy	OT+AL+Y	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R055	39	1	COORDINATE	Adressspur: danach → Zielposition → Positionsposten.	Danach: nächster gleichrangiger Eintrag — Adressspur: danach → Zielposition → Positionsposten.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B056	G474-B056	f72r	CELESTIAL	40	f72r2.27	lokale Kennung für Tierkreis-Ringgruppe E	G474-B055	okaldy	OK+AL+DY	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R056	40	1	INSTRUCTION	Setze den Eintrag zur Zielposition, und schließe den Schritt.	Neuer sichtbarer Locus — Setze den Eintrag zur Zielposition, und schließe den Schritt.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B057	G474-B057	f72r	CELESTIAL	41	f72r2.28	lokale Kennung für Tierkreis-Ringgruppe E	G474-B056	chosar	AR	AR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R057	41	1	CATALOGUE	Sternstelle »chos« — Ausgangszuordnung.	Neuer sichtbarer Locus — Sternstelle »chos« — Ausgangszuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B058	G474-B058	f72r	CELESTIAL	42	f72r2.29	lokale Kennung für Tierkreis-Ringgruppe E	G474-B057	otam	OT+AM_ADDR	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R058	42	1	COORDINATE	Adressspur: danach → hier.	Danach: nächster gleichrangiger Eintrag — Adressspur: danach → hier.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B059	G474-B059	f72r	CELESTIAL	43	f72r2.30	lokale Kennung für Tierkreis-Ringgruppe E	G474-B058	ainaly	AL+Y	AL	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R059	43	1	CATALOGUE	Sternstelle »ain« — Zielzuordnung, Postenangabe.	Neuer sichtbarer Locus — Sternstelle »ain« — Zielzuordnung, Postenangabe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B060	G474-B060	f72r	CELESTIAL	44	f72r2.31	lokale Kennung für Tierkreis-Ringgruppe E	G474-B059	okarcham	OK+AR+AM_ADDR	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R060	44	1	INSTRUCTION	Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle.	Neuer sichtbarer Locus — Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	3
G475-B061	G474-B061	f72r	CELESTIAL	45	f72r3.2	lokale Kennung für Tierkreis-Ringgruppe G	G474-B060	olkalaiin	OL+AL+AIIN	OL	FORTSETZEN	E1:A1:OL	EXPLICIT_CONTINUATION_OL	NO	G475-R060	44	2	CATALOGUE	Sternstelle »k« — Fortsetzungsvermerk, Zielzuordnung, Wertangabe.	Fortsetzung desselben Mikroregisters — Sternstelle »k« — Fortsetzungsvermerk, Zielzuordnung, Wertangabe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	3
G475-B062	G474-B062	f72r	CELESTIAL	46	f72r3.3	lokale Kennung für Tierkreis-Ringgruppe G	G474-B061	olalsy	OL+AL+Y	OL	FORTSETZEN	E1:A1:OL	EXPLICIT_CONTINUATION_OL	NO	G475-R060	44	3	COORDINATE	Adressspur: weiter → Zielposition → Positionsposten.	Fortsetzung desselben Mikroregisters — Adressspur: weiter → Zielposition → Positionsposten.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	3
G475-B063	G474-B063	f72r	CELESTIAL	47	f72r3.4	lokale Kennung für Tierkreis-Ringgruppe G	G474-B062	oraiinam	OR+AM_ADDR	OR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R061	45	1	CATALOGUE	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	Neuer sichtbarer Locus — Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B064	G474-B064	f72r	CELESTIAL	48	f72r3.5	lokale Kennung für Tierkreis-Ringgruppe G	G474-B063	osarsheeeo	AR+SH	AR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R062	46	1	INSTRUCTION	Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	Neuer sichtbarer Locus — Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B065	G474-B065	f72r	CELESTIAL	49	f72r3.6	lokale Kennung für Tierkreis-Ringgruppe G	G474-B064	oto|aiin	OT+O / AIIN	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R063	47	1	COORDINATE	1. Adressspur: danach → Ausführungspunkt. 2. Adressspur: Positionswert.	Danach: nächster gleichrangiger Eintrag — 1. Adressspur: danach → Ausführungspunkt. 2. Adressspur: Positionswert.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B066	G474-B066	f72r	CELESTIAL	50	f72r3.7	lokale Kennung für Tierkreis-Ringgruppe G	G474-B065	opoiiinoin|al|ches	O+IIN / AL / CH+E+S	O	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R064	48	1	INSTRUCTION	1. Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe. 2. Beziehe den Eintrag zur Zielposition. 3. Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	Neuer sichtbarer Locus — 1. Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe. 2. Beziehe den Eintrag zur Zielposition. 3. Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B067	G474-B067	f72r	CELESTIAL	51	f72r3.8	lokale Kennung für Tierkreis-Ringgruppe G	G474-B066	ypaiin|alaly	AIIN / AL+AL+Y	AIIN	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R065	49	1	CATALOGUE	1. Sternstelle »yp« — Wertangabe. 2. Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	Neuer sichtbarer Locus — 1. Sternstelle »yp« — Wertangabe. 2. Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B068	G474-B068	f72r	CELESTIAL	52	f72r3.9	lokale Kennung für Tierkreis-Ringgruppe G	G474-B067	oteey|daiin	OT+EE+Y / AIIN	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R066	50	1	COORDINATE	1. Adressspur: danach → Grad II → Positionsposten. 2. Adressspur: Positionswert.	Danach: nächster gleichrangiger Eintrag — 1. Adressspur: danach → Grad II → Positionsposten. 2. Adressspur: Positionswert.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B069	G474-B069	f72r	CELESTIAL	53	f72r3.10	lokale Kennung für Tierkreis-Ringgruppe G	G474-B068	oeeodaiin	AIIN	AIIN	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R067	51	1	CATALOGUE	Sternstelle »oeeo« — Wertangabe.	Neuer sichtbarer Locus — Sternstelle »oeeo« — Wertangabe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B070	G474-B070	f72r	CELESTIAL	54	f72r3.11	lokale Kennung für Tierkreis-Ringgruppe G	G474-B069	ofsholdy	O+LOCAL_CHAR_F+SH+OL	O	NONE	E1:A4:OL	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	YES	G475-R068	52	1	INSTRUCTION	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle.	Neuer sichtbarer Locus; Reihenfolge bleibt kartenintern — Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B071	G474-B071	f72r	CELESTIAL	55	f72r3.12	lokale Kennung für Tierkreis-Ringgruppe G	G474-B070	opoeey|okaiin	EE+Y / OK+AIIN	EE	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R069	53	1	CATALOGUE	1. Sternstelle »opo« — Grad II, Postenangabe. 2. Eintrag »okaiin« — Setzvermerk, Wertangabe.	Neuer sichtbarer Locus — 1. Sternstelle »opo« — Grad II, Postenangabe. 2. Eintrag »okaiin« — Setzvermerk, Wertangabe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	2
G475-B072	G474-B072	f72r	CELESTIAL	56	f72r3.13	lokale Kennung für Tierkreis-Ringgruppe G	G474-B071	ykolairol	OL+AIR+OL	OL	FORTSETZEN	E1:A1:OL|E1:A3:OL	EXPLICIT_CONTINUATION_OL	NO	G475-R069	53	2	CATALOGUE	Sternstelle »yk« — Fortsetzungsvermerk, Bahnvermerk, Fortsetzungsvermerk.	Fortsetzung desselben Mikroregisters — Sternstelle »yk« — Fortsetzungsvermerk, Bahnvermerk, Fortsetzungsvermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	2
G475-B073	G474-B073	f72r	CELESTIAL	57	f72r3.15	lokale Kennung für Tierkreis-Ringgruppe H	G474-B072	oralkam	OR+AL+AM_ADDR	OR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R070	54	1	CATALOGUE	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	Neuer sichtbarer Locus — Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B074	G474-B074	f72r	CELESTIAL	58	f72r3.16	lokale Kennung für Tierkreis-Ringgruppe H	G474-B073	ytairal	AIR+AL	AIR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R071	55	1	CATALOGUE	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	Neuer sichtbarer Locus — Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B075	G474-B075	f72r	CELESTIAL	59	f72r3.17	lokale Kennung für Tierkreis-Ringgruppe H	G474-B074	oeeesaiin	AIIN	AIIN	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R072	56	1	CATALOGUE	Sternstelle »oeees« — Wertangabe.	Neuer sichtbarer Locus — Sternstelle »oeees« — Wertangabe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B076	G474-B076	f72r	CELESTIAL	60	f72r3.18	lokale Kennung für Tierkreis-Ringgruppe H	G474-B075	ory	OR+Y	OR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R073	57	1	COORDINATE	Adressspur: Positionseinheit → Positionsposten.	Neuer sichtbarer Locus — Adressspur: Positionseinheit → Positionsposten.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B077	G474-B077	f72r	CELESTIAL	61	f72r3.19	lokale Kennung für Tierkreis-Ringgruppe H	G474-B076	ochey|fydy	O+CH+E+Y / Y+DY	O	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R074	58	1	INSTRUCTION	1. Nimm den Positionsposten auf, als Ausführung und auf Grad I. 2. Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	Neuer sichtbarer Locus — 1. Nimm den Positionsposten auf, als Ausführung und auf Grad I. 2. Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B078	G474-B078	f72r	CELESTIAL	62	f72r3.20	lokale Kennung für Tierkreis-Ringgruppe H	G474-B077	of|o|eeesaly	O+LOCAL_CHAR_F / O / AL+Y	O	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R075	59	1	CATALOGUE	1. Eintrag »of« — Ausführungsvermerk, Hier-Vermerk. 2. Eintrag »o« — Ausführungsvermerk. 3. Sternstelle »eees« — Zielzuordnung, Postenangabe.	Neuer sichtbarer Locus — 1. Eintrag »of« — Ausführungsvermerk, Hier-Vermerk. 2. Eintrag »o« — Ausführungsvermerk. 3. Sternstelle »eees« — Zielzuordnung, Postenangabe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B079	G474-B079	f72r	CELESTIAL	63	f72r3.21	lokale Kennung für Tierkreis-Ringgruppe H	G474-B078	ykaraiin|airal	AR+AIIN / AIR+AL	AR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R076	60	1	CATALOGUE	1. Sternstelle »yk« — Ausgangszuordnung, Wertangabe. 2. Eintrag »airal« — Bahnvermerk, Zielzuordnung.	Neuer sichtbarer Locus — 1. Sternstelle »yk« — Ausgangszuordnung, Wertangabe. 2. Eintrag »airal« — Bahnvermerk, Zielzuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B080	G474-B080	f72r	CELESTIAL	64	f72r3.22	lokale Kennung für Tierkreis-Ringgruppe H	G474-B079	okalar	OK+AL+AR	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R077	61	1	INSTRUCTION	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	Neuer sichtbarer Locus — Setze den Eintrag zur Zielposition und von der Ausgangsposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B081	G474-B081	f72r	CELESTIAL	65	f72r3.23	lokale Kennung für Tierkreis-Ringgruppe H	G474-B080	orara	OR+AR	OR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R078	62	1	CATALOGUE	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung.	Neuer sichtbarer Locus — Sternstelle »a« — Einheitsangabe, Ausgangszuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	3
G475-B082	G474-B082	f72r	CELESTIAL	66	f72r3.24	lokale Kennung für Tierkreis-Ringgruppe H	G474-B081	olaiin|olay	OL+AIIN / OL	OL	FORTSETZEN	E1:A1:OL|E2:A1:OL	EXPLICIT_CONTINUATION_OL	NO	G475-R078	62	2	CATALOGUE	1. Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. 2. Sternstelle »ay« — Fortsetzungsvermerk.	Fortsetzung desselben Mikroregisters — 1. Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. 2. Sternstelle »ay« — Fortsetzungsvermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	3
G475-B083	G474-B083	f72r	CELESTIAL	67	f72r3.25	lokale Kennung für Tierkreis-Ringgruppe H	G474-B082	olfsheoral	OL+SH+AL	OL	FORTSETZEN	E1:A1:OL	EXPLICIT_CONTINUATION_OL	NO	G475-R078	62	3	INSTRUCTION	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition.	Fortsetzung desselben Mikroregisters — Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	3
G475-B084	G474-B084	f72r	CELESTIAL	68	f72r3.27	lokale Kennung für Tierkreis-Ringgruppe I	G474-B083	opalal	AL+AL	AL	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R079	63	1	CATALOGUE	Sternstelle »op« — Zielzuordnung, Zielzuordnung.	Neuer sichtbarer Locus — Sternstelle »op« — Zielzuordnung, Zielzuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B085	G474-B085	f72r	CELESTIAL	69	f72r3.28	lokale Kennung für Tierkreis-Ringgruppe I	G474-B084	yfary	AR	AR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R080	64	1	CATALOGUE	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.	Neuer sichtbarer Locus — Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B086	G474-B086	f72r	CELESTIAL	70	f72r3.29	lokale Kennung für Tierkreis-Ringgruppe I	G474-B085	oraiiral	OR+AL	OR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R081	65	1	CATALOGUE	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	Neuer sichtbarer Locus — Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B087	G474-B087	f72r	CELESTIAL	71	f72r3.30	lokale Kennung für Tierkreis-Ringgruppe I	G474-B086	ytoar|shar	AR / SH+AR	AR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R082	66	1	CATALOGUE	1. Sternstelle »yto« — Ausgangszuordnung. 2. Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	Neuer sichtbarer Locus — 1. Sternstelle »yto« — Ausgangszuordnung. 2. Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B088	G474-B088	f72r	CELESTIAL	72	f72r3.31	lokale Kennung für Tierkreis-Ringgruppe I	G474-B087	octho	CH+T	CH	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R083	67	1	INSTRUCTION	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	Neuer sichtbarer Locus — Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B089	G474-B089	f72r	CELESTIAL	73	f72r3.32	lokale Kennung für Tierkreis-Ringgruppe I	G474-B088	aral	AR+AL	AR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R084	68	1	COORDINATE	Adressspur: Ausgangsposition → Zielposition.	Neuer sichtbarer Locus — Adressspur: Ausgangsposition → Zielposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	2
G475-B090	G474-B090	f72r	CELESTIAL	74	f72r3.33	lokale Kennung für Tierkreis-Ringgruppe I	G474-B089	oletal	OL+AL	OL	FORTSETZEN	E1:A1:OL	EXPLICIT_CONTINUATION_OL	NO	G475-R084	68	2	CATALOGUE	Sternstelle »et« — Fortsetzungsvermerk, Zielzuordnung.	Fortsetzung desselben Mikroregisters — Sternstelle »et« — Fortsetzungsvermerk, Zielzuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	2
G475-B091	G474-B091	f77r	BIOLOGICAL	1	f77r.1	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	NONE	darchdar	AR+AR	AR	NONE	NONE	PAGE_START	YES	G475-R085	1	1	CATALOGUE	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung.	Seitenbeginn — Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	2
G475-B092	G474-B092	f77r	BIOLOGICAL	2	f77r.2	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	G474-B091	olkchs	OL	OL	FORTSETZEN	E1:A1:OL	EXPLICIT_CONTINUATION_OL	NO	G475-R085	1	2	CATALOGUE	Badstation »kchs« — Fortsetzungsvermerk.	Fortsetzung desselben Mikroregisters — Badstation »kchs« — Fortsetzungsvermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	2
G475-B093	G474-B093	f77r	BIOLOGICAL	3	f77r.3	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	G474-B092	otedy	OT+E+DY	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R086	2	1	COORDINATE	Adressspur: danach → Grad I → Endpunkt.	Danach: nächster gleichrangiger Eintrag — Adressspur: danach → Grad I → Endpunkt.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B094	G474-B094	f77r	BIOLOGICAL	4	f77r.4	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	G474-B093	otork	OT	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R087	3	1	CATALOGUE	Badstation »ork« — Folgevermerk.	Danach: nächster gleichrangiger Eintrag — Badstation »ork« — Folgevermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B095	G474-B095	f77r	BIOLOGICAL	5	f77r.5	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	G474-B094	otol	OT+OL	OT	DANACH	E1:A1:OT|E1:A2:OL	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R088	4	1	COORDINATE	Adressspur: danach → weiter.	Danach: nächster gleichrangiger Eintrag — Adressspur: danach → weiter.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B096	G474-B096	f77r	BIOLOGICAL	6	f77r.6	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	G474-B095	dchdy	CHD+DY	CHD	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R089	5	1	INSTRUCTION	Bearbeite den Eintrag, und schließe den Schritt.	Neuer sichtbarer Locus — Bearbeite den Eintrag, und schließe den Schritt.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B097	G474-B097	f77r	BIOLOGICAL	7	f77r.7	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	G474-B096	soral	AL	AL	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R090	6	1	CATALOGUE	Badstation »sor« — Zielzuordnung.	Neuer sichtbarer Locus — Badstation »sor« — Zielzuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B098	G474-B098	f77r	BIOLOGICAL	8	f77r.8	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	G474-B097	dotedy	OT	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R091	7	1	CATALOGUE	Badstation »d« / Badstation »edy« — Folgevermerk.	Danach: nächster gleichrangiger Eintrag — Badstation »d« / Badstation »edy« — Folgevermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B099	G474-B099	f77r	BIOLOGICAL	9	f77r.49	Name oder Kennung fuer untere Gefaess-/Beckenstation	G474-B098	otchdy	OT+CHD+DY	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R092	8	1	INSTRUCTION	Danach bearbeite den Eintrag, und schließe den Schritt.	Danach: nächster gleichrangiger Eintrag — Danach bearbeite den Eintrag, und schließe den Schritt.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B100	G474-B100	f77r	BIOLOGICAL	10	f77r.50	Name oder Kennung fuer untere Gefaess-/Beckenstation	G474-B099	otolaiin|o	OT+OL+AIIN / O	OT	DANACH	E1:A1:OT|E1:A2:OL	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R093	9	1	COORDINATE	1. Adressspur: danach → weiter → Stationswert. 2. Adressspur: Ausführungspunkt.	Danach: nächster gleichrangiger Eintrag — 1. Adressspur: danach → weiter → Stationswert. 2. Adressspur: Ausführungspunkt.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B101	G474-B101	f88v	PHARMA	1	f88v.1	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	NONE	okalyd	OK+AL	OK	NONE	NONE	PAGE_START	YES	G475-R094	1	1	INSTRUCTION	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	Seitenbeginn — Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B102	G474-B102	f88v	PHARMA	2	f88v.2	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	G474-B101	cheocthy	CH+T+Y	CH	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R095	2	1	INSTRUCTION	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	Neuer sichtbarer Locus — Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B103	G474-B103	f88v	PHARMA	3	f88v.3	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	G474-B102	cpheor	OR	OR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R096	3	1	CATALOGUE	Droge »cphe« — Einheitsangabe.	Neuer sichtbarer Locus — Droge »cphe« — Einheitsangabe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
