edge_id	record_unit_id	page	source_statement_id	target_statement_id	source_module_id	target_module_id	source_owner	target_owner	edge_class	chronology	carried_register_de	workshop_interpretation_de
B3-E028	B3	f83r	B3-S028	B3-S029	WM31	WM31	B3_MAIN_ARCH_LINKED_PAIR	B3_MAIN_ARCH_LINKED_PAIR	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E029	B3	f83r	B3-S029	B3-S030	WM31	WM31	B3_MAIN_ARCH_LINKED_PAIR	B3_MAIN_ARCH_LINKED_PAIR	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E030	B3	f83r	B3-S030	B3-S031	WM31	WM31	B3_MAIN_ARCH_LINKED_PAIR	B3_MAIN_ARCH_LINKED_PAIR	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E031	B3	f83r	B3-S031	B3-S032	WM31	WM31	B3_MAIN_ARCH_LINKED_PAIR	B3_MAIN_ARCH_LINKED_PAIR	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E032	B3	f83r	B3-S032	B3-S033	WM31	WM31	B3_MAIN_ARCH_LINKED_PAIR	B3_MAIN_ARCH_LINKED_PAIR	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E033	B3	f83r	B3-S033	B3-S034	WM31	WM31	B3_MAIN_ARCH_LINKED_PAIR	B3_MAIN_ARCH_LINKED_PAIR	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B4-E001	B4	f83r	B4-S001	B4-S002	WM32	WM32	B4_MAIN_ARCH_LINKED_PAIR	B4_MAIN_ARCH_LINKED_PAIR	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B4-E002	B4	f83r	B4-S002	B4-S003	WM32	WM32	B4_MAIN_ARCH_LINKED_PAIR	B4_MAIN_ARCH_LINKED_PAIR	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B4-E003	B4	f83r	B4-S003	B4-S004	WM32	WM32	B4_MAIN_ARCH_LINKED_PAIR	B4_MAIN_ARCH_LINKED_PAIR	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B4-E004	B4	f83r	B4-S004	B4-S005	WM32	WM32	B4_MAIN_ARCH_LINKED_PAIR	B4_MAIN_ARCH_LINKED_PAIR	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B4-E005	B4	f83r	B4-S005	B4-S006	WM32	WM32	B4_MAIN_ARCH_LINKED_PAIR	B4_MAIN_ARCH_LINKED_PAIR	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B4-E006	B4	f83r	B4-S006	B4-S007	WM32	WM32	B4_MAIN_ARCH_LINKED_PAIR	B4_MAIN_ARCH_LINKED_PAIR	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B4-E007	B4	f83r	B4-S007	B4-S008	WM32	WM32	B4_MAIN_ARCH_LINKED_PAIR	B4_MAIN_ARCH_LINKED_PAIR	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B4-E008	B4	f83r	B4-S008	B4-S009	WM32	WM32	B4_MAIN_ARCH_LINKED_PAIR	B4_MAIN_ARCH_LINKED_PAIR	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B4-E009	B4	f83r	B4-S009	B4-S010	WM32	WM32	B4_MAIN_ARCH_LINKED_PAIR	B4_MAIN_ARCH_LINKED_PAIR	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B4-E010	B4	f83r	B4-S010	B4-S011	WM32	WM33	B4_MAIN_ARCH_LINKED_PAIR	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NEW_MODULE_BOUNDARY_OWNER_CHANGE	RESET_MODULE		Neuer Teilvorgang und neuer Bildbesitzer; alle lokalen Stoff- und Richtungsannahmen zurücksetzen.
B4-E011	B4	f83r	B4-S011	B4-S012	WM33	WM33	B4_MAIN_LEFT_OPEN_FRINGE_STATION	B4_MAIN_LEFT_OPEN_FRINGE_STATION	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B4-E012	B4	f83r	B4-S012	B4-S013	WM33	WM33	B4_MAIN_LEFT_OPEN_FRINGE_STATION	B4_MAIN_LEFT_OPEN_FRINGE_STATION	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B4-E013	B4	f83r	B4-S013	B4-S014	WM33	WM33	B4_MAIN_LEFT_OPEN_FRINGE_STATION	B4_MAIN_LEFT_OPEN_FRINGE_STATION	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B4-E014	B4	f83r	B4-S014	B4-S015	WM33	WM34	B4_MAIN_LEFT_OPEN_FRINGE_STATION	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NEW_MODULE_BOUNDARY_SAME_OWNER	RESET_MODULE		Neuer Teilvorgang unter demselben Bildbesitzer.
B4-E015	B4	f83r	B4-S015	B4-S016	WM34	WM35	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	NEW_MODULE_BOUNDARY_SAME_OWNER	RESET_MODULE		Neuer Teilvorgang unter demselben Bildbesitzer.
B5-E001	B5	f83r	B5-S001	B5-S002	WM36	WM36	B5_LEFT_OPEN_FRINGE_STATION	B5_LEFT_OPEN_FRINGE_STATION	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B5-E002	B5	f83r	B5-S002	B5-S003	WM36	WM36	B5_LEFT_OPEN_FRINGE_STATION	B5_LEFT_OPEN_FRINGE_STATION	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
