assignment_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	atom_position_zero_based	atom	source_family	function_value	learned_head_de	family_frame_id	sigla_card_id	scope	source_fragment_de	target_fragment_de	source_start	source_end	target_start	target_end	guard
187	G407-E0716	G407-S034	f55v	HERBAL	keeyfar	K+EE+Y+LOCAL_CHAR_F+AR	3	LOCAL_CHAR_F	ADDRESS	STELLENVERWEIS	f-Kennmarke	GDT576-F02	GDT576-C05	PLAIN	an der bezeichneten Stelle	bei der f-Kennmarke	62	88	62	81	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
188	G407-E0728	G407-S036	f55v	HERBAL	talam	T+AL+AM_ADDR	2	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	53	79	53	69	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
189	G407-E0733	G407-S036	f55v	HERBAL	daiiny	D_ADDR+AIIN+Y	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	65	91	65	80	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
190	G407-E0743	G407-S036	f55v	HERBAL	aldy	AL+D_ADDR+Y	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	59	85	59	74	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
191	G407-E0753	G407-S036	f55v	HERBAL	talody	T+AL+O+D_ADDR+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	63	89	63	78	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
192	G407-E0756	G407-S036	f55v	HERBAL	ykaky	Y+K+A_ADDR+K+Y	2	A_ADDR	ADDRESS	STELLENVERWEIS	A-Stelle	GDT576-F01	GDT576-C02	PLAIN	an der bezeichneten Stelle	an der A-Stelle	135	161	135	150	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
193	G407-E0765	G407-S036	f55v	HERBAL	otaky	OT+A_ADDR+K+Y	1	A_ADDR	ADDRESS	STELLENVERWEIS	A-Stelle	GDT576-F01	GDT576-C02	PLAIN	an der bezeichneten Stelle	an der A-Stelle	35	61	35	50	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
194	G407-E0796	G407-S037	f55v	HERBAL	otam	OT+AM_ADDR	1	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	55	81	55	71	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
195	G407-E0884	G407-S040	f56r	HERBAL	chody	CH+O+D_ADDR+Y	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	41	67	41	56	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
196	G407-E0888	G407-S040	f56r	HERBAL	kcharg	K+CH+AR+LOCAL_CHAR_G	3	LOCAL_CHAR_G	LOCAL_VARIANT	VARIANTENVERWEIS	g-Variante	GDT576-F04	GDT576-C09	PLAIN	mit der lokalen Variante	mit der g-Variante	68	92	68	86	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
197	G407-E0892	G407-S040	f56r	HERBAL	d	D_ADDR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	49	75	49	64	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
198	G407-E0898	G407-S040	f56r	HERBAL	sotodan	S+OT+O+D_ADDR+AN	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	56	82	56	71	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
199	G407-E0902	G407-S041	f67r2	CELESTIAL	opodchol	O+P+O+D_ADDR+OL	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	54	80	54	69	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
200	G407-E0905	G407-S041	f67r2	CELESTIAL	aldy	AL+D_ADDR+Y	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	63	89	63	78	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
201	G407-E0907	G407-S041	f67r2	CELESTIAL	doiin	D_ADDR+O+IIN	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	98	124	98	113	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
202	G407-E0919	G407-S042	f67r2	CELESTIAL	ydchos	Y+D_ADDR+CH+O+S	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	60	86	60	75	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
203	G407-E0922	G407-S042	f67r2	CELESTIAL	amy	AM_ADDR+Y	0	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	45	71	45	61	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
204	G407-E0923	G407-S042	f67r2	CELESTIAL	chocfhy	CH+O+CH+LOCAL_CHAR_F+Y	3	LOCAL_CHAR_F	ADDRESS	STELLENVERWEIS	f-Kennmarke	GDT576-F02	GDT576-C05	PLAIN	an der bezeichneten Stelle	bei der f-Kennmarke	63	89	63	82	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
205	G407-E0926	G407-S042	f67r2	CELESTIAL	am	AM_ADDR	0	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	48	74	48	64	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
206	G407-E0931	G407-S043	f67r2	CELESTIAL	ofar	O+LOCAL_CHAR_F+AR	1	LOCAL_CHAR_F	ADDRESS	STELLENVERWEIS	f-Kennmarke	GDT576-F02	GDT576-C05	PLAIN	an der bezeichneten Stelle	bei der f-Kennmarke	93	119	93	112	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
207	G407-E0933	G407-S043	f67r2	CELESTIAL	ydam	Y+DA+AM_ADDR	2	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	71	97	71	87	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
208	G407-E0940	G407-S043	f67r2	CELESTIAL	am	AM_ADDR	0	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	52	78	52	68	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
209	G407-E0945	G407-S046	f67r2	CELESTIAL	dosar	D_ADDR+O+S+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	73	99	73	88	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
210	G407-E0949	G407-S046	f67r2	CELESTIAL	dokan	D_ADDR+OK+AN	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	31	57	31	46	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
211	G407-E0953	G407-S047	f67r2	CELESTIAL	giin	LOCAL_CHAR_G+IIN	0	LOCAL_CHAR_G	LOCAL_VARIANT	VARIANTENVERWEIS	g-Variante	GDT576-F04	GDT576-C09	PLAIN	mit der lokalen Variante	mit der g-Variante	77	101	77	95	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
212	G407-E0958	G407-S048	f67r2	CELESTIAL	otoldos	OT+OL+D_ADDR+O+S	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	41	67	41	56	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
213	G407-E0963	G407-S048	f67r2	CELESTIAL	yteos	Y+T+E+O+S_ADDR	4	S_ADDR	ADDRESS	STELLENVERWEIS	S-Stelle	GDT576-F01	GDT576-C04	PLAIN	an der bezeichneten Stelle	an der S-Stelle	63	89	63	78	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
214	G407-E0965	G407-S048	f67r2	CELESTIAL	og	O+G_LABEL	1	G_LABEL	LOCAL_VARIANT	KENNVERMERK	G-Vermerk	GDT576-F03	GDT576-C10	PLAIN	mit der lokalen Variante	beim G-Vermerk	72	96	72	86	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
215	G407-E0967	G407-S048	f67r2	CELESTIAL	chekody	CH+K+O+D_ADDR+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	63	89	63	78	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
216	G407-E0974	G407-S048	f67r2	CELESTIAL	qsg	CARRIER_Q+S+G_LABEL	2	G_LABEL	LOCAL_VARIANT	KENNVERMERK	G-Vermerk	GDT576-F03	GDT576-C10	PLAIN	mit der lokalen Variante	beim G-Vermerk	50	74	50	64	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
217	G407-E0975	G407-S048	f67r2	CELESTIAL	ofydy	O+LOCAL_CHAR_F+Y+DY	1	LOCAL_CHAR_F	ADDRESS	STELLENVERWEIS	f-Kennmarke	GDT576-F02	GDT576-C05	PLAIN	an der bezeichneten Stelle	bei der f-Kennmarke	62	88	62	81	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
218	G407-E0976	G407-S049	f67r2	CELESTIAL	sheody	SH+E+O+D_ADDR+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	58	84	58	73	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
219	G407-E0978	G407-S049	f67r2	CELESTIAL	ycheody	Y+CH+E+O+D_ADDR+Y	4	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	101	127	101	116	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
220	G407-E0980	G407-S049	f67r2	CELESTIAL	odaiiin	O+DA+LOCAL_CHAR_I+IIN	2	LOCAL_CHAR_I	LOCAL_VARIANT	VARIANTENVERWEIS	i-Variante	GDT576-F04	GDT576-C08	PLAIN	mit der lokalen Variante	mit der i-Variante	121	145	121	139	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
221	G407-E0989	G407-S050	f67r2	CELESTIAL	choeea	CH+O+EE+A_ADDR	3	A_ADDR	ADDRESS	STELLENVERWEIS	A-Stelle	GDT576-F01	GDT576-C02	PLAIN	an der bezeichneten Stelle	an der A-Stelle	66	92	66	81	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
222	G407-E0991	G407-S050	f67r2	CELESTIAL	dadaiin	DA+D_ADDR+AIIN	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	66	92	66	81	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
223	G407-E0992	G407-S051	f67r2	CELESTIAL	dar	D_ADDR+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	75	101	75	90	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
224	G407-E0993	G407-S051	f67r2	CELESTIAL	aldaiin	AL+D_ADDR+AIIN	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	61	87	61	76	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
225	G407-E0994	G407-S051	f67r2	CELESTIAL	ydaiin	Y+D_ADDR+AIIN	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	67	93	67	82	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
226	G407-E0996	G407-S051	f67r2	CELESTIAL	ydaiin	Y+D_ADDR+AIIN	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	70	96	70	85	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
227	G407-E0997	G407-S051	f67r2	CELESTIAL	qofair	CARRIER_Q+O+LOCAL_CHAR_F+AIR	2	LOCAL_CHAR_F	ADDRESS	STELLENVERWEIS	f-Kennmarke	GDT576-F02	GDT576-C05	PLAIN	an der bezeichneten Stelle	bei der f-Kennmarke	112	138	112	131	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
228	G407-E1000	G407-S051	f67r2	CELESTIAL	ydoly	Y+D_ADDR+OL+Y	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	63	89	63	78	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
229	G407-E1016	G407-S051	f67r2	CELESTIAL	qokeeody	OK+EE+O+D_ADDR+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	59	85	59	74	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
230	G407-E1022	G407-S051	f67r2	CELESTIAL	okeeody	OK+EE+O+D_ADDR+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	59	85	59	74	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
231	G407-E1024	G407-S051	f67r2	CELESTIAL	odain	O+D_ADDR+AIN	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	58	84	58	73	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
232	G407-E1027	G407-S051	f67r2	CELESTIAL	ay	A_ADDR+Y	0	A_ADDR	ADDRESS	STELLENVERWEIS	A-Stelle	GDT576-F01	GDT576-C02	PLAIN	an der bezeichneten Stelle	an der A-Stelle	45	71	45	60	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
233	G407-E1045	G407-S054	f68r1	CELESTIAL	chod	CH+O+D_ADDR	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	52	78	52	67	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
234	G407-E1053	G407-S054	f68r1	CELESTIAL	daram	DA+R+A_ADDR+AM_ADDR	2	A_ADDR	ADDRESS	STELLENVERWEIS	A-Stelle	GDT576-F01	GDT576-C02	PLAIN	an der bezeichneten Stelle	an der A-Stelle	59	85	59	74	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
235	G407-E1053	G407-S054	f68r1	CELESTIAL	daram	DA+R+A_ADDR+AM_ADDR	3	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	90	116	79	95	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
236	G407-E1054	G407-S054	f68r1	CELESTIAL	dchor	D_ADDR+CH+OR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	31	57	31	46	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
237	G407-E1055	G407-S054	f68r1	CELESTIAL	okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	1	A_ADDR	ADDRESS	STELLENVERWEIS	A-Stelle	GDT576-F01	GDT576-C02	PLAIN	an der bezeichneten Stelle	an der A-Stelle	61	87	61	76	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
238	G407-E1055	G407-S054	f68r1	CELESTIAL	okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	2	LOCAL_CHAR_I	LOCAL_VARIANT	VARIANTENVERWEIS	i-Variante	GDT576-F04	GDT576-C08	PLAIN	mit der lokalen Variante	mit der i-Variante	92	116	81	99	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
239	G407-E1061	G407-S055	f71v	CELESTIAL	oteeodaiin	OT+EE+O+D_ADDR+AIIN	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	87	113	87	102	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
240	G407-E1063	G407-S055	f71v	CELESTIAL	ateey	A_ADDR+T+EE+Y	0	A_ADDR	ADDRESS	STELLENVERWEIS	A-Stelle	GDT576-F01	GDT576-C02	PLAIN	an der bezeichneten Stelle	an der A-Stelle	45	71	45	60	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
241	G407-E1076	G407-S055	f71v	CELESTIAL	otcheodal	OT+CH+E+O+D_ADDR+AL	4	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	75	101	75	90	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
242	G407-E1080	G407-S056	f71v	CELESTIAL	okam	OK+AM_ADDR	1	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	33	59	33	49	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
243	G407-E1081	G407-S056	f71v	CELESTIAL	oteodar	OT+E+O+D_ADDR+AR	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	90	116	90	105	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
244	G407-E1087	G407-S056	f71v	CELESTIAL	okeodaly	OK+E+O+D_ADDR+AL+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	76	102	76	91	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
245	G407-E1095	G407-S056	f71v	CELESTIAL	okaikaly	OK+A_ADDR+IIN+K+AL+Y	1	A_ADDR	ADDRESS	STELLENVERWEIS	A-Stelle	GDT576-F01	GDT576-C02	PLAIN	an der bezeichneten Stelle	an der A-Stelle	90	116	90	105	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
246	G407-E1097	G407-S057	f71v	CELESTIAL	oteeos	OT+EE+O+S_ADDR	3	S_ADDR	ADDRESS	STELLENVERWEIS	S-Stelle	GDT576-F01	GDT576-C04	PLAIN	an der bezeichneten Stelle	an der S-Stelle	68	94	68	83	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
247	G407-E1103	G407-S057	f71v	CELESTIAL	dar	D_ADDR+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	77	103	77	92	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
248	G407-E1134	G407-S059	f71v	CELESTIAL	dar	D_ADDR+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	80	106	80	95	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
249	G407-E1146	G407-S062	f72r	CELESTIAL	okeodaly	OK+E+O+D_ADDR+AL+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	76	102	76	91	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
250	G407-E1158	G407-S063	f72r	CELESTIAL	okalshey	S+A_ADDR+L+SH+E+Y	1	A_ADDR	ADDRESS	STELLENVERWEIS	A-Stelle	GDT576-F01	GDT576-C02	PLAIN	an der bezeichneten Stelle	an der A-Stelle	78	104	78	93	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
251	G407-E1166	G407-S063	f72r	CELESTIAL	otam	OT+AM_ADDR	1	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	57	83	57	73	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
252	G407-E1167	G407-S063	f72r	CELESTIAL	otam	OT+AM_ADDR	1	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	57	83	57	73	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
253	G407-E1168	G407-S063	f72r	CELESTIAL	chotam	CH+OT+AM_ADDR	2	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	42	68	42	58	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
254	G407-E1171	G407-S063	f72r	CELESTIAL	dar	D_ADDR+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	75	101	75	90	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
255	G407-E1173	G407-S063	f72r	CELESTIAL	adal	A_ADDR+AL	0	A_ADDR	ADDRESS	STELLENVERWEIS	A-Stelle	GDT576-F01	GDT576-C02	PLAIN	an der bezeichneten Stelle	an der A-Stelle	67	93	67	82	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
256	G407-E1174	G407-S063	f72r	CELESTIAL	dar	D_ADDR+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	75	101	75	90	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
257	G407-E1179	G407-S064	f72r	CELESTIAL	oteodar	OT+E+O+D_ADDR+AR	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	39	65	39	54	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
258	G407-E1197	G407-S065	f72r	CELESTIAL	cheedy	CH+EE+D_ADDR+Y	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	43	69	43	58	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
259	G407-E1213	G407-S066	f72r	CELESTIAL	oteos	OT+E+O+S_ADDR	3	S_ADDR	ADDRESS	STELLENVERWEIS	S-Stelle	GDT576-F01	GDT576-C04	PLAIN	an der bezeichneten Stelle	an der S-Stelle	90	116	90	105	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
260	G407-E1217	G407-S066	f72r	CELESTIAL	atchor	A_ADDR+T+CH+OR	0	A_ADDR	ADDRESS	STELLENVERWEIS	A-Stelle	GDT576-F01	GDT576-C02	PLAIN	an der bezeichneten Stelle	an der A-Stelle	50	76	50	65	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
261	G407-E1219	G407-S067	f72r	CELESTIAL	oteos	OT+E+O+S_ADDR	3	S_ADDR	ADDRESS	STELLENVERWEIS	S-Stelle	GDT576-F01	GDT576-C04	PLAIN	an der bezeichneten Stelle	an der S-Stelle	39	65	39	54	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
262	G407-E1248	G407-S067	f72r	CELESTIAL	d	D_ADDR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	54	80	54	69	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
263	G407-E1262	G407-S068	f72r	CELESTIAL	teodal	T+E+O+D_ADDR+AL	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	87	113	87	102	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
