root	atomic_value_de	owner_class	owner_item	owner_target	owner_source	owner_run	owner_set	owner_result	spoken_owner_expansion_de	apprentice_command_de	register_evidence	observed_or_training	root_meaning_changed	concrete_noun_supplied_by_owner	caution_de
EEE	VOLL	PLANT_BATCH	der aktuelle Pflanzenposten	der bezeichnete Pflanzenteil oder das Gefäß	der Pflanzenvorrat	der Saft- oder Auszugsweg	der Pflanzenansatz	der sichtbare Auszug	der aktuelle Pflanzenposten vollständig	Unter PLANT_BATCH: der aktuelle Pflanzenposten vollständig.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	sauber, aber nur zwei Gruppen
EEE	VOLL	BASIN_STATION	die aktuelle Beckencharge	die bezeichnete Öffnung oder Schale	das Quellbecken oder der Einlauf	der Flüssigkeitslauf	der laufende Beckengang	der sichtbare Ablaufzustand	die aktuelle Beckencharge vollständig	Unter BASIN_STATION: die aktuelle Beckencharge vollständig.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	sauber, aber nur zwei Gruppen
EEE	VOLL	CLOTH_FILTER	der aktuelle Tuchposten	das Empfangsgefäß	die obere Tuchseite	der Durchgang durch das Tuch	der Filteransatz	das sichtbare Filtrat	der aktuelle Tuchposten vollständig	Unter CLOTH_FILTER: der aktuelle Tuchposten vollständig.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	sauber, aber nur zwei Gruppen
EEE	VOLL	CELESTIAL_TABLE	der aktuelle Tabellenwert	die bezeichnete Zielzelle	die bezeichnete Quellzelle	die sichtbare Bahn oder das Ringband	der lokale Tabellensatz	der sichtbare Ablesewert	der aktuelle Tabellenwert vollständig	Unter CELESTIAL_TABLE: der aktuelle Tabellenwert vollständig.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	sauber, aber nur zwei Gruppen
EEE	VOLL	GENERIC_WORKPIECE	das aktuelle Werkstück	die bezeichnete Arbeitsstelle	der Ausgangsvorrat	der örtliche Arbeitsweg	der laufende Arbeitsansatz	das sichtbare Arbeitsergebnis	das aktuelle Werkstück vollständig	Unter GENERIC_WORKPIECE: das aktuelle Werkstück vollständig.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	sauber, aber nur zwei Gruppen
CLOSE	SCHLUSS	PLANT_BATCH	der aktuelle Pflanzenposten	der bezeichnete Pflanzenteil oder das Gefäß	der Pflanzenvorrat	der Saft- oder Auszugsweg	der Pflanzenansatz	der sichtbare Auszug	den lokalen Arbeitsschritt schließen	Unter PLANT_BATCH: den lokalen Arbeitsschritt schließen.	PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	kein freies sichtbares dy-Morphem
CLOSE	SCHLUSS	BASIN_STATION	die aktuelle Beckencharge	die bezeichnete Öffnung oder Schale	das Quellbecken oder der Einlauf	der Flüssigkeitslauf	der laufende Beckengang	der sichtbare Ablaufzustand	den lokalen Arbeitsschritt schließen	Unter BASIN_STATION: den lokalen Arbeitsschritt schließen.	PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	kein freies sichtbares dy-Morphem
CLOSE	SCHLUSS	CLOTH_FILTER	der aktuelle Tuchposten	das Empfangsgefäß	die obere Tuchseite	der Durchgang durch das Tuch	der Filteransatz	das sichtbare Filtrat	den lokalen Arbeitsschritt schließen	Unter CLOTH_FILTER: den lokalen Arbeitsschritt schließen.	PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	kein freies sichtbares dy-Morphem
CLOSE	SCHLUSS	CELESTIAL_TABLE	der aktuelle Tabellenwert	die bezeichnete Zielzelle	die bezeichnete Quellzelle	die sichtbare Bahn oder das Ringband	der lokale Tabellensatz	der sichtbare Ablesewert	den lokalen Arbeitsschritt schließen	Unter CELESTIAL_TABLE: den lokalen Arbeitsschritt schließen.	PROSE	TRAINING_ONLY_UNOBSERVED_ASTRO_TRANSFER	NO	YES	kein freies sichtbares dy-Morphem
CLOSE	SCHLUSS	GENERIC_WORKPIECE	das aktuelle Werkstück	die bezeichnete Arbeitsstelle	der Ausgangsvorrat	der örtliche Arbeitsweg	der laufende Arbeitsansatz	das sichtbare Arbeitsergebnis	den lokalen Arbeitsschritt schließen	Unter GENERIC_WORKPIECE: den lokalen Arbeitsschritt schließen.	PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	kein freies sichtbares dy-Morphem
CHD	UMSETZEN	PLANT_BATCH	der aktuelle Pflanzenposten	der bezeichnete Pflanzenteil oder das Gefäß	der Pflanzenvorrat	der Saft- oder Auszugsweg	der Pflanzenansatz	der sichtbare Auszug	der aktuelle Pflanzenposten nach der bezeichnete Pflanzenteil oder das Gefäß umsetzen	Unter PLANT_BATCH: der aktuelle Pflanzenposten nach der bezeichnete Pflanzenteil oder das Gefäß umsetzen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CHD	UMSETZEN	BASIN_STATION	die aktuelle Beckencharge	die bezeichnete Öffnung oder Schale	das Quellbecken oder der Einlauf	der Flüssigkeitslauf	der laufende Beckengang	der sichtbare Ablaufzustand	die aktuelle Beckencharge nach die bezeichnete Öffnung oder Schale umsetzen	Unter BASIN_STATION: die aktuelle Beckencharge nach die bezeichnete Öffnung oder Schale umsetzen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CHD	UMSETZEN	CLOTH_FILTER	der aktuelle Tuchposten	das Empfangsgefäß	die obere Tuchseite	der Durchgang durch das Tuch	der Filteransatz	das sichtbare Filtrat	der aktuelle Tuchposten nach das Empfangsgefäß umsetzen	Unter CLOTH_FILTER: der aktuelle Tuchposten nach das Empfangsgefäß umsetzen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CHD	UMSETZEN	CELESTIAL_TABLE	der aktuelle Tabellenwert	die bezeichnete Zielzelle	die bezeichnete Quellzelle	die sichtbare Bahn oder das Ringband	der lokale Tabellensatz	der sichtbare Ablesewert	der aktuelle Tabellenwert nach die bezeichnete Zielzelle umsetzen	Unter CELESTIAL_TABLE: der aktuelle Tabellenwert nach die bezeichnete Zielzelle umsetzen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CHD	UMSETZEN	GENERIC_WORKPIECE	das aktuelle Werkstück	die bezeichnete Arbeitsstelle	der Ausgangsvorrat	der örtliche Arbeitsweg	der laufende Arbeitsansatz	das sichtbare Arbeitsergebnis	das aktuelle Werkstück nach die bezeichnete Arbeitsstelle umsetzen	Unter GENERIC_WORKPIECE: das aktuelle Werkstück nach die bezeichnete Arbeitsstelle umsetzen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CTH	BEREIT	PLANT_BATCH	der aktuelle Pflanzenposten	der bezeichnete Pflanzenteil oder das Gefäß	der Pflanzenvorrat	der Saft- oder Auszugsweg	der Pflanzenansatz	der sichtbare Auszug	der aktuelle Pflanzenposten bereitstellen	Unter PLANT_BATCH: der aktuelle Pflanzenposten bereitstellen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CTH	BEREIT	BASIN_STATION	die aktuelle Beckencharge	die bezeichnete Öffnung oder Schale	das Quellbecken oder der Einlauf	der Flüssigkeitslauf	der laufende Beckengang	der sichtbare Ablaufzustand	die aktuelle Beckencharge bereitstellen	Unter BASIN_STATION: die aktuelle Beckencharge bereitstellen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CTH	BEREIT	CLOTH_FILTER	der aktuelle Tuchposten	das Empfangsgefäß	die obere Tuchseite	der Durchgang durch das Tuch	der Filteransatz	das sichtbare Filtrat	der aktuelle Tuchposten bereitstellen	Unter CLOTH_FILTER: der aktuelle Tuchposten bereitstellen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CTH	BEREIT	CELESTIAL_TABLE	der aktuelle Tabellenwert	die bezeichnete Zielzelle	die bezeichnete Quellzelle	die sichtbare Bahn oder das Ringband	der lokale Tabellensatz	der sichtbare Ablesewert	der aktuelle Tabellenwert bereitstellen	Unter CELESTIAL_TABLE: der aktuelle Tabellenwert bereitstellen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CTH	BEREIT	GENERIC_WORKPIECE	das aktuelle Werkstück	die bezeichnete Arbeitsstelle	der Ausgangsvorrat	der örtliche Arbeitsweg	der laufende Arbeitsansatz	das sichtbare Arbeitsergebnis	das aktuelle Werkstück bereitstellen	Unter GENERIC_WORKPIECE: das aktuelle Werkstück bereitstellen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CKH	DURCHLAUF	PLANT_BATCH	der aktuelle Pflanzenposten	der bezeichnete Pflanzenteil oder das Gefäß	der Pflanzenvorrat	der Saft- oder Auszugsweg	der Pflanzenansatz	der sichtbare Auszug	der aktuelle Pflanzenposten durch der Saft- oder Auszugsweg führen	Unter PLANT_BATCH: der aktuelle Pflanzenposten durch der Saft- oder Auszugsweg führen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CKH	DURCHLAUF	BASIN_STATION	die aktuelle Beckencharge	die bezeichnete Öffnung oder Schale	das Quellbecken oder der Einlauf	der Flüssigkeitslauf	der laufende Beckengang	der sichtbare Ablaufzustand	die aktuelle Beckencharge durch der Flüssigkeitslauf führen	Unter BASIN_STATION: die aktuelle Beckencharge durch der Flüssigkeitslauf führen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CKH	DURCHLAUF	CLOTH_FILTER	der aktuelle Tuchposten	das Empfangsgefäß	die obere Tuchseite	der Durchgang durch das Tuch	der Filteransatz	das sichtbare Filtrat	der aktuelle Tuchposten durch der Durchgang durch das Tuch führen	Unter CLOTH_FILTER: der aktuelle Tuchposten durch der Durchgang durch das Tuch führen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CKH	DURCHLAUF	CELESTIAL_TABLE	der aktuelle Tabellenwert	die bezeichnete Zielzelle	die bezeichnete Quellzelle	die sichtbare Bahn oder das Ringband	der lokale Tabellensatz	der sichtbare Ablesewert	der aktuelle Tabellenwert durch die sichtbare Bahn oder das Ringband führen	Unter CELESTIAL_TABLE: der aktuelle Tabellenwert durch die sichtbare Bahn oder das Ringband führen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CKH	DURCHLAUF	GENERIC_WORKPIECE	das aktuelle Werkstück	die bezeichnete Arbeitsstelle	der Ausgangsvorrat	der örtliche Arbeitsweg	der laufende Arbeitsansatz	das sichtbare Arbeitsergebnis	das aktuelle Werkstück durch der örtliche Arbeitsweg führen	Unter GENERIC_WORKPIECE: das aktuelle Werkstück durch der örtliche Arbeitsweg führen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CKHE	TRENNEN	PLANT_BATCH	der aktuelle Pflanzenposten	der bezeichnete Pflanzenteil oder das Gefäß	der Pflanzenvorrat	der Saft- oder Auszugsweg	der Pflanzenansatz	der sichtbare Auszug	der aktuelle Pflanzenposten am Durchgang trennen	Unter PLANT_BATCH: der aktuelle Pflanzenposten am Durchgang trennen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CKHE	TRENNEN	BASIN_STATION	die aktuelle Beckencharge	die bezeichnete Öffnung oder Schale	das Quellbecken oder der Einlauf	der Flüssigkeitslauf	der laufende Beckengang	der sichtbare Ablaufzustand	die aktuelle Beckencharge am Durchgang trennen	Unter BASIN_STATION: die aktuelle Beckencharge am Durchgang trennen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CKHE	TRENNEN	CLOTH_FILTER	der aktuelle Tuchposten	das Empfangsgefäß	die obere Tuchseite	der Durchgang durch das Tuch	der Filteransatz	das sichtbare Filtrat	der aktuelle Tuchposten am Durchgang trennen	Unter CLOTH_FILTER: der aktuelle Tuchposten am Durchgang trennen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CKHE	TRENNEN	CELESTIAL_TABLE	der aktuelle Tabellenwert	die bezeichnete Zielzelle	die bezeichnete Quellzelle	die sichtbare Bahn oder das Ringband	der lokale Tabellensatz	der sichtbare Ablesewert	der aktuelle Tabellenwert am Durchgang trennen	Unter CELESTIAL_TABLE: der aktuelle Tabellenwert am Durchgang trennen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CKHE	TRENNEN	GENERIC_WORKPIECE	das aktuelle Werkstück	die bezeichnete Arbeitsstelle	der Ausgangsvorrat	der örtliche Arbeitsweg	der laufende Arbeitsansatz	das sichtbare Arbeitsergebnis	das aktuelle Werkstück am Durchgang trennen	Unter GENERIC_WORKPIECE: das aktuelle Werkstück am Durchgang trennen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CHK	WAERMEN	PLANT_BATCH	der aktuelle Pflanzenposten	der bezeichnete Pflanzenteil oder das Gefäß	der Pflanzenvorrat	der Saft- oder Auszugsweg	der Pflanzenansatz	der sichtbare Auszug	der aktuelle Pflanzenposten auf die geforderte Wärme- oder Erhöhungsstufe bringen	Unter PLANT_BATCH: der aktuelle Pflanzenposten auf die geforderte Wärme- oder Erhöhungsstufe bringen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CHK	WAERMEN	BASIN_STATION	die aktuelle Beckencharge	die bezeichnete Öffnung oder Schale	das Quellbecken oder der Einlauf	der Flüssigkeitslauf	der laufende Beckengang	der sichtbare Ablaufzustand	die aktuelle Beckencharge auf die geforderte Wärme- oder Erhöhungsstufe bringen	Unter BASIN_STATION: die aktuelle Beckencharge auf die geforderte Wärme- oder Erhöhungsstufe bringen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CHK	WAERMEN	CLOTH_FILTER	der aktuelle Tuchposten	das Empfangsgefäß	die obere Tuchseite	der Durchgang durch das Tuch	der Filteransatz	das sichtbare Filtrat	der aktuelle Tuchposten auf die geforderte Wärme- oder Erhöhungsstufe bringen	Unter CLOTH_FILTER: der aktuelle Tuchposten auf die geforderte Wärme- oder Erhöhungsstufe bringen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CHK	WAERMEN	CELESTIAL_TABLE	der aktuelle Tabellenwert	die bezeichnete Zielzelle	die bezeichnete Quellzelle	die sichtbare Bahn oder das Ringband	der lokale Tabellensatz	der sichtbare Ablesewert	der aktuelle Tabellenwert auf die geforderte Wärme- oder Erhöhungsstufe bringen	Unter CELESTIAL_TABLE: der aktuelle Tabellenwert auf die geforderte Wärme- oder Erhöhungsstufe bringen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CHK	WAERMEN	GENERIC_WORKPIECE	das aktuelle Werkstück	die bezeichnete Arbeitsstelle	der Ausgangsvorrat	der örtliche Arbeitsweg	der laufende Arbeitsansatz	das sichtbare Arbeitsergebnis	das aktuelle Werkstück auf die geforderte Wärme- oder Erhöhungsstufe bringen	Unter GENERIC_WORKPIECE: das aktuelle Werkstück auf die geforderte Wärme- oder Erhöhungsstufe bringen.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
SHED	ABSETZEN	PLANT_BATCH	der aktuelle Pflanzenposten	der bezeichnete Pflanzenteil oder das Gefäß	der Pflanzenvorrat	der Saft- oder Auszugsweg	der Pflanzenansatz	der sichtbare Auszug	der aktuelle Pflanzenposten stehen oder absetzen lassen	Unter PLANT_BATCH: der aktuelle Pflanzenposten stehen oder absetzen lassen.	PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
SHED	ABSETZEN	BASIN_STATION	die aktuelle Beckencharge	die bezeichnete Öffnung oder Schale	das Quellbecken oder der Einlauf	der Flüssigkeitslauf	der laufende Beckengang	der sichtbare Ablaufzustand	die aktuelle Beckencharge stehen oder absetzen lassen	Unter BASIN_STATION: die aktuelle Beckencharge stehen oder absetzen lassen.	PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
SHED	ABSETZEN	CLOTH_FILTER	der aktuelle Tuchposten	das Empfangsgefäß	die obere Tuchseite	der Durchgang durch das Tuch	der Filteransatz	das sichtbare Filtrat	der aktuelle Tuchposten stehen oder absetzen lassen	Unter CLOTH_FILTER: der aktuelle Tuchposten stehen oder absetzen lassen.	PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
SHED	ABSETZEN	CELESTIAL_TABLE	der aktuelle Tabellenwert	die bezeichnete Zielzelle	die bezeichnete Quellzelle	die sichtbare Bahn oder das Ringband	der lokale Tabellensatz	der sichtbare Ablesewert	der aktuelle Tabellenwert stehen oder absetzen lassen	Unter CELESTIAL_TABLE: der aktuelle Tabellenwert stehen oder absetzen lassen.	PROSE	TRAINING_ONLY_UNOBSERVED_ASTRO_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
SHED	ABSETZEN	GENERIC_WORKPIECE	das aktuelle Werkstück	die bezeichnete Arbeitsstelle	der Ausgangsvorrat	der örtliche Arbeitsweg	der laufende Arbeitsansatz	das sichtbare Arbeitsergebnis	das aktuelle Werkstück stehen oder absetzen lassen	Unter GENERIC_WORKPIECE: das aktuelle Werkstück stehen oder absetzen lassen.	PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
SOLK	SAMMELN	PLANT_BATCH	der aktuelle Pflanzenposten	der bezeichnete Pflanzenteil oder das Gefäß	der Pflanzenvorrat	der Saft- oder Auszugsweg	der Pflanzenansatz	der sichtbare Auszug	der aktuelle Pflanzenposten an der bezeichnete Pflanzenteil oder das Gefäß auffangen	Unter PLANT_BATCH: der aktuelle Pflanzenposten an der bezeichnete Pflanzenteil oder das Gefäß auffangen.	PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
SOLK	SAMMELN	BASIN_STATION	die aktuelle Beckencharge	die bezeichnete Öffnung oder Schale	das Quellbecken oder der Einlauf	der Flüssigkeitslauf	der laufende Beckengang	der sichtbare Ablaufzustand	die aktuelle Beckencharge an die bezeichnete Öffnung oder Schale auffangen	Unter BASIN_STATION: die aktuelle Beckencharge an die bezeichnete Öffnung oder Schale auffangen.	PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
SOLK	SAMMELN	CLOTH_FILTER	der aktuelle Tuchposten	das Empfangsgefäß	die obere Tuchseite	der Durchgang durch das Tuch	der Filteransatz	das sichtbare Filtrat	der aktuelle Tuchposten an das Empfangsgefäß auffangen	Unter CLOTH_FILTER: der aktuelle Tuchposten an das Empfangsgefäß auffangen.	PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
SOLK	SAMMELN	CELESTIAL_TABLE	der aktuelle Tabellenwert	die bezeichnete Zielzelle	die bezeichnete Quellzelle	die sichtbare Bahn oder das Ringband	der lokale Tabellensatz	der sichtbare Ablesewert	der aktuelle Tabellenwert an die bezeichnete Zielzelle auffangen	Unter CELESTIAL_TABLE: der aktuelle Tabellenwert an die bezeichnete Zielzelle auffangen.	PROSE	TRAINING_ONLY_UNOBSERVED_ASTRO_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
SOLK	SAMMELN	GENERIC_WORKPIECE	das aktuelle Werkstück	die bezeichnete Arbeitsstelle	der Ausgangsvorrat	der örtliche Arbeitsweg	der laufende Arbeitsansatz	das sichtbare Arbeitsergebnis	das aktuelle Werkstück an die bezeichnete Arbeitsstelle auffangen	Unter GENERIC_WORKPIECE: das aktuelle Werkstück an die bezeichnete Arbeitsstelle auffangen.	PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
HO	EINGANGSPOSTEN	PLANT_BATCH	der aktuelle Pflanzenposten	der bezeichnete Pflanzenteil oder das Gefäß	der Pflanzenvorrat	der Saft- oder Auszugsweg	der Pflanzenansatz	der sichtbare Auszug	Eingangsposten für der Pflanzenansatz	Unter PLANT_BATCH: Eingangsposten für der Pflanzenansatz.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	Zutat oder Tabelleneingabe
HO	EINGANGSPOSTEN	BASIN_STATION	die aktuelle Beckencharge	die bezeichnete Öffnung oder Schale	das Quellbecken oder der Einlauf	der Flüssigkeitslauf	der laufende Beckengang	der sichtbare Ablaufzustand	Eingangsposten für der laufende Beckengang	Unter BASIN_STATION: Eingangsposten für der laufende Beckengang.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	Zutat oder Tabelleneingabe
HO	EINGANGSPOSTEN	CLOTH_FILTER	der aktuelle Tuchposten	das Empfangsgefäß	die obere Tuchseite	der Durchgang durch das Tuch	der Filteransatz	das sichtbare Filtrat	Eingangsposten für der Filteransatz	Unter CLOTH_FILTER: Eingangsposten für der Filteransatz.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	Zutat oder Tabelleneingabe
HO	EINGANGSPOSTEN	CELESTIAL_TABLE	der aktuelle Tabellenwert	die bezeichnete Zielzelle	die bezeichnete Quellzelle	die sichtbare Bahn oder das Ringband	der lokale Tabellensatz	der sichtbare Ablesewert	Eingangsposten für der lokale Tabellensatz	Unter CELESTIAL_TABLE: Eingangsposten für der lokale Tabellensatz.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	Zutat oder Tabelleneingabe
HO	EINGANGSPOSTEN	GENERIC_WORKPIECE	das aktuelle Werkstück	die bezeichnete Arbeitsstelle	der Ausgangsvorrat	der örtliche Arbeitsweg	der laufende Arbeitsansatz	das sichtbare Arbeitsergebnis	Eingangsposten für der laufende Arbeitsansatz	Unter GENERIC_WORKPIECE: Eingangsposten für der laufende Arbeitsansatz.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	Zutat oder Tabelleneingabe
CHEO	AUSGABE_AUSZUG	PLANT_BATCH	der aktuelle Pflanzenposten	der bezeichnete Pflanzenteil oder das Gefäß	der Pflanzenvorrat	der Saft- oder Auszugsweg	der Pflanzenansatz	der sichtbare Auszug	Ausgabe aus der Pflanzenansatz	Unter PLANT_BATCH: Ausgabe aus der Pflanzenansatz.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CHEO	AUSGABE_AUSZUG	BASIN_STATION	die aktuelle Beckencharge	die bezeichnete Öffnung oder Schale	das Quellbecken oder der Einlauf	der Flüssigkeitslauf	der laufende Beckengang	der sichtbare Ablaufzustand	Ausgabe aus der laufende Beckengang	Unter BASIN_STATION: Ausgabe aus der laufende Beckengang.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CHEO	AUSGABE_AUSZUG	CLOTH_FILTER	der aktuelle Tuchposten	das Empfangsgefäß	die obere Tuchseite	der Durchgang durch das Tuch	der Filteransatz	das sichtbare Filtrat	Ausgabe aus der Filteransatz	Unter CLOTH_FILTER: Ausgabe aus der Filteransatz.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CHEO	AUSGABE_AUSZUG	CELESTIAL_TABLE	der aktuelle Tabellenwert	die bezeichnete Zielzelle	die bezeichnete Quellzelle	die sichtbare Bahn oder das Ringband	der lokale Tabellensatz	der sichtbare Ablesewert	Ausgabe aus der lokale Tabellensatz	Unter CELESTIAL_TABLE: Ausgabe aus der lokale Tabellensatz.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
CHEO	AUSGABE_AUSZUG	GENERIC_WORKPIECE	das aktuelle Werkstück	die bezeichnete Arbeitsstelle	der Ausgangsvorrat	der örtliche Arbeitsweg	der laufende Arbeitsansatz	das sichtbare Arbeitsergebnis	Ausgabe aus der laufende Arbeitsansatz	Unter GENERIC_WORKPIECE: Ausgabe aus der laufende Arbeitsansatz.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
KCH	BEARBEITEN	PLANT_BATCH	der aktuelle Pflanzenposten	der bezeichnete Pflanzenteil oder das Gefäß	der Pflanzenvorrat	der Saft- oder Auszugsweg	der Pflanzenansatz	der sichtbare Auszug	der aktuelle Pflanzenposten bearbeiten	Unter PLANT_BATCH: der aktuelle Pflanzenposten bearbeiten.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
KCH	BEARBEITEN	BASIN_STATION	die aktuelle Beckencharge	die bezeichnete Öffnung oder Schale	das Quellbecken oder der Einlauf	der Flüssigkeitslauf	der laufende Beckengang	der sichtbare Ablaufzustand	die aktuelle Beckencharge bearbeiten	Unter BASIN_STATION: die aktuelle Beckencharge bearbeiten.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
KCH	BEARBEITEN	CLOTH_FILTER	der aktuelle Tuchposten	das Empfangsgefäß	die obere Tuchseite	der Durchgang durch das Tuch	der Filteransatz	das sichtbare Filtrat	der aktuelle Tuchposten bearbeiten	Unter CLOTH_FILTER: der aktuelle Tuchposten bearbeiten.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
KCH	BEARBEITEN	CELESTIAL_TABLE	der aktuelle Tabellenwert	die bezeichnete Zielzelle	die bezeichnete Quellzelle	die sichtbare Bahn oder das Ringband	der lokale Tabellensatz	der sichtbare Ablesewert	der aktuelle Tabellenwert bearbeiten	Unter CELESTIAL_TABLE: der aktuelle Tabellenwert bearbeiten.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
KCH	BEARBEITEN	GENERIC_WORKPIECE	das aktuelle Werkstück	die bezeichnete Arbeitsstelle	der Ausgangsvorrat	der örtliche Arbeitsweg	der laufende Arbeitsansatz	das sichtbare Arbeitsergebnis	das aktuelle Werkstück bearbeiten	Unter GENERIC_WORKPIECE: das aktuelle Werkstück bearbeiten.	ASTRO|PROSE	OBSERVED_REGISTER_TRANSFER	NO	YES	konkretes Nomen weiterhin vom Besitzer beziehen
