statement_id	page	record	events	owner_noun_de	surface_sequence	component_sequence	old_working_reading_de	revised_working_reading_de	revised_atomic_trace_de	semantic_revision	surface_unchanged	owner_unchanged	statement_boundary_unchanged	line_relation_unchanged
B2-S010	f82r	B2	4	die linke Mittelstation mit Zwischenknoten	qokeey qoky ls cheey	OK+EE+Y | OK+Y | OL | SH+EE+Y	An der linken Mittelstation mit Zwischenknoten: Laenger den laufenden Posten ansetzen; dann ihn ansetzen; dann fortsetzen; dann ihn laenger halten.	An der linken Mittelstation mit Zwischenknoten: Laenger den laufenden Posten ansetzen; dann ihn ansetzen; dann fortsetzen; dann ihn laenger halten.	ANSETZEN · LANG · DIES | ANSETZEN · DIES | FORTSETZEN | HALTEN · LANG · DIES	NO	YES	YES	YES	YES
B2-S011	f82r	B2	4	die rechte unklare Mittelstation	okain char okain qokeedy	OK+AIN | AR | OK+AIN | OK+EE+DY	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.	ANSETZEN · PORTION | QUELLE | ANSETZEN · PORTION | ANSETZEN · LANG · SCHLUSS	NO	YES	YES	YES	YES
B2-S012	f82r	B2	8	die rechte unklare Mittelstation und das untere gruene Figurenbecken	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	L+CH+Y | SH+EE+Y | CTH+E+Y | OK+EE+Y | L+EE+Y | AIIN | Y | OK+EEE+DY	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten weiterleiten und abnehmen; laenger halten, kurz bereithalten, laenger ansetzen und laenger weiterleiten; nach Mass beibehalten, vollstaendig ansetzen und schliessen.	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten weiterleiten und entnehmen; laenger halten, kurz bereithalten, laenger ansetzen und laenger weiterleiten; nach Mass beibehalten, vollstaendig ansetzen und schliessen.	WEITERLEITEN · ENTNEHMEN · DIES | HALTEN · LANG · DIES | BEREIT · KURZ · DIES | ANSETZEN · LANG · DIES | WEITERLEITEN · LANG · DIES | MASS | DIES | ANSETZEN · VOLL · SCHLUSS	YES	YES	YES	YES	YES
B2-S013	f82r	B2	1	das untere gruene Figurenbecken	lchedy	L+CHD+DY	Am unteren gruenen Figurenbecken: Weiterleiten und umsetzen; den Schritt schliessen.	Am unteren gruenen Figurenbecken: Weiterleiten und umsetzen; den Schritt schliessen.	WEITERLEITEN · UMSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B2-S014	f82r	B2	1	das untere gruene Figurenbecken	lar	L+AR	Am unteren gruenen Figurenbecken: Aus der Quelle weiterleiten.	Am unteren gruenen Figurenbecken: Aus der Quelle weiterleiten.	WEITERLEITEN · QUELLE	NO	YES	YES	YES	YES
B2-S015	f82r	B2	2	die Randstationen des unteren Beckens	tshey qokeedy	SH+E+Y | OK+EE+DY	An den Randstationen des unteren Beckens: Kurz den laufenden Posten halten; dann laenger ansetzen; den Schritt schliessen.	An den Randstationen des unteren Beckens: Kurz den laufenden Posten halten; dann laenger ansetzen; den Schritt schliessen.	HALTEN · KURZ · DIES | ANSETZEN · LANG · SCHLUSS	NO	YES	YES	YES	YES
B2-S016	f82r	B2	8	die Randstationen des unteren Beckens	cheal lchedar ches aiin oteey qokaiin okey pchedy	AL | L+CHD+AR | CH+E+S | AIIN | OT+EE+Y | OK+AIIN | OK+E+Y | P+CHD+DY	An den Randstationen des unteren Beckens: Am Ziel aus der Quelle weiterleiten und umsetzen. Kurz abnehmen und teilen; nach Mass den naechsten Posten laenger fuehren, nach Mass und kurz ansetzen, einfuellen, umsetzen und schliessen.	An den Randstationen des unteren Beckens: Am Ziel aus der Quelle weiterleiten und umsetzen. Kurz entnehmen und teilen; nach Mass den naechsten Posten laenger fuehren, nach Mass und kurz ansetzen, einfuellen, umsetzen und schliessen.	ZIEL | WEITERLEITEN · UMSETZEN · QUELLE | ENTNEHMEN · KURZ · TEILEN | MASS | DANACH · LANG · DIES | ANSETZEN · MASS | ANSETZEN · KURZ · DIES | EINFUELLEN · UMSETZEN · SCHLUSS	YES	YES	YES	YES	YES
B2-S017	f82r	B2	2	die Randstationen des unteren Beckens	rsheal daldy	R+SH+E+AL | AL+DY	An den Randstationen des unteren Beckens: Am Ziel kurz kuehlen und halten, dann den Zielschritt schliessen.	An den Randstationen des unteren Beckens: Am Ziel kurz kuehlen und halten, dann den Zielschritt schliessen.	KUEHLEN · HALTEN · KURZ · ZIEL | ZIEL · SCHLUSS	NO	YES	YES	YES	YES
B2-S018	f82r	B2	1	die Randstationen des unteren Beckens	qokeedy	OK+EE+DY	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	ANSETZEN · LANG · SCHLUSS	NO	YES	YES	YES	YES
B2-S019	f82r	B2	1	die Randstationen des unteren Beckens	rshedy	R+SHED+DY	An den Randstationen des unteren Beckens: Kuehlen und absetzen lassen; den Schritt schliessen.	An den Randstationen des unteren Beckens: Kuehlen und absetzen lassen; den Schritt schliessen.	KUEHLEN · ABSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B2-S020	f82r	B2	1	die Randstationen des unteren Beckens	qoteedy	OT+EE+DY	An den Randstationen des unteren Beckens: Danach laenger; den Schritt schliessen.	An den Randstationen des unteren Beckens: Danach laenger; den Schritt schliessen.	DANACH · LANG · SCHLUSS	NO	YES	YES	YES	YES
B2-S021	f82r	B2	1	die Randstationen des unteren Beckens	qokeedy	OK+EE+DY	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	ANSETZEN · LANG · SCHLUSS	NO	YES	YES	YES	YES
B2-S022	f82r	B2	1	die Randstationen des unteren Beckens	lochedy	L+O+CHD+DY	An den Randstationen des unteren Beckens: Im Gang weiterleiten und umsetzen; den Schritt schliessen.	An den Randstationen des unteren Beckens: Im Gang weiterleiten und umsetzen; den Schritt schliessen.	WEITERLEITEN · GANG · UMSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B3-S001	f83r	B3	1	die obere offene Faecherstation	olkeedy	SOLK+EE+DY	An der oberen offenen Faecherstation: Laenger auffangen und den Schritt schliessen.	An der oberen offenen Faecherstation: Laenger auffangen und den Schritt schliessen.	AUFFANGEN · LANG · SCHLUSS	NO	YES	YES	YES	YES
B3-S002	f83r	B3	2	die obere offene Faecherstation	qotal chkeedy	OT+AL | CHK+EE+DY	An der oberen offenen Faecherstation: Danach zum Ziel; dann laenger erwaermen; den Schritt schliessen.	An der oberen offenen Faecherstation: Danach zum Ziel; dann laenger erwaermen; den Schritt schliessen.	DANACH · ZIEL | WAERMEN · LANG · SCHLUSS	NO	YES	YES	YES	YES
B3-S003	f83r	B3	4	die obere offene Faecherstation	chey daiin chey lchedy	Y | AIIN | Y | L+CHD+DY	An der oberen offenen Faecherstation: Den laufenden Posten nach Mass beibehalten, anschliessend weiterleiten und umsetzen, dann schliessen.	An der oberen offenen Faecherstation: Den laufenden Posten nach Mass beibehalten, anschliessend weiterleiten und umsetzen, dann schliessen.	DIES | MASS | DIES | WEITERLEITEN · UMSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B3-S004	f83r	B3	3	die obere offene Faecherstation	qokaiin qotal dar	OK+AIIN | OT+AL | AR	An der oberen offenen Faecherstation: Nach Mass ansetzen; danach zum Ziel wechseln und aus der Quelle weiterarbeiten.	An der oberen offenen Faecherstation: Nach Mass ansetzen; danach zum Ziel wechseln und aus der Quelle weiterarbeiten.	ANSETZEN · MASS | DANACH · ZIEL | QUELLE	NO	YES	YES	YES	YES
B3-S005	f83r	B3	1	das runde Mittelgefaess	schedy	CHD+DY	Am runden Mittelgefaess: Umsetzen; den Schritt schliessen.	Am runden Mittelgefaess: Umsetzen; den Schritt schliessen.	UMSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B3-S006	f83r	B3	3	das runde Mittelgefaess	chedchy qokal olchedy	CHD+Y | OK+AL | OL+CHD+DY	Am runden Mittelgefaess: Den laufenden Posten umsetzen; dann zum Ziel ansetzen; dann weiter umsetzen; den Schritt schliessen.	Am runden Mittelgefaess: Den laufenden Posten umsetzen; dann zum Ziel ansetzen; dann weiter umsetzen; den Schritt schliessen.	UMSETZEN · DIES | ANSETZEN · ZIEL | FORTSETZEN · UMSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B3-S007	f83r	B3	3	das runde Mittelgefaess	qokaiin chedy qokeedy	OK+AIIN | CHD+Y | OK+EE+DY	Am runden Mittelgefaess: Nach Mass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.	Am runden Mittelgefaess: Nach Mass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.	ANSETZEN · MASS | UMSETZEN · DIES | ANSETZEN · LANG · SCHLUSS	NO	YES	YES	YES	YES
B3-S008	f83r	B3	1	das runde Mittelgefaess	lchedy	L+CHD+DY	Am runden Mittelgefaess: Weiterleiten und umsetzen; den Schritt schliessen.	Am runden Mittelgefaess: Weiterleiten und umsetzen; den Schritt schliessen.	WEITERLEITEN · UMSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B3-S009	f83r	B3	1	das runde Mittelgefaess	qoky	OK+Y	Am runden Mittelgefaess: Den laufenden Posten ansetzen.	Am runden Mittelgefaess: Den laufenden Posten ansetzen.	ANSETZEN · DIES	NO	YES	YES	YES	YES
B3-S010	f83r	B3	2	das untere Korbgefaess	pchedal otedy	P+CHD+AL | OT+E+DY	Am unteren Korbgefaess: Am Ziel einfuellen und umsetzen; danach den kurzen Folgeschritt schliessen.	Am unteren Korbgefaess: Am Ziel einfuellen und umsetzen; danach den kurzen Folgeschritt schliessen.	EINFUELLEN · UMSETZEN · ZIEL | DANACH · KURZ · SCHLUSS	NO	YES	YES	YES	YES
B3-S011	f83r	B3	4	das untere Korbgefaess	shecthedchy qoky chedy chary	SH+E+CTH+CHD+Y | OK+Y | CHD+Y | AR+Y	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.	HALTEN · KURZ · BEREIT · UMSETZEN · DIES | ANSETZEN · DIES | UMSETZEN · DIES | QUELLE · DIES	NO	YES	YES	YES	YES
B3-S012	f83r	B3	2	das untere Korbgefaess	sor shedy	OR | SHED+DY	Am unteren Korbgefaess: Den Ansatz absetzen lassen und den Schritt schliessen.	Am unteren Korbgefaess: Den Ansatz absetzen lassen und den Schritt schliessen.	ANSATZ | ABSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B3-S013	f83r	B3	4	das untere Korbgefaess	qokaiin chkain shcthey qokedy	OK+AIIN | K+AIN | CTH+E+Y | OK+E+DY	Am unteren Korbgefaess: Nach Mass ansetzen; dann als Portion zudosieren; dann kurz den laufenden Posten bereithalten; dann kurz ansetzen; den Schritt schliessen.	Am unteren Korbgefaess: Nach Mass ansetzen; dann als Portion zugeben; dann kurz den laufenden Posten bereithalten; dann kurz ansetzen; den Schritt schliessen.	ANSETZEN · MASS | ZUGEBEN · PORTION | BEREIT · KURZ · DIES | ANSETZEN · KURZ · SCHLUSS	YES	YES	YES	YES	YES
B3-S014	f83r	B3	2	das untere Korbgefaess	okair sheedy	OK+AIR | SH+EE+DY	Am unteren Korbgefaess: Die laufende Fluessigkeit ansetzen; dann laenger halten; den Schritt schliessen.	Am unteren Korbgefaess: Die laufende Fluessigkeit ansetzen; dann laenger halten; den Schritt schliessen.	ANSETZEN · LAUF | HALTEN · LANG · SCHLUSS	NO	YES	YES	YES	YES
B3-S015	f83r	B3	1	das untere Korbgefaess	lchedy	L+CHD+DY	Am unteren Korbgefaess: Weiterleiten und umsetzen; den Schritt schliessen.	Am unteren Korbgefaess: Weiterleiten und umsetzen; den Schritt schliessen.	WEITERLEITEN · UMSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B3-S016	f83r	B3	2	das untere Korbgefaess und der bildlich unverbundene Zwischenabschnitt	lo qokchedy	L+O | OK+CHD+DY	Am unteren Korbgefaess und im bildlich unverbundenen Zwischenabschnitt: Im Gang weiterleiten; dann ansetzen und umsetzen; den Schritt schliessen.	Am unteren Korbgefaess und im bildlich unverbundenen Zwischenabschnitt: Im Gang weiterleiten; dann ansetzen und umsetzen; den Schritt schliessen.	WEITERLEITEN · GANG | ANSETZEN · UMSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B3-S017	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	qokeedy	OK+EE+DY	Im bildlich unverbundenen Zwischenabschnitt: Laenger ansetzen; den Schritt schliessen.	Im bildlich unverbundenen Zwischenabschnitt: Laenger ansetzen; den Schritt schliessen.	ANSETZEN · LANG · SCHLUSS	NO	YES	YES	YES	YES
B3-S018	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	shedy	SHED+DY	Im bildlich unverbundenen Zwischenabschnitt: Absetzen lassen; den Schritt schliessen.	Im bildlich unverbundenen Zwischenabschnitt: Absetzen lassen; den Schritt schliessen.	ABSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B3-S019	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	qokshedy	OK+SH+E+DY	Im bildlich unverbundenen Zwischenabschnitt: Kurz ansetzen und halten; den Schritt schliessen.	Im bildlich unverbundenen Zwischenabschnitt: Kurz ansetzen und halten; den Schritt schliessen.	ANSETZEN · HALTEN · KURZ · SCHLUSS	NO	YES	YES	YES	YES
B3-S020	f83r	B3	2	der bildlich unverbundene Zwischenabschnitt	dal lchedy	AL | L+CHD+DY	Im bildlich unverbundenen Zwischenabschnitt: Am Ziel weiterleiten, umsetzen und den Schritt schliessen.	Im bildlich unverbundenen Zwischenabschnitt: Am Ziel weiterleiten, umsetzen und den Schritt schliessen.	ZIEL | WEITERLEITEN · UMSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B3-S021	f83r	B3	11	der bildlich unverbundene Zwischenabschnitt	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	OK+AIIN | CTH+Y | AL | Y | AIIN | SHED+AL | SH+E+CTH+Y | Y | AL | CTH+Y | AL+CHD+DY	Im bildlich unverbundenen Zwischenabschnitt: Nach Mass ansetzen und den Posten bereithalten. Am Ziel nach Mass absetzen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, am Ziel erneut bereithalten, umsetzen und schliessen.	Im bildlich unverbundenen Zwischenabschnitt: Nach Mass ansetzen und den Posten bereithalten. Am Ziel nach Mass absetzen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, am Ziel erneut bereithalten, umsetzen und schliessen.	ANSETZEN · MASS | BEREIT · DIES | ZIEL | DIES | MASS | ABSETZEN · ZIEL | HALTEN · KURZ · BEREIT · DIES | DIES | ZIEL | BEREIT · DIES | ZIEL · UMSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B3-S022	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	qotchedy	OT+CHD+DY	Im bildlich unverbundenen Zwischenabschnitt: Danach umsetzen; den Schritt schliessen.	Im bildlich unverbundenen Zwischenabschnitt: Danach umsetzen; den Schritt schliessen.	DANACH · UMSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B3-S023	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	lchedy	L+CHD+DY	Im bildlich unverbundenen Zwischenabschnitt: Weiterleiten und umsetzen; den Schritt schliessen.	Im bildlich unverbundenen Zwischenabschnitt: Weiterleiten und umsetzen; den Schritt schliessen.	WEITERLEITEN · UMSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B3-S024	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	tchedy	CHD+DY	Im bildlich unverbundenen Zwischenabschnitt: Umsetzen; den Schritt schliessen.	Im bildlich unverbundenen Zwischenabschnitt: Umsetzen; den Schritt schliessen.	UMSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B3-S025	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	qokchdy	OK+CHD+DY	Im bildlich unverbundenen Zwischenabschnitt: Ansetzen und umsetzen; den Schritt schliessen.	Im bildlich unverbundenen Zwischenabschnitt: Ansetzen und umsetzen; den Schritt schliessen.	ANSETZEN · UMSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B3-S026	f83r	B3	7	der bildlich unverbundene Zwischenabschnitt und das durch den Bogen verbundene Hauptpaar	cheedar chldaiin chedy qokain checthy chealror solkeedy	EE+AR | L+AIIN | CHD+Y | OK+AIN | CTH+Y | AL+R+OR | SOLK+EE+DY	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Mass weiterleiten, den Posten umsetzen, eine Portion ansetzen und bereithalten; den Ansatz am Ziel kuehlen, laenger auffangen und schliessen.	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Mass weiterleiten, den Posten umsetzen, eine Portion ansetzen und bereithalten; den Ansatz am Ziel kuehlen, laenger auffangen und schliessen.	LANG · QUELLE | WEITERLEITEN · MASS | UMSETZEN · DIES | ANSETZEN · PORTION | BEREIT · DIES | ZIEL · KUEHLEN · ANSATZ | AUFFANGEN · LANG · SCHLUSS	NO	YES	YES	YES	YES
B3-S027	f83r	B3	1	das durch den Bogen verbundene Hauptpaar	qoteedy	OT+EE+DY	Am durch den Bogen verbundenen Hauptpaar: Danach laenger; den Schritt schliessen.	Am durch den Bogen verbundenen Hauptpaar: Danach laenger; den Schritt schliessen.	DANACH · LANG · SCHLUSS	NO	YES	YES	YES	YES
B3-S028	f83r	B3	2	das durch den Bogen verbundene Hauptpaar	qokeey qokedy	OK+EE+Y | OK+E+DY	Am durch den Bogen verbundenen Hauptpaar: Laenger den laufenden Posten ansetzen; dann kurz ansetzen; den Schritt schliessen.	Am durch den Bogen verbundenen Hauptpaar: Laenger den laufenden Posten ansetzen; dann kurz ansetzen; den Schritt schliessen.	ANSETZEN · LANG · DIES | ANSETZEN · KURZ · SCHLUSS	NO	YES	YES	YES	YES
B3-S029	f83r	B3	3	das durch den Bogen verbundene Hauptpaar	sol cheeety qokedy	OL | EEE+T+Y | OK+E+DY	Am durch den Bogen verbundenen Hauptpaar: Fortsetzen; dann vollstaendig den laufenden Posten eintragen; dann kurz ansetzen; den Schritt schliessen.	Am durch den Bogen verbundenen Hauptpaar: Fortsetzen; dann vollstaendig den laufenden Posten anwenden; dann kurz ansetzen; den Schritt schliessen.	FORTSETZEN | VOLL · ANWENDEN · DIES | ANSETZEN · KURZ · SCHLUSS	YES	YES	YES	YES	YES
B3-S030	f83r	B3	4	das durch den Bogen verbundene Hauptpaar	qoky saiin schedair otchedy	OK+Y | AIIN | CHD+AIR | OT+CHD+DY	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Mass ansetzen, die laufende Fluessigkeit umsetzen; danach nochmals umsetzen und schliessen.	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Mass ansetzen, die laufende Fluessigkeit umsetzen; danach nochmals umsetzen und schliessen.	ANSETZEN · DIES | MASS | UMSETZEN · LAUF | DANACH · UMSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B3-S031	f83r	B3	1	das durch den Bogen verbundene Hauptpaar	qokeedy	OK+EE+DY	Am durch den Bogen verbundenen Hauptpaar: Laenger ansetzen; den Schritt schliessen.	Am durch den Bogen verbundenen Hauptpaar: Laenger ansetzen; den Schritt schliessen.	ANSETZEN · LANG · SCHLUSS	NO	YES	YES	YES	YES
B3-S032	f83r	B3	5	das durch den Bogen verbundene Hauptpaar	chedain chedy qotedaiin otaiin otedy	CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+DY	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Mass, anschliessend nochmals nach Mass und den folgenden Kurzschritt schliessen.	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Mass, anschliessend nochmals nach Mass und den folgenden Kurzschritt schliessen.	UMSETZEN · PORTION | UMSETZEN · DIES | DANACH · KURZ · MASS | DANACH · MASS | DANACH · KURZ · SCHLUSS	NO	YES	YES	YES	YES
B3-S033	f83r	B3	1	das durch den Bogen verbundene Hauptpaar	ldy	L+DY	Am durch den Bogen verbundenen Hauptpaar: Weiterleiten; den Schritt schliessen.	Am durch den Bogen verbundenen Hauptpaar: Weiterleiten; den Schritt schliessen.	WEITERLEITEN · SCHLUSS	NO	YES	YES	YES	YES
B3-S034	f83r	B3	6	das durch den Bogen verbundene Hauptpaar	soiiin checthy chety otaiin olsaly shedy	O+IIN | CTH+Y | T+Y | OT+AIIN | OL+AL+Y | SHED+DY	Am durch den Bogen verbundenen Hauptpaar: Den Gang bis zur Stufe fuehren; den Posten bereithalten und eintragen; danach nach Mass am Ziel weiterfuehren, absetzen und schliessen.	Am durch den Bogen verbundenen Hauptpaar: Den Gang bis zur Stufe fuehren; den Posten bereithalten und anwenden; danach nach Mass am Ziel weiterfuehren, absetzen und schliessen.	GANG · STUFE | BEREIT · DIES | ANWENDEN · DIES | DANACH · MASS | FORTSETZEN · ZIEL · DIES | ABSETZEN · SCHLUSS	YES	YES	YES	YES	YES
B4-S001	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	qokeedy	OK+EE+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Laenger ansetzen und den Schritt schliessen.	Am zweiten durch den Bogen verbundenen Hauptpaar: Laenger ansetzen und den Schritt schliessen.	ANSETZEN · LANG · SCHLUSS	NO	YES	YES	YES	YES
B4-S002	f83r	B4	3	das zweite durch den Bogen verbundene Hauptpaar	qolchey qokeey qokedy	OL+Y | OK+EE+Y | OK+E+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten fortsetzen; dann ihn laenger ansetzen; dann kurz ansetzen; den Schritt schliessen.	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten fortsetzen; dann ihn laenger ansetzen; dann kurz ansetzen; den Schritt schliessen.	FORTSETZEN · DIES | ANSETZEN · LANG · DIES | ANSETZEN · KURZ · SCHLUSS	NO	YES	YES	YES	YES
B4-S003	f83r	B4	7	das zweite durch den Bogen verbundene Hauptpaar	chedy otal otchey qokeey qoky tol shedy	CHD+Y | OT+AL | OT+Y | OK+EE+Y | OK+Y | OL | SHED+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Den Posten umsetzen; danach zum Ziel und zum naechsten Posten wechseln; diesen laenger ansetzen, weiter ansetzen, fortsetzen, absetzen und schliessen.	Am zweiten durch den Bogen verbundenen Hauptpaar: Den Posten umsetzen; danach zum Ziel und zum naechsten Posten wechseln; diesen laenger ansetzen, weiter ansetzen, fortsetzen, absetzen und schliessen.	UMSETZEN · DIES | DANACH · ZIEL | DANACH · DIES | ANSETZEN · LANG · DIES | ANSETZEN · DIES | FORTSETZEN | ABSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B4-S004	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	qokylddy	OK+Y+LD+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten ansetzen und befestigen; den Schritt schliessen.	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten ansetzen und befestigen; den Schritt schliessen.	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	NO	YES	YES	YES	YES
B4-S005	f83r	B4	3	das zweite durch den Bogen verbundene Hauptpaar	dain chedy qokeedy	AIN | CHD+Y | OK+EE+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Eine Portion als laufenden Posten umsetzen, laenger ansetzen und den Schritt schliessen.	Am zweiten durch den Bogen verbundenen Hauptpaar: Eine Portion als laufenden Posten umsetzen, laenger ansetzen und den Schritt schliessen.	PORTION | UMSETZEN · DIES | ANSETZEN · LANG · SCHLUSS	NO	YES	YES	YES	YES
B4-S006	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	shckhedy	SH+CKH+E+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	HALTEN · DURCHLASS · KURZ · SCHLUSS	NO	YES	YES	YES	YES
B4-S007	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	shckhedy	SH+CKH+E+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	HALTEN · DURCHLASS · KURZ · SCHLUSS	NO	YES	YES	YES	YES
B4-S008	f83r	B4	4	das zweite durch den Bogen verbundene Hauptpaar	saiin cheeky sheey qokedy	AIIN | CHK+EE+Y | SH+EE+Y | OK+E+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Nach Mass den Posten laenger erwaermen, laenger halten, kurz ansetzen und schliessen.	Am zweiten durch den Bogen verbundenen Hauptpaar: Nach Mass den Posten laenger erwaermen, laenger halten, kurz ansetzen und schliessen.	MASS | WAERMEN · LANG · DIES | HALTEN · LANG · DIES | ANSETZEN · KURZ · SCHLUSS	NO	YES	YES	YES	YES
B4-S009	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	shedy	SHED+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Absetzen lassen; den Schritt schliessen.	Am zweiten durch den Bogen verbundenen Hauptpaar: Absetzen lassen; den Schritt schliessen.	ABSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B4-S010	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	oldy	OL+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Fortsetzen; den Schritt schliessen.	Am zweiten durch den Bogen verbundenen Hauptpaar: Fortsetzen; den Schritt schliessen.	FORTSETZEN · SCHLUSS	NO	YES	YES	YES	YES
B4-S011	f83r	B4	7	die linke offene Randstation	saiin cheky okeeol okain chdy sol lkedy	AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y | OL | L+K+E+DY	An der linken offenen Randstation: Nach Mass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, fortsetzen, kurz weiterleiten und zudosieren, dann schliessen.	An der linken offenen Randstation: Nach Mass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, fortsetzen, kurz weiterleiten und zugeben, dann schliessen.	MASS | WAERMEN · KURZ · DIES | ANSETZEN · LANG · FORTSETZEN | ANSETZEN · PORTION | UMSETZEN · DIES | FORTSETZEN | WEITERLEITEN · ZUGEBEN · KURZ · SCHLUSS	YES	YES	YES	YES	YES
B4-S012	f83r	B4	1	die linke offene Randstation	lchedy	L+CHD+DY	An der linken offenen Randstation: Weiterleiten und umsetzen; den Schritt schliessen.	An der linken offenen Randstation: Weiterleiten und umsetzen; den Schritt schliessen.	WEITERLEITEN · UMSETZEN · SCHLUSS	NO	YES	YES	YES	YES
