local_item_id	kind	statement_ids	events	event_ids	phase_chain	object_transition_chain	object_changes	source_object_de	result_object_de	owner_codes	meaningful_merge_signature	teaching_text_de
X:B2-S012	ONE_LOCAL_RESIDUAL	B2-S012	8	E202|E203|E204|E205|E206|E207|E208|E209	MEASURE>COLLECT>HOLD>COLLECT>MEASURE>COLLECT>HOLD	FRACTION_CREATED>RESULT_CREATED>ACTIVE_CARRIED>FRACTION_CREATED>ACTIVE_CARRIED	FRACTION_CREATED|RESULT_CREATED|FRACTION_CREATED	abgeteilte Portion von abgeteilte Portion von Arbeitsposten an der rechten Einzelstation	entnommene Fraktion aus Empfangsbestand bei unteres grünes Mehrpersonenbecken	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	MEASURE:FRACTION_CREATED:NO:NONE:NONE>COLLECT:RESULT_CREATED:NO:NONE:NONE>COLLECT:ACTIVE_CARRIED:NO:NONE:NONE>HOLD:ACTIVE_CARRIED:NO:NONE:NONE>COLLECT:FRACTION_CREATED:NO:NONE:NONE>MEASURE:ACTIVE_CARRIED:NO:SOLLMASS:NONE>COLLECT:ACTIVE_CARRIED:NO:NONE:NONE>HOLD:ACTIVE_CARRIED:YES:NONE:NONE	zweite Teilportion des Postens der Einzelstation abziehen; EMPFANGSBESTAND; Empfangsbestand kurz bereithalten; länger ansetzen; Empfangsbestand länger abziehen; Sollmaß; Fraktion des Empfangsbestands; vollständig ansetzen; Schluss
X:B2-S014	ONE_LOCAL_RESIDUAL	B2-S014	1	E211	COLLECT	ACTIVE_CARRIED	NONE	entnommene Fraktion aus Empfangsbestand bei unteres grünes Mehrpersonenbecken	entnommene Fraktion aus Empfangsbestand bei unteres grünes Mehrpersonenbecken	B2_LOWER_GREEN_MULTI_FIGURE_POOL	COLLECT:ACTIVE_CARRIED:NO:NONE:QUELLE	von Fraktion des Empfangsbestands abführen
X:B2-S016	ONE_LOCAL_RESIDUAL	B2-S016	1	E221	MOVE	ACTIVE_CARRIED	NONE	Arbeitsflüssigkeit am unteren Beckenrand	Arbeitsflüssigkeit am unteren Beckenrand	B2_LOWER_POOL_EDGE_STATIONS	MOVE:ACTIVE_CARRIED:YES:NONE:NONE	hineinführen; Schluss
X:B2-S017	ONE_LOCAL_RESIDUAL	B2-S017	2	E222|E223	HOLD>MOVE	ACTIVE_CARRIED	NONE	Arbeitsflüssigkeit am unteren Beckenrand	Arbeitsflüssigkeit am unteren Beckenrand	B2_LOWER_POOL_EDGE_STATIONS	HOLD:ACTIVE_CARRIED:NO:NONE:ZIELSTELLE>MOVE:ACTIVE_CARRIED:YES:NONE:ZIELSTELLE	bei der Zielstelle „untere Beckenrand- und Endstationen“ kurz abkühlen; bei der Zielstelle „untere Beckenrand- und Endstationen“ schließen
X:B3-S001	ONE_LOCAL_RESIDUAL	B3-S001	1	E229	COLLECT	COLLECTION_CREATED	COLLECTION_CREATED	Arbeitsgut an der oberen Fächerstation	aufgefangener Bestand von Arbeitsgut an der oberen Fächerstation	B3_UPPER_MARGIN_OPEN_FAN_STATION	COLLECT:COLLECTION_CREATED:YES:NONE:NONE	länger auffangen; Schluss
X:B3-S002	ONE_LOCAL_RESIDUAL	B3-S002	2	E230|E231	MOVE>HOLD	ACTIVE_CARRIED	NONE	aufgefangener Bestand von Arbeitsgut an der oberen Fächerstation	aufgefangener Bestand von Arbeitsgut an der oberen Fächerstation	B3_UPPER_MARGIN_OPEN_FAN_STATION	MOVE:ACTIVE_CARRIED:NO:NONE:ZIELSTELLE>HOLD:ACTIVE_CARRIED:YES:NONE:NONE	nächste Zielstelle bei „obere offene Fächerstation am Rand“; länger wärmen; Schluss
X:B3-S003	ONE_LOCAL_RESIDUAL	B3-S003	4	E232|E233|E234|E235	SELECT>MEASURE>SELECT>MOVE	ACTIVE_CARRIED	NONE	aufgefangener Bestand von Arbeitsgut an der oberen Fächerstation	aufgefangener Bestand von Arbeitsgut an der oberen Fächerstation	B3_UPPER_MARGIN_OPEN_FAN_STATION	SELECT:ACTIVE_CARRIED:NO:NONE:NONE>MEASURE:ACTIVE_CARRIED:NO:SOLLMASS:NONE>SELECT:ACTIVE_CARRIED:NO:NONE:NONE>MOVE:ACTIVE_CARRIED:YES:NONE:NONE	aufgefangener Bestand des Gut der Fächerstation; Sollmaß; aufgefangener Bestand des Gut der Fächerstation; hinausführen; Schluss
X:B3-S006	ONE_LOCAL_RESIDUAL	B3-S006	3	E240|E241|E242	MOVE>APPLY>MOVE	ACTIVE_CARRIED	NONE	Arbeitsflüssigkeit im runden Gefäß	Arbeitsflüssigkeit im runden Gefäß	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	MOVE:ACTIVE_CARRIED:NO:NONE:NONE>APPLY:ACTIVE_CARRIED:NO:NONE:ZIELSTELLE>MOVE:ACTIVE_CARRIED:YES:NONE:NONE	Gefäßflüssigkeit umsetzen; an die Zielstelle „mittlere runde Gefäßstation am Rand“ setzen; weiterführen; Schluss
X:B3-S007	ONE_LOCAL_RESIDUAL	B3-S007	1	E245	HOLD	ACTIVE_CARRIED	NONE	Arbeitsflüssigkeit im runden Gefäß	Arbeitsflüssigkeit im runden Gefäß	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	HOLD:ACTIVE_CARRIED:YES:NONE:NONE	länger ansetzen; Schluss
X:B3-S010	ONE_LOCAL_RESIDUAL	B3-S010	2	E248|E249	MOVE>HOLD	ACTIVE_CARRIED	NONE	Arbeitsgut im unteren Korbgefäß	Arbeitsgut im unteren Korbgefäß	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	MOVE:ACTIVE_CARRIED:NO:NONE:ZIELSTELLE>HOLD:ACTIVE_CARRIED:YES:NONE:NONE	bei der Zielstelle „untere Korb- oder Gefäßstation am Rand“ hineinführen; kurzer Folgeschritt; Schluss
X:B3-S011	ONE_LOCAL_RESIDUAL	B3-S011	4	E250|E251|E252|E253	HOLD>APPLY>MOVE	ACTIVE_CARRIED>FRACTION_CREATED	FRACTION_CREATED	Arbeitsgut im unteren Korbgefäß	entnommene Fraktion aus Arbeitsgut im unteren Korbgefäß	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	HOLD:ACTIVE_CARRIED:NO:NONE:NONE>APPLY:ACTIVE_CARRIED:NO:NONE:NONE>MOVE:ACTIVE_CARRIED:NO:NONE:NONE>MOVE:FRACTION_CREATED:NO:NONE:QUELLE	Gut im Korbgefäß kurz bereit umsetzen; verwende Gut im Korbgefäß; Gut im Korbgefäß umsetzen; Gut im Korbgefäß aus der Quelle nehmen
X:B3-S014	ONE_LOCAL_RESIDUAL	B3-S014	2	E260|E261	MOVE>HOLD	FLOW_ACTIVATED>ACTIVE_CARRIED	FLOW_ACTIVATED	abgeteilte Portion von laufender Ansatz bei untere Korb- oder Gefäßstation am Rand	Laufflüssigkeit bei untere Korb- oder Gefäßstation am Rand	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	MOVE:FLOW_ACTIVATED:NO:NONE:LAUF_BAHN>HOLD:ACTIVE_CARRIED:YES:NONE:NONE	Flüssigkeitslauf eröffnen; länger absetzen; Schluss
X:B3-S020	ONE_LOCAL_RESIDUAL	B3-S020	2	E268|E269	MOVE	ACTIVE_CARRIED	NONE	laufender Ansatz bei nicht gezeichneter Übergang vom Rand zum Hauptfeld	laufender Ansatz bei nicht gezeichneter Übergang vom Rand zum Hauptfeld	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	MOVE:ACTIVE_CARRIED:NO:NONE:ZIELSTELLE>MOVE:ACTIVE_CARRIED:YES:NONE:NONE	Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“; hinausführen; Schluss
X:B3-S034	ONE_LOCAL_RESIDUAL	B3-S034	6	E309|E310|E311|E312|E313|E314	MEASURE>CHECK>MEASURE>APPLY>HOLD	ACTIVE_CARRIED	NONE	abgeteilte Portion von Laufflüssigkeit bei durch einen Bogen verbundenes Hauptpaar	abgeteilte Portion von Laufflüssigkeit bei durch einen Bogen verbundenes Hauptpaar	B3_MAIN_ARCH_LINKED_PAIR	MEASURE:ACTIVE_CARRIED:NO:SOLLSTUFE:NONE>CHECK:ACTIVE_CARRIED:NO:NONE:NONE>MEASURE:ACTIVE_CARRIED:NO:NONE:NONE>MEASURE:ACTIVE_CARRIED:NO:SOLLMASS:NONE>APPLY:ACTIVE_CARRIED:NO:NONE:ZIELSTELLE>HOLD:ACTIVE_CARRIED:YES:NONE:NONE	Sollstufe; bereit; Teilportion aus der Arbeitsflüssigkeit füllen; nächstes Sollmaß; Teilportion aus der Arbeitsflüssigkeit bei der Zielstelle „durch einen Bogen verbundenes Hauptpaar“ fortsetzen; absetzen; Schluss
X:B4-S002	ONE_LOCAL_RESIDUAL	B4-S002	3	E316|E317|E318	MOVE>HOLD	ACTIVE_CARRIED	NONE	Arbeitsflüssigkeit im verbundenen Hauptpaar	Arbeitsflüssigkeit im verbundenen Hauptpaar	B4_MAIN_ARCH_LINKED_PAIR	MOVE:ACTIVE_CARRIED:NO:NONE:NONE>HOLD:ACTIVE_CARRIED:NO:NONE:NONE>HOLD:ACTIVE_CARRIED:YES:NONE:NONE	Flüssigkeit des Hauptpaares weiterführen; länger ansetzen; kurz ansetzen; Schluss
X:B4-S003	ONE_LOCAL_RESIDUAL	B4-S003	7	E319|E320|E321|E322|E323|E324|E325	MOVE>SELECT>HOLD>APPLY>PREPARE>HOLD	ACTIVE_CARRIED>NEXT_ITEM_ACTIVATED>ACTIVE_CARRIED	NEXT_ITEM_ACTIVATED	Arbeitsflüssigkeit im verbundenen Hauptpaar	nächster Arbeitsposten bei durch einen Bogen verbundenes Hauptpaar	B4_MAIN_ARCH_LINKED_PAIR	MOVE:ACTIVE_CARRIED:NO:NONE:NONE>MOVE:ACTIVE_CARRIED:NO:NONE:ZIELSTELLE>SELECT:NEXT_ITEM_ACTIVATED:NO:NONE:NONE>HOLD:ACTIVE_CARRIED:NO:NONE:NONE>APPLY:ACTIVE_CARRIED:NO:NONE:NONE>PREPARE:ACTIVE_CARRIED:NO:NONE:NONE>HOLD:ACTIVE_CARRIED:YES:NONE:NONE	Flüssigkeit des Hauptpaares umsetzen; nächste Zielstelle bei „durch einen Bogen verbundenes Hauptpaar“; nächster Posten; länger ansetzen; verwende nächster Arbeitsposten; fortsetzen; absetzen; Schluss
X:B4-S004	ONE_LOCAL_RESIDUAL	B4-S004	1	E326	APPLY	ACTIVE_CARRIED	NONE	nächster Arbeitsposten bei durch einen Bogen verbundenes Hauptpaar	nächster Arbeitsposten bei durch einen Bogen verbundenes Hauptpaar	B4_MAIN_ARCH_LINKED_PAIR	APPLY:ACTIVE_CARRIED:YES:NONE:NONE	nächster Arbeitsposten befestigen; Schluss
X:B4-S011	ONE_LOCAL_RESIDUAL	B4-S011	4	E341|E342|E343|E344	MEASURE>PREPARE>HOLD	PORTION_CREATED>ACTIVE_CARRIED	PORTION_CREATED	Arbeitsgut an der linken Randstation	abgeteilte Portion von Arbeitsgut an der linken Randstation	B4_MAIN_LEFT_OPEN_FRINGE_STATION	MEASURE:PORTION_CREATED:NO:PORTION:NONE>MEASURE:ACTIVE_CARRIED:NO:NONE:NONE>PREPARE:ACTIVE_CARRIED:NO:NONE:NONE>HOLD:ACTIVE_CARRIED:YES:NONE:NONE	eine Stoffportion zugeben; Teilportion von Gut der Randstation umsetzen; fortsetzen; kurz abführen; Schluss
X:B4-S014	ONE_LOCAL_RESIDUAL	B4-S014	4	E348|E349|E350|E351	PREPARE>MOVE>HOLD>MOVE	BATCH_ACTIVATED>ACTIVE_CARRIED>FLOW_ACTIVATED	BATCH_ACTIVATED|FLOW_ACTIVATED	abgeteilte Portion von Arbeitsgut an der linken Randstation	Laufflüssigkeit bei linke offene Randstation	B4_MAIN_LEFT_OPEN_FRINGE_STATION	PREPARE:BATCH_ACTIVATED:NO:NONE:NONE>MOVE:ACTIVE_CARRIED:NO:NONE:NONE>HOLD:ACTIVE_CARRIED:NO:NONE:NONE>MOVE:FLOW_ACTIVATED:YES:NONE:LAUF_BAHN	Ansatz; laufender Stationsansatz; laufender Stationsansatz kurz durchführen; Flüssigkeitslauf schließen
X:B5-S003	ONE_LOCAL_RESIDUAL	B5-S003	1	E364	APPLY	ACTIVE_CARRIED	NONE	laufender Ansatz bei linke offene Randstation des Nachtrags	laufender Ansatz bei linke offene Randstation des Nachtrags	B5_LEFT_OPEN_FRINGE_STATION	APPLY:ACTIVE_CARRIED:NO:NONE:ZIELSTELLE	bei der Zielstelle „linke offene Randstation des Nachtrags“ absetzen
X:B6-S001	ONE_LOCAL_RESIDUAL	B6-S001	3	E373|E374|E375	COLLECT>HOLD	COLLECTION_CREATED>ACTIVE_CARRIED	COLLECTION_CREATED	Arbeitsflüssigkeit in der rechten Nachtragsstation	aufgefangener Bestand von Arbeitsflüssigkeit in der rechten Nachtragsstation	B6_RIGHT_S_RUN_MULTIPORT_STATION	COLLECT:COLLECTION_CREATED:NO:NONE:NONE>HOLD:ACTIVE_CARRIED:NO:NONE:NONE>HOLD:ACTIVE_CARRIED:NO:NONE:ZIELSTELLE	länger auffangen; aufgefangener Bestand der rechten Nachtragsflüssigkeit kurz zuführen; aufgefangener Bestand der rechten Nachtragsflüssigkeit abkühlen
X:H1-S002	ONE_LOCAL_RESIDUAL	H1-S002	4	E011|E012|E013|E014	SELECT>COLLECT>PREPARE>CHECK	ACTIVE_CARRIED>FRACTION_CREATED>ACTIVE_CARRIED	FRACTION_CREATED	entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	entnommene Fraktion aus entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SELECT:ACTIVE_CARRIED:NO:NONE:NONE>COLLECT:FRACTION_CREATED:NO:NONE:NONE>PREPARE:ACTIVE_CARRIED:NO:NONE:NONE>CHECK:ACTIVE_CARRIED:NO:NONE:NONE	abgezogene Flüssigkeitsfraktion ansetzen; danach weiter abziehen; fortsetzen; bereit
X:H2-S002	ONE_LOCAL_RESIDUAL	H2-S002	3	E024|E025|E026	COLLECT>PREPARE>SELECT	BATCH_ACTIVATED>ACTIVE_CARRIED	BATCH_ACTIVATED|BATCH_ACTIVATED	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	COLLECT:BATCH_ACTIVATED:NO:NONE:NONE>PREPARE:BATCH_ACTIVATED:NO:NONE:NONE>SELECT:ACTIVE_CARRIED:NO:NONE:NONE	danach Ansatz abziehen; Ansatz; danach fortsetzen
X:H3-S002	ONE_LOCAL_RESIDUAL	H3-S002	1	E046	COLLECT	ACTIVE_CARRIED	NONE	entnommene Fraktion aus Empfangsbestand bei dicht beblätterte Pflanze mit blauer Blütenkrone	entnommene Fraktion aus Empfangsbestand bei dicht beblätterte Pflanze mit blauer Blütenkrone	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	COLLECT:ACTIVE_CARRIED:NO:NONE:NONE	Fraktion des Empfangsbestands halten und füllen
X:H3-S003	ONE_LOCAL_RESIDUAL	H3-S003	5	E047|E048|E049|E050|E051	PREPARE>COLLECT>MEASURE	ACTIVE_CARRIED	NONE	entnommene Fraktion aus Empfangsbestand bei dicht beblätterte Pflanze mit blauer Blütenkrone	entnommene Fraktion aus Empfangsbestand bei dicht beblätterte Pflanze mit blauer Blütenkrone	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PREPARE:ACTIVE_CARRIED:NO:NONE:NONE>COLLECT:ACTIVE_CARRIED:NO:NONE:NONE>MEASURE:ACTIVE_CARRIED:NO:SOLLMASS:NONE	fortsetzen; Fraktion des Empfangsbestands; Fraktion des Empfangsbestands zuführen; Fraktion des Empfangsbestands; Sollmaß
X:H3-S004	ONE_LOCAL_RESIDUAL	H3-S004	4	E052|E053|E054|E055	SELECT>PREPARE>CHECK>SELECT	NEXT_ITEM_ACTIVATED>ACTIVE_CARRIED	NEXT_ITEM_ACTIVATED	entnommene Fraktion aus Empfangsbestand bei dicht beblätterte Pflanze mit blauer Blütenkrone	nächster Arbeitsposten bei dicht beblätterte Pflanze mit blauer Blütenkrone	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SELECT:NEXT_ITEM_ACTIVATED:NO:NONE:NONE>PREPARE:ACTIVE_CARRIED:NO:NONE:NONE>CHECK:ACTIVE_CARRIED:NO:NONE:NONE>SELECT:ACTIVE_CARRIED:NO:NONE:NONE	nächster Posten; weiter ansetzen; bereit; nächster Arbeitsposten
X:H4-S001	ONE_LOCAL_RESIDUAL	H4-S001	5	E056|E057|E058|E059|E060	MEASURE>PREPARE	ACTIVE_CARRIED>PORTION_CREATED>ACTIVE_CARRIED	PORTION_CREATED|PORTION_CREATED	Material dieser Pflanze	abgeteilte Portion von abgeteilte Portion von Material dieser Pflanze	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MEASURE:ACTIVE_CARRIED:NO:SOLLMASS:NONE>MEASURE:PORTION_CREATED:NO:PORTION:NONE>PREPARE:ACTIVE_CARRIED:YES:NONE:NONE	Sollmaß setzen; Sollmaß; eine Stoffportion davon zuführen; eine Stoffportion davon zuführen; Arbeitsgang abschließen
X:H4-S002	ONE_LOCAL_RESIDUAL	H4-S002	3	E061|E062|E063	MEASURE>PREPARE	ACTIVE_CARRIED	NONE	abgeteilte Portion von abgeteilte Portion von Material dieser Pflanze	abgeteilte Portion von abgeteilte Portion von Material dieser Pflanze	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MEASURE:ACTIVE_CARRIED:NO:SOLLMASS:NONE>MEASURE:ACTIVE_CARRIED:NO:NONE:NONE>PREPARE:ACTIVE_CARRIED:NO:NONE:NONE	Sollmaß; zweite Teilportion vom Pflanzenmaterial umsetzen; verwahren
X:H5-S002	ONE_LOCAL_RESIDUAL	H5-S002	4	E083|E084|E085|E086	PREPARE>SELECT>APPLY>HOLD	ACTIVE_CARRIED>ADDITION_ACTIVATED>ACTIVE_CARRIED	ADDITION_ACTIVATED	laufender Ansatz bei mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze	Zugabe bei mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PREPARE:ACTIVE_CARRIED:NO:NONE:NONE>SELECT:ADDITION_ACTIVATED:NO:NONE:NONE>APPLY:ACTIVE_CARRIED:NO:NONE:NONE>HOLD:ACTIVE_CARRIED:YES:NONE:NONE	fortsetzen; diese Zutat; verwende Zugabe; länger durch den Durchlass; Schluss
X:H5-S003	ONE_LOCAL_RESIDUAL	H5-S003	4	E087|E088|E089|E090	HOLD>SELECT>HOLD>SELECT	ACTIVE_CARRIED>ADDITION_ACTIVATED>ACTIVE_CARRIED	ADDITION_ACTIVATED	Zugabe bei mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze	Zugabe bei mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	HOLD:ACTIVE_CARRIED:NO:NONE:NONE>SELECT:ADDITION_ACTIVATED:NO:NONE:NONE>HOLD:ACTIVE_CARRIED:NO:NONE:NONE>SELECT:ACTIVE_CARRIED:NO:NONE:NONE	halten; Zutat; Zugabe kurz zuführen; Zugabe erneut ansetzen
X:H5-S004	ONE_LOCAL_RESIDUAL	H5-S004	3	E091|E092|E093	SELECT>MOVE	ACTIVE_CARRIED	NONE	Zugabe bei mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze	Zugabe bei mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SELECT:ACTIVE_CARRIED:NO:NONE:NONE>MOVE:ACTIVE_CARRIED:NO:NONE:ZIELSTELLE	Zugabe ansetzen; Auszug ansetzen; an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ zuführen
X:H5-S005	ONE_LOCAL_RESIDUAL	H5-S005	2	E094|E095	SELECT	ADDITION_ACTIVATED>ACTIVE_CARRIED	ADDITION_ACTIVATED	Zugabe bei mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze	Zugabe bei mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SELECT:ADDITION_ACTIVATED:NO:NONE:NONE>SELECT:ACTIVE_CARRIED:NO:NONE:NONE	Zutat; Zugabe ansetzen
X:H5-S006	ONE_LOCAL_RESIDUAL	H5-S006	3	E098|E099|E100	SELECT>HOLD>MEASURE	NEXT_ITEM_ACTIVATED>ACTIVE_CARRIED	NEXT_ITEM_ACTIVATED	abgeteilte Portion von Zugabe bei mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze	nächster Arbeitsposten bei mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SELECT:NEXT_ITEM_ACTIVATED:NO:NONE:NONE>HOLD:ACTIVE_CARRIED:NO:NONE:NONE>MEASURE:ACTIVE_CARRIED:NO:SOLLMASS:NONE	nächster Posten; kurz weiter zuführen; Sollmaß
