dy_ordinal	cohort	event_id	source_event_id	statement_id	physical_page	register	card_ordinal_in_statement	statement_event_count	distance_to_statement_end	surface	recipe	dy_occurrence_in_recipe	dy_atom_position	recipe_atom_count	dy_recipe_terminal	closure_scope	statement_end_mode	explicit_action_roots	current_reading_de	successor_event_id	successor_surface	successor_recipe	successor_reading_de	successor_inherited_action_source_event_id	successor_inherited_argument_source_event_id	guard
175	OLD26_GDT407	G407-E1924	P1008-E0563	G407-S212	f76r	BIOLOGICAL	1	1	0	qotedshedy	OT+E+D_ADDR+SH+E+DY	1	6	6	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	DANACH · GRAD I · HIER · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
176	OLD26_GDT407	G407-E1926	P1008-E0565	G407-S213	f76r	BIOLOGICAL	2	2	0	oteedy	OT+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
177	OLD26_GDT407	G407-E1936	P1008-E0575	G407-S214	f76r	BIOLOGICAL	10	10	0	solshedy	OL+SH+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	FORTSETZEN · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
178	OLD26_GDT407	G407-E1947	P1008-E0586	G407-S215	f76r	BIOLOGICAL	11	11	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
179	OLD26_GDT407	G407-E1949	P1008-E0588	G407-S216	f76r	BIOLOGICAL	2	2	0	okeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
180	OLD26_GDT407	G407-E1950	P1008-E0589	G407-S217	f76r	BIOLOGICAL	1	1	0	qokeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
181	OLD26_GDT407	G407-E1956	P1008-E0595	G407-S218	f76r	BIOLOGICAL	6	6	0	okeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
182	OLD26_GDT407	G407-E1963	P1008-E0603	G407-S220	f76r	BIOLOGICAL	1	1	0	chorshedy	CH+OR+SH+E+DY	1	5	5	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	CH|SH	NEHMEN · EINHEIT · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
183	OLD26_GDT407	G407-E1972	P1008-E0612	G407-S221	f76r	BIOLOGICAL	9	9	0	lchedy	L+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
184	OLD26_GDT407	G407-E1973	P1008-E0613	G407-S222	f76r	BIOLOGICAL	1	1	0	shedy	SH+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
185	OLD26_GDT407	G407-E1983	P1008-E0623	G407-S223	f76r	BIOLOGICAL	10	10	0	qokeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
186	OLD26_GDT407	G407-E1993	P1008-E0633	G407-S224	f76r	BIOLOGICAL	10	10	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
187	OLD26_GDT407	G407-E1994	P1008-E0634	G407-S225	f76r	BIOLOGICAL	1	1	0	qokeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
188	OLD26_GDT407	G407-E2005	P1008-E0646	G407-S228	f76r	BIOLOGICAL	7	7	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
189	OLD26_GDT407	G407-E2006	P1008-E0647	G407-S229	f76r	BIOLOGICAL	1	1	0	shedy	SH+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
190	OLD26_GDT407	G407-E2007	P1008-E0648	G407-S230	f76r	BIOLOGICAL	1	1	0	lshedy	L+SH+E+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	VERBINDUNG · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
191	OLD26_GDT407	G407-E2008	P1008-E0649	G407-S231	f76r	BIOLOGICAL	1	1	0	qolchedy	OL+CHD+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	CHD	FORTSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
192	OLD26_GDT407	G407-E2009	P1008-E0650	G407-S232	f76r	BIOLOGICAL	1	1	0	otedyl	OT+E+DY+L	1	3	4	NO	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD I · SCHLUSS · VERBINDUNG	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
193	OLD26_GDT407	G407-E2010	P1008-E0651	G407-S233	f76r	BIOLOGICAL	1	1	0	dshedy	SH+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
194	OLD26_GDT407	G407-E2013	P1008-E0654	G407-S234	f76r	BIOLOGICAL	3	3	0	lchedy	L+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
195	OLD26_GDT407	G407-E2021	P1008-E0662	G407-S235	f76r	BIOLOGICAL	8	8	0	alchdy	AL+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	ZIELORT · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
196	OLD26_GDT407	G407-E2022	P1008-E0663	G407-S236	f76r	BIOLOGICAL	1	1	0	qokchsdy	OK+CHD+S+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK|CHD|S	SETZEN · UMSETZEN · WÄHLEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
197	OLD26_GDT407	G407-E2024	P1008-E0665	G407-S237	f76r	BIOLOGICAL	2	2	0	lchedy	L+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
198	OLD26_GDT407	G407-E2028	P1008-E0669	G407-S238	f76r	BIOLOGICAL	4	4	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
199	OLD26_GDT407	G407-E2032	P1008-E0673	G407-S239	f76r	BIOLOGICAL	4	4	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
200	OLD26_GDT407	G407-E2034	P1008-E0676	G407-S241	f76r	BIOLOGICAL	1	1	0	sheedy	SH+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
201	OLD26_GDT407	G407-E2035	P1008-E0677	G407-S242	f76r	BIOLOGICAL	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
202	OLD26_GDT407	G407-E2043	P1008-E0685	G407-S243	f76r	BIOLOGICAL	8	8	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
203	OLD26_GDT407	G407-E2047	P1008-E0689	G407-S244	f76r	BIOLOGICAL	4	4	0	dalshedy	AL+SH+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	ZIELORT · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
204	OLD26_GDT407	G407-E2049	P1008-E0691	G407-S245	f76r	BIOLOGICAL	2	2	0	sheedy	SH+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
205	OLD26_GDT407	G407-E2062	P1008-E0704	G407-S246	f76r	BIOLOGICAL	13	13	0	lchedy	L+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
206	OLD26_GDT407	G407-E2069	P1008-E0711	G407-S247	f76r	BIOLOGICAL	7	7	0	lchedy	L+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
207	OLD26_GDT407	G407-E2076	P1008-E0718	G407-S248	f76r	BIOLOGICAL	7	7	0	qolchedy	OL+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	FORTSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
208	OLD26_GDT407	G407-E2101	P1008-E0744	G407-S250	f76r	BIOLOGICAL	15	15	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
209	OLD26_GDT407	G407-E2102	P1008-E0745	G407-S251	f76r	BIOLOGICAL	1	1	0	shedy	SH+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
210	OLD26_GDT407	G407-E2104	P1008-E0747	G407-S252	f76r	BIOLOGICAL	2	2	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
211	OLD26_GDT407	G407-E2132	P1008-E0776	G407-S254	f76r	BIOLOGICAL	7	7	0	dalshedy	AL+SH+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	ZIELORT · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
212	OLD26_GDT407	G407-E2140	P1008-E0784	G407-S255	f76r	BIOLOGICAL	8	8	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
213	OLD26_GDT407	G407-E2143	P1008-E0787	G407-S257	f76r	BIOLOGICAL	2	2	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
214	OLD26_GDT407	G407-E2147	P1008-E0791	G407-S258	f76r	BIOLOGICAL	4	4	0	pchedy	P+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	P|CHD	EINSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
215	OLD26_GDT407	G407-E2159	P1008-E0803	G407-S259	f76r	BIOLOGICAL	12	12	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
216	OLD26_GDT407	G407-E2160	P1008-E0804	G407-S260	f76r	BIOLOGICAL	1	1	0	shedy	SH+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
217	OLD26_GDT407	G407-E2162	P1008-E0806	G407-S261	f76r	BIOLOGICAL	2	2	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
218	OLD26_GDT407	G407-E2169	P1008-E0813	G407-S262	f76r	BIOLOGICAL	7	7	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
219	OLD26_GDT407	G407-E2181	P1008-E0825	G407-S263	f76r	BIOLOGICAL	12	12	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
220	OLD26_GDT407	G407-E2201	P1008-E0846	G407-S266	f76r	BIOLOGICAL	1	1	0	polalchdy	P+OL+AL+CHD+DY	1	5	5	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	P|CHD	EINSETZEN · FORTSETZEN · ZIELORT · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
221	OLD26_GDT407	G407-E2202	P1008-E0847	G407-S267	f76r	BIOLOGICAL	1	1	0	pshedy	P+SH+E+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	P|SH	EINSETZEN · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
222	OLD26_GDT407	G407-E2203	P1008-E0848	G407-S268	f76r	BIOLOGICAL	1	1	0	opchedy	O+P+CHD+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	P|CHD	AUSFÜHRUNG · EINSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
223	OLD26_GDT407	G407-E2206	P1008-E0851	G407-S269	f76r	BIOLOGICAL	3	3	0	qokeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
224	OLD26_GDT407	G407-E2209	P1008-E0854	G407-S270	f76r	BIOLOGICAL	3	3	0	chpsheedy	CH+P+SH+EE+DY	1	5	5	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CH|P|SH	NEHMEN · EINSETZEN · HALTEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
225	OLD26_GDT407	G407-E2219	P1008-E0864	G407-S271	f76r	BIOLOGICAL	10	10	0	olchdy	OL+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	FORTSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
226	OLD26_GDT407	G407-E2223	P1008-E0868	G407-S272	f76r	BIOLOGICAL	4	4	0	lchedy	L+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
227	OLD26_GDT407	G407-E2226	P1008-E0871	G407-S273	f76r	BIOLOGICAL	3	3	0	okedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
228	OLD26_GDT407	G407-E2230	P1008-E0875	G407-S274	f76r	BIOLOGICAL	4	4	0	otedy	OT+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
229	OLD26_GDT407	G407-E2236	P1008-E0881	G407-S275	f76r	BIOLOGICAL	6	6	0	qokchdyl	OK+CHD+DY+L	1	3	4	NO	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK|CHD	SETZEN · UMSETZEN · SCHLUSS · VERBINDUNG	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
230	OLD26_GDT407	G407-E2242	P1008-E0887	G407-S276	f76r	BIOLOGICAL	6	6	0	lchedy	L+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
231	OLD26_GDT407	G407-E2245	P1008-E0890	G407-S277	f76r	BIOLOGICAL	3	3	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
232	OLD26_GDT407	G407-E2266	P1008-E0911	G407-S279	f76r	BIOLOGICAL	8	8	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
233	OLD26_GDT407	G407-E2272	P1008-E0917	G407-S281	f76r	BIOLOGICAL	2	2	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
234	OLD26_GDT407	G407-E2278	P1008-E0923	G407-S282	f76r	BIOLOGICAL	6	6	0	okeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
235	OLD26_GDT407	G407-E2286	P1008-E0931	G407-S283	f76r	BIOLOGICAL	8	8	0	okedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
236	OLD26_GDT407	G407-E2287	P1008-E0932	G407-S284	f76r	BIOLOGICAL	1	1	0	otedy	OT+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
237	OLD26_GDT407	G407-E2288	P1008-E0933	G407-S285	f76r	BIOLOGICAL	1	1	0	okedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
238	OLD26_GDT407	G407-E2289	P1008-E0934	G407-S286	f76r	BIOLOGICAL	1	1	0	lchedy	L+CHD+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
