unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer	content_unit_id	medical_master_frame	nonmedical_master_frame	formal_reading_changed	surface_changed
127	BIOLOGICAL_PROSE	f81v	B1-S006	E127	qokain	B1_SHARED_TWO_ROW_POOL	C06	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
128	BIOLOGICAL_PROSE	f81v	B1-S006	E128	shckhy	B1_SHARED_TWO_ROW_POOL	C07	Führe es mit diesem laufenden Posten aus: durchleiten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
129	BIOLOGICAL_PROSE	f81v	B1-S006	E129	dl	B1_SHARED_TWO_ROW_POOL	C01	Setze die gelernte Fachkarte: Zusatz.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
130	BIOLOGICAL_PROSE	f81v	B1-S006	E130	ral	B1_SHARED_TWO_ROW_POOL	C11	Setze die bezeichnete Zielstelle: zur Zielstelle.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
131	BIOLOGICAL_PROSE	f81v	B1-S007	E131	qokchdy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: Umsetzung ansetzen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
132	BIOLOGICAL_PROSE	f81v	B1-S008	E132	chey	B1_SHARED_TWO_ROW_POOL	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
133	BIOLOGICAL_PROSE	f81v	B1-S008	E133	ol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
134	BIOLOGICAL_PROSE	f81v	B1-S008	E134	cheky	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz wärmen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
135	BIOLOGICAL_PROSE	f81v	B1-S008	E135	ol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
136	BIOLOGICAL_PROSE	f81v	B1-S008	E136	shedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
137	BIOLOGICAL_PROSE	f81v	B1-S009	E137	qokedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
138	BIOLOGICAL_PROSE	f81v	B1-S010	E138	qokedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
139	BIOLOGICAL_PROSE	f81v	B1-S011	E139	chckhy	B1_SHARED_TWO_ROW_POOL	C07	Führe es mit diesem laufenden Posten aus: durchleiten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
140	BIOLOGICAL_PROSE	f81v	B1-S011	E140	qoky	B1_SHARED_TWO_ROW_POOL	C07	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
141	BIOLOGICAL_PROSE	f81v	B1-S012	E141	lsho	B1_SHARED_TWO_ROW_POOL	C01	Setze die gelernte Fachkarte: Waschgang beginnen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
142	BIOLOGICAL_PROSE	f81v	B1-S012	E142	qokey	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
143	BIOLOGICAL_PROSE	f81v	B1-S012	E143	lshedy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: waschen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
144	BIOLOGICAL_PROSE	f81v	B1-S013	E144	lshedy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: waschen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
145	BIOLOGICAL_PROSE	f81v	B1-S014	E145	chedy	B1_SHARED_TWO_ROW_POOL	C07	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
146	BIOLOGICAL_PROSE	f81v	B1-S014	E146	qolky	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: auf dem Arbeitsweg weiterleiten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
147	BIOLOGICAL_PROSE	f81v	B1-S014	E147	lchedal	B1_SHARED_TWO_ROW_POOL	C01	Setze die gelernte Fachkarte: zur Ablaufstelle führen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
148	BIOLOGICAL_PROSE	f81v	B1-S014	E148	qol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
149	BIOLOGICAL_PROSE	f81v	B1-S014	E149	otar	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: danach von dort.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
150	BIOLOGICAL_PROSE	f81v	B1-S015	E150	ytey	B1_SHARED_TWO_ROW_POOL	C10	Setze Maß, Portion oder Stufe: kurzen Teil des aktuellen Postens nehmen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
151	BIOLOGICAL_PROSE	f81v	B1-S015	E151	okchedy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: angesetzten Inhalt überführen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
152	BIOLOGICAL_PROSE	f81v	B1-S016	E152	qokal	B1_SHARED_TWO_ROW_POOL	C04	Führe es an der bezeichneten Stelle aus: dort ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
153	BIOLOGICAL_PROSE	f81v	B1-S016	E153	okeey	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
154	BIOLOGICAL_PROSE	f81v	B1-S016	E154	qol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
155	BIOLOGICAL_PROSE	f81v	B1-S016	E155	cheedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
156	BIOLOGICAL_PROSE	f81v	B1-S017	E156	sal	B1_SHARED_TWO_ROW_POOL	C11	Setze die bezeichnete Zielstelle: dorthin.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
157	BIOLOGICAL_PROSE	f81v	B1-S017	E157	teol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: kurz weiterleiten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
158	BIOLOGICAL_PROSE	f81v	B1-S017	E158	dchdy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: weitergeführten Posten überführen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
159	BIOLOGICAL_PROSE	f81v	B1-S018	E159	ly	B1_SHARED_TWO_ROW_POOL	C01	Setze die gelernte Fachkarte: aktuellen Posten abführen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
160	BIOLOGICAL_PROSE	f81v	B1-S018	E160	dsheol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: kurz weiter ruhen lassen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
161	BIOLOGICAL_PROSE	f81v	B1-S018	E161	oiiin	B1_SHARED_TWO_ROW_POOL	C10	Setze Maß, Portion oder Stufe: Sollstufe.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
162	BIOLOGICAL_PROSE	f81v	B1-S018	E162	olkeedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: länger sammeln; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
163	BIOLOGICAL_PROSE	f81v	B1-S019	E163	tedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
