shared_id	body	head_occupancy	heads	forms	occurrences_by_head	total_headed_occurrences	pages_by_head	loci_by_head	reader_exact_by_head	bare_body_occurrences	exact_v11_dictionary_body	inherited_or_working_body_value_de	semantic_status
G635-R102	od	2	r|l	p:-|s:-|r:rod|l:lod	p:0|s:0|r:1|l:2	3	p:0|s:0|r:1|l:2	p:0|s:0|r:1|l:2	p:0|s:0|r:1|l:2	8	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R103	olkain	2	p|s	p:polkain|s:solkain|r:-|l:-	p:1|s:2|r:0|l:0	3	p:1|s:2|r:0|l:0	p:1|s:2|r:0|l:0	p:0|s:2|r:0|l:0	33	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R104	olkedy	2	p|s	p:polkedy|s:solkedy|r:-|l:-	p:1|s:2|r:0|l:0	3	p:1|s:2|r:0|l:0	p:1|s:2|r:0|l:0	p:0|s:1|r:0|l:0	22	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R105	olor	2	p|s	p:polor|s:solor|r:-|l:-	p:2|s:1|r:0|l:0	3	p:2|s:1|r:0|l:0	p:2|s:1|r:0|l:0	p:2|s:1|r:0|l:0	26	1	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R106	olshey	2	p|s	p:polshey|s:solshey|r:-|l:-	p:1|s:2|r:0|l:0	3	p:1|s:2|r:0|l:0	p:1|s:2|r:0|l:0	p:0|s:1|r:0|l:0	13	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R107	sheckhy	2	s|l	p:-|s:ssheckhy|r:-|l:lsheckhy	p:0|s:1|r:0|l:2	3	p:0|s:1|r:0|l:2	p:0|s:1|r:0|l:2	p:0|s:1|r:0|l:1	33	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R108	tain	2	r|l	p:-|s:-|r:rtain|l:ltain	p:0|s:0|r:1|l:2	3	p:0|s:0|r:1|l:2	p:0|s:0|r:1|l:2	p:0|s:0|r:0|l:2	9	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R109	alar	2	p|s	p:palar|s:salar|r:-|l:-	p:1|s:1|r:0|l:0	2	p:1|s:1|r:0|l:0	p:1|s:1|r:0|l:0	p:1|s:1|r:0|l:0	2	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R110	alchey	2	s|r	p:-|s:salchey|r:ralchey|l:-	p:0|s:1|r:1|l:0	2	p:0|s:1|r:1|l:0	p:0|s:1|r:1|l:0	p:0|s:0|r:0|l:0	4	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R111	alol	2	s|r	p:-|s:salol|r:ralol|l:-	p:0|s:1|r:1|l:0	2	p:0|s:1|r:1|l:0	p:0|s:1|r:1|l:0	p:0|s:1|r:0|l:0	7	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R112	chaiin	2	p|s	p:pchaiin|s:schaiin|r:-|l:-	p:1|s:1|r:0|l:0	2	p:1|s:1|r:0|l:0	p:1|s:1|r:0|l:0	p:1|s:1|r:0|l:0	48	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R113	chedair	2	p|s	p:pchedair|s:schedair|r:-|l:-	p:1|s:1|r:0|l:0	2	p:1|s:1|r:0|l:0	p:1|s:1|r:0|l:0	p:0|s:1|r:0|l:0	0	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R114	chees	2	s|r	p:-|s:schees|r:rchees|l:-	p:0|s:1|r:1|l:0	2	p:0|s:1|r:1|l:0	p:0|s:1|r:1|l:0	p:0|s:0|r:1|l:0	32	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R115	chos	2	s|r	p:-|s:schos|r:rchos|l:-	p:0|s:1|r:1|l:0	2	p:0|s:1|r:1|l:0	p:0|s:1|r:1|l:0	p:0|s:1|r:1|l:0	30	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R116	choy	2	p|s	p:pchoy|s:schoy|r:-|l:-	p:1|s:1|r:0|l:0	2	p:1|s:1|r:0|l:0	p:1|s:1|r:0|l:0	p:0|s:0|r:0|l:0	14	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R117	chr	2	r|l	p:-|s:-|r:rchr|l:lchr	p:0|s:0|r:1|l:1	2	p:0|s:0|r:1|l:1	p:0|s:0|r:1|l:1	p:0|s:0|r:1|l:1	8	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R118	dal	2	p|s	p:pdal|s:sdal|r:-|l:-	p:1|s:1|r:0|l:0	2	p:1|s:1|r:0|l:0	p:1|s:1|r:0|l:0	p:1|s:0|r:0|l:0	191	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R119	keeal	2	s|l	p:-|s:skeeal|r:-|l:lkeeal	p:0|s:1|r:0|l:1	2	p:0|s:1|r:0|l:1	p:0|s:1|r:0|l:1	p:0|s:1|r:0|l:1	1	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R120	ochey	2	p|l	p:pochey|s:-|r:-|l:lochey	p:1|s:0|r:0|l:1	2	p:1|s:0|r:0|l:1	p:1|s:0|r:0|l:1	p:1|s:0|r:0|l:1	5	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R121	odair	2	p|s	p:podair|s:sodair|r:-|l:-	p:1|s:1|r:0|l:0	2	p:1|s:1|r:0|l:0	p:1|s:1|r:0|l:0	p:1|s:1|r:0|l:0	1	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R122	oees	2	r|l	p:-|s:-|r:roees|l:loees	p:0|s:0|r:1|l:1	2	p:0|s:0|r:1|l:1	p:0|s:0|r:1|l:1	p:0|s:0|r:0|l:1	9	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R123	oiir	2	s|r	p:-|s:soiir|r:roiir|l:-	p:0|s:1|r:1|l:0	2	p:0|s:1|r:1|l:0	p:0|s:1|r:1|l:0	p:0|s:0|r:1|l:0	6	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R124	oiis	2	p|s	p:poiis|s:soiis|r:-|l:-	p:1|s:1|r:0|l:0	2	p:1|s:1|r:0|l:0	p:1|s:1|r:0|l:0	p:1|s:1|r:0|l:0	0	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R125	oiry	2	s|r	p:-|s:soiry|r:roiry|l:-	p:0|s:1|r:1|l:0	2	p:0|s:1|r:1|l:0	p:0|s:1|r:1|l:0	p:0|s:0|r:0|l:0	0	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R126	okaiin	2	s|l	p:-|s:sokaiin|r:-|l:lokaiin	p:0|s:1|r:0|l:1	2	p:0|s:1|r:0|l:1	p:0|s:1|r:0|l:1	p:0|s:1|r:0|l:1	200	1	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R127	okain	2	p|l	p:pokain|s:-|r:-|l:lokain	p:1|s:0|r:0|l:1	2	p:1|s:0|r:0|l:1	p:1|s:0|r:0|l:1	p:1|s:0|r:0|l:1	132	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R128	okedy	2	s|l	p:-|s:sokedy|r:-|l:lokedy	p:0|s:1|r:0|l:1	2	p:0|s:1|r:0|l:1	p:0|s:1|r:0|l:1	p:0|s:0|r:0|l:0	87	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R129	olain	2	s|l	p:-|s:solain|r:-|l:lolain	p:0|s:1|r:0|l:1	2	p:0|s:1|r:0|l:1	p:0|s:1|r:0|l:1	p:0|s:1|r:0|l:1	11	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R130	olchor	2	p|l	p:polchor|s:-|r:-|l:lolchor	p:1|s:0|r:0|l:1	2	p:1|s:0|r:0|l:1	p:1|s:0|r:0|l:1	p:0|s:0|r:0|l:1	1	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R131	olchy	2	p|r	p:polchy|s:-|r:rolchy|l:-	p:1|s:0|r:1|l:0	2	p:1|s:0|r:1|l:0	p:1|s:0|r:1|l:0	p:1|s:0|r:1|l:0	9	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R132	oldaiin	2	p|l	p:poldaiin|s:-|r:-|l:loldaiin	p:1|s:0|r:0|l:1	2	p:1|s:0|r:0|l:1	p:1|s:0|r:0|l:1	p:0|s:0|r:0|l:0	7	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R133	olol	2	s|l	p:-|s:solol|r:-|l:lolol	p:0|s:1|r:0|l:1	2	p:0|s:1|r:0|l:1	p:0|s:1|r:0|l:1	p:0|s:1|r:0|l:0	14	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R134	oror	2	p|l	p:poror|s:-|r:-|l:loror	p:1|s:0|r:0|l:1	2	p:1|s:0|r:0|l:1	p:1|s:0|r:0|l:1	p:0|s:0|r:0|l:1	4	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R135	osaiin	2	p|l	p:posaiin|s:-|r:-|l:losaiin	p:1|s:0|r:0|l:1	2	p:1|s:0|r:0|l:1	p:1|s:0|r:0|l:1	p:0|s:0|r:0|l:1	5	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R136	otaiin	2	s|r	p:-|s:sotaiin|r:rotaiin|l:-	p:0|s:1|r:1|l:0	2	p:0|s:1|r:1|l:0	p:0|s:1|r:1|l:0	p:0|s:1|r:1|l:0	138	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R137	paiin	2	s|l	p:-|s:spaiin|r:-|l:lpaiin	p:0|s:1|r:0|l:1	2	p:0|s:1|r:0|l:1	p:0|s:1|r:0|l:1	p:0|s:1|r:0|l:0	7	1	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R138	pchey	2	r|l	p:-|s:-|r:rpchey|l:lpchey	p:0|s:0|r:1|l:1	2	p:0|s:0|r:1|l:1	p:0|s:0|r:1|l:1	p:0|s:0|r:1|l:1	8	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R139	shar	2	p|l	p:pshar|s:-|r:-|l:lshar	p:1|s:0|r:0|l:1	2	p:1|s:0|r:0|l:1	p:1|s:0|r:0|l:1	p:1|s:0|r:0|l:1	29	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R140	shdaiin	2	p|l	p:pshdaiin|s:-|r:-|l:lshdaiin	p:1|s:0|r:0|l:1	2	p:1|s:0|r:0|l:1	p:1|s:0|r:0|l:1	p:1|s:0|r:0|l:0	4	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R141	sheg	2	r|l	p:-|s:-|r:rsheg|l:lsheg	p:0|s:0|r:1|l:1	2	p:0|s:0|r:1|l:1	p:0|s:0|r:1|l:1	p:0|s:0|r:0|l:1	0	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R142	sheo	2	s|l	p:-|s:ssheo|r:-|l:lsheo	p:0|s:1|r:0|l:1	2	p:0|s:1|r:0|l:1	p:0|s:1|r:0|l:1	p:0|s:0|r:0|l:1	37	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R143	sheodar	2	p|r	p:psheodar|s:-|r:rsheodar|l:-	p:1|s:0|r:1|l:0	2	p:1|s:0|r:1|l:0	p:1|s:0|r:1|l:0	p:1|s:0|r:0|l:0	1	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R144	shod	2	p|l	p:pshod|s:-|r:-|l:lshod	p:1|s:0|r:0|l:1	2	p:1|s:0|r:0|l:1	p:1|s:0|r:0|l:1	p:1|s:0|r:0|l:0	10	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
