event_id	phase_id	clause_id	physical_page	locus	surface	component_recipe	current_spoken_unit	current_reading_de
P912-E0127	P925-P085	P915-C004	f11r	f11r.5	shor	SH+OR	P917-I0078	Den Ansatz halten.
P912-E0128	P925-P086	P915-C004	f11r	f11r.5	dky	D_ADDR+K+Y	P917-I0079	Aus diesem Teil diesen Posten zugeben.
P912-E0129	P925-P087	P915-C004	f11r	f11r.5	y	Y	P917-I0080	Nach Sollmaß diesen Posten bereitstellen.
P912-E0130	P925-P087	P915-C004	f11r	f11r.5	daiin	AIIN	P917-I0080	Nach Sollmaß diesen Posten bereitstellen.
P912-E0131	P925-P087	P915-C004	f11r	f11r.5	cthy	CTH+Y	P917-I0080	Nach Sollmaß diesen Posten bereitstellen.
P912-E0132	P925-P088	P915-C004	f11r	f11r.5	d	D_ADDR	P917-I0081	Aus diesem Teil diesen Posten entnehmen und ausführen in den nächsten Lauf.
P912-E0133	P925-P088	P915-C004	f11r	f11r.5	y	Y	P917-I0081	Aus diesem Teil diesen Posten entnehmen und ausführen in den nächsten Lauf.
P912-E0134	P925-P088	P915-C004	f11r	f11r.5	chodl	CH+O+D_ADDR+L	P917-I0081	Aus diesem Teil diesen Posten entnehmen und ausführen in den nächsten Lauf.
P912-E0135	P925-P088	P915-C004	f11r	f11r.5	daiin	AIIN	P917-I0082	Aus diesem Teil nach Sollmaß ausführen in den nächsten Lauf.
P912-E0136	P925-P088	P915-C004	f11r	f11r.6	odl	O+D_ADDR+L	P917-I0082	Aus diesem Teil nach Sollmaß ausführen in den nächsten Lauf.
P912-E0137	P925-P089	P915-C004	f11r	f11r.6	d	D_ADDR	P917-I0083	Aus diesem Teil wählen.
P912-E0138	P925-P089	P915-C004	f11r	f11r.6	s	S	P917-I0083	Aus diesem Teil wählen.
P912-E0139	P925-P089	P915-C004	f11r	f11r.6	y	Y	P917-I0084	Danach weiter nach Sollmaß diesen Posten entnehmen.
P912-E0140	P925-P089	P915-C004	f11r	f11r.6	otol	OT+OL	P917-I0084	Danach weiter nach Sollmaß diesen Posten entnehmen.
P912-E0141	P925-P089	P915-C004	f11r	f11r.6	chaiin	CH+AIIN	P917-I0084	Danach weiter nach Sollmaß diesen Posten entnehmen.
P912-E0142	P925-P090	P915-C004	f11r	f11r.6	ykchor	Y+K+CH+OR	P917-I0085	Diesen Posten und den Ansatz zugeben und entnehmen.
P912-E0143	P925-P091	P915-C004	f11r	f11r.6	dair	D_ADDR+AIR	P917-I0086	Aus diesem Teil diesen Posten entnehmen und ausführen entlang des Laufs.
P912-E0144	P925-P091	P915-C004	f11r	f11r.6	chody	CH+O+D_ADDR+Y	P917-I0086	Aus diesem Teil diesen Posten entnehmen und ausführen entlang des Laufs.
P912-E0145	P925-P092	P915-C004	f11r	f11r.6	cthy	CTH+Y	P917-I0087	Diesen Posten bereitstellen.
P912-E0146	P925-P093	P915-C004	f11r	f11r.6	s	S	P917-I0088	Wählen.
P912-E0147	P925-P094	P915-C004	f11r	f11r.6	daiin	AIIN	P917-I0089	Danach weiter nach Sollmaß diesen Posten ansetzen.
P912-E0148	P925-P094	P915-C004	f11r	f11r.7	qotchy	OT+Y	P917-I0089	Danach weiter nach Sollmaß diesen Posten ansetzen.
P912-E0149	P925-P094	P915-C004	f11r	f11r.7	okchol	OK+OL	P917-I0089	Danach weiter nach Sollmaß diesen Posten ansetzen.
P912-E0150	P925-P095	P915-C004	f11r	f11r.7	cthy	CTH+Y	P917-I0090	Diesen Posten bereitstellen.
P912-E0151	P925-P096	P915-C004	f11r	f11r.7	dy	Y	P917-I0091	Diesen Posten weiterarbeiten.
P912-E0606	P925-P097	P915-C055	f75r	f75r.19	qol	OL	P917-I0407	Weiter diesen Posten kurz halten.
P912-E0607	P925-P097	P915-C055	f75r	f75r.19	shey	SH+E+Y	P917-I0407	Weiter diesen Posten kurz halten.
P912-E0608	P925-P098	P915-C055	f75r	f75r.19	qoky	OK+Y	P917-I0408	Diesen Posten ansetzen.
P912-E0609	P925-P099	P915-C055	f75r	f75r.19	shey	SH+E+Y	P917-I0409	Diesen Posten kurz halten.
P912-E0610	P925-P100	P915-C055	f75r	f75r.19	ey	E+Y	P917-I0410	Als eine Portion diesen Posten kurz ansetzen.
P912-E0611	P925-P100	P915-C055	f75r	f75r.19	qokain	OK+AIN	P917-I0410	Als eine Portion diesen Posten kurz ansetzen.
P912-E0612	P925-P101	P915-C055	f75r	f75r.19	ar	AR	P917-I0411	Von der Entnahmestelle diesen Posten kennzeichnen.
P912-E0613	P925-P101	P915-C055	f75r	f75r.20	ry	R+Y	P917-I0411	Von der Entnahmestelle diesen Posten kennzeichnen.
P912-E0614	P925-P101	P915-C055	f75r	f75r.20	shey	SH+E+Y	P917-I0412	Diesen Posten kurz halten.
P912-E0615	P925-P102	P915-C055	f75r	f75r.20	qor	OR	P917-I0413	Den Ansatz und diesen Posten ausführen in den nächsten Lauf.
P912-E0616	P925-P102	P915-C055	f75r	f75r.20	chey	Y	P917-I0413	Den Ansatz und diesen Posten ausführen in den nächsten Lauf.
P912-E0617	P925-P102	P915-C055	f75r	f75r.20	lchey	L+Y	P917-I0413	Den Ansatz und diesen Posten ausführen in den nächsten Lauf.
P912-E0618	P925-P102	P915-C055	f75r	f75r.20	lo	L+O	P917-I0413	Den Ansatz und diesen Posten ausführen in den nächsten Lauf.
P912-E0619	P925-P103	P915-C055	f75r	f75r.20	ydain	Y+AIN	P917-I0414	Als eine Portion diesen Posten kurz halten.
P912-E0620	P925-P103	P915-C055	f75r	f75r.20	shey	SH+E+Y	P917-I0414	Als eine Portion diesen Posten kurz halten.
P912-E0621	P925-P104	P915-C055	f75r	f75r.20	qokain	OK+AIN	P917-I0415	Als eine Portion ansetzen.
P912-E0622	P925-P104	P915-C055	f75r	f75r.21	oqokain	O+OK+AIN	P917-I0416	Als eine Portion ausführen und ansetzen.
P912-E0623	P925-P105	P915-C055	f75r	f75r.21	chey	Y	P917-I0417	Diesen Posten und den Ansatz kurz halten durch den Durchlass.
P912-E0624	P925-P105	P915-C055	f75r	f75r.21	qckhsy	CKH+Y	P917-I0417	Diesen Posten und den Ansatz kurz halten durch den Durchlass.
P912-E0625	P925-P105	P915-C055	f75r	f75r.21	or	OR	P917-I0417	Diesen Posten und den Ansatz kurz halten durch den Durchlass.
P912-E0626	P925-P105	P915-C055	f75r	f75r.21	ysheor	Y+SH+E+OR	P917-I0417	Diesen Posten und den Ansatz kurz halten durch den Durchlass.
P912-E0627	P925-P106	P915-C055	f75r	f75r.21	ol	OL	P917-I0418	Weiter aus diesem Teil von der Entnahmestelle den Ansatz ausführen in den nächsten Lauf zur Innenstelle.
P912-E0628	P925-P106	P915-C055	f75r	f75r.21	lor	L+OR	P917-I0418	Weiter aus diesem Teil von der Entnahmestelle den Ansatz ausführen in den nächsten Lauf zur Innenstelle.
P912-E0629	P925-P106	P915-C055	f75r	f75r.21	am	AM_ADDR	P917-I0418	Weiter aus diesem Teil von der Entnahmestelle den Ansatz ausführen in den nächsten Lauf zur Innenstelle.
P912-E0630	P925-P106	P915-C055	f75r	f75r.22	odar	O+D_ADDR+AR	P917-I0418	Weiter aus diesem Teil von der Entnahmestelle den Ansatz ausführen in den nächsten Lauf zur Innenstelle.
P912-E0631	P925-P107	P915-C055	f75r	f75r.22	shey	SH+E+Y	P917-I0419	Diesen Posten kurz halten.
P912-E0632	P925-P108	P915-C055	f75r	f75r.22	qokain	OK+AIN	P917-I0420	Als eine Portion ansetzen.
P912-E0633	P925-P109	P915-C055	f75r	f75r.22	chedy	CHD+Y	P917-I0421	Diesen Posten umsetzen.
P912-E0634	P925-P110	P915-C055	f75r	f75r.22	or	OR	P917-I0422	Den Ansatz und diesen Posten kurz halten.
P912-E0635	P925-P110	P915-C055	f75r	f75r.22	shey	SH+E+Y	P917-I0422	Den Ansatz und diesen Posten kurz halten.
P912-E0636	P925-P111	P915-C055	f75r	f75r.22	kar	K+AR	P917-I0423	Von der Entnahmestelle zugeben.
P912-E0637	P925-P112	P915-C055	f75r	f75r.22	chedy	CHD+Y	P917-I0424	Diesen Posten umsetzen.
P912-E0638	P925-P113	P915-C055	f75r	f75r.22	sar	S+AR	P917-I0425	Von der Entnahmestelle wählen.
P912-E0639	P925-P114	P915-C055	f75r	f75r.23	pchey	P+Y	P917-I0426	Diesen Posten einsetzen.
P912-E0640	P925-P115	P915-C055	f75r	f75r.23	kshey	K+SH+E+Y	P917-I0427	Diesen Posten kurz zugeben und halten.
P912-E0641	P925-P116	P915-C055	f75r	f75r.23	qokeey	OK+EE+Y	P917-I0428	Diesen Posten länger ansetzen.
P912-E0642	P925-P116	P915-C055	f75r	f75r.23	qokal	OK+AL	P917-I0429	Ansetzen zur Ziel- oder Anschlussstelle.
P912-E0643	P925-P117	P915-C055	f75r	f75r.23	sshey	S+SH+E+Y	P917-I0430	Diesen Posten kurz wählen und halten.
P912-E0644	P925-P118	P915-C055	f75r	f75r.23	qol	OL	P917-I0431	Weiter diesen Posten umsetzen und ansetzen zur Innenstelle.
P912-E0645	P925-P118	P915-C055	f75r	f75r.23	chedyqokam	CHD+Y+OK+AM_ADDR	P917-I0431	Weiter diesen Posten umsetzen und ansetzen zur Innenstelle.
P912-E0646	P925-P119	P915-C055	f75r	f75r.24	qokain	OK+AIN	P917-I0432	Als eine Portion ansetzen.
P912-E0647	P925-P120	P915-C055	f75r	f75r.24	olkeey	SOLK+EE+Y	P917-I0433	Diesen Posten länger auffangen.
P912-E0648	P925-P120	P915-C055	f75r	f75r.24	qolkary	SOLK+AR+Y	P917-I0434	Von der Entnahmestelle diesen Posten auffangen.
P912-E0649	P925-P121	P915-C055	f75r	f75r.24	sain	S+AIN	P917-I0435	Als eine Portion wählen.
P912-E0650	P925-P122	P915-C055	f75r	f75r.24	checthy	CTH+Y	P917-I0436	Diesen Posten bereitstellen.
P912-E0651	P925-P123	P915-C055	f75r	f75r.24	lor	L+OR	P917-I0437	Weiter als eine Portion den Ansatz wählen in den nächsten Lauf.
P912-E0652	P925-P123	P915-C055	f75r	f75r.24	ol	OL	P917-I0437	Weiter als eine Portion den Ansatz wählen in den nächsten Lauf.
P912-E0653	P925-P123	P915-C055	f75r	f75r.25	sain	S+AIN	P917-I0437	Weiter als eine Portion den Ansatz wählen in den nächsten Lauf.
P912-E0654	P925-P124	P915-C055	f75r	f75r.25	shckhy	SH+CKH+Y	P917-I0438	Diesen Posten halten durch den Durchlass.
P912-E0655	P925-P125	P915-C055	f75r	f75r.25	qokeedy	OK+EE+DY	P917-I0439	Länger ansetzen; fertig.
P912-E2368	P925-P126	P915-C350	f88r	f88r.7	dorsheoy	D_ADDR+OR+SH+E+O+Y	P917-I1349	Aus diesem Teil den Ansatz und diesen Posten kurz halten und ausführen.
P912-E2369	P925-P126	P915-C350	f88r	f88r.7	ctheol	CTH+E+OL	P917-I1350	Weiter kurz bereitstellen.
P912-E2370	P925-P127	P915-C350	f88r	f88r.7	qockhey	O+CKH+E+Y	P917-I1351	Diesen Posten kurz ausführen durch den Durchlass.
P912-E2371	P925-P128	P915-C350	f88r	f88r.7	dory	D_ADDR+OR+Y	P917-I1352	Aus diesem Teil den Ansatz und diesen Posten kurz halten.
P912-E2372	P925-P128	P915-C350	f88r	f88r.7	sheor	SH+E+OR	P917-I1352	Aus diesem Teil den Ansatz und diesen Posten kurz halten.
P912-E2373	P925-P128	P915-C350	f88r	f88r.7	sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	P917-I1353	Weiter den Ansatz halten und entnehmen mit f-Zeichen.
P912-E2374	P925-P128	P915-C350	f88r	f88r.7	dal	AL	P917-I1354	Weiter entnehmen und bereitstellen zur Ziel- oder Anschlussstelle.
P912-E2375	P925-P128	P915-C350	f88r	f88r.7	chcthol	CH+CTH+OL	P917-I1354	Weiter entnehmen und bereitstellen zur Ziel- oder Anschlussstelle.
P912-E2376	P925-P128	P915-C350	f88r	f88r.8	ral	R+AL	P917-I1355	Kennzeichnen zur Ziel- oder Anschlussstelle.
P912-E2377	P925-P129	P915-C350	f88r	f88r.8	sheom	SH+E+O+AM_ADDR	P917-I1356	Kurz halten und ausführen zur Innenstelle.
P912-E2378	P925-P130	P915-C350	f88r	f88r.8	keol	K+E+OL	P917-I1357	Weiter kurz zugeben.
P912-E2379	P925-P131	P915-C350	f88r	f88r.8	chear	CH+E+AR	P917-I1358	Von der Entnahmestelle kurz entnehmen.
P912-E2380	P925-P132	P915-C350	f88r	f88r.8	shekor	SH+E+K+OR	P917-I1359	Den Ansatz kurz halten und zugeben.
P912-E2381	P925-P133	P915-C350	f88r	f88r.8	qokor	OK+OR	P917-I1360	Den Ansatz ansetzen.
P912-E2382	P925-P134	P915-C350	f88r	f88r.8	daiin	AIIN	P917-I1361	Von der Entnahmestelle nach Sollmaß wählen.
P912-E2383	P925-P134	P915-C350	f88r	f88r.8	sar	S+AR	P917-I1361	Von der Entnahmestelle nach Sollmaß wählen.
P912-E2384	P925-P134	P915-C350	f88r	f88r.8	s	S	P917-I1362	Wählen.
P912-E2385	P925-P135	P915-C350	f88r	f88r.8	aiin	AIIN	P917-I1363	Nach Sollmaß diesen Posten ansetzen.
P912-E2386	P925-P135	P915-C350	f88r	f88r.8	oky	OK+Y	P917-I1363	Nach Sollmaß diesen Posten ansetzen.
P912-E2387	P925-P136	P915-C350	f88r	f88r.8	sam	S+AM_ADDR	P917-I1364	Wählen zur Innenstelle.
P912-E2388	P925-P137	P915-C350	f88r	f88r.9	oain	O+AIN	P917-I1365	Als eine Portion ausführen.
P912-E2389	P925-P137	P915-C350	f88r	f88r.9	or	OR	P917-I1366	Den Ansatz ausführen zur Innenstelle.
P912-E2390	P925-P137	P915-C350	f88r	f88r.9	om	O+AM_ADDR	P917-I1366	Den Ansatz ausführen zur Innenstelle.
P912-E2391	P925-P138	P915-C350	f88r	f88r.9	otam	OT+AM_ADDR	P917-I1367	Danach kurz ansetzen und ausführen zur Innenstelle.
P912-E2392	P925-P138	P915-C350	f88r	f88r.9	okeom	OK+E+O+AM_ADDR	P917-I1367	Danach kurz ansetzen und ausführen zur Innenstelle.
P912-E2393	P925-P139	P915-C350	f88r	f88r.9	cheeor	CH+EE+OR	P917-I1368	Den Ansatz länger entnehmen.
P912-E2394	P925-P140	P915-C350	f88r	f88r.9	qokeody	OK+E+O+D_ADDR+Y	P917-I1369	Aus diesem Teil diesen Posten kurz ansetzen und ausführen.
P912-E2395	P925-P141	P915-C350	f88r	f88r.9	dar	D_ADDR+AR	P917-I1370	Aus diesem Teil von der Entnahmestelle den Ansatz ausführen zur Innenstelle.
P912-E2396	P925-P141	P915-C350	f88r	f88r.9	or	OR	P917-I1370	Aus diesem Teil von der Entnahmestelle den Ansatz ausführen zur Innenstelle.
P912-E2397	P925-P141	P915-C350	f88r	f88r.9	om	O+AM_ADDR	P917-I1370	Aus diesem Teil von der Entnahmestelle den Ansatz ausführen zur Innenstelle.
P912-E2398	P925-P142	P915-C350	f88r	f88r.9	cheody	CHEO+Y	P917-I1371	Weiter den Auszug und diesen Posten kurz ansetzen.
P912-E2399	P925-P142	P915-C350	f88r	f88r.10	qokeol	OK+E+OL	P917-I1371	Weiter den Auszug und diesen Posten kurz ansetzen.
P912-E2400	P925-P143	P915-C350	f88r	f88r.10	cheol	CHEO+L	P917-I1372	Nach Sollmaß den Auszug wählen in den nächsten Lauf.
P912-E2401	P925-P143	P915-C350	f88r	f88r.10	saiin	S+AIIN	P917-I1372	Nach Sollmaß den Auszug wählen in den nächsten Lauf.
P912-E2402	P925-P143	P915-C350	f88r	f88r.10	cheos	CHEO+S	P917-I1373	Den Auszug wählen.
P912-E2403	P925-P144	P915-C350	f88r	f88r.10	cheol	CHEO+L	P917-I1374	Weiter aus diesem Teil von der lokalen Stelle den Auszug, diesen Posten und den Ansatz vollständig kurz ansetzen und ausführen in den nächsten Lauf zur Innenstelle mit j-Zeichen.
P912-E2404	P925-P144	P915-C350	f88r	f88r.10	doleeey	D_ADDR+OL+EEE+Y	P917-I1374	Weiter aus diesem Teil von der lokalen Stelle den Auszug, diesen Posten und den Ansatz vollständig kurz ansetzen und ausführen in den nächsten Lauf zur Innenstelle mit j-Zeichen.
P912-E2405	P925-P144	P915-C350	f88r	f88r.10	or	OR	P917-I1374	Weiter aus diesem Teil von der lokalen Stelle den Auszug, diesen Posten und den Ansatz vollständig kurz ansetzen und ausführen in den nächsten Lauf zur Innenstelle mit j-Zeichen.
P912-E2406	P925-P144	P915-C350	f88r	f88r.10	cheom	CHEO+AM_ADDR	P917-I1374	Weiter aus diesem Teil von der lokalen Stelle den Auszug, diesen Posten und den Ansatz vollständig kurz ansetzen und ausführen in den nächsten Lauf zur Innenstelle mit j-Zeichen.
P912-E2407	P925-P144	P915-C350	f88r	f88r.10	cheojam	CHEO+LOCAL_CHAR_J+A_ADDR+AM_ADDR	P917-I1374	Weiter aus diesem Teil von der lokalen Stelle den Auszug, diesen Posten und den Ansatz vollständig kurz ansetzen und ausführen in den nächsten Lauf zur Innenstelle mit j-Zeichen.
P912-E2408	P925-P144	P915-C350	f88r	f88r.11	yokeody	Y+OK+E+O+D_ADDR+Y	P917-I1374	Weiter aus diesem Teil von der lokalen Stelle den Auszug, diesen Posten und den Ansatz vollständig kurz ansetzen und ausführen in den nächsten Lauf zur Innenstelle mit j-Zeichen.
P912-E2409	P925-P145	P915-C350	f88r	f88r.11	cheom	CHEO+AM_ADDR	P917-I1375	Den Auszug und den Ansatz ausführen zur Innenstelle unter q-Träger.
P912-E2410	P925-P145	P915-C350	f88r	f88r.11	qoor	CARRIER_Q+O+OR	P917-I1375	Den Auszug und den Ansatz ausführen zur Innenstelle unter q-Träger.
P912-E2411	P925-P146	P915-C350	f88r	f88r.11	cheeb	CH+EE+LOCAL_CHAR_B	P917-I1376	Länger entnehmen mit b-Zeichen.
P912-E2412	P925-P147	P915-C350	f88r	f88r.11	ykeor	Y+K+E+OR	P917-I1377	Diesen Posten und den Ansatz kurz zugeben.
P912-E2413	P925-P148	P915-C350	f88r	f88r.11	shy	Y	P917-I1378	Diesen Posten wählen zur Innenstelle.
P912-E2414	P925-P148	P915-C350	f88r	f88r.11	sam	S+AM_ADDR	P917-I1378	Diesen Posten wählen zur Innenstelle.
P912-E0341	P925-P149	P915-C016	f56r	f56r.1	chy	Y	P917-I0216	Diesen Posten entnehmen, ausführen und umleiten.
P912-E0342	P925-P149	P915-C016	f56r	f56r.1	ychocphy	Y+CH+O+CPH+Y	P917-I0216	Diesen Posten entnehmen, ausführen und umleiten.
P912-E0343	P925-P150	P915-C016	f56r	f56r.1	chorchy	CH+OR+CH+Y	P917-I0217	Den Ansatz und diesen Posten entnehmen.
P912-E0344	P925-P151	P915-C016	f56r	f56r.1	chy	Y	P917-I0218	Diesen Posten kurz ansetzen und entnehmen.
P912-E0345	P925-P151	P915-C016	f56r	f56r.2	chokchey	OK+CH+E+Y	P917-I0218	Diesen Posten kurz ansetzen und entnehmen.
P912-E0346	P925-P151	P915-C016	f56r	f56r.2	chol	OL	P917-I0219	Weiter diesen Posten und den Ansatz zugeben und entnehmen.
P912-E0347	P925-P151	P915-C016	f56r	f56r.2	choly	OL+Y	P917-I0219	Weiter diesen Posten und den Ansatz zugeben und entnehmen.
P912-E0348	P925-P151	P915-C016	f56r	f56r.2	korchy	K+OR+CH+Y	P917-I0219	Weiter diesen Posten und den Ansatz zugeben und entnehmen.
P912-E0349	P925-P151	P915-C016	f56r	f56r.2	chykey	CH+Y+K+E+Y	P917-I0220	Diesen Posten kurz entnehmen und zugeben.
P912-E0350	P925-P152	P915-C016	f56r	f56r.2	choty	CH+OT+Y	P917-I0221	Danach diesen Posten entnehmen.
P912-E0351	P925-P153	P915-C016	f56r	f56r.2	shokaiin	SH+OK+AIIN	P917-I0222	Nach Sollmaß halten und ansetzen.
P912-E0352	P925-P154	P915-C016	f56r	f56r.3	olchey	OL+Y	P917-I0223	Weiter diesen Posten ansetzen.
P912-E0353	P925-P154	P915-C016	f56r	f56r.3	chokchol	OK+OL	P917-I0223	Weiter diesen Posten ansetzen.
P912-E0354	P925-P154	P915-C016	f56r	f56r.3	chey	Y	P917-I0224	Diesen Posten länger zugeben.
P912-E0355	P925-P154	P915-C016	f56r	f56r.3	keey	K+EE+Y	P917-I0224	Diesen Posten länger zugeben.
P912-E0356	P925-P154	P915-C016	f56r	f56r.3	qokeey	OK+EE+Y	P917-I0225	Diesen Posten länger ansetzen.
P912-E0357	P925-P154	P915-C016	f56r	f56r.3	chokeey	OK+EE+Y	P917-I0226	Diesen Posten länger ansetzen.
P912-E0358	P925-P155	P915-C016	f56r	f56r.3	choksy	OK+S+Y	P917-I0227	Diesen Posten ansetzen und wählen.
P912-E0359	P925-P156	P915-C016	f56r	f56r.4	qot	OT	P917-I0228	Danach den Ansatz entnehmen.
P912-E0360	P925-P156	P915-C016	f56r	f56r.4	chor	CH+OR	P917-I0228	Danach den Ansatz entnehmen.
P912-E0361	P925-P156	P915-C016	f56r	f56r.4	chor	CH+OR	P917-I0229	Den Ansatz entnehmen.
P912-E0362	P925-P157	P915-C016	f56r	f56r.4	chokor	OK+OR	P917-I0230	Den Ansatz ansetzen.
P912-E0363	P925-P158	P915-C016	f56r	f56r.4	chkor	CHK+OR	P917-I0231	Den Ansatz behandeln.
P912-E0364	P925-P159	P915-C016	f56r	f56r.4	chy	Y	P917-I0232	Von der Entnahmestelle diesen Posten ansetzen.
P912-E0365	P925-P159	P915-C016	f56r	f56r.4	okar	OK+AR	P917-I0232	Von der Entnahmestelle diesen Posten ansetzen.
P912-E0366	P925-P160	P915-C016	f56r	f56r.4	chdy	CHD+Y	P917-I0233	Diesen Posten umsetzen.
P912-E0367	P925-P161	P915-C016	f56r	f56r.5	chochor	HO+CH+OR	P917-I0234	Den Teil und den Ansatz entnehmen.
P912-E0368	P925-P162	P915-C016	f56r	f56r.5	cho	HO	P917-I0235	Nach Sollmaß den Teil und diesen Posten zugeben, entnehmen und ausführen zur Ziel- oder Anschlussstelle.
P912-E0369	P925-P162	P915-C016	f56r	f56r.5	chodaly	HO+AL+Y	P917-I0235	Nach Sollmaß den Teil und diesen Posten zugeben, entnehmen und ausführen zur Ziel- oder Anschlussstelle.
P912-E0370	P925-P162	P915-C016	f56r	f56r.5	daiin	AIIN	P917-I0235	Nach Sollmaß den Teil und diesen Posten zugeben, entnehmen und ausführen zur Ziel- oder Anschlussstelle.
P912-E0371	P925-P162	P915-C016	f56r	f56r.6	ykcho	Y+K+CH+O	P917-I0235	Nach Sollmaß den Teil und diesen Posten zugeben, entnehmen und ausführen zur Ziel- oder Anschlussstelle.
P912-E0372	P925-P163	P915-C016	f56r	f56r.6	dy	Y	P917-I0236	Diesen Posten kurz entnehmen.
P912-E0373	P925-P163	P915-C016	f56r	f56r.6	dchey	CH+E+Y	P917-I0236	Diesen Posten kurz entnehmen.
P912-E0374	P925-P164	P915-C016	f56r	f56r.6	keey	K+EE+Y	P917-I0237	Diesen Posten länger zugeben.
P912-E0375	P925-P165	P915-C016	f56r	f56r.6	daiin	AIIN	P917-I0238	Nach Sollmaß diesen Posten halten und ausführen.
P912-E0376	P925-P165	P915-C016	f56r	f56r.6	y	Y	P917-I0238	Nach Sollmaß diesen Posten halten und ausführen.
P912-E0377	P925-P165	P915-C016	f56r	f56r.7	sho	SH+O	P917-I0238	Nach Sollmaß diesen Posten halten und ausführen.
P912-E0378	P925-P166	P915-C016	f56r	f56r.7	kchol	K+OL	P917-I0239	Weiter zugeben.
P912-E0379	P925-P167	P915-C016	f56r	f56r.7	otchor	OT+CH+OR	P917-I0240	Danach den Ansatz entnehmen.
P912-E0380	P925-P168	P915-C016	f56r	f56r.7	choky	OK+Y	P917-I0241	Diesen Posten ansetzen.
P912-E0381	P925-P168	P915-C016	f56r	f56r.7	dal	AL	P917-I0242	Davon ausgehend den Teil und diesen Posten ansetzen zur Ziel- oder Anschlussstelle.
P912-E0382	P925-P168	P915-C016	f56r	f56r.8	schol	RESUME_CARD	P917-I0242	Davon ausgehend den Teil und diesen Posten ansetzen zur Ziel- oder Anschlussstelle.
P912-E0383	P925-P168	P915-C016	f56r	f56r.8	choy	HO+Y	P917-I0242	Davon ausgehend den Teil und diesen Posten ansetzen zur Ziel- oder Anschlussstelle.
P912-E0384	P925-P168	P915-C016	f56r	f56r.8	choky	OK+Y	P917-I0242	Davon ausgehend den Teil und diesen Posten ansetzen zur Ziel- oder Anschlussstelle.
P912-E0385	P925-P169	P915-C016	f56r	f56r.8	cheeckhody	CH+EE+CKH+O+DY	P917-I0243	Länger entnehmen und ausführen durch den Durchlass; fertig.
P912-E0152	P925-P170	P915-C005	f13r	f13r.1	torshor	T+OR+SH+OR	P917-I0092	Den Ansatz einstellen und halten.
P912-E0153	P925-P171	P915-C005	f13r	f13r.1	opchy	O+P+Y	P917-I0093	Diesen Posten ausführen und einsetzen.
P912-E0154	P925-P172	P915-C005	f13r	f13r.1	shol	SH+OL	P917-I0094	Weiter halten.
P912-E0155	P925-P173	P915-C005	f13r	f13r.1	dy	Y	P917-I0095	Diesen Posten ausführen und einsetzen.
P912-E0156	P925-P173	P915-C005	f13r	f13r.1	qopchy	O+P+Y	P917-I0095	Diesen Posten ausführen und einsetzen.
P912-E0157	P925-P174	P915-C005	f13r	f13r.1	shol	SH+OL	P917-I0096	Weiter halten.
P912-E0158	P925-P175	P915-C005	f13r	f13r.1	opchor	O+P+CH+OR	P917-I0097	Den Ansatz ausführen, einsetzen und entnehmen.
P912-E0159	P925-P175	P915-C005	f13r	f13r.1	dypchy	D_ADDR+Y+P+Y	P917-I0098	Aus diesem Teil diesen Posten einsetzen.
P912-E0160	P925-P176	P915-C005	f13r	f13r.1	dchg	D_ADDR+CH+LOCAL_CHAR_G	P917-I0099	Aus diesem Teil entnehmen mit g-Zeichen.
P912-E0161	P925-P177	P915-C005	f13r	f13r.2	dchol	D_ADDR+OL	P917-I0100	Weiter aus diesem Teil diesen Posten halten und zugeben.
P912-E0162	P925-P177	P915-C005	f13r	f13r.2	chol	OL	P917-I0100	Weiter aus diesem Teil diesen Posten halten und zugeben.
P912-E0163	P925-P177	P915-C005	f13r	f13r.2	dol	D_ADDR+OL	P917-I0100	Weiter aus diesem Teil diesen Posten halten und zugeben.
P912-E0164	P925-P177	P915-C005	f13r	f13r.2	shkchy	SH+K+Y	P917-I0100	Weiter aus diesem Teil diesen Posten halten und zugeben.
P912-E0165	P925-P178	P915-C005	f13r	f13r.2	ydal	Y+AL	P917-I0101	Diesen Posten zugeben zur Ziel- oder Anschlussstelle.
P912-E0166	P925-P178	P915-C005	f13r	f13r.2	shy	Y	P917-I0101	Diesen Posten zugeben zur Ziel- oder Anschlussstelle.
P912-E0167	P925-P178	P915-C005	f13r	f13r.2	ykchy	Y+K+Y	P917-I0101	Diesen Posten zugeben zur Ziel- oder Anschlussstelle.
P912-E0168	P925-P179	P915-C005	f13r	f13r.2	qoty	OT+Y	P917-I0102	Danach nach Sollmaß diesen Posten wählen.
P912-E0169	P925-P179	P915-C005	f13r	f13r.2	daiin	AIIN	P917-I0102	Danach nach Sollmaß diesen Posten wählen.
P912-E0170	P925-P179	P915-C005	f13r	f13r.2	s	S	P917-I0102	Danach nach Sollmaß diesen Posten wählen.
P912-E0171	P925-P179	P915-C005	f13r	f13r.2	y	Y	P917-I0103	Diesen Posten wählen.
P912-E0172	P925-P179	P915-C005	f13r	f13r.3	s	S	P917-I0103	Diesen Posten wählen.
P912-E0173	P925-P179	P915-C005	f13r	f13r.3	y	Y	P917-I0104	Aus diesem Teil diesen Posten und den Ansatz entnehmen.
P912-E0174	P925-P179	P915-C005	f13r	f13r.3	dchor	D_ADDR+CH+OR	P917-I0104	Aus diesem Teil diesen Posten und den Ansatz entnehmen.
