phase_id	ranked_clause	clause_id	physical_page	register	phase_order	phase_type	instruction_ids	instructions	start_event	end_event	component_sequence	natural_phase_de
P925-P117	5	P915-C055	f75r	BIOLOGICAL	21	CONDITION	P917-I0430	1	P912-E0643	P912-E0643	S+SH+E+Y	Dann nimm den aktuellen Posten in Arbeit: wähle aus und halte. Arbeite kurz.
P925-P118	5	P915-C055	f75r	BIOLOGICAL	22	TRANSFER	P917-I0431	1	P912-E0644	P912-E0645	OL | CHD+Y+OK+AM_ADDR	Dann nimm den aktuellen Posten in Arbeit: setze um und setze an. Führe ihn zur Innenstelle.
P925-P119	5	P915-C055	f75r	BIOLOGICAL	23	PREPARE	P917-I0432	1	P912-E0646	P912-E0646	OK+AIN	Dann nimm den bezeichneten Arbeitsgang als Portion in Arbeit: setze an.
P925-P120	5	P915-C055	f75r	BIOLOGICAL	24	TRANSFER	P917-I0433|P917-I0434	2	P912-E0647	P912-E0648	SOLK+EE+Y | SOLK+AR+Y	Dann nimm den aktuellen Posten von der Entnahmestelle in Arbeit: fange auf (2×). Arbeite länger.
P925-P121	5	P915-C055	f75r	BIOLOGICAL	25	SELECT	P917-I0435	1	P912-E0649	P912-E0649	S+AIN	Dann nimm den bezeichneten Arbeitsgang als Portion in Arbeit: wähle aus.
P925-P122	5	P915-C055	f75r	BIOLOGICAL	26	CONDITION	P917-I0436	1	P912-E0650	P912-E0650	CTH+Y	Dann nimm den aktuellen Posten in Arbeit: stelle bereit.
P925-P123	5	P915-C055	f75r	BIOLOGICAL	27	SELECT	P917-I0437	1	P912-E0651	P912-E0653	L+OR | OL | S+AIN	Dann nimm den Ansatz als Portion in Arbeit: wähle aus. Führe ihn in den nächsten Lauf.
P925-P124	5	P915-C055	f75r	BIOLOGICAL	28	CONDITION	P917-I0438	1	P912-E0654	P912-E0654	SH+CKH+Y	Dann nimm den aktuellen Posten in Arbeit: halte. Führe ihn durch den Durchlass.
P925-P125	5	P915-C055	f75r	BIOLOGICAL	29	PREPARE	P917-I0439	1	P912-E0655	P912-E0655	OK+EE+DY	Dann nimm den bezeichneten Arbeitsgang in Arbeit: setze an. Arbeite länger. Schließe den Schritt.
P925-P126	6	P915-C350	f88r	PHARMA	1	CONDITION	P917-I1349|P917-I1350	2	P912-E2368	P912-E2369	D_ADDR+OR+SH+E+O+Y | CTH+E+OL	Dann nimm den Ansatz und den aktuellen Posten aus dem bezeichneten Teil in Arbeit: halte, führe den Gang aus und stelle bereit. Arbeite kurz.
P925-P127	6	P915-C350	f88r	PHARMA	2	EXECUTE	P917-I1351	1	P912-E2370	P912-E2370	O+CKH+E+Y	Dann nimm den aktuellen Posten in Arbeit: führe den Gang aus. Führe ihn durch den Durchlass. Arbeite kurz.
P925-P128	6	P915-C350	f88r	PHARMA	3	CONDITION	P917-I1352|P917-I1353|P917-I1354|P917-I1355	4	P912-E2371	P912-E2376	D_ADDR+OR+Y | SH+E+OR | SH+OL+LOCAL_CHAR_F+CH+OR | AL | CH+CTH+OL | R+AL	Dann nimm den Ansatz und den aktuellen Posten aus dem bezeichneten Teil in Arbeit: halte (2×), entnimm (2×), stelle bereit und kennzeichne. Führe ihn zur Ziel- oder Anschlussstelle. Arbeite kurz.
P925-P129	6	P915-C350	f88r	PHARMA	4	CONDITION	P917-I1356	1	P912-E2377	P912-E2377	SH+E+O+AM_ADDR	Dann nimm den bezeichneten Arbeitsgang in Arbeit: halte und führe den Gang aus. Führe ihn zur Innenstelle. Arbeite kurz.
P925-P130	6	P915-C350	f88r	PHARMA	5	PREPARE	P917-I1357	1	P912-E2378	P912-E2378	K+E+OL	Dann nimm den bezeichneten Arbeitsgang in Arbeit: gib zu. Arbeite kurz.
P925-P131	6	P915-C350	f88r	PHARMA	6	SELECT	P917-I1358	1	P912-E2379	P912-E2379	CH+E+AR	Dann nimm den bezeichneten Arbeitsgang von der Entnahmestelle in Arbeit: entnimm. Arbeite kurz.
P925-P132	6	P915-C350	f88r	PHARMA	7	CONDITION	P917-I1359	1	P912-E2380	P912-E2380	SH+E+K+OR	Dann nimm den Ansatz in Arbeit: halte und gib zu. Arbeite kurz.
P925-P133	6	P915-C350	f88r	PHARMA	8	PREPARE	P917-I1360	1	P912-E2381	P912-E2381	OK+OR	Dann nimm den Ansatz in Arbeit: setze an.
P925-P134	6	P915-C350	f88r	PHARMA	9	SELECT	P917-I1361|P917-I1362	2	P912-E2382	P912-E2384	AIIN | S+AR | S	Dann nimm den bezeichneten Arbeitsgang von der Entnahmestelle nach Sollmaß in Arbeit: wähle aus (2×).
P925-P135	6	P915-C350	f88r	PHARMA	10	PREPARE	P917-I1363	1	P912-E2385	P912-E2386	AIIN | OK+Y	Dann nimm den aktuellen Posten nach Sollmaß in Arbeit: setze an.
P925-P136	6	P915-C350	f88r	PHARMA	11	SELECT	P917-I1364	1	P912-E2387	P912-E2387	S+AM_ADDR	Dann nimm den bezeichneten Arbeitsgang in Arbeit: wähle aus. Führe ihn zur Innenstelle.
P925-P137	6	P915-C350	f88r	PHARMA	12	EXECUTE	P917-I1365|P917-I1366	2	P912-E2388	P912-E2390	O+AIN | OR | O+AM_ADDR	Dann nimm den Ansatz als Portion in Arbeit: führe den Gang aus (2×). Führe ihn zur Innenstelle.
P925-P138	6	P915-C350	f88r	PHARMA	13	PREPARE	P917-I1367	1	P912-E2391	P912-E2392	OT+AM_ADDR | OK+E+O+AM_ADDR	Dann nimm den bezeichneten Arbeitsgang in Arbeit: setze an und führe den Gang aus. Führe ihn zur Innenstelle. Arbeite kurz.
P925-P139	6	P915-C350	f88r	PHARMA	14	SELECT	P917-I1368	1	P912-E2393	P912-E2393	CH+EE+OR	Dann nimm den Ansatz in Arbeit: entnimm. Arbeite länger.
P925-P140	6	P915-C350	f88r	PHARMA	15	PREPARE	P917-I1369	1	P912-E2394	P912-E2394	OK+E+O+D_ADDR+Y	Dann nimm den aktuellen Posten aus dem bezeichneten Teil in Arbeit: setze an und führe den Gang aus. Arbeite kurz.
P925-P141	6	P915-C350	f88r	PHARMA	16	EXECUTE	P917-I1370	1	P912-E2395	P912-E2397	D_ADDR+AR | OR | O+AM_ADDR	Dann nimm den Ansatz aus dem bezeichneten Teil von der Entnahmestelle in Arbeit: führe den Gang aus. Führe ihn zur Innenstelle.
P925-P142	6	P915-C350	f88r	PHARMA	17	PREPARE	P917-I1371	1	P912-E2398	P912-E2399	CHEO+Y | OK+E+OL	Dann nimm den Auszug und den aktuellen Posten in Arbeit: setze an. Arbeite kurz.
P925-P143	6	P915-C350	f88r	PHARMA	18	SELECT	P917-I1372|P917-I1373	2	P912-E2400	P912-E2402	CHEO+L | S+AIIN | CHEO+S	Dann nimm den Auszug nach Sollmaß in Arbeit: wähle aus (2×). Führe ihn in den nächsten Lauf.
P925-P144	6	P915-C350	f88r	PHARMA	19	PREPARE	P917-I1374	1	P912-E2403	P912-E2408	CHEO+L | D_ADDR+OL+EEE+Y | OR | CHEO+AM_ADDR | CHEO+LOCAL_CHAR_J+A_ADDR+AM_ADDR | Y+OK+E+O+D_ADDR+Y	Dann nimm den Auszug, den aktuellen Posten und den Ansatz aus dem bezeichneten Teil von der lokalen Stelle in Arbeit: setze an und führe den Gang aus. Führe ihn in den nächsten Lauf und zur Innenstelle. Arbeite vollständig und kurz.
P925-P145	6	P915-C350	f88r	PHARMA	20	EXECUTE	P917-I1375	1	P912-E2409	P912-E2410	CHEO+AM_ADDR | CARRIER_Q+O+OR	Dann nimm den Auszug und den Ansatz in Arbeit: führe den Gang aus. Führe ihn zur Innenstelle.
P925-P146	6	P915-C350	f88r	PHARMA	21	SELECT	P917-I1376	1	P912-E2411	P912-E2411	CH+EE+LOCAL_CHAR_B	Dann nimm den bezeichneten Arbeitsgang in Arbeit: entnimm. Arbeite länger.
P925-P147	6	P915-C350	f88r	PHARMA	22	PREPARE	P917-I1377	1	P912-E2412	P912-E2412	Y+K+E+OR	Dann nimm den aktuellen Posten und den Ansatz in Arbeit: gib zu. Arbeite kurz.
P925-P148	6	P915-C350	f88r	PHARMA	23	SELECT	P917-I1378	1	P912-E2413	P912-E2414	Y | S+AM_ADDR	Dann nimm den aktuellen Posten in Arbeit: wähle aus. Führe ihn zur Innenstelle.
P925-P149	7	P915-C016	f56r	HERBAL	1	TRANSFER	P917-I0216	1	P912-E0341	P912-E0342	Y | Y+CH+O+CPH+Y	Nimm den aktuellen Posten in Arbeit: entnimm, führe den Gang aus und leite um.
P925-P150	7	P915-C016	f56r	HERBAL	2	SELECT	P917-I0217	1	P912-E0343	P912-E0343	CH+OR+CH+Y	Dann nimm den Ansatz und den aktuellen Posten in Arbeit: entnimm (2×).
P925-P151	7	P915-C016	f56r	HERBAL	3	PREPARE	P917-I0218|P917-I0219|P917-I0220	3	P912-E0344	P912-E0349	Y | OK+CH+E+Y | OL | OL+Y | K+OR+CH+Y | CH+Y+K+E+Y	Dann nimm den aktuellen Posten und den Ansatz in Arbeit: setze an, entnimm (3×) und gib zu (2×). Arbeite kurz.
P925-P152	7	P915-C016	f56r	HERBAL	4	SELECT	P917-I0221	1	P912-E0350	P912-E0350	CH+OT+Y	Dann nimm den aktuellen Posten in Arbeit: entnimm.
P925-P153	7	P915-C016	f56r	HERBAL	5	CONDITION	P917-I0222	1	P912-E0351	P912-E0351	SH+OK+AIIN	Dann nimm den bezeichneten Arbeitsgang nach Sollmaß in Arbeit: halte und setze an.
P925-P154	7	P915-C016	f56r	HERBAL	6	PREPARE	P917-I0223|P917-I0224|P917-I0225|P917-I0226	4	P912-E0352	P912-E0357	OL+Y | OK+OL | Y | K+EE+Y | OK+EE+Y | OK+EE+Y	Dann nimm den aktuellen Posten in Arbeit: setze an (3×) und gib zu. Arbeite länger.
P925-P155	7	P915-C016	f56r	HERBAL	7	PREPARE	P917-I0227	1	P912-E0358	P912-E0358	OK+S+Y	Dann nimm den aktuellen Posten in Arbeit: setze an und wähle aus.
P925-P156	7	P915-C016	f56r	HERBAL	8	SELECT	P917-I0228|P917-I0229	2	P912-E0359	P912-E0361	OT | CH+OR | CH+OR	Dann nimm den Ansatz in Arbeit: entnimm (2×).
P925-P157	7	P915-C016	f56r	HERBAL	9	PREPARE	P917-I0230	1	P912-E0362	P912-E0362	OK+OR	Dann nimm den Ansatz in Arbeit: setze an.
P925-P158	7	P915-C016	f56r	HERBAL	10	CONDITION	P917-I0231	1	P912-E0363	P912-E0363	CHK+OR	Dann nimm den Ansatz in Arbeit: behandle.
P925-P159	7	P915-C016	f56r	HERBAL	11	PREPARE	P917-I0232	1	P912-E0364	P912-E0365	Y | OK+AR	Dann nimm den aktuellen Posten von der Entnahmestelle in Arbeit: setze an.
P925-P160	7	P915-C016	f56r	HERBAL	12	TRANSFER	P917-I0233	1	P912-E0366	P912-E0366	CHD+Y	Dann nimm den aktuellen Posten in Arbeit: setze um.
P925-P161	7	P915-C016	f56r	HERBAL	13	SELECT	P917-I0234	1	P912-E0367	P912-E0367	HO+CH+OR	Dann nimm den Teil und den Ansatz in Arbeit: entnimm.
P925-P162	7	P915-C016	f56r	HERBAL	14	PREPARE	P917-I0235	1	P912-E0368	P912-E0371	HO | HO+AL+Y | AIIN | Y+K+CH+O	Dann nimm den Teil und den aktuellen Posten nach Sollmaß in Arbeit: gib zu, entnimm und führe den Gang aus. Führe ihn zur Ziel- oder Anschlussstelle.
P925-P163	7	P915-C016	f56r	HERBAL	15	SELECT	P917-I0236	1	P912-E0372	P912-E0373	Y | CH+E+Y	Dann nimm den aktuellen Posten in Arbeit: entnimm. Arbeite kurz.
P925-P164	7	P915-C016	f56r	HERBAL	16	PREPARE	P917-I0237	1	P912-E0374	P912-E0374	K+EE+Y	Dann nimm den aktuellen Posten in Arbeit: gib zu. Arbeite länger.
P925-P165	7	P915-C016	f56r	HERBAL	17	CONDITION	P917-I0238	1	P912-E0375	P912-E0377	AIIN | Y | SH+O	Dann nimm den aktuellen Posten nach Sollmaß in Arbeit: halte und führe den Gang aus.
P925-P166	7	P915-C016	f56r	HERBAL	18	PREPARE	P917-I0239	1	P912-E0378	P912-E0378	K+OL	Dann nimm den bezeichneten Arbeitsgang in Arbeit: gib zu.
P925-P167	7	P915-C016	f56r	HERBAL	19	SELECT	P917-I0240	1	P912-E0379	P912-E0379	OT+CH+OR	Dann nimm den Ansatz in Arbeit: entnimm.
P925-P168	7	P915-C016	f56r	HERBAL	20	PREPARE	P917-I0241|P917-I0242	2	P912-E0380	P912-E0384	OK+Y | AL | RESUME_CARD | HO+Y | OK+Y	Dann nimm den aktuellen Posten und den Teil in Arbeit: setze an (2×). Führe ihn zur Ziel- oder Anschlussstelle.
P925-P169	7	P915-C016	f56r	HERBAL	21	EXECUTE	P917-I0243	1	P912-E0385	P912-E0385	CH+EE+CKH+O+DY	Dann nimm den bezeichneten Arbeitsgang in Arbeit: entnimm und führe den Gang aus. Führe ihn durch den Durchlass. Arbeite länger. Schließe den Schritt.
P925-P170	8	P915-C005	f13r	HERBAL	1	CONDITION	P917-I0092	1	P912-E0152	P912-E0152	T+OR+SH+OR	Nimm den Ansatz in Arbeit: stelle ein und halte.
P925-P171	8	P915-C005	f13r	HERBAL	2	PREPARE	P917-I0093	1	P912-E0153	P912-E0153	O+P+Y	Dann nimm den aktuellen Posten in Arbeit: führe den Gang aus und setze ein.
P925-P172	8	P915-C005	f13r	HERBAL	3	CONDITION	P917-I0094	1	P912-E0154	P912-E0154	SH+OL	Dann nimm den bezeichneten Arbeitsgang in Arbeit: halte.
P925-P173	8	P915-C005	f13r	HERBAL	4	PREPARE	P917-I0095	1	P912-E0155	P912-E0156	Y | O+P+Y	Dann nimm den aktuellen Posten in Arbeit: führe den Gang aus und setze ein.
P925-P174	8	P915-C005	f13r	HERBAL	5	CONDITION	P917-I0096	1	P912-E0157	P912-E0157	SH+OL	Dann nimm den bezeichneten Arbeitsgang in Arbeit: halte.
P925-P175	8	P915-C005	f13r	HERBAL	6	PREPARE	P917-I0097|P917-I0098	2	P912-E0158	P912-E0159	O+P+CH+OR | D_ADDR+Y+P+Y	Dann nimm den Ansatz und den aktuellen Posten aus dem bezeichneten Teil in Arbeit: führe den Gang aus, setze ein (2×) und entnimm.
P925-P176	8	P915-C005	f13r	HERBAL	7	SELECT	P917-I0099	1	P912-E0160	P912-E0160	D_ADDR+CH+LOCAL_CHAR_G	Dann nimm den bezeichneten Arbeitsgang aus dem bezeichneten Teil in Arbeit: entnimm.
P925-P177	8	P915-C005	f13r	HERBAL	8	CONDITION	P917-I0100	1	P912-E0161	P912-E0164	D_ADDR+OL | OL | D_ADDR+OL | SH+K+Y	Dann nimm den aktuellen Posten aus dem bezeichneten Teil in Arbeit: halte und gib zu.
P925-P178	8	P915-C005	f13r	HERBAL	9	PREPARE	P917-I0101	1	P912-E0165	P912-E0167	Y+AL | Y | Y+K+Y	Dann nimm den aktuellen Posten in Arbeit: gib zu. Führe ihn zur Ziel- oder Anschlussstelle.
P925-P179	8	P915-C005	f13r	HERBAL	10	SELECT	P917-I0102|P917-I0103|P917-I0104	3	P912-E0168	P912-E0174	OT+Y | AIIN | S | Y | S | Y | D_ADDR+CH+OR	Dann nimm den aktuellen Posten und den Ansatz aus dem bezeichneten Teil nach Sollmaß in Arbeit: wähle aus (2×) und entnimm.
P925-P180	8	P915-C005	f13r	HERBAL	11	CONDITION	P917-I0105	1	P912-E0175	P912-E0175	SH+AIIN	Dann nimm den bezeichneten Arbeitsgang nach Sollmaß in Arbeit: halte.
P925-P181	8	P915-C005	f13r	HERBAL	12	EXECUTE	P917-I0106	1	P912-E0176	P912-E0176	O+EEE+S	Dann nimm den bezeichneten Arbeitsgang in Arbeit: führe den Gang aus und wähle aus. Arbeite vollständig.
P925-P182	8	P915-C005	f13r	HERBAL	13	PREPARE	P917-I0107	1	P912-E0177	P912-E0177	Y+K+OR	Dann nimm den aktuellen Posten und den Ansatz in Arbeit: gib zu.
P925-P183	8	P915-C005	f13r	HERBAL	14	SELECT	P917-I0108	1	P912-E0178	P912-E0178	CH+OR	Dann nimm den Ansatz in Arbeit: entnimm.
P925-P184	8	P915-C005	f13r	HERBAL	15	EXECUTE	P917-I0109	1	P912-E0179	P912-E0179	Y+T+Y	Dann nimm den aktuellen Posten in Arbeit: stelle ein.
P925-P185	8	P915-C005	f13r	HERBAL	16	PREPARE	P917-I0110|P917-I0111	2	P912-E0180	P912-E0181	Y+K+Y | K+Y	Dann nimm den aktuellen Posten in Arbeit: gib zu (2×).
P925-P186	8	P915-C005	f13r	HERBAL	17	EXECUTE	P917-I0112|P917-I0113	2	P912-E0182	P912-E0184	D_ADDR+AR | O+D_ADDR+Y | Y+T+Y	Dann nimm den aktuellen Posten aus dem bezeichneten Teil von der Entnahmestelle in Arbeit: führe den Gang aus und stelle ein.
P925-P187	8	P915-C005	f13r	HERBAL	18	SELECT	P917-I0114	1	P912-E0185	P912-E0185	OT+CH+OR	Dann nimm den Ansatz in Arbeit: entnimm.
P925-P188	8	P915-C005	f13r	HERBAL	19	CONDITION	P917-I0115	1	P912-E0186	P912-E0186	SH+OR+O+D_ADDR+O	Dann nimm den Ansatz aus dem bezeichneten Teil in Arbeit: halte und führe den Gang aus (2×).
P925-P189	8	P915-C005	f13r	HERBAL	20	EXECUTE	P917-I0116	1	P912-E0187	P912-E0188	Y | T+Y	Dann nimm den aktuellen Posten in Arbeit: stelle ein.
P925-P190	8	P915-C005	f13r	HERBAL	21	PREPARE	P917-I0117|P917-I0118|P917-I0119	3	P912-E0189	P912-E0191	K+OL | D_ADDR+P+Y | O+P+Y	Dann nimm den aktuellen Posten aus dem bezeichneten Teil in Arbeit: gib zu, setze ein (2×) und führe den Gang aus.
P925-P191	8	P915-C005	f13r	HERBAL	22	SELECT	P917-I0120	1	P912-E0192	P912-E0192	OT+CH+OL	Dann nimm den bezeichneten Arbeitsgang in Arbeit: entnimm.
P925-P192	8	P915-C005	f13r	HERBAL	23	TRANSFER	P917-I0121	1	P912-E0193	P912-E0193	CFH+OL+DY	Dann nimm den bezeichneten Arbeitsgang in Arbeit: trenne. Schließe den Schritt.
P925-P193	9	P915-C354	f88r	PHARMA	1	PREPARE	P917-I1414|P917-I1415|P917-I1416	3	P912-E2471	P912-E2474	OK+OL | OL | OK+OL | OK+OL	Dann nimm den bezeichneten Arbeitsgang in Arbeit: setze an (3×).
P925-P194	9	P915-C354	f88r	PHARMA	2	CONDITION	P917-I1417	1	P912-E2475	P912-E2476	OL | SH+EE+Y	Dann nimm den aktuellen Posten in Arbeit: halte. Arbeite länger.
P925-P195	9	P915-C354	f88r	PHARMA	3	PREPARE	P917-I1418	1	P912-E2477	P912-E2480	OR | AIIN | OL+DA+L | Y+K+AR	Dann nimm den Ansatz und den aktuellen Posten von der Entnahmestelle nach Sollmaß auf der zweiten Stufe in Arbeit: gib zu. Führe ihn in den nächsten Lauf.
P925-P196	9	P915-C354	f88r	PHARMA	4	SELECT	P917-I1419	1	P912-E2481	P912-E2485	CHEO+L | OL | Y | CKH+E+Y | S	Dann nimm den Auszug und den aktuellen Posten in Arbeit: wähle aus. Führe ihn in den nächsten Lauf und durch den Durchlass. Arbeite kurz.
P925-P197	9	P915-C354	f88r	PHARMA	5	CONDITION	P917-I1420	1	P912-E2486	P912-E2487	OR | SH+E+AR	Dann nimm den Ansatz von der Entnahmestelle in Arbeit: halte. Arbeite kurz.
P925-P198	9	P915-C354	f88r	PHARMA	6	SELECT	P917-I1421	1	P912-E2488	P912-E2489	AR | AL+S+Y	Dann nimm den aktuellen Posten von der Entnahmestelle in Arbeit: wähle aus. Führe ihn zur Ziel- oder Anschlussstelle.
P925-P199	9	P915-C354	f88r	PHARMA	7	PREPARE	P917-I1422|P917-I1423	2	P912-E2490	P912-E2492	K+OR | Y | OK+OL	Dann nimm den Ansatz und den aktuellen Posten in Arbeit: gib zu und setze an.
P925-P200	9	P915-C354	f88r	PHARMA	8	EXECUTE	P917-I1424	1	P912-E2493	P912-E2494	CHEO+L | CH+O+D_ADDR+Y	Dann nimm den Auszug und den aktuellen Posten aus dem bezeichneten Teil in Arbeit: entnimm und führe den Gang aus. Führe ihn in den nächsten Lauf.
P925-P201	9	P915-C354	f88r	PHARMA	9	PREPARE	P917-I1425|P917-I1426|P917-I1427	3	P912-E2495	P912-E2499	OK+OL | K+CH+OR | OL | AL | Y+K+EEE+Y	Dann nimm den Ansatz und den aktuellen Posten in Arbeit: setze an, gib zu (2×) und entnimm. Führe ihn zur Ziel- oder Anschlussstelle. Arbeite vollständig.
P925-P202	9	P915-C354	f88r	PHARMA	10	CONDITION	P917-I1428	1	P912-E2500	P912-E2500	CHEO+R	Dann nimm den Auszug in Arbeit: kennzeichne.
P925-P203	9	P915-C354	f88r	PHARMA	11	EXECUTE	P917-I1429	1	P912-E2501	P912-E2501	CHEO+T+E+Y	Dann nimm den Auszug und den aktuellen Posten in Arbeit: stelle ein. Arbeite kurz.
P925-P204	9	P915-C354	f88r	PHARMA	12	PREPARE	P917-I1430	1	P912-E2502	P912-E2503	CHEO+L | OK+E+OR	Dann nimm den Auszug und den Ansatz in Arbeit: setze an. Führe ihn in den nächsten Lauf. Arbeite kurz.
P925-P205	9	P915-C354	f88r	PHARMA	13	EXECUTE	P917-I1431|P917-I1432	2	P912-E2504	P912-E2505	CH+E+T+CH+Y | O+LOCAL_CHAR_F+AL	Dann nimm den aktuellen Posten in Arbeit: entnimm (2×), stelle ein und führe den Gang aus. Führe ihn zur Ziel- oder Anschlussstelle. Arbeite kurz.
P925-P206	9	P915-C354	f88r	PHARMA	14	SELECT	P917-I1433	1	P912-E2506	P912-E2507	D_ADDR+AR | CH+E+AR	Dann nimm den bezeichneten Arbeitsgang aus dem bezeichneten Teil von der Entnahmestelle in Arbeit: entnimm. Arbeite kurz.
P925-P207	9	P915-C354	f88r	PHARMA	15	PREPARE	P917-I1434	1	P912-E2508	P912-E2510	OL | D_ADDR+OL | CARRIER_Q+O+E+K+E+OR	Dann nimm den Ansatz aus dem bezeichneten Teil in Arbeit: führe den Gang aus und gib zu. Arbeite kurz.
P925-P208	9	P915-C354	f88r	PHARMA	16	CONTEXT	P917-I1435	1	P912-E2511	P912-E2511	CHEO+AM_ADDR	Dann nimm den Auszug in Arbeit: arbeite damit weiter. Führe ihn zur Innenstelle.
P925-P209	10	P915-C001	f10r	HERBAL	1	CONDITION	P917-I0001|P917-I0002|P917-I0003	3	P912-E0001	P912-E0003	P+CH+O+CTH+Y | SH+OR | O+CTH+O+D_ADDR+Y	Nimm den aktuellen Posten und den Ansatz aus dem bezeichneten Teil in Arbeit: setze ein, entnimm, führe den Gang aus (3×), stelle bereit (2×) und halte.
P925-P210	10	P915-C001	f10r	HERBAL	2	SELECT	P917-I0004	1	P912-E0004	P912-E0004	CH+OR+CH+Y	Dann nimm den Ansatz und den aktuellen Posten in Arbeit: entnimm (2×).
P925-P211	10	P915-C001	f10r	HERBAL	3	PREPARE	P917-I0005|P917-I0006|P917-I0007|P917-I0008	4	P912-E0005	P912-E0008	P+CH+O+D_ADDR+OL | CH+O+P+CH+AL | Y+P+CH | K+O+M_LOCAL	Dann nimm den aktuellen Posten aus dem bezeichneten Teil in Arbeit: setze ein (3×), entnimm (4×), führe den Gang aus (3×) und gib zu. Führe ihn zur Ziel- oder Anschlussstelle.
P925-P212	10	P915-C001	f10r	HERBAL	4	SELECT	P917-I0009	1	P912-E0009	P912-E0009	CH+E+Y	Dann nimm den aktuellen Posten in Arbeit: entnimm. Arbeite kurz.
P925-P213	10	P915-C001	f10r	HERBAL	5	CONDITION	P917-I0010	1	P912-E0010	P912-E0010	CTH+O+OR	Dann nimm den Ansatz in Arbeit: stelle bereit und führe den Gang aus.
P925-P214	10	P915-C001	f10r	HERBAL	6	EXECUTE	P917-I0011	1	P912-E0011	P912-E0012	AR | CH+T+Y	Dann nimm den aktuellen Posten von der Entnahmestelle in Arbeit: entnimm und stelle ein.
P925-P215	10	P915-C001	f10r	HERBAL	7	SELECT	P917-I0012	1	P912-E0013	P912-E0014	OS | CH+AIR	Dann nimm den bezeichneten Arbeitsgang in Arbeit: entnimm. Führe ihn entlang des Laufs.
P925-P216	10	P915-C001	f10r	HERBAL	8	EXECUTE	P917-I0013	1	P912-E0015	P912-E0015	OT+Y+T+CH+OL	Dann nimm den aktuellen Posten in Arbeit: stelle ein und entnimm.
P925-P217	10	P915-C001	f10r	HERBAL	9	PREPARE	P917-I0014	1	P912-E0016	P912-E0016	OK+Y	Dann nimm den aktuellen Posten in Arbeit: setze an.
P925-P218	10	P915-C001	f10r	HERBAL	10	EXECUTE	P917-I0015|P917-I0016|P917-I0017	3	P912-E0017	P912-E0021	AIIN | E+T+Y | OT+OR | O | T+Y	Dann nimm den aktuellen Posten und den Ansatz nach Sollmaß in Arbeit: stelle ein (2×) und führe den Gang aus. Arbeite kurz.
P925-P219	10	P915-C001	f10r	HERBAL	11	CONDITION	P917-I0018	1	P912-E0022	P912-E0023	AIIN | CH+O+CTH+Y	Dann nimm den aktuellen Posten nach Sollmaß in Arbeit: entnimm, führe den Gang aus und stelle bereit.
P925-P220	10	P915-C001	f10r	HERBAL	12	EXECUTE	P917-I0019	1	P912-E0024	P912-E0027	OT+Y | OL | OR | Y+T+Y	Dann nimm den aktuellen Posten und den Ansatz in Arbeit: stelle ein.
P925-P221	10	P915-C001	f10r	HERBAL	13	SELECT	P917-I0020|P917-I0021	2	P912-E0028	P912-E0031	Y | Y | S+OR | CH+AIIN	Dann nimm den aktuellen Posten und den Ansatz nach Sollmaß in Arbeit: wähle aus und entnimm.
P925-P222	10	P915-C001	f10r	HERBAL	14	CONDITION	P917-I0022|P917-I0023	2	P912-E0032	P912-E0033	CH+CTH+Y | CTH+O	Dann nimm den aktuellen Posten in Arbeit: entnimm, stelle bereit (2×) und führe den Gang aus.
P925-P223	10	P915-C001	f10r	HERBAL	15	EXECUTE	P917-I0024	1	P912-E0034	P912-E0037	CKH+Y | OR | AIIN | CH+T+CH+OR	Dann nimm den aktuellen Posten und den Ansatz nach Sollmaß in Arbeit: entnimm (2×) und stelle ein. Führe ihn durch den Durchlass.
P925-P224	10	P915-C001	f10r	HERBAL	16	CONDITION	P917-I0025	1	P912-E0038	P912-E0038	D_ADDR+O+IIN+R	Dann nimm den bezeichneten Arbeitsgang aus dem bezeichneten Teil auf der angegebenen Stufe in Arbeit: führe den Gang aus und kennzeichne.
P925-P225	10	P915-C001	f10r	HERBAL	17	EXECUTE	P917-I0026	1	P912-E0039	P912-E0039	O+DY	Dann nimm den bezeichneten Arbeitsgang in Arbeit: führe den Gang aus. Schließe den Schritt.
P925-P226	11	P915-C346	f67r2	ZODIAC	1	PREPARE	P917-I1296	1	P912-E1903	P912-E1906	D_ADDR+AR | AL+D_ADDR+AIIN | Y+D_ADDR+AIIN | CARRIER_Q+K+O+Y	Nimm den aktuellen Posten aus dem bezeichneten Teil von der Entnahmestelle nach Sollmaß in Arbeit: gib zu und führe den Gang aus. Führe ihn zur Ziel- oder Anschlussstelle.
P925-P227	11	P915-C346	f67r2	ZODIAC	2	EXECUTE	P917-I1297	1	P912-E1907	P912-E1908	Y+D_ADDR+AIIN | CARRIER_Q+O+LOCAL_CHAR_F+AIR	Dann nimm den aktuellen Posten aus dem bezeichneten Teil nach Sollmaß in Arbeit: führe den Gang aus. Führe ihn entlang des Laufs.
P925-P228	11	P915-C346	f67r2	ZODIAC	3	PREPARE	P917-I1298|P917-I1299	2	P912-E1909	P912-E1910	Y+P+AIR | Y+K+O+AIIN	Dann nimm den aktuellen Posten nach Sollmaß in Arbeit: setze ein, gib zu und führe den Gang aus. Führe ihn entlang des Laufs.
