instruction_id	page	record	source_statement_ids	source_position_ids	visible_event_ids	formula_units	single_card_units	idiomatic_instruction_de	reading_status	awkwardness_reason	end_type	crosses_owner_boundary	component_values_unchanged
I070	f83r	B3	B3-S027	SRC_E292	E292	0	1	danach den Posten bearbeiten und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: bearbeiten.	COMMITTED_CLOSE	NO	YES
I071	f83r	B3	B3-S028	SRC_E293|SRC_E294	E293|E294	1	0	länger ansetzen, kurz nachsetzen und schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I072	f83r	B3	B3-S029	SRC_E295|SRC_E296|SRC_E297	E295|E296|E297	0	3	damit fortfahren; dann diesen Posten vollständig eintragen; dann den Posten kurz ansetzen und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: eintragen.	COMMITTED_CLOSE	NO	YES
I073	f83r	B3	B3-S030	SRC_E298|SRC_E299|SRC_E300|SRC_E301	E298|E299|E300|E301	1	2	den Posten nach Maß ansetzen; dann den Posten im Lauf umsetzen; dann danach den Posten umsetzen und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches umsetzen verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I074	f83r	B3	B3-S031	SRC_E302	E302	0	1	den Posten länger ansetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I075	f83r	B3	B3-S032	SRC_E303|SRC_E304|SRC_E305|SRC_E306|SRC_E307	E303|E304|E305|E306|E307	0	5	eine Portion umsetzen; dann diesen Posten umsetzen; dann danach das Maß setzen; dann danach das Maß setzen; dann danach den Posten bearbeiten und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches umsetzen verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I076	f83r	B3	B3-S033	SRC_E308	E308	0	1	den Posten führen und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: führen.	COMMITTED_CLOSE	NO	YES
I077	f83r	B3	B3-S034	SRC_E309|SRC_E310|SRC_E311|SRC_E312|SRC_E313|SRC_E314	E309|E310|E311|E312|E313|E314	0	6	die Sollstufe einstellen; dann diesen Posten bis bereit halten; dann diesen Posten eintragen; dann danach das Maß setzen; dann diesen Posten an der Zielstelle fortsetzen; dann den Posten absetzen und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: eintragen.	COMMITTED_CLOSE	NO	YES
I078	f83r	B4	B4-S001	SRC_E315	E315	0	1	den Posten länger ansetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I079	f83r	B4	B4-S002	SRC_E316|SRC_E317|SRC_E318	E316|E317|E318	1	1	diesen Posten fortsetzen; dann länger ansetzen, kurz nachsetzen und schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I080	f83r	B4	B4-S003	SRC_E319|SRC_E320|SRC_E321|SRC_E322|SRC_E323|SRC_E324|SRC_E325	E319|E320|E321|E322|E323|E324|E325	2	3	diesen Posten umsetzen; dann danach die Zielstelle setzen; dann danach diesen Posten übernehmen; dann länger ansetzen und danach erneut ansetzen; dann fortsetzen, absetzen und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches ansetzen verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I081	f83r	B4	B4-S004	SRC_E326	E326	0	1	diesen Posten ansetzen und befestigen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I082	f83r	B4	B4-S005	SRC_E327|SRC_E328|SRC_E329	E327|E328|E329	1	1	eine Portion nehmen; dann umsetzen, länger einwirken lassen und schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I083	f83r	B4	B4-S006	SRC_E330	E330	0	1	den Posten am Durchlass kurz halten und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I084	f83r	B4	B4-S007	SRC_E331	E331	0	1	den Posten am Durchlass kurz halten und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I085	f83r	B4	B4-S008	SRC_E332|SRC_E333|SRC_E334|SRC_E335	E332|E333|E334|E335	0	4	das vorgeschriebene Maß übernehmen; dann diesen Posten länger wärmen; dann diesen Posten länger halten; dann den Posten kurz ansetzen und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: übernehmen.	COMMITTED_CLOSE	NO	YES
I086	f83r	B4	B4-S009	SRC_E336	E336	0	1	den Posten absetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I087	f83r	B4	B4-S010	SRC_E337	E337	0	1	den Posten fortsetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I088	f83r	B4	B4-S011	SRC_E338|SRC_E339|SRC_E340|SRC_E341|SRC_E342|SRC_E343|SRC_E344	E338|E339|E340|E341|E342|E343|E344	1	5	das vorgeschriebene Maß übernehmen; dann diesen Posten kurz wärmen; dann den Posten länger ansetzen und fortsetzen; dann eine Portion ansetzen; dann umsetzen und ohne Abschluss weiterarbeiten; dann den Posten kurz führen und zuführen und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches ansetzen verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I089	f83r	B4	B4-S012	SRC_E345	E345	0	1	den Posten führen und umsetzen und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: führen.	COMMITTED_CLOSE	NO	YES
I090	f83r	B4	B4-S013	SRC_E346|SRC_E347	E346|E347	0	2	den Posten ansetzen und fortsetzen; dann den Posten absetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I091	f83r	B4	B4-S014	SRC_E348|SRC_E349|SRC_E350|SRC_E351	E348|E349|E350|E351	1	2	den Ansatz als aktuellen Posten übernehmen; dann diesen Posten übernehmen; dann den Lauf wählen und den Schritt schließen.	REPETITIVE_OPERATION	Mehrfaches übernehmen verlangt wahrscheinlich ein engeres Fachverb.	COMMITTED_CLOSE	NO	YES
I092	f83r	B4	B4-S015	SRC_E352|SRC_E353|SRC_E354|SRC_E355|SRC_E356|SRC_E357	E352|E353|E354|E355|E356|E357	0	6	eine Portion ansetzen; dann diesen Posten länger halten; dann eine Portion zuführen; dann den Posten an der Zielstelle am Durchlass abziehen; dann diesen Posten kurz auffangen; dann den Posten führen und umsetzen und den Schritt schließen.	OWNER_SWITCH	Die Anweisung wechselt ohne sichtbare Bildkante den Besitzer.	COMMITTED_CLOSE	YES	YES
I093	f83r	B4	B4-S016	SRC_E358|SRC_E359|SRC_E360|SRC_E361	E358|E359|E360|E361	1	2	die Portion weiterführen und die Zielstelle setzen; dann den Posten von dort zuführen; dann den Posten absetzen und den Schritt schließen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: führen.	COMMITTED_CLOSE	NO	YES
I094	f83r	B5	B5-S001	SRC_E362	E362	0	1	danach den Posten umsetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I095	f83r	B5	B5-S002	SRC_E363	E363	0	1	den Posten ansetzen und umsetzen und den Schritt schließen.	SMOOTH	Die Folge ist mit dem jetzigen Werkstattwortschatz knapp lesbar.	COMMITTED_CLOSE	NO	YES
I096	f83r	B5	B5-S003	SRC_E364|SRC_E365|SRC_E366|SRC_E367|SRC_E368|SRC_E369|SRC_E370|SRC_E371|SRC_E372	E364|E365|E366|E367|E368|E369|E370|E371|E372	2	5	den Posten an der Zielstelle absetzen; dann an der bezeichneten Stelle fortsetzen; dann den Posten führen und fortsetzen; dann den Posten an der Zielstelle umsetzen; dann nach dem gesetzten Maß fortsetzen; dann die zweite Sollstufe einstellen; dann diesen Posten umsetzen.	REPETITIVE_OPERATION	Mehrfaches fortsetzen, umsetzen verlangt wahrscheinlich ein engeres Fachverb.	RECORD_FINAL_OPEN	NO	YES
I097	f83r	B6	B6-S001	SRC_E373|SRC_E374|SRC_E375|SRC_E376|SRC_E377|SRC_E378|SRC_E379|SRC_E380|SRC_E381	E373|E374|E375|E376|E377|E378|E379|E380|E381	1	7	diesen Posten länger auffangen; dann diesen Posten kurz zuführen; dann diesen Posten an der Zielstelle abkühlen; dann fortsetzen und danach das Maß setzen; dann damit fortfahren; dann eine Portion nehmen; dann den aktuellen Posten beibehalten; dann den Ansatz an der Zielstelle führen.	GENERIC_OPERATION	Die Lesung benutzt noch generische Arbeitswörter: führen.	RECORD_FINAL_OPEN	NO	YES
