event_serial	statement_id	record_unit_id	page	locus	field_id	master_card_id	card_value_de	observed_surface	observed_habit	applied_layers	final_predicted_habit	predicted_canonical_surface	habit_match	exact_surface_match	apprentice_treatment	master_recovery
181	B2-S005	B2	f82r	f82r.4	F051	MC120	bemessen	qokaiin	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokaiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
184	B2-S005	B2	f82r	f82r.4	F051	MC004	abziehen; Schluss	ldy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	ldy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
186	B2-S006	B2	f82r	f82r.4	F052	MC040	dorthin einsetzen	qokal	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokal	YES	YES	WORKSHOP_RULE_EXACT	EXACT
188	B2-S006	B2	f82r	f82r.4	F052	MC026	einsetzen	qoky	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qoky	YES	YES	WORKSHOP_RULE_EXACT	EXACT
190	B2-S008	B2	f82r	f82r.7	F054	MC060	Folgemaß	sotaiin	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	sotaiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
192	B2-S008	B2	f82r	f82r.7	F054	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
194	B2-S010	B2	f82r	f82r.7	F056	MC002	lange einwirken	qokeey	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokeey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
195	B2-S010	B2	f82r	f82r.7	F056	MC026	einsetzen	qoky	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qoky	YES	YES	WORKSHOP_RULE_EXACT	EXACT
197	B2-S010	B2	f82r	f82r.7	F056	MC119	Klarauszug	cheey	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_CARD_CUSTOM	OPEN_CH_ENTRY	cheey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
198	B2-S011	B2	f82r	f82r.19	F057	MC017	Anteil zugeben	okain	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokain	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
199	B2-S011	B2	f82r	f82r.19	F057	MC055	davon	char	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	dar	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
200	B2-S011	B2	f82r	f82r.19	F057	MC017	Anteil zugeben	okain	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	okain	YES	YES	WORKSHOP_RULE_EXACT	EXACT
201	B2-S011	B2	f82r	f82r.19	F057	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
203	B2-S012	B2	f82r	f82r.23	F059	MC119	Klarauszug	cheey	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_CARD_CUSTOM	OPEN_CH_ENTRY	cheey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
204	B2-S012	B2	f82r	f82r.23	F059	MC073	kurz vorbereiten	qcthey	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qcthey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
205	B2-S012	B2	f82r	f82r.23	F059	MC002	lange einwirken	qokeey	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokeey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
207	B2-S012	B2	f82r	f82r.23	F059	MC039	Sollmaß	daiin	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	HARD_D_T_ENTRY	daiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
208	B2-S012	B2	f82r	f82r.23	F059	MC123	dies	chey	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	OPEN_CH_ENTRY	chey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
210	B2-S013	B2	f82r	f82r.23	F060	MC155	abführen; Schluss	lchedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	lchedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
213	B2-S015	B2	f82r	f82r.26	F062	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
214	B2-S016	B2	f82r	f82r.26	F063	MC154	dorthin	cheal	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chal	YES	NO	SECOND_REGISTERED_SPELLING	EXACT
217	B2-S016	B2	f82r	f82r.26	F063	MC039	Sollmaß	aiin	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	HARD_D_T_ENTRY	daiin	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
219	B2-S016	B2	f82r	f82r.26	F063	MC120	bemessen	qokaiin	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokaiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
220	B2-S016	B2	f82r	f82r.26	F063	MC007	kurz einwirken	okey	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokey	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
224	B2-S018	B2	f82r	f82r.27	F066	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
226	B2-S020	B2	f82r	f82r.27	F068	MC173	lange Folgestufe; Schluss	qoteedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qoteedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
227	B2-S021	B2	f82r	f82r.27	F069	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
229	B3-S001	B3	f83r	f83r.3	F071	MC045	lange sammeln; Schluss	olkeedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	olkeedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
230	B3-S002	B3	f83r	f83r.3	F072	MC093	danach dorthin	qotal	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qotal	YES	YES	WORKSHOP_RULE_EXACT	EXACT
232	B3-S003	B3	f83r	f83r.3	F073	MC123	dies	chey	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
233	B3-S003	B3	f83r	f83r.3	F073	MC039	Sollmaß	daiin	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	HARD_D_T_ENTRY	daiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
234	B3-S003	B3	f83r	f83r.3	F073	MC123	dies	chey	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	OPEN_CH_ENTRY	chey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
235	B3-S003	B3	f83r	f83r.3	F073	MC155	abführen; Schluss	lchedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	lchedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
236	B3-S004	B3	f83r	f83r.3	F074	MC120	bemessen	qokaiin	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokaiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
237	B3-S004	B3	f83r	f83r.3	F074	MC093	danach dorthin	qotal	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	Q_CELL_ENTRY	qotal	YES	YES	WORKSHOP_RULE_EXACT	EXACT
238	B3-S004	B3	f83r	f83r.3	F074	MC055	davon	dar	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	sar	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
239	B3-S005	B3	f83r	f83r.6	F075	MC025	überführen; Schluss	schedy	S_FLOW_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	dchedy	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
241	B3-S006	B3	f83r	f83r.6	F076	MC040	dorthin einsetzen	qokal	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	Q_CELL_ENTRY	qokal	YES	YES	WORKSHOP_RULE_EXACT	EXACT
242	B3-S006	B3	f83r	f83r.6	F076	MC028	weiterführen; Schluss	olchedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	olchedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
243	B3-S007	B3	f83r	f83r.6	F077	MC120	bemessen	qokaiin	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokaiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
244	B3-S007	B3	f83r	f83r.6	F077	MC074	überführen	chedy	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING	EXACT
245	B3-S007	B3	f83r	f83r.6	F077	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
246	B3-S008	B3	f83r	f83r.6	F078	MC155	abführen; Schluss	lchedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	lchedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
247	B3-S009	B3	f83r	f83r.6	F079	MC026	einsetzen	qoky	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qoky	YES	YES	WORKSHOP_RULE_EXACT	EXACT
251	B3-S011	B3	f83r	f83r.8	F081	MC026	einsetzen	qoky	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	Q_CELL_ENTRY	qoky	YES	YES	WORKSHOP_RULE_EXACT	EXACT
252	B3-S011	B3	f83r	f83r.8	F081	MC074	überführen	chedy	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING	EXACT
254	B3-S012	B3	f83r	f83r.11	F082	MC080	Ansatz	sor	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shor	YES	NO	SECOND_REGISTERED_SPELLING	EXACT
255	B3-S012	B3	f83r	f83r.11	F082	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
256	B3-S013	B3	f83r	f83r.11	F083	MC120	bemessen	qokaiin	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokaiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
257	B3-S013	B3	f83r	f83r.11	F083	MC105	Anteil	chkain	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	chkain	YES	YES	WORKSHOP_RULE_EXACT	EXACT
258	B3-S013	B3	f83r	f83r.11	F083	MC073	kurz vorbereiten	shcthey	S_FLOW_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	Q_CELL_ENTRY	qcthey	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
259	B3-S013	B3	f83r	f83r.11	F083	MC083	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
262	B3-S015	B3	f83r	f83r.11	F085	MC155	abführen; Schluss	lchedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	lchedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
264	B3-S016	B3	f83r	f83r.14	F087	MC005	einführen; Schluss	qokchedy	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokchedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
265	B3-S017	B3	f83r	f83r.14	F088	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
266	B3-S018	B3	f83r	f83r.14	F089	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	S_FLOW_ENTRY	shedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
268	B3-S020	B3	f83r	f83r.14	F091	MC154	dorthin	dal	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_CARD_CUSTOM	HARD_D_T_ENTRY	dal	YES	YES	WORKSHOP_RULE_EXACT	EXACT
269	B3-S020	B3	f83r	f83r.14	F091	MC155	abführen; Schluss	lchedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	lchedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
270	B3-S021	B3	f83r	f83r.14	F092	MC120	bemessen	qokaiin	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokaiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
271	B3-S021	B3	f83r	f83r.14	F092	MC161	bereit	shcthy	S_FLOW_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > SWITCH_B3_READY_FLOW	S_FLOW_ENTRY	shcthy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
272	B3-S021	B3	f83r	f83r.14	F092	MC154	dorthin	dal	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > RECORD_CARD_CUSTOM	HARD_D_T_ENTRY	dal	YES	YES	WORKSHOP_RULE_EXACT	EXACT
273	B3-S021	B3	f83r	f83r.14	F092	MC123	dies	sy	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shy	YES	NO	SECOND_REGISTERED_SPELLING	EXACT
274	B3-S021	B3	f83r	f83r.15	F093	MC039	Sollmaß	saiin	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	saiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
275	B3-S021	B3	f83r	f83r.15	F093	MC113	am Ziel absetzen	shedal	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	shedal	YES	YES	WORKSHOP_RULE_EXACT	EXACT
277	B3-S021	B3	f83r	f83r.15	F093	MC123	dies	chey	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	OPEN_CH_ENTRY	chey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
278	B3-S021	B3	f83r	f83r.15	F093	MC154	dorthin	tal	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > RECORD_CARD_CUSTOM	HARD_D_T_ENTRY	dal	YES	NO	SECOND_REGISTERED_SPELLING	EXACT
279	B3-S021	B3	f83r	f83r.15	F093	MC161	bereit	shcthy	S_FLOW_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > SWITCH_B3_READY_FLOW	S_FLOW_ENTRY	shcthy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
282	B3-S023	B3	f83r	f83r.15	F095	MC155	abführen; Schluss	lchedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	lchedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
283	B3-S024	B3	f83r	f83r.16	F096	MC025	überführen; Schluss	tchedy	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	dchedy	YES	NO	SECOND_REGISTERED_SPELLING	EXACT
284	B3-S025	B3	f83r	f83r.16	F097	MC088	einführen; Schluss	qokchdy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokchdy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
287	B3-S026	B3	f83r	f83r.16	F098	MC074	überführen	chedy	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING	EXACT
288	B3-S026	B3	f83r	f83r.16	F098	MC017	Anteil zugeben	qokain	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	okain	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
289	B3-S026	B3	f83r	f83r.16	F098	MC161	bereit	checthy	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	checthy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
291	B3-S026	B3	f83r	f83r.20	F099	MC045	lange sammeln; Schluss	solkeedy	S_FLOW_ENTRY	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	olkeedy	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
292	B3-S027	B3	f83r	f83r.20	F100	MC173	lange Folgestufe; Schluss	qoteedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qoteedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
293	B3-S028	B3	f83r	f83r.20	F101	MC002	lange einwirken	qokeey	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokeey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
294	B3-S028	B3	f83r	f83r.20	F101	MC083	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
295	B3-S029	B3	f83r	f83r.20	F102	MC153	weiter	sol	S_FLOW_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qol	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
297	B3-S029	B3	f83r	f83r.20	F102	MC083	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
298	B3-S030	B3	f83r	f83r.20	F103	MC026	einsetzen	qoky	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qoky	YES	YES	WORKSHOP_RULE_EXACT	EXACT
299	B3-S030	B3	f83r	f83r.20	F103	MC039	Sollmaß	saiin	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	saiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
302	B3-S031	B3	f83r	f83r.22	F105	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
304	B3-S032	B3	f83r	f83r.22	F106	MC074	überführen	chedy	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING	EXACT
306	B3-S032	B3	f83r	f83r.22	F106	MC060	Folgemaß	otaiin	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	otaiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
308	B3-S033	B3	f83r	f83r.22	F107	MC004	abziehen; Schluss	ldy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	ldy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
309	B3-S034	B3	f83r	f83r.24	F108	MC033	Arbeitsstufe	soiiin	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	soiiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
310	B3-S034	B3	f83r	f83r.24	F108	MC161	bereit	checthy	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	checthy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
311	B3-S034	B3	f83r	f83r.24	F108	MC086	Anteil	chety	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	chety	YES	YES	WORKSHOP_RULE_EXACT	EXACT
312	B3-S034	B3	f83r	f83r.24	F108	MC060	Folgemaß	otaiin	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	otaiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
314	B3-S034	B3	f83r	f83r.24	F108	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
315	B4-S001	B4	f83r	f83r.25	F109	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
317	B4-S002	B4	f83r	f83r.25	F110	MC002	lange einwirken	qokeey	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokeey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
318	B4-S002	B4	f83r	f83r.25	F110	MC083	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
319	B4-S003	B4	f83r	f83r.25	F111	MC074	überführen	chedy	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING	EXACT
320	B4-S003	B4	f83r	f83r.25	F111	MC093	danach dorthin	otal	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qotal	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
321	B4-S003	B4	f83r	f83r.26	F112	MC171	das nächste	otchey	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	otchey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
322	B4-S003	B4	f83r	f83r.26	F112	MC002	lange einwirken	qokeey	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokeey	YES	YES	WORKSHOP_RULE_EXACT	EXACT
323	B4-S003	B4	f83r	f83r.26	F112	MC026	einsetzen	qoky	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qoky	YES	YES	WORKSHOP_RULE_EXACT	EXACT
324	B4-S003	B4	f83r	f83r.26	F112	MC153	weiter	tol	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	NO	NO	COPY_LOCAL_REGISTERED_SURFACE_FROM_EXEMPLAR	EXACT
325	B4-S003	B4	f83r	f83r.26	F112	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
327	B4-S005	B4	f83r	f83r.27	F114	MC059	Einlage	dain	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	dain	YES	YES	WORKSHOP_RULE_EXACT	EXACT
328	B4-S005	B4	f83r	f83r.27	F114	MC074	überführen	chedy	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING	EXACT
329	B4-S005	B4	f83r	f83r.27	F114	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
330	B4-S006	B4	f83r	f83r.27	F115	MC143	seihen; Schluss	shckhedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	shckhedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
331	B4-S007	B4	f83r	f83r.27	F116	MC143	seihen; Schluss	shckhedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	shckhedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
332	B4-S008	B4	f83r	f83r.28	F117	MC039	Sollmaß	saiin	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	saiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
333	B4-S008	B4	f83r	f83r.28	F117	MC032	länger bearbeiten	cheeky	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	cheeky	YES	YES	WORKSHOP_RULE_EXACT	EXACT
335	B4-S008	B4	f83r	f83r.28	F117	MC083	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
336	B4-S009	B4	f83r	f83r.28	F118	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	S_FLOW_ENTRY	shedy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
337	B4-S010	B4	f83r	f83r.28	F119	MC019	fertig	oldy	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	oldy	YES	YES	WORKSHOP_RULE_EXACT	EXACT
338	B4-S011	B4	f83r	f83r.35	F120	MC039	Sollmaß	saiin	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	saiin	YES	YES	WORKSHOP_RULE_EXACT	EXACT
339	B4-S011	B4	f83r	f83r.35	F120	MC147	kurz wärmen	cheky	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	cheky	YES	YES	WORKSHOP_RULE_EXACT	EXACT
341	B4-S011	B4	f83r	f83r.35	F120	MC017	Anteil zugeben	okain	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	okain	YES	YES	WORKSHOP_RULE_EXACT	EXACT
