exact_card_id	semantic_family	component_recipe	rebuilt_reading_de	pass736_reading_de	exact_rebuild	component_count	composition_status	registered_surfaces	events
PROC144	SEM137	AL+CHD+DY	ZIELSTELLE · UMSETZEN · SCHLUSS	ZIELSTELLE · UMSETZEN · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	dalchdy	1
PROC145	SEM138	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	DANACH · UMSETZEN · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	otchedy|qotchedy	2
PROC166	SEM138	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	DANACH · UMSETZEN · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	otchdy	1
PROC146	SEM139	EE+AR	LANG · QUELLE	LANG · QUELLE	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cheedar	1
PROC147	SEM140	L+AIIN	LEITEN · SOLLMASS	LEITEN · SOLLMASS	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chldaiin	1
PROC148	SEM141	AL+R+OR	ZIELSTELLE · KUEHLEN · ANSATZ	ZIELSTELLE · KUEHLEN · ANSATZ	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chealror	1
PROC149	SEM142	EEE+T+Y	VOLL · ANWENDEN · DIES	VOLL · ANWENDEN · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cheeety	1
PROC150	SEM143	CHD+AIR	UMSETZEN · WASSER	UMSETZEN · WASSER	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	schedair	1
PROC151	SEM144	CHD+AIN	UMSETZEN · PORTION	UMSETZEN · PORTION	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chedain	1
PROC152	SEM145	OT+E+AIIN	DANACH · KURZ · SOLLMASS	DANACH · KURZ · SOLLMASS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qotedaiin	1
PROC153	SEM146	OL+AL+Y	WEITER · ZIELSTELLE · DIES	WEITER · ZIELSTELLE · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	olsaly	1
PROC154	SEM147	OL+Y	WEITER · DIES	WEITER · DIES	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qolchey	1
PROC155	SEM148	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	YES	4	HAS_SINGLETON_COMPONENT_GUESS	qokylddy	1
PROC156	SEM149	AIN	PORTION	PORTION	YES	1	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	dain	2
PROC158	SEM150	OK+EE+OL	ANSETZEN · LANG · WEITER	ANSETZEN · LANG · WEITER	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	okeeol	1
PROC159	SEM151	L+K+E+DY	LEITEN · ZUGEBEN · KURZ · SCHLUSS	LEITEN · ZUGEBEN · KURZ · SCHLUSS	YES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lkedy	1
PROC161	SEM152	O+CKH+E+Y	ARBEITSGANG · DURCHLASS · KURZ · DIES	ARBEITSGANG · DURCHLASS · KURZ · DIES	YES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qockhey	1
PROC162	SEM153	AIR+Y+DY	WASSER · DIES · SCHLUSS	WASSER · DIES · SCHLUSS	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	dairydy	1
PROC163	SEM154	CH+CKH+AL	ENTNEHMEN · DURCHLASS · ZIELSTELLE	ENTNEHMEN · DURCHLASS · ZIELSTELLE	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chckhal	1
PROC164	SEM155	SOLK+E+Y	SAMMELSTELLE · KURZ · DIES	SAMMELSTELLE · KURZ · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	solkey	1
PROC165	SEM156	K+AR	ZUGEBEN · QUELLE	ZUGEBEN · QUELLE	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	skar	1
PROC167	SEM157	L+OL	LEITEN · WEITER	LEITEN · WEITER	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lol	1
PROC168	SEM158	CHD+AL	UMSETZEN · ZIELSTELLE	UMSETZEN · ZIELSTELLE	YES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chdal	1
PROC169	SEM159	DA+IIN	ZWEIT · ARBEITSSTUFE	ZWEIT · ARBEITSSTUFE	YES	2	HAS_SINGLETON_COMPONENT_GUESS	daiiin	1
PROC170	SEM160	SOLK+EE+Y	SAMMELSTELLE · LANG · DIES	SAMMELSTELLE · LANG · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	solkeey	1
PROC171	SEM161	E+K+E+Y	KURZ · ZUGEBEN · KURZ · DIES	KURZ · ZUGEBEN · KURZ · DIES	YES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qekey	1
PROC172	SEM162	R+AL+Y	KUEHLEN · ZIELSTELLE · DIES	KUEHLEN · ZIELSTELLE · DIES	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	raly	1
PROC173	SEM163	L+AL+OR	LEITEN · ZIELSTELLE · ANSATZ	LEITEN · ZIELSTELLE · ANSATZ	YES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	ldalor	1
