statement_id	page	record	events	owner_noun_de	surface_sequence	component_sequence	rebuilt_atomic_trace_de	recurrent_composed_events	singleton_guess_events	memorized_command_events	working_reading_de	form_owner_boundary_status
B3-S007	f83r	B3	3	das runde Mittelgefaess	qokaiin chedy qokeedy	OK+AIIN | CHD+Y | OK+EE+DY	ANSETZEN · SOLLMASS | UMSETZEN · DIES | ANSETZEN · LANG · SCHLUSS	3	0	0	Am runden Mittelgefaess: Nach Mass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.	UNCHANGED
B3-S008	f83r	B3	1	das runde Mittelgefaess	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	1	0	0	Am runden Mittelgefaess: Weiterleiten und umsetzen; den Schritt schliessen.	UNCHANGED
B3-S009	f83r	B3	1	das runde Mittelgefaess	qoky	OK+Y	ANSETZEN · DIES	1	0	0	Am runden Mittelgefaess: Den laufenden Posten ansetzen.	UNCHANGED
B3-S010	f83r	B3	2	das untere Korbgefaess	pchedal otedy	P+CHD+AL | OT+E+DY	FUELLEN · UMSETZEN · ZIELSTELLE | DANACH · KURZ · SCHLUSS	2	0	0	Am unteren Korbgefaess: An der Zielstelle einfuellen und umsetzen; danach den kurzen Folgeschritt schliessen.	UNCHANGED
B3-S011	f83r	B3	4	das untere Korbgefaess	shecthedchy qoky chedy chary	SH+E+CTH+CHD+Y | OK+Y | CHD+Y | AR+Y	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES | ANSETZEN · DIES | UMSETZEN · DIES | QUELLE · DIES	4	0	0	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.	UNCHANGED
B3-S012	f83r	B3	2	das untere Korbgefaess	sor shedy	OR | SHED+DY	ANSATZ | ABSETZEN · SCHLUSS	2	0	0	Am unteren Korbgefaess: Den Ansatz absetzen lassen und den Schritt schliessen.	UNCHANGED
B3-S013	f83r	B3	4	das untere Korbgefaess	qokaiin chkain shcthey qokedy	OK+AIIN | K+AIN | CTH+E+Y | OK+E+DY	ANSETZEN · SOLLMASS | ZUGEBEN · PORTION | BEREITEN · KURZ · DIES | ANSETZEN · KURZ · SCHLUSS	4	0	0	Am unteren Korbgefaess: Nach Mass ansetzen; dann als Portion zugeben; dann kurz den laufenden Posten bereitet halten; dann kurz ansetzen; den Schritt schliessen.	UNCHANGED
B3-S014	f83r	B3	2	das untere Korbgefaess	okair sheedy	OK+AIR | SH+EE+DY	ANSETZEN · WASSER | HALTEN · LANG · SCHLUSS	2	0	0	Am unteren Korbgefaess: Die laufende Fluessigkeit ansetzen; dann laenger halten; den Schritt schliessen.	UNCHANGED
B3-S015	f83r	B3	1	das untere Korbgefaess	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	1	0	0	Am unteren Korbgefaess: Weiterleiten und umsetzen; den Schritt schliessen.	UNCHANGED
B3-S016	f83r	B3	2	das untere Korbgefaess und der bildlich unverbundene Zwischenabschnitt	lo qokchedy	L+O | OK+CHD+DY	LEITEN · ARBEITSGANG | ANSETZEN · UMSETZEN · SCHLUSS	2	0	0	Am unteren Korbgefaess und im bildlich unverbundenen Zwischenabschnitt: Im Arbeitsgang weiterleiten; dann ansetzen und umsetzen; den Schritt schliessen.	UNCHANGED
B3-S017	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	1	0	0	Im bildlich unverbundenen Zwischenabschnitt: Laenger ansetzen; den Schritt schliessen.	UNCHANGED
B3-S018	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	shedy	SHED+DY	ABSETZEN · SCHLUSS	1	0	0	Im bildlich unverbundenen Zwischenabschnitt: Absetzen lassen; den Schritt schliessen.	UNCHANGED
B3-S019	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	qokshedy	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	1	0	0	Im bildlich unverbundenen Zwischenabschnitt: Kurz ansetzen und halten; den Schritt schliessen.	UNCHANGED
B3-S020	f83r	B3	2	der bildlich unverbundene Zwischenabschnitt	dal lchedy	AL | L+CHD+DY	ZIELSTELLE | LEITEN · UMSETZEN · SCHLUSS	2	0	0	Im bildlich unverbundenen Zwischenabschnitt: An der Zielstelle weiterleiten, umsetzen und den Schritt schliessen.	UNCHANGED
B3-S021	f83r	B3	11	der bildlich unverbundene Zwischenabschnitt	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	OK+AIIN | CTH+Y | AL | Y | AIIN | SHED+AL | SH+E+CTH+Y | Y | AL | CTH+Y | AL+CHD+DY	ANSETZEN · SOLLMASS | BEREITEN · DIES | ZIELSTELLE | DIES | SOLLMASS | ABSETZEN · ZIELSTELLE | HALTEN · KURZ · BEREITEN · DIES | DIES | ZIELSTELLE | BEREITEN · DIES | ZIELSTELLE · UMSETZEN · SCHLUSS	11	0	0	Im bildlich unverbundenen Zwischenabschnitt: Nach Mass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass absetzen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.	UNCHANGED
B3-S022	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	1	0	0	Im bildlich unverbundenen Zwischenabschnitt: Danach umsetzen; den Schritt schliessen.	UNCHANGED
B3-S023	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	1	0	0	Im bildlich unverbundenen Zwischenabschnitt: Weiterleiten und umsetzen; den Schritt schliessen.	UNCHANGED
B3-S024	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	tchedy	CHD+DY	UMSETZEN · SCHLUSS	1	0	0	Im bildlich unverbundenen Zwischenabschnitt: Umsetzen; den Schritt schliessen.	UNCHANGED
B3-S025	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	1	0	0	Im bildlich unverbundenen Zwischenabschnitt: Ansetzen und umsetzen; den Schritt schliessen.	UNCHANGED
B3-S026	f83r	B3	7	der bildlich unverbundene Zwischenabschnitt und das durch den Bogen verbundene Hauptpaar	cheedar chldaiin chedy qokain checthy chealror solkeedy	EE+AR | L+AIIN | CHD+Y | OK+AIN | CTH+Y | AL+R+OR | SOLK+EE+DY	LANG · QUELLE | LEITEN · SOLLMASS | UMSETZEN · DIES | ANSETZEN · PORTION | BEREITEN · DIES | ZIELSTELLE · KUEHLEN · ANSATZ | SAMMELSTELLE · LANG · SCHLUSS	7	0	0	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass weiterleiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger an der Sammelstelle halten und schliessen.	UNCHANGED
B3-S027	f83r	B3	1	das durch den Bogen verbundene Hauptpaar	qoteedy	OT+EE+DY	DANACH · LANG · SCHLUSS	1	0	0	Am durch den Bogen verbundenen Hauptpaar: Danach laenger; den Schritt schliessen.	UNCHANGED
B3-S028	f83r	B3	2	das durch den Bogen verbundene Hauptpaar	qokeey qokedy	OK+EE+Y | OK+E+DY	ANSETZEN · LANG · DIES | ANSETZEN · KURZ · SCHLUSS	2	0	0	Am durch den Bogen verbundenen Hauptpaar: Laenger den laufenden Posten ansetzen; dann kurz ansetzen; den Schritt schliessen.	UNCHANGED
B3-S029	f83r	B3	3	das durch den Bogen verbundene Hauptpaar	sol cheeety qokedy	OL | EEE+T+Y | OK+E+DY	WEITER | VOLL · ANWENDEN · DIES | ANSETZEN · KURZ · SCHLUSS	3	0	0	Am durch den Bogen verbundenen Hauptpaar: Fortsetzen; dann vollstaendig den laufenden Posten anwenden; dann kurz ansetzen; den Schritt schliessen.	UNCHANGED
B3-S030	f83r	B3	4	das durch den Bogen verbundene Hauptpaar	qoky saiin schedair otchedy	OK+Y | AIIN | CHD+AIR | OT+CHD+DY	ANSETZEN · DIES | SOLLMASS | UMSETZEN · WASSER | DANACH · UMSETZEN · SCHLUSS	4	0	0	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Sollmass ansetzen, die laufende Fluessigkeit umsetzen; danach nochmals umsetzen und schliessen.	UNCHANGED
B3-S031	f83r	B3	1	das durch den Bogen verbundene Hauptpaar	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	1	0	0	Am durch den Bogen verbundenen Hauptpaar: Laenger ansetzen; den Schritt schliessen.	UNCHANGED
B3-S032	f83r	B3	5	das durch den Bogen verbundene Hauptpaar	chedain chedy qotedaiin otaiin otedy	CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+DY	UMSETZEN · PORTION | UMSETZEN · DIES | DANACH · KURZ · SOLLMASS | DANACH · SOLLMASS | DANACH · KURZ · SCHLUSS	5	0	0	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Sollmass, anschliessend nochmals nach Sollmass und den folgenden Kurzschritt schliessen.	UNCHANGED
B3-S033	f83r	B3	1	das durch den Bogen verbundene Hauptpaar	ldy	L+DY	LEITEN · SCHLUSS	1	0	0	Am durch den Bogen verbundenen Hauptpaar: Weiterleiten; den Schritt schliessen.	UNCHANGED
B3-S034	f83r	B3	6	das durch den Bogen verbundene Hauptpaar	soiiin checthy chety otaiin olsaly shedy	O+IIN | CTH+Y | T+Y | OT+AIIN | OL+AL+Y | SHED+DY	ARBEITSGANG · ARBEITSSTUFE | BEREITEN · DIES | ANWENDEN · DIES | DANACH · SOLLMASS | WEITER · ZIELSTELLE · DIES | ABSETZEN · SCHLUSS	6	0	0	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Arbeitsstufe fuehren; den Posten bereitet halten und anwenden; danach nach Sollmass an der Zielstelle weiterfuehren, absetzen und schliessen.	UNCHANGED
B4-S001	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	1	0	0	Am zweiten durch den Bogen verbundenen Hauptpaar: Laenger ansetzen und den Schritt schliessen.	UNCHANGED
B4-S002	f83r	B4	3	das zweite durch den Bogen verbundene Hauptpaar	qolchey qokeey qokedy	OL+Y | OK+EE+Y | OK+E+DY	WEITER · DIES | ANSETZEN · LANG · DIES | ANSETZEN · KURZ · SCHLUSS	3	0	0	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten fortsetzen; dann ihn laenger ansetzen; dann kurz ansetzen; den Schritt schliessen.	UNCHANGED
B4-S003	f83r	B4	7	das zweite durch den Bogen verbundene Hauptpaar	chedy otal otchey qokeey qoky tol shedy	CHD+Y | OT+AL | OT+Y | OK+EE+Y | OK+Y | OL | SHED+DY	UMSETZEN · DIES | DANACH · ZIELSTELLE | DANACH · DIES | ANSETZEN · LANG · DIES | ANSETZEN · DIES | WEITER | ABSETZEN · SCHLUSS	7	0	0	Am zweiten durch den Bogen verbundenen Hauptpaar: Den Posten umsetzen; danach zur Zielstelle und zum naechsten Posten wechseln; diesen laenger ansetzen, weiter ansetzen, fortsetzen, absetzen und schliessen.	UNCHANGED
B4-S004	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	qokylddy	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	0	1	0	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten ansetzen und befestigen; den Schritt schliessen.	UNCHANGED
B4-S005	f83r	B4	3	das zweite durch den Bogen verbundene Hauptpaar	dain chedy qokeedy	AIN | CHD+Y | OK+EE+DY	PORTION | UMSETZEN · DIES | ANSETZEN · LANG · SCHLUSS	3	0	0	Am zweiten durch den Bogen verbundenen Hauptpaar: Eine Portion als laufenden Posten umsetzen, laenger ansetzen und den Schritt schliessen.	UNCHANGED
B4-S006	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	1	0	0	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	UNCHANGED
B4-S007	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	1	0	0	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	UNCHANGED
B4-S008	f83r	B4	4	das zweite durch den Bogen verbundene Hauptpaar	saiin cheeky sheey qokedy	AIIN | CHK+EE+Y | SH+EE+Y | OK+E+DY	SOLLMASS | WAERMEN · LANG · DIES | HALTEN · LANG · DIES | ANSETZEN · KURZ · SCHLUSS	4	0	0	Am zweiten durch den Bogen verbundenen Hauptpaar: Nach Mass den Posten laenger erwaermen, laenger halten, kurz ansetzen und schliessen.	UNCHANGED
B4-S009	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	shedy	SHED+DY	ABSETZEN · SCHLUSS	1	0	0	Am zweiten durch den Bogen verbundenen Hauptpaar: Absetzen lassen; den Schritt schliessen.	UNCHANGED
B4-S010	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	oldy	OL+DY	WEITER · SCHLUSS	1	0	0	Am zweiten durch den Bogen verbundenen Hauptpaar: Fortsetzen; den Schritt schliessen.	UNCHANGED
B4-S011	f83r	B4	7	die linke offene Randstation	saiin cheky okeeol okain chdy sol lkedy	AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y | OL | L+K+E+DY	SOLLMASS | WAERMEN · KURZ · DIES | ANSETZEN · LANG · WEITER | ANSETZEN · PORTION | UMSETZEN · DIES | WEITER | LEITEN · ZUGEBEN · KURZ · SCHLUSS	7	0	0	An der linken offenen Randstation: Nach Mass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, fortsetzen, kurz weiterleiten und zugeben, dann schliessen.	UNCHANGED
B4-S012	f83r	B4	1	die linke offene Randstation	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	1	0	0	An der linken offenen Randstation: Weiterleiten und umsetzen; den Schritt schliessen.	UNCHANGED
B4-S013	f83r	B4	2	die linke offene Randstation	qokol shedy	OK+OL | SHED+DY	ANSETZEN · WEITER | ABSETZEN · SCHLUSS	2	0	0	An der linken offenen Randstation: Weiter ansetzen; dann absetzen lassen; den Schritt schliessen.	UNCHANGED
B4-S014	f83r	B4	4	die linke offene Randstation	or chey qockhey dairydy	OR | Y | O+CKH+E+Y | AIR+Y+DY	ANSATZ | DIES | ARBEITSGANG · DURCHLASS · KURZ · DIES | WASSER · DIES · SCHLUSS	4	0	0	An der linken offenen Randstation: Den Ansatz als laufenden Posten fuehren; ihn kurz im Arbeitsgang am Durchlass halten, die laufende Fluessigkeit als aktuellen Posten fuehren und schliessen.	UNCHANGED
B4-S015	f83r	B4	6	die linke offene Randstation und die rechte S-Lauf-Mehrfachstation	qokain shey kain chckhal solkey lchedy	OK+AIN | SH+EE+Y | K+AIN | CH+CKH+AL | SOLK+E+Y | L+CHD+DY	ANSETZEN · PORTION | HALTEN · LANG · DIES | ZUGEBEN · PORTION | ENTNEHMEN · DURCHLASS · ZIELSTELLE | SAMMELSTELLE · KURZ · DIES | LEITEN · UMSETZEN · SCHLUSS	6	0	0	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zugeben, durch den Durchlass an der Zielstelle entnehmen, kurz an der Sammelstelle halten, weiterleiten, umsetzen und schliessen.	UNCHANGED
B4-S016	f83r	B4	4	die rechte S-Lauf-Mehrfachstation	qolkain dal skar shedy	OL+K+AIN | AL | K+AR | SHED+DY	WEITER · ZUGEBEN · PORTION | ZIELSTELLE | ZUGEBEN · QUELLE | ABSETZEN · SCHLUSS	4	0	0	An der rechten S-Lauf-Mehrfachstation: Eine Portion weiter zugeben, an der Zielstelle aus der Quelle nachzugeben, absetzen lassen und schliessen.	UNCHANGED
B5-S001	f83r	B5	1	die linke offene Nebenstation	otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	1	0	0	An der linken offenen Nebenstation: Danach umsetzen und den Schritt schliessen.	UNCHANGED
B5-S002	f83r	B5	1	die linke offene Nebenstation	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	1	0	0	An der linken offenen Nebenstation: Ansetzen und umsetzen; den Schritt schliessen.	UNCHANGED
B5-S003	f83r	B5	9	die linke offene Nebenstation	shedal dal cheol lol chdal aiin sol daiiin chedy	SHED+AL | AL | OL | L+OL | CHD+AL | AIIN | OL | DA+IIN | CHD+Y	ABSETZEN · ZIELSTELLE | ZIELSTELLE | WEITER | LEITEN · WEITER | UMSETZEN · ZIELSTELLE | SOLLMASS | WEITER | ZWEIT · ARBEITSSTUFE | UMSETZEN · DIES	8	1	0	An der linken offenen Nebenstation: An der Zielstelle absetzen und dort weiterarbeiten; weiterleiten und fortsetzen, an der Zielstelle umsetzen, nach Sollmass fortsetzen, fuer den zweiten Durchgang bis zur Arbeitsstufe fuehren und den Posten umsetzen.	UNCHANGED
B6-S001	f83r	B6	9	die rechte S-Lauf-Nebenstation	solkeey qekey raly ol daiin ol dain chey ldalor	SOLK+EE+Y | E+K+E+Y | R+AL+Y | OL | AIIN | OL | AIN | Y | L+AL+OR	SAMMELSTELLE · LANG · DIES | KURZ · ZUGEBEN · KURZ · DIES | KUEHLEN · ZIELSTELLE · DIES | WEITER | SOLLMASS | WEITER | PORTION | DIES | LEITEN · ZIELSTELLE · ANSATZ	9	0	0	An der rechten S-Lauf-Nebenstation: Den Posten laenger an der Sammelstelle halten, kurz zugeben, an der Zielstelle kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zur Zielstelle weiterleiten.	UNCHANGED
