locus	page	section	currier	source_lattice_paths	selected_source	literal_decoded	normalized_plaintext_or_record	confidence	alternative_analysis	uncertainty_reason
f107r.39	f107r	S	B	f107r.39|P01|f107r.39|P02|f107r.39|P03	tair cheol cheol kchekain cheear ol oiin cho lkain al oeedy chey	<tair>hh<kchekain><cheear>k<oiin>p<lkain>i<oeedy> 	<tair>hh<kchekain><cheear>k<oiin>p<lkain>i<oeedy> 	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.4	f107r	S	B	f107r.4|P01|f107r.4|P02|f107r.4|P03	teeody chedain qoteey qokar deeoltedy otar ain chady otokcho qoked okchedy	<teeody><chedain><qoteey>j<deeoltedy>br<chady><otokcho><qoked><okchedy>	<teeody><chedain><qoteey>j<deeoltedy>br<chady><otokcho><qoked><okchedy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.40	f107r	S	B	f107r.40|P01|f107r.40|P02	lolkaiin chey qokaiin chal aiin okaiin olkar otair okal okal	<lolkaiin> fmdb<olkar><otair>ee	<lolkaiin> fmdb<olkar><otair>ee	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.41	f107r	S	B	f107r.41|P01|f107r.41|P02|f107r.41|P03	qokaiin ar ockhey qokal otal otam	ft<ockhey>jxq	ft<ockhey>jxq	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.42	f107r	S	B	f107r.42|P01|f107r.42|P02	pcholky sokeey aiin oteey ykchey paichy okeey tain ar arodl kairam	<pcholky><sokeey>dn<ykchey><paichy>u<tain>t<arodl><kairam>	<pcholky><sokeey>dn<ykchey><paichy>u<tain>t<arodl><kairam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.43	f107r	S	B	f107r.43|P01|f107r.43|P02|f107r.43|P03	okeear aithy daiin sheody ykchedy chykaiin otal taiin chotaiin aram	<okeear><aithy>al<ykchedy><chykaiin>x<taiin><chotaiin><aram>	<okeear><aithy>al<ykchedy><chykaiin>x<taiin><chotaiin><aram>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.44	f107r	S	B	f107r.44|P01|f107r.44|P02	ycheodain okeey qokeeody qokaiin	<ycheodain>u<qokeeody>f	<ycheodain>u<qokeeody>f	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.45	f107r	S	B	f107r.45|P01|f107r.45|P02|f107r.45|P03	todky chedy qockhy qokeedy qokokil y chees opal kaiin otaiin otaram	<todky>w<qockhy>j<qokokil>g<chees><opal>op<otaram>	<todky>w<qockhy>j<qokokil>g<chees><opal>op<otaram>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.46	f107r	S	B	f107r.46|P01|f107r.46|P02	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	rl<qodaiin>fkydx<taiin>fx<alkal>	rl<qodaiin>fkydx<taiin>fx<alkal>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.47	f107r	S	B	f107r.47|P01|f107r.47|P02|f107r.47|P03	okain cheey lol loeey aiinal	zl<lol><loeey><aiinal>	zl<lol><loeey><aiinal>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.48	f107r	S	B	f107r.48|P01|f107r.48|P02|f107r.48|P03	fairal chkal lky otain ar kalkal qotain oty lky otaiin ytaiin om	<fairal><chkal><lky>ut<kalkal>rg<lky>p<ytaiin><om>	<fairal><chkal><lky>ut<kalkal>rg<lky>p<ytaiin><om>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.49	f107r	S	B	f107r.49|P01|f107r.49|P02|f107r.49|P03	o alain aifhy chkain okair chtl lkaiin okair chtl raithty	r<alain><aifhy><chkain><okair><chtl>r<okair><chtl><raithty>	r<alain><aifhy><chkain><okair><chtl>r<okair><chtl><raithty>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.5	f107r	S	B	f107r.5|P01|f107r.5|P02	olkchedy tedy oteeey okchedy qokeed qokear chedy chokchedy qokain ar	<olkchedy><tedy><oteeey><okchedy><qokeed><qokear>w<chokchedy>xt	<olkchedy><tedy><oteeey><okchedy><qokeed><qokear>w<chokchedy>xt	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.50	f107r	S	B	f107r.50|P01|f107r.50|P02	chain al lkeey chol taidy qotaiin ytaiin lkl lfchal pchdy pal tar	<chain>i<lkeey>s<taidy>t<ytaiin><lkl><lfchal><pchdy><pal><tar>	<chain>i<lkeey>s<taidy>t<ytaiin><lkl><lfchal><pchdy><pal><tar>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.51	f107r	S	B	f107r.51|P01|f107r.51|P02|f107r.51|P03	sar ain chol olcheey otal otal ol otchy qoky otaily	rrs<olcheey>xxkac<otaily>	rrs<olcheey>xxkac<otaily>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.6	f107r	S	B	f107r.6|P01|f107r.6|P02|f107r.6|P03	okcheey qokeedy chotchedy daiin ar oteey lteey chedaiin okchey otaiin am	<okcheey>j<chotchedy>atn<lteey><chedaiin><okchey>pz	<okcheey>j<chotchedy>atn<lteey><chedaiin><okchey>pz	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.7	f107r	S	B	f107r.7|P01|f107r.7|P02	ytaiin cheotchey okaiin chckhy okeedy otcheey	<ytaiin><cheotchey>bpv<otcheey>	<ytaiin><cheotchey>bpv<otcheey>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.8	f107r	S	B	f107r.8|P01|f107r.8|P02|f107r.8|P03	torshor sheeey oteeol qokeey qokedy lkaiin qokaiin qokar al okiroley	<torshor><sheeey><oteeol>gprfji<okiroley>	<torshor><sheeey><oteeol>gprfji<okiroley>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107r.9	f107r	S	B	f107r.9|P01|f107r.9|P02|f107r.9|P03	okaiin sheey tcheol kain okeey chedy okeedy chdykchedy chey kain an	bl<tcheol><kain>uwv<chdykchedy> <kain><an>	bl<tcheol><kain>uwv<chdykchedy> <kain><an>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.1	f107v	S	B	f107v.1|P01|f107v.1|P02|f107v.1|P03	kaisar olkeeey otalkchy lkaiin otedy qokair lkal chey chody otal cheey	<kaisar><olkeeey><otalkchy>rf<qokair><lkal> ixl	<kaisar><olkeeey><otalkchy>rf<qokair><lkal> ixl	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.10	f107v	S	B	f107v.10|P01|f107v.10|P02	shodaiin shey qokair qokaiin chokedy tain shedy	<shodaiin>j<qokair>f<chokedy><tain>q	<shodaiin>j<qokair>f<chokedy><tain>q	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.11	f107v	S	B	f107v.11|P01|f107v.11|P02	tshedy okal shedy qokchey chky qokeey qotaiin otol qoteedy qopchcfhy	<tshedy>eq<qokchey><chky>gtps<qopchcfhy>	<tshedy>eq<qokchey><chky>gtps<qopchcfhy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.12	f107v	S	B	f107v.12|P01|f107v.12|P02|f107v.12|P03	qokeey lcheol chol kaiin olkal shedy qokaly odar choty qokaiin otam	g<lcheol>so<olkal>q<qokaly><odar><choty>fq	g<lcheol>so<olkal>q<qokaly><odar><choty>fq	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.13	f107v	S	B	f107v.13|P01|f107v.13|P02|f107v.13|P03	ycheey qokain ockheody qokair otal qokaiin otal shoeky qokaiin dalam	<ycheey>x<ockheody><qokair>xfx<shoeky>f<dalam>	<ycheey>x<ockheody><qokair>xfx<shoeky>f<dalam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.14	f107v	S	B	f107v.14|P01|f107v.14|P02	daiin shaiin okaiin qokar qokal qokal cheody qokain okchdy dlkal	a<shaiin>bjjjkx<okchdy><dlkal>	a<shaiin>bjjjkx<okchdy><dlkal>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.15	f107v	S	B	f107v.15|P01|f107v.15|P02	solain qokal okeey lkaiin okain chkal otain chcthy tarairy	<solain>jurz<chkal>ub<tarairy>	<solain>jurz<chkal>ub<tarairy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.16	f107v	S	B	f107v.16|P01|f107v.16|P02|f107v.16|P03	parair okal opchol okal opaiin otedy qokeody tolkal lkar aiiraly	<parair>e<opchol>e<opaiin>f<qokeody><tolkal><lkar><aiiraly>	<parair>e<opchol>e<opaiin>f<qokeody><tolkal><lkar><aiiraly>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.17	f107v	S	B	f107v.17|P01	saiin or ykeear chckhy okaiin okal qoklaiin cheol qokar chey lkam	vo<ykeear>pbe<qoklaiin>hj <lkam>	vo<ykeear>pbe<qoklaiin>hj <lkam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.18	f107v	S	B	f107v.18|P01|f107v.18|P02	qokain qokchey qekchdy okaiin lkl chol raiin otaiin alkaiin dal	x<qokchey><qekchdy>b<lkl>syp<alkaiin>i	x<qokchey><qekchdy>b<lkl>syp<alkaiin>i	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.19	f107v	S	B	f107v.19|P01|f107v.19|P02	soral olaiin chor okaiin chkain okaiin	<soral>gkb<chkain>b	<soral>gkb<chkain>b	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.2	f107v	S	B	f107v.2|P01|f107v.2|P02	daiin dckhy ol daiin chkal qokedy otal chedy oteos aiin otar alkain ol	a<dckhy>ka<chkal>pxw<oteos>db<alkain>k	a<dckhy>ka<chkal>pxw<oteos>db<alkain>k	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.20	f107v	S	B	f107v.20|P01|f107v.20|P02	palar or air kalkal okaiin chpal cheody qopchedy pcholkal opalkam	<palar>oj<kalkal>b<chpal>k<qopchedy><pcholkal><opalkam>	<palar>oj<kalkal>b<chpal>k<qopchedy><pcholkal><opalkam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.21	f107v	S	B	f107v.21|P01|f107v.21|P02|f107v.21|P03	taiin ol kaiin chol kchedy qokol ain air kaiin okal otar otalal	<taiin>kos<kchedy>qrjoeb<otalal>	<taiin>kos<kchedy>qrjoeb<otalal>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.22	f107v	S	B	f107v.22|P01|f107v.22|P02|f107v.22|P03	dar alol olaiin olkal chol chdar	l<alol>g<olkal>s<chdar>	l<alol>g<olkal>s<chdar>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.23	f107v	S	B	f107v.23|P01|f107v.23|P02|f107v.23|P03	palchar ar akaiiky char raikchy opchain opalkar otal otar alky	<palchar>t<akaiiky>c<raikchy><opchain><opalkar>xb<alky>	<palchar>t<akaiiky>c<raikchy><opchain><opalkar>xb<alky>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.24	f107v	S	B	f107v.24|P01|f107v.24|P02	dain olaiin chol olkain lkaiin	pgs<olkain>r	pgs<olkain>r	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.25	f107v	S	B	f107v.25|P01|f107v.25|P02|f107v.25|P03	kaolkar kolkar okeol qokeor al tody opchey oty al ky pchey ram	<kaolkar><kolkar>c<qokeor>i<tody><opchey>gi<ky><pchey><ram>	<kaolkar><kolkar>c<qokeor>i<tody><opchey>gi<ky><pchey><ram>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.26	f107v	S	B	f107v.26|P01|f107v.26|P02|f107v.26|P03	oraiin sheor qokain cheody qokain otal okaiin olkeeor ar al oldy	<oraiin>sxkxxb<olkeeor>ti<oldy>	<oraiin>sxkxxb<olkeeor>ti<oldy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.27	f107v	S	B	f107v.27|P01|f107v.27|P02|f107v.27|P03	dal okain okchey qokshy okol lkshedy taraiin sho qokar cheey qokam	iz<okchey><qokshy>v<lkshedy><taraiin>ljl<qokam>	iz<okchey><qokshy>v<lkshedy><taraiin>ljl<qokam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.28	f107v	S	B	f107v.28|P01|f107v.28|P02|f107v.28|P03	ycheor cheol lcheedy raraiin	<ycheor>h<lcheedy><raraiin>	<ycheor>h<lcheedy><raraiin>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.29	f107v	S	B	f107v.29|P01|f107v.29|P02|f107v.29|P03	tolkeeedy okeol cheody qokeey qokchedy qotyshey qcthey lty ltam	<tolkeeedy>ckg<qokchedy><qotyshey><qcthey><lty><ltam>	<tolkeeedy>ckg<qokchedy><qotyshey><qcthey><lty><ltam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.3	f107v	S	B	f107v.3|P01|f107v.3|P02|f107v.3|P03	sain ain aiiin qokaiin shol kal qokar al ochedy lkaiin otal olkiir alody	mr<aiiin>fp<kal>ji<ochedy>rx<olkiir><alody>	mr<aiiin>fp<kal>ji<ochedy>rx<olkiir><alody>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.30	f107v	S	B	f107v.30|P01|f107v.30|P02	okain ol okaiin lkeody otaiin chol lkaiin lkeeey qokaiin chey qoky	zkb<lkeody>psr<lkeeey>f c	zkb<lkeody>psr<lkeeey>f c	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.31	f107v	S	B	f107v.31|P01|f107v.31|P02|f107v.31|P03	sokod chey lkaiin chedy qeokeody qokeedy rary	<sokod> rw<qeokeody>j<rary>	<sokod> rw<qeokeody>j<rary>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.32	f107v	S	B	f107v.32|P01|f107v.32|P02|f107v.32|P03	toy oaiin okeeody okaiin otaiin otchey qokaiin okedy qokam	<toy><oaiin><okeeody>bp<otchey>fc<qokam>	<toy><oaiin><okeeody>bp<otchey>fc<qokam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.33	f107v	S	B	f107v.33|P01|f107v.33|P02|f107v.33|P03	orain chol qodaiin odain aiin okain chkaly raiin ykaiin aldy	<orain>s<qodaiin><odain>dz<chkaly>ys<aldy>	<orain>s<qodaiin><odain>dz<chkaly>ys<aldy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.34	f107v	S	B	f107v.34|P01|f107v.34|P02|f107v.34|P03	dyair chey lkeey lchedy raiin sheey	<dyair> <lkeey>vyl	<dyair> <lkeey>vyl	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.35	f107v	S	B	f107v.35|P01|f107v.35|P02	polchedy olkeey lkey chcthy lkar shedy qokaiin chedy qokeedy lol	<polchedy><olkeey><lkey>b<lkar>qfwj<lol>	<polchedy><olkeey><lkey>b<lkar>qfwj<lol>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.36	f107v	S	B	f107v.36|P01|f107v.36|P02|f107v.36|P03	tol chey lcheor sheol qokaiin olkeedy okar ar olkain odain	<tol> <lcheor>vfpxt<olkain><odain>	<tol> <lcheor>vfpxt<olkain><odain>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.37	f107v	S	B	f107v.37|P01|f107v.37|P02|f107v.37|P03	poraiin okal chedy qolkeey lpcheedy qokol rol keedy okaiin otary	<poraiin>ew<qolkeey><lpcheedy>q<rol>mb<otary>	<poraiin>ew<qolkeey><lpcheedy>q<rol>mb<otary>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.38	f107v	S	B	f107v.38|P01	dain okchey qokchey qokaiin olkeey qokol oteey oteey lkain	p<okchey><qokchey>f<olkeey>qnn<lkain>	p<okchey><qokchey>f<olkeey>qnn<lkain>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.39	f107v	S	B	f107v.39|P01|f107v.39|P02|f107v.39|P03	okain cheor olkaiin oain cheary raiin okaiin odaiin okaiin y	zy<olkaiin><oain><cheary>ybhbg	zy<olkaiin><oain><cheary>ybhbg	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.4	f107v	S	B	f107v.4|P01|f107v.4|P02	dain cheky okechy qokain shocthy otaiin alkaiin	pt<okechy>x<shocthy>p<alkaiin>	pt<okechy>x<shocthy>p<alkaiin>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.40	f107v	S	B	f107v.40|P01|f107v.40|P02	chokeey qokey qokaiii lor aiin aiily	<chokeey>e<qokaiii><lor>d<aiily>	<chokeey>e<qokaiii><lor>d<aiily>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.41	f107v	S	B	f107v.41|P01|f107v.41|P02|f107v.41|P03	pokar ar keey okeeo lcheey qokchey oteey lkeeol lkeedy qokeey lkain	<pokar>t<keey><okeeo><lcheey><qokchey>n<lkeeol><lkeedy>g<lkain>	<pokar>t<keey><okeeo><lcheey><qokchey>n<lkeeol><lkeedy>g<lkain>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.42	f107v	S	B	f107v.42|P01|f107v.42|P02|f107v.42|P03	orain oloeeey qokain	<orain><oloeeey>x	<orain><oloeeey>x	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.43	f107v	S	B	f107v.43|P01|f107v.43|P02|f107v.43|P03	pol keeeo kaiis qokeey chckhy lkchaly lkeey opchey rar aiin cheokaly	<pol><keeeo><kaiis>gp<lkchaly><lkeey><opchey><rar>d<cheokaly>	<pol><keeeo><kaiis>gp<lkchaly><lkeey><opchey><rar>d<cheokaly>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.44	f107v	S	B	f107v.44|P01|f107v.44|P02|f107v.44|P03	kaich ol air arody qokeey qokeey	<kaich>kj<arody>gg	<kaich>kj<arody>gg	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.45	f107v	S	B	f107v.45|P01|f107v.45|P02	porain okain okechdy dal keeedal shedy okeeolkcheey lkar aiin al	<porain>z<okechdy>i<keeedal>q<okeeolkcheey><lkar>di	<porain>z<okechdy>i<keeedal>q<okeeolkcheey><lkar>di	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.46	f107v	S	B	f107v.46|P01|f107v.46|P02|f107v.46|P03	soain aiin chey qolaiin al chedy kedy qoteey oteey qokeeylkain	<soain>d <qolaiin>iw<kedy><qoteey>n<qokeeylkain>	<soain>d <qolaiin>iw<kedy><qoteey>n<qokeeylkain>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.47	f107v	S	B	f107v.47|P01|f107v.47|P02|f107v.47|P03	y cheey qokeey okeoteey qokey qokey qokeey daiin y okeey odain	glg<okeoteey>eegagu<odain>	glg<okeoteey>eegagu<odain>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.48	f107v	S	B	f107v.48|P01|f107v.48|P02|f107v.48|P03	oteedy qokey qokeedy chody chey qoky oteey otain chey aiinal	weji cnu <aiinal>	weji cnu <aiinal>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.49	f107v	S	B	f107v.49|P01|f107v.49|P02|f107v.49|P03	ycheosaiin oekey chey qokeey ycheey dy qoy	<ycheosaiin><oekey> g<ycheey>c<qoy>	<ycheosaiin><oekey> g<ycheey>c<qoy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.5	f107v	S	B	f107v.5|P01|f107v.5|P02|f107v.5|P03	tol sheockhedy qotol chdor otechdy teol tedaiin opchedy qopchdy ytar aiim	<tol><sheockhedy><qotol><chdor><otechdy><teol><tedaiin>r<qopchdy><ytar><aiim>	<tol><sheockhedy><qotol><chdor><otechdy><teol><tedaiin>r<qopchdy><ytar><aiim>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.6	f107v	S	B	f107v.6|P01|f107v.6|P02|f107v.6|P03	paiin okaiin qokaiy olkeedy qokeey qotaiin oky lkal okaiin aiin qokaldy	<paiin>b<qokaiy>pgtv<lkal>bd<qokaldy>	<paiin>b<qokaiy>pgtv<lkal>bd<qokaldy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.7	f107v	S	B	f107v.7|P01|f107v.7|P02	taiin cheockhy chain qokain	<taiin><cheockhy><chain>x	<taiin><cheockhy><chain>x	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.8	f107v	S	B	f107v.8|P01|f107v.8|P02	polcheolkain qokair okeol qokol qokaiin opcheol qotedy ltedy otedam	<polcheolkain><qokair>cqf<opcheol>f<ltedy><otedam>	<polcheolkain><qokair>cqf<opcheol>f<ltedy><otedam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f107v.9	f107v	S	B	f107v.9|P01|f107v.9|P02|f107v.9|P03	saiin shey kedy qokain qokedy qokaiin ylkaiin qoky lkal tar aty	vj<kedy>xpf<ylkaiin>c<lkal><tar><aty>	vj<kedy>xpf<ylkaiin>c<lkal><tar><aty>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f108r.1	f108r	S	B	f108r.1|P01|f108r.1|P02|f108r.1|P03	teodeear qopchety okeeoly okchdpchy todashx opasy olpair ody otedy kedydy	<teodeear><qopchety><okeeoly><okchdpchy><todashx><opasy><olpair><ody>f<kedydy>	<teodeear><qopchety><okeeoly><okchdpchy><todashx><opasy><olpair><ody>f<kedydy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f108r.10	f108r	S	B	f108r.10|P01|f108r.10|P02|f108r.10|P03	taiin shkeedy qoteey oteey ykeol ykeedy chekar qokeeodaiin okeyty ody	<taiin><shkeedy><qoteey>n<ykeol><ykeedy><chekar><qokeeodaiin><okeyty><ody>	<taiin><shkeedy><qoteey>n<ykeol><ykeedy><chekar><qokeeodaiin><okeyty><ody>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f108r.11	f108r	S	B	f108r.11|P01|f108r.11|P02|f108r.11|P03	teodeey ar aiin okeey qetchdy oteeody okaiin ykeeo dain otal aiin oly	<teodeey>tdu<qetchdy><oteeody>b<ykeeo>pxdo	<teodeey>tdu<qetchdy><oteeody>b<ykeeo>pxdo	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f108r.12	f108r	S	B	f108r.12|P01|f108r.12|P02	tshey okchey dain aloiin ocheey qokaiin chlam okaiin okal kain alam	<tshey><okchey>p<aloiin><ocheey>f<chlam>be<kain><alam>	<tshey><okchey>p<aloiin><ocheey>f<chlam>be<kain><alam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f108r.13	f108r	S	B	f108r.13|P01|f108r.13|P02|f108r.13|P03	ykeey raiin ar ail odaiin	wyt<ail>h	wyt<ail>h	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f108r.14	f108r	S	B	f108r.14|P01|f108r.14|P02|f108r.14|P03	polchal shol qokar shedy pcholy qokal opchdy ofal shor qokaiin otalod	<polchal>pjq<pcholy>j<opchdy><ofal>nf<otalod>	<polchal>pjq<pcholy>j<opchdy><ofal>nf<otalod>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f108r.15	f108r	S	B	f108r.15|P01|f108r.15|P02|f108r.15|P03	orain cheey chey qokeey chedy okchedy qoeedy qockhey diir ain okain	<orain>l gw<okchedy><qoeedy><qockhey><diir>rz	<orain>l gw<okchedy><qoeedy><qockhey><diir>rz	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f108r.16	f108r	S	B	f108r.16|P01|f108r.16|P02|f108r.16|P03	saithy olkaiin chckhy daiin dal daiin	<saithy><olkaiin>paia	<saithy><olkaiin>paia	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f108r.17	f108r	S	B	f108r.17|P01|f108r.17|P02	fcheokair okedaiin chedy qokeed okain chdy laiin ofar chedy tedam	<fcheokair><okedaiin>w<qokeed>zp<laiin><ofar>w<tedam>	<fcheokair><okedaiin>w<qokeed>zp<laiin><ofar>w<tedam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f108r.18	f108r	S	B	f108r.18|P01|f108r.18|P02|f108r.18|P03	okeedy lkal daiin ykchedy qokol chedy qokedy lkedy okalol csedly	v<lkal>a<ykchedy>qwp<lkedy><okalol><csedly>	v<lkal>a<ykchedy>qwp<lkedy><okalol><csedly>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f108r.19	f108r	S	B	f108r.19|P01|f108r.19|P02|f108r.19|P03	dchedy okeedar shchy okol kedy okeedy chal raiin otedy chtal om	<dchedy><okeedar><shchy>v<kedy>vmyf<chtal><om>	<dchedy><okeedar><shchy>v<kedy>vmyf<chtal><om>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f108r.2	f108r	S	B	f108r.2|P01|f108r.2|P02|f108r.2|P03	qokeedy chokedy chockhed qokeor shedy otal otaiin otedy qokechy ofchdy qody	j<chokedy><chockhed><qokeor>qxpf<qokechy><ofchdy><qody>	j<chokedy><chockhed><qokeor>qxpf<qokechy><ofchdy><qody>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f108r.20	f108r	S	B	f108r.20|P01|f108r.20|P02|f108r.20|P03	dain chey qokeedy cholcheey dalkar okedy	p j<cholcheey><dalkar>c	p j<cholcheey><dalkar>c	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f108r.21	f108r	S	B	f108r.21|P01|f108r.21|P02|f108r.21|P03	qolshy qoeedy lkealshedy shokal keedy qotedy qopchedy otal dkedam	<qolshy><qoeedy><lkealshedy><shokal>mf<qopchedy>x<dkedam>	<qolshy><qoeedy><lkealshedy><shokal>mf<qopchedy>x<dkedam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f108r.22	f108r	S	B	f108r.22|P01|f108r.22|P02	dcheol shol dal qokaiin otal ol shedy qokey chey lor aiin okeeam	<dcheol>pifxkqe <lor>d<okeeam>	<dcheol>pifxkqe <lor>d<okeeam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f108r.23	f108r	S	B	f108r.23|P01|f108r.23|P02|f108r.23|P03	ykeol chey okain charain	<ykeol> z<charain>	<ykeol> z<charain>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f108r.24	f108r	S	B	f108r.24|P01|f108r.24|P02|f108r.24|P03	folaiin shkhy qokal lkedy qotedy qoked qotedy okal chdar al char aiin	<folaiin><shkhy>j<lkedy>f<qoked>fe<chdar>icd	<folaiin><shkhy>j<lkedy>f<qoked>fe<chdar>icd	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
