action_case_id	page	locus	action_clause_id	action_clause_start	action_clause_end	action_clause_surfaces	action_ordinal	action_surface	action_gloss_de	right_clause_id	right_clause_type	right_clause_start	right_clause_end	right_first_ordinal	right_first_surface	right_first_gloss_de	right_dispatch	right_confidence	intervening_semantic_items	candidate_id	candidate_decision	full_clause_then_first_item_exact	word_delta	status
A053	f77v	f77v.7	5	5	5	ycheedy	5	ycheedy	hiervon bis zur Endstufe trocknen	6	NOMINAL_BLOCK	6	10	6	okedy	heißer Ansatz, Mittelstufe erreicht	NOMINAL_FINISHED_RESULT_STATE	HIGH	0	F007	HOLD_OPEN	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A054	f77v	f77v.7	7	11	11	qolky	11	qolky	leicht erhitzten Drogenstoff hinzugeben	NONE	END_OF_LINE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A055	f7r	f7r.2	1	1	1	dcheey	1	dcheey	eine Dosis vollständig trocknen und abschließen	2	NOMINAL_BLOCK	2	4	2	keo	Ansatz auf mittlerer Heizstufe	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A056	f7r	f7r.2	3	5	5	dold	5	dold	Drogenstoff abmessen und abschließen	4	NOMINAL_BLOCK	6	9	6	dchey	fertige abgemessene Mittelstufen-Trockenportion	NOMINAL_FINISHED_MIDDLE_DRY_PORTION	HIGH	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A057	f80r	f80r.17	2	3	3	sheky	3	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	3	NOMINAL_BLOCK	4	5	4	shkeol	eingeweichter Drogenstoff, bis Mittelstufe erhitzt	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A058	f80r	f80r.17	4	6	6	sheky	6	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	5	ACTION_CLAUSE	7	7	7	chetain	bis Mittelstufe trocknen, dann auf Kühlstufe II bringen	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A059	f80r	f80r.17	5	7	7	chetain	7	chetain	bis Mittelstufe trocknen, dann auf Kühlstufe II bringen	6	NOMINAL_BLOCK	8	10	8	ol	Grundansatz	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A060	f80r	f80r.17	7	11	11	sheky	11	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	8	NOMINAL_BLOCK	12	12	12	qokal	Rohstoffklasse I, heiß am Gradanfang	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A061	f80r	f80r.17	9	13	13	da	13	da	eine Teilmenge abmessen	NONE	END_OF_LINE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A062	f80v	f80v.35	2	4	5	y|qol	5	qol	Drogenstoff zugeben	3	ACTION_CLAUSE	6	6	6	qol	Drogenstoff zugeben	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A063	f80v	f80v.35	3	6	6	qol	6	qol	Drogenstoff zugeben	4	NOMINAL_BLOCK	7	12	7	kain	heiß, Grad II	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A064	f83v	f83v.12	2	4	4	lldar	4	lldar	Anteil I der Holzdroge abmessen	3	NOMINAL_BLOCK	5	11	5	cheey	trocken am Ende des Grades	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A065	f86v3	f86v3.13	2	3	3	tcheody	3	tcheody	abkühlen, bis zur Mittelstufe trocknen und ansetzen	3	NOMINAL_BLOCK	4	9	4	qokain	heiß, Grad II	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A066	f86v3	f86v3.13	4	10	10	qokady	10	qokady	einen gleichen Teil erhitzen	5	NOMINAL_BLOCK	11	11	11	cholkain	Trockengut, heiß auf Stufe II	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A067	f86v3	f86v3.18	2	4	4	qopchol	4	qopchol	nimm getrockneten Pulverstoff	3	NOMINAL_BLOCK	5	7	5	shol	feucht	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A068	f86v3	f86v3.19	1	1	1	dchey	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	NOMINAL_BLOCK	2	2	2	otain	kalter Ansatz, Grad II	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A069	f86v3	f86v3.19	3	3	3	olkechy	3	olkechy	Holzansatz mäßig erhitzen, trocknen und abschließen	4	ACTION_CLAUSE	4	4	4	qokam	nimm ein Maß und erhitze es	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A070	f86v3	f86v3.19	4	4	4	qokam	4	qokam	nimm ein Maß und erhitze es	5	NOMINAL_BLOCK	5	10	5	chol	trocken	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A071	f86v5	f86v5.2	2	7	7	qopchol	7	qopchol	nimm getrockneten Pulverstoff	3	NOMINAL_BLOCK	8	9	8	tal	Rohstoffklasse I, kalt am Gradanfang	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A072	f86v5	f86v5.2	4	10	10	ytol	10	ytol	kühle hiervon den Drogenstoff ab	5	NOMINAL_BLOCK	11	12	11	otam	ein Maß kalten Ansatzes	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A073	f86v5	f86v5.24	2	3	3	ykain	3	ykain	erhitze hiervon auf Stufe II	3	NOMINAL_BLOCK	4	9	4	okal	Rohstoffklasse I im heißen Ansatz, Gradanfang	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A074	f86v5	f86v5.4	1	1	1	ypchesy	1	ypchesy	hiervon Samenpulver bis zur Mittelstufe trocknen	2	NOMINAL_BLOCK	2	11	2	oky	heißer Ansatz am Anfang des Grades	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A075	f86v6	f86v6.25	1	1	1	yteedy	1	yteedy	hiervon bis zur Endstufe abkühlen	2	NOMINAL_BLOCK	2	3	2	qokar	heißer Drogenanteil I	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A076	f86v6	f86v6.25	3	4	4	qodar	4	qodar	Drogenanteil I abmessen	4	ACTION_CLAUSE	5	5	5	ykaiin	erhitze hiervon auf Stufe III	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A077	f86v6	f86v6.25	4	5	5	ykaiin	5	ykaiin	erhitze hiervon auf Stufe III	5	NOMINAL_BLOCK	6	10	6	or	Drogenportion	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A078	f86v6	f86v6.31	2	10	10	otytam	10	otytam	aus dem Kaltansatz ein Maß nehmen und erneut kühlen	3	NOMINAL_BLOCK	11	11	11	orom	eine Handvoll Drogenmaterial als Portion	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A079	f88r	f88r.19	1	1	1	dchey	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	NOMINAL_BLOCK	2	3	2	chokol	heißer Absud aus Trockengut	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A080	f88r	f88r.19	3	4	4	qoekol	4	qoekol	heißen Drogenstoff der Mittelstufe zugeben	4	ACTION_CLAUSE	5	5	5	qoekol	heißen Drogenstoff der Mittelstufe zugeben	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A081	f88r	f88r.19	4	5	5	qoekol	5	qoekol	heißen Drogenstoff der Mittelstufe zugeben	5	ACTION_CLAUSE	6	6	6	qockhol	Drogenstoff aus Arzneikompositum zugeben	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A082	f88r	f88r.19	5	6	6	qockhol	6	qockhol	Drogenstoff aus Arzneikompositum zugeben	6	NOMINAL_BLOCK	7	8	7	okol	heißer Ansatzstoff	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
A083	f8r	f8r.15	1	1	1	dchey	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	NOMINAL_BLOCK	2	10	2	ckhol	Drogenstoff aus Arzneikompositum	NOT_IN_GDT687_TARGET_DECK	NONE	0	NONE	OUTSIDE_FINISHED_RESULT_GATE	1	0	PASS_V76_83_ACTION_RIGHT_CONTEXTS__60_NOMINAL_15_ACTION_8_EOS__7_FINISHED_STATE_FIRSTS__3_LOCAL_READS_4_OPEN__C013_C014_ADDED__ZERO_WORD_DELTA
