global_ordinal	line_ordinal	page	locus	token_index	eva	section	language	hand	v48_line_surface_match	route	review_class	review_position	raw_v48_unknown_before	working_meaning_de	contextual_render_de	composition	semantic_features	confidence	meaning_source	scope_state	baseline_v48_gloss_de	baseline_v48_source	baseline_v48_scope_state	value_attachment	explicit_action	explicit_action_de
58	9	f81r	f81r.9	1	qoteesy	B	B	2	1	ROLE_COMPOSED_REVIEW	P	1	1	Arzneispecies vollständig abkühlen und abschließen	Arzneispecies vollständig abkühlen und abschließen	QO_COMMAND+T_COLD+EE_END+S_TERM_SPECIES+Y_START_OR_CLOSE	ACTION+MATERIAL	MEDIUM	GDT674_RAW_UNKNOWN_REVIEW_CARD	PAGE_LOCAL_REVIEW_NOT_PROMOTED	[qoteesy:?]	OPEN	UNKNOWN_SURFACE	0	0	NONE
59	9	f81r	f81r.9	2	qotedy	B	B	2	1	INHERITED_V48	E	0	0	kalt in der Mitte des Grades, abgeschlossen	kalt in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	READER_BOUNDARY_UNSTABLE	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	kalt in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	0	0	NONE
60	9	f81r	f81r.9	3	qokeedy	B	B	2	1	INHERITED_V48	E	0	0	heiß am Ende des Grades, abgeschlossen	heiß am Ende des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	READER_BOUNDARY_UNSTABLE	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	heiß am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	0	0	NONE
61	9	f81r	f81r.9	4	chcphey	B	B	2	1	ROLE_COMPOSED_REVIEW	P	1	1	Arzneikompositum bis zur Mittelstufe trocknen und abschließen	Arzneikompositum bis zur Mittelstufe trocknen und abschließen	CH_DRY+CPH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	ACTION+STAGE+MATERIAL	HIGH	GDT674_RAW_UNKNOWN_REVIEW_CARD	PAGE_LOCAL_REVIEW_NOT_PROMOTED	[chcphey:?]	OPEN	UNKNOWN_SURFACE	0	0	NONE
62	10	f81r	f81r.10	1	chol	B	B	2	1	INHERITED_V48	E	0	0	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	INHERITED_V48_LINE_CARD	STATE	KNOWN_CONTEXT_LICENSED	V13:DRY_OL_FORM	KNOWN_CONTEXT_LICENSED	trocken; nominal trockenes Gut/Material	V13:DRY_OL_FORM	KNOWN_CONTEXT_LICENSED	0	0	NONE
63	10	f81r	f81r.10	2	dain	B	B	2	1	INHERITED_V48	E	0	0	Qualitätsgrad II	Qualitätsstufe II des trockenen Materials	INHERITED_V48_LINE_CARD	STATE	KNOWN_CONTEXT_LICENSED	V13:CONTEXTUAL_VALUE_SERIES	KNOWN_CONTEXT_LICENSED	Qualitätsgrad II	V13:CONTEXTUAL_VALUE_SERIES	KNOWN_CONTEXT_LICENSED	1	0	NONE
64	10	f81r	f81r.10	3	otedy	B	B	2	1	INHERITED_V48	E	0	0	kalter Ansatz in der Mitte des Grades, abgeschlossen	kalter Ansatz in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+MATERIAL+STATE	READER_BOUNDARY_UNSTABLE	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	kalter Ansatz in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	0	0	NONE
65	10	f81r	f81r.10	4	cheey	B	B	2	1	INHERITED_V48	E	0	0	trocken am Ende des Grades	trocken am Ende des Grades	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	trocken am Ende des Grades	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
66	10	f81r	f81r.10	5	qotain	B	B	2	1	INHERITED_V48	E	0	0	kalt im qo-Rahmen, Grad II	kalt im qo-Rahmen, Grad II	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_CONTEXT_LICENSED	V13:QUALITY_DEGREE_SERIES	KNOWN_CONTEXT_LICENSED	kalt im qo-Rahmen, Grad II	V13:QUALITY_DEGREE_SERIES	KNOWN_CONTEXT_LICENSED	0	0	NONE
67	10	f81r	f81r.10	6	ly	B	B	2	1	INHERITED_V48	E	0	0	rohes Drogenholz	rohes Drogenholz	INHERITED_V48_LINE_CARD	MATERIAL	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_EXACT_WHOLE	rohes Drogenholz	V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_EXACT_WHOLE	0	0	NONE
68	11	f81r	f81r.11	1	olsheol	B	B	2	1	INHERITED_V48	E	0	0	eingeweichte Holzdroge im Ansatz	eingeweichte Holzdroge im Ansatz	INHERITED_V48_LINE_CARD	MATERIAL+STATE	READER_BOUNDARY_UNSTABLE	GDT664:EXACT_WHOLE:olsheol	READER_BOUNDARY_UNSTABLE	eingeweichte Holzdroge im Ansatz	GDT664:EXACT_WHOLE:olsheol	READER_BOUNDARY_UNSTABLE	0	0	NONE
69	11	f81r	f81r.11	2	olkedy	B	B	2	1	INHERITED_V48	E	0	0	erhitzte Drogenbasis, fertig	erhitzte Drogenbasis, fertig	INHERITED_V48_LINE_CARD	MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT662:EXACT_WHOLE:olkedy	KNOWN_EXACT_WHOLE	erhitzte Drogenbasis, fertig	GDT662:EXACT_WHOLE:olkedy	KNOWN_EXACT_WHOLE	0	0	NONE
70	11	f81r	f81r.11	3	sheckhedy	B	B	2	1	INHERITED_V48	E	0	0	feuchtes Arzneikompositum in der Gradmitte, abgeschlossen	feuchtes Arzneikompositum in der Gradmitte, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+MATERIAL+STATE	READER_BOUNDARY_UNSTABLE	GDT651:REVISED_FOUR_SHELL_CKH_GRID	READER_BOUNDARY_UNSTABLE	feuchtes Arzneikompositum in der Gradmitte, abgeschlossen	GDT651:REVISED_FOUR_SHELL_CKH_GRID	READER_BOUNDARY_UNSTABLE	0	0	NONE
71	11	f81r	f81r.11	4	oltedy	B	B	2	1	INHERITED_V48	E	0	0	kalte Drogenbasis, Mittelstufe erreicht	kalte Drogenbasis, Mittelstufe erreicht	INHERITED_V48_LINE_CARD	STAGE+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT663:EXACT_WHOLE:oltedy	KNOWN_EXACT_WHOLE	kalte Drogenbasis, Mittelstufe erreicht	GDT663:EXACT_WHOLE:oltedy	KNOWN_EXACT_WHOLE	0	0	NONE
72	12	f81r	f81r.12	1	ychedy	B	B	2	1	INHERITED_V48	E	0	0	Eintrag: getrocknete Droge, fertig	Eintrag: getrocknete Droge, fertig	INHERITED_V48_LINE_CARD	MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT663:EXACT_WHOLE:ychedy	KNOWN_EXACT_WHOLE	Eintrag: getrocknete Droge, fertig	GDT663:EXACT_WHOLE:ychedy	KNOWN_EXACT_WHOLE	0	0	NONE
73	12	f81r	f81r.12	2	tedy	B	B	2	1	INHERITED_V48	E	0	0	kalt in der Mitte des Grades, abgeschlossen	kalt in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	kalt in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
74	12	f81r	f81r.12	3	ol	B	B	2	1	INHERITED_V48	E	0	0	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	INHERITED_V48_LINE_CARD	MATERIAL	AMBIGUOUS_ACTIVE_RIVAL	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	0	0	NONE
75	12	f81r	f81r.12	4	sheedy	B	B	2	1	INHERITED_V48	E	0	0	feucht am Ende des Grades, abgeschlossen	feucht am Ende des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	feucht am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
76	12	f81r	f81r.12	5	qokeey	B	B	2	1	INHERITED_V48	E	0	0	heiß am Ende des Grades	heiß am Ende des Grades	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	heiß am Ende des Grades	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
77	12	f81r	f81r.12	6	loly	B	B	2	1	INHERITED_V48	E	0	0	seihe den Holzabsud ab	seihe den Holzabsud ab	INHERITED_V48_LINE_CARD	MATERIAL	KNOWN_EXACT_WHOLE	GDT664:EXACT_WHOLE:loly	KNOWN_EXACT_WHOLE	seihe den Holzabsud ab	GDT664:EXACT_WHOLE:loly	KNOWN_EXACT_WHOLE	0	1	seihe den Holzabsud ab
78	13	f81r	f81r.13	1	dchol	B	B	2	1	INHERITED_V48	E	0	0	Maß trockenen Materials	Maß trockenen Materials	INHERITED_V48_LINE_CARD	QUANTITY+STATE	KNOWN_EXACT_WHOLE	GDT639:ROUND_02	KNOWN_EXACT_WHOLE	Maß trockenen Materials	GDT639:ROUND_02	KNOWN_EXACT_WHOLE	0	0	NONE
79	13	f81r	f81r.13	2	shedy	B	B	2	1	INHERITED_V48	E	0	0	feucht in der Mitte des Grades, abgeschlossen	feucht in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	READER_BOUNDARY_UNSTABLE	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	0	0	NONE
80	13	f81r	f81r.13	3	qotedy	B	B	2	1	INHERITED_V48	E	0	0	kalt in der Mitte des Grades, abgeschlossen	kalt in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	READER_BOUNDARY_UNSTABLE	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	kalt in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	0	0	NONE
81	13	f81r	f81r.13	4	qol	B	B	2	1	INHERITED_V48	E	0	0	Drogenstoff zugeben	Drogenstoff zugeben	INHERITED_V48_LINE_CARD	ACTION+MATERIAL	KNOWN_EXACT_WHOLE	GDT662:EXACT_WHOLE:qol	KNOWN_EXACT_WHOLE	Drogenstoff zugeben	GDT662:EXACT_WHOLE:qol	KNOWN_EXACT_WHOLE	0	1	Drogenstoff zugeben
82	13	f81r	f81r.13	5	chedy	B	B	2	1	INHERITED_V48	E	0	0	trocken in der Mitte des Grades, abgeschlossen	trocken in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	READER_BOUNDARY_UNSTABLE	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	0	0	NONE
83	13	f81r	f81r.13	6	chetyry	B	B	2	1	INHERITED_V48	E	0	0	getrocknete, abgekühlte Rohwurzel	getrocknete, abgekühlte Rohwurzel	INHERITED_V48_LINE_CARD	MATERIAL+STATE	READER_BOUNDARY_UNSTABLE	GDT663:EXACT_WHOLE:chetyry	READER_BOUNDARY_UNSTABLE	getrocknete, abgekühlte Rohwurzel	GDT663:EXACT_WHOLE:chetyry	READER_BOUNDARY_UNSTABLE	0	0	NONE
84	14	f81r	f81r.14	1	qokechedy	B	B	2	1	INHERITED_V48	E	0	0	erhitze bis zur Mittelstufe, trockne bis zur Mittelstufe und schließe ab	erhitze bis zur Mittelstufe, trockne bis zur Mittelstufe und schließe ab	INHERITED_V48_LINE_CARD	STAGE	READER_BOUNDARY_UNSTABLE	GDT665:EXACT_WHOLE:qokechedy	READER_BOUNDARY_UNSTABLE	erhitze bis zur Mittelstufe, trockne bis zur Mittelstufe und schließe ab	GDT665:EXACT_WHOLE:qokechedy	READER_BOUNDARY_UNSTABLE	0	1	erhitze bis zur Mittelstufe, trockne bis zur Mittelstufe und schließe ab
85	14	f81r	f81r.14	2	qolsheedy	B	B	2	1	ROLE_COMPOSED_REVIEW	P	1	1	vollständig eingeweichten Drogenstoff zugeben und fertigstellen	vollständig eingeweichten Drogenstoff zugeben und fertigstellen	QOL_ADD+SH_MOIST+EE_END+DY_FINISHED	ACTION+MATERIAL+STATE	HIGH	GDT674_RAW_UNKNOWN_REVIEW_CARD	PAGE_LOCAL_REVIEW_NOT_PROMOTED	[qolsheedy:?]	OPEN	UNKNOWN_SURFACE	0	0	NONE
86	14	f81r	f81r.14	3	or	B	B	2	1	INHERITED_V48	E	0	0	Drogenportion	Drogenportion	INHERITED_V48_LINE_CARD	MATERIAL	READER_BOUNDARY_UNSTABLE	GDT654:REVISE_AMBIGUOUS_TO_EXACT	READER_BOUNDARY_UNSTABLE	Drogenportion	GDT654:REVISE_AMBIGUOUS_TO_EXACT	READER_BOUNDARY_UNSTABLE	0	0	NONE
87	14	f81r	f81r.14	4	ain	B	B	2	1	INHERITED_V48	E	0	0	Menge-/Klassenwert II	Klasse II der unmittelbar vorangehenden Portion	INHERITED_V48_LINE_CARD	QUANTITY	READER_BOUNDARY_UNSTABLE	V13:VALUE_MINIM_SERIES	READER_BOUNDARY_UNSTABLE	Menge-/Klassenwert II	V13:VALUE_MINIM_SERIES	READER_BOUNDARY_UNSTABLE	1	0	NONE
88	14	f81r	f81r.14	5	arol	B	B	2	1	INHERITED_V48	E	0	0	Grundauszug, Fraktion I	Grundauszug, Fraktion I	INHERITED_V48_LINE_CARD	QUANTITY	KNOWN_EXACT_WHOLE	GDT664:EXACT_WHOLE:arol	KNOWN_EXACT_WHOLE	Grundauszug, Fraktion I	GDT664:EXACT_WHOLE:arol	KNOWN_EXACT_WHOLE	0	0	NONE
89	14	f81r	f81r.14	6	oeeedy	B	B	2	1	ROLE_COMPOSED_REVIEW	P	1	1	Ansatz lange oder bis zur letzten Stufe ruhen lassen und fertigstellen	Ansatz lange oder bis zur letzten Stufe ruhen lassen und fertigstellen	O_PREP+EEE_LONG_OR_FINAL+DY_FINISHED	ACTION+STAGE+MATERIAL+STATE	LOW	GDT674_RAW_UNKNOWN_REVIEW_CARD	PAGE_LOCAL_REVIEW_NOT_PROMOTED	[oeeedy:?]	OPEN	UNKNOWN_SURFACE	0	0	NONE
90	15	f81r	f81r.15	1	sain	B	B	2	1	INHERITED_V48	E	0	0	Saatgut, Typ/Charge II	Saatgut, Typ/Charge II	INHERITED_V48_LINE_CARD	QUANTITY	KNOWN_EXACT_WHOLE	GDT661:EXACT_WHOLE:sain	KNOWN_EXACT_WHOLE	Saatgut, Typ/Charge II	GDT661:EXACT_WHOLE:sain	KNOWN_EXACT_WHOLE	0	0	NONE
91	15	f81r	f81r.15	2	ol	B	B	2	1	INHERITED_V48	E	0	0	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	INHERITED_V48_LINE_CARD	MATERIAL	AMBIGUOUS_ACTIVE_RIVAL	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	0	0	NONE
92	15	f81r	f81r.15	3	cheedy	B	B	2	1	INHERITED_V48	E	0	0	trocken am Ende des Grades, abgeschlossen	trocken am Ende des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	trocken am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
93	15	f81r	f81r.15	4	qokeedy	B	B	2	1	INHERITED_V48	E	0	0	heiß am Ende des Grades, abgeschlossen	heiß am Ende des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	heiß am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
94	15	f81r	f81r.15	5	otedy	B	B	2	1	INHERITED_V48	E	0	0	kalter Ansatz in der Mitte des Grades, abgeschlossen	kalter Ansatz in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+MATERIAL+STATE	READER_BOUNDARY_UNSTABLE	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	kalter Ansatz in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	0	0	NONE
95	16	f81r	f81r.16	1	polchdy	B	B	2	1	INHERITED_V48	E	0	0	Pulverstoff trocknen und fertigstellen	Pulverstoff trocknen und fertigstellen	INHERITED_V48_LINE_CARD	ACTION+MATERIAL+STATE	READER_BOUNDARY_UNSTABLE	GDT668:EXACT_WHOLE:polchdy	READER_BOUNDARY_UNSTABLE	Pulverstoff trocknen und fertigstellen	GDT668:EXACT_WHOLE:polchdy	READER_BOUNDARY_UNSTABLE	0	1	Pulverstoff trocknen und fertigstellen
96	16	f81r	f81r.16	2	qopchol	B	B	2	1	ROLE_COMPOSED_REVIEW	P	1	1	nimm getrockneten Pulverstoff	nimm getrockneten Pulverstoff	QO_COMMAND+P_POWDER+CH_DRY+OL_MATERIAL	ACTION+MATERIAL	HIGH	GDT674_RAW_UNKNOWN_REVIEW_CARD	PAGE_LOCAL_REVIEW_NOT_PROMOTED	[qopchol:?]	OPEN	UNKNOWN_SURFACE	0	0	NONE
97	16	f81r	f81r.16	3	qokor	B	B	2	1	INHERITED_V48	E	0	0	heiße Drogenportion	heiße Drogenportion	INHERITED_V48_LINE_CARD	MATERIAL+STATE	READER_BOUNDARY_UNSTABLE	GDT654:NEW_EXACT_WHOLE	READER_BOUNDARY_UNSTABLE	heiße Drogenportion	GDT654:NEW_EXACT_WHOLE	READER_BOUNDARY_UNSTABLE	0	0	NONE
98	16	f81r	f81r.16	4	olpchedy	B	B	2	1	ROLE_COMPOSED_REVIEW	P	1	1	Holzdrogenansatz zu Trockenpulver verarbeiten und fertigstellen	Holzdrogenansatz zu Trockenpulver verarbeiten und fertigstellen	O_PREP+L_WOOD+P_POWDER+CH_DRY+E_MIDDLE+DY_FINISHED	ACTION+MATERIAL+STATE	MEDIUM	GDT674_RAW_UNKNOWN_REVIEW_CARD	PAGE_LOCAL_REVIEW_NOT_PROMOTED	[olpchedy:?]	OPEN	UNKNOWN_SURFACE	0	0	NONE
99	16	f81r	f81r.16	5	opol	B	B	2	1	INHERITED_V48	E	0	0	Pulveransatz	Pulveransatz	INHERITED_V48_LINE_CARD	MATERIAL	KNOWN_EXACT_WHOLE	GDT664:EXACT_WHOLE:opol	KNOWN_EXACT_WHOLE	Pulveransatz	GDT664:EXACT_WHOLE:opol	KNOWN_EXACT_WHOLE	0	0	NONE
100	16	f81r	f81r.16	6	oraisy	B	B	2	1	ROLE_COMPOSED_REVIEW	P	1	1	eine Portion Arzneispecies der Form I abteilen und abschließen	eine Portion Arzneispecies der Form I abteilen und abschließen	OR_PORTION+A_PART_OR_LINK+I_FORM_I+S_TERM_SPECIES+Y_START_OR_CLOSE	ACTION+QUANTITY+MATERIAL	LOW	GDT674_RAW_UNKNOWN_REVIEW_CARD	PAGE_LOCAL_REVIEW_NOT_PROMOTED	[oraisy:?]	OPEN	UNKNOWN_SURFACE	0	0	NONE
101	17	f81r	f81r.17	1	y	B	B	2	1	OCCURRENCE_CONTEXT_REVIEW	O	1	0	Eintrag:	Eintrag:	LINE_INITIAL_Y_ENTRY	DESCRIPTOR	MEDIUM	GDT674_CONTEXT_RECHECK_OF_V48	OCCURRENCE_ONLY_NOT_PROMOTED	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	0	0	NONE
102	17	f81r	f81r.17	2	checthy	B	B	2	1	INHERITED_V48	E	0	0	trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	INHERITED_V48_LINE_CARD	MATERIAL+STATE	READER_BOUNDARY_UNSTABLE	V13:DRY_BOUND_CTH_MATERIAL	READER_BOUNDARY_UNSTABLE	trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	V13:DRY_BOUND_CTH_MATERIAL	READER_BOUNDARY_UNSTABLE	0	0	NONE
103	17	f81r	f81r.17	3	okeedy	B	B	2	1	INHERITED_V48	E	0	0	heißer Ansatz am Ende des Grades, abgeschlossen	heißer Ansatz am Ende des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	heißer Ansatz am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
104	17	f81r	f81r.17	4	shey	B	B	2	1	INHERITED_V48	E	0	0	feucht in der Mitte des Grades	feucht in der Mitte des Grades	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	feucht in der Mitte des Grades	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
105	17	f81r	f81r.17	5	qokedy	B	B	2	1	INHERITED_V48	E	0	0	heiß in der Mitte des Grades, abgeschlossen	heiß in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	heiß in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
106	17	f81r	f81r.17	6	ol	B	B	2	1	INHERITED_V48	E	0	0	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	INHERITED_V48_LINE_CARD	MATERIAL	AMBIGUOUS_ACTIVE_RIVAL	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	0	0	NONE
107	17	f81r	f81r.17	7	ochedar	B	B	2	1	INHERITED_V48	E	0	0	trockener Ansatz in der Gradmitte, abgemessene Fraktion I	trockener Ansatz in der Gradmitte, abgemessene Fraktion I	INHERITED_V48_LINE_CARD	QUANTITY+STAGE+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT660:EXACT_WHOLE:ochedar	KNOWN_EXACT_WHOLE	trockener Ansatz in der Gradmitte, abgemessene Fraktion I	GDT660:EXACT_WHOLE:ochedar	KNOWN_EXACT_WHOLE	0	0	NONE
108	18	f81r	f81r.18	1	osheedy	B	B	2	1	ROLE_COMPOSED_REVIEW	P	1	1	Ansatz vollständig einweichen und fertigstellen	Ansatz vollständig einweichen und fertigstellen	O_PREP+SH_MOIST+EE_END+DY_FINISHED	ACTION+MATERIAL+STATE	HIGH	GDT674_RAW_UNKNOWN_REVIEW_CARD	PAGE_LOCAL_REVIEW_NOT_PROMOTED	[osheedy:?]	OPEN	UNKNOWN_SURFACE	0	0	NONE
109	18	f81r	f81r.18	2	shedy	B	B	2	1	INHERITED_V48	E	0	0	feucht in der Mitte des Grades, abgeschlossen	feucht in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
110	18	f81r	f81r.18	3	ol	B	B	2	1	INHERITED_V48	E	0	0	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	INHERITED_V48_LINE_CARD	MATERIAL	AMBIGUOUS_ACTIVE_RIVAL	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	V13:QUALITY_STATE_MATERIAL_CARRIER	AMBIGUOUS_ACTIVE_RIVAL	0	0	NONE
111	18	f81r	f81r.18	4	shedy	B	B	2	1	INHERITED_V48	E	0	0	feucht in der Mitte des Grades, abgeschlossen	feucht in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	READER_BOUNDARY_UNSTABLE	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE	0	0	NONE
112	18	f81r	f81r.18	5	okeedy	B	B	2	1	INHERITED_V48	E	0	0	heißer Ansatz am Ende des Grades, abgeschlossen	heißer Ansatz am Ende des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+MATERIAL+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	heißer Ansatz am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
113	18	f81r	f81r.18	6	oror	B	B	2	1	ROLE_COMPOSED_REVIEW	P	1	1	zwei Portionen	zwei Portionen des fertig eingeweichten und erhitzten Ansatzes	OR_PORTION+OR_PORTION	QUANTITY+MATERIAL+STATE	LOW	GDT674_RAW_UNKNOWN_REVIEW_CARD	PAGE_LOCAL_REVIEW_NOT_PROMOTED	[oror:?]	OPEN	UNKNOWN_SURFACE	1	0	NONE
114	19	f81r	f81r.19	1	qokedy	B	B	2	1	INHERITED_V48	E	0	0	heiß in der Mitte des Grades, abgeschlossen	heiß in der Mitte des Grades, abgeschlossen	INHERITED_V48_LINE_CARD	STAGE+STATE	KNOWN_EXACT_WHOLE	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	heiß in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE	0	0	NONE
