global_ordinal	locus	token_index	surface	gdt416_imperative_clause_de	gdt416_generic_station_or_entry	gdt416_inherited_action	gdt416_inherited_argument	gdt674_route	gdt674_token_meaning_de	comparison_only_not_meaning_input
156	f81r.25	2	shedy	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	1	0	1	INHERITED_V48	feucht in der Mitte des Grades, abgeschlossen	1
157	f81r.25	3	qol	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	1	1	1	INHERITED_V48	Drogenstoff zugeben	1
158	f81r.25	4	otain	Danach im laufenden Gang halte den Stationsanteil.	1	1	0	INHERITED_V48	kalt im Zubereitungsrahmen, Grad II	1
159	f81r.25	5	okair	Setze den Stationsanteil [wie zuvor] im Stationsgang an; entlang der Stationsbahn.	1	0	1	INHERITED_V48	heiße Drogenfraktion II im Ansatz	1
160	f81r.25	6	okal	Setze den Stationsanteil [wie zuvor] im Stationsgang an; zur Zielstation.	1	0	1	INHERITED_V48	Rohstoffklasse I im Ansatz, heiß am Gradanfang	1
161	f81r.25	7	chedy	Bearbeite den Stationsposten.	1	0	0	INHERITED_V48	trocken in der Mitte des Grades, abgeschlossen	1
162	f81r.25	8	dy	Im laufenden Gang bearbeite den Stationsposten.	1	1	0	OCCURRENCE_CONTEXT_REVIEW	Qualitäts-/Wertfeld geschlossen	1
163	f81r.26	1	pchedy	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	1	0	1	INHERITED_V48	getrocknetes Pulver	1
164	f81r.26	2	qokey	Setze den Stationsposten im Stationsgang an; auf Grad I.	1	0	0	INHERITED_V48	heiß in der Mitte des Grades	1
165	f81r.26	3	oteol	Danach und weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I.	1	1	1	INHERITED_V48	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	1
166	f81r.26	4	qol	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	1	1	1	INHERITED_V48	Drogenstoff zugeben	1
167	f81r.26	5	sheor	Halte die Stationseinheit; auf Grad I.	1	0	0	INHERITED_V48	feuchter Drogenteil	1
168	f81r.26	6	shedy	Halte die Stationseinheit [wie zuvor]; auf Grad I; schließe den Schritt.	1	0	1	INHERITED_V48	feucht in der Mitte des Grades, abgeschlossen	1
169	f81r.26	7	qcthdys	Entnimm den Stationsposten, stelle den Stationsposten ein und wähle den Stationsposten; an der bezeichneten Stelle.	1	0	0	INHERITED_V48	stelle eine Charge Krautdroge fertig	1
170	f81r.27	1	sol	Weiter im laufenden Gang wähle den Stationsposten [wie zuvor].	1	1	1	INHERITED_V48	Samenmaterial/Saatgut	1
171	f81r.27	2	chedy	Bearbeite den Stationsposten.	1	0	0	INHERITED_V48	trocken in der Mitte des Grades, abgeschlossen	1
172	f81r.27	3	qokedy	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	1	0	1	INHERITED_V48	heiß in der Mitte des Grades, abgeschlossen	1
173	f81r.27	4	olkedy	Weiter führe den Stationsposten [wie zuvor] zu; auf Grad I; schließe den Schritt.	1	0	1	INHERITED_V48	erhitzte Drogenbasis, fertig	1
174	f81r.27	5	dol	Weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu; an der bezeichneten Stelle.	1	1	1	INHERITED_V48	Materialmaß	1
175	f81r.27	6	qokchedy	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	1	0	0	INHERITED_V48	heiß und trocken in der Mitte des Grades, abgeschlossen	1
176	f81r.28	1	qokesdy	Setze den Stationsposten [wie zuvor] im Stationsgang an und wähle den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	1	0	1	ROLE_COMPOSED_REVIEW	erhitze Saatgut bis zur Mittelstufe und stelle es fertig	1
177	f81r.28	2	chedy	Bearbeite den Stationsposten.	1	0	0	INHERITED_V48	trocken in der Mitte des Grades, abgeschlossen	1
178	f81r.28	3	qokar	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	1	0	1	INHERITED_V48	heiße Drogenfraktion I	1
179	f81r.28	4	chey	Im laufenden Gang setze den Stationsposten im Stationsgang an.	1	1	0	INHERITED_V48	trocken in der Mitte des Grades	1
180	f81r.28	5	taiin	Stelle den Stationswert ein.	1	0	0	INHERITED_V48	kalt, Grad III	1
181	f81r.28	6	otey	Danach im laufenden Gang stelle den Stationsposten ein; auf Grad I.	1	1	0	INHERITED_V48	kalter Ansatz in der Mitte des Grades	1
182	f81r.28	7	lchl	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	1	0	1	LOCAL_WHOLE_REVIEW	getrocknetes Drogenholz	1
183	f81r.29	1	y	Im laufenden Gang entnimm den Stationsposten.	1	1	0	OCCURRENCE_CONTEXT_REVIEW	Eintrag:	1
184	f81r.29	2	sheedy	Halte den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	1	0	1	INHERITED_V48	feucht am Ende des Grades, abgeschlossen	1
185	f81r.29	3	shy	Im laufenden Gang halte den Stationsposten.	1	1	0	INHERITED_V48	feucht am Anfang des Grades	1
186	f81r.29	4	chey	Im laufenden Gang halte den Stationsposten.	1	1	0	INHERITED_V48	trocken in der Mitte des Grades	1
187	f81r.29	5	l	Im laufenden Gang halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	1	1	1	INHERITED_V48	Holzdroge in der gebundenen Anschlussform	1
188	f81r.29	6	chcthy	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	1	0	0	INHERITED_V48	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	1
189	f81r.29	7	ytar	Stelle den Stationsposten ein; von der Ausgangsstation.	1	0	0	INHERITED_V48	nimm hiervon die erste gekühlte Drogenfraktion	1
190	f81r.29	8	olkaiin	Weiter führe den Stationswert zu.	1	0	0	INHERITED_V48	heiße Drogenbasis, Stufe III	1
191	f81r.29	9	ol	Weiter im laufenden Gang führe den Stationswert [wie zuvor] zu.	1	1	1	INHERITED_V48	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	1
192	f81r.30	1	l	Im laufenden Gang führe den Stationswert [wie zuvor] zu; über die sichtbare Verbindung.	1	1	1	INHERITED_V48	Pfund / Gewichtseinheit	1
193	f81r.30	2	shedy	Halte den Stationswert [wie zuvor]; auf Grad I; schließe den Schritt.	1	0	1	INHERITED_V48	feucht in der Mitte des Grades, abgeschlossen	1
194	f81r.30	3	qokedy	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	1	0	1	INHERITED_V48	heiß in der Mitte des Grades, abgeschlossen	1
195	f81r.30	4	sor	Wähle die Stationseinheit.	1	0	0	INHERITED_V48	Samenportion	1
196	f81r.30	5	olkar	Weiter führe die Stationseinheit [wie zuvor] zu; von der Ausgangsstation.	1	0	1	ROLE_COMPOSED_REVIEW	erste erhitzte Holzdrogenfraktion im Ansatz	1
197	f81r.30	6	ol	Weiter im laufenden Gang führe die Stationseinheit [wie zuvor] zu.	1	1	1	INHERITED_V48	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	1
198	f81r.30	7	kaiin	Führe den Stationswert zu.	1	0	0	INHERITED_V48	heiß, Grad III	1
199	f81r.30	8	olkshdy	Weiter führe den Stationsposten zu und halte den Stationsposten; an der bezeichneten Stelle.	1	0	0	ROLE_COMPOSED_REVIEW	Holzdrogenansatz erhitzen, einweichen und fertigstellen	1
200	f81r.31	1	sol	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	1	1	1	INHERITED_V48	Samenmaterial/Saatgut	1
201	f81r.31	2	shedy	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	1	0	1	INHERITED_V48	feucht in der Mitte des Grades, abgeschlossen	1
202	f81r.31	3	ol	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	1	1	1	INHERITED_V48	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	1
203	f81r.31	4	lchedy	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	1	0	1	INHERITED_V48	getrocknetes Drogenholz	1
204	f81r.31	5	shedy	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	1	0	1	INHERITED_V48	feucht in der Mitte des Grades, abgeschlossen	1
205	f81r.31	6	shy	Im laufenden Gang halte den Stationsposten.	1	1	0	INHERITED_V48	feucht am Anfang des Grades	1
206	f81r.31	7	olkedy	Weiter führe den Stationsposten [wie zuvor] zu; auf Grad I; schließe den Schritt.	1	0	1	INHERITED_V48	erhitzte Drogenbasis, fertig	1
207	f81r.31	8	ches	Entnimm den Stationsposten [wie zuvor] und wähle den Stationsposten [wie zuvor]; auf Grad I.	1	0	1	INHERITED_V48	trockenes Drogenmaterial, Mittelstufe	1
208	f81r.31	9	ar	Im laufenden Gang wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.	1	1	1	INHERITED_V48	Drogenfraktion I	1
209	f81r.31	10	or	Im laufenden Gang wähle die Stationseinheit.	1	1	0	INHERITED_V48	Drogenportion	1
210	f81r.31	11	oraiiin	Im laufenden Gang wähle die Stationseinheit und den Stationswert; mit der lokalen Variante.	1	1	0	INHERITED_V48	Drogenportion IV	1
