line_ordinal	page	locus	visual_block	line_mode	token_count	zl3b_line	it2a_line	rf1b_line	all_present_exact	inherited_v48_tokens	review_tokens	raw_unknown_before	unknown_after	newly_complete	composed_review_tokens	learned_review_tokens	context_review_tokens	explicit_action_tokens	explicit_action_token_indices	review_token_indices	value_attachment_token_indices	literal_token_glosses_de	contextual_token_values_de	frame	working_translation_de	uncertainty_note
22	f81r	f81r.22	F81R_LOWER_POOL	INHERITED_ACTION_ANCHOR	9	qotal chedy qol ol daiin ol chedar ol oly	qotal chedy qol ol daiin ol chedar ol oly	qotal chedy qol ol daiin ol chedar ol oly	1	9	0	0	0	0	0	0	0	2	3,9	NONE	5	qotal = Rohstoffklasse I, kalt am Gradanfang | chedy = trocken in der Mitte des Grades, abgeschlossen | qol = Drogenstoff zugeben | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | daiin = Qualitätsgrad III | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | chedar = abgemessene Trockenfraktion I, Mittelstufe | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | oly = abseihen	qotal = Rohstoffklasse I, kalt am Gradanfang | chedy = trocken in der Mitte des Grades, abgeschlossen | qol = Drogenstoff zugeben | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | daiin = Qualitätsgrad III des unmittelbar vorangehenden Grundansatzes | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | chedar = abgemessene Trockenfraktion I, Mittelstufe | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | oly = abseihen	ADDITION_PROCESS	Rohstoffklasse I am Gradanfang kühlen und bis Mittelstufe trocknen; Drogenstoff zugeben. Grundansatz, Qualitätsgrad III; weiterer Grundansatz mit abgemessener Trockenfraktion I der Mittelstufe; im Grundansatz abseihen.	Drei freie ol-Karten bleiben getrennt sichtbar und werden nicht zu einem einzigen unsichtbaren Behälter verschmolzen.
23	f81r	f81r.23	F81R_LOWER_POOL	NO_INHERITED_ACTION_ANCHOR	6	chey okain sheckhy soiin chey lchey	chey okain sheckhy soiin chey lchey	chey okain sheckhy soiin chey lchey	1	6	0	0	0	0	0	0	0	0	NONE	NONE	NONE	chey = trocken in der Mitte des Grades | okain = heiß im Zubereitungsrahmen, Grad II | sheckhy = feuchtes Arzneikompositum am Gradanfang | soiin = Samen/Saatgutzubereitung, Form III | chey = trocken in der Mitte des Grades | lchey = Drogenholz, trocken gebunden, Form I	chey = trocken in der Mitte des Grades | okain = heiß im Zubereitungsrahmen, Grad II | sheckhy = feuchtes Arzneikompositum am Gradanfang | soiin = Samen/Saatgutzubereitung, Form III | chey = trocken in der Mitte des Grades | lchey = Drogenholz, trocken gebunden, Form I	MATERIAL_FORM	Bis Mittelstufe trocknen; auf Heizstufe II ein Ansatz mit feuchtem Arzneikompositum der Grundstufe und Saatgutzubereitung Form III; erneut bis Mittelstufe trocknen; Drogenholz trocken gebunden, Form I.	Die Zeile kombiniert Zustände und Formen; sie enthält keinen sicheren freien Handlungskopf außer den gebundenen Prozessen.
24	f81r	f81r.24	F81R_LOWER_POOL	INHERITED_ACTION_ANCHOR	7	par ody shecphy cheol qotaldar otedy oly	parody shecphy cheol qotal dar otedy oly	par ody shecphy cheol qotal ar otedy oly	0	5	2	2	0	1	2	0	0	1	7	3,5	NONE	par = Pulverfraktion I | ody = fertiggestellter Ansatz | shecphy = Arzneikompositum bis zur Mittelstufe einweichen und abschließen | cheol = trockener Drogenstoff | qotaldar = erste Fraktion gekühlter Rohdroge I abmessen | otedy = kalter Ansatz in der Mitte des Grades, abgeschlossen | oly = abseihen	par = Pulverfraktion I | ody = fertiggestellter Ansatz | shecphy = Arzneikompositum bis zur Mittelstufe einweichen und abschließen | cheol = trockener Drogenstoff | qotaldar = erste Fraktion gekühlter Rohdroge I abmessen | otedy = kalter Ansatz in der Mitte des Grades, abgeschlossen | oly = abseihen	PROCESS_QUANTITY	Pulverfraktion I und fertiggestellter Ansatz; Arzneikompositum bis Mittelstufe einweichen und schließen, mit trockenem Drogenstoff. Rohdroge I kühlen und die erste Fraktion abmessen; auf Mittelstufe kühlen und fertigstellen, dann abseihen.	Die ungewöhnliche SH-E-CPH-Reihenfolge macht shecphy nur mittelstark; der Rest ist V48-gedeckt.
25	f81r	f81r.25	F81R_LOWER_POOL	INHERITED_ACTION_ANCHOR	8	sar shedy qol otain okair okal chedy dy	sar shedy qol otain okais okal chedy dy	s r shedy qol otain okair okal chedy dy	0	7	1	0	0	0	0	0	1	1	3	8	NONE	sar = Samenfraktion I | shedy = feucht in der Mitte des Grades, abgeschlossen | qol = Drogenstoff zugeben | otain = kalt im Zubereitungsrahmen, Grad II | okair = heiße Drogenfraktion II im Ansatz | okal = Rohstoffklasse I im Ansatz, heiß am Gradanfang | chedy = trocken in der Mitte des Grades, abgeschlossen | dy = Qualitäts-/Wertfeld geschlossen	sar = Samenfraktion I | shedy = feucht in der Mitte des Grades, abgeschlossen | qol = Drogenstoff zugeben | otain = kalt im Zubereitungsrahmen, Grad II | okair = heiße Drogenfraktion II im Ansatz | okal = Rohstoffklasse I im Ansatz, heiß am Gradanfang | chedy = trocken in der Mitte des Grades, abgeschlossen | dy = Qualitäts-/Wertfeld geschlossen	PROCESS_QUANTITY	Erste Samenfraktion bis Mittelstufe einweichen und schließen; Drogenstoff zugeben. Auf Kältestufe II ansetzen; zweite erhitzte Fraktion und Rohstoffklasse I am Gradanfang; bis Mittelstufe trocknen und schließen, Wertfeld schließen.	Der letzte dy-Schluss ist ein V48-Feldschluss, kein zusätzliches Stoffwort.
26	f81r	f81r.26	F81R_LOWER_POOL	INHERITED_ACTION_ANCHOR	7	pchedy qokey oteol qol sheor shedy qcthdys	pchedy qokey oteol qol sheor shedy qcthdys	pchedy qokey oteol qol shear shedy qcthdys	0	7	0	0	0	0	0	0	0	2	4,7	NONE	NONE	pchedy = getrocknetes Pulver | qokey = heiß in der Mitte des Grades | oteol = Drogenstoff im Ansatz bis zur Mittelstufe abkühlen | qol = Drogenstoff zugeben | sheor = feuchter Drogenteil | shedy = feucht in der Mitte des Grades, abgeschlossen | qcthdys = stelle eine Charge Krautdroge fertig	pchedy = getrocknetes Pulver | qokey = heiß in der Mitte des Grades | oteol = Drogenstoff im Ansatz bis zur Mittelstufe abkühlen | qol = Drogenstoff zugeben | sheor = feuchter Drogenteil | shedy = feucht in der Mitte des Grades, abgeschlossen | qcthdys = stelle eine Charge Krautdroge fertig	PROCESS_SEQUENCE	Getrocknetes Pulver auf Mittelstufe erhitzen; Drogenstoff im Ansatz bis Mittelstufe abkühlen; Drogenstoff zugeben, den feuchten Drogenteil bis Mittelstufe einweichen und schließen; Charge Krautdroge fertigstellen.	Diese Zeile ist vollständig V48-gedeckt; Drogenteil ist die breite sheor-Karte.
27	f81r	f81r.27	F81R_LOWER_POOL	NO_INHERITED_ACTION_ANCHOR	6	sol chedy qokedy olkedy dol qokchedy	sal chedy qokedy olkedy dol qokchedy	s l che y qoke y olkedy dol qokchedy	0	6	0	0	0	0	0	0	0	0	NONE	NONE	NONE	sol = Samenmaterial/Saatgut | chedy = trocken in der Mitte des Grades, abgeschlossen | qokedy = heiß in der Mitte des Grades, abgeschlossen | olkedy = erhitzte Drogenbasis, fertig | dol = Materialmaß | qokchedy = heiß und trocken in der Mitte des Grades, abgeschlossen	sol = Samenmaterial/Saatgut | chedy = trocken in der Mitte des Grades, abgeschlossen | qokedy = heiß in der Mitte des Grades, abgeschlossen | olkedy = erhitzte Drogenbasis, fertig | dol = Materialmaß | qokchedy = heiß und trocken in der Mitte des Grades, abgeschlossen	MATERIAL_PROCESS	Saatgut bis Mittelstufe trocknen; auf Mittelstufe erhitzen und schließen; erhitzte Drogenbasis fertigstellen. Materialmaß bis Mittelstufe erhitzen und trocknen, dann schließen.	Die Zeile ist vollständig V48-gedeckt; dol bleibt ein Materialmaß ohne historische Einheit.
28	f81r	f81r.28	F81R_LOWER_POOL	NO_INHERITED_ACTION_ANCHOR	7	qokesdy chedy qokar chey taiin otey lchl	qokesdy chedy qokar chey taiin otey lchl	qokesdy chedy qokar chey taiin otey lchl	1	5	2	2	0	1	1	1	0	0	NONE	1,7	NONE	qokesdy = erhitze Saatgut bis zur Mittelstufe und stelle es fertig | chedy = trocken in der Mitte des Grades, abgeschlossen | qokar = heiße Drogenfraktion I | chey = trocken in der Mitte des Grades | taiin = kalt, Grad III | otey = kalter Ansatz in der Mitte des Grades | lchl = getrocknetes Drogenholz	qokesdy = erhitze Saatgut bis zur Mittelstufe und stelle es fertig | chedy = trocken in der Mitte des Grades, abgeschlossen | qokar = heiße Drogenfraktion I | chey = trocken in der Mitte des Grades | taiin = kalt, Grad III | otey = kalter Ansatz in der Mitte des Grades | lchl = getrocknetes Drogenholz	PROCESS_SEQUENCE	Saatgut bis Mittelstufe erhitzen und fertigstellen; bis Mittelstufe trocknen und schließen. Erste heiße Drogenfraktion bis Mittelstufe trocknen; Kältestufe III, dann kalter Ansatz der Mittelstufe; getrocknetes Drogenholz.	≈ lchl ist ein gelerntes Ganzwort; die wörtliche L-CH-L-Doppelung hat noch keine sichere Valenz.
29	f81r	f81r.29	F81R_LOWER_POOL	INHERITED_ACTION_ANCHOR	9	y sheedy shy chey l chcthy ytar olkaiin ol	y sheedy shy chey lchcthy ytar olkaiin ol	ysheedy shy chey l chcthy ytar olkaiin ol	0	8	1	0	0	0	0	0	1	1	7	1	NONE	y = Eintrag: | sheedy = feucht am Ende des Grades, abgeschlossen | shy = feucht am Anfang des Grades | chey = trocken in der Mitte des Grades | l = Holzdroge in der gebundenen Anschlussform | chcthy = trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | ytar = nimm hiervon die erste gekühlte Drogenfraktion | olkaiin = heiße Drogenbasis, Stufe III | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	y = Eintrag: | sheedy = feucht am Ende des Grades, abgeschlossen | shy = feucht am Anfang des Grades | chey = trocken in der Mitte des Grades | l = Holzdroge in der gebundenen Anschlussform | chcthy = trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | ytar = nimm hiervon die erste gekühlte Drogenfraktion | olkaiin = heiße Drogenbasis, Stufe III | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	ENTRY_PROCESS	Eintrag: vollständig eingeweicht und geschlossen; leicht angefeuchtet, dann bis Mittelstufe getrocknet. Gebundene Holzdroge mit trockenem Krautgut; hiervon die erste gekühlte Drogenfraktion nehmen; erhitzte Drogenbasis Stufe III im Grundansatz.	Der sichtbare Leserjoin l+chcthy bleibt in der Interlinearzeile erhalten; kein Zeichen wird verschluckt.
30	f81r	f81r.30	F81R_LOWER_POOL	NO_INHERITED_ACTION_ANCHOR	8	l shedy qokedy sor olkar ol kaiin olkshdy	l shedy qokedy sor olkar olkaiin olkshdy	l e y qokedy sor olkar ol kaiin olkdy	0	6	2	2	0	1	2	0	0	0	NONE	5,8	7	l = Pfund / Gewichtseinheit | shedy = feucht in der Mitte des Grades, abgeschlossen | qokedy = heiß in der Mitte des Grades, abgeschlossen | sor = Samenportion | olkar = erste erhitzte Holzdrogenfraktion im Ansatz | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | kaiin = heiß, Grad III | olkshdy = Holzdrogenansatz erhitzen, einweichen und fertigstellen	l = Pfund / Gewichtseinheit | shedy = feucht in der Mitte des Grades, abgeschlossen | qokedy = heiß in der Mitte des Grades, abgeschlossen | sor = Samenportion | olkar = erste erhitzte Holzdrogenfraktion im Ansatz | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | kaiin = Heizstufe III des unmittelbar vorangehenden Grundansatzes | olkshdy = Holzdrogenansatz erhitzen, einweichen und fertigstellen	WEIGHT_PROCESS	Gewicht: ein Pfund; bis Mittelstufe einweichen und schließen, dann bis Mittelstufe erhitzen und schließen. Eine Samenportion mit erster erhitzter Holzdrogenfraktion im Grundansatz; Heizstufe III; Holzdrogenansatz erhitzen, einweichen und fertigstellen.	Der Stoffkopf zum freien Pfund-Siglum kann aus der vorigen Zeile geerbt sein; f81r.30 allein nennt ihn nicht.
31	f81r	f81r.31	F81R_LOWER_POOL	NO_INHERITED_ACTION_ANCHOR	11	sol shedy ol lchedy shedy shy olkedy ches ar or oraiiin	sol shedy ol lchedy shedy shy olkedy ches ar or oraiiin	sol shedy ol lche y she shy olkedy ches ar or oraiiin	0	11	0	0	0	0	0	0	0	0	NONE	NONE	9,10,11	sol = Samenmaterial/Saatgut | shedy = feucht in der Mitte des Grades, abgeschlossen | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | lchedy = getrocknetes Drogenholz | shedy = feucht in der Mitte des Grades, abgeschlossen | shy = feucht am Anfang des Grades | olkedy = erhitzte Drogenbasis, fertig | ches = trockenes Drogenmaterial, Mittelstufe | ar = Drogenfraktion I | or = Drogenportion | oraiiin = Drogenportion IV	sol = Samenmaterial/Saatgut | shedy = feucht in der Mitte des Grades, abgeschlossen | ol = Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | lchedy = getrocknetes Drogenholz | shedy = feucht in der Mitte des Grades, abgeschlossen | shy = feucht am Anfang des Grades | olkedy = erhitzte Drogenbasis, fertig | ches = trockenes Drogenmaterial, Mittelstufe | ar = erste Fraktion des trockenen Drogenmaterials | or = eine Portion des trockenen Drogenmaterials | oraiiin = Portion IV des trockenen Drogenmaterials	MATERIAL_QUANTITY	Saatgut bis Mittelstufe einweichen und schließen; Grundansatz mit getrocknetem Drogenholz erneut bis Mittelstufe einweichen und schließen, leicht anfeuchten; erhitzte Drogenbasis fertigstellen. Trockenes Drogenmaterial der Mittelstufe: erste Fraktion, eine Portion, Portion IV.	Die drei Schlusswerte bleiben als getrennte sichtbare Mengen-/Formkarten erhalten.
