global_ordinal	locus	token_index	eva	route	component_ordinal	char_start	char_end	surface_segment	component_role	productive
199	f81r.30	8	olkshdy	ROLE_COMPOSED_REVIEW	4	3	5	sh	SH_MOIST	1
199	f81r.30	8	olkshdy	ROLE_COMPOSED_REVIEW	5	5	7	dy	DY_FINISHED	1
200	f81r.31	1	sol	INHERITED_V48	1	0	3	sol	INHERITED_V48_LINE_CARD	0
201	f81r.31	2	shedy	INHERITED_V48	1	0	5	shedy	INHERITED_V48_LINE_CARD	0
202	f81r.31	3	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
203	f81r.31	4	lchedy	INHERITED_V48	1	0	6	lchedy	INHERITED_V48_LINE_CARD	0
204	f81r.31	5	shedy	INHERITED_V48	1	0	5	shedy	INHERITED_V48_LINE_CARD	0
205	f81r.31	6	shy	INHERITED_V48	1	0	3	shy	INHERITED_V48_LINE_CARD	0
206	f81r.31	7	olkedy	INHERITED_V48	1	0	6	olkedy	INHERITED_V48_LINE_CARD	0
207	f81r.31	8	ches	INHERITED_V48	1	0	4	ches	INHERITED_V48_LINE_CARD	0
208	f81r.31	9	ar	INHERITED_V48	1	0	2	ar	INHERITED_V48_LINE_CARD	0
209	f81r.31	10	or	INHERITED_V48	1	0	2	or	INHERITED_V48_LINE_CARD	0
210	f81r.31	11	oraiiin	INHERITED_V48	1	0	7	oraiiin	INHERITED_V48_LINE_CARD	0
