surface	card_class	composition	working_meaning_de	external_working_meaning_de	applied_meaning_de	render_mode	strongest_rival_de	confidence	page	locus	section	language	hand	ordinal	line_token_count	line_position	source_f81r	was_v48_unknown	was_v49_unknown	was_gdt674_unknown	target_v49_gloss_de	target_v49_source	target_v49_scope_state	left_surface	left_v49_gloss_de	right_surface	right_v49_gloss_de	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	zl3b_line	decision	promote_external	review_note
olkar	P	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	erste erhitzte Holzdrogenfraktion im Ansatz	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	OL_BOUNDARY_AND_READER_OPEN	erste heiße Holzfraktion	HIGH	f80v	f80v.27	B	B	2	3	10	MEDIAL	0	1	1	1	[olkar:?]	OPEN	UNKNOWN_SURFACE	kain	heiß, Grad II	shey	feucht in der Mitte des Grades	EXACT	olkar	SPLIT_2	olkar	ONE_EXACT	pshol kain olkar shey qokain dal oltaiin okain shal qoty	EXTERNAL_TRANSFER_HOLD	1	Sixteen external positions across B, C, T, H and S secure heat plus fraction I; O+L versus OL remains open and two alternate-reader rivals are quarantined explicitly.
olkar	P	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	erste erhitzte Holzdrogenfraktion im Ansatz	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	OL_BOUNDARY_AND_READER_OPEN	erste heiße Holzfraktion	HIGH	f80v	f80v.35	B	B	2	3	12	MEDIAL	0	1	1	1	[olkar:?]	OPEN	UNKNOWN_SURFACE	oltain	[oltain:?]	y	hierzu:	EXACT	olkar	EXACT	olkar	BOTH_EXACT	tol oltain olkar y qol qol kain okiin ol kain shey ldy	EXTERNAL_TRANSFER_HOLD	1	Sixteen external positions across B, C, T, H and S secure heat plus fraction I; O+L versus OL remains open and two alternate-reader rivals are quarantined explicitly.
polchoy	P	P_POWDER+OL_MATERIAL+CH_DRY+O_PREP+Y_START_OR_CLOSE	Pulverstoff trocknen, ansetzen und leicht abschließen	Pulverstoff trocknen, ansetzen und leicht abschließen	Pulverstoff trocknen, ansetzen und leicht abschließen	LOCAL_UNTESTED	leicht getrockneter Pulverstoff im Grundansatz	MEDIUM	f81r	f81r.1	B	B	2	1	7	INITIAL	1	1	1	0	[polchoy:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	qokedy	heiß in der Mitte des Grades, abgeschlossen	ONE	polchey	EXACT	polchoy	ONE_EXACT	polchoy qokedy shol opchedy olpchedy ofshdy oly	SOURCE_PAGE_CARD	0	Only the f81r source occurrence is present; retain the full P-OL-CH-O-Y composition locally without exporting it.
olpchedy	P	O_PREP+L_WOOD+P_POWDER+CH_DRY+E_MIDDLE+DY_FINISHED	Holzdrogenansatz zu Trockenpulver verarbeiten und fertigstellen	fertiggestelltes Trockenpulver aus Holzdrogenansatz	Holzdrogenansatz zu Trockenpulver verarbeiten und fertigstellen	EXTERNAL_NOMINAL_RESULT	getrocknetes Pulver aus einem Holzdrogenansatz	MEDIUM	f81r	f81r.1	B	B	2	5	7	MEDIAL	1	1	1	0	[olpchedy:?]	OPEN	UNKNOWN_SURFACE	opchedy	vollständig getrocknetes Pulverpräparat	ofshdy	[ofshdy:?]	EXACT	olpchedy	EXACT	olpchedy	BOTH_EXACT	polchoy qokedy shol opchedy olpchedy ofshdy oly	SOURCE_PAGE_CARD	0	Two external S/B/hand-3 occurrences sit inside powder, drying, heat and quantity fields; the components hold but catalogue position selects the finished result rather than a fresh imperative.
ofshdy	P	O_PREP+F_FLOWER+SH_MOIST+DY_FINISHED	Blütenfraktionsansatz einweichen und fertigstellen	Blütenfraktionsansatz einweichen und fertigstellen	Blütenfraktionsansatz einweichen und fertigstellen	LOCAL_UNTESTED	Ansatz mit einer Blütenfraktion anfeuchten und abschließen	LOW	f81r	f81r.1	B	B	2	6	7	MEDIAL	1	1	1	0	[ofshdy:?]	OPEN	UNKNOWN_SURFACE	olpchedy	[olpchedy:?]	oly	abseihen	EXACT	ofshdy	ONE	y	ONE_EXACT	polchoy qokedy shol opchedy olpchedy ofshdy oly	SOURCE_PAGE_CARD	0	The narrow F_FLOWER extension has no exact external occurrence and therefore remains f81r-local.
qolsheedy	P	QOL_ADD+SH_MOIST+EE_END+DY_FINISHED	vollständig eingeweichten Drogenstoff zugeben und fertigstellen	vollständig eingeweichten und fertigen Drogenstoff zugeben	vollständig eingeweichten Drogenstoff zugeben und fertigstellen	QOL_ACTION_SHEEDY_RESULT	vollständig eingeweichten Drogenstoff zugeben und die Zugabe abschließen	HIGH	f81r	f81r.14	B	B	2	2	6	MEDIAL	1	1	1	0	[qolsheedy:?]	OPEN	UNKNOWN_SURFACE	qokechedy	erhitze bis zur Mittelstufe, trockne bis zur Mittelstufe und schließe ab	or	Drogenportion	SPLIT_2	qolsheedy	ONE	y	NEITHER_EXACT	qokechedy qolsheedy or ain arol oeeedy	SOURCE_PAGE_CARD	0	RF1b reads qol sheedy: QOL remains the add action while SHEEDY is its already moist and finished object, not a second invented action.
oeeedy	P	O_PREP+EEE_LONG_OR_FINAL+DY_FINISHED	Ansatz lange oder bis zur letzten Stufe ruhen lassen und fertigstellen	Ansatz lange oder bis zur letzten Stufe ruhen lassen und fertigstellen	Ansatz lange oder bis zur letzten Stufe ruhen lassen und fertigstellen	LOCAL_UNTESTED	lange gereiften Ansatz abziehen und fertigstellen	LOW	f81r	f81r.14	B	B	2	6	6	FINAL	1	1	1	0	[oeeedy:?]	OPEN	UNKNOWN_SURFACE	arol	Grundauszug, Fraktion I	BOUNDARY	BOUNDARY	EXACT	oeeedy	ONE	oeee	ONE_EXACT	qokechedy qolsheedy or ain arol oeeedy	SOURCE_PAGE_CARD	0	The long-versus-final EEE rival cannot be tested outside f81r; retain both readings locally.
qopchol	P	QO_COMMAND+P_POWDER+CH_DRY+OL_MATERIAL	nimm getrockneten Pulverstoff	nimm getrockneten Pulverstoff	nimm getrockneten Pulverstoff	ACTION_HOLD	nimm das Trockenpulver in den Ansatz	HIGH	f81r	f81r.16	B	B	2	2	6	MEDIAL	1	1	1	0	[qopchol:?]	OPEN	UNKNOWN_SURFACE	polchdy	Pulverstoff trocknen und fertigstellen	qokor	heiße Drogenportion	EXACT	qopchol	EXACT	qopchol	BOTH_EXACT	polchdy qopchol qokor olpchedy opol oraisy	SOURCE_PAGE_CARD	0	Four external occurrences across S, C and T preserve the command plus powder-dry-material order; nominal neighbors do not erase the visible QO command frame.
olpchedy	P	O_PREP+L_WOOD+P_POWDER+CH_DRY+E_MIDDLE+DY_FINISHED	Holzdrogenansatz zu Trockenpulver verarbeiten und fertigstellen	fertiggestelltes Trockenpulver aus Holzdrogenansatz	Holzdrogenansatz zu Trockenpulver verarbeiten und fertigstellen	EXTERNAL_NOMINAL_RESULT	getrocknetes Pulver aus einem Holzdrogenansatz	MEDIUM	f81r	f81r.16	B	B	2	4	6	MEDIAL	1	1	1	0	[olpchedy:?]	OPEN	UNKNOWN_SURFACE	qokor	heiße Drogenportion	opol	Pulveransatz	EXACT	olpchedy	ONE	y	ONE_EXACT	polchdy qopchol qokor olpchedy opol oraisy	SOURCE_PAGE_CARD	0	Two external S/B/hand-3 occurrences sit inside powder, drying, heat and quantity fields; the components hold but catalogue position selects the finished result rather than a fresh imperative.
oraisy	P	OR_PORTION+A_PART_OR_LINK+I_FORM_I+S_TERM_SPECIES+Y_START_OR_CLOSE	eine Portion Arzneispecies der Form I abteilen und abschließen	eine Portion Arzneispecies der Form I abteilen und abschließen	eine Portion Arzneispecies der Form I abteilen und abschließen	LOCAL_UNTESTED	eine Portion des vorangehenden Pulveransatzes, Form I, abschließen	LOW	f81r	f81r.16	B	B	2	6	6	FINAL	1	1	1	0	[oraisy:?]	OPEN	UNKNOWN_SURFACE	opol	Pulveransatz	BOUNDARY	BOUNDARY	ONE	oroiry	EXACT	oraisy	ONE_EXACT	polchdy qopchol qokor olpchedy opol oraisy	SOURCE_PAGE_CARD	0	The narrow form-I/species/outer-close extension has no external exact occurrence and remains local.
osheedy	P	O_PREP+SH_MOIST+EE_END+DY_FINISHED	Ansatz vollständig einweichen und fertigstellen	Ansatz vollständig einweichen und fertigstellen	Ansatz vollständig einweichen und fertigstellen	LOCAL_UNTESTED	vollständig eingeweichten Ansatz abziehen	HIGH	f81r	f81r.18	B	B	2	1	6	INITIAL	1	1	1	0	[osheedy:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	shedy	feucht in der Mitte des Grades, abgeschlossen	EXACT	osheedy	ONE	she	ONE_EXACT	osheedy shedy ol shedy okeedy oror	SOURCE_PAGE_CARD	0	The regular complete-moist process is morphologically supported but its exact surface occurs only on f81r.
oror	P	OR_PORTION+OR_PORTION	zwei Portionen	zwei Portionen	zwei Portionen	QUANTITY_ATTACHMENT	eine doppelte Portion	LOW	f81r	f81r.18	B	B	2	6	6	FINAL	1	1	1	0	[oror:?]	OPEN	UNKNOWN_SURFACE	okeedy	heißer Ansatz am Ende des Grades, abgeschlossen	BOUNDARY	BOUNDARY	ONE	orar	ONE	orar	NEITHER_EXACT	osheedy shedy ol shedy okeedy oror	SOURCE_PAGE_CARD	0	Three external occurrences are quantity-like, including one singleton and two post-state positions; retain the literal two-OR double-portion card without exporting a general repetition rule.
olam	P	O_PREP+L_WOOD+AM_UNIT_I	ein Maß Holzdroge im Ansatz	ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	ein Maß Holzdroge im Ansatz	OL_BOUNDARY_OPEN	ein Maß Drogenstoff	HIGH	f81r	f81r.19	B	B	2	5	5	FINAL	1	1	1	0	[olam:?]	OPEN	UNKNOWN_SURFACE	qoteedy	kalt am Ende des Grades, abgeschlossen	BOUNDARY	BOUNDARY	EXACT	olam	SPLIT_2	olam	ONE_EXACT	qokedy sheedy chedy qoteedy olam	SOURCE_PAGE_CARD	0	Four external S/B/hand-3 occurrences are line-final and securely preserve AM as measure I; the surface does not decide O+L+AM versus OL+AM, so wood remains an explicit rival.
dchey	P	D_MEASURE+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	eine Dosis bis zur Mittelstufe trocknen und abschließen	abgemessene Trockendroge der Mittelstufe, abgeschlossen	eine Dosis bis zur Mittelstufe trocknen und abschließen	INITIAL_ACTION_ELSE_NOMINAL	abgemessene Trockendroge der Mittelstufe	HIGH	f81r	f81r.2	B	B	2	1	8	INITIAL	1	1	1	0	[dchey:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	lshl	[lshl:?]	EXACT	dchey	ONE	chey	ONE_EXACT	dchey lshl alched qokol chol otar chedy oky	SOURCE_PAGE_CARD	0	Fourteen external occurrences preserve D-CH-E-Y, but ten line-initial positions admit an action while four medial positions and the following aiin value require a nominal measured-dry result.
lshl	W	LEARNED_LSHL_WHOLE	eingeweichte Holzdroge	eingeweichte Holzdroge	eingeweichte Holzdroge	LEARNED_LOCAL_UNTESTED	Drogenholz in Holzabsud einweichen	LOW	f81r	f81r.2	B	B	2	2	8	MEDIAL	1	1	1	0	[lshl:?]	OPEN	UNKNOWN_SURFACE	dchey	[dchey:?]	alched	[alched:?]	EXACT	lshl	EXACT	lshl	BOTH_EXACT	dchey lshl alched qokol chol otar chedy oky	SOURCE_PAGE_CARD	0	This learned whole is unique to f81r and remains a local exact name.
alched	P	AL_RAW_I+CH_DRY+E_MIDDLE+D_TERM_CLOSE	Rohdroge I bis zur Mittelstufe trocknen und abschließen	Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen	Rohdroge I bis zur Mittelstufe trocknen und abschließen	EXTERNAL_NOMINAL_RESULT	Rohdroge I bis zur Mittelstufe trocknen und abziehen	HIGH	f81r	f81r.2	B	B	2	3	8	MEDIAL	1	1	1	0	[alched:?]	OPEN	UNKNOWN_SURFACE	lshl	[lshl:?]	qokol	erhitzen	ONE	olched	EXACT	alched	ONE_EXACT	dchey lshl alched qokol chol otar chedy oky	SOURCE_PAGE_CARD	0	The external S/B/hand-3 occurrence is nominal inside a raw, fraction and cold-stage chain; RF1b al ched confirms the component boundary while abziehen remains a rival.
shecphy	P	SH_MOIST+E_MIDDLE+CPH_COMPOSITE+Y_START_OR_CLOSE	Arzneikompositum bis zur Mittelstufe einweichen und abschließen	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	Arzneikompositum bis zur Mittelstufe einweichen und abschließen	EXTERNAL_NOMINAL_RESULT	feuchtes Arzneikompositum der Mittelstufe	MEDIUM	f81r	f81r.24	B	B	2	3	7	MEDIAL	1	1	1	0	[shecphy:?]	OPEN	UNKNOWN_SURFACE	ody	fertiggestellter Ansatz	cheol	trockener Drogenstoff	EXACT	shecphy	EXACT	shecphy	BOTH_EXACT	par ody shecphy cheol qotaldar otedy oly	SOURCE_PAGE_CARD	0	Two external S/B and B/B occurrences retain the moist-middle-composite-close stack; grade and field-close neighbors select a nominal result head.
qotaldar	P	QO_COMMAND+T_COLD+AL_RAW_I+D_MEASURE+AR_FRACTION_I	erste Fraktion gekühlter Rohdroge I abmessen	erste Fraktion gekühlter Rohdroge I abmessen	erste Fraktion gekühlter Rohdroge I abmessen	LOCAL_UNTESTED	kühle Rohdroge I und miss die erste Fraktion ab	HIGH	f81r	f81r.24	B	B	2	5	7	MEDIAL	1	1	1	0	[qotaldar:?]	OPEN	UNKNOWN_SURFACE	cheol	trockener Drogenstoff	otedy	kalter Ansatz in der Mitte des Grades, abgeschlossen	SPLIT_2	qotaldar	ONE	ar	NEITHER_EXACT	par ody shecphy cheol qotaldar otedy oly	SOURCE_PAGE_CARD	0	The cold raw-I measured-first-fraction command has no external exact occurrence.
qokesdy	P	QO_COMMAND+K_HOT+E_MIDDLE+S_SEED+DY_FINISHED	erhitze Saatgut bis zur Mittelstufe und stelle es fertig	erhitze Saatgut bis zur Mittelstufe und stelle es fertig	erhitze Saatgut bis zur Mittelstufe und stelle es fertig	LOCAL_UNTESTED	heiße Mittelstufen-Saatgutzubereitung, fertig	MEDIUM	f81r	f81r.28	B	B	2	1	7	INITIAL	1	1	1	0	[qokesdy:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	chedy	trocken in der Mitte des Grades, abgeschlossen	EXACT	qokesdy	EXACT	qokesdy	BOTH_EXACT	qokesdy chedy qokar chey taiin otey lchl	SOURCE_PAGE_CARD	0	The seed versus terminal-species issue cannot be tested outside f81r; retain the seed-heating card locally.
lchl	W	LEARNED_LCHL_WHOLE	getrocknetes Drogenholz	getrocknetes Drogenholz	getrocknetes Drogenholz	LEARNED_EXACT_WHOLE	Drogenholz trocknen; Holzstoff	LOW	f81r	f81r.28	B	B	2	7	7	FINAL	1	1	1	0	[lchl:?]	OPEN	UNKNOWN_SURFACE	otey	kalter Ansatz in der Mitte des Grades	BOUNDARY	BOUNDARY	EXACT	lchl	EXACT	lchl	BOTH_EXACT	qokesdy chedy qokar chey taiin otey lchl	SOURCE_PAGE_CARD	0	One external S/B/hand-3 occurrence admits the unchanged exact learned wood-drying whole; it does not license L-CH-L as a productive rule.
olkar	P	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	erste erhitzte Holzdrogenfraktion im Ansatz	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Holzdrogenfraktion im Ansatz	OL_BOUNDARY_AND_READER_OPEN	erste heiße Holzfraktion	HIGH	f81r	f81r.30	B	B	2	5	8	MEDIAL	1	1	1	0	[olkar:?]	OPEN	UNKNOWN_SURFACE	sor	Samenportion	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	EXACT	olkar	EXACT	olkar	BOTH_EXACT	l shedy qokedy sor olkar ol kaiin olkshdy	SOURCE_PAGE_CARD	0	Sixteen external positions across B, C, T, H and S secure heat plus fraction I; O+L versus OL remains open and two alternate-reader rivals are quarantined explicitly.
olkshdy	P	O_PREP+L_WOOD+K_HOT+SH_MOIST+DY_FINISHED	Holzdrogenansatz erhitzen, einweichen und fertigstellen	Holzdrogenansatz erhitzen, einweichen und fertigstellen	Holzdrogenansatz erhitzen, einweichen und fertigstellen	LOCAL_UNTESTED	Holzdroge erhitzen, bis zur Mittelstufe einweichen und abschließen	HIGH	f81r	f81r.30	B	B	2	8	8	FINAL	1	1	1	0	[olkshdy:?]	OPEN	UNKNOWN_SURFACE	kaiin	heiß, Grad III	BOUNDARY	BOUNDARY	EXACT	olkshdy	ONE	olkdy	ONE_EXACT	l shedy qokedy sor olkar ol kaiin olkshdy	SOURCE_PAGE_CARD	0	The ordered wood-heat-moist-finish chain has no external exact occurrence and remains f81r-local.
eses	W	LEARNED_ES_REPEAT	zwei Arzneispecies der Mittelstufe	zwei Arzneispecies der Mittelstufe	zwei Arzneispecies der Mittelstufe	LEARNED_LOCAL_UNTESTED	Doppelcharge Mittelstufen-Species	LOW	f81r	f81r.6	B	B	2	3	7	MEDIAL	1	1	1	0	[eses:?]	OPEN	UNKNOWN_SURFACE	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	oteey	kalter Ansatz am Ende des Grades	EXACT	eses	EXACT	eses	BOTH_EXACT	sar ol eses oteey shor qokeey ol	SOURCE_PAGE_CARD	0	The repeated learned species whole is unique to f81r; no general reduplication rule is exported.
dshees	P	D_MEASURE+SH_MOIST+EE_END+S_TERM_SPECIES	eine Charge vollständig eingeweichter Droge abmessen	Dosis oder Charge vollständig eingeweichter Arzneispecies	eine Charge vollständig eingeweichter Droge abmessen	NOMINAL_MEASURE_OR_CHARGE	eine Dosis vollständig eingeweichter Arzneispecies	MEDIUM	f81r	f81r.7	B	B	2	1	5	INITIAL	1	1	1	0	[dshees:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	okain	heiß im Zubereitungsrahmen, Grad II	EXACT	dshees	ONE	ees	ONE_EXACT	dshees okain chcthy otey okain	SOURCE_PAGE_CARD	0	The external S/B/hand-3 line begins with the same D-SH-EE-S stack but has no independent action anchor; abmessen is reserved for explicit head syntax.
qoteesy	P	QO_COMMAND+T_COLD+EE_END+S_TERM_SPECIES+Y_START_OR_CLOSE	Arzneispecies vollständig abkühlen und abschließen	Arzneispecies vollständig abkühlen und abschließen	Arzneispecies vollständig abkühlen und abschließen	LOCAL_UNTESTED	Saatgut vollständig abkühlen und den Posten abschließen	MEDIUM	f81r	f81r.9	B	B	2	1	4	INITIAL	1	1	1	0	[qoteesy:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	qotedy	kalt in der Mitte des Grades, abgeschlossen	EXACT	qoteesy	EXACT	qoteesy	BOTH_EXACT	qoteesy qotedy qokeedy chcphey	SOURCE_PAGE_CARD	0	The terminal-species versus seed rival has no external exact occurrence and stays visible on f81r.
chcphey	P	CH_DRY+CPH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	Arzneikompositum bis zur Mittelstufe trocknen und abschließen	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	Arzneikompositum bis zur Mittelstufe trocknen und abschließen	EXTERNAL_NOMINAL_RESULT	getrocknete Arzneikompositum-Fraktion der Mittelstufe	HIGH	f81r	f81r.9	B	B	2	4	4	FINAL	1	1	1	0	[chcphey:?]	OPEN	UNKNOWN_SURFACE	qokeedy	heiß am Ende des Grades, abgeschlossen	BOUNDARY	BOUNDARY	EXACT	chcphey	EXACT	chcphey	BOTH_EXACT	qoteesy qotedy qokeedy chcphey	SOURCE_PAGE_CARD	0	Two external occurrences in S and B place the dry-composite-middle-close form among other composite, add and moist fields; catalogue position selects a result head.
olkar	P	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	erste erhitzte Holzdrogenfraktion im Ansatz	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	OL_BOUNDARY_AND_READER_OPEN	erste heiße Holzfraktion	HIGH	f83v	f83v.12	B	B	2	8	11	MEDIAL	0	1	1	1	[olkar:?]	OPEN	UNKNOWN_SURFACE	qokeedy	heiß am Ende des Grades, abgeschlossen	sheedy	feucht am Ende des Grades, abgeschlossen	EXACT	olkar	EXACT	olkar	BOTH_EXACT	daiin shckhy qoeeo lldar cheey qoal qokeedy olkar sheedy qokain olal	EXTERNAL_TRANSFER_HOLD	1	Sixteen external positions across B, C, T, H and S secure heat plus fraction I; O+L versus OL remains open and two alternate-reader rivals are quarantined explicitly.
olkar	P	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	erste erhitzte Holzdrogenfraktion im Ansatz	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	OL_BOUNDARY_AND_READER_OPEN	erste heiße Holzfraktion	HIGH	f85r2	f85r2.5	C	B	2	2	3	MEDIAL	0	1	1	1	[olkar:?]	OPEN	UNKNOWN_SURFACE	ockhdar	[ockhdar:?]	shoral	[shoral:?]	ONE	olkor	ONE	ar	NEITHER_EXACT	ockhdar olkar shoral	EXTERNAL_TRANSFER_HOLD	1	Sixteen external positions across B, C, T, H and S secure heat plus fraction I; O+L versus OL remains open and two alternate-reader rivals are quarantined explicitly.
olkar	P	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	erste erhitzte Holzdrogenfraktion im Ansatz	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	OL_BOUNDARY_AND_READER_OPEN	erste heiße Holzfraktion	HIGH	f86v3	f86v3.13	C	B	2	6	11	MEDIAL	0	1	1	1	[olkar:?]	OPEN	UNKNOWN_SURFACE	qodaiin	Qualitätsgrad III	chedaiin	abgemessene Trockendroge, Dosis III	EXACT	olkar	EXACT	olkar	BOTH_EXACT	osheey orsheey tcheody qokain qodaiin olkar chedaiin y chedy qokady cholkain	EXTERNAL_TRANSFER_HOLD	1	Sixteen external positions across B, C, T, H and S secure heat plus fraction I; O+L versus OL remains open and two alternate-reader rivals are quarantined explicitly.
qopchol	P	QO_COMMAND+P_POWDER+CH_DRY+OL_MATERIAL	nimm getrockneten Pulverstoff	nimm getrockneten Pulverstoff	nimm getrockneten Pulverstoff	ACTION_HOLD	nimm das Trockenpulver in den Ansatz	HIGH	f86v3	f86v3.18	C	B	2	4	7	MEDIAL	0	1	1	1	[qopchol:?]	OPEN	UNKNOWN_SURFACE	qokchdy	heiß und trocken am Anfang des Grades, abgeschlossen	shol	feucht; nominal feuchtes Gut/Material	EXACT	qopchol	EXACT	qopchol	BOTH_EXACT	pchedaiin dchedy qokchdy qopchol shol sheody solkam	EXTERNAL_TRANSFER_HOLD	1	Four external occurrences across S, C and T preserve the command plus powder-dry-material order; nominal neighbors do not erase the visible QO command frame.
dchey	P	D_MEASURE+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	eine Dosis bis zur Mittelstufe trocknen und abschließen	abgemessene Trockendroge der Mittelstufe, abgeschlossen	eine Dosis bis zur Mittelstufe trocknen und abschließen	INITIAL_ACTION_ELSE_NOMINAL	abgemessene Trockendroge der Mittelstufe	HIGH	f86v3	f86v3.19	C	B	2	1	10	INITIAL	0	1	1	1	[dchey:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	otain	kalt im Zubereitungsrahmen, Grad II	EXACT	dchey	ONE	dche	ONE_EXACT	dchey otain olkechy qokam chol kchdy chol tchdy dar aiindy	EXTERNAL_TRANSFER_HOLD	1	Fourteen external occurrences preserve D-CH-E-Y, but ten line-initial positions admit an action while four medial positions and the following aiin value require a nominal measured-dry result.
qopchol	P	QO_COMMAND+P_POWDER+CH_DRY+OL_MATERIAL	nimm getrockneten Pulverstoff	nimm getrockneten Pulverstoff	nimm getrockneten Pulverstoff	ACTION_HOLD	nimm das Trockenpulver in den Ansatz	HIGH	f86v5	f86v5.2	T	B	2	7	12	MEDIAL	0	1	1	1	[qopchol:?]	OPEN	UNKNOWN_SURFACE	shor	Blüten-/Fruchtstand; reproduktiver Teil	tal	Rohstoffklasse I, kalt am Gradanfang	EXACT	qopchol	EXACT	qopchol	BOTH_EXACT	losair yteody qokar shy qokar shor qopchol tal ol ytol otam otam	EXTERNAL_TRANSFER_HOLD	1	Four external occurrences across S, C and T preserve the command plus powder-dry-material order; nominal neighbors do not erase the visible QO command frame.
olkar	P	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	erste erhitzte Holzdrogenfraktion im Ansatz	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	OL_BOUNDARY_AND_READER_OPEN	erste heiße Holzfraktion	HIGH	f86v5	f86v5.24	T	B	2	8	9	MEDIAL	0	1	1	1	[olkar:?]	OPEN	UNKNOWN_SURFACE	otaiin	kalt im Zubereitungsrahmen, Grad III	otaiin	kalt im Zubereitungsrahmen, Grad III	EXACT	olkar	EXACT	olkar	BOTH_EXACT	oar aiin ykain okal kchody chckhy otaiin olkar otaiin	EXTERNAL_TRANSFER_HOLD	1	Sixteen external positions across B, C, T, H and S secure heat plus fraction I; O+L versus OL remains open and two alternate-reader rivals are quarantined explicitly.
olkar	P	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	erste erhitzte Holzdrogenfraktion im Ansatz	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	OL_BOUNDARY_AND_READER_OPEN	erste heiße Holzfraktion	HIGH	f86v5	f86v5.4	T	B	2	10	11	MEDIAL	0	1	1	1	[olkar:?]	OPEN	UNKNOWN_SURFACE	dar	abgemessene Fraktion I	am	Maßeinheit I	EXACT	olkar	EXACT	olkar	BOTH_EXACT	ypchesy oky sheeey qoty qotaiin sail chepy ltedy dar olkar am	EXTERNAL_TRANSFER_HOLD	1	Sixteen external positions across B, C, T, H and S secure heat plus fraction I; O+L versus OL remains open and two alternate-reader rivals are quarantined explicitly.
olkar	P	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	erste erhitzte Holzdrogenfraktion im Ansatz	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	OL_BOUNDARY_AND_READER_OPEN	erste heiße Holzfraktion	HIGH	f86v6	f86v6.25	T	B	2	3	10	MEDIAL	0	1	1	1	[olkar:?]	OPEN	UNKNOWN_SURFACE	qokar	heiße Drogenfraktion I	qodar	[qodar:?]	EXACT	olkar	EXACT	olkar	BOTH_EXACT	yteedy qokar olkar qodar ykaiin or okeeeey ofchedy qokaiin araram	EXTERNAL_TRANSFER_HOLD	1	Sixteen external positions across B, C, T, H and S secure heat plus fraction I; O+L versus OL remains open and two alternate-reader rivals are quarantined explicitly.
olkar	P	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	erste erhitzte Holzdrogenfraktion im Ansatz	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	OL_BOUNDARY_AND_READER_OPEN	erste heiße Holzfraktion	HIGH	f86v6	f86v6.31	T	B	2	4	11	MEDIAL	0	1	1	1	[olkar:?]	OPEN	UNKNOWN_SURFACE	qokaiin	heiß, Grad III	olkchdy	heiß-trocken aufbereitetes Drogenmaterial	EXACT	olkar	EXACT	olkar	BOTH_EXACT	dair chepy qokaiin olkar olkchdy okar al dar olkchey otytam orom	EXTERNAL_TRANSFER_HOLD	1	Sixteen external positions across B, C, T, H and S secure heat plus fraction I; O+L versus OL remains open and two alternate-reader rivals are quarantined explicitly.
