page	diagram_id	locus	local_image_owner	local_namespace	visible_sequence	portable_core_chain	complete_local_label_de	group_count	group_serials	orientation_status	f68_f69_mapping
f67r2	A1	f67r2.47	A1_LEFT_LOCAL_FIELD_47	A1_LEFT_WHEEL_ONLY	yfain	LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L47: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	1	118	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.48	A1_LEFT_LOCAL_FIELD_48	A1_LEFT_WHEEL_ONLY	todaiin dain dy	LOCAL_LABEL | ABDECK_ODER_TRAEGERFELD | dies	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L48: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	3	119|120|121	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.49	A1_LEFT_LOCAL_FIELD_49	A1_LEFT_WHEEL_ONLY	os choer aiin	AUFNAHMEFELD_ODER_UMSCHLUSS | LOCAL_LABEL | Sollwert	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L49: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	3	122|123|124	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.50	A1_LEFT_LOCAL_FIELD_50	A1_LEFT_WHEEL_ONLY	choeea sal	LOCAL_LABEL | dorthin	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L50: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	2	125|126	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.51	A1_LEFT_LOCAL_FIELD_51	A1_LEFT_WHEEL_ONLY	dadaiin	LOCAL_LABEL	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L51: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	1	127	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.52	A1_LEFT_OUTER_STAR_STATION_01	A1_LEFT_WHEEL_ONLY	qotoear	LOCAL_LABEL	Linkes f67r2-Rad, äußerer Sternplatz L01: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	1	128	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.53	A1_LEFT_OUTER_STAR_STATION_02	A1_LEFT_WHEEL_ONLY	dchdar	LOCAL_LABEL	Linkes f67r2-Rad, äußerer Sternplatz L02: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	1	129	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.54	A1_LEFT_OUTER_STAR_STATION_03	A1_LEFT_WHEEL_ONLY	y saldal	dies | LOCAL_LABEL	Linkes f67r2-Rad, äußerer Sternplatz L03: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	2	130|131	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.55	A1_LEFT_OUTER_STAR_STATION_04	A1_LEFT_WHEEL_ONLY	ytodal	LOCAL_LABEL	Linkes f67r2-Rad, äußerer Sternplatz L04: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	1	132	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.56	A1_LEFT_OUTER_STAR_STATION_05	A1_LEFT_WHEEL_ONLY	tol daiin	weiter | Sollwert	Linkes f67r2-Rad, äußerer Sternplatz L05: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	2	133|134	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.57	A1_LEFT_OUTER_STAR_STATION_06	A1_LEFT_WHEEL_ONLY	otar dy	DANACH_VOM_AUSGANGSPLATZ | dies	Linkes f67r2-Rad, äußerer Sternplatz L06: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	2	135|136	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	A1_LEFT_WHEEL_ONLY	cho dal g	EINGANGSBEDINGUNG | dorthin | LOCAL_LABEL	Linkes f67r2-Rad, äußerer Sternplatz L07: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	3	137|138|139	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.59	A1_LEFT_OUTER_STAR_STATION_08	A1_LEFT_WHEEL_ONLY	ytchodly	LOCAL_LABEL	Linkes f67r2-Rad, äußerer Sternplatz L08: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	1	140	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.60	A1_LEFT_OUTER_STAR_STATION_09	A1_LEFT_WHEEL_ONLY	octhys	LOCAL_LABEL	Linkes f67r2-Rad, äußerer Sternplatz L09: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	1	141	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.61	A1_LEFT_OUTER_STAR_STATION_10	A1_LEFT_WHEEL_ONLY	ytokar	LOCAL_LABEL	Linkes f67r2-Rad, äußerer Sternplatz L10: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	1	142	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.62	A1_LEFT_OUTER_STAR_STATION_11	A1_LEFT_WHEEL_ONLY	otolor	LOCAL_LABEL	Linkes f67r2-Rad, äußerer Sternplatz L11: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	1	143	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.63	A1_LEFT_OUTER_STAR_STATION_12	A1_LEFT_WHEEL_ONLY	okodar	LOCAL_LABEL	Linkes f67r2-Rad, äußerer Sternplatz L12: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	1	144	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.64	A1_RIGHT_PHASE_STATION_01	A1_RIGHT_WHEEL_ONLY	s air	LOCAL_LABEL | LOCAL_LABEL	Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R01: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	2	145|146	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.65	A1_RIGHT_PHASE_STATION_02	A1_RIGHT_WHEEL_ONLY	soear	LOCAL_LABEL	Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R02: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	1	147	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.66	A1_RIGHT_PHASE_STATION_03	A1_RIGHT_WHEEL_ONLY	cpheey	LOCAL_LABEL	Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R03: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	1	148	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.67	A1_RIGHT_PHASE_STATION_04	A1_RIGHT_WHEEL_ONLY	okodar	LOCAL_LABEL	Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R04: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	1	149	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.68	A1_RIGHT_PHASE_STATION_05	A1_RIGHT_WHEEL_ONLY	oepchod	LOCAL_LABEL	Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R05: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	1	150	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.69	A1_RIGHT_PHASE_STATION_06	A1_RIGHT_WHEEL_ONLY	s ay	LOCAL_LABEL | LOCAL_LABEL	Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R06: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	2	151|152	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.70	A1_RIGHT_PHASE_STATION_07	A1_RIGHT_WHEEL_ONLY	osar	LOCAL_LABEL	Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R07: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	1	153	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.71	A1_RIGHT_PHASE_STATION_08	A1_RIGHT_WHEEL_ONLY	oran	LOCAL_LABEL	Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R08: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	1	154	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.72	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	dar aldaiin ydaiin qkoy ydaiin qofair ypair ykoaiin ydoly ytalchos oly okey	davon | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | KURZSTUFE_SETZEN	Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.	12	155|156|157|158|159|160|161|162|163|164|165|166	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	sshey sy shees qeykeey ykchey ykchey qokeochy oaiin okol ar olar	LOCAL_LABEL | dies | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL	Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.	11	167|168|169|170|171|172|173|174|175|176|177	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f67r2	A1	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	yshey qokeeody cheos oeeos qockhy chos aiin okeeody qokoaiin odain ar air ay	LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | Sollwert | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL	f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.	13	178|179|180|181|182|183|184|185|186|187|188|189|190	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.1	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal	LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL	f68r1, Rubrik des linken offenen Sternfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	9	191|192|193|194|195|196|197|198|199	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.2	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod	LOCAL_LABEL | LOCAL_LABEL | VOLLSTAENDIG_SETZEN__SCHLUSS | Freigabewert | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL	f68r1, Rubrik des mittleren Stern-/Zentralfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	9	200|201|202|203|204|205|206|207|208	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.3	A2_RIGHT_PANEL_HEADER	A2_RIGHT_PANEL_ONLY	ykor shey qocheey chokal okeey ror eckhear daram	LOCAL_LABEL | Freigabewert | LOCAL_LABEL | LOCAL_LABEL | LANGSTUFE_SETZEN | LOCAL_LABEL | LOCAL_LABEL | LOCAL_LABEL	f68r1, Rubrik des rechten sektorierten Teilbildes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	8	209|210|211|212|213|214|215|216	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.4	A2_MULTIPANEL_HEADER_FRAGMENT_04	A2_LOCAL_OWNER_UNRESOLVED	dchor okaiiin	LOCAL_LABEL | LOCAL_LABEL	f68r1, unaufgelöstes Fragment einer mehrpaneeligen Randrubrik: Der vollständige Hinweis wird aus dem Exemplar kopiert, doch sein genaues Sternfeld oder Zentrum bleibt unbestimmt; er liefert keinen seitenweiten Besitzer.	2	217|218	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.5	A2_MULTIPANEL_HEADER_FRAGMENT_05	A2_LOCAL_OWNER_UNRESOLVED	yky	LOCAL_LABEL	f68r1, unaufgelöstes Fragment einer mehrpaneeligen Randrubrik: Der vollständige Hinweis wird aus dem Exemplar kopiert, doch sein genaues Sternfeld oder Zentrum bleibt unbestimmt; er liefert keinen seitenweiten Besitzer.	1	219	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.6	A2_MULTIPANEL_HEADER_FRAGMENT_06	A2_LOCAL_OWNER_UNRESOLVED	dary	LOCAL_LABEL	f68r1, unaufgelöstes Fragment einer mehrpaneeligen Randrubrik: Der vollständige Hinweis wird aus dem Exemplar kopiert, doch sein genaues Sternfeld oder Zentrum bleibt unbestimmt; er liefert keinen seitenweiten Besitzer.	1	220	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.7	A2_MULTIPANEL_HEADER_FRAGMENT_07	A2_LOCAL_OWNER_UNRESOLVED	chkchykoly	LOCAL_LABEL	f68r1, unaufgelöstes Fragment einer mehrpaneeligen Randrubrik: Der vollständige Hinweis wird aus dem Exemplar kopiert, doch sein genaues Sternfeld oder Zentrum bleibt unbestimmt; er liefert keinen seitenweiten Besitzer.	1	221	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.8	A2_CENTRE_KEY_UNRESOLVED	A2_LOCAL_OWNER_UNRESOLVED	okodaly	LOCAL_LABEL	f68r1, unaufgelöste Zentrumsangabe: Lokales Etikett eines der sichtbaren Gesichtsmedaillons; welches Zentrum und welcher Himmelskörper gemeint sind, kann nur das Exemplar bestimmen, nicht die Textlage.	1	222	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.9	A2_STAR_STATION_01	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	odchecthy	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S01: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S01 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	223	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.10	A2_STAR_STATION_02	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	otcheody	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S02: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S02 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	224	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.11	A2_STAR_STATION_03	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	okoaly	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S03: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S03 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	225	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.12	A2_STAR_STATION_04	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	chocfhy	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S04: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S04 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	226	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.13	A2_STAR_STATION_05	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	octhey	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S05: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S05 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	227	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.14	A2_STAR_STATION_06	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	otshey	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S06: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S06 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	228	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.15	A2_STAR_STATION_07	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	otydy	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S07: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S07 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	229	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.16	A2_STAR_STATION_08	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	okear	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S08: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S08 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	230	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.17	A2_STAR_STATION_09	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	cphocthy	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S09: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S09 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	231	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.18	A2_STAR_STATION_10	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	ytchody	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S10: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S10 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	232	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.19	A2_STAR_STATION_11	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	otys	LOCAL_LABEL	f68r1, sichtbarer Sternplatz S11: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S11 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	233	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
f68r1	A2	f68r1.20	A2_STAR_STATION_12	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	olor	derselbe Ansatz	f68r1, sichtbarer Sternplatz S12: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S12 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	1	234	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY
