audit_id	event_id	physical_page	register	statement_id	locus	surface	source_surface	edit_operation	old_char	new_char	edit_index	source_current_recipe	old_target_recipe	corrected_recipe	removed_atoms	added_atoms	renderer_or_composition_rule	audit_decision	confidence	short_reason
P1026-A0096	P1008-E0402	f72r	CELESTIAL	P1008-S023	f72r3.14	shoteey	choteey	SUB	c	s	0	CH+OT+EE+Y	CH+OT+EE+Y	SH+OT+EE+Y	CH	SH	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0097	P1008-E0407	f72r	CELESTIAL	P1008-S023	f72r3.14	okeeo	okeo	INS	NONE	e	2	OK+E+O	OK+E+O	OK+EE+O	E	EE	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	visible e changes the grade recipe
P1026-A0098	P1008-E0428	f72r	CELESTIAL	P1008-S025	f72r3.26	che	chey	DEL	y	NONE	3	Y	Y	CH+E	Y	CH+E	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0099	P1008-E0431	f72r	CELESTIAL	P1008-S025	f72r3.26	oteeor	oteor	INS	NONE	e	2	OT+E+OR	OT+E+OR	OT+EE+OR	E	EE	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	visible e changes the grade recipe
P1026-A0100	P1008-E0435	f72r	CELESTIAL	P1008-S025	f72r3.26	oteees	oteeos	SUB	o	e	4	OT+EE+O+S_ADDR	OT+EE+O+S_ADDR	OT+EEE+S_ADDR	EE+O	EEE	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0101	P1008-E0439	f72r	CELESTIAL	P1008-S025	f72r3.26	otedar	oteodar	DEL	o	NONE	3	OT+E+O+D_ADDR+AR	OT+E+O+D_ADDR+AR	OT+E+D_ADDR+AR	O	NONE	VISIBLE_DELETE_O	RESEGMENT_VISIBLE_EDIT	WORKING	deleted sign removes its atom
P1026-A0102	P1008-E0447	f72r	CELESTIAL	P1008-S025	f72r3.26	shes	shees	DEL	e	NONE	2	SH+EE+S	SH+EE+S	SH+E+S	EE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	deleted e lowers or removes a grade
P1026-A0103	P1008-E0448	f72r	CELESTIAL	P1008-S025	f72r3.26	eedy	eeedy	DEL	e	NONE	0	EEE+DY	EEE+DY	EE+DY	EEE	EE	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	deleted e lowers or removes a grade
P1026-A0104	P1008-E0451	f72r	CELESTIAL	P1008-S026	f72r3.26	ckhol	chol	INS	NONE	k	1	OL	OL	CH+K+OL	NONE	CH+K	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0105	P1008-E0460	f72r	CELESTIAL	P1008-S027	f72r3.34	okeos	okeo	INS	NONE	s	4	OK+E+O	OK+E+O	OK+E+O+S	NONE	S	VISIBLE_INSERT_S	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0106	P1008-E0466	f72r	CELESTIAL	P1008-S027	f72r3.34	oteos	oteeos	DEL	e	NONE	2	OT+EE+O+S_ADDR	OT+EE+O+S_ADDR	OT+E+O+S_ADDR	EE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	deleted e lowers or removes a grade
P1026-A0107	P1008-E0468	f72r	CELESTIAL	P1008-S027	f72r3.34	koly	oly	INS	NONE	k	0	OL+Y	OL+Y	K+OL+Y	NONE	K	VISIBLE_INSERT_K	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0108	P1008-E0471	f76r	BIOLOGICAL	P1008-S028	f76r.1	opshdy	qopshdy	DEL	q	NONE	0	CARRIER_Q+O+P+SH+D_ADDR+Y	CARRIER_Q+O+P+SH+D_ADDR+Y	O+P+SH+D_ADDR+Y	CARRIER_Q	NONE	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0109	P1008-E0472	f76r	BIOLOGICAL	P1008-S028	f76r.1	qolp	qol	INS	NONE	p	3	OL	OL	OL+P	NONE	P	VISIBLE_INSERT_P	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0110	P1008-E0473	f76r	BIOLOGICAL	P1008-S028	f76r.1	chcphy	chcphey	DEL	e	NONE	5	CH+CH+P+E+Y	CH+CH+P+E+Y	CH+CH+P+Y	E	NONE	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	deleted e lowers or removes a grade
P1026-A0111	P1008-E0474	f76r	BIOLOGICAL	P1008-S028	f76r.1	chcphdy	chcphey	SUB	e	d	5	CH+CH+P+E+Y	CH+CH+P+E+Y	CH+CH+P+Y	E	NONE	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0112	P1008-E0475	f76r	BIOLOGICAL	P1008-S028	f76r.1	opshey	opshedy	DEL	d	NONE	5	O+P+SH+E+Y	O+P+SH+E+Y	O+P+SH+E+Y	NONE	NONE	VISIBLE_REMOVE_D_ADDRESS	LICENSED_SAME_RECIPE	WORKING	visible local d disappears
P1026-A0113	P1008-E0477	f76r	BIOLOGICAL	P1008-S028	f76r.1	opchdy	pchdy	INS	NONE	o	0	P+CHD+Y	P+CHD+Y	O+P+CHD+Y	NONE	O	VISIBLE_INSERT_O	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0114	P1008-E0484	f76r	BIOLOGICAL	P1008-S029	f76r.2	chep	chey	SUB	y	p	3	Y	Y	CH+E+P	Y	CH+E+P	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0115	P1008-E0491	f76r	BIOLOGICAL	P1008-S030	f76r.2	sheals	sheal	INS	NONE	s	5	SH+E+AL	SH+E+AL	SH+E+AL+S	NONE	S	VISIBLE_INSERT_S	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0116	P1008-E0505	f76r	BIOLOGICAL	P1008-S033	f76r.3	aiiny	aiin	INS	NONE	y	4	AIIN	AIIN	AIIN+Y	NONE	Y	VISIBLE_INSERT_Y	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0117	P1008-E0519	f76r	BIOLOGICAL	P1008-S038	f76r.5	chdam	cham	INS	NONE	d	2	CH+AM_ADDR	CH+AM_ADDR	CHD+AM_ADDR	CH	CHD	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0118	P1008-E0523	f76r	BIOLOGICAL	P1008-S039	f76r.6	qokeeo	qokeey	SUB	y	o	5	OK+EE+Y	OK+EE+Y	OK+EE+O	Y	O	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0119	P1008-E0528	f76r	BIOLOGICAL	P1008-S041	f76r.6	okees	okeey	SUB	y	s	4	OK+EE+Y	OK+EE+Y	OK+EE+S	Y	S	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0120	P1008-E0536	f76r	BIOLOGICAL	P1008-S042	f76r.8	okeedal	qokeedal	DEL	q	NONE	0	OK+EE+AL	OK+EE+AL	OK+EE+AL	NONE	NONE	LICENSED_Q_WRAPPER	LICENSED_SAME_RECIPE	HIGH	q wrapper does not add an atom
P1026-A0121	P1008-E0545	f76r	BIOLOGICAL	P1008-S043	f76r.8	chekain	chkain	INS	NONE	e	2	CH+K+AIN	CH+K+AIN	CH+K+AIN	NONE	NONE	LICENSED_CHK_CHEK	LICENSED_SAME_RECIPE	HIGH	expanded CHK spelling
P1026-A0122	P1008-E0547	f76r	BIOLOGICAL	P1008-S044	f76r.9	shed	shedy	DEL	y	NONE	4	SH+E+DY	SH+E+DY	SH+E+D_ADDR	DY	D_ADDR	VISIBLE_REMOVE_Y	RESEGMENT_VISIBLE_EDIT	WORKING	visible active-posten sign disappears
P1026-A0123	P1008-E0552	f76r	BIOLOGICAL	P1008-S045	f76r.9	chcphedy	lchcphedy	DEL	l	NONE	0	L+CH+CH+P+E+DY	L+CH+CH+P+E+DY	CH+CH+P+E+DY	L	NONE	VISIBLE_DELETE_L	RESEGMENT_VISIBLE_EDIT	WORKING	deleted sign removes its atom
P1026-A0124	P1008-E0555	f76r	BIOLOGICAL	P1008-S046	f76r.9	lkar	kar	INS	NONE	l	0	K+AR	K+AR	L+K+AR	NONE	L	VISIBLE_INSERT_L	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0125	P1008-E0558	f76r	BIOLOGICAL	P1008-S046	f76r.9	lkain	kain	INS	NONE	l	0	K+AIN	K+AIN	L+K+AIN	NONE	L	VISIBLE_INSERT_L	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0126	P1008-E0561	f76r	BIOLOGICAL	P1008-S046	f76r.9	daly	dal	INS	NONE	y	3	AL	AL	AL+Y	NONE	Y	VISIBLE_INSERT_Y	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0127	P1008-E0564	f76r	BIOLOGICAL	P1008-S048	f76r.11	qorain	orain	INS	NONE	q	0	OR+AIN	OR+AIN	OR+AIN	NONE	NONE	LICENSED_Q_WRAPPER	LICENSED_SAME_RECIPE	HIGH	q wrapper does not add an atom
P1026-A0128	P1008-E0569	f76r	BIOLOGICAL	P1008-S049	f76r.11	raiiin	raiin	INS	NONE	i	2	R+AIIN	R+AIIN	R+AIIN+LOCAL_CHAR_I	NONE	LOCAL_CHAR_I	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0129	P1008-E0570	f76r	BIOLOGICAL	P1008-S049	f76r.11	chekain	chkain	INS	NONE	e	2	CH+K+AIN	CH+K+AIN	CH+K+AIN	NONE	NONE	LICENSED_CHK_CHEK	LICENSED_SAME_RECIPE	HIGH	expanded CHK spelling
P1026-A0130	P1008-E0579	f76r	BIOLOGICAL	P1008-S050	f76r.12	qa	qo	SUB	o	a	1	O	O	A_ADDR	O	A_ADDR	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0131	P1008-E0605	f76r	BIOLOGICAL	P1008-S056	f76r.15	okees	okeey	SUB	y	s	4	OK+EE+Y	OK+EE+Y	OK+EE+S	Y	S	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0132	P1008-E0616	f76r	BIOLOGICAL	P1008-S058	f76r.16	qotes	qotey	SUB	y	s	4	OT+E+Y	OT+E+Y	OT+E+S	Y	S	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0133	P1008-E0626	f76r	BIOLOGICAL	P1008-S059	f76r.16	chekair	chekar	INS	NONE	i	5	CH+K+AR	CH+K+AR	CH+K+AIR	AR	AIR	VISIBLE_AIR	RESEGMENT_VISIBLE_EDIT	WORKING	AR expands to AIR
P1026-A0134	P1008-E0628	f76r	BIOLOGICAL	P1008-S059	f76r.17	chckh	chckhy	DEL	y	NONE	5	CH+K+Y	CH+K+Y	CH+K	Y	NONE	VISIBLE_REMOVE_Y	RESEGMENT_VISIBLE_EDIT	WORKING	visible active-posten sign disappears
P1026-A0135	P1008-E0630	f76r	BIOLOGICAL	P1008-S059	f76r.17	qeeey	qeey	INS	NONE	e	1	CARRIER_Q+EE+Y	CARRIER_Q+EE+Y	CARRIER_Q+EEE+Y	EE	EEE	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	visible e changes the grade recipe
P1026-A0136	P1008-E0632	f76r	BIOLOGICAL	P1008-S059	f76r.17	lkain	kain	INS	NONE	l	0	K+AIN	K+AIN	L+K+AIN	NONE	L	VISIBLE_INSERT_L	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0137	P1008-E0637	f76r	BIOLOGICAL	P1008-S061	f76r.17	okeed	okeedy	DEL	y	NONE	5	OK+EE+DY	OK+EE+DY	OK+EE+D_ADDR	DY	D_ADDR	VISIBLE_REMOVE_Y	RESEGMENT_VISIBLE_EDIT	WORKING	visible active-posten sign disappears
P1026-A0138	P1008-E0640	f76r	BIOLOGICAL	P1008-S063	f76r.19	dcheedy	cheedy	INS	NONE	d	0	CH+EE+D_ADDR+Y	CH+EE+D_ADDR+Y	D_ADDR+CH+EE+D_ADDR+Y	NONE	D_ADDR	VISIBLE_D_ADDRESS	RESEGMENT_VISIBLE_EDIT	WORKING	visible d adds a local address
P1026-A0139	P1008-E0650	f76r	BIOLOGICAL	P1008-S067	f76r.19	otedyl	otedy	INS	NONE	l	5	OT+E+DY	OT+E+DY	OT+E+DY+L	NONE	L	VISIBLE_INSERT_L	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0140	P1008-E0660	f76r	BIOLOGICAL	P1008-S070	f76r.20	lchar	char	INS	NONE	l	0	AR	AR	L+AR	NONE	L	VISIBLE_INSERT_L	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0141	P1008-E0662	f76r	BIOLOGICAL	P1008-S070	f76r.20	alchdy	dalchdy	DEL	d	NONE	0	AL+CHD+DY	AL+CHD+DY	AL+CHD+DY	NONE	NONE	DIRECT_VISIBLE_PACKAGE	LICENSED_SAME_RECIPE	HIGH	target package read directly
P1026-A0142	P1008-E0663	f76r	BIOLOGICAL	P1008-S071	f76r.21	qokchsdy	qokchdy	INS	NONE	s	5	OK+CHD+DY	OK+CHD+DY	OK+CHD+S+DY	NONE	S	VISIBLE_INSERT_S	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0143	P1008-E0667	f76r	BIOLOGICAL	P1008-S073	f76r.21	olain	olaiin	DEL	i	NONE	3	OL+AIIN	OL+AIIN	OL+AIN	AIIN	AIN	VISIBLE_I_CHANGE	RESEGMENT_VISIBLE_EDIT	WORKING	i change alters quantity/path/variant
P1026-A0144	P1008-E0668	f76r	BIOLOGICAL	P1008-S073	f76r.21	ot	oty	DEL	y	NONE	2	OT+Y	OT+Y	OT	Y	NONE	VISIBLE_REMOVE_Y	RESEGMENT_VISIBLE_EDIT	WORKING	visible active-posten sign disappears
P1026-A0145	P1008-E0670	f76r	BIOLOGICAL	P1008-S074	f76r.21	qotaly	qotal	INS	NONE	y	5	OT+AL	OT+AL	OT+AL+Y	NONE	Y	VISIBLE_INSERT_Y	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0146	P1008-E0674	f76r	BIOLOGICAL	P1008-S075	f76r.21	oleeed	oeeed	INS	NONE	l	1	O+EEE+D_ADDR	O+EEE+D_ADDR	OL+EEE+D_ADDR	O	OL	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0147	P1008-E0689	f76r	BIOLOGICAL	P1008-S079	f76r.24	dalshedy	dalchedy	SUB	c	s	3	AL+CHD+DY	AL+CHD+DY	AL+SH+E+DY	CHD	SH+E	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0148	P1008-E0692	f76r	BIOLOGICAL	P1008-S081	f76r.24	qokaldy	qokaly	INS	NONE	d	5	OK+AL+Y	OK+AL+Y	OK+AL+Y	NONE	NONE	DIRECT_VISIBLE_PACKAGE	LICENSED_SAME_RECIPE	HIGH	target package read directly
P1026-A0149	P1008-E0693	f76r	BIOLOGICAL	P1008-S081	f76r.24	chepy	chey	INS	NONE	p	3	Y	Y	CH+E+P+Y	NONE	CH+E+P	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0150	P1008-E0696	f76r	BIOLOGICAL	P1008-S081	f76r.24	olain	olaiin	DEL	i	NONE	3	OL+AIIN	OL+AIIN	OL+AIN	AIIN	AIN	VISIBLE_I_CHANGE	RESEGMENT_VISIBLE_EDIT	WORKING	i change alters quantity/path/variant
P1026-A0151	P1008-E0719	f76r	BIOLOGICAL	P1008-S084	f76r.26	qolain	qokain	SUB	k	l	2	OK+AIN	OK+AIN	OL+AIN	OK	OL	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0152	P1008-E0730	f76r	BIOLOGICAL	P1008-S085	f76r.28	soin	sain	SUB	a	o	1	S+AIN	S+AIN	S+O+IIN	AIN	O+IIN	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0153	P1008-E0742	f76r	BIOLOGICAL	P1008-S085	f76r.28	ytal	tal	INS	NONE	y	0	T+AL	T+AL	Y+T+AL	NONE	Y	VISIBLE_INSERT_Y	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0154	P1008-E0751	f76r	BIOLOGICAL	P1008-S088	f76r.29	lshcthy	shcthy	INS	NONE	l	0	SH+CH+T+Y	SH+CH+T+Y	L+SH+CH+T+Y	NONE	L	VISIBLE_INSERT_L	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0155	P1008-E0763	f76r	BIOLOGICAL	P1008-S088	f76r.30	dalaiin	alaiin	INS	NONE	d	0	AL+AIIN	AL+AIIN	AL+AIIN	NONE	NONE	DIRECT_VISIBLE_PACKAGE	LICENSED_SAME_RECIPE	HIGH	target package read directly
P1026-A0156	P1008-E0770	f76r	BIOLOGICAL	P1008-S089	f76r.32	cheo	cheol	DEL	l	NONE	4	CH+E+O+L	CH+E+O	CH+E+O	L	NONE	DIRECT_VISIBLE_PACKAGE	CURRENT_ALREADY_REPAIRED	HIGH	target package read directly
P1026-A0157	P1008-E0776	f76r	BIOLOGICAL	P1008-S089	f76r.32	dalshedy	dalchedy	SUB	c	s	3	AL+CHD+DY	AL+CHD+DY	AL+SH+E+DY	CHD	SH+E	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0158	P1008-E0785	f76r	BIOLOGICAL	P1008-S091	f76r.33	lkey	lkedy	DEL	d	NONE	3	L+K+E+DY	L+K+E+DY	L+K+E+Y	DY	Y	VISIBLE_REMOVE_CLOSE	RESEGMENT_VISIBLE_EDIT	WORKING	removing d opens DY to Y
P1026-A0159	P1008-E0788	f76r	BIOLOGICAL	P1008-S093	f76r.33	qopchey	qopchy	INS	NONE	e	5	O+P+Y	O+P+Y	O+P+E+Y	NONE	E	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	visible e changes the grade recipe
P1026-A0160	P1008-E0807	f76r	BIOLOGICAL	P1008-S097	f76r.34	ollchy	olchy	INS	NONE	l	1	OL+CH+Y	OL+CH+Y	OL+L+CH+Y	NONE	L	VISIBLE_INSERT_L	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0161	P1008-E0828	f76r	BIOLOGICAL	P1008-S099	f76r.36	alshy	alsy	INS	NONE	h	3	AL+S+Y	AL+S+Y	AL+SH+Y	S	SH	VISIBLE_SH_FRAME	RESEGMENT_VISIBLE_EDIT	WORKING	s+h carries the SH action
P1026-A0162	P1008-E0833	f76r	BIOLOGICAL	P1008-S099	f76r.36	alor	lor	INS	NONE	a	0	L+OR	L+OR	AL+OR	L	AL	VISIBLE_AL_FRAME	RESEGMENT_VISIBLE_EDIT	WORKING	initial a turns L into AL
P1026-A0163	P1008-E0835	f76r	BIOLOGICAL	P1008-S099	f76r.36	okeor	okeeor	DEL	e	NONE	2	OK+EE+OR	OK+E+OR	OK+E+OR	EE	E	DIRECT_VISIBLE_PACKAGE	CURRENT_ALREADY_REPAIRED	HIGH	target package read directly
P1026-A0164	P1008-E0847	f76r	BIOLOGICAL	P1008-S102	f76r.39	pshedy	shedy	INS	NONE	p	0	SH+E+DY	SH+E+DY	P+SH+E+DY	NONE	P	VISIBLE_INSERT_P	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0165	P1008-E0848	f76r	BIOLOGICAL	P1008-S103	f76r.39	opchedy	pchedy	INS	NONE	o	0	P+CHD+DY	P+CHD+DY	O+P+CHD+DY	NONE	O	VISIBLE_INSERT_O	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0166	P1008-E0849	f76r	BIOLOGICAL	P1008-S104	f76r.39	qokas	qokal	SUB	l	s	4	OK+AL	OK+AL	OK+A_ADDR+S	AL	A_ADDR+S	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0167	P1008-E0855	f76r	BIOLOGICAL	P1008-S106	f76r.39	ytal	tal	INS	NONE	y	0	T+AL	T+AL	Y+T+AL	NONE	Y	VISIBLE_INSERT_Y	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0168	P1008-E0860	f76r	BIOLOGICAL	P1008-S106	f76r.40	opchey	pchey	INS	NONE	o	0	P+Y	P+Y	O+P+Y	NONE	O	VISIBLE_INSERT_O	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0169	P1008-E0863	f76r	BIOLOGICAL	P1008-S106	f76r.40	qokedar	qokear	INS	NONE	d	4	OK+E+AR	OK+E+AR	OK+E+D_ADDR+AR	NONE	D_ADDR	VISIBLE_D_ADDRESS	RESEGMENT_VISIBLE_EDIT	WORKING	visible d adds a local address
P1026-A0170	P1008-E0864	f76r	BIOLOGICAL	P1008-S106	f76r.40	olchdy	olchedy	DEL	e	NONE	4	OL+CHD+DY	OL+CHD+DY	OL+CHD+DY	NONE	NONE	LICENSED_CHD_CHED	LICENSED_SAME_RECIPE	HIGH	expanded CHD spelling
P1026-A0171	P1008-E0881	f76r	BIOLOGICAL	P1008-S110	f76r.41	qokchdyl	qokchdy	INS	NONE	l	7	OK+CHD+DY	OK+CHD+DY	OK+CHD+DY+L	NONE	L	VISIBLE_INSERT_L	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0172	P1008-E0884	f76r	BIOLOGICAL	P1008-S111	f76r.42	lsh	lsho	DEL	o	NONE	3	L+SH+O	L+SH+O	L+SH	O	NONE	VISIBLE_DELETE_O	RESEGMENT_VISIBLE_EDIT	WORKING	deleted sign removes its atom
P1026-A0173	P1008-E0888	f76r	BIOLOGICAL	P1008-S112	f76r.42	qolain	qokain	SUB	k	l	2	OK+AIN	OK+AIN	OL+AIN	OK	OL	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0174	P1008-E0893	f76r	BIOLOGICAL	P1008-S113	f76r.42	otalam	talam	INS	NONE	o	0	T+AL+AM_ADDR	T+AL+AM_ADDR	OT+AL+AM_ADDR	T	OT	VISIBLE_OT_FRAME	RESEGMENT_VISIBLE_EDIT	WORKING	initial o turns T into OT
P1026-A0175	P1008-E0908	f76r	BIOLOGICAL	P1008-S114	f76r.44	alol	kalol	DEL	k	NONE	0	K+AL+OL	K+AL+OL	AL+OL	K	NONE	VISIBLE_DELETE_K	RESEGMENT_VISIBLE_EDIT	WORKING	deleted sign removes its atom
P1026-A0176	P1008-E0914	f76r	BIOLOGICAL	P1008-S115	f76r.44	opar	par	INS	NONE	o	0	P+AR	P+AR	O+P+AR	NONE	O	VISIBLE_INSERT_O	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0177	P1008-E0915	f76r	BIOLOGICAL	P1008-S115	f76r.44	kolpy	koldy	SUB	d	p	3	K+OL+DY	K+OL+DY	K+OL+P+Y	DY	P+Y	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0178	P1008-E0924	f76r	BIOLOGICAL	P1008-S118	f76r.45	qochy	qopchy	DEL	p	NONE	2	O+P+Y	O+P+Y	O+Y	P	NONE	VISIBLE_DELETE_P	RESEGMENT_VISIBLE_EDIT	WORKING	deleted sign removes its atom
P1026-A0179	P1008-E0948	f76r	BIOLOGICAL	P1008-S123	f76r.47	olain	olaiin	DEL	i	NONE	3	OL+AIIN	OL+AIIN	OL+AIN	AIIN	AIN	VISIBLE_I_CHANGE	RESEGMENT_VISIBLE_EDIT	WORKING	i change alters quantity/path/variant
P1026-A0180	P1008-E0957	f76r	BIOLOGICAL	P1008-S124	f76r.48	okedor	okeeor	SUB	e	d	3	OK+EE+OR	OK+EE+OR	OK+E+D_ADDR+OR	EE	E+D_ADDR	DIRECT_VISIBLE_PACKAGE	RESEGMENT_VISIBLE_EDIT	HIGH	target package read directly
P1026-A0181	P1008-E0969	f76r	BIOLOGICAL	P1008-S125	f76r.49	lkar	kar	INS	NONE	l	0	K+AR	K+AR	L+K+AR	NONE	L	VISIBLE_INSERT_L	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0182	P1008-E0979	f76r	BIOLOGICAL	P1008-S127	f76r.50	rory	ror	INS	NONE	y	3	R+OR	R+OR	R+OR+Y	NONE	Y	VISIBLE_INSERT_Y	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0183	P1008-E0980	f76r	BIOLOGICAL	P1008-S128	f76r.51	qkor	qor	INS	NONE	k	1	OR	OR	K+OR	NONE	K	VISIBLE_INSERT_K	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0184	P1008-E0986	f76r	BIOLOGICAL	P1008-S130	f76r.51	opchdy	pchdy	INS	NONE	o	0	P+CHD+Y	P+CHD+Y	O+P+CHD+Y	NONE	O	VISIBLE_INSERT_O	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
P1026-A0185	P1008-E0991	f76r	BIOLOGICAL	P1008-S130	f76r.52	olsheed	olsheedy	DEL	y	NONE	7	OL+SH+EE+DY	OL+SH+EE+DY	OL+SH+EE+D_ADDR	DY	D_ADDR	VISIBLE_REMOVE_Y	RESEGMENT_VISIBLE_EDIT	WORKING	visible active-posten sign disappears
P1026-A0186	P1008-E1004	f76r	BIOLOGICAL	P1008-S137	f76r.53	chedor	cheeor	SUB	e	d	3	CH+EE+OR	CH+EE+OR	CHD+OR	CH+EE	CHD	VISIBLE_SUBSTITUTION	RESEGMENT_VISIBLE_EDIT	WORKING	substituted sign changes the visible atom
P1026-A0187	P1008-E1006	f76r	BIOLOGICAL	P1008-S137	f76r.53	shed	shedy	DEL	y	NONE	4	SH+E+DY	SH+E+DY	SH+E+D_ADDR	DY	D_ADDR	VISIBLE_REMOVE_Y	RESEGMENT_VISIBLE_EDIT	WORKING	visible active-posten sign disappears
P1026-A0188	P1008-E1008	f76r	BIOLOGICAL	P1008-S139	f76r.53	dshdy	dshedy	DEL	e	NONE	3	SH+E+DY	SH+E+DY	SH+DY	E	NONE	VISIBLE_E_GRADE	RESEGMENT_VISIBLE_EDIT	HIGH	deleted e lowers or removes a grade
P1026-A0189	P1008-E1010	f76r	BIOLOGICAL	P1008-S140	f76r.53	chedyl	chedy	INS	NONE	l	5	CHD+Y	CHD+Y	CHD+Y+L	NONE	L	VISIBLE_INSERT_L	RESEGMENT_VISIBLE_EDIT	WORKING	inserted sign adds its atom
