pass1026_event_id	source_event_id	physical_page	register	statement_id	locus	surface	pass1025_recipe	pass1026_recipe	literal_core_reading_de	pass1026_change	one_edit_audit_surface	one_edit_rule
P1026-E0947	P1008-E0223	f72r	CELESTIAL	P1009-S057	f72r2.6	chy	Y	Y	AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0948	P1008-E0224	f72r	CELESTIAL	P1009-S057	f72r2.6	d	D_ADDR	D_ADDR	HIER	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0949	P1008-E0225	f72r	CELESTIAL	P1009-S057	f72r2.6	r	R	R	MARKIEREN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0950	P1008-E0226	f72r	CELESTIAL	P1009-S057	f72r2.6	aiin	AIIN	AIIN	WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0951	P1008-E0227	f72r	CELESTIAL	P1009-S057	f72r2.6	al	AL	AL	ZIELORT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0952	P1008-E0228	f72r	CELESTIAL	P1009-S057	f72r2.6	y	Y	Y	AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0953	P1008-E0229	f72r	CELESTIAL	P1009-S057	f72r2.6	o	O	O	AUSFÜHRUNG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0954	P1008-E0230	f72r	CELESTIAL	P1009-S057	f72r2.6	chekaiin	CH+K+EE+K+AIIN	CH+K+AIIN	NEHMEN · GEBEN · WERT	RESEGMENTED	YES	DIRECT_VISIBLE_PACKAGE
P1026-E0955	P1008-E0231	f72r	CELESTIAL	P1009-S057	f72r2.6	okedal	OK+AL	OK+AL	SETZEN · ZIELORT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0956	P1008-E0232	f72r	CELESTIAL	P1009-S057	f72r2.6	qokeodal	OK+EE+AL	OK+E+O+AL	SETZEN · GRAD I · AUSFÜHRUNG · ZIELORT	RESEGMENTED	YES	DIRECT_VISIBLE_PACKAGE
P1026-E0957	P1008-E0233	f72r	CELESTIAL	P1009-S057	f72r2.6	saiin	S+AIIN	S+AIIN	WÄHLEN · WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0958	P1008-E0234	f72r	CELESTIAL	P1009-S057	f72r2.6	otois	OT+O	OT+O	DANACH · AUSFÜHRUNG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0959	P1008-E0235	f72r	CELESTIAL	P1009-S057	f72r2.6	otees	OT+EE+Y	OT+EE+S	DANACH · GRAD II · WÄHLEN	RESEGMENTED	YES	VISIBLE_SUBSTITUTION
P1026-E0960	P1008-E0253	f72r	CELESTIAL	P1009-S058	f72r2.22	oteey	OT+EE+Y	OT+EE+Y	DANACH · GRAD II · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0961	P1008-E0254	f72r	CELESTIAL	P1009-S058	f72r2.22	tey	T+EE+Y	T+E+Y	EINSTELLEN · GRAD I · AKTIVER POSTEN	RESEGMENTED	YES	VISIBLE_E_GRADE
P1026-E0962	P1008-E0255	f72r	CELESTIAL	P1009-S058	f72r2.22	teodal	T+E+O+D_ADDR+AL	T+E+O+D_ADDR+AL	EINSTELLEN · GRAD I · AUSFÜHRUNG · HIER · ZIELORT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0963	P1008-E0256	f72r	CELESTIAL	P1009-S058	f72r2.22	chokaly	OK+AL	OK+AL+Y	SETZEN · ZIELORT · AKTIVER POSTEN	RESEGMENTED	YES	VISIBLE_INSERT_Y
P1026-E0964	P1008-E0257	f72r	CELESTIAL	P1009-S058	f72r2.22	ol	OL	OL	FORTSETZEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0965	P1008-E0258	f72r	CELESTIAL	P1009-S058	f72r2.22	cheol	CH+E+O+L	CH+E+O+L	NEHMEN · GRAD I · AUSFÜHRUNG · VERBINDUNG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0966	P1008-E0259	f72r	CELESTIAL	P1009-S058	f72r2.22	ol	OL	OL	FORTSETZEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0967	P1008-E0260	f72r	CELESTIAL	P1009-S058	f72r2.22	aiin	AIIN	AIIN	WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0968	P1008-E0261	f72r	CELESTIAL	P1009-S058	f72r2.22	oteo	OT+O	OT+E+O	DANACH · GRAD I · AUSFÜHRUNG	RESEGMENTED	YES	VISIBLE_E_GRADE
P1026-E0969	P1008-E0262	f72r	CELESTIAL	P1009-S058	f72r2.22	daiin	AIIN	AIIN	WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0970	P1008-E0263	f72r	CELESTIAL	P1009-S058	f72r2.22	shokal	OK+AL	SH+OK+AL	HALTEN · SETZEN · ZIELORT	RESEGMENTED	YES	VISIBLE_SUBSTITUTION
P1026-E0971	P1008-E0264	f72r	CELESTIAL	P1009-S058	f72r2.22	otey	OT+E+Y	OT+E+Y	DANACH · GRAD I · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0972	P1008-E0265	f72r	CELESTIAL	P1009-S058	f72r2.22	otaiin	OT+AIIN	OT+AIIN	DANACH · WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0973	P1008-E0266	f72r	CELESTIAL	P1009-S058	f72r2.22	otaly	OT+AL+Y	OT+AL+Y	DANACH · ZIELORT · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0974	P1008-E0267	f72r	CELESTIAL	P1009-S058	f72r2.22	dal	AL	AL	ZIELORT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0975	P1008-E0268	f72r	CELESTIAL	P1009-S058	f72r2.22	okaly	OK+AL	OK+AL+Y	SETZEN · ZIELORT · AKTIVER POSTEN	RESEGMENTED	YES	VISIBLE_INSERT_Y
P1026-E0976	P1008-E0269	f72r	CELESTIAL	P1009-S058	f72r2.22	dalchdy	AL+CHD+DY	AL+CHD+DY	ZIELORT · UMSETZEN · SCHLUSS	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0977	P1008-E0270	f72r	CELESTIAL	P1009-S059	f72r2.22	eteeey	T+EEE+Y	E+T+EEE+Y	GRAD I · EINSTELLEN · GRAD III · AKTIVER POSTEN	RESEGMENTED	YES	DIRECT_VISIBLE_PACKAGE
P1026-E0978	P1008-E0271	f72r	CELESTIAL	P1009-S059	f72r2.22	okal	OK+AL	OK+AL	SETZEN · ZIELORT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0979	P1008-E0272	f72r	CELESTIAL	P1009-S059	f72r2.22	shey	SH+E+Y	SH+E+Y	HALTEN · GRAD I · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0980	P1008-E0273	f72r	CELESTIAL	P1009-S059	f72r2.22	qoteeody	OT+EE+DY	OT+EE+O+DY	DANACH · GRAD II · AUSFÜHRUNG · SCHLUSS	RESEGMENTED	YES	VISIBLE_INSERT_O
P1026-E0981	P1008-E0274	f72r	CELESTIAL	P1009-S060	f72r2.22	sheycthy	SH+E+CH+T+Y	SH+E+Y+CH+T+Y	HALTEN · GRAD I · AKTIVER POSTEN · NEHMEN · EINSTELLEN · AKTIVER POSTEN	RESEGMENTED	YES	VISIBLE_INSERT_Y
P1026-E0982	P1008-E0275	f72r	CELESTIAL	P1009-S060	f72r2.22	chotal	OT+AL	OT+AL	DANACH · ZIELORT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0983	P1008-E0276	f72r	CELESTIAL	P1009-S060	f72r2.22	chas	CH+O+S	CH+A_ADDR+S	NEHMEN · HIER · WÄHLEN	RESEGMENTED	YES	VISIBLE_SUBSTITUTION
P1026-E0984	P1008-E0277	f72r	CELESTIAL	P1009-S060	f72r2.22	otoees	OT+EE+Y	OT+EE+Y	DANACH · GRAD II · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0985	P1008-E0278	f72r	CELESTIAL	P1009-S060	f72r2.22	aiin	AIIN	AIIN	WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0986	P1008-E0288	f72r	CELESTIAL	P1009-S061	f72r2.32	otoar	OT+AR	OT+O+AR	DANACH · AUSFÜHRUNG · AUSGANG	RESEGMENTED	YES	VISIBLE_INSERT_O
P1026-E0987	P1008-E0289	f72r	CELESTIAL	P1009-S061	f72r2.32	air	AIR	AIR	LAUF	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0988	P1008-E0290	f72r	CELESTIAL	P1009-S061	f72r2.32	aloy	AL+Y	AL+O+Y	ZIELORT · AUSFÜHRUNG · AKTIVER POSTEN	RESEGMENTED	YES	VISIBLE_INSERT_O
P1026-E0989	P1008-E0291	f72r	CELESTIAL	P1009-S061	f72r2.32	okaiin	OK+AIIN	OK+AIIN	SETZEN · WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0990	P1008-E0292	f72r	CELESTIAL	P1009-S061	f72r2.32	otees	OT+EE+Y	OT+EE+S	DANACH · GRAD II · WÄHLEN	RESEGMENTED	YES	VISIBLE_SUBSTITUTION
P1026-E0991	P1008-E0293	f72r	CELESTIAL	P1009-S061	f72r2.32	chs	CH+O+S	CH+S	NEHMEN · WÄHLEN	RESEGMENTED	YES	VISIBLE_DELETE_O
P1026-E0992	P1008-E0294	f72r	CELESTIAL	P1009-S061	f72r2.32	chchs	CH+CH+S	CH+CH+S	NEHMEN · NEHMEN · WÄHLEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0993	P1008-E0295	f72r	CELESTIAL	P1009-S061	f72r2.32	ar	AR	AR	AUSGANG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0994	P1008-E0296	f72r	CELESTIAL	P1009-S061	f72r2.32	aly	AL+Y	AL+Y	ZIELORT · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0995	P1008-E0297	f72r	CELESTIAL	P1009-S061	f72r2.32	taly	T+AL	T+AL+Y	EINSTELLEN · ZIELORT · AKTIVER POSTEN	RESEGMENTED	YES	VISIBLE_INSERT_Y
P1026-E0996	P1008-E0298	f72r	CELESTIAL	P1009-S061	f72r2.32	dar	D_ADDR+AR	D_ADDR+AR	HIER · AUSGANG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0997	P1008-E0299	f72r	CELESTIAL	P1009-S061	f72r2.32	otchey	OT+Y	OT+Y	DANACH · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0998	P1008-E0300	f72r	CELESTIAL	P1009-S061	f72r2.32	okaiin	OK+AIIN	OK+AIIN	SETZEN · WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E0999	P1008-E0301	f72r	CELESTIAL	P1009-S061	f72r2.32	olaiin	OL+AIIN	OL+AIIN	FORTSETZEN · WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1000	P1008-E0302	f72r	CELESTIAL	P1009-S061	f72r2.32	y	Y	Y	AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1001	P1008-E0303	f72r	CELESTIAL	P1009-S062	f72r3.1	okeey	OK+EE+Y	OK+EE+Y	SETZEN · GRAD II · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1002	P1008-E0304	f72r	CELESTIAL	P1009-S062	f72r3.1	chekoy	CH+K+O+D_ADDR+Y	CH+K+O+Y	NEHMEN · GEBEN · AUSFÜHRUNG · AKTIVER POSTEN	RESEGMENTED	YES	VISIBLE_REMOVE_D_ADDRESS
P1026-E1003	P1008-E0305	f72r	CELESTIAL	P1009-S062	f72r3.1	oteo	OT+O	OT+E+O	DANACH · GRAD I · AUSFÜHRUNG	RESEGMENTED	YES	VISIBLE_E_GRADE
P1026-E1004	P1008-E0306	f72r	CELESTIAL	P1009-S062	f72r3.1	ykeey	Y+K+EE+Y	Y+K+EE+Y	AKTIVER POSTEN · GEBEN · GRAD II · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1005	P1008-E0307	f72r	CELESTIAL	P1009-S062	f72r3.1	chedaiin	CHD+AIIN	CHD+AIIN	UMSETZEN · WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1006	P1008-E0308	f72r	CELESTIAL	P1009-S062	f72r3.1	okeeol	OK+EE+OL	OK+EE+OL	SETZEN · GRAD II · FORTSETZEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1007	P1008-E0309	f72r	CELESTIAL	P1009-S062	f72r3.1	cheeor	CH+EE+OR	CH+EE+OR	NEHMEN · GRAD II · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1008	P1008-E0310	f72r	CELESTIAL	P1009-S062	f72r3.1	chocthar	CH+O+CH+T+AR	CH+O+CH+T+AR	NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · AUSGANG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1009	P1008-E0311	f72r	CELESTIAL	P1009-S062	f72r3.1	ar	AR	AR	AUSGANG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1010	P1008-E0312	f72r	CELESTIAL	P1009-S062	f72r3.1	oteody	OT+E+O+Y	OT+E+O+Y	DANACH · GRAD I · AUSFÜHRUNG · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1011	P1008-E0313	f72r	CELESTIAL	P1009-S062	f72r3.1	oteedy	OT+EE+DY	OT+EE+DY	DANACH · GRAD II · SCHLUSS	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1012	P1008-E0314	f72r	CELESTIAL	P1009-S063	f72r3.1	okeolaiin	OK+E+OL+AIIN	OK+E+OL+AIIN	SETZEN · GRAD I · FORTSETZEN · WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1013	P1008-E0315	f72r	CELESTIAL	P1009-S063	f72r3.1	oteey	OT+EE+Y	OT+EE+Y	DANACH · GRAD II · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1014	P1008-E0316	f72r	CELESTIAL	P1009-S063	f72r3.1	okarar	OK+AL+AR	OK+AR+AR	SETZEN · AUSGANG · AUSGANG	RESEGMENTED	YES	VISIBLE_SUBSTITUTION
P1026-E1015	P1008-E0317	f72r	CELESTIAL	P1009-S063	f72r3.1	teo	E+OL	T+E+O	EINSTELLEN · GRAD I · AUSFÜHRUNG	RESEGMENTED	YES	DIRECT_VISIBLE_PACKAGE
P1026-E1016	P1008-E0318	f72r	CELESTIAL	P1009-S063	f72r3.1	sheol	SH+E+OL	SH+E+OL	HALTEN · GRAD I · FORTSETZEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1017	P1008-E0319	f72r	CELESTIAL	P1009-S063	f72r3.1	al	AL	AL	ZIELORT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1018	P1008-E0320	f72r	CELESTIAL	P1009-S063	f72r3.1	alaiiin	AL+AIIN	AL+AIIN+LOCAL_CHAR_I	ZIELORT · WERT · VARIANTE	RESEGMENTED	YES	DIRECT_VISIBLE_PACKAGE
P1026-E1019	P1008-E0321	f72r	CELESTIAL	P1009-S063	f72r3.1	okeos	OK+E+O	OK+E+O+S	SETZEN · GRAD I · AUSFÜHRUNG · WÄHLEN	RESEGMENTED	YES	VISIBLE_INSERT_S
P1026-E1020	P1008-E0322	f72r	CELESTIAL	P1009-S063	f72r3.1	alaiin	AL+AIIN	AL+AIIN	ZIELORT · WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1021	P1008-E0323	f72r	CELESTIAL	P1009-S063	f72r3.1	okor	OK+OR	OK+OR	SETZEN · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1022	P1008-E0324	f72r	CELESTIAL	P1009-S063	f72r3.1	o	O	O	AUSFÜHRUNG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1023	P1008-E0325	f72r	CELESTIAL	P1009-S063	f72r3.1	keodar	O+D_ADDR+AR	O+D_ADDR+AR	AUSFÜHRUNG · HIER · AUSGANG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1024	P1008-E0326	f72r	CELESTIAL	P1009-S063	f72r3.1	okee	OK+EE+Y	OK+EE	SETZEN · GRAD II	RESEGMENTED	YES	VISIBLE_REMOVE_Y
P1026-E1025	P1008-E0327	f72r	CELESTIAL	P1009-S063	f72r3.1	s	S	S	WÄHLEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1026	P1008-E0328	f72r	CELESTIAL	P1009-S063	f72r3.1	ar	AR	AR	AUSGANG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1027	P1008-E0329	f72r	CELESTIAL	P1009-S063	f72r3.1	aiin	AIIN	AIIN	WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1028	P1008-E0330	f72r	CELESTIAL	P1009-S063	f72r3.1	chekackhy	CH+E+CH+K+Y	CH+E+CH+K+Y	NEHMEN · GRAD I · NEHMEN · GEBEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1029	P1008-E0331	f72r	CELESTIAL	P1009-S063	f72r3.1	chokees	OK+EE+Y	OK+EE+S	SETZEN · GRAD II · WÄHLEN	RESEGMENTED	YES	VISIBLE_SUBSTITUTION
P1026-E1030	P1008-E0332	f72r	CELESTIAL	P1009-S063	f72r3.1	oteedy	OT+EE+DY	OT+EE+DY	DANACH · GRAD II · SCHLUSS	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1031	P1008-E0333	f72r	CELESTIAL	P1009-S064	f72r3.1	chekar	CH+K+AR	CH+K+AR	NEHMEN · GEBEN · AUSGANG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1032	P1008-E0334	f72r	CELESTIAL	P1009-S064	f72r3.1	okar	OK+AR	OK+AR	SETZEN · AUSGANG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1033	P1008-E0335	f72r	CELESTIAL	P1009-S064	f72r3.1	choly	OL+Y	OL+Y	FORTSETZEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1034	P1008-E0336	f72r	CELESTIAL	P1009-S064	f72r3.1	ches	CH+E+S	CH+E+S	NEHMEN · GRAD I · WÄHLEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1035	P1008-E0337	f72r	CELESTIAL	P1009-S064	f72r3.1	os	OS	OS	VORBEZUG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1036	P1008-E0338	f72r	CELESTIAL	P1009-S064	f72r3.1	oiin	O+IIN	O+IIN	AUSFÜHRUNG · STUFE	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1037	P1008-E0339	f72r	CELESTIAL	P1009-S064	f72r3.1	okeeey	OK+EE+Y	OK+EEE+Y	SETZEN · GRAD III · AKTIVER POSTEN	RESEGMENTED	YES	VISIBLE_E_GRADE
P1026-E1038	P1008-E0340	f72r	CELESTIAL	P1009-S064	f72r3.1	cheey	SH+EE+Y	SH+EE+Y	HALTEN · GRAD II · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1039	P1008-E0341	f72r	CELESTIAL	P1009-S064	f72r3.1	ches	CH+E+S	CH+E+S	NEHMEN · GRAD I · WÄHLEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1040	P1008-E0342	f72r	CELESTIAL	P1009-S064	f72r3.1	okeody	OK+E+O+D_ADDR+Y	OK+E+O+D_ADDR+Y	SETZEN · GRAD I · AUSFÜHRUNG · HIER · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1041	P1008-E0343	f72r	CELESTIAL	P1009-S064	f72r3.1	chealdy	AL+Y	AL+Y	ZIELORT · AKTIVER POSTEN	UNCHANGED	YES	DIRECT_VISIBLE_PACKAGE
P1026-E1042	P1008-E0344	f72r	CELESTIAL	P1009-S064	f72r3.1	shocthy	SH+CH+T+Y	SH+O+CH+T+Y	HALTEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · AKTIVER POSTEN	RESEGMENTED	YES	VISIBLE_INSERT_O
P1026-E1043	P1008-E0345	f72r	CELESTIAL	P1009-S064	f72r3.1	choteey	CH+OT+EE+Y	CH+OT+EE+Y	NEHMEN · DANACH · GRAD II · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1044	P1008-E0346	f72r	CELESTIAL	P1009-S064	f72r3.1	sheoly	SH+E+OL	SH+E+OL+Y	HALTEN · GRAD I · FORTSETZEN · AKTIVER POSTEN	RESEGMENTED	YES	VISIBLE_INSERT_Y
P1026-E1045	P1008-E0347	f72r	CELESTIAL	P1009-S064	f72r3.1	eol	OL	E+OL	GRAD I · FORTSETZEN	RESEGMENTED	YES	VISIBLE_E_GRADE
P1026-E1046	P1008-E0348	f72r	CELESTIAL	P1009-S064	f72r3.1	sheey	SH+EE+Y	SH+EE+Y	HALTEN · GRAD II · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1047	P1008-E0349	f72r	CELESTIAL	P1009-S064	f72r3.1	chorain	OR+AIN	OR+AIN	EINHEIT · ANTEIL	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1048	P1008-E0368	f72r	CELESTIAL	P1009-S065	f72r3.14	otochedy	OT+CHD+DY	OT+O+CHD+DY	DANACH · AUSFÜHRUNG · UMSETZEN · SCHLUSS	RESEGMENTED	YES	VISIBLE_INSERT_O
P1026-E1049	P1008-E0369	f72r	CELESTIAL	P1009-S066	f72r3.14	otey	OT+E+Y	OT+E+Y	DANACH · GRAD I · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1050	P1008-E0370	f72r	CELESTIAL	P1009-S066	f72r3.14	o	O	O	AUSFÜHRUNG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1051	P1008-E0371	f72r	CELESTIAL	P1009-S066	f72r3.14	koey	K+EE+Y	K+O+E+Y	GEBEN · AUSFÜHRUNG · GRAD I · AKTIVER POSTEN	RESEGMENTED	YES	DIRECT_VISIBLE_PACKAGE
P1026-E1052	P1008-E0372	f72r	CELESTIAL	P1009-S066	f72r3.14	sheedy	SH+EE+DY	SH+EE+DY	HALTEN · GRAD II · SCHLUSS	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1053	P1008-E0373	f72r	CELESTIAL	P1009-S067	f72r3.14	oteodar	OT+E+O+D_ADDR+AR	OT+E+O+D_ADDR+AR	DANACH · GRAD I · AUSFÜHRUNG · HIER · AUSGANG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1054	P1008-E0374	f72r	CELESTIAL	P1009-S067	f72r3.14	ykeolol	Y+K+E+OL+OL	Y+K+E+OL+OL	AKTIVER POSTEN · GEBEN · GRAD I · FORTSETZEN · FORTSETZEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1055	P1008-E0375	f72r	CELESTIAL	P1009-S067	f72r3.14	y	Y	Y	AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1056	P1008-E0376	f72r	CELESTIAL	P1009-S067	f72r3.14	air	AIR	AIR	LAUF	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1057	P1008-E0377	f72r	CELESTIAL	P1009-S067	f72r3.14	oteos	OT+EE+O+S_ADDR	OT+E+O+S_ADDR	DANACH · GRAD I · AUSFÜHRUNG · HIER	RESEGMENTED	YES	VISIBLE_E_GRADE
P1026-E1058	P1008-E0378	f72r	CELESTIAL	P1009-S067	f72r3.14	cheo	CH+E+O	CH+E+O	NEHMEN · GRAD I · AUSFÜHRUNG	UNCHANGED	YES	DIRECT_VISIBLE_PACKAGE
P1026-E1059	P1008-E0379	f72r	CELESTIAL	P1009-S067	f72r3.14	l	L	L	VERBINDUNG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1060	P1008-E0380	f72r	CELESTIAL	P1009-S067	f72r3.14	aiin	AIIN	AIIN	WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1061	P1008-E0381	f72r	CELESTIAL	P1009-S067	f72r3.14	ykeeoly	Y+K+OL+Y	Y+K+OL+Y	AKTIVER POSTEN · GEBEN · FORTSETZEN · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1062	P1008-E0382	f72r	CELESTIAL	P1009-S067	f72r3.14	otaiin	OT+AIIN	OT+AIIN	DANACH · WERT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1063	P1008-E0383	f72r	CELESTIAL	P1009-S067	f72r3.14	shear	SH+E+AR	SH+E+AR	HALTEN · GRAD I · AUSGANG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1064	P1008-E0384	f72r	CELESTIAL	P1009-S067	f72r3.14	oiiin	O+IIN	O+IIN	AUSFÜHRUNG · STUFE	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1065	P1008-E0385	f72r	CELESTIAL	P1009-S067	f72r3.14	oral	OR+AL+Y	OR+AL	EINHEIT · ZIELORT	RESEGMENTED	YES	VISIBLE_REMOVE_Y
P1026-E1066	P1008-E0386	f72r	CELESTIAL	P1009-S067	f72r3.14	o	O	O	AUSFÜHRUNG	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1067	P1008-E0387	f72r	CELESTIAL	P1009-S067	f72r3.14	tealy	AL+Y	AL+Y	ZIELORT · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1068	P1008-E0388	f72r	CELESTIAL	P1009-S067	f72r3.14	cheokeor	OK+OR	OK+OR	SETZEN · EINHEIT	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
P1026-E1069	P1008-E0389	f72r	CELESTIAL	P1009-S067	f72r3.14	oteody	OT+E+O+Y	OT+E+O+Y	DANACH · GRAD I · AUSFÜHRUNG · AKTIVER POSTEN	UNCHANGED	NO	NOT_IN_OLD_ONE_EDIT_SET
