side	stratum_id	pair_ordinal	section	language	hand	stem	distance_cell	l_occurrence_id	l_folio	l_context	l_exact_score	l_training_count	m_occurrence_id	m_folio	m_context	m_exact_score	m_training_count	exact_auc	rarity_auc	delta_exact_minus_rarity	semantic_export_credit
RIGHT	RS009	4	H	B	2	da	5	GDT800-O1876	f39v	ar	-0.572332209479	15	GDT800-O1759	f33v	dy	-0.572910582209	15	0	0.5	-0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS010	1	P	A	1	o	5	GDT800-O0027	f100v	cheol	-0.4515978965	11	GDT800-O3824	f89r	sheey	0.479713721893	11	1	0.5	0.5	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS010	2	P	A	1	o	5	GDT800-O0065	f102v	daiin	-0.831939392306	25	GDT800-O3824	f89r	sheey	0.479713721893	11	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS010	3	P	A	1	o	5	GDT800-O0075	f102v	chey	0.0722520181703	24	GDT800-O3824	f89r	sheey	0.479713721893	11	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS010	4	P	A	1	o	5	GDT800-O3811	f88v	qokeey	-0.383234002529	9	GDT800-O3824	f89r	sheey	0.479713721893	11	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS010	5	P	A	1	o	5	GDT800-O4101	f99v	ol	-0.737179267415	21	GDT800-O3824	f89r	sheey	0.479713721893	11	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS010	6	P	A	1	o	5	GDT800-O4107	f99v	cheey	-0.23073972647	5	GDT800-O3824	f89r	sheey	0.479713721893	11	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS010	7	P	A	1	o	5	GDT800-O4116	f99v	sheol	-0.271123977393	6	GDT800-O3824	f89r	sheey	0.479713721893	11	1	0	1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	1	S	B	3	a	5	GDT800-O0308	f105r	chedy	-0.211906079581	43	GDT800-O1006	f112v	chey	-0.955924628335	31	0	1	-1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	2	S	B	3	a	5	GDT800-O0347	f105v	dar	-0.573336212531	15	GDT800-O1006	f112v	chey	-0.955924628335	31	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	3	S	B	3	a	5	GDT800-O0373	f105v	dar	-0.573336212531	15	GDT800-O1006	f112v	chey	-0.955924628335	31	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	4	S	B	3	a	5	GDT800-O0460	f106v	al	-0.269945052255	6	GDT800-O1006	f112v	chey	-0.955924628335	31	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	5	S	B	3	a	5	GDT800-O0509	f107r	dal	-0.416291630314	10	GDT800-O1006	f112v	chey	-0.955924628335	31	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	6	S	B	3	a	5	GDT800-O0604	f107v	chedy	-0.203861819941	42	GDT800-O1006	f112v	chey	-0.955924628335	31	0	1	-1	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	7	S	B	3	a	5	GDT800-O0802	f111r	ar	-0.48206219169	12	GDT800-O1006	f112v	chey	-0.955924628335	31	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	8	S	B	3	a	5	GDT800-O0815	f111r	okeey	-0.269802110387	6	GDT800-O1006	f112v	chey	-0.955924628335	31	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	9	S	B	3	a	5	GDT800-O0842	f111r	qokeey	-0.381553403087	9	GDT800-O1006	f112v	chey	-0.955924628335	31	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	10	S	B	3	a	5	GDT800-O0859	f111v	kain	-0.229792896426	5	GDT800-O1006	f112v	chey	-0.955924628335	31	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	11	S	B	3	a	5	GDT800-O0938	f112r	ar	-0.482036396201	12	GDT800-O1006	f112v	chey	-0.955924628335	31	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	12	S	B	3	a	5	GDT800-O1052	f113r	s	0.335782269905	17	GDT800-O1006	f112v	chey	-0.955924628335	31	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	13	S	B	3	a	5	GDT800-O1078	f113v	sheey	0.904391076253	16	GDT800-O1006	f112v	chey	-0.955924628335	31	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	14	S	B	3	a	5	GDT800-O1093	f113v	kar	-0.26965308746	6	GDT800-O1006	f112v	chey	-0.955924628335	31	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	15	S	B	3	a	5	GDT800-O1094	f113v	cheody	-0.229463595333	5	GDT800-O1006	f112v	chey	-0.955924628335	31	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	16	S	B	3	a	5	GDT800-O1261	f115v	sheey	0.878536447686	16	GDT800-O1006	f112v	chey	-0.955924628335	31	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	17	S	B	3	a	5	GDT800-O1279	f116r	lchedy	-0.229630060544	5	GDT800-O1006	f112v	chey	-0.955924628335	31	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS011	18	S	B	3	a	5	GDT800-O1318	f116r	shey	-0.543937275701	14	GDT800-O1006	f112v	chey	-0.955924628335	31	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS012	1	S	B	3	lkea	3	GDT800-O1308	f116r	or	0.0763815594926	10	GDT800-O0636	f108r	ol	0.160220228279	8	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS013	1	S	B	3	oka	5	GDT800-O0326	f105r	or	-0.544317049511	14	GDT800-O1311	f116r	chedy	-1.17022798018	43	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS013	2	S	B	3	oka	5	GDT800-O0435	f106v	chdy	-0.482486454302	12	GDT800-O1311	f116r	chedy	-1.17022798018	43	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS013	3	S	B	3	oka	5	GDT800-O0442	f106v	chdy	-0.482486454302	12	GDT800-O1311	f116r	chedy	-1.17022798018	43	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS013	4	S	B	3	oka	5	GDT800-O0462	f106v	chey	0.0175114439399	30	GDT800-O1311	f116r	chedy	-1.17022798018	43	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS013	5	S	B	3	oka	5	GDT800-O0544	f107v	shedy	-1.33276842459	54	GDT800-O1311	f116r	chedy	-1.17022798018	43	1	1	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
RIGHT	RS013	6	S	B	3	oka	5	GDT800-O0639	f108r	chedy	-1.13709845819	41	GDT800-O1311	f116r	chedy	-1.17022798018	43	0	0	0	ZERO__FORMAL_IDENTITY_RARITY_COMPARISON
