identity_profile_id	surface	side	neighbour_surface	anchor_kind	axis_tags	external_occurrences	physical_folios	target_token_stable_occurrences	neighbour_token_stable_occurrences	pair_sequence_stable_occurrences	pair_sequence_stable_folios	semantic_credit	confirmed_lexeme	component_export_credit
G805-I0265	cheol	R1	keeeody	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0266	cheol	R1	keody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0267	cheol	R1	keol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0268	cheol	R1	key	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0269	cheol	R1	lchedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0270	cheol	R1	lcheedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0271	cheol	R1	lcheey	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0272	cheol	R1	lchey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0273	cheol	R1	lchor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0274	cheol	R1	lkar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0275	cheol	R1	lky	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0276	cheol	R1	lokeedy	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0277	cheol	R1	lol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0278	cheol	R1	od	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0279	cheol	R1	okal	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	2	2	1	1	1	1	0	0	0
G805-I0280	cheol	R1	okchy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0281	cheol	R1	okeey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0282	cheol	R1	okolchy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0283	cheol	R1	ol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	2	2	2	2	2	2	0	0	0
G805-I0284	cheol	R1	olaly	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0285	cheol	R1	olchedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0286	cheol	R1	olcho	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0287	cheol	R1	oleey	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0288	cheol	R1	olkair	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0289	cheol	R1	ololy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0290	cheol	R1	oraiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0291	cheol	R1	orain	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0292	cheol	R1	orair	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0293	cheol	R1	os	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0294	cheol	R1	otar	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0295	cheol	R1	oteey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|VALUE|PREPARATION	1	1	1	0	0	0	0	0	0
G805-I0296	cheol	R1	par	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0297	cheol	R1	qo	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	PROCESS	1	1	1	1	1	1	0	0	0
G805-I0298	cheol	R1	qoeedy	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0299	cheol	R1	qoeeor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0300	cheol	R1	qokal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0301	cheol	R1	qokar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0302	cheol	R1	qokchain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0303	cheol	R1	qokchedy	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0304	cheol	R1	qokeedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0305	cheol	R1	qokeey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	1	1	1	1	0	0	0	0	0
G805-I0306	cheol	R1	qokeor	UNMAPPED	NONE	2	2	2	1	1	1	0	0	0
G805-I0307	cheol	R1	qoky	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	1	1	1	1	1	1	0	0	0
G805-I0308	cheol	R1	qool	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0309	cheol	R1	qoolkeey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0310	cheol	R1	qotaldar	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0311	cheol	R1	qotar	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0312	cheol	R1	qoteey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0313	cheol	R1	qotol	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|MATERIAL	1	1	0	1	0	0	0	0	0
G805-I0314	cheol	R1	raiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0315	cheol	R1	s	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0316	cheol	R1	saiin	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0317	cheol	R1	sal	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0318	cheol	R1	shed	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0319	cheol	R1	shedy	UNMAPPED	NONE	2	2	2	0	0	0	0	0	0
G805-I0320	cheol	R1	sheeey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0321	cheol	R1	shey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0322	cheol	R1	shocthy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0323	cheol	R1	shory	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0324	cheol	R1	shy	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0325	cheol	R1	tcheor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0326	cheol	R1	tedy	UNMAPPED	NONE	2	2	1	1	0	0	0	0	0
G805-I0327	cheol	R1	teedar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0328	cheol	R1	teedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0329	cheol	R1	teeoar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0330	cheol	R1	teey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|VALUE	1	1	1	1	1	1	0	0	0
G805-I0331	cheol	R1	ypchdaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0332	okal	L1	NONE	BOUNDARY	BOUNDARY	4	4	2	0	0	0	0	0	0
G805-I0333	okal	L1	aiin	UNMAPPED	NONE	9	9	9	7	7	7	0	0	0
G805-I0334	okal	L1	aky	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0335	okal	L1	alor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0336	okal	L1	chaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0337	okal	L1	chcfhol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0338	okal	L1	chckhey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|PREPARATION	1	1	0	1	0	0	0	0	0
G805-I0339	okal	L1	chckhy	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0340	okal	L1	checthy	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0341	okal	L1	chedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0342	okal	L1	cheol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	2	2	1	1	1	1	0	0	0
G805-I0343	okal	L1	chey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0344	okal	L1	chkalykedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0345	okal	L1	chlal	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0346	okal	L1	chol	UNMAPPED	NONE	2	2	2	1	1	1	0	0	0
G805-I0347	okal	L1	chor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0348	okal	L1	cpheesy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0349	okal	L1	cthal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0350	okal	L1	daiin	UNMAPPED	NONE	2	2	1	1	0	0	0	0	0
G805-I0351	okal	L1	dain	UNMAPPED	NONE	2	2	1	1	1	1	0	0	0
G805-I0352	okal	L1	dair	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0353	okal	L1	dal	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0354	okal	L1	dar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0355	okal	L1	dshdy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0356	okal	L1	kaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	1	1	1	1	1	1	0	0	0
G805-I0357	okal	L1	kain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0358	okal	L1	kair	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|PART|MATERIAL	1	1	1	1	1	1	0	0	0
G805-I0359	okal	L1	kar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0360	okal	L1	kchedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|DRY|VALUE|CLOSE	1	1	1	0	0	0	0	0	0
G805-I0361	okal	L1	kcheol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0362	okal	L1	kedair	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0363	okal	L1	keedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0364	okal	L1	kshdain	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0365	okal	L1	lkaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0366	okal	L1	lkar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0367	okal	L1	lolol	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0368	okal	L1	odaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	VALUE|PREPARATION	2	1	2	1	1	1	0	0	0
G805-I0369	okal	L1	odor	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0370	okal	L1	oiiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0371	okal	L1	oiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0372	okal	L1	okaiin	UNMAPPED	NONE	3	3	3	3	3	3	0	0	0
G805-I0373	okal	L1	okain	UNMAPPED	NONE	2	2	1	2	1	1	0	0	0
G805-I0374	okal	L1	okair	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|PART|MATERIAL|PREPARATION	1	1	1	0	0	0	0	0	0
G805-I0375	okal	L1	okal	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	1	1	0	1	0	0	0	0	0
G805-I0376	okal	L1	okaldy	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0377	okal	L1	okedain	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0378	okal	L1	okeey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0379	okal	L1	okeor	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0380	okal	L1	okey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE|PREPARATION	2	2	2	1	1	1	0	0	0
G805-I0381	okal	L1	olkaly	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0382	okal	L1	olkedy	UNMAPPED	NONE	1	1	1	1	0	0	0	0	0
G805-I0383	okal	L1	olody	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0384	okal	L1	opchol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0385	okal	L1	osaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0386	okal	L1	ot	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0387	okal	L1	otaiin	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0388	okal	L1	otain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0389	okal	L1	otair	UNMAPPED	NONE	2	1	2	2	1	1	0	0	0
G805-I0390	okal	L1	oteedy	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0391	okal	L1	otolkeechdy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0392	okal	L1	parair	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0393	okal	L1	qokaiin	UNMAPPED	NONE	5	4	5	5	5	4	0	0	0
G805-I0394	okal	L1	qokain	UNMAPPED	NONE	3	3	3	2	2	2	0	0	0
G805-I0395	okal	L1	qokal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0396	okal	L1	qokchedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0397	okal	L1	qokchy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0398	okal	L1	qokeedar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0399	okal	L1	qokeey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	1	1	1	0	0	0	0	0	0
G805-I0400	okal	L1	qokeos	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0401	okal	L1	qokey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	1	1	0	1	0	0	0	0	0
G805-I0402	okal	L1	qokol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	1	1	0	0	0	0	0	0	0
G805-I0403	okal	L1	qokor	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|AMOUNT|MATERIAL	1	1	1	1	1	1	0	0	0
G805-I0404	okal	L1	qoky	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	1	1	1	1	1	1	0	0	0
G805-I0405	okal	L1	qotedy	UNMAPPED	NONE	1	1	1	0	1	1	0	0	0
G805-I0406	okal	L1	sain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0407	okal	L1	sheckhy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0408	okal	L1	shedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0409	okal	L1	shody	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0410	okal	L1	taiin	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0411	okal	L1	talchos	UNMAPPED	NONE	1	1	0	1	1	1	0	0	0
G805-I0412	okal	L1	teol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0413	okal	L1	tshedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0414	okal	L1	ykain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0415	okal	L1	ykedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0416	okal	L1	ykeedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE|CLOSE	1	1	1	0	0	0	0	0	0
G805-I0417	okal	L1	ykeol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0418	okal	L1	ypcho	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0419	okal	L1	yqokaly	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0420	okal	L1	ytam	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0421	okal	L1	yteal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0422	okal	L1	yteedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0423	okal	R1	NONE	BOUNDARY	BOUNDARY	13	12	11	0	0	0	0	0	0
G805-I0424	okal	R1	aiin	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0425	okal	R1	al	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0426	okal	R1	ar	UNMAPPED	NONE	2	1	1	2	1	1	0	0	0
G805-I0427	okal	R1	aral	UNMAPPED	NONE	1	1	1	1	0	0	0	0	0
G805-I0428	okal	R1	chaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0429	okal	R1	chcthy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0430	okal	R1	chdar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0431	okal	R1	chdy	UNMAPPED	NONE	2	1	2	2	2	1	0	0	0
G805-I0432	okal	R1	ched	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|CLOSE	1	1	0	0	0	0	0	0	0
G805-I0433	okal	R1	chedkaly	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0434	okal	R1	chedy	UNMAPPED	NONE	4	3	3	3	2	2	0	0	0
G805-I0435	okal	R1	chedyl	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0436	okal	R1	cheody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0437	okal	R1	chey	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0438	okal	R1	cheyor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0439	okal	R1	cho	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|PREPARATION	1	1	0	1	1	1	0	0	0
G805-I0440	okal	R1	chodaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0441	okal	R1	chody	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0442	okal	R1	chol	UNMAPPED	NONE	3	3	2	3	2	2	0	0	0
G805-I0443	okal	R1	choldy	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0444	okal	R1	chotaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0445	okal	R1	chy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0446	okal	R1	dal	UNMAPPED	NONE	3	3	2	3	2	2	0	0	0
G805-I0447	okal	R1	daldy	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0448	okal	R1	dals	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0449	okal	R1	dam	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0450	okal	R1	dar	UNMAPPED	NONE	3	3	3	2	2	2	0	0	0
G805-I0451	okal	R1	daram	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0452	okal	R1	do	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0453	okal	R1	dy	UNMAPPED	NONE	4	4	3	3	3	3	0	0	0
G805-I0454	okal	R1	g	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0455	okal	R1	kaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	1	1	1	1	1	1	0	0	0
G805-I0456	okal	R1	kain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0457	okal	R1	kchody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0458	okal	R1	ldyr	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0459	okal	R1	lkedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0460	okal	R1	lkeedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0461	okal	R1	o	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0462	okal	R1	okaiin	UNMAPPED	NONE	2	2	0	2	0	0	0	0	0
G805-I0463	okal	R1	okair	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|PART|MATERIAL|PREPARATION	2	2	2	2	2	2	0	0	0
G805-I0464	okal	R1	okal	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	1	1	1	0	0	0	0	0	0
G805-I0465	okal	R1	okaldaly	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0466	okal	R1	okaldy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0467	okal	R1	okar	UNMAPPED	NONE	1	1	1	0	1	1	0	0	0
G805-I0468	okal	R1	okarchedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0469	okal	R1	okchey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0470	okal	R1	okedy	UNMAPPED	NONE	2	2	1	1	1	1	0	0	0
G805-I0471	okal	R1	okor	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0472	okal	R1	ol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	1	1	1	1	1	1	0	0	0
G805-I0473	okal	R1	old	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0474	okal	R1	oldaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0475	okal	R1	oltal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0476	okal	R1	oltchy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0477	okal	R1	om	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0478	okal	R1	opaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0479	okal	R1	opchol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0480	okal	R1	or	UNMAPPED	NONE	3	3	1	1	1	1	0	0	0
G805-I0481	okal	R1	otain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0482	okal	R1	otal	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	2	2	2	2	2	2	0	0	0
G805-I0483	okal	R1	otaly	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0484	okal	R1	otam	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0485	okal	R1	otar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0486	okal	R1	otchedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|DRY|VALUE|PREPARATION|CLOSE	2	2	2	1	1	1	0	0	0
G805-I0487	okal	R1	otedar	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0488	okal	R1	qockhedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0489	okal	R1	qofcheol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0490	okal	R1	qokaly	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|MATERIAL|PROCESS	1	1	1	1	1	1	0	0	0
G805-I0491	okal	R1	qokar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0492	okal	R1	qokeey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	1	1	1	1	1	1	0	0	0
G805-I0493	okal	R1	qoklaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0494	okal	R1	qotain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0495	okal	R1	qotir	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0496	okal	R1	qotor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0497	okal	R1	s	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0498	okal	R1	sar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0499	okal	R1	shd	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0500	okal	R1	shdy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0501	okal	R1	shedy	UNMAPPED	NONE	2	2	2	0	0	0	0	0	0
G805-I0502	okal	R1	sheedy	UNMAPPED	NONE	2	2	1	0	0	0	0	0	0
G805-I0503	okal	R1	sheky	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0504	okal	R1	shokey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0505	okal	R1	y	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0506	okal	R1	yckhey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0507	okal	R1	ykalaiin	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0508	ol	L1	NONE	BOUNDARY	BOUNDARY	31	24	22	0	0	0	0	0	0
G805-I0509	ol	L1	aiiin	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0510	ol	L1	aiin	UNMAPPED	NONE	8	6	7	6	5	5	0	0	0
G805-I0511	ol	L1	ain	UNMAPPED	NONE	5	5	5	5	4	4	0	0	0
G805-I0512	ol	L1	al	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0513	ol	L1	alkain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0514	ol	L1	alkeeor	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0515	ol	L1	am	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0516	ol	L1	ar	UNMAPPED	NONE	7	7	4	6	3	3	0	0	0
G805-I0517	ol	L1	arom	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0518	ol	L1	chaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0519	ol	L1	chckhey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|PREPARATION	1	1	1	1	1	1	0	0	0
G805-I0520	ol	L1	chdar	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I0521	ol	L1	cheal	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|MATERIAL	1	1	1	1	1	1	0	0	0
G805-I0522	ol	L1	chear	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I0523	ol	L1	checkhy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|PREPARATION	1	1	1	1	1	1	0	0	0
G805-I0524	ol	L1	chedain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0525	ol	L1	chedar	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|PART	1	1	1	1	1	1	0	0	0
G805-I0526	ol	L1	chedy	UNMAPPED	NONE	5	3	3	3	3	2	0	0	0
G805-I0527	ol	L1	chee	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I0528	ol	L1	cheear	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I0529	ol	L1	cheed	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I0530	ol	L1	cheeey	UNMAPPED	NONE	2	2	2	1	1	1	0	0	0
G805-I0531	ol	L1	cheeor	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
