passage_id	surface	source_selector	physical_folio	locus	token_index	exact_five_window	full_zl3b_line	left_complete_surface	left_axis_evidence_kind	left_broad_axis	target_safe_role_de	leading_concrete_candidate_de	right_complete_surface	right_axis_evidence_kind	right_broad_axis	safe_role_skeleton_de	projected_axis_skeleton_de	concrete_candidate_display_de	strongest_rival_de	adjudication	selection_score	target_token_stable_all_three	left_pair_stable_all_three	right_pair_stable_all_three	renderer_scope	confirmed_plaintext	confirmed_lexeme	component_export_credit
G805-P27	otal	f82v	f82v	f82v.19	9	dy checkhy otal chl s	qokol chedy cheal chedy oty chdy dy checkhy otal chl s	checkhy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|PREPARATION	Materia-/Qualitätseintrag; Achse offen	Ausgangsansatz oder Stoffzubereitung	chl	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|PROCESS	[checkhy:?] | Materia-/Qualitätseintrag; Achse offen | [chl:?]	[Kandidat: Trockenfeld/Wert-/Gradfeld/Zubereitungsfeld] | Materia-/Qualitätseintrag; Achse offen | [Kandidat: Trockenfeld/Vorgangs-/Prozessfeld]	[Kandidat: Trockenfeld/Wert-/Gradfeld/Zubereitungsfeld] | Ausgangsansatz oder Stoffzubereitung | [Kandidat: Trockenfeld/Vorgangs-/Prozessfeld]	Qualitäts- oder Zustandsfeld	PREPARATION_OR_QUALITY_CONTEXT_PROFILE__NO_DIRECT_SLOT	12	1	1	0	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P28	otal	f103v	f103v	f103v.23	8	aiiin oteey otal otear or	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty	oteey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|VALUE|PREPARATION	Materia-/Qualitätseintrag; Achse offen	Ausgangsansatz oder Stoffzubereitung	otear	UNMAPPED	NONE	[oteey:?] | Materia-/Qualitätseintrag; Achse offen | [otear:?]	[Kandidat: Kältefeld/Wert-/Gradfeld/Zubereitungsfeld] | Materia-/Qualitätseintrag; Achse offen | [otear:?]	[Kandidat: Kältefeld/Wert-/Gradfeld/Zubereitungsfeld] | Ausgangsansatz oder Stoffzubereitung | [otear:?]	Qualitäts- oder Zustandsfeld	PREPARATION_OR_QUALITY_CONTEXT_PROFILE__NO_DIRECT_SLOT	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P29	otal	f107v	f107v	f107v.13	5	ockheody qokair otal qokaiin otal	ycheey qokain ockheody qokair otal qokaiin otal shoy qokaiin dalam	qokair	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|PART|PROCESS	Materia-/Qualitätseintrag; Achse offen	Ausgangsansatz oder Stoffzubereitung	qokaiin	UNMAPPED	NONE	[qokair:?] | Materia-/Qualitätseintrag; Achse offen | [qokaiin:?]	[Kandidat: Wärme-/Heißfeld/Teil-/Fraktionsfeld/Vorgangs-/Prozessfeld] | Materia-/Qualitätseintrag; Achse offen | [qokaiin:?]	[Kandidat: Wärme-/Heißfeld/Teil-/Fraktionsfeld/Vorgangs-/Prozessfeld] | Ausgangsansatz oder Stoffzubereitung | [qokaiin:?]	Qualitäts- oder Zustandsfeld	PREPARATION_OR_QUALITY_CONTEXT_PROFILE__NO_DIRECT_SLOT	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P30	otal	f114r	f114r	f114r.16	9	chdair cheoty otal cheo dair	cheoal sheedo l kol dair dair chdair cheoty otal cheo dair chekar otol chedy	cheoty	UNMAPPED	NONE	Materia-/Qualitätseintrag; Achse offen	Ausgangsansatz oder Stoffzubereitung	cheo	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|PREPARATION	[cheoty:?] | Materia-/Qualitätseintrag; Achse offen | [cheo:?]	[cheoty:?] | Materia-/Qualitätseintrag; Achse offen | [Kandidat: Trockenfeld/Zubereitungsfeld]	[cheoty:?] | Ausgangsansatz oder Stoffzubereitung | [Kandidat: Trockenfeld/Zubereitungsfeld]	Qualitäts- oder Zustandsfeld	PREPARATION_OR_QUALITY_CONTEXT_PROFILE__NO_DIRECT_SLOT	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P31	qokeol	f113r	f113r	f113r.48	7	chy sheolkchy qokeol kaiin checkhy	tcho arorshy qokaiin shey chy sheolkchy qokeol kaiin checkhy ralchs	sheolkchy	UNMAPPED	NONE	Heißbehandlungs-/Heißstofffeld; Träger offen	Zubereitungs- oder Stofffeld	kaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	[sheolkchy:?] | Heißbehandlungs-/Heißstofffeld; Träger offen | [kaiin:?]	[sheolkchy:?] | Heißbehandlungs-/Heißstofffeld; Träger offen | [Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld]	[sheolkchy:?] | Zubereitungs- oder Stofffeld | [Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld]	Behandlungs- oder Prozessfeld	HOT_VALUE_CONTEXT_FIELD__PROCESS_PREPARATION_QUALITY_UNRESOLVED	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P32	qokeol	f96r	f96r	f96r.5	6	tol sheor qokeol okol	daiin chodaiin cthey tol sheor qokeol okol	sheor	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	MOIST|PART|MATERIAL	Heißbehandlungs-/Heißstofffeld; Träger offen	Zubereitungs- oder Stofffeld	okol	UNMAPPED	NONE	[sheor:?] | Heißbehandlungs-/Heißstofffeld; Träger offen | [okol:?]	[Kandidat: Feuchtefeld/Teil-/Fraktionsfeld/Stoff-/Materialfeld] | Heißbehandlungs-/Heißstofffeld; Träger offen | [okol:?]	[Kandidat: Feuchtefeld/Teil-/Fraktionsfeld/Stoff-/Materialfeld] | Zubereitungs- oder Stofffeld | [okol:?]	Behandlungs- oder Prozessfeld	HOT_VALUE_CONTEXT_FIELD__PROCESS_PREPARATION_QUALITY_UNRESOLVED	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P33	qokeol	f103r	f103r	f103r.12	5	shckhy oteey qokeol keedy shar	oain shey shckhy oteey qokeol keedy shar aiin otedy	oteey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|VALUE|PREPARATION	Heißbehandlungs-/Heißstofffeld; Träger offen	Zubereitungs- oder Stofffeld	keedy	UNMAPPED	NONE	[oteey:?] | Heißbehandlungs-/Heißstofffeld; Träger offen | [keedy:?]	[Kandidat: Kältefeld/Wert-/Gradfeld/Zubereitungsfeld] | Heißbehandlungs-/Heißstofffeld; Träger offen | [keedy:?]	[Kandidat: Kältefeld/Wert-/Gradfeld/Zubereitungsfeld] | Zubereitungs- oder Stofffeld | [keedy:?]	Behandlungs- oder Prozessfeld	HOT_VALUE_CONTEXT_FIELD__PROCESS_PREPARATION_QUALITY_UNRESOLVED	7	1	1	0	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P34	qokeol	f106r	f106r	f106r.6	10	qokeeolchedy olchedy qokeol qoky	shor sheor orkchsd otair or qokeeo raiin qokeeolchedy olchedy qokeol qoky	olchedy	UNMAPPED	NONE	Heißbehandlungs-/Heißstofffeld; Träger offen	Zubereitungs- oder Stofffeld	qoky	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	[olchedy:?] | Heißbehandlungs-/Heißstofffeld; Träger offen | [qoky:?]	[olchedy:?] | Heißbehandlungs-/Heißstofffeld; Träger offen | [Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld]	[olchedy:?] | Zubereitungs- oder Stofffeld | [Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld]	Behandlungs- oder Prozessfeld	HOT_VALUE_CONTEXT_FIELD__PROCESS_PREPARATION_QUALITY_UNRESOLVED	7	1	0	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P35	qokeol	f58v	f58v	f58v.3	4	qotain shoy qokeol okey qokalchal	todal qotain shoy qokeol okey qokalchal daly ar aim	shoy	UNMAPPED	NONE	Heißbehandlungs-/Heißstofffeld; Träger offen	Zubereitungs- oder Stofffeld	okey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE|PREPARATION	[shoy:?] | Heißbehandlungs-/Heißstofffeld; Träger offen | [okey:?]	[shoy:?] | Heißbehandlungs-/Heißstofffeld; Träger offen | [Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld/Zubereitungsfeld]	[shoy:?] | Zubereitungs- oder Stofffeld | [Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld/Zubereitungsfeld]	Behandlungs- oder Prozessfeld	HOT_VALUE_CONTEXT_FIELD__PROCESS_PREPARATION_QUALITY_UNRESOLVED	7	1	0	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P36	qokol	f107v	f107v	f107v.38	6	qokaiin olkeey qokol oteey oteey	dain okchey qokchey qokaiin olkeey qokol oteey oteey lkain	olkeey	UNMAPPED	NONE	Erhitzungs-/Zubereitungsfeld; Verbstatus offen	Zubereitungs- oder Stofffeld	oteey	GDT739_EXACT_ACTIVE_CELL	COLD|VALUE|PREPARATION	[olkeey:?] | Erhitzungs-/Zubereitungsfeld; Verbstatus offen | Kältefeld/Wert-/Gradfeld/Zubereitungsfeld	[olkeey:?] | Erhitzungs-/Zubereitungsfeld; Verbstatus offen | Kältefeld/Wert-/Gradfeld/Zubereitungsfeld	[olkeey:?] | Zubereitungs- oder Stofffeld | Kältefeld/Wert-/Gradfeld/Zubereitungsfeld	Behandlungs- oder Prozessfeld	VALUE_CONTEXT_FIELD__PROCESS_PREPARATION_UNRESOLVED	10	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P37	qokol	f104v	f104v	f104v.11	7	qokchd qotol qokol qokol daiin	ycheedy qoy ykchedor cheeky qokchd qotol qokol qokol daiin	qotol	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|MATERIAL	Erhitzungs-/Zubereitungsfeld; Verbstatus offen	Zubereitungs- oder Stofffeld	qokol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	[qotol:?] | Erhitzungs-/Zubereitungsfeld; Verbstatus offen | [qokol:?]	[Kandidat: Kältefeld/Stoff-/Materialfeld] | Erhitzungs-/Zubereitungsfeld; Verbstatus offen | qokol-Zielganzform	[Kandidat: Kältefeld/Stoff-/Materialfeld] | Zubereitungs- oder Stofffeld | qokol-Zielganzform	Behandlungs- oder Prozessfeld	VALUE_CONTEXT_FIELD__PROCESS_PREPARATION_UNRESOLVED	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P38	qokol	f114v	f114v	f114v.15	6	chaiin qokod qokol cheedy qotody	ochedain chedy okal chaiin qokod qokol cheedy qotody cheol kchedy ldy	qokod	UNMAPPED	NONE	Erhitzungs-/Zubereitungsfeld; Verbstatus offen	Zubereitungs- oder Stofffeld	cheedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|CLOSE	[qokod:?] | Erhitzungs-/Zubereitungsfeld; Verbstatus offen | [cheedy:?]	[qokod:?] | Erhitzungs-/Zubereitungsfeld; Verbstatus offen | [Kandidat: Trockenfeld/Wert-/Gradfeld/Abschluss-/Ergebnisfeld]	[qokod:?] | Zubereitungs- oder Stofffeld | [Kandidat: Trockenfeld/Wert-/Gradfeld/Abschluss-/Ergebnisfeld]	Behandlungs- oder Prozessfeld	VALUE_CONTEXT_FIELD__PROCESS_PREPARATION_UNRESOLVED	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P39	qokol	f45r	f45r	f45r.2	4	cthy qoky qokol qokaiin chol	shor cthy qoky qokol qokaiin chol chol ykaiin dar om	qoky	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	Erhitzungs-/Zubereitungsfeld; Verbstatus offen	Zubereitungs- oder Stofffeld	qokaiin	UNMAPPED	NONE	[qoky:?] | Erhitzungs-/Zubereitungsfeld; Verbstatus offen | [qokaiin:?]	[Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld] | Erhitzungs-/Zubereitungsfeld; Verbstatus offen | [qokaiin:?]	[Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld] | Zubereitungs- oder Stofffeld | [qokaiin:?]	Behandlungs- oder Prozessfeld	VALUE_CONTEXT_FIELD__PROCESS_PREPARATION_UNRESOLVED	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P40	qokol	f90r1	f90r	f90r1.7	6	qokcha shko qokol oteey chofy	dar chos qocthy qokcha shko qokol oteey chofy ykeody qokod	shko	UNMAPPED	NONE	Erhitzungs-/Zubereitungsfeld; Verbstatus offen	Zubereitungs- oder Stofffeld	oteey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|VALUE|PREPARATION	[shko:?] | Erhitzungs-/Zubereitungsfeld; Verbstatus offen | [oteey:?]	[shko:?] | Erhitzungs-/Zubereitungsfeld; Verbstatus offen | [Kandidat: Kältefeld/Wert-/Gradfeld/Zubereitungsfeld]	[shko:?] | Zubereitungs- oder Stofffeld | [Kandidat: Kältefeld/Wert-/Gradfeld/Zubereitungsfeld]	Behandlungs- oder Prozessfeld	VALUE_CONTEXT_FIELD__PROCESS_PREPARATION_UNRESOLVED	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P41	qotal	f79r	f79r	f79r.14	4	qokain checkhy qotal qol cheey	saral qokain checkhy qotal qol cheey chey dain chedy qol	checkhy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|PREPARATION	Kalt-/Materialfeld; genaue Achse offen	Stoff- oder Zubereitungsfeld	qol	UNMAPPED	NONE	[checkhy:?] | Kalt-/Materialfeld; genaue Achse offen | [qol:?]	[Kandidat: Trockenfeld/Wert-/Gradfeld/Zubereitungsfeld] | Kalt-/Materialfeld; genaue Achse offen | [qol:?]	[Kandidat: Trockenfeld/Wert-/Gradfeld/Zubereitungsfeld] | Stoff- oder Zubereitungsfeld | [qol:?]	Qualitäts- oder Zustandsfeld	MATERIAL_OR_QUALITY_RIVALS_UNRESOLVED__NO_ROLE_LEAD	9	1	1	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P42	qotal	f112r	f112r	f112r.42	7	y okeedy qotal chody oteody	pol ar shedy qokaiin y okeedy qotal chody oteody araryteop	okeedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE|PREPARATION|CLOSE	Kalt-/Materialfeld; genaue Achse offen	Stoff- oder Zubereitungsfeld	chody	UNMAPPED	NONE	[okeedy:?] | Kalt-/Materialfeld; genaue Achse offen | [chody:?]	[Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld/Zubereitungsfeld/Abschluss-/Ergebnisfeld] | Kalt-/Materialfeld; genaue Achse offen | [chody:?]	[Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld/Zubereitungsfeld/Abschluss-/Ergebnisfeld] | Stoff- oder Zubereitungsfeld | [chody:?]	Qualitäts- oder Zustandsfeld	MATERIAL_OR_QUALITY_RIVALS_UNRESOLVED__NO_ROLE_LEAD	7	1	1	0	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P43	qotal	f50r	f50r	f50r.7	2	todalain qotal kaiin otaiin	todalain qotal kaiin otaiin otal she kar ariin okchedy dariin	todalain	UNMAPPED	NONE	Kalt-/Materialfeld; genaue Achse offen	Stoff- oder Zubereitungsfeld	kaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	[todalain:?] | Kalt-/Materialfeld; genaue Achse offen | [kaiin:?]	[todalain:?] | Kalt-/Materialfeld; genaue Achse offen | [Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld]	[todalain:?] | Stoff- oder Zubereitungsfeld | [Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld]	Qualitäts- oder Zustandsfeld	MATERIAL_OR_QUALITY_RIVALS_UNRESOLVED__NO_ROLE_LEAD	7	1	0	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P44	qotal	f80r	f80r	f80r.21	9	teol sheol qotal oltain chcthy	shedy qokey shckhey qotar chckhy otol teol sheol qotal oltain chcthy	sheol	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	MOIST|MATERIAL	Kalt-/Materialfeld; genaue Achse offen	Stoff- oder Zubereitungsfeld	oltain	UNMAPPED	NONE	[sheol:?] | Kalt-/Materialfeld; genaue Achse offen | [oltain:?]	[Kandidat: Feuchtefeld/Stoff-/Materialfeld] | Kalt-/Materialfeld; genaue Achse offen | [oltain:?]	[Kandidat: Feuchtefeld/Stoff-/Materialfeld] | Stoff- oder Zubereitungsfeld | [oltain:?]	Qualitäts- oder Zustandsfeld	MATERIAL_OR_QUALITY_RIVALS_UNRESOLVED__NO_ROLE_LEAD	7	1	0	1	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
G805-P45	qotal	f82r	f82r	f82r.8	8	cheey qokey qotal chedy qoteor	qekeey sheedy qokedy lcho r cheey qokey qotal chedy qoteor	qokey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	Kalt-/Materialfeld; genaue Achse offen	Stoff- oder Zubereitungsfeld	chedy	UNMAPPED	NONE	[qokey:?] | Kalt-/Materialfeld; genaue Achse offen | [chedy:?]	[Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld] | Kalt-/Materialfeld; genaue Achse offen | [chedy:?]	[Kandidat: Wärme-/Heißfeld/Wert-/Gradfeld] | Stoff- oder Zubereitungsfeld | [chedy:?]	Qualitäts- oder Zustandsfeld	MATERIAL_OR_QUALITY_RIVALS_UNRESOLVED__NO_ROLE_LEAD	7	1	1	0	EXPLORATORY_PASSAGE_CARD__SURFACE_PROJECTION_NOT_RENDERER_LICENSE	0	0	0
