unit_id	record_id	page	local_owner_sequence	contains_visible_owner_break	group_count	surface_sequence	clause_shape_sequence	short_card_sequence_de	period_source_clause_sequence	local_station_working_reading_de	station_reset_rule	global_network_claim
B3-S003	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	NO	4	chey daiin chey lchedy	C12>C10>C12>C01	dieser Posten; Sollmaß; dieser Posten; abführen; Schluss	Nimm diesen Posten wieder auf: dieser Posten. Setze Maß, Portion oder Stufe: Sollmaß. Nimm diesen Posten wieder auf: dieser Posten. Setze die gelernte Fachkarte: abführen; Schluss.	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Diese aktive Portion. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Diese aktive Portion. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S004	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	NO	3	qokaiin qotal dar	C06>C02>C09	auf Sollmaß einstellen; danach dorthin; aus dem Ansatz	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen. Danach oder in demselben Gang: danach dorthin. Nenne Quelle, Lauf, Auszug oder Ansatz: aus dem Ansatz.	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Zum unteren Ablauf hin. Daraus, aus demselben Ansatz.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S005	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	1	schedy	C08	Posten überführen; Schluss	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S006	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	3	chedchy qokal olchedy	C07>C04>C02	diesen Posten überführen; dort ansetzen; weiterüberführen; Schluss	Führe es mit diesem laufenden Posten aus: diesen Posten überführen. Führe es an der bezeichneten Stelle aus: dort ansetzen. Danach oder in demselben Gang: weiterüberführen; Schluss.	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Gieße das erwärmte Wasser ein. Den aktiven Posten an der örtlich bezeichneten Station führen. Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S007	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	3	qokaiin chedy qokeedy	C06>C07>C03	auf Sollmaß einstellen; laufenden Posten umsetzen; länger ansetzen; Schluss	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen. Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen. Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Rühre, bis alles gleichmäßig vermischt ist. Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S008	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	1	lchedy	C01	abführen; Schluss	Setze die gelernte Fachkarte: abführen; Schluss.	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S009	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	1	qoky	C07	aktuellen Posten ansetzen	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S010	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	2	pchedal otedy	C01>C02	Einlass; kurze Folge; Schluss	Setze die gelernte Fachkarte: Einlass. Danach oder in demselben Gang: kurze Folge; Schluss.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Fülle danach das Gefäß. Lasse es bis zur Klarheit ziehen und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S011	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	4	shecthedchy qoky chedy chary	C07>C07>C07>C09	bereiten Posten umsetzen; aktuellen Posten ansetzen; laufenden Posten umsetzen; aus diesem Posten	Führe es mit diesem laufenden Posten aus: bereiten Posten umsetzen. Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen. Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen. Nenne Quelle, Lauf, Auszug oder Ansatz: aus diesem Posten.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Wende es an der markierten Stelle an. Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen. Rühre, bis alles gleichmäßig vermischt ist. Und lasse es abkühlen.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S012	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	2	sor shedy	C09>C03	Ansatz; kurz absetzen lassen; Schluss	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz. Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S013	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	4	qokaiin chkain shcthey qokedy	C06>C10>C03>C03	auf Sollmaß einstellen; eine Portion; kurz bereithalten; kurz ansetzen; Schluss	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen. Setze Maß, Portion oder Stufe: eine Portion. Führe aus und beachte Dauer oder Endpunkt: kurz bereithalten. Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Ein abgemessener Anteil. Unter derselben Einstellung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S014	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	2	okair sheedy	C05>C03	Wasser einlassen; länger absetzen; Schluss	Führe es aus dem Vorrat oder am Ansatz aus: Wasser einlassen. Führe aus und beachte Dauer oder Endpunkt: länger absetzen; Schluss.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Öffne danach den oberen Lauf. Wasche einmal und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S015	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	1	lchedy	C01	abführen; Schluss	Setze die gelernte Fachkarte: abführen; Schluss.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S016	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION|B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	YES	2	lo qokchedy	C01>C08	abfuehren; angesetzten Inhalt überführen; Schluss	Setze die gelernte Fachkarte: abfuehren. Führe die Handlung aus; schließe nur bei Endkarte: angesetzten Inhalt überführen; Schluss.	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Schließe den unteren Ablauf. [[STATIONSWECHSEL: untere korbartige Gefäß-Randstation -> ungelöster Zwischenposten zwischen Randstapel und Hauptpaar; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Lasse es abkühlen und beende den Schritt.	RESET_SOURCE_TARGET_DIRECTION_AT_VISIBLE_OWNER_BREAK	NONE
B3-S017	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	1	qokeedy	C03	länger ansetzen; Schluss	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S018	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	1	shedy	C03	kurz absetzen lassen; Schluss	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S019	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	1	qokshedy	C08	Absetzgang ansetzen; Schluss	Führe die Handlung aus; schließe nur bei Endkarte: Absetzgang ansetzen; Schluss.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S020	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	2	dal lchedy	C11>C01	dorthin; abführen; Schluss	Setze die bezeichnete Zielstelle: dorthin. Setze die gelernte Fachkarte: abführen; Schluss.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S021	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	11	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	C06>C07>C11>C12>C10>C04>C03>C12>C11>C07>C04	auf Sollmaß einstellen; bereit; dorthin; dieser Posten; Sollmaß; dort absetzen; kurz bereit halten; dieser Posten; dorthin; bereit; dorthin umsetzen; Schluss	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen. Führe es mit diesem laufenden Posten aus: bereit. Setze die bezeichnete Zielstelle: dorthin. Nimm diesen Posten wieder auf: dieser Posten. Setze Maß, Portion oder Stufe: Sollmaß. Führe es an der bezeichneten Stelle aus: dort absetzen. Führe aus und beachte Dauer oder Endpunkt: kurz bereit halten. Nimm diesen Posten wieder auf: dieser Posten. Setze die bezeichnete Zielstelle: dorthin. Führe es mit diesem laufenden Posten aus: bereit. Führe es an der bezeichneten Stelle aus: dorthin umsetzen; Schluss.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den örtlichen Prüfzustand der Charge feststellen. Den aktiven Posten an der örtlich bezeichneten Station führen. Diese aktive Portion. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Für einen Zeitabschnitt. Warmes Wasser. Diese aktive Portion. Den aktiven Posten an der örtlich bezeichneten Station führen. Den örtlichen Prüfzustand der Charge feststellen. Behalte den Rückstand und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S022	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	1	qotchedy	C02	nächsten Posten überführen; Schluss	Danach oder in demselben Gang: nächsten Posten überführen; Schluss.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Mische zu gleichen Teilen und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S023	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	1	lchedy	C01	abführen; Schluss	Setze die gelernte Fachkarte: abführen; Schluss.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S024	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	1	tchedy	C08	Posten überführen; Schluss	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S025	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	1	qokchdy	C08	Umsetzung ansetzen; Schluss	Führe die Handlung aus; schließe nur bei Endkarte: Umsetzung ansetzen; Schluss.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Erwärme es einmal und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S026	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED|B3_MAIN_ARCH_LINKED_PAIR	YES	7	cheedar chldaiin chedy qokain checthy chealror solkeedy	C05>C06>C07>C06>C07>C09>C03	von dort umsetzen; Absetzmaß; laufenden Posten umsetzen; eine Portion zugeben; bereit; Ansatz von dort zur Zielstelle; länger sammeln; Schluss	Führe es aus dem Vorrat oder am Ansatz aus: von dort umsetzen. Führe es in der angegebenen Portion oder Stufe aus: Absetzmaß. Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen. Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben. Führe es mit diesem laufenden Posten aus: bereit. Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz von dort zur Zielstelle. Führe aus und beachte Dauer oder Endpunkt: länger sammeln; Schluss.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Richte die bezeichnete Beckenstation ein. Nach dem Absetzen. Rühre, bis alles gleichmäßig vermischt ist. Gib einen abgemessenen Anteil in das Gefäß. Den örtlichen Prüfzustand der Charge feststellen. Bis der Strom klar wird. [[STATIONSWECHSEL: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar -> Hauptpaar am sichtbaren ungerichteten Bogen; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Lasse die Flüssigkeit sich setzen und beende den Schritt.	RESET_SOURCE_TARGET_DIRECTION_AT_VISIBLE_OWNER_BREAK	NONE
B3-S027	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	NO	1	qoteedy	C02	lange Folge; Schluss	Danach oder in demselben Gang: lange Folge; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S028	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	NO	2	qokeey qokedy	C03>C03	länger ansetzen; kurz ansetzen; Schluss	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen. Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Die Charge für den vorgesehenen Gebrauch temperieren. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S029	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	NO	3	sol cheeety qokedy	C02>C10>C03	fortsetzen; ganzen Teilposten; kurz ansetzen; Schluss	Danach oder in demselben Gang: fortsetzen. Setze Maß, Portion oder Stufe: ganzen Teilposten. Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Nach der ersten Spülung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S030	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	NO	4	qoky saiin schedair otchedy	C07>C10>C09>C02	aktuellen Posten ansetzen; Sollmaß; Wasser weiterleiten; nächsten Posten überführen; Schluss	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen. Setze Maß, Portion oder Stufe: Sollmaß. Nenne Quelle, Lauf, Auszug oder Ansatz: Wasser weiterleiten. Danach oder in demselben Gang: nächsten Posten überführen; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Ziehe die klare Flüssigkeit ab. Mische zu gleichen Teilen und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S031	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	NO	1	qokeedy	C03	länger ansetzen; Schluss	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S032	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	NO	5	chedain chedy qotedaiin otaiin otedy	C06>C07>C02>C02>C02	Portion umsetzen; laufenden Posten umsetzen; kurzes Folgemass; Folgemaß; kurze Folge; Schluss	Führe es in der angegebenen Portion oder Stufe aus: Portion umsetzen. Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen. Danach oder in demselben Gang: kurzes Folgemass. Danach oder in demselben Gang: Folgemaß. Danach oder in demselben Gang: kurze Folge; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Beginne die Spülung. Rühre, bis alles gleichmäßig vermischt ist. Das breite Gefäß. Für dieselbe Dauer wie zuvor. Lasse es bis zur Klarheit ziehen und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S033	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	NO	1	ldy	C01	abziehen; Ende	Setze die gelernte Fachkarte: abziehen; Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Ziehe es ab und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B3-S034	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	NO	6	soiiin checthy chety otaiin olsaly shedy	C10>C07>C06>C02>C11>C03	Sollstufe; bereit; Teil abtrennen; Folgemaß; untere Zielstelle; kurz absetzen lassen; Schluss	Setze Maß, Portion oder Stufe: Sollstufe. Führe es mit diesem laufenden Posten aus: bereit. Führe es in der angegebenen Portion oder Stufe aus: Teil abtrennen. Danach oder in demselben Gang: Folgemaß. Setze die bezeichnete Zielstelle: untere Zielstelle. Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Bis es klar ist. Den örtlichen Prüfzustand der Charge feststellen. Gleichmäßig bearbeiten. Für dieselbe Dauer wie zuvor. Das untere Becken. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B4-S001	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	NO	1	qokeedy	C03	länger ansetzen; Schluss	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B4-S002	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	NO	3	qolchey qokeey qokedy	C02>C03>C03	diesen Posten weiterfuehren; länger ansetzen; kurz ansetzen; Schluss	Danach oder in demselben Gang: diesen Posten weiterfuehren. Führe aus und beachte Dauer oder Endpunkt: länger ansetzen. Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Fülle danach das Gefäß. Die Charge für den vorgesehenen Gebrauch temperieren. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	KEEP_CURRENT_LOCAL_OWNER	NONE
B4-S003	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	NO	7	chedy otal otchey qokeey qoky tol shedy	C07>C02>C02>C03>C07>C02>C03	laufenden Posten umsetzen; danach dorthin; nächster Teilposten; länger ansetzen; aktuellen Posten ansetzen; fortsetzen; kurz absetzen lassen; Schluss	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen. Danach oder in demselben Gang: danach dorthin. Danach oder in demselben Gang: nächster Teilposten. Führe aus und beachte Dauer oder Endpunkt: länger ansetzen. Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen. Danach oder in demselben Gang: fortsetzen. Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Rühre, bis alles gleichmäßig vermischt ist. Zum unteren Ablauf hin. Einen recordlokalen Anteil auswählen. Die Charge für den vorgesehenen Gebrauch temperieren. Den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B4-S004	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	NO	1	qokylddy	C01	aktuellen Posten befestigen; Schluss	Setze die gelernte Fachkarte: aktuellen Posten befestigen; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B4-S005	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	NO	3	dain chedy qokeedy	C01>C07>C03	Tuch; laufenden Posten umsetzen; länger ansetzen; Schluss	Setze die gelernte Fachkarte: Tuch. Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen. Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Durch ein Tuch. Rühre, bis alles gleichmäßig vermischt ist. Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B4-S006	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	NO	1	shckhedy	C08	seihen; Schluss	Führe die Handlung aus; schließe nur bei Endkarte: seihen; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Seihe es einmal durch ein Tuch und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B4-S007	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	NO	1	shckhedy	C08	seihen; Schluss	Führe die Handlung aus; schließe nur bei Endkarte: seihen; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Seihe es einmal durch ein Tuch und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B4-S008	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	NO	4	saiin cheeky sheey qokedy	C10>C03>C03>C03	Sollmaß; länger erwärmen und offen halten; laenger ruhen; kurz ansetzen; Schluss	Setze Maß, Portion oder Stufe: Sollmaß. Führe aus und beachte Dauer oder Endpunkt: länger erwärmen und offen halten. Führe aus und beachte Dauer oder Endpunkt: laenger ruhen. Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Solange es noch warm ist. Die erste Öffnung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	KEEP_CURRENT_LOCAL_OWNER	NONE
B4-S009	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	NO	1	shedy	C03	kurz absetzen lassen; Schluss	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B4-S010	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	NO	1	oldy	C02	Fortsetzung abschließen	Danach oder in demselben Gang: Fortsetzung abschließen.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B4-S011	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	7	saiin cheky okeeol okain chdy sol lkedy	C10>C03>C02>C06>C07>C02>C01	Sollmaß; kurz wärmen; länger fortführen; eine Portion zugeben; laufenden Posten umsetzen; fortsetzen; kurz abführen; Schluss	Setze Maß, Portion oder Stufe: Sollmaß. Führe aus und beachte Dauer oder Endpunkt: kurz wärmen. Danach oder in demselben Gang: länger fortführen. Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben. Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen. Danach oder in demselben Gang: fortsetzen. Setze die gelernte Fachkarte: kurz abführen; Schluss.	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Bei sanfter Wärme. Das breite Gefäß. Gib einen abgemessenen Anteil in das Gefäß. Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Wasche zweimal und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B4-S012	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	1	lchedy	C01	abführen; Schluss	Setze die gelernte Fachkarte: abführen; Schluss.	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	KEEP_CURRENT_LOCAL_OWNER	NONE
B4-S013	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	2	qokol shedy	C02>C03	Fortsetzung ansetzen; kurz absetzen lassen; Schluss	Danach oder in demselben Gang: Fortsetzung ansetzen. Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Lasse die Mischung einlaufen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
B4-S014	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	NO	4	or chey qockhey dairydy	C09>C12>C03>C09	Ansatz; dieser Posten; kurzen Durchlauf ansetzen; Wasserlauf schliessen; Schluss	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz. Nimm diesen Posten wieder auf: dieser Posten. Führe aus und beachte Dauer oder Endpunkt: kurzen Durchlauf ansetzen. Nenne Quelle, Lauf, Auszug oder Ansatz: Wasserlauf schliessen; Schluss.	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Diese aktive Portion. Über der örtlich bezeichneten Stelle. Gebrauche sie sofort und beende den Schritt.	KEEP_CURRENT_LOCAL_OWNER	NONE
