clause_id	physical_page	register	start_event	end_event	events	instruction_count	instruction_ids	crosses_physical_line	end_reason	fluent_clause_de
P915-C049	f75r	BIOLOGICAL	P912-E0579	P912-E0580	2	2	P917-I0389|P917-I0390	NO	LICENSED_DY_CLOSE	Von der Entnahmestelle ansetzen. Länger halten; fertig.
P915-C050	f75r	BIOLOGICAL	P912-E0581	P912-E0584	4	3	P917-I0391|P917-I0392|P917-I0393	NO	LICENSED_DY_CLOSE	Entnehmen in den nächsten Lauf. Als eine Portion halten und ansetzen. Diesen Posten kurz ansetzen und halten; fertig.
P915-C051	f75r	BIOLOGICAL	P912-E0585	P912-E0594	10	8	P917-I0394|P917-I0395|P917-I0396|P917-I0397|P917-I0398|P917-I0399|P917-I0400|P917-I0401	YES	LICENSED_DY_CLOSE	Als eine Portion ansetzen. Diesen Posten umsetzen. Von der Entnahmestelle einsetzen und umsetzen. Diesen Posten kurz halten und einsetzen. Aus diesem Teil von der Entnahmestelle diesen Posten kurz halten in den nächsten Lauf. Halten zur Ziel- oder Anschlussstelle. Weiter diesen Posten zugeben oder zuordnen. Ruhen lassen; fertig.
P915-C052	f75r	BIOLOGICAL	P912-E0595	P912-E0597	3	2	P917-I0402|P917-I0403	YES	LICENSED_DY_CLOSE	Ansetzen zur Innenstelle. Weiter länger halten; fertig.
P915-C053	f75r	BIOLOGICAL	P912-E0598	P912-E0599	2	1	P917-I0404	NO	LICENSED_DY_CLOSE	Weiter ruhen lassen; fertig.
P915-C054	f75r	BIOLOGICAL	P912-E0600	P912-E0605	6	2	P917-I0405|P917-I0406	YES	LICENSED_DY_CLOSE	Weiter danach von der Entnahmestelle als eine Portion prüfen. Weiter diesen Posten kurz ansetzen und halten; fertig.
P915-C055	f75r	BIOLOGICAL	P912-E0606	P912-E0655	50	33	P917-I0407|P917-I0408|P917-I0409|P917-I0410|P917-I0411|P917-I0412|P917-I0413|P917-I0414|P917-I0415|P917-I0416|P917-I0417|P917-I0418|P917-I0419|P917-I0420|P917-I0421|P917-I0422|P917-I0423|P917-I0424|P917-I0425|P917-I0426|P917-I0427|P917-I0428|P917-I0429|P917-I0430|P917-I0431|P917-I0432|P917-I0433|P917-I0434|P917-I0435|P917-I0436|P917-I0437|P917-I0438|P917-I0439	YES	LICENSED_DY_CLOSE	Weiter diesen Posten kurz halten. Diesen Posten ansetzen. Diesen Posten kurz halten. Als eine Portion diesen Posten kurz ansetzen. Von der Entnahmestelle diesen Posten den Zustand markieren. Diesen Posten kurz halten. Den Ansatz und diesen Posten bearbeiten in den nächsten Lauf. Als eine Portion diesen Posten kurz halten. Als eine Portion ansetzen. Als eine Portion bearbeiten und ansetzen. Diesen Posten und den Ansatz kurz halten durch den Durchlass. Weiter aus diesem Teil von der Entnahmestelle den Ansatz bearbeiten in den nächsten Lauf zur Innenstelle. Diesen Posten kurz halten. Als eine Portion ansetzen. Diesen Posten umsetzen. Den Ansatz und diesen Posten kurz halten. Von der Entnahmestelle zugeben oder zuordnen. Diesen Posten umsetzen. Von der Entnahmestelle prüfen. Diesen Posten einsetzen. Diesen Posten kurz zugeben oder zuordnen und halten. Diesen Posten länger ansetzen. Ansetzen zur Ziel- oder Anschlussstelle. Diesen Posten kurz prüfen und halten. Weiter diesen Posten umsetzen und ansetzen zur Innenstelle. Als eine Portion ansetzen. Diesen Posten länger an der Sammelstelle aufnehmen. Von der Entnahmestelle diesen Posten an der Sammelstelle aufnehmen. Als eine Portion prüfen. Diesen Posten bis bereit führen. Weiter als eine Portion den Ansatz prüfen in den nächsten Lauf. Diesen Posten halten durch den Durchlass. Länger ansetzen; fertig.
P915-C056	f75r	BIOLOGICAL	P912-E0656	P912-E0658	3	1	P917-I0440	NO	LICENSED_DY_CLOSE	Diesen Posten länger ansetzen; fertig.
P915-C057	f75r	BIOLOGICAL	P912-E0659	P912-E0659	1	1	P917-I0441	NO	LICENSED_DY_CLOSE	Umsetzen in den nächsten Lauf; fertig.
P915-C058	f75r	BIOLOGICAL	P912-E0660	P912-E0673	14	6	P917-I0442|P917-I0443|P917-I0444|P917-I0445|P917-I0446|P917-I0447	YES	LICENSED_DY_CLOSE	Den Zustand markieren zur Innenstelle. Weiter als eine Portion kurz halten. Weiter aus diesem Teil von der Entnahmestelle von der lokalen Stelle als eine Portion diesen Posten und den Ansatz einsetzen und halten zur Ziel- oder Anschlussstelle. Weiter halten und bearbeiten. Danach von der Entnahmestelle diesen Posten einsetzen und halten. Ruhen lassen; fertig.
P915-C059	f75r	BIOLOGICAL	P912-E0674	P912-E0674	1	1	P917-I0448	NO	LICENSED_DY_CLOSE	Ansetzen zur Ziel- oder Anschlussstelle; fertig.
P915-C060	f75r	BIOLOGICAL	P912-E0675	P912-E0677	3	1	P917-I0449	NO	LICENSED_DY_CLOSE	Danach aus diesem Teil von der Entnahmestelle bearbeiten; fertig.
P915-C061	f75r	BIOLOGICAL	P912-E0678	P912-E0681	4	3	P917-I0450|P917-I0451|P917-I0452	YES	LICENSED_DY_CLOSE	Weiter diesen Posten den Zustand markieren. Diesen Posten bearbeiten und umsetzen. Einsetzen und umsetzen; fertig.
P915-C062	f75r	BIOLOGICAL	P912-E0682	P912-E0688	7	3	P917-I0453|P917-I0454|P917-I0455	NO	LICENSED_DY_CLOSE	Diesen Posten länger ansetzen. Weiter aus diesem Teil diesen Posten kurz halten und bis bereit führen entlang des Laufs. Weiter länger halten in den nächsten Lauf; fertig.
P915-C063	f75r	BIOLOGICAL	P912-E0689	P912-E0689	1	1	P917-I0456	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C064	f75r	BIOLOGICAL	P912-E0690	P912-E0690	1	1	P917-I0457	NO	LICENSED_DY_CLOSE	Weiter umsetzen in den nächsten Lauf; fertig.
P915-C065	f75r	BIOLOGICAL	P912-E0691	P912-E0700	10	5	P917-I0458|P917-I0459|P917-I0460|P917-I0461|P917-I0462	NO	LICENSED_DY_CLOSE	Als eine Portion behandeln zur Ziel- oder Anschlussstelle. Diesen Posten bearbeiten in den nächsten Lauf. Nach Sollmaß zugeben oder zuordnen in den nächsten Lauf. Weiter länger ansetzen; fertig. Weiter als eine Portion diesen Posten länger ansetzen; fertig.
P915-C066	f75r	BIOLOGICAL	P912-E0701	P912-E0714	14	11	P917-I0463|P917-I0464|P917-I0465|P917-I0466|P917-I0467|P917-I0468|P917-I0469|P917-I0470|P917-I0471|P917-I0472|P917-I0473	YES	LICENSED_DY_CLOSE	Diesen Posten umsetzen. Danach bearbeiten. Als eine Portion diesen Posten länger behandeln. Diesen Posten kurz ansetzen. Als eine Portion ansetzen. Diesen Posten kurz behandeln. Ansetzen zur Ziel- oder Anschlussstelle. Als eine Portion diesen Posten umsetzen. Bearbeiten. Weiter zugeben oder zuordnen zur Ziel- oder Anschlussstelle. Ruhen lassen; fertig.
P915-C067	f75r	BIOLOGICAL	P912-E0715	P912-E0717	3	3	P917-I0474|P917-I0475|P917-I0476	YES	LICENSED_DY_CLOSE	Von der Entnahmestelle ansetzen. Weiter bearbeiten zur Innenstelle. Kurz halten; fertig.
P915-C068	f75r	BIOLOGICAL	P912-E0718	P912-E0721	4	3	P917-I0477|P917-I0478|P917-I0479	NO	LICENSED_DY_CLOSE	Diesen Posten kurz ansetzen. Von der Entnahmestelle diesen Posten ansetzen durch den Durchlass. Ruhen lassen; fertig.
P915-C069	f75r	BIOLOGICAL	P912-E0722	P912-E0724	3	2	P917-I0480|P917-I0481	NO	LICENSED_DY_CLOSE	Aus diesem Teil diesen Posten kurz ansetzen. Kurz ansetzen; fertig.
P915-C070	f75r	BIOLOGICAL	P912-E0725	P912-E0725	1	1	P917-I0482	NO	LICENSED_DY_CLOSE	Zur Ziel- oder Anschlussstelle weiterarbeiten; fertig.
P915-C071	f75r	BIOLOGICAL	P912-E0726	P912-E0728	3	2	P917-I0483|P917-I0484	NO	LICENSED_DY_CLOSE	Weiter diesen Posten einsetzen und halten. Ruhen lassen zur Ziel- oder Anschlussstelle; fertig.
P915-C072	f75r	BIOLOGICAL	P912-E0729	P912-E0731	3	2	P917-I0485|P917-I0486	NO	LICENSED_DY_CLOSE	Als eine Portion ansetzen. Aus diesem Teil von der Entnahmestelle entnehmen und prüfen; fertig.
P915-C073	f75r	BIOLOGICAL	P912-E0732	P912-E0732	1	1	P917-I0487	NO	LICENSED_DY_CLOSE	Ruhen lassen; fertig.
P915-C074	f75r	BIOLOGICAL	P912-E0733	P912-E0734	2	1	P917-I0488	NO	LICENSED_DY_CLOSE	Danach von der Entnahmestelle ruhen lassen; fertig.
P915-C075	f75r	BIOLOGICAL	P912-E0735	P912-E0735	1	1	P917-I0489	NO	LICENSED_DY_CLOSE	In den nächsten Lauf weiterarbeiten; fertig.
P915-C076	f75r	BIOLOGICAL	P912-E0736	P912-E0738	3	2	P917-I0490|P917-I0491	NO	LICENSED_DY_CLOSE	Diesen Posten länger ansetzen. Ruhen lassen in den nächsten Lauf; fertig.
P915-C077	f75r	BIOLOGICAL	P912-E0739	P912-E0743	5	4	P917-I0492|P917-I0493|P917-I0494|P917-I0495	NO	LICENSED_DY_CLOSE	Bearbeiten. Diesen Posten umsetzen in den nächsten Lauf. Als eine Portion ansetzen. Kurz entnehmen und bis bereit führen; fertig.
P915-C078	f75r	BIOLOGICAL	P912-E0744	P912-E0744	1	1	P917-I0496	NO	LICENSED_DY_CLOSE	Kurz bearbeiten in den nächsten Lauf; fertig.
P915-C079	f75r	BIOLOGICAL	P912-E0745	P912-E0747	3	3	P917-I0497|P917-I0498|P917-I0499	YES	LICENSED_DY_CLOSE	Aus diesem Teil von der Entnahmestelle bearbeiten zur Innenstelle. Prüfen. Kurz an der Sammelstelle aufnehmen; fertig.
P915-C080	f75r	BIOLOGICAL	P912-E0748	P912-E0755	8	4	P917-I0500|P917-I0501|P917-I0502|P917-I0503	NO	LICENSED_DY_CLOSE	Ansetzen zur Ziel- oder Anschlussstelle. Danach aus diesem Teil von der Entnahmestelle diesen Posten ansetzen. Danach weiter von der Entnahmestelle als eine Portion zugeben oder zuordnen. Weiter kurz bearbeiten; fertig.
P915-C081	f75r	BIOLOGICAL	P912-E0756	P912-E0761	6	4	P917-I0504|P917-I0505|P917-I0506|P917-I0507	NO	LICENSED_DY_CLOSE	Als eine Portion ansetzen. Diesen Posten länger halten und bearbeiten. Als eine Portion ansetzen. Aus diesem Teil von der Entnahmestelle ruhen lassen; fertig.
P915-C082	f75r	BIOLOGICAL	P912-E0762	P912-E0763	2	2	P917-I0508|P917-I0509	NO	LICENSED_DY_CLOSE	Als eine Portion ansetzen. Weiter weiterarbeiten; fertig.
P915-C083	f75r	BIOLOGICAL	P912-E0764	P912-E0765	2	1	P917-I0510	NO	LICENSED_DY_CLOSE	Weiter länger zugeben oder zuordnen; fertig.
P915-C084	f75r	BIOLOGICAL	P912-E0766	P912-E0766	1	1	P917-I0511	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C085	f75r	BIOLOGICAL	P912-E0767	P912-E0770	4	3	P917-I0512|P917-I0513|P917-I0514	NO	LICENSED_DY_CLOSE	Diesen Posten kurz ansetzen. Von der Entnahmestelle ansetzen. Danach von der Entnahmestelle aus diesem Teil weiterarbeiten; fertig.
P915-C086	f75r	BIOLOGICAL	P912-E0771	P912-E0771	1	1	P917-I0515	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C087	f75r	BIOLOGICAL	P912-E0772	P912-E0774	3	2	P917-I0516|P917-I0517	NO	LICENSED_DY_CLOSE	Diesen Posten länger halten und bearbeiten. Kurz ansetzen; fertig.
P915-C088	f75r	BIOLOGICAL	P912-E0775	P912-E0775	1	1	P917-I0518	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C089	f75r	BIOLOGICAL	P912-E0776	P912-E0776	1	1	P917-I0519	NO	LICENSED_DY_CLOSE	Kurz ansetzen und umsetzen; fertig.
P915-C090	f75r	BIOLOGICAL	P912-E0777	P912-E0778	2	1	P917-I0520	YES	LICENSED_DY_CLOSE	Weiter länger ansetzen in den nächsten Lauf; fertig.
P915-C091	f75r	BIOLOGICAL	P912-E0779	P912-E0779	1	1	P917-I0521	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C092	f75r	BIOLOGICAL	P912-E0780	P912-E0780	1	1	P917-I0522	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C093	f75r	BIOLOGICAL	P912-E0781	P912-E0781	1	1	P917-I0523	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C094	f75r	BIOLOGICAL	P912-E0782	P912-E0782	1	1	P917-I0524	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C095	f75r	BIOLOGICAL	P912-E0783	P912-E0783	1	1	P917-I0525	NO	LICENSED_DY_CLOSE	In den nächsten Lauf weiterarbeiten; fertig.
P915-C096	f75r	BIOLOGICAL	P912-E0784	P912-E0784	1	1	P917-I0526	NO	LICENSED_DY_CLOSE	Diesen Posten kurz halten; fertig.
P915-C097	f75r	BIOLOGICAL	P912-E0785	P912-E0785	1	1	P917-I0527	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C098	f75r	BIOLOGICAL	P912-E0786	P912-E0786	1	1	P917-I0528	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C099	f75r	BIOLOGICAL	P912-E0787	P912-E0787	1	1	P917-I0529	NO	LICENSED_DY_CLOSE	Länger an der Sammelstelle aufnehmen; fertig.
P915-C100	f75r	BIOLOGICAL	P912-E0788	P912-E0789	2	1	P917-I0530	NO	LICENSED_DY_CLOSE	Danach weiter diesen Posten kurz zugeben oder zuordnen; fertig.
P915-C101	f75r	BIOLOGICAL	P912-E0790	P912-E0791	2	1	P917-I0531	NO	LICENSED_DY_CLOSE	Aus diesem Teil von der Entnahmestelle ruhen lassen; fertig.
P915-C102	f75r	BIOLOGICAL	P912-E0792	P912-E0793	2	2	P917-I0532|P917-I0533	NO	LICENSED_DY_CLOSE	Als eine Portion ansetzen. Ruhen lassen; fertig.
P915-C103	f75r	BIOLOGICAL	P912-E0794	P912-E0795	2	1	P917-I0534	NO	LICENSED_DY_CLOSE	Länger zugeben oder zuordnen zur Ziel- oder Anschlussstelle; fertig.
P915-C104	f75r	BIOLOGICAL	P912-E0796	P912-E0796	1	1	P917-I0535	NO	LICENSED_DY_CLOSE	Den Zustand markieren und ruhen lassen; fertig.
P915-C105	f75r	BIOLOGICAL	P912-E0797	P912-E0797	1	1	P917-I0536	NO	LICENSED_DY_CLOSE	Länger prüfen und ansetzen; fertig.
P915-C106	f75r	BIOLOGICAL	P912-E0798	P912-E0798	1	1	P917-I0537	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C107	f75r	BIOLOGICAL	P912-E0799	P912-E0799	1	1	P917-I0538	NO	LICENSED_DY_CLOSE	Danach länger weiterarbeiten; fertig.
P915-C108	f75r	BIOLOGICAL	P912-E0800	P912-E0802	3	2	P917-I0539|P917-I0540	NO	LICENSED_DY_CLOSE	Diesen Posten ansetzen. Diesen Posten länger zugeben oder zuordnen; fertig.
P915-C109	f75r	BIOLOGICAL	P912-E0803	P912-E0804	2	1	P917-I0541	YES	LICENSED_DY_CLOSE	Diesen Posten kurz halten; fertig.
P915-C110	f75r	BIOLOGICAL	P912-E0805	P912-E0805	1	1	P917-I0542	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C111	f75r	BIOLOGICAL	P912-E0806	P912-E0806	1	1	P917-I0543	NO	LICENSED_DY_CLOSE	Länger ansetzen; fertig.
P915-C112	f75r	BIOLOGICAL	P912-E0807	P912-E0808	2	1	P917-I0544	NO	LICENSED_DY_CLOSE	Danach mit diesen Posten länger weiterarbeiten; fertig.
P915-C113	f75r	BIOLOGICAL	P912-E0809	P912-E0810	2	1	P917-I0545	YES	LICENSED_DY_CLOSE	Aus diesem Teil den Ansatz und diesen Posten kurz halten; fertig.
P915-C114	f75r	BIOLOGICAL	P912-E0811	P912-E0812	2	2	P917-I0546|P917-I0547	NO	LICENSED_DY_CLOSE	Von der Entnahmestelle behandeln. Weiter weiterarbeiten; fertig.
P915-C115	f75r	BIOLOGICAL	P912-E0813	P912-E0816	4	3	P917-I0548|P917-I0549|P917-I0550	NO	LICENSED_DY_CLOSE	Als eine Portion ansetzen. Von der Entnahmestelle behandeln. Danach weiter von der Entnahmestelle weiterarbeiten; fertig.
P915-C116	f75r	BIOLOGICAL	P912-E0817	P912-E0819	3	3	P917-I0551|P917-I0552|P917-I0553	NO	LICENSED_DY_CLOSE	Aus diesem Teil diesen Posten umsetzen. Als eine Portion prüfen. Kurz ansetzen; fertig.
P915-C117	f75r	BIOLOGICAL	P912-E0820	P912-E0820	1	1	P917-I0554	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C118	f75r	BIOLOGICAL	P912-E0821	P912-E0821	1	1	P917-I0555	NO	LICENSED_DY_CLOSE	Danach kurz weiterarbeiten; fertig.
P915-C119	f75r	BIOLOGICAL	P912-E0822	P912-E0822	1	1	P917-I0556	NO	LICENSED_DY_CLOSE	Weiter ansetzen; fertig.
P915-C120	f75r	BIOLOGICAL	P912-E0823	P912-E0829	7	2	P917-I0557|P917-I0558	YES	LICENSED_DY_CLOSE	Danach weiter von der Entnahmestelle nach Sollmaß entnehmen zur Innenstelle. Aus diesem Teil von der Entnahmestelle diesen Posten kurz prüfen und halten; fertig.
P915-C121	f75r	BIOLOGICAL	P912-E0830	P912-E0832	3	3	P917-I0559|P917-I0560|P917-I0561	NO	LICENSED_DY_CLOSE	Diesen Posten halten durch den Durchlass. Diesen Posten kurz ansetzen. Kurz ansetzen; fertig.
P915-C122	f75r	BIOLOGICAL	P912-E0833	P912-E0835	3	2	P917-I0562|P917-I0563	NO	LICENSED_DY_CLOSE	Weiter von der Entnahmestelle prüfen. Danach mit diesen Posten kurz weiterarbeiten; fertig.
P915-C123	f75r	BIOLOGICAL	P912-E0836	P912-E0836	1	1	P917-I0564	NO	LICENSED_DY_CLOSE	Danach kurz weiterarbeiten; fertig.
P915-C124	f75r	BIOLOGICAL	P912-E0837	P912-E0837	1	1	P917-I0565	NO	LICENSED_DY_CLOSE	Danach kurz weiterarbeiten; fertig.
P915-C125	f75r	BIOLOGICAL	P912-E0838	P912-E0840	3	3	P917-I0566|P917-I0567|P917-I0568	YES	LICENSED_DY_CLOSE	Nach Sollmaß ansetzen. Diesen Posten kurz ansetzen. Kurz ansetzen; fertig.
P915-C126	f75r	BIOLOGICAL	P912-E0841	P912-E0842	2	2	P917-I0569|P917-I0570	NO	LICENSED_DY_CLOSE	Weiter kurz halten. Kurz ansetzen; fertig.
P915-C127	f75r	BIOLOGICAL	P912-E0843	P912-E0844	2	1	P917-I0571	NO	LICENSED_DY_CLOSE	Als eine Portion ruhen lassen; fertig.
P915-C128	f75r	BIOLOGICAL	P912-E0845	P912-E0847	3	2	P917-I0572|P917-I0573	NO	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Danach weiter diesen Posten umsetzen. Weiter mit den Ansatz weiterarbeiten.
P915-C129	f81v	BIOLOGICAL	P912-E0858	P912-E0860	3	3	P917-I0574|P917-I0575|P917-I0576	NO	LICENSED_DY_CLOSE	Von der Entnahmestelle einsetzen. Diesen Posten kurz halten. Länger zugeben oder zuordnen; fertig.
P915-C130	f81v	BIOLOGICAL	P912-E0861	P912-E0865	5	2	P917-I0577|P917-I0578	NO	LICENSED_DY_CLOSE	Kurz halten und zugeben oder zuordnen zur Ziel- oder Anschlussstelle. Weiter aus diesem Teil von der Entnahmestelle einsetzen und umsetzen zur Ziel- oder Anschlussstelle; fertig.
P915-C131	f81v	BIOLOGICAL	P912-E0866	P912-E0869	4	3	P917-I0579|P917-I0580|P917-I0581	YES	LICENSED_DY_CLOSE	Kurz halten und zugeben oder zuordnen. Von der lokalen Stelle als eine Portion diesen Posten kurz bearbeiten, spülen und zugeben oder zuordnen mit f-Zeichen. Kurz ansetzen; fertig.
P915-C132	f81v	BIOLOGICAL	P912-E0870	P912-E0883	14	9	P917-I0582|P917-I0583|P917-I0584|P917-I0585|P917-I0586|P917-I0587|P917-I0588|P917-I0589|P917-I0590	YES	LICENSED_DY_CLOSE	Nach Sollmaß ansetzen. Zugeben oder zuordnen entlang des Laufs. Ansetzen zur Ziel- oder Anschlussstelle. Von der Entnahmestelle prüfen. Weiter als eine Portion zugeben oder zuordnen. Weiter als eine Portion zugeben oder zuordnen. Weiter den Zustand markieren zur Ziel- oder Anschlussstelle. Nach Sollmaß prüfen in den nächsten Lauf. Nach Sollmaß länger an der Sammelstelle aufnehmen; fertig.
P915-C133	f81v	BIOLOGICAL	P912-E0884	P912-E0884	1	1	P917-I0591	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C134	f81v	BIOLOGICAL	P912-E0885	P912-E0889	5	4	P917-I0592|P917-I0593|P917-I0594|P917-I0595	NO	LICENSED_DY_CLOSE	Aus diesem Teil als eine Portion diesen Posten zugeben oder zuordnen. Kurz halten und zugeben oder zuordnen. Diesen Posten umsetzen. Weiter zur Ziel- oder Anschlussstelle weiterarbeiten; fertig.
P915-C135	f81v	BIOLOGICAL	P912-E0890	P912-E0904	15	7	P917-I0596|P917-I0597|P917-I0598|P917-I0599|P917-I0600|P917-I0601|P917-I0602	YES	LICENSED_DY_CLOSE	Nach Sollmaß ansetzen. Als eine Portion ansetzen. Diesen Posten länger behandeln. Weiter nach Sollmaß diesen Posten zugeben oder zuordnen. Als eine Portion nach Sollmaß diesen Posten entnehmen und bis bereit führen. Nach Sollmaß ansetzen. Danach nach Sollmaß als eine Portion diesen Posten länger ansetzen durch den Durchlass; fertig.
P915-C136	f81v	BIOLOGICAL	P912-E0905	P912-E0919	15	10	P917-I0603|P917-I0604|P917-I0605|P917-I0606|P917-I0607|P917-I0608|P917-I0609|P917-I0610|P917-I0611|P917-I0612	YES	LICENSED_DY_CLOSE	Diesen Posten ansetzen. Von der Entnahmestelle zugeben oder zuordnen. Von der Entnahmestelle nach Sollmaß ansetzen. Als eine Portion ansetzen. Nach Sollmaß ansetzen. Weiter diesen Posten umsetzen. Den Auszug und diesen Posten zugeben oder zuordnen in den nächsten Lauf. Prüfen in den nächsten Lauf. Nach Sollmaß als eine Portion ansetzen. Zur Ziel- oder Anschlussstelle weiterarbeiten; fertig.
P915-C137	f81v	BIOLOGICAL	P912-E0920	P912-E0927	8	3	P917-I0613|P917-I0614|P917-I0615	NO	LICENSED_DY_CLOSE	Weiter den Ansatz kurz halten durch den Durchlass zur Ziel- oder Anschlussstelle. Nach Sollmaß länger ansetzen zur Ziel- oder Anschlussstelle. Nach Sollmaß diesen Posten umsetzen durch den Durchlass; fertig.
P915-C138	f81v	BIOLOGICAL	P912-E0928	P912-E0931	4	2	P917-I0616|P917-I0617	YES	LICENSED_DY_CLOSE	Weiter diesen Posten zugeben oder zuordnen. Den Ansatz ruhen lassen; fertig.
P915-C139	f81v	BIOLOGICAL	P912-E0932	P912-E0932	1	1	P917-I0618	NO	LICENSED_DY_CLOSE	Länger halten; fertig.
P915-C140	f81v	BIOLOGICAL	P912-E0933	P912-E0936	4	3	P917-I0619|P917-I0620|P917-I0621	NO	LICENSED_DY_CLOSE	Aus diesem Teil diesen Posten länger an der Sammelstelle aufnehmen. Aus diesem Teil nach Sollmaß als eine Portion zugeben oder zuordnen. Kurz in den Gegengang führen; fertig.
P915-C141	f81v	BIOLOGICAL	P912-E0937	P912-E0937	1	1	P917-I0622	NO	LICENSED_DY_CLOSE	Weiter weiterarbeiten; fertig.
P915-C142	f81v	BIOLOGICAL	P912-E0938	P912-E0945	8	4	P917-I0623|P917-I0624|P917-I0625|P917-I0626	NO	LICENSED_DY_CLOSE	Weiter von der Entnahmestelle nach Sollmaß diesen Posten zugeben oder zuordnen. Diesen Posten länger ansetzen. Weiter nach Sollmaß den Ansatz und diesen Posten kurz entnehmen durch den Durchlass. Auf der zweiten Stufe auf der angegebenen Stufe weiterarbeiten; fertig.
P915-C143	f81v	BIOLOGICAL	P912-E0946	P912-E0949	4	4	P917-I0627|P917-I0628|P917-I0629|P917-I0630	NO	LICENSED_DY_CLOSE	Weiter diesen Posten einsetzen und halten. Von der lokalen Stelle aus diesem Teil diesen Posten länger halten und bearbeiten. Bearbeiten und einsetzen unter q-Träger. Länger ansetzen; fertig.
P915-C144	f81v	BIOLOGICAL	P912-E0950	P912-E0950	1	1	P917-I0631	NO	LICENSED_DY_CLOSE	Danach kurz weiterarbeiten; fertig.
P915-C145	f81v	BIOLOGICAL	P912-E0951	P912-E0951	1	1	P917-I0632	NO	LICENSED_DY_CLOSE	Kurz ansetzen und halten; fertig.
P915-C146	f81v	BIOLOGICAL	P912-E0952	P912-E0968	17	13	P917-I0633|P917-I0634|P917-I0635|P917-I0636|P917-I0637|P917-I0638|P917-I0639|P917-I0640|P917-I0641|P917-I0642|P917-I0643|P917-I0644|P917-I0645	YES	LICENSED_DY_CLOSE	Danach aus diesem Teil von der lokalen Stelle diesen Posten kurz halten entlang des Laufs zur Innenstelle. Diesen Posten länger ansetzen. Diesen Posten länger ansetzen. Diesen Posten ansetzen. Diesen Posten länger zugeben oder zuordnen. Diesen Posten ansetzen. Diesen Posten ansetzen. Diesen Posten zugeben oder zuordnen in den nächsten Lauf. Weiter diesen Posten entnehmen. Diesen Posten zugeben oder zuordnen. Weiter aus diesem Teil diesen Posten halten. Weiter diesen Posten umsetzen. Ruhen lassen; fertig.
P915-C147	f81v	BIOLOGICAL	P912-E0969	P912-E0969	1	1	P917-I0646	NO	LICENSED_DY_CLOSE	Kurz ansetzen; fertig.
P915-C148	f81v	BIOLOGICAL	P912-E0970	P912-E0970	1	1	P917-I0647	NO	LICENSED_DY_CLOSE	Diesen Posten kurz bearbeiten; fertig.
P915-C149	f81v	BIOLOGICAL	P912-E0971	P912-E0973	3	3	P917-I0648|P917-I0649|P917-I0650	NO	LICENSED_DY_CLOSE	Aus diesem Teil diesen Posten kurz entnehmen und bearbeiten. Aus diesem Teil diesen Posten kurz zugeben oder zuordnen in den nächsten Lauf. Diesen Posten kurz bearbeiten; fertig.
P915-C150	f81v	BIOLOGICAL	P912-E0974	P912-E0976	3	3	P917-I0651|P917-I0652|P917-I0653	NO	LICENSED_DY_CLOSE	Diesen Posten kurz zugeben oder zuordnen und halten. Aus diesem Teil kurz entnehmen und prüfen. Diesen Posten kurz bearbeiten; fertig.
P915-C151	f81v	BIOLOGICAL	P912-E0977	P912-E0977	1	1	P917-I0654	NO	LICENSED_DY_CLOSE	Diesen Posten kurz bearbeiten; fertig.
P915-C152	f81v	BIOLOGICAL	P912-E0978	P912-E0981	4	2	P917-I0655|P917-I0656	NO	LICENSED_DY_CLOSE	Aus diesem Teil von der Entnahmestelle auf der zweiten Stufe diesen Posten kurz zugeben oder zuordnen. Danach diesen Posten kurz zugeben oder zuordnen; fertig.
P915-C153	f81v	BIOLOGICAL	P912-E0982	P912-E0983	2	2	P917-I0657|P917-I0658	YES	LICENSED_DY_CLOSE	Ansetzen zur Ziel- oder Anschlussstelle. Kurz halten; fertig.
P915-C154	f81v	BIOLOGICAL	P912-E0984	P912-E0987	4	3	P917-I0659|P917-I0660|P917-I0661	NO	LICENSED_DY_CLOSE	Aus diesem Teil diesen Posten länger zugeben oder zuordnen. Diesen Posten länger halten und zugeben oder zuordnen. Nach Sollmaß kurz ansetzen; fertig.
P915-C155	f81v	BIOLOGICAL	P912-E0988	P912-E0989	2	2	P917-I0662|P917-I0663	NO	LICENSED_DY_CLOSE	Aus diesem Teil länger ansetzen. Kurz ansetzen; fertig.
