event_id	instruction_id	clause_id	physical_page	surface	component_recipe	workshop_phrase_de
P912-E0282	P917-I0182	P915-C013	f55v	dary	DA+R+Y	zweite Stufe; Zustand; dies
P912-E0283	P917-I0183	P915-C013	f55v	tar	T+AR	bearbeiten; Entnahmestelle
P912-E0284	P917-I0184	P915-C013	f55v	chedy	CHD+Y	dies umsetzen
P912-E0285	P917-I0185	P915-C013	f55v	qokaiin	OK+AIIN	nach Sollmaß ansetzen
P912-E0286	P917-I0186	P915-C013	f55v	okar	OK+AR	von der Entnahmestelle ansetzen
P912-E0287	P917-I0187	P915-C013	f55v	qol	OL	fortsetzen
P912-E0288	P917-I0187	P915-C013	f55v	otar	OT+AR	danach; Entnahmestelle
P912-E0289	P917-I0187	P915-C013	f55v	cho	HO	Stoffteil
P912-E0290	P917-I0187	P915-C013	f55v	ar	AR	Entnahmestelle
P912-E0291	P917-I0187	P915-C013	f55v	talody	T+AL+O+D_ADDR+Y	bearbeiten; Zielstelle; Arbeitsgang; Teilstelle; dies
P912-E0292	P917-I0188	P915-C013	f55v	okar	OK+AR	von der Entnahmestelle ansetzen
P912-E0293	P917-I0189	P915-C013	f55v	y	Y	dies
P912-E0294	P917-I0189	P915-C013	f55v	ykaky	Y+K+A_ADDR+K+Y	dies; zuordnen; Adresse; zuordnen; dies
P912-E0295	P917-I0190	P915-C013	f55v	qokchy	OK+Y	ansetzen; dies
P912-E0296	P917-I0191	P915-C013	f55v	okal	OK+AL	an der Zielstelle ansetzen
P912-E0297	P917-I0192	P915-C013	f55v	chey	Y	dies
P912-E0298	P917-I0192	P915-C013	f55v	or	OR	Ansatz
P912-E0299	P917-I0192	P915-C013	f55v	or	OR	Ansatz
P912-E0300	P917-I0192	P915-C013	f55v	aiin	AIIN	Sollmaß
P912-E0301	P917-I0192	P915-C013	f55v	okaiin	OK+AIIN	nach Sollmaß ansetzen
P912-E0302	P917-I0193	P915-C013	f55v	ykain	Y+K+AIN	dies; eine Portion zuordnen
P912-E0303	P917-I0194	P915-C013	f55v	otaky	OT+A_ADDR+K+Y	danach; Adresse; zuordnen; dies
P912-E0304	P917-I0195	P915-C013	f55v	oaiin	O+AIIN	Arbeitsgang; Sollmaß
P912-E0305	P917-I0196	P915-C013	f55v	ol	OL	fortsetzen
P912-E0306	P917-I0196	P915-C013	f55v	s	S	prüfen
P912-E0307	P917-I0197	P915-C013	f55v	aiin	AIIN	Sollmaß
P912-E0308	P917-I0197	P915-C013	f55v	okaiin	OK+AIIN	nach Sollmaß ansetzen
P912-E0309	P917-I0198	P915-C013	f55v	oky	OK+Y	ansetzen; dies
P912-E0310	P917-I0199	P915-C013	f55v	ytaiin	Y+T+AIIN	dies; bearbeiten; Sollmaß
P912-E0311	P917-I0200	P915-C013	f55v	otar	OT+AR	danach; Entnahmestelle
P912-E0312	P917-I0200	P915-C013	f55v	y	Y	dies
P912-E0313	P917-I0200	P915-C013	f55v	kal	K+AL	der Zielstelle zuordnen
P912-E0314	P917-I0201	P915-C013	f55v	ykar	Y+K+AR	dies; zuordnen; Entnahmestelle
P912-E0315	P917-I0202	P915-C013	f55v	ol	OL	fortsetzen
P912-E0316	P917-I0202	P915-C013	f55v	ykaiin	Y+K+AIIN	dies; nach Sollmaß zuordnen
P912-E0317	P917-I0203	P915-C013	f55v	cheoar	CH+E+O+AR	entnehmen; kurz; Arbeitsgang; Entnahmestelle
P912-E0318	P917-I0204	P915-C013	f55v	cheeky	CHK+EE+Y	dies länger behandeln
P912-E0319	P917-I0205	P915-C013	f55v	oldy	OL+DY	fortsetzen; fertig
P912-E0320	P917-I0206	P915-C014	f55v	aiin	AIIN	Sollmaß
P912-E0321	P917-I0206	P915-C014	f55v	okal	OK+AL	an der Zielstelle ansetzen
P912-E0322	P917-I0207	P915-C014	f55v	oltchy	OL+T+Y	fortsetzen; bearbeiten; dies
P912-E0323	P917-I0208	P915-C014	f55v	or	OR	Ansatz
P912-E0324	P917-I0208	P915-C014	f55v	y	Y	dies
P912-E0325	P917-I0208	P915-C014	f55v	orain	OR+AIN	Ansatz; Portion
P912-E0326	P917-I0208	P915-C014	f55v	daiin	AIIN	Sollmaß
P912-E0327	P917-I0208	P915-C014	f55v	ar	AR	Entnahmestelle
P912-E0328	P917-I0208	P915-C014	f55v	cheky	CHK+E+Y	dies kurz behandeln
P912-E0329	P917-I0209	P915-C014	f55v	olkeechy	OL+K+EE+CH+Y	fortsetzen; zuordnen; länger; entnehmen; dies
P912-E0330	P917-I0210	P915-C014	f55v	sl	S+L	prüfen; leiten
P912-E0331	P917-I0211	P915-C014	f55v	ar	AR	Entnahmestelle
P912-E0332	P917-I0211	P915-C014	f55v	aiin	AIIN	Sollmaß
P912-E0333	P917-I0211	P915-C014	f55v	daiin	AIIN	Sollmaß
P912-E0334	P917-I0211	P915-C014	f55v	otam	OT+AM_ADDR	danach; Innenstelle
P912-E0335	P917-I0212	P915-C015	f56r	o	O	Arbeitsgang
P912-E0336	P917-I0213	P915-C015	f56r	chal	CH+AL	entnehmen; Zielstelle
P912-E0337	P917-I0214	P915-C015	f56r	chchs	CH+CH+S	entnehmen; entnehmen; prüfen
P912-E0338	P917-I0215	P915-C015	f56r	y	Y	dies
P912-E0339	P917-I0215	P915-C015	f56r	oty	OT+Y	danach diesen Posten
P912-E0340	P917-I0215	P915-C015	f56r	esedy	E+S+E+DY	kurz; prüfen; kurz; Schluss
P912-E0341	P917-I0216	P915-C016	f56r	chy	Y	dies
P912-E0342	P917-I0216	P915-C016	f56r	ychocphy	Y+CH+O+CPH+Y	dies; entnehmen; Arbeitsgang; Gegen-/Empfangsgang; dies
P912-E0343	P917-I0217	P915-C016	f56r	chorchy	CH+OR+CH+Y	vom Ansatz entnehmen; entnehmen; dies
P912-E0344	P917-I0218	P915-C016	f56r	chy	Y	dies
P912-E0345	P917-I0218	P915-C016	f56r	chokchey	OK+CH+E+Y	ansetzen; entnehmen; kurz; dies
P912-E0346	P917-I0219	P915-C016	f56r	chol	OL	fortsetzen
P912-E0347	P917-I0219	P915-C016	f56r	choly	OL+Y	mit diesem fortsetzen
P912-E0348	P917-I0219	P915-C016	f56r	korchy	K+OR+CH+Y	zuordnen; Ansatz; entnehmen; dies
P912-E0349	P917-I0220	P915-C016	f56r	chykey	CH+Y+K+E+Y	entnehmen; dies; zuordnen; kurz; dies
P912-E0350	P917-I0221	P915-C016	f56r	choty	CH+OT+Y	entnehmen; danach diesen Posten
P912-E0351	P917-I0222	P915-C016	f56r	shokaiin	SH+OK+AIIN	halten; nach Sollmaß ansetzen
P912-E0352	P917-I0223	P915-C016	f56r	olchey	OL+Y	mit diesem fortsetzen
P912-E0353	P917-I0223	P915-C016	f56r	chokchol	OK+OL	den Gang beginnen und fortsetzen
P912-E0354	P917-I0224	P915-C016	f56r	chey	Y	dies
P912-E0355	P917-I0224	P915-C016	f56r	keey	K+EE+Y	zuordnen; länger; dies
P912-E0356	P917-I0225	P915-C016	f56r	qokeey	OK+EE+Y	dies länger ansetzen
P912-E0357	P917-I0226	P915-C016	f56r	chokeey	OK+EE+Y	dies länger ansetzen
P912-E0358	P917-I0227	P915-C016	f56r	choksy	OK+S+Y	ansetzen; prüfen; dies
P912-E0359	P917-I0228	P915-C016	f56r	qot	OT	danach
P912-E0360	P917-I0228	P915-C016	f56r	chor	CH+OR	vom Ansatz entnehmen
P912-E0361	P917-I0229	P915-C016	f56r	chor	CH+OR	vom Ansatz entnehmen
P912-E0362	P917-I0230	P915-C016	f56r	chokor	OK+OR	ansetzen; Ansatz
P912-E0363	P917-I0231	P915-C016	f56r	chkor	CHK+OR	behandeln; Ansatz
P912-E0364	P917-I0232	P915-C016	f56r	chy	Y	dies
P912-E0365	P917-I0232	P915-C016	f56r	okar	OK+AR	von der Entnahmestelle ansetzen
P912-E0366	P917-I0233	P915-C016	f56r	chdy	CHD+Y	dies umsetzen
P912-E0367	P917-I0234	P915-C016	f56r	chochor	HO+CH+OR	Stoffteil; vom Ansatz entnehmen
P912-E0368	P917-I0235	P915-C016	f56r	cho	HO	Stoffteil
P912-E0369	P917-I0235	P915-C016	f56r	chodaly	HO+AL+Y	Stoffteil; Zielstelle; dies
P912-E0370	P917-I0235	P915-C016	f56r	daiin	AIIN	Sollmaß
P912-E0371	P917-I0235	P915-C016	f56r	ykcho	Y+K+CH+O	dies; zuordnen; entnehmen; Arbeitsgang
P912-E0372	P917-I0236	P915-C016	f56r	dy	Y	dies
P912-E0373	P917-I0236	P915-C016	f56r	dchey	CH+E+Y	entnehmen; kurz; dies
P912-E0374	P917-I0237	P915-C016	f56r	keey	K+EE+Y	zuordnen; länger; dies
P912-E0375	P917-I0238	P915-C016	f56r	daiin	AIIN	Sollmaß
P912-E0376	P917-I0238	P915-C016	f56r	y	Y	dies
P912-E0377	P917-I0238	P915-C016	f56r	sho	SH+O	halten; Arbeitsgang
P912-E0378	P917-I0239	P915-C016	f56r	kchol	K+OL	zuordnen; fortsetzen
P912-E0379	P917-I0240	P915-C016	f56r	otchor	OT+CH+OR	danach; vom Ansatz entnehmen
P912-E0380	P917-I0241	P915-C016	f56r	choky	OK+Y	ansetzen; dies
P912-E0381	P917-I0242	P915-C016	f56r	dal	AL	Zielstelle
P912-E0382	P917-I0242	P915-C016	f56r	schol	RESUME_CARD	wiederaufnehmen
P912-E0383	P917-I0242	P915-C016	f56r	choy	HO+Y	Stoffteil; dies
P912-E0384	P917-I0242	P915-C016	f56r	choky	OK+Y	ansetzen; dies
P912-E0385	P917-I0243	P915-C016	f56r	cheeckhody	CH+EE+CKH+O+DY	entnehmen; länger; Durchlass; Arbeitsgang; Schluss
P912-E0386	P917-I0244	P915-C017	f56r	tchoky	T+OK+Y	bearbeiten; ansetzen; dies
P912-E0387	P917-I0245	P915-C017	f56r	kchol	K+OL	zuordnen; fortsetzen
P912-E0388	P917-I0246	P915-C017	f56r	shol	SH+OL	halten; fortsetzen
P912-E0389	P917-I0247	P915-C017	f56r	chotchey	CH+OT+CH+E+Y	entnehmen; danach; entnehmen; kurz; dies
P912-E0390	P917-I0248	P915-C017	f56r	tchol	T+OL	bearbeiten; fortsetzen
P912-E0391	P917-I0249	P915-C017	f56r	yt	Y+T	dies; bearbeiten
P912-E0392	P917-I0250	P915-C017	f56r	chor	CH+OR	vom Ansatz entnehmen
P912-E0393	P917-I0251	P915-C017	f56r	otchy	OT+CH+Y	danach; entnehmen; dies
P912-E0394	P917-I0252	P915-C017	f56r	chok	OK	ansetzen
P912-E0395	P917-I0253	P915-C017	f56r	y	Y	dies
P912-E0396	P917-I0253	P915-C017	f56r	t	T	bearbeiten
P912-E0397	P917-I0254	P915-C017	f56r	chey	Y	dies
P912-E0398	P917-I0254	P915-C017	f56r	r	R	Zustand
P912-E0399	P917-I0255	P915-C017	f56r	okaiin	OK+AIIN	nach Sollmaß ansetzen
P912-E0400	P917-I0256	P915-C017	f56r	shy	Y	dies
P912-E0401	P917-I0256	P915-C017	f56r	kcheey	K+CH+EE+Y	zuordnen; entnehmen; länger; dies
P912-E0402	P917-I0257	P915-C017	f56r	daiin	AIIN	Sollmaß
P912-E0403	P917-I0257	P915-C017	f56r	cthol	CTH+OL	Bereitschaft; fortsetzen
P912-E0404	P917-I0258	P915-C017	f56r	chos	CH+O+S	entnehmen; Arbeitsgang; prüfen
P912-E0405	P917-I0259	P915-C017	f56r	chokor	OK+OR	ansetzen; Ansatz
P912-E0406	P917-I0260	P915-C017	f56r	sh	SH	halten
P912-E0407	P917-I0261	P915-C017	f56r	cho	HO	Stoffteil
P912-E0408	P917-I0261	P915-C017	f56r	kchey	K+CH+E+Y	zuordnen; entnehmen; kurz; dies
P912-E0409	P917-I0262	P915-C017	f56r	qokokchy	OK+OK+CH+Y	ansetzen; ansetzen; entnehmen; dies
P912-E0410	P917-I0263	P915-C017	f56r	okchy	OK+Y	ansetzen; dies
P912-E0411	P917-I0264	P915-C017	f56r	chokcheo	OK+CHEO	ansetzen; Auszug
P912-E0412	P917-I0265	P915-C017	f56r	kchal	K+CH+AL	zuordnen; entnehmen; Zielstelle
P912-E0413	P917-I0266	P915-C017	f56r	s	S	prüfen
P912-E0414	P917-I0267	P915-C017	f56r	chol	OL	fortsetzen
P912-E0415	P917-I0267	P915-C017	f56r	chotol	CH+OT+OL	entnehmen; danach; fortsetzen
P912-E0416	P917-I0268	P915-C017	f56r	qotchy	OT+Y	danach diesen Posten
P912-E0417	P917-I0268	P915-C017	f56r	tcho	T+CH+O	bearbeiten; entnehmen; Arbeitsgang
P912-E0418	P917-I0269	P915-C017	f56r	tchol	T+OL	bearbeiten; fortsetzen
P912-E0419	P917-I0270	P915-C017	f56r	chol	OL	fortsetzen
P912-E0420	P917-I0270	P915-C017	f56r	cthy	CTH+Y	die Bereitschaft dieses Postens prüfen
P912-E0421	P917-I0271	P915-C017	f56r	qotchy	OT+Y	danach diesen Posten
P912-E0422	P917-I0271	P915-C017	f56r	chody	CH+O+D_ADDR+Y	entnehmen; Arbeitsgang; Teilstelle; dies
P912-E0423	P917-I0272	P915-C017	f56r	ctho	CTH+O	Bereitschaft; Arbeitsgang
P912-E0424	P917-I0273	P915-C017	f56r	r	R	Zustand
P912-E0425	P917-I0274	P915-C017	f56r	chey	Y	dies
P912-E0426	P917-I0274	P915-C017	f56r	kcharg	K+CH+AR+LOCAL_CHAR_G	zuordnen; entnehmen; Entnahmestelle; g-Zeichen
P912-E0427	P917-I0275	P915-C017	f56r	chokeey	OK+EE+Y	dies länger ansetzen
P912-E0428	P917-I0276	P915-C017	f56r	qokcheey	OK+CH+EE+Y	ansetzen; entnehmen; länger; dies
P912-E0429	P917-I0277	P915-C017	f56r	schey	S+CH+E+Y	prüfen; entnehmen; kurz; dies
P912-E0430	P917-I0278	P915-C017	f56r	d	D_ADDR	Teilstelle
P912-E0431	P917-I0278	P915-C017	f56r	aiin	AIIN	Sollmaß
P912-E0432	P917-I0278	P915-C017	f56r	dy	Y	dies
P912-E0433	P917-I0278	P915-C017	f56r	sho	SH+O	halten; Arbeitsgang
P912-E0434	P917-I0279	P915-C017	f56r	chokchy	OK+CH+Y	ansetzen; entnehmen; dies
P912-E0435	P917-I0280	P915-C017	f56r	kchoar	K+CH+O+AR	zuordnen; entnehmen; Arbeitsgang; Entnahmestelle
P912-E0436	P917-I0281	P915-C017	f56r	sotodan	S+OT+O+D_ADDR+AN	prüfen; danach; Arbeitsgang; Teilstelle; Zusatz
P912-E0437	P917-I0282	P915-C017	f56r	otchey	OT+Y	danach diesen Posten
P912-E0438	P917-I0282	P915-C017	f56r	keol	K+E+OL	zuordnen; kurz; fortsetzen
P912-E0439	P917-I0283	P915-C017	f56r	daiin	AIIN	Sollmaß
P912-E0440	P917-I0284	P915-C018	f75r	kchedykary	K+CHD+Y+K+AR+Y	zuordnen; dies umsetzen; zuordnen; Entnahmestelle; dies
P912-E0441	P917-I0285	P915-C018	f75r	okeey	OK+EE+Y	dies länger ansetzen
P912-E0442	P917-I0286	P915-C018	f75r	qokar	OK+AR	von der Entnahmestelle ansetzen
P912-E0443	P917-I0287	P915-C018	f75r	shyk	Y+K	dies; zuordnen
P912-E0444	P917-I0288	P915-C018	f75r	chedy	CHD+Y	dies umsetzen
P912-E0445	P917-I0289	P915-C018	f75r	qotar	OT+AR	danach; Entnahmestelle
P912-E0446	P917-I0289	P915-C018	f75r	shedy	SHED+DY	ruhen lassen; fertig
P912-E0447	P917-I0290	P915-C019	f75r	dain	AIN	Portion
P912-E0448	P917-I0290	P915-C019	f75r	shey	SH+E+Y	dies kurz halten
P912-E0449	P917-I0291	P915-C019	f75r	ly	L+Y	leiten; dies
P912-E0450	P917-I0291	P915-C019	f75r	ssheol	S+SH+E+OL	prüfen; halten; kurz; fortsetzen
P912-E0451	P917-I0292	P915-C019	f75r	qoldy	OL+DY	fortsetzen; fertig
P912-E0452	P917-I0293	P915-C020	f75r	chedykar	CHD+Y+K+AR	dies umsetzen; zuordnen; Entnahmestelle
P912-E0453	P917-I0294	P915-C020	f75r	chekeedy	CHK+EE+DY	behandeln; länger; Schluss
P912-E0454	P917-I0295	P915-C021	f75r	ror	R+OR	Zustand; Ansatz
P912-E0455	P917-I0296	P915-C021	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0456	P917-I0297	P915-C021	f75r	chal	CH+AL	entnehmen; Zielstelle
P912-E0457	P917-I0298	P915-C021	f75r	orchey	OR+Y	Ansatz; dies
P912-E0458	P917-I0298	P915-C021	f75r	qey	E+Y	kurz; dies
P912-E0459	P917-I0298	P915-C021	f75r	kain	K+AIN	eine Portion zuordnen
P912-E0460	P917-I0299	P915-C021	f75r	sheeky	SH+EE+K+Y	halten; länger; zuordnen; dies
P912-E0461	P917-I0300	P915-C021	f75r	ltain	L+T+AIN	leiten; bearbeiten; Portion
P912-E0462	P917-I0301	P915-C021	f75r	olkar	SOLK+AR	Sammelstelle; Entnahmestelle
P912-E0463	P917-I0302	P915-C021	f75r	or	OR	Ansatz
P912-E0464	P917-I0302	P915-C021	f75r	dackhy	DA+CKH+Y	zweite Stufe; dies durch den Durchlass
P912-E0465	P917-I0302	P915-C021	f75r	lkamo	L+K+AM_ADDR+O	leiten; zuordnen; Innenstelle; Arbeitsgang
P912-E0466	P917-I0303	P915-C021	f75r	ykeey	Y+K+EE+Y	dies; zuordnen; länger; dies
P912-E0467	P917-I0304	P915-C021	f75r	lshey	L+SH+E+Y	leiten; dies kurz halten
P912-E0468	P917-I0305	P915-C021	f75r	kal	K+AL	der Zielstelle zuordnen
P912-E0469	P917-I0306	P915-C021	f75r	dy	Y	dies
P912-E0470	P917-I0306	P915-C021	f75r	shey	SH+E+Y	dies kurz halten
P912-E0471	P917-I0307	P915-C021	f75r	ok	OK	ansetzen
P912-E0472	P917-I0308	P915-C021	f75r	shey	SH+E+Y	dies kurz halten
P912-E0473	P917-I0309	P915-C021	f75r	qokeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0474	P917-I0310	P915-C022	f75r	shey	SH+E+Y	dies kurz halten
P912-E0475	P917-I0311	P915-C022	f75r	kar	K+AR	zuordnen; Entnahmestelle
P912-E0476	P917-I0312	P915-C022	f75r	chey	Y	dies
P912-E0477	P917-I0312	P915-C022	f75r	ckhey	CKH+E+Y	Durchlass; kurz; dies
P912-E0478	P917-I0312	P915-C022	f75r	r	R	Zustand
P912-E0479	P917-I0313	P915-C022	f75r	ain	AIN	Portion
P912-E0480	P917-I0313	P915-C022	f75r	ol	OL	fortsetzen
P912-E0481	P917-I0313	P915-C022	f75r	olsheedy	OL+SH+EE+DY	fortsetzen; länger halten; fertig
P912-E0482	P917-I0314	P915-C023	f75r	qokeey	OK+EE+Y	dies länger ansetzen
P912-E0483	P917-I0315	P915-C023	f75r	qoky	OK+Y	ansetzen; dies
P912-E0484	P917-I0316	P915-C023	f75r	pcheykeeor	P+Y+K+EE+OR	einsetzen; dies; zuordnen; länger; Ansatz
P912-E0485	P917-I0317	P915-C023	f75r	olky	SOLK+Y	Sammelstelle; dies
P912-E0486	P917-I0318	P915-C023	f75r	dar	D_ADDR+AR	aus diesem Teil entnehmen
P912-E0487	P917-I0318	P915-C023	f75r	okey	OK+E+Y	dies kurz ansetzen
P912-E0488	P917-I0319	P915-C023	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0489	P917-I0320	P915-C023	f75r	chcthy	CH+CTH+Y	entnehmen; die Bereitschaft dieses Postens prüfen
P912-E0490	P917-I0321	P915-C023	f75r	qokeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0491	P917-I0322	P915-C024	f75r	qoky	OK+Y	ansetzen; dies
P912-E0492	P917-I0323	P915-C024	f75r	pchedy	P+CHD+DY	einsetzen und umsetzen; fertig
P912-E0493	P917-I0324	P915-C025	f75r	qokshdy	OK+SH+DY	ansetzen; halten; Schluss
P912-E0494	P917-I0325	P915-C026	f75r	ytain	Y+T+AIN	dies; bearbeiten; Portion
P912-E0495	P917-I0326	P915-C026	f75r	chedy	CHD+Y	dies umsetzen
P912-E0496	P917-I0327	P915-C026	f75r	qokar	OK+AR	von der Entnahmestelle ansetzen
P912-E0497	P917-I0328	P915-C026	f75r	chy	Y	dies
P912-E0498	P917-I0328	P915-C026	f75r	lol	L+OL	leiten; fortsetzen
P912-E0499	P917-I0328	P915-C026	f75r	chedy	CHD+Y	dies umsetzen
P912-E0500	P917-I0329	P915-C026	f75r	qoky	OK+Y	ansetzen; dies
P912-E0501	P917-I0330	P915-C026	f75r	sor	S+OR	prüfen; Ansatz
P912-E0502	P917-I0331	P915-C026	f75r	chey	Y	dies
P912-E0503	P917-I0331	P915-C026	f75r	qokardy	OK+AR+DY	von der Entnahmestelle ansetzen; Schluss
P912-E0504	P917-I0332	P915-C027	f75r	dsheckhy	D_ADDR+SH+E+CKH+Y	Teilstelle; halten; kurz; dies durch den Durchlass
P912-E0505	P917-I0333	P915-C027	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0506	P917-I0334	P915-C027	f75r	chckhy	CKH+Y	dies durch den Durchlass
P912-E0507	P917-I0334	P915-C027	f75r	lshedy	LSH+E+DY	kurz spülen; fertig
P912-E0508	P917-I0335	P915-C028	f75r	okeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0509	P917-I0336	P915-C029	f75r	qokchdy	OK+CHD+DY	ansetzen und umsetzen; fertig
P912-E0510	P917-I0337	P915-C030	f75r	chcthy	CH+CTH+Y	entnehmen; die Bereitschaft dieses Postens prüfen
P912-E0511	P917-I0338	P915-C030	f75r	lo	L+O	leiten; Arbeitsgang
P912-E0512	P917-I0339	P915-C030	f75r	qokedy	OK+E+DY	kurz ansetzen; fertig
P912-E0513	P917-I0340	P915-C031	f75r	qokan	OK+AN	ansetzen; Zusatz
P912-E0514	P917-I0341	P915-C031	f75r	checkhy	CH+E+CKH+Y	entnehmen; kurz; dies durch den Durchlass
P912-E0515	P917-I0342	P915-C031	f75r	qokar	OK+AR	von der Entnahmestelle ansetzen
P912-E0516	P917-I0343	P915-C031	f75r	olchedy	OL+CHD+DY	weiter umsetzen; fertig
P912-E0517	P917-I0344	P915-C032	f75r	sal	S+AL	prüfen; Zielstelle
P912-E0518	P917-I0345	P915-C032	f75r	dshor	D_ADDR+SH+OR	Teilstelle; den Ansatz halten
P912-E0519	P917-I0346	P915-C032	f75r	qotar	OT+AR	danach; Entnahmestelle
P912-E0520	P917-I0346	P915-C032	f75r	chdy	CHD+Y	dies umsetzen
P912-E0521	P917-I0347	P915-C032	f75r	shey	SH+E+Y	dies kurz halten
P912-E0522	P917-I0348	P915-C032	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0523	P917-I0349	P915-C032	f75r	chckhy	CKH+Y	dies durch den Durchlass
P912-E0524	P917-I0349	P915-C032	f75r	dy	Y	dies
P912-E0525	P917-I0349	P915-C032	f75r	otey	OT+E+Y	danach; kurz; dies
P912-E0526	P917-I0349	P915-C032	f75r	tedy	T+E+DY	bearbeiten; kurz; Schluss
P912-E0527	P917-I0350	P915-C033	f75r	lchedy	L+CHD+DY	abführen und umsetzen; fertig
P912-E0528	P917-I0351	P915-C034	f75r	qokeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0529	P917-I0352	P915-C035	f75r	qokair	OK+AIR	ansetzen; Lauf
P912-E0530	P917-I0353	P915-C035	f75r	oly	OL+Y	mit diesem fortsetzen
P912-E0531	P917-I0353	P915-C035	f75r	qokeedy	OK+EE+DY	länger ansetzen; fertig
P912-E0532	P917-I0354	P915-C036	f75r	dy	Y	dies
P912-E0533	P917-I0354	P915-C036	f75r	qokal	OK+AL	an der Zielstelle ansetzen
P912-E0534	P917-I0355	P915-C036	f75r	okar	OK+AR	von der Entnahmestelle ansetzen
P912-E0535	P917-I0356	P915-C036	f75r	shedy	SHED+DY	ruhen lassen; fertig
P912-E0536	P917-I0357	P915-C037	f75r	dor	D_ADDR+OR	Teilstelle; Ansatz
P912-E0537	P917-I0357	P915-C037	f75r	chekam	CHK+AM_ADDR	behandeln; Innenstelle
P912-E0538	P917-I0358	P915-C037	f75r	ssheckhy	S+SH+E+CKH+Y	prüfen; halten; kurz; dies durch den Durchlass
P912-E0539	P917-I0359	P915-C037	f75r	qokal	OK+AL	an der Zielstelle ansetzen
P912-E0540	P917-I0360	P915-C037	f75r	oly	OL+Y	mit diesem fortsetzen
P912-E0541	P917-I0360	P915-C037	f75r	shey	SH+E+Y	dies kurz halten
P912-E0542	P917-I0361	P915-C037	f75r	r	R	Zustand
P912-E0543	P917-I0362	P915-C037	f75r	ol	OL	fortsetzen
P912-E0544	P917-I0362	P915-C037	f75r	cheey	SH+EE+Y	dies länger halten
P912-E0545	P917-I0363	P915-C037	f75r	shey	SH+E+Y	dies kurz halten
P912-E0546	P917-I0364	P915-C037	f75r	dy	Y	dies
P912-E0547	P917-I0364	P915-C037	f75r	olshedy	OL+SH+E+DY	fortsetzen; kurz halten; fertig
P912-E0548	P917-I0365	P915-C038	f75r	qoky	OK+Y	ansetzen; dies
P912-E0549	P917-I0366	P915-C038	f75r	pchedy	P+CHD+DY	einsetzen und umsetzen; fertig
P912-E0550	P917-I0367	P915-C039	f75r	keedy	K+EE+DY	zuordnen; länger; Schluss
P912-E0551	P917-I0368	P915-C040	f75r	qokedy	OK+E+DY	kurz ansetzen; fertig
P912-E0552	P917-I0369	P915-C041	f75r	qokedy	OK+E+DY	kurz ansetzen; fertig
P912-E0553	P917-I0370	P915-C042	f75r	qokedy	OK+E+DY	kurz ansetzen; fertig
P912-E0554	P917-I0371	P915-C043	f75r	qokedy	OK+E+DY	kurz ansetzen; fertig
P912-E0555	P917-I0372	P915-C044	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0556	P917-I0373	P915-C044	f75r	olshedy	OL+SH+E+DY	fortsetzen; kurz halten; fertig
P912-E0557	P917-I0374	P915-C045	f75r	sain	S+AIN	die Portion prüfen
P912-E0558	P917-I0375	P915-C045	f75r	al	AL	Zielstelle
P912-E0559	P917-I0375	P915-C045	f75r	keishy	K+E+SH+Y	zuordnen; kurz; halten; dies
P912-E0560	P917-I0376	P915-C045	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0561	P917-I0377	P915-C045	f75r	dy	Y	dies
P912-E0562	P917-I0377	P915-C045	f75r	olshedy	OL+SH+E+DY	fortsetzen; kurz halten; fertig
P912-E0563	P917-I0378	P915-C046	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0564	P917-I0379	P915-C046	f75r	chckhy	CKH+Y	dies durch den Durchlass
P912-E0565	P917-I0379	P915-C046	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0566	P917-I0380	P915-C046	f75r	otar	OT+AR	danach; Entnahmestelle
P912-E0567	P917-I0380	P915-C046	f75r	aly	AL+Y	Zielstelle; dies
P912-E0568	P917-I0380	P915-C046	f75r	sain	S+AIN	die Portion prüfen
P912-E0569	P917-I0381	P915-C046	f75r	qokain	OK+AIN	eine Portion ansetzen
P912-E0570	P917-I0382	P915-C046	f75r	qolkeeoly	SOLK+EE+OL+Y	Sammelstelle; länger; mit diesem fortsetzen
P912-E0571	P917-I0383	P915-C046	f75r	saiin	S+AIIN	das Sollmaß prüfen
P912-E0572	P917-I0384	P915-C046	f75r	chedy	CHD+Y	dies umsetzen
P912-E0573	P917-I0385	P915-C046	f75r	sol	OL	fortsetzen
P912-E0574	P917-I0385	P915-C046	f75r	or	OR	Ansatz
P912-E0575	P917-I0385	P915-C046	f75r	shedy	SHED+DY	ruhen lassen; fertig
P912-E0576	P917-I0386	P915-C047	f75r	okchdy	OK+CHD+DY	ansetzen und umsetzen; fertig
P912-E0577	P917-I0387	P915-C048	f75r	qoky	OK+Y	ansetzen; dies
