event_serial	record_unit_id	statement_id	page	visible_surface	master_card_id	visible_owner	apprentice_layer	card_value_de	terminal_status	spoken_role	role_spoken_atom_de
127	B1	B1-S006	f81v	qokain	MC017	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	Anteil zugeben	NONCLOSE	OPERATION	OPERATION[Anteil zugeben]
128	B1	B1-S006	f81v	shckhy	MC035	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	durchleiten	NONCLOSE	OPERATION	OPERATION[durchleiten]
129	B1	B1-S006	f81v	dl	MC012	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	Zusatz	NONCLOSE	OBJECT	OBJECT[Zusatz]
130	B1	B1-S006	f81v	ral	MC056	gemeinsames zweireihiges Figuren-/Beckenfeld	LOKALKARTE	Ziel	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[Ziel]
131	B1	B1-S007	f81v	qokchdy	MC088	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	einführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[einführen; Schluss]
132	B1	B1-S008	f81v	chey	MC123	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	dies	NONCLOSE	ANAPHOR	ANAPHOR[dies]
133	B1	B1-S008	f81v	ol	MC153	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	weiter	NONCLOSE	LINK_OR_ORDER	LINK_OR_ORDER[weiter]
134	B1	B1-S008	f81v	cheky	MC147	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	kurz wärmen	NONCLOSE	OPERATION	OPERATION[kurz wärmen]
135	B1	B1-S008	f81v	ol	MC153	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	weiter	NONCLOSE	LINK_OR_ORDER	LINK_OR_ORDER[weiter]
136	B1	B1-S008	f81v	shedy	MC128	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	kurz absetzen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz absetzen; Schluss]
137	B1	B1-S009	f81v	qokedy	MC083	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	kurz einwirken; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz einwirken; Schluss]
138	B1	B1-S010	f81v	qokedy	MC083	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	kurz einwirken; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz einwirken; Schluss]
139	B1	B1-S011	f81v	chckhy	MC035	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	durchleiten	NONCLOSE	OPERATION	OPERATION[durchleiten]
140	B1	B1-S011	f81v	qoky	MC026	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	einsetzen	NONCLOSE	OPERATION	OPERATION[einsetzen]
141	B1	B1-S012	f81v	lsho	MC130	gemeinsames zweireihiges Figuren-/Beckenfeld	LOKALKARTE	waschen	NONCLOSE	PATH_OPERATION	PATH_OPERATION[waschen]
142	B1	B1-S012	f81v	qokey	MC007	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	kurz einwirken	NONCLOSE	OPERATION	OPERATION[kurz einwirken]
143	B1	B1-S012	f81v	lshedy	MC038	gemeinsames zweireihiges Figuren-/Beckenfeld	LOKALKARTE	waschen; schließen	TERMINAL	PATH_OPERATION	PATH_OPERATION[waschen; schließen]
144	B1	B1-S013	f81v	lshedy	MC038	gemeinsames zweireihiges Figuren-/Beckenfeld	LOKALKARTE	waschen; schließen	TERMINAL	PATH_OPERATION	PATH_OPERATION[waschen; schließen]
145	B1	B1-S014	f81v	chedy	MC074	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	überführen	NONCLOSE	OPERATION	OPERATION[überführen]
146	B1	B1-S014	f81v	qolky	MC134	gemeinsames zweireihiges Figuren-/Beckenfeld	LOKALKARTE	weiter	NONCLOSE	LINK_OR_ORDER	LINK_OR_ORDER[weiter]
147	B1	B1-S014	f81v	lchedal	MC051	gemeinsames zweireihiges Figuren-/Beckenfeld	LOKALKARTE	abführen · übertragen · Ziel	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[abführen · übertragen · Ziel]
148	B1	B1-S014	f81v	qol	MC153	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	weiter	NONCLOSE	LINK_OR_ORDER	LINK_OR_ORDER[weiter]
149	B1	B1-S014	f81v	otar	MC121	gemeinsames zweireihiges Figuren-/Beckenfeld	LOKALKARTE	danach · Quelle	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[danach · Quelle]
150	B1	B1-S015	f81v	ytey	MC109	gemeinsames zweireihiges Figuren-/Beckenfeld	LOKALKARTE	Posten · kurz · Teil	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[Posten · kurz · Teil]
151	B1	B1-S015	f81v	okchedy	MC005	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	einführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[einführen; Schluss]
152	B1	B1-S016	f81v	qokal	MC040	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	dorthin einsetzen	NONCLOSE	OPERATION	OPERATION[dorthin einsetzen]
153	B1	B1-S016	f81v	okeey	MC002	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	lange einwirken	NONCLOSE	OPERATION	OPERATION[lange einwirken]
154	B1	B1-S016	f81v	qol	MC153	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	weiter	NONCLOSE	LINK_OR_ORDER	LINK_OR_ORDER[weiter]
155	B1	B1-S016	f81v	cheedy	MC128	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	kurz absetzen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz absetzen; Schluss]
156	B1	B1-S017	f81v	sal	MC154	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	dorthin	NONCLOSE	ANAPHOR	ANAPHOR[dorthin]
157	B1	B1-S017	f81v	teol	MC106	gemeinsames zweireihiges Figuren-/Beckenfeld	LOKALKARTE	kurz · weiter	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[kurz · weiter]
158	B1	B1-S017	f81v	dchdy	MC139	gemeinsames zweireihiges Figuren-/Beckenfeld	LOKALKARTE	übertragen; schließen	TERMINAL	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[übertragen; schließen]
159	B1	B1-S018	f81v	ly	MC118	gemeinsames zweireihiges Figuren-/Beckenfeld	LOKALKARTE	abführen · Posten	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[abführen · Posten]
160	B1	B1-S018	f81v	dsheol	MC076	gemeinsames zweireihiges Figuren-/Beckenfeld	LOKALKARTE	halten · kurz · weiter	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[halten · kurz · weiter]
161	B1	B1-S018	f81v	oiiin	MC033	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	Arbeitsstufe	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Arbeitsstufe]
162	B1	B1-S018	f81v	olkeedy	MC045	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	lange sammeln; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[lange sammeln; Schluss]
163	B1	B1-S019	f81v	tedy	MC128	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	kurz absetzen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz absetzen; Schluss]
164	B1	B1-S020	f81v	cheky	MC147	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	kurz wärmen	NONCLOSE	OPERATION	OPERATION[kurz wärmen]
165	B1	B1-S020	f81v	shckhedy	MC143	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	seihen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[seihen; Schluss]
166	B1	B1-S021	f81v	chal	MC154	gemeinsames zweireihiges Figuren-/Beckenfeld	LEHRWORT	dorthin	NONCLOSE	ANAPHOR	ANAPHOR[dorthin]
167	B2	B2-S001	f82r	dchedy	MC025	obere Paarbecken-/Zylinderstation	LEHRWORT	überführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[überführen; Schluss]
168	B2	B2-S002	f82r	qolchedy	MC028	obere Paarbecken-/Zylinderstation	LEHRWORT	weiterführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[weiterführen; Schluss]
169	B2	B2-S003	f82r	qokain	MC017	obere Paarbecken-/Zylinderstation	LEHRWORT	Anteil zugeben	NONCLOSE	OPERATION	OPERATION[Anteil zugeben]
170	B2	B2-S003	f82r	dy	MC123	obere Paarbecken-/Zylinderstation	LEHRWORT	dies	NONCLOSE	ANAPHOR	ANAPHOR[dies]
171	B2	B2-S003	f82r	qokeedy	MC082	obere Paarbecken-/Zylinderstation	LEHRWORT	lange einwirken; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[lange einwirken; Schluss]
172	B2	B2-S004	f82r	qokal	MC040	obere Paarbecken-/Zylinderstation	LEHRWORT	dorthin einsetzen	NONCLOSE	OPERATION	OPERATION[dorthin einsetzen]
173	B2	B2-S004	f82r	lcheckhy	MC168	obere Paarbecken-/Zylinderstation	LOKALKARTE	abführen · Passage · Posten	NONCLOSE	PATH_OPERATION	PATH_OPERATION[abführen · Passage · Posten]
174	B2	B2-S004	f82r	lched	MC127	obere Paarbecken-/Zylinderstation	LOKALKARTE	abführen · übertragen	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[abführen · übertragen]
175	B2	B2-S004	f82r	qokeey	MC002	obere Paarbecken-/Zylinderstation	LEHRWORT	lange einwirken	NONCLOSE	OPERATION	OPERATION[lange einwirken]
176	B2	B2-S004	f82r	lcheckhedy	MC133	obere Paarbecken-/Zylinderstation	LOKALKARTE	abführen · trennen; schließen	TERMINAL	PATH_OPERATION	PATH_OPERATION[abführen · trennen; schließen]
177	B2	B2-S005	f82r	qokaly	MC054	obere Paarbecken-/Zylinderstation	LOKALKARTE	einsetzen · Ziel · Posten	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[einsetzen · Ziel · Posten]
178	B2	B2-S005	f82r	solkaiin	MC036	obere Paarbecken-/Zylinderstation	LOKALKARTE	auffangen · Sollmaß	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[auffangen · Sollmaß]
179	B2	B2-S005	f82r	chckhy	MC035	obere Paarbecken-/Zylinderstation	LEHRWORT	durchleiten	NONCLOSE	OPERATION	OPERATION[durchleiten]
180	B2	B2-S005	f82r	qokaiin	MC120	obere Paarbecken-/Zylinderstation	LEHRWORT	bemessen	NONCLOSE	OPERATION	OPERATION[bemessen]
181	B2	B2-S005	f82r	qokaiin	MC120	obere Paarbecken-/Zylinderstation	LEHRWORT	bemessen	NONCLOSE	OPERATION	OPERATION[bemessen]
182	B2	B2-S005	f82r	octheol	MC112	obere Paarbecken-/Zylinderstation	LOKALKARTE	bereitstellen · weiter	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[bereitstellen · weiter]
183	B2	B2-S005	f82r	chkeey	MC166	obere Paarbecken-/Zylinderstation	LOKALKARTE	wärmen · länger · Posten	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[wärmen · länger · Posten]
184	B2	B2-S005	f82r	ldy	MC004	obere Paarbecken-/Zylinderstation	LEHRWORT	abziehen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[abziehen; Schluss]
185	B2	B2-S006	f82r	oteey	MC063	obere Paarbecken-/Zylinderstation	LOKALKARTE	danach · länger · Posten	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[danach · länger · Posten]
186	B2	B2-S006	f82r	qokal	MC040	obere Paarbecken-/Zylinderstation	LEHRWORT	dorthin einsetzen	NONCLOSE	OPERATION	OPERATION[dorthin einsetzen]
187	B2	B2-S006	f82r	sheckhy	MC132	obere Paarbecken-/Zylinderstation	LOKALKARTE	Passage · kurz · Posten	NONCLOSE	PATH_OPERATION	PATH_OPERATION[Passage · kurz · Posten]
188	B2	B2-S006	f82r	qoky	MC026	obere Paarbecken-/Zylinderstation	LEHRWORT	einsetzen	NONCLOSE	OPERATION	OPERATION[einsetzen]
189	B2	B2-S007	f82r	dshedy	MC138	mittlere linke Geräte-/Inline-Knotenstation	LOKALKARTE	absetzen · kurz; schließen	TERMINAL	PROCESS_OR_STATE	PROCESS_OR_STATE[absetzen · kurz; schließen]
190	B2	B2-S008	f82r	sotaiin	MC060	mittlere linke Geräte-/Inline-Knotenstation	LEHRWORT	Folgemaß	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Folgemaß]
191	B2	B2-S008	f82r	qokar	MC044	mittlere linke Geräte-/Inline-Knotenstation	LOKALKARTE	einsetzen · Quelle	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[einsetzen · Quelle]
192	B2	B2-S008	f82r	shedy	MC128	mittlere linke Geräte-/Inline-Knotenstation	LEHRWORT	kurz absetzen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz absetzen; Schluss]
193	B2	B2-S009	f82r	solshedy	MC149	mittlere linke Geräte-/Inline-Knotenstation	LOKALKARTE	weiter · absetzen; schließen	TERMINAL	PROCESS_OR_STATE	PROCESS_OR_STATE[weiter · absetzen; schließen]
194	B2	B2-S010	f82r	qokeey	MC002	mittlere linke Geräte-/Inline-Knotenstation	LEHRWORT	lange einwirken	NONCLOSE	OPERATION	OPERATION[lange einwirken]
195	B2	B2-S010	f82r	qoky	MC026	mittlere linke Geräte-/Inline-Knotenstation	LEHRWORT	einsetzen	NONCLOSE	OPERATION	OPERATION[einsetzen]
196	B2	B2-S010	f82r	ls	MC065	mittlere linke Geräte-/Inline-Knotenstation	LOKALKARTE	abführen	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[abführen]
197	B2	B2-S010	f82r	cheey	MC119	mittlere linke Geräte-/Inline-Knotenstation	LEHRWORT	Klarauszug	NONCLOSE	OBJECT	OBJECT[Klarauszug]
198	B2	B2-S011	f82r	okain	MC017	ungelöste mittlere rechte Linie-/Liegepodeststation	LEHRWORT	Anteil zugeben	NONCLOSE	OPERATION	OPERATION[Anteil zugeben]
199	B2	B2-S011	f82r	char	MC055	ungelöste mittlere rechte Linie-/Liegepodeststation	LEHRWORT	davon	NONCLOSE	ANAPHOR	ANAPHOR[davon]
200	B2	B2-S011	f82r	okain	MC017	ungelöste mittlere rechte Linie-/Liegepodeststation	LEHRWORT	Anteil zugeben	NONCLOSE	OPERATION	OPERATION[Anteil zugeben]
201	B2	B2-S011	f82r	qokeedy	MC082	ungelöste mittlere rechte Linie-/Liegepodeststation	LEHRWORT	lange einwirken; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[lange einwirken; Schluss]
202	B2	B2-S012	f82r	lchy	MC008	ungelöste mittlere rechte Linie-/Liegepodeststation	LOKALKARTE	abführen · Posten	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[abführen · Posten]
203	B2	B2-S012	f82r	cheey	MC119	unteres grünes Mehrfigurenfeld	LEHRWORT	Klarauszug	NONCLOSE	OBJECT	OBJECT[Klarauszug]
204	B2	B2-S012	f82r	qcthey	MC073	unteres grünes Mehrfigurenfeld	LEHRWORT	kurz vorbereiten	NONCLOSE	OPERATION	OPERATION[kurz vorbereiten]
205	B2	B2-S012	f82r	qokeey	MC002	unteres grünes Mehrfigurenfeld	LEHRWORT	lange einwirken	NONCLOSE	OPERATION	OPERATION[lange einwirken]
206	B2	B2-S012	f82r	lcheey	MC066	unteres grünes Mehrfigurenfeld	LOKALKARTE	abführen · Klarlauf	NONCLOSE	PATH_OPERATION	PATH_OPERATION[abführen · Klarlauf]
207	B2	B2-S012	f82r	daiin	MC039	unteres grünes Mehrfigurenfeld	LEHRWORT	Sollmaß	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Sollmaß]
208	B2	B2-S012	f82r	chey	MC123	unteres grünes Mehrfigurenfeld	LEHRWORT	dies	NONCLOSE	ANAPHOR	ANAPHOR[dies]
209	B2	B2-S012	f82r	qokeeedy	MC140	unteres grünes Mehrfigurenfeld	LOKALKARTE	einsetzen · vollständig; schließen	TERMINAL	PROCESS_OR_STATE	PROCESS_OR_STATE[einsetzen · vollständig; schließen]
210	B2	B2-S013	f82r	lchedy	MC155	unteres grünes Mehrfigurenfeld	LEHRWORT	abführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[abführen; Schluss]
211	B2	B2-S014	f82r	lar	MC029	unteres grünes Mehrfigurenfeld	LOKALKARTE	abführen · Quelle	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[abführen · Quelle]
212	B2	B2-S015	f82r	tshey	MC141	lokale Randstationen des unteren Feldes	LOKALKARTE	Klarlauf	NONCLOSE	PATH_OPERATION	PATH_OPERATION[Klarlauf]
213	B2	B2-S015	f82r	qokeedy	MC082	lokale Randstationen des unteren Feldes	LEHRWORT	lange einwirken; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[lange einwirken; Schluss]
214	B2	B2-S016	f82r	cheal	MC154	lokale Randstationen des unteren Feldes	LEHRWORT	dorthin	NONCLOSE	ANAPHOR	ANAPHOR[dorthin]
215	B2	B2-S016	f82r	lchedar	MC011	lokale Randstationen des unteren Feldes	LOKALKARTE	abführen · übertragen · Quelle	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[abführen · übertragen · Quelle]
216	B2	B2-S016	f82r	ches	MC152	lokale Randstationen des unteren Feldes	LOKALKARTE	teilen	NONCLOSE	OPERATION	OPERATION[teilen]
217	B2	B2-S016	f82r	aiin	MC039	lokale Randstationen des unteren Feldes	LEHRWORT	Sollmaß	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Sollmaß]
218	B2	B2-S016	f82r	oteey	MC063	lokale Randstationen des unteren Feldes	LOKALKARTE	danach · länger · Posten	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[danach · länger · Posten]
219	B2	B2-S016	f82r	qokaiin	MC120	lokale Randstationen des unteren Feldes	LEHRWORT	bemessen	NONCLOSE	OPERATION	OPERATION[bemessen]
220	B2	B2-S016	f82r	okey	MC007	lokale Randstationen des unteren Feldes	LEHRWORT	kurz einwirken	NONCLOSE	OPERATION	OPERATION[kurz einwirken]
221	B2	B2-S016	f82r	pchedy	MC070	lokale Randstationen des unteren Feldes	LOKALKARTE	zuführen · übertragen; schließen	TERMINAL	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[zuführen · übertragen; schließen]
222	B2	B2-S017	f82r	rsheal	MC102	lokale Randstationen des unteren Feldes	LOKALKARTE	halten · kurz · Ziel	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[halten · kurz · Ziel]
223	B2	B2-S017	f82r	daldy	MC079	lokale Randstationen des unteren Feldes	LOKALKARTE	Ziel; schließen	TERMINAL	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[Ziel; schließen]
224	B2	B2-S018	f82r	qokeedy	MC082	lokale Randstationen des unteren Feldes	LEHRWORT	lange einwirken; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[lange einwirken; Schluss]
225	B2	B2-S019	f82r	rshedy	MC084	lokale Randstationen des unteren Feldes	LOKALKARTE	waschen; schließen	TERMINAL	PATH_OPERATION	PATH_OPERATION[waschen; schließen]
226	B2	B2-S020	f82r	qoteedy	MC173	lokale Randstationen des unteren Feldes	LEHRWORT	lange Folgestufe; Schluss	TERMINAL	STATE_CLOSE	STATE_CLOSE[lange Folgestufe; Schluss]
227	B2	B2-S021	f82r	qokeedy	MC082	lokale Randstationen des unteren Feldes	LEHRWORT	lange einwirken; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[lange einwirken; Schluss]
228	B2	B2-S022	f82r	lochedy	MC167	lokale Randstationen des unteren Feldes	LOKALKARTE	abführen · übertragen; schließen	TERMINAL	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[abführen · übertragen; schließen]
229	B3	B3-S001	f83r	olkeedy	MC045	obere offene Fächer-Randstation	LEHRWORT	lange sammeln; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[lange sammeln; Schluss]
230	B3	B3-S002	f83r	qotal	MC093	obere offene Fächer-Randstation	LEHRWORT	danach dorthin	NONCLOSE	ANAPHOR	ANAPHOR[danach dorthin]
231	B3	B3-S002	f83r	chkeedy	MC110	obere offene Fächer-Randstation	LOKALKARTE	wärmen · länger; schließen	TERMINAL	PROCESS_OR_STATE	PROCESS_OR_STATE[wärmen · länger; schließen]
232	B3	B3-S003	f83r	chey	MC123	obere offene Fächer-Randstation	LEHRWORT	dies	NONCLOSE	ANAPHOR	ANAPHOR[dies]
233	B3	B3-S003	f83r	daiin	MC039	obere offene Fächer-Randstation	LEHRWORT	Sollmaß	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Sollmaß]
234	B3	B3-S003	f83r	chey	MC123	obere offene Fächer-Randstation	LEHRWORT	dies	NONCLOSE	ANAPHOR	ANAPHOR[dies]
235	B3	B3-S003	f83r	lchedy	MC155	obere offene Fächer-Randstation	LEHRWORT	abführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[abführen; Schluss]
236	B3	B3-S004	f83r	qokaiin	MC120	obere offene Fächer-Randstation	LEHRWORT	bemessen	NONCLOSE	OPERATION	OPERATION[bemessen]
237	B3	B3-S004	f83r	qotal	MC093	obere offene Fächer-Randstation	LEHRWORT	danach dorthin	NONCLOSE	ANAPHOR	ANAPHOR[danach dorthin]
238	B3	B3-S004	f83r	dar	MC055	obere offene Fächer-Randstation	LEHRWORT	davon	NONCLOSE	ANAPHOR	ANAPHOR[davon]
239	B3	B3-S005	f83r	schedy	MC025	mittlere runde Gefäß-Randstation	LEHRWORT	überführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[überführen; Schluss]
240	B3	B3-S006	f83r	chedchy	MC064	mittlere runde Gefäß-Randstation	LOKALKARTE	übertragen · Posten	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[übertragen · Posten]
241	B3	B3-S006	f83r	qokal	MC040	mittlere runde Gefäß-Randstation	LEHRWORT	dorthin einsetzen	NONCLOSE	OPERATION	OPERATION[dorthin einsetzen]
242	B3	B3-S006	f83r	olchedy	MC028	mittlere runde Gefäß-Randstation	LEHRWORT	weiterführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[weiterführen; Schluss]
243	B3	B3-S007	f83r	qokaiin	MC120	mittlere runde Gefäß-Randstation	LEHRWORT	bemessen	NONCLOSE	OPERATION	OPERATION[bemessen]
244	B3	B3-S007	f83r	chedy	MC074	mittlere runde Gefäß-Randstation	LEHRWORT	überführen	NONCLOSE	OPERATION	OPERATION[überführen]
245	B3	B3-S007	f83r	qokeedy	MC082	mittlere runde Gefäß-Randstation	LEHRWORT	lange einwirken; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[lange einwirken; Schluss]
246	B3	B3-S008	f83r	lchedy	MC155	mittlere runde Gefäß-Randstation	LEHRWORT	abführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[abführen; Schluss]
247	B3	B3-S009	f83r	qoky	MC026	mittlere runde Gefäß-Randstation	LEHRWORT	einsetzen	NONCLOSE	OPERATION	OPERATION[einsetzen]
248	B3	B3-S010	f83r	pchedal	MC126	untere korbartige Gefäß-Randstation	LOKALKARTE	zuführen · übertragen · Ziel	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[zuführen · übertragen · Ziel]
249	B3	B3-S010	f83r	otedy	MC135	untere korbartige Gefäß-Randstation	LOKALKARTE	danach · kurz; schließen	TERMINAL	PROCESS_OR_STATE	PROCESS_OR_STATE[danach · kurz; schließen]
250	B3	B3-S011	f83r	shecthedchy	MC043	untere korbartige Gefäß-Randstation	LOKALKARTE	bereitstellen · übertragen · Posten	NONCLOSE	PROCESS_OR_STATE	PROCESS_OR_STATE[bereitstellen · übertragen · Posten]
251	B3	B3-S011	f83r	qoky	MC026	untere korbartige Gefäß-Randstation	LEHRWORT	einsetzen	NONCLOSE	OPERATION	OPERATION[einsetzen]
252	B3	B3-S011	f83r	chedy	MC074	untere korbartige Gefäß-Randstation	LEHRWORT	überführen	NONCLOSE	OPERATION	OPERATION[überführen]
253	B3	B3-S011	f83r	chary	MC009	untere korbartige Gefäß-Randstation	LOKALKARTE	Quelle · Posten	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[Quelle · Posten]
254	B3	B3-S012	f83r	sor	MC080	untere korbartige Gefäß-Randstation	LEHRWORT	Ansatz	NONCLOSE	OBJECT	OBJECT[Ansatz]
255	B3	B3-S012	f83r	shedy	MC128	untere korbartige Gefäß-Randstation	LEHRWORT	kurz absetzen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz absetzen; Schluss]
256	B3	B3-S013	f83r	qokaiin	MC120	untere korbartige Gefäß-Randstation	LEHRWORT	bemessen	NONCLOSE	OPERATION	OPERATION[bemessen]
257	B3	B3-S013	f83r	chkain	MC105	untere korbartige Gefäß-Randstation	LEHRWORT	Anteil	NONCLOSE	QUANTITY_OR_STAGE	QUANTITY_OR_STAGE[Anteil]
258	B3	B3-S013	f83r	shcthey	MC073	untere korbartige Gefäß-Randstation	LEHRWORT	kurz vorbereiten	NONCLOSE	OPERATION	OPERATION[kurz vorbereiten]
259	B3	B3-S013	f83r	qokedy	MC083	untere korbartige Gefäß-Randstation	LEHRWORT	kurz einwirken; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[kurz einwirken; Schluss]
260	B3	B3-S014	f83r	okair	MC081	untere korbartige Gefäß-Randstation	LOKALKARTE	einsetzen · Lauf	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[einsetzen · Lauf]
261	B3	B3-S014	f83r	sheedy	MC003	untere korbartige Gefäß-Randstation	LOKALKARTE	absetzen · länger; schließen	TERMINAL	PROCESS_OR_STATE	PROCESS_OR_STATE[absetzen · länger; schließen]
262	B3	B3-S015	f83r	lchedy	MC155	untere korbartige Gefäß-Randstation	LEHRWORT	abführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[abführen; Schluss]
263	B3	B3-S016	f83r	lo	MC030	untere korbartige Gefäß-Randstation	LOKALKARTE	abführen	NONCLOSE	TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS[abführen]
264	B3	B3-S016	f83r	qokchedy	MC005	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	einführen; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[einführen; Schluss]
265	B3	B3-S017	f83r	qokeedy	MC082	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LEHRWORT	lange einwirken; Schluss	TERMINAL	OPERATION_CLOSE	OPERATION_CLOSE[lange einwirken; Schluss]
