master_card_id	master_form	card_value_de	syntactic_type	spoken_role	role_instruction_de	portable_scope	event_count	records
MC153	cheol	weiter	CONTINUATION_LINK	LINK_OR_ORDER	Folge oder Fortsetzung markieren	ACTIVE_CROSS_RECORD	19	B1|B3|B4|B5|B6|H1|H2
MC154	al	dorthin	TARGET_ANAPHOR	ANAPHOR	auf den laufenden Bezug zeigen	ACTIVE_CROSS_RECORD	10	B1|B2|B3|B4|B5|H5
MC155	lchedy	abführen; Schluss	TERMINAL_ACTION	OPERATION_CLOSE	ausführen und Schritt schließen	ACTIVE_CROSS_RECORD	8	B2|B3|B4
MC156	cphy	nachseihen · Posten	LEARNED_PROCESS_OR_PATH	PATH_OPERATION	örtlichen Weg oder Durchgang ausführen	LOCAL_LEARNED_WHOLE_CARD	1	H3
MC157	cholor	derselbe Ansatz	CARRIED_PREPARATION	ANAPHOR	auf den laufenden Bezug zeigen	ACTIVE_CROSS_RECORD	2	B1|H2
MC158	cthoor	bereitstellen · Bereitung	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	H1
MC159	os	Aufnahme	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	H1
MC160	talam	Ziel · verwahren	LEARNED_APPLICATION_ACTION	OPERATION	Handlung ausführen	LOCAL_LEARNED_WHOLE_CARD	1	H4
MC161	checthy	bereit	STATE	STATE	Zustand nennen	ACTIVE_CROSS_RECORD	7	B3|H1|H2|H3
MC162	qolchey	weiter · Posten	LEARNED_ORDER_OR_LINK	LINK_OR_ORDER	Folge oder Fortsetzung markieren	LOCAL_LEARNED_WHOLE_CARD	1	B4
MC163	qotchol	danach · weiter	LEARNED_ORDER_OR_LINK	LINK_OR_ORDER	Folge oder Fortsetzung markieren	LOCAL_LEARNED_WHOLE_CARD	1	H1
MC164	qokylddy	einsetzen · Posten · festbinden	LEARNED_APPLICATION_ACTION	OPERATION	Handlung ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B4
MC165	qockhey	Kurzpassage	LEARNED_PROCESS_OR_PATH	PATH_OPERATION	örtlichen Weg oder Durchgang ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B4
MC166	chkeey	wärmen · länger · Posten	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC167	lochedy	abführen · übertragen; schließen	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC168	lcheckhy	abführen · Passage · Posten	LEARNED_PROCESS_OR_PATH	PATH_OPERATION	örtlichen Weg oder Durchgang ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC169	cthaiin	bereitstellen · Sollmaß	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	H2
MC170	ykaiin	Posten · Sollmaß	LEARNED_QUANTITY_OR_STAGE	QUANTITY_OR_STAGE	Menge oder Stufe setzen	LOCAL_LEARNED_WHOLE_CARD	1	H4
MC171	otchey	das nächste	ORDER_ANAPHOR	ANAPHOR	auf den laufenden Bezug zeigen	ACTIVE_CROSS_RECORD	2	B4|H5
MC172	daiiin	Arbeitsstufe	LEARNED_QUANTITY_OR_STAGE	QUANTITY_OR_STAGE	Menge oder Stufe setzen	LOCAL_LEARNED_WHOLE_CARD	1	B5
MC173	qoteedy	lange Folgestufe; Schluss	TERMINAL_ORDERED_STATE	STATE_CLOSE	Zustand setzen und Schritt schließen	ACTIVE_BIO_CROSS_RECORD	2	B2|B3
