statement_id	record_unit_id	page	mould_id	boundary_from_previous	owner_trace	role_sequence	card_value_sequence_de	role_annotated_clause_de	original_carry_aware_clause_de
B2-S012	B2	f82r	M06_FILTER_CLEAR_PRODUCT	FRESH_AFTER_CLOSE	ungelöste mittlere rechte Linie-/Liegepodeststation -> unteres grünes Mehrfigurenfeld	TRANSFER_OR_ADDRESS>OBJECT>OPERATION>OPERATION>PATH_OPERATION>QUANTITY_OR_STAGE>ANAPHOR>PROCESS_OR_STATE	abführen · Posten | Klarauszug | kurz vorbereiten | lange einwirken | abführen · Klarlauf | Sollmaß | dies | einsetzen · vollständig; schließen	TRANSFER_OR_ADDRESS[abführen · Posten] — OBJECT[Klarauszug] — OPERATION[kurz vorbereiten] — OPERATION[lange einwirken] — PATH_OPERATION[abführen · Klarlauf] — QUANTITY_OR_STAGE[Sollmaß] — ANAPHOR[dies] — PROCESS_OR_STATE[einsetzen · vollständig; schließen]	Neuer Schritt: abführen Posten — Klarauszug — kurz vorbereiten — lange einwirken — abführen Klarlauf — Sollmaß — dies — einsetzen vollständig; Schritt schließen — [innerer Besitzerwechsel zu unteres grünes Mehrfigurenfeld].
B2-S013	B2	f82r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	unteres grünes Mehrfigurenfeld	OPERATION_CLOSE	abführen; Schluss	OPERATION_CLOSE[abführen; Schluss]	Neuer Schritt: abführen; Schluss.
B2-S014	B2	f82r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	unteres grünes Mehrfigurenfeld	TRANSFER_OR_ADDRESS	abführen · Quelle	TRANSFER_OR_ADDRESS[abführen · Quelle]	Neuer Schritt: abführen Quelle.
B2-S015	B2	f82r	M06_FILTER_CLEAR_PRODUCT	OWNER_RESET	lokale Randstationen des unteren Feldes	PATH_OPERATION>OPERATION_CLOSE	Klarlauf | lange einwirken; Schluss	PATH_OPERATION[Klarlauf] — OPERATION_CLOSE[lange einwirken; Schluss]	Neuer Besitzer »lokale Randstationen des unteren Feldes«: Klarlauf — lange einwirken; Schluss.
B2-S016	B2	f82r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	lokale Randstationen des unteren Feldes	ANAPHOR>TRANSFER_OR_ADDRESS>OPERATION>QUANTITY_OR_STAGE>PROCESS_OR_STATE>OPERATION>OPERATION>TRANSFER_OR_ADDRESS	dorthin | abführen · übertragen · Quelle | teilen | Sollmaß | danach · länger · Posten | bemessen | kurz einwirken | zuführen · übertragen; schließen	ANAPHOR[dorthin] — TRANSFER_OR_ADDRESS[abführen · übertragen · Quelle] — OPERATION[teilen] — QUANTITY_OR_STAGE[Sollmaß] — PROCESS_OR_STATE[danach · länger · Posten] — OPERATION[bemessen] — OPERATION[kurz einwirken] — TRANSFER_OR_ADDRESS[zuführen · übertragen; schließen]	Neuer Schritt: dorthin — abführen übertragen Quelle — teilen — Sollmaß — danach länger Posten — bemessen — kurz einwirken — zuführen übertragen; Schritt schließen.
B2-S017	B2	f82r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	lokale Randstationen des unteren Feldes	PROCESS_OR_STATE>TRANSFER_OR_ADDRESS	halten · kurz · Ziel | Ziel; schließen	PROCESS_OR_STATE[halten · kurz · Ziel] — TRANSFER_OR_ADDRESS[Ziel; schließen]	Neuer Schritt: halten kurz Ziel — Ziel; Schritt schließen.
B2-S018	B2	f82r	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	lokale Randstationen des unteren Feldes	OPERATION_CLOSE	lange einwirken; Schluss	OPERATION_CLOSE[lange einwirken; Schluss]	Neuer Schritt: lange einwirken; Schluss.
B2-S019	B2	f82r	M06_FILTER_CLEAR_PRODUCT	FRESH_AFTER_CLOSE	lokale Randstationen des unteren Feldes	PATH_OPERATION	waschen; schließen	PATH_OPERATION[waschen; schließen]	Neuer Schritt: waschen; Schritt schließen.
B2-S020	B2	f82r	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	lokale Randstationen des unteren Feldes	STATE_CLOSE	lange Folgestufe; Schluss	STATE_CLOSE[lange Folgestufe; Schluss]	Neuer Schritt: lange Folgestufe; Schluss.
B2-S021	B2	f82r	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	lokale Randstationen des unteren Feldes	OPERATION_CLOSE	lange einwirken; Schluss	OPERATION_CLOSE[lange einwirken; Schluss]	Neuer Schritt: lange einwirken; Schluss.
B2-S022	B2	f82r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	lokale Randstationen des unteren Feldes	TRANSFER_OR_ADDRESS	abführen · übertragen; schließen	TRANSFER_OR_ADDRESS[abführen · übertragen; schließen]	Neuer Schritt: abführen übertragen; Schritt schließen.
B3-S001	B3	f83r	M05_STATE_CLOSE	RECORD_START	obere offene Fächer-Randstation	OPERATION_CLOSE	lange sammeln; Schluss	OPERATION_CLOSE[lange sammeln; Schluss]	Besitzer »obere offene Fächer-Randstation«: lange sammeln; Schluss.
B3-S002	B3	f83r	M04_ORDER_CONTINUATION	FRESH_AFTER_CLOSE	obere offene Fächer-Randstation	ANAPHOR>PROCESS_OR_STATE	danach dorthin | wärmen · länger; schließen	ANAPHOR[danach dorthin] — PROCESS_OR_STATE[wärmen · länger; schließen]	Neuer Schritt: danach dorthin — wärmen länger; Schritt schließen.
B3-S003	B3	f83r	M07_PAIRED_MEASURE_FRAME	FRESH_AFTER_CLOSE	obere offene Fächer-Randstation	ANAPHOR>QUANTITY_OR_STAGE>ANAPHOR>OPERATION_CLOSE	dies | Sollmaß | dies | abführen; Schluss	ANAPHOR[dies] — QUANTITY_OR_STAGE[Sollmaß] — ANAPHOR[dies] — OPERATION_CLOSE[abführen; Schluss]	Neuer Schritt: dies — Sollmaß — dies — abführen; Schluss.
B3-S004	B3	f83r	M02_SOURCE_SHARE_MEASURE	FRESH_AFTER_CLOSE	obere offene Fächer-Randstation	OPERATION>ANAPHOR>ANAPHOR	bemessen | danach dorthin | davon	OPERATION[bemessen] — ANAPHOR[danach dorthin] — ANAPHOR[davon]	Neuer Schritt: bemessen — danach dorthin — davon.
B3-S005	B3	f83r	M10_LOCAL_EXACT_CELL	OWNER_RESET	mittlere runde Gefäß-Randstation	OPERATION_CLOSE	überführen; Schluss	OPERATION_CLOSE[überführen; Schluss]	Neuer Besitzer »mittlere runde Gefäß-Randstation«: überführen; Schluss.
B3-S006	B3	f83r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	mittlere runde Gefäß-Randstation	TRANSFER_OR_ADDRESS>OPERATION>OPERATION_CLOSE	übertragen · Posten | dorthin einsetzen | weiterführen; Schluss	TRANSFER_OR_ADDRESS[übertragen · Posten] — OPERATION[dorthin einsetzen] — OPERATION_CLOSE[weiterführen; Schluss]	Neuer Schritt: übertragen Posten — dorthin einsetzen — weiterführen; Schluss.
B3-S007	B3	f83r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	mittlere runde Gefäß-Randstation	OPERATION>OPERATION>OPERATION_CLOSE	bemessen | überführen | lange einwirken; Schluss	OPERATION[bemessen] — OPERATION[überführen] — OPERATION_CLOSE[lange einwirken; Schluss]	Neuer Schritt: bemessen — überführen — lange einwirken; Schluss.
B3-S008	B3	f83r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	mittlere runde Gefäß-Randstation	OPERATION_CLOSE	abführen; Schluss	OPERATION_CLOSE[abführen; Schluss]	Neuer Schritt: abführen; Schluss.
B3-S009	B3	f83r	M10_LOCAL_EXACT_CELL	FRESH_AFTER_CLOSE	mittlere runde Gefäß-Randstation	OPERATION	einsetzen	OPERATION[einsetzen]	Neuer Schritt: einsetzen.
B3-S010	B3	f83r	M03_TARGET_TRANSFER	OWNER_RESET	untere korbartige Gefäß-Randstation	TRANSFER_OR_ADDRESS>PROCESS_OR_STATE	zuführen · übertragen · Ziel | danach · kurz; schließen	TRANSFER_OR_ADDRESS[zuführen · übertragen · Ziel] — PROCESS_OR_STATE[danach · kurz; schließen]	Neuer Besitzer »untere korbartige Gefäß-Randstation«: zuführen übertragen Ziel — danach kurz; Schritt schließen.
B3-S011	B3	f83r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	untere korbartige Gefäß-Randstation	PROCESS_OR_STATE>OPERATION>OPERATION>TRANSFER_OR_ADDRESS	bereitstellen · übertragen · Posten | einsetzen | überführen | Quelle · Posten	PROCESS_OR_STATE[bereitstellen · übertragen · Posten] — OPERATION[einsetzen] — OPERATION[überführen] — TRANSFER_OR_ADDRESS[Quelle · Posten]	Neuer Schritt: bereitstellen übertragen Posten — einsetzen — überführen — Quelle Posten.
B3-S012	B3	f83r	M05_STATE_CLOSE	CONTINUE_SAME_OWNER_OPEN	untere korbartige Gefäß-Randstation	OBJECT>OPERATION_CLOSE	Ansatz | kurz absetzen; Schluss	OBJECT[Ansatz] — OPERATION_CLOSE[kurz absetzen; Schluss]	mit dem aus der Quelle überführten Posten weiter: Ansatz — kurz absetzen; Schluss.
B3-S013	B3	f83r	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	untere korbartige Gefäß-Randstation	OPERATION>QUANTITY_OR_STAGE>OPERATION>OPERATION_CLOSE	bemessen | Anteil | kurz vorbereiten | kurz einwirken; Schluss	OPERATION[bemessen] — QUANTITY_OR_STAGE[Anteil] — OPERATION[kurz vorbereiten] — OPERATION_CLOSE[kurz einwirken; Schluss]	Neuer Schritt: bemessen — Anteil — kurz vorbereiten — kurz einwirken; Schluss.
B3-S014	B3	f83r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	untere korbartige Gefäß-Randstation	TRANSFER_OR_ADDRESS>PROCESS_OR_STATE	einsetzen · Lauf | absetzen · länger; schließen	TRANSFER_OR_ADDRESS[einsetzen · Lauf] — PROCESS_OR_STATE[absetzen · länger; schließen]	Neuer Schritt: einsetzen Lauf — absetzen länger; Schritt schließen.
B3-S015	B3	f83r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	untere korbartige Gefäß-Randstation	OPERATION_CLOSE	abführen; Schluss	OPERATION_CLOSE[abführen; Schluss]	Neuer Schritt: abführen; Schluss.
B3-S016	B3	f83r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	untere korbartige Gefäß-Randstation -> ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TRANSFER_OR_ADDRESS>OPERATION_CLOSE	abführen | einführen; Schluss	TRANSFER_OR_ADDRESS[abführen] — OPERATION_CLOSE[einführen; Schluss]	Neuer Schritt: abführen — einführen; Schluss — [innerer Besitzerwechsel zu ungelöster Zwischenposten zwischen Randstapel und Hauptpaar].
B3-S017	B3	f83r	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	OPERATION_CLOSE	lange einwirken; Schluss	OPERATION_CLOSE[lange einwirken; Schluss]	Neuer Schritt: lange einwirken; Schluss.
B3-S018	B3	f83r	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	OPERATION_CLOSE	kurz absetzen; Schluss	OPERATION_CLOSE[kurz absetzen; Schluss]	Neuer Schritt: kurz absetzen; Schluss.
B3-S019	B3	f83r	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	PROCESS_OR_STATE	einsetzen · absetzen; schließen	PROCESS_OR_STATE[einsetzen · absetzen; schließen]	Neuer Schritt: einsetzen absetzen; Schritt schließen.
B3-S020	B3	f83r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	ANAPHOR>OPERATION_CLOSE	dorthin | abführen; Schluss	ANAPHOR[dorthin] — OPERATION_CLOSE[abführen; Schluss]	Neuer Schritt: dorthin — abführen; Schluss.
B3-S021	B3	f83r	M07_PAIRED_MEASURE_FRAME	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	OPERATION>STATE>ANAPHOR>ANAPHOR>QUANTITY_OR_STAGE>STATE>PROCESS_OR_STATE>ANAPHOR>ANAPHOR>STATE>TRANSFER_OR_ADDRESS	bemessen | bereit | dorthin | dies | Sollmaß | am Ziel absetzen | bereitstellen · kurz · Posten | dies | dorthin | bereit | Ziel · übertragen; schließen	OPERATION[bemessen] — STATE[bereit] — ANAPHOR[dorthin] — ANAPHOR[dies] — QUANTITY_OR_STAGE[Sollmaß] — STATE[am Ziel absetzen] — PROCESS_OR_STATE[bereitstellen · kurz · Posten] — ANAPHOR[dies] — ANAPHOR[dorthin] — STATE[bereit] — TRANSFER_OR_ADDRESS[Ziel · übertragen; schließen]	Neuer Schritt: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — bereitstellen kurz Posten — dies — dorthin — bereit — Ziel übertragen; Schritt schließen.
B3-S022	B3	f83r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TRANSFER_OR_ADDRESS	danach · übertragen; schließen	TRANSFER_OR_ADDRESS[danach · übertragen; schließen]	Neuer Schritt: danach übertragen; Schritt schließen.
B3-S023	B3	f83r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	OPERATION_CLOSE	abführen; Schluss	OPERATION_CLOSE[abführen; Schluss]	Neuer Schritt: abführen; Schluss.
B3-S024	B3	f83r	M10_LOCAL_EXACT_CELL	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	OPERATION_CLOSE	überführen; Schluss	OPERATION_CLOSE[überführen; Schluss]	Neuer Schritt: überführen; Schluss.
B3-S025	B3	f83r	M10_LOCAL_EXACT_CELL	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	OPERATION_CLOSE	einführen; Schluss	OPERATION_CLOSE[einführen; Schluss]	Neuer Schritt: einführen; Schluss.
B3-S026	B3	f83r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar -> Hauptpaar am sichtbaren ungerichteten Bogen	TRANSFER_OR_ADDRESS>PROCESS_OR_STATE>OPERATION>OPERATION>STATE>OBJECT>OPERATION_CLOSE	übertragen · Quelle | absetzen · Sollmaß | überführen | Anteil zugeben | bereit | Ziel · Bereitung | lange sammeln; Schluss	TRANSFER_OR_ADDRESS[übertragen · Quelle] — PROCESS_OR_STATE[absetzen · Sollmaß] — OPERATION[überführen] — OPERATION[Anteil zugeben] — STATE[bereit] — OBJECT[Ziel · Bereitung] — OPERATION_CLOSE[lange sammeln; Schluss]	Neuer Schritt: übertragen Quelle — absetzen Sollmaß — überführen — Anteil zugeben — bereit — Ziel Bereitung — lange sammeln; Schluss — [innerer Besitzerwechsel zu Hauptpaar am sichtbaren ungerichteten Bogen].
B3-S027	B3	f83r	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	STATE_CLOSE	lange Folgestufe; Schluss	STATE_CLOSE[lange Folgestufe; Schluss]	Neuer Schritt: lange Folgestufe; Schluss.
B3-S028	B3	f83r	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	OPERATION>OPERATION_CLOSE	lange einwirken | kurz einwirken; Schluss	OPERATION[lange einwirken] — OPERATION_CLOSE[kurz einwirken; Schluss]	Neuer Schritt: lange einwirken — kurz einwirken; Schluss.
B3-S029	B3	f83r	M04_ORDER_CONTINUATION	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	LINK_OR_ORDER>PROCESS_OR_STATE>OPERATION_CLOSE	weiter | vollständig · Teil | kurz einwirken; Schluss	LINK_OR_ORDER[weiter] — PROCESS_OR_STATE[vollständig · Teil] — OPERATION_CLOSE[kurz einwirken; Schluss]	Neuer Schritt: weiter — vollständig Teil — kurz einwirken; Schluss.
B3-S030	B3	f83r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	OPERATION>QUANTITY_OR_STAGE>TRANSFER_OR_ADDRESS>TRANSFER_OR_ADDRESS	einsetzen | Sollmaß | Lauf | danach · übertragen; schließen	OPERATION[einsetzen] — QUANTITY_OR_STAGE[Sollmaß] — TRANSFER_OR_ADDRESS[Lauf] — TRANSFER_OR_ADDRESS[danach · übertragen; schließen]	Neuer Schritt: einsetzen — Sollmaß — Lauf — danach übertragen; Schritt schließen.
B3-S031	B3	f83r	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	OPERATION_CLOSE	lange einwirken; Schluss	OPERATION_CLOSE[lange einwirken; Schluss]	Neuer Schritt: lange einwirken; Schluss.
B3-S032	B3	f83r	M04_ORDER_CONTINUATION	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	TRANSFER_OR_ADDRESS>OPERATION>PROCESS_OR_STATE>QUANTITY_OR_STAGE>PROCESS_OR_STATE	übertragen · Anteil | überführen | danach · kurz · Sollmaß | Folgemaß | danach · kurz; schließen	TRANSFER_OR_ADDRESS[übertragen · Anteil] — OPERATION[überführen] — PROCESS_OR_STATE[danach · kurz · Sollmaß] — QUANTITY_OR_STAGE[Folgemaß] — PROCESS_OR_STATE[danach · kurz; schließen]	Neuer Schritt: übertragen Anteil — überführen — danach kurz Sollmaß — Folgemaß — danach kurz; Schritt schließen.
B3-S033	B3	f83r	M10_LOCAL_EXACT_CELL	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	OPERATION_CLOSE	abziehen; Schluss	OPERATION_CLOSE[abziehen; Schluss]	Neuer Schritt: abziehen; Schluss.
B3-S034	B3	f83r	M04_ORDER_CONTINUATION	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	QUANTITY_OR_STAGE>STATE>QUANTITY_OR_STAGE>QUANTITY_OR_STAGE>TRANSFER_OR_ADDRESS>OPERATION_CLOSE	Arbeitsstufe | bereit | Anteil | Folgemaß | Ziel · Posten | kurz absetzen; Schluss	QUANTITY_OR_STAGE[Arbeitsstufe] — STATE[bereit] — QUANTITY_OR_STAGE[Anteil] — QUANTITY_OR_STAGE[Folgemaß] — TRANSFER_OR_ADDRESS[Ziel · Posten] — OPERATION_CLOSE[kurz absetzen; Schluss]	Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Ziel Posten — kurz absetzen; Schluss.
B4-S001	B4	f83r	M05_STATE_CLOSE	RECORD_START	Hauptpaar am sichtbaren ungerichteten Bogen	OPERATION_CLOSE	lange einwirken; Schluss	OPERATION_CLOSE[lange einwirken; Schluss]	Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: lange einwirken; Schluss.
B4-S002	B4	f83r	M04_ORDER_CONTINUATION	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	LINK_OR_ORDER>OPERATION>OPERATION_CLOSE	weiter · Posten | lange einwirken | kurz einwirken; Schluss	LINK_OR_ORDER[weiter · Posten] — OPERATION[lange einwirken] — OPERATION_CLOSE[kurz einwirken; Schluss]	Neuer Schritt: weiter Posten — lange einwirken — kurz einwirken; Schluss.
B4-S003	B4	f83r	M04_ORDER_CONTINUATION	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	OPERATION>ANAPHOR>ANAPHOR>OPERATION>OPERATION>LINK_OR_ORDER>OPERATION_CLOSE	überführen | danach dorthin | das nächste | lange einwirken | einsetzen | weiter | kurz absetzen; Schluss	OPERATION[überführen] — ANAPHOR[danach dorthin] — ANAPHOR[das nächste] — OPERATION[lange einwirken] — OPERATION[einsetzen] — LINK_OR_ORDER[weiter] — OPERATION_CLOSE[kurz absetzen; Schluss]	Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.
B4-S004	B4	f83r	M09_APPLICATION_FASTEN	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	OPERATION	einsetzen · Posten · festbinden	OPERATION[einsetzen · Posten · festbinden]	Neuer Schritt: einsetzen Posten festbinden.
B4-S005	B4	f83r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	OBJECT>OPERATION>OPERATION_CLOSE	Einlage | überführen | lange einwirken; Schluss	OBJECT[Einlage] — OPERATION[überführen] — OPERATION_CLOSE[lange einwirken; Schluss]	Neuer Schritt: Einlage — überführen — lange einwirken; Schluss.
B4-S006	B4	f83r	M10_LOCAL_EXACT_CELL	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	OPERATION_CLOSE	seihen; Schluss	OPERATION_CLOSE[seihen; Schluss]	Neuer Schritt: seihen; Schluss.
B4-S007	B4	f83r	M10_LOCAL_EXACT_CELL	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	OPERATION_CLOSE	seihen; Schluss	OPERATION_CLOSE[seihen; Schluss]	Neuer Schritt: seihen; Schluss.
B4-S008	B4	f83r	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	QUANTITY_OR_STAGE>OPERATION>PROCESS_OR_STATE>OPERATION_CLOSE	Sollmaß | länger bearbeiten | halten · länger · Posten | kurz einwirken; Schluss	QUANTITY_OR_STAGE[Sollmaß] — OPERATION[länger bearbeiten] — PROCESS_OR_STATE[halten · länger · Posten] — OPERATION_CLOSE[kurz einwirken; Schluss]	Neuer Schritt: Sollmaß — länger bearbeiten — halten länger Posten — kurz einwirken; Schluss.
B4-S009	B4	f83r	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	OPERATION_CLOSE	kurz absetzen; Schluss	OPERATION_CLOSE[kurz absetzen; Schluss]	Neuer Schritt: kurz absetzen; Schluss.
B4-S010	B4	f83r	M05_STATE_CLOSE	FRESH_AFTER_CLOSE	Hauptpaar am sichtbaren ungerichteten Bogen	STATE_CLOSE	fertig	STATE_CLOSE[fertig]	Neuer Schritt: fertig.
B4-S011	B4	f83r	M04_ORDER_CONTINUATION	OWNER_RESET	linke offene Fransen-/Unterlaufstation	QUANTITY_OR_STAGE>OPERATION>PROCESS_OR_STATE>OPERATION>OPERATION>LINK_OR_ORDER>PROCESS_OR_STATE	Sollmaß | kurz wärmen | einsetzen · länger · weiter | Anteil zugeben | überführen | weiter | abführen · kurz; schließen	QUANTITY_OR_STAGE[Sollmaß] — OPERATION[kurz wärmen] — PROCESS_OR_STATE[einsetzen · länger · weiter] — OPERATION[Anteil zugeben] — OPERATION[überführen] — LINK_OR_ORDER[weiter] — PROCESS_OR_STATE[abführen · kurz; schließen]	Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — einsetzen länger weiter — Anteil zugeben — überführen — weiter — abführen kurz; Schritt schließen.
B4-S012	B4	f83r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	linke offene Fransen-/Unterlaufstation	OPERATION_CLOSE	abführen; Schluss	OPERATION_CLOSE[abführen; Schluss]	Neuer Schritt: abführen; Schluss.
B4-S013	B4	f83r	M04_ORDER_CONTINUATION	FRESH_AFTER_CLOSE	linke offene Fransen-/Unterlaufstation	LINK_OR_ORDER>OPERATION_CLOSE	einsetzen · weiter | kurz absetzen; Schluss	LINK_OR_ORDER[einsetzen · weiter] — OPERATION_CLOSE[kurz absetzen; Schluss]	Neuer Schritt: einsetzen weiter — kurz absetzen; Schluss.
B4-S014	B4	f83r	M06_FILTER_CLEAR_PRODUCT	FRESH_AFTER_CLOSE	linke offene Fransen-/Unterlaufstation	OBJECT>ANAPHOR>PATH_OPERATION>TRANSFER_OR_ADDRESS	Ansatz | dies | Kurzpassage | Lauf · Posten; schließen	OBJECT[Ansatz] — ANAPHOR[dies] — PATH_OPERATION[Kurzpassage] — TRANSFER_OR_ADDRESS[Lauf · Posten; schließen]	Neuer Schritt: Ansatz — dies — Kurzpassage — Lauf Posten; Schritt schließen.
B4-S015	B4	f83r	M06_FILTER_CLEAR_PRODUCT	FRESH_AFTER_CLOSE	linke offene Fransen-/Unterlaufstation -> rechte S-Lauf-/Mehrarmknotenstation	OPERATION>OBJECT>QUANTITY_OR_STAGE>PATH_OPERATION>PROCESS_OR_STATE>OPERATION_CLOSE	Anteil zugeben | Klarauszug | Anteil | Passage · Ziel | auffangen · kurz · Posten | abführen; Schluss	OPERATION[Anteil zugeben] — OBJECT[Klarauszug] — QUANTITY_OR_STAGE[Anteil] — PATH_OPERATION[Passage · Ziel] — PROCESS_OR_STATE[auffangen · kurz · Posten] — OPERATION_CLOSE[abführen; Schluss]	Neuer Schritt: Anteil zugeben — Klarauszug — Anteil — Passage Ziel — auffangen kurz Posten — abführen; Schluss — [innerer Besitzerwechsel zu rechte S-Lauf-/Mehrarmknotenstation].
B4-S016	B4	f83r	M03_TARGET_TRANSFER	FRESH_AFTER_CLOSE	rechte S-Lauf-/Mehrarmknotenstation	QUANTITY_OR_STAGE>ANAPHOR>TRANSFER_OR_ADDRESS>OPERATION_CLOSE	weiterer Anteil | dorthin | ausgießen · Quelle | kurz absetzen; Schluss	QUANTITY_OR_STAGE[weiterer Anteil] — ANAPHOR[dorthin] — TRANSFER_OR_ADDRESS[ausgießen · Quelle] — OPERATION_CLOSE[kurz absetzen; Schluss]	Neuer Schritt: weiterer Anteil — dorthin — ausgießen Quelle — kurz absetzen; Schluss.
B5-S001	B5	f83r	M03_TARGET_TRANSFER	RECORD_START	linker offener Fransen-Endposten	TRANSFER_OR_ADDRESS	danach · übertragen; schließen	TRANSFER_OR_ADDRESS[danach · übertragen; schließen]	Besitzer »linker offener Fransen-Endposten«: danach übertragen; Schritt schließen.
B5-S002	B5	f83r	M10_LOCAL_EXACT_CELL	FRESH_AFTER_CLOSE	linker offener Fransen-Endposten	OPERATION_CLOSE	einführen; Schluss	OPERATION_CLOSE[einführen; Schluss]	Neuer Schritt: einführen; Schluss.
B5-S003	B5	f83r	M04_ORDER_CONTINUATION	FRESH_AFTER_CLOSE	linker offener Fransen-Endposten	STATE>ANAPHOR>LINK_OR_ORDER>TRANSFER_OR_ADDRESS>TRANSFER_OR_ADDRESS>QUANTITY_OR_STAGE>LINK_OR_ORDER>QUANTITY_OR_STAGE>OPERATION	am Ziel absetzen | dorthin | weiter | abführen · weiter | übertragen · Ziel | Sollmaß | weiter | Arbeitsstufe | überführen	STATE[am Ziel absetzen] — ANAPHOR[dorthin] — LINK_OR_ORDER[weiter] — TRANSFER_OR_ADDRESS[abführen · weiter] — TRANSFER_OR_ADDRESS[übertragen · Ziel] — QUANTITY_OR_STAGE[Sollmaß] — LINK_OR_ORDER[weiter] — QUANTITY_OR_STAGE[Arbeitsstufe] — OPERATION[überführen]	Neuer Schritt: am Ziel absetzen — dorthin — weiter — abführen weiter — übertragen Ziel — Sollmaß — weiter — Arbeitsstufe — überführen.
