reading_unit_id	page	source_module	visible_owner	member_group_count	visible_surface_sequence	local_job_id	workshop_instruction_de	apprentice_action_de
f69v.10	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_07	1	ytody	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: A3_LEFT_RADIAL_SLOT_07: Platz fest eingetragen.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.11	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_08	1	okody	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_08: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.12	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_09	1	otody	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_09: naechster Platz oder folgende Bedingung; lokaler Namensrest ody.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.13	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_10	1	okeal	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_10: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest e.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.14	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_11	1	okeod	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_11: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.15	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_12	1	oteeys	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_12: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest ys.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.16	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_13	1	oteol	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_13: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest e.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.17	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_14	1	ykeydy	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: A3_LEFT_RADIAL_SLOT_14: aktuelle Klasse fest.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.18	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_15	1	okeod	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_15: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.19	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_16	1	saral	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_16: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.20	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_17	1	saiir	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: A3_LEFT_RADIAL_SLOT_17: sekundärer Hauptindex.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.21	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_18	1	okolar	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_18: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.22	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_19	1	ykeody	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: A3_LEFT_RADIAL_SLOT_19: Klassenplatz fest eingetragen.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.23	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_20	1	sarydy	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_20: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest s/ydy.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.24	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_21	1	otchy	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_21: naechster Platz oder folgende Bedingung; lokaler Namensrest chy.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.25	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_22	2	okeey dy	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_22: in langer Stufe setzen.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.26	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_23	2	okey d	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_23: in kurzer Stufe setzen.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.27	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_24	1	okeod	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_24: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.28	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_25	1	okodchy	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_25: Diagrammposten setzen oder aktivieren; lokaler Namensrest odchy.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.29	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_26	1	okeody	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_26: Diagrammposten setzen oder aktivieren; lokaler Namensrest eody.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.30	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_27	1	okcheys	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_27: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest o/eys.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.31	f69v	M69_LEFT_28_SLOTS	A3_LEFT_RADIAL_SLOT_28	2	oar alys	F69_WORK_CHOICE	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_28: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.2	f69v	M69_MIDDLE_QUALITY	A3_MIDDLE_WHEEL_RING_TEXT	38	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	F69_MOISTURE_WEATHER	Feuchte Wetter oder Mediumbedingung am mittleren Rad: A3_MIDDLE_WHEEL_RING_TEXT: aktuelle Qualität.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f69v.3	f69v	M69_RIGHT_LIGHT	A3_RIGHT_WHEEL_RING_TEXT	29	doair otaldal dair chdy otoar ar chy qoteor cho qotair chda oteeal cheor ar air oteody ytyd a dchy otoly okeodal oteoarar cheteeser dair chey okody dal oteey oteey	F69_LIGHT_HEAT	Licht Sonnen- oder Waermebedingung am rechten Rad: lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest do.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.15	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_15	1	dolchsody	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_15: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest d/chsody.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.16	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_16	4	odaeiin okoes oekain y	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_16: Grad- oder Bedingungsstufe; lokaler Namensrest odae.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.17	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_17	3	otchey soraiir dy	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_17: naechster Diagrammposten.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.18	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_18	3	qopchy daiin dal	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_18: neuer Paarbezug.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.19	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_19	4	ydchos ain ar amy	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_19: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ydc/s.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.20	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_20	2	chocfhy saral	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_20: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.21	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_21	3	sain am ar	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_21: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.22	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_22	1	okal	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_22: am Zielplatz setzen.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.23	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_23	2	oparchy salsain	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_23: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest op/chy.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.24	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_24	3	sodar ofar ar	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest sod.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.25	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_25	1	ydam	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_25: festgelegter Aspektwert.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.26	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_26	3	yteoor yto ykor	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yteo.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.27	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_27	4	okeo r aiin am	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_27: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.28	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_28	2	okain am	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_28: einen gezaehlten Teilwert zugeben.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.29	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_29	2	ytody saiin	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_29: Platz fest eingetragen.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.30	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_30	2	ochol olol	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest och.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.31	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_31	1	opcholdy	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_31: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch/dy.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.32	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_32	4	dosar odas air alaiin	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_32: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dos.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.33	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_33	3	dokan oear odal	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_33: Diagrammposten setzen oder aktivieren; lokaler Namensrest d/an.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.34	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_34	2	ofar oeoldan	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_34: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.35	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_35	3	chol giin okol	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_35: im selben Ring oder Band fortsetzen.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.36	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_36	3	ytor daiin or	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.37	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_37	1	ytoaiin	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_37: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yto.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.38	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_38	2	otoldos octhole	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_38: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dos.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.39	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_39	3	sor chedaiin dy	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_39: Bedingungs- oder Tabellensatz.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.40	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_40	3	yteos oiin og	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_40: sekundärer Phasenplatz.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.41	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_41	2	ytoeopchey chekody	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_41: Vergleichswert dieses Platzes.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.42	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_42	3	sosho chos ockhy	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest sos.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.43	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_43	4	daiin aiin os qsg	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.44	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_44	3	ofydy sheody aiin	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_44: fester Grundlichtwert.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.45	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_45	3	ycheody es odaiiin	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: A1_LEFT_LOCAL_FIELD_45: aktueller Ablesewert fest.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.46	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_46	2	yekees oraly	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_46: lange oder volle Diagrammstufe; lokaler Namensrest yek/s.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.47	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_47	1	yfain	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_47: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest yf.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.48	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_48	3	todaiin dain dy	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_48: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest tod.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.49	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_49	3	os choer aiin	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_49: umschliessendes Diagrammfeld.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.50	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_50	2	choeea sal	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_50: Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/a.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.51	f67r2	M67_LEFT_ASPECT_FIELDS	A1_LEFT_LOCAL_FIELD_51	1	dadaiin	F67_APPLICATION_CONDITION	Bedingungsfeld fuer Baden Waschen oder Auflegen: Sternplatz A1_LEFT_LOCAL_FIELD_51: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest dad.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.52	f67r2	M67_LEFT_OUTER_STATIONS	A1_LEFT_OUTER_STAR_STATION_01	1	qotoear	F67_APPLICATION_CLASS	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_01: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest q/oe.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.53	f67r2	M67_LEFT_OUTER_STATIONS	A1_LEFT_OUTER_STAR_STATION_02	1	dchdar	F67_APPLICATION_CLASS	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_02: Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.54	f67r2	M67_LEFT_OUTER_STATIONS	A1_LEFT_OUTER_STAR_STATION_03	2	y saldal	F67_APPLICATION_CLASS	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_03: dieser lokale Diagrammposten.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.55	f67r2	M67_LEFT_OUTER_STATIONS	A1_LEFT_OUTER_STAR_STATION_04	1	ytodal	F67_APPLICATION_CLASS	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_04: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ytod.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
f67r2.56	f67r2	M67_LEFT_OUTER_STATIONS	A1_LEFT_OUTER_STAR_STATION_05	2	tol daiin	F67_APPLICATION_CLASS	Koerper- oder Anwendungsklasse am linken Rad: Sternplatz A1_LEFT_OUTER_STAR_STATION_05: im selben Ring oder Band fortsetzen.	Zeige den Bildort kopiere alle Gruppen und lies nur den lokalen Exemplareintrag fuer diesen Job.
