unified_serial	domain	page	unit_id	local_address	visible_identity	owner_or_namespace	construction_or_event	short_form_reading	concrete_unit_reading_de	content_precision
126	BATH_AND_SERVICE	f81v	B1	B1-S005	qolchedy	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: weiterüberführen; Schluss.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
127	BATH_AND_SERVICE	f81v	B1	B1-S006	qokain	B1_SHARED_TWO_ROW_POOL	C06	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
128	BATH_AND_SERVICE	f81v	B1	B1-S006	shckhy	B1_SHARED_TWO_ROW_POOL	C07	Führe es mit diesem laufenden Posten aus: durchleiten.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
129	BATH_AND_SERVICE	f81v	B1	B1-S006	dl	B1_SHARED_TWO_ROW_POOL	C01	Setze die gelernte Fachkarte: Zusatz.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
130	BATH_AND_SERVICE	f81v	B1	B1-S006	ral	B1_SHARED_TWO_ROW_POOL	C11	Setze die bezeichnete Zielstelle: zur Zielstelle.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
131	BATH_AND_SERVICE	f81v	B1	B1-S007	qokchdy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: Umsetzung ansetzen; Schluss.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
132	BATH_AND_SERVICE	f81v	B1	B1-S008	chey	B1_SHARED_TWO_ROW_POOL	C12	Nimm diesen Posten wieder auf: dieser Posten.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
133	BATH_AND_SERVICE	f81v	B1	B1-S008	ol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
134	BATH_AND_SERVICE	f81v	B1	B1-S008	cheky	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz wärmen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
135	BATH_AND_SERVICE	f81v	B1	B1-S008	ol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
136	BATH_AND_SERVICE	f81v	B1	B1-S008	shedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
137	BATH_AND_SERVICE	f81v	B1	B1-S009	qokedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
138	BATH_AND_SERVICE	f81v	B1	B1-S010	qokedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
139	BATH_AND_SERVICE	f81v	B1	B1-S011	chckhy	B1_SHARED_TWO_ROW_POOL	C07	Führe es mit diesem laufenden Posten aus: durchleiten.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
140	BATH_AND_SERVICE	f81v	B1	B1-S011	qoky	B1_SHARED_TWO_ROW_POOL	C07	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
141	BATH_AND_SERVICE	f81v	B1	B1-S012	lsho	B1_SHARED_TWO_ROW_POOL	C01	Setze die gelernte Fachkarte: Waschgang beginnen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
142	BATH_AND_SERVICE	f81v	B1	B1-S012	qokey	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
143	BATH_AND_SERVICE	f81v	B1	B1-S012	lshedy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: waschen; Schluss.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
144	BATH_AND_SERVICE	f81v	B1	B1-S013	lshedy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: waschen; Schluss.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
145	BATH_AND_SERVICE	f81v	B1	B1-S014	chedy	B1_SHARED_TWO_ROW_POOL	C07	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
146	BATH_AND_SERVICE	f81v	B1	B1-S014	qolky	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: auf dem Arbeitsweg weiterleiten.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
147	BATH_AND_SERVICE	f81v	B1	B1-S014	lchedal	B1_SHARED_TWO_ROW_POOL	C01	Setze die gelernte Fachkarte: zur Ablaufstelle führen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
148	BATH_AND_SERVICE	f81v	B1	B1-S014	qol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
149	BATH_AND_SERVICE	f81v	B1	B1-S014	otar	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: danach von dort.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
150	BATH_AND_SERVICE	f81v	B1	B1-S015	ytey	B1_SHARED_TWO_ROW_POOL	C10	Setze Maß, Portion oder Stufe: kurzen Teil des aktuellen Postens nehmen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
151	BATH_AND_SERVICE	f81v	B1	B1-S015	okchedy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: angesetzten Inhalt überführen; Schluss.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
152	BATH_AND_SERVICE	f81v	B1	B1-S016	qokal	B1_SHARED_TWO_ROW_POOL	C04	Führe es an der bezeichneten Stelle aus: dort ansetzen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
153	BATH_AND_SERVICE	f81v	B1	B1-S016	okeey	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
154	BATH_AND_SERVICE	f81v	B1	B1-S016	qol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
155	BATH_AND_SERVICE	f81v	B1	B1-S016	cheedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
156	BATH_AND_SERVICE	f81v	B1	B1-S017	sal	B1_SHARED_TWO_ROW_POOL	C11	Setze die bezeichnete Zielstelle: dorthin.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
157	BATH_AND_SERVICE	f81v	B1	B1-S017	teol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: kurz weiterleiten.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
158	BATH_AND_SERVICE	f81v	B1	B1-S017	dchdy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: weitergeführten Posten überführen; Schluss.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
159	BATH_AND_SERVICE	f81v	B1	B1-S018	ly	B1_SHARED_TWO_ROW_POOL	C01	Setze die gelernte Fachkarte: aktuellen Posten abführen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
160	BATH_AND_SERVICE	f81v	B1	B1-S018	dsheol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: kurz weiter ruhen lassen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
161	BATH_AND_SERVICE	f81v	B1	B1-S018	oiiin	B1_SHARED_TWO_ROW_POOL	C10	Setze Maß, Portion oder Stufe: Sollstufe.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
162	BATH_AND_SERVICE	f81v	B1	B1-S018	olkeedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: länger sammeln; Schluss.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
163	BATH_AND_SERVICE	f81v	B1	B1-S019	tedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
164	BATH_AND_SERVICE	f81v	B1	B1-S020	cheky	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz wärmen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
165	BATH_AND_SERVICE	f81v	B1	B1-S020	shckhedy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: seihen; Schluss.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
166	BATH_AND_SERVICE	f81v	B1	B1-S021	chal	B1_SHARED_TWO_ROW_POOL	C11	Setze die bezeichnete Zielstelle: dorthin.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
167	BATH_AND_SERVICE	f82r	B2	B2-S001	dchedy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C08	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
168	BATH_AND_SERVICE	f82r	B2	B2-S002	qolchedy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C02	Danach oder in demselben Gang: weiterüberführen; Schluss.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
169	BATH_AND_SERVICE	f82r	B2	B2-S003	qokain	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C06	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
170	BATH_AND_SERVICE	f82r	B2	B2-S003	dy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C12	Nimm diesen Posten wieder auf: dieser Posten.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
171	BATH_AND_SERVICE	f82r	B2	B2-S003	qokeedy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
172	BATH_AND_SERVICE	f82r	B2	B2-S004	qokal	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C04	Führe es an der bezeichneten Stelle aus: dort ansetzen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
173	BATH_AND_SERVICE	f82r	B2	B2-S004	lcheckhy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C01	Setze die gelernte Fachkarte: Ausgangsdurchlass.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
174	BATH_AND_SERVICE	f82r	B2	B2-S004	lched	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C01	Setze die gelernte Fachkarte: abführen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
175	BATH_AND_SERVICE	f82r	B2	B2-S004	qokeey	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
176	BATH_AND_SERVICE	f82r	B2	B2-S004	lcheckhedy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C01	Setze die gelernte Fachkarte: abseihen; Schluss.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
177	BATH_AND_SERVICE	f82r	B2	B2-S005	qokaly	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C04	Führe es an der bezeichneten Stelle aus: dies dort ansetzen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
178	BATH_AND_SERVICE	f82r	B2	B2-S005	solkaiin	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C06	Führe es in der angegebenen Portion oder Stufe aus: bis Sollmass sammeln.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
179	BATH_AND_SERVICE	f82r	B2	B2-S005	chckhy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C07	Führe es mit diesem laufenden Posten aus: durchleiten.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
180	BATH_AND_SERVICE	f82r	B2	B2-S005	qokaiin	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C06	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
181	BATH_AND_SERVICE	f82r	B2	B2-S005	qokaiin	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C06	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
182	BATH_AND_SERVICE	f82r	B2	B2-S005	octheol	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C02	Danach oder in demselben Gang: bereitgestellten Gang fortsetzen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
183	BATH_AND_SERVICE	f82r	B2	B2-S005	chkeey	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C03	Führe aus und beachte Dauer oder Endpunkt: diesen Posten länger warm halten.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
184	BATH_AND_SERVICE	f82r	B2	B2-S005	ldy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C01	Setze die gelernte Fachkarte: abziehen; Ende.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
185	BATH_AND_SERVICE	f82r	B2	B2-S006	oteey	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C02	Danach oder in demselben Gang: langer Folgeposten.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
186	BATH_AND_SERVICE	f82r	B2	B2-S006	qokal	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C04	Führe es an der bezeichneten Stelle aus: dort ansetzen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
187	BATH_AND_SERVICE	f82r	B2	B2-S006	sheckhy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C03	Führe aus und beachte Dauer oder Endpunkt: kurz durchleiten.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
188	BATH_AND_SERVICE	f82r	B2	B2-S006	qoky	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C07	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
189	BATH_AND_SERVICE	f82r	B2	B2-S007	dshedy	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen; Schluss.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
190	BATH_AND_SERVICE	f82r	B2	B2-S008	sotaiin	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	C02	Danach oder in demselben Gang: Folgemaß.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
191	BATH_AND_SERVICE	f82r	B2	B2-S008	qokar	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	C05	Führe es aus dem Vorrat oder am Ansatz aus: daraus ansetzen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	UNCHANGED
