amber_id	surface	target_page	pair_ordinal	left_atom	right_atom	pair	other_event_count	other_surface_count	other_page_count	old22_event_count	old22_page_count	random4_other_event_count	supporting_pages	example_surfaces
G405-M038	shekydy	f95v	2	E	K	E+K	23	19	10	18	8	5	f1r|f67r2|f71v|f81v|f82r|f83r|f88r|f88v|f89r|f95v	eky|oekain|oekshy|ofalsheky|qekaiin|qekeey|qekey|qoekeol
G405-M038	shekydy	f95v	3	K	Y	K+Y	105	42	22	98	18	7	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	chchky|chckhy|checkhy|chekackhy|cheockhy|cheoky|chky|chockhy
G405-M038	shekydy	f95v	4	Y	DY	Y+DY	5	5	5	4	4	1	f17r|f1r|f67r2|f82r|f83r	dairydy|dydyd|ofydy|opydy|ydy
G405-M039	shodary	f1r	1	SH	O	SH+O	45	27	16	19	13	26	f11r|f17r|f1r|f24v|f56r|f67r2|f71v|f72r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	dshody|fshody|ksho|kshoy|lsho|oksho|opshody|schoal
G405-M039	shodary	f1r	2	O	D_ADDR	O+D_ADDR	113	78	22	80	18	33	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f82r|f88r|f88v|f89r|f95v	cheeodam|cheeody|chekody|cheodain|chod|chodaiin|chodain|chodl
G405-M039	shodary	f1r	3	D_ADDR	AR	D_ADDR+AR	75	25	20	58	16	17	f10r|f13r|f17r|f18r|f1r|f24v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	ctholdar|dar|daraiin|daraly|dardardy|darod|darom|daror
G405-M039	shodary	f1r	4	AR	Y	AR+Y	7	7	5	6	4	1	f1r|f75r|f77r|f81v|f83r	chary|cthoary|kchedykary|lshedary|ltary|qolkary|qotary
G405-M040	shotshey	f95v	1	SH	OT	SH+OT	1	1	1	1	1	0	f72r	shoteey
G405-M040	shotshey	f95v	2	OT	SH	OT+SH	2	2	2	2	2	0	f18r|f83r	otshdy|otshol
G405-M040	shotshey	f95v	3	SH	E	SH+E	333	110	20	284	17	49	f11r|f13r|f17r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	alfshed|chorshedy|dalshedy|dkshey|dolshed|dorsheoy|dsheckhy|dshedy
G405-M040	shotshey	f95v	4	E	Y	E+Y	212	89	24	180	20	32	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	chckheed|chckhey|chcphey|chcthey|checkhey|cheky|cheocphey|cheokorchey
G405-M041	shoyfar	f95v	1	SH	O	SH+O	45	27	16	19	13	26	f11r|f17r|f1r|f24v|f56r|f67r2|f71v|f72r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	dshody|fshody|ksho|kshoy|lsho|oksho|opshody|schoal
G405-M041	shoyfar	f95v	2	O	Y	O+Y	39	23	14	33	12	6	f10r|f11r|f13r|f17r|f1r|f55v|f67r2|f72r|f76r|f81r|f82r|f88r|f88v|f89r	aloy|chekoy|cheody|cheoy|cphoy|ctheody|dorsheoy|doy
G405-M041	shoyfar	f95v	3	Y	LOCAL_CHAR_F	Y+LOCAL_CHAR_F	2	2	2	2	2	0	f55v|f88v	keeyfar|yfolaiin
G405-M041	shoyfar	f95v	4	LOCAL_CHAR_F	AR	LOCAL_CHAR_F+AR	4	4	4	2	2	2	f1r|f55v|f67r2|f95v	chefar|far|keeyfar|ofar
G405-M042	syaiir	f1r	1	S	Y	S+Y	7	7	6	4	4	3	f1r|f56r|f81r|f82r|f88r|f89r	alsy|choksy|dolchsyckheol|oraisy|qoteesy|rasy|tshodeesy
G405-M042	syaiir	f1r	2	Y	IIN	Y+IIN	0	0	0	0	0	0	NONE	NONE
G405-M042	syaiir	f1r	3	IIN	R	IIN+R	5	3	4	2	2	3	f10r|f1r|f24v|f72r	doiir|okaiir|otaiir
G405-M043	tchey	f1r	1	T	CH	T+CH	17	12	13	13	11	4	f10r|f11r|f13r|f17r|f18r|f24v|f56r|f72r|f81v|f82r|f88r|f89r|f95v	atchor|chetchy|chtchor|otytchol|qetchy|tchar|tcheol|tcho
G405-M043	tchey	f1r	2	CH	E	CH+E	180	86	21	167	17	13	f10r|f17r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	che|chead|chear|checholtar|checkhey|checkho|checkhy|checphedy
G405-M043	tchey	f1r	3	E	Y	E+Y	212	89	24	180	20	32	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	chckheed|chckhey|chcphey|chcthey|checkhey|cheky|cheocphey|cheokorchey
G405-M044	tshodeesy	f1r	1	T	SH	T+SH	6	6	3	2	2	4	f11r|f17r|f95v	tshdal|tshes|tsho|tshol|tshor|ytshedy
G405-M044	tshodeesy	f1r	2	SH	O	SH+O	45	27	16	19	13	26	f11r|f17r|f1r|f24v|f56r|f67r2|f71v|f72r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	dshody|fshody|ksho|kshoy|lsho|oksho|opshody|schoal
G405-M044	tshodeesy	f1r	3	O	D_ADDR	O+D_ADDR	113	78	22	80	18	33	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f82r|f88r|f88v|f89r|f95v	cheeodam|cheeody|chekody|cheodain|chod|chodaiin|chodain|chodl
G405-M044	tshodeesy	f1r	4	D_ADDR	EE	D_ADDR+EE	4	3	4	3	3	1	f1r|f77r|f83r|f89r	deey|pydeey|qodeedy
G405-M044	tshodeesy	f1r	5	EE	S	EE+S	14	9	6	11	4	3	f24v|f55v|f67r2|f72r|f76r|f81r	chokees|dshees|odchees|okees|otees|qoteesy|shees|yekees
G405-M044	tshodeesy	f1r	6	S	Y	S+Y	7	7	6	4	4	3	f1r|f56r|f81r|f82r|f88r|f89r	alsy|choksy|dolchsyckheol|oraisy|qoteesy|rasy|syaiir
G405-M045	ychedy	f81r	1	Y	CHD	Y+CHD	0	0	0	0	0	0	NONE	NONE
G405-M045	ychedy	f81r	2	CHD	Y	CHD+Y	163	38	15	138	11	25	f1r|f24v|f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	chdy|chdykain|chdyty|chedchy|chedy|chedykar|chedyl|chedyqokam
G405-M046	ydaraishy	f1r	1	Y	D_ADDR	Y+D_ADDR	17	12	8	12	6	5	f10r|f17r|f18r|f1r|f24v|f67r2|f81v|f89r	ckhyds|cthyd|dsholyd|opydg|oydar|pydeey|ydaiin|ydair
G405-M046	ydaraishy	f1r	2	D_ADDR	AR	D_ADDR+AR	75	25	20	58	16	17	f10r|f13r|f17r|f18r|f1r|f24v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	ctholdar|dar|daraiin|daraly|dardardy|darod|darom|daror
G405-M046	ydaraishy	f1r	3	AR	A_ADDR	AR+A_ADDR	1	1	1	1	1	0	f77r	poldarais
G405-M046	ydaraishy	f1r	4	A_ADDR	LOCAL_CHAR_I	A_ADDR+LOCAL_CHAR_I	7	6	6	5	4	2	f10r|f1r|f68r1|f72r|f89r|f95v	daim|daiy|kaiiin|kaipy|okaiiin|okaipchy
G405-M046	ydaraishy	f1r	5	LOCAL_CHAR_I	SH	LOCAL_CHAR_I+SH	0	0	0	0	0	0	NONE	NONE
G405-M046	ydaraishy	f1r	6	SH	Y	SH+Y	15	13	9	11	7	4	f11r|f17r|f1r|f75r|f76r|f81v|f82r|f88v|f95v	alshy|ashyteed|choldshy|keishy|kshy|oekshy|polshy|posalshy
G405-M047	ydoin	f1r	1	Y	D_ADDR	Y+D_ADDR	17	12	8	12	6	5	f10r|f17r|f18r|f1r|f24v|f67r2|f81v|f89r	ckhyds|cthyd|dsholyd|opydg|oydar|pydeey|ydaiin|ydair
G405-M047	ydoin	f1r	2	D_ADDR	O	D_ADDR+O	15	13	9	12	8	3	f10r|f11r|f13r|f17r|f24v|f55v|f67r2|f88v|f89r	do|doaiin|dod|dody|dodyd|doigom|doiin|doiir
G405-M047	ydoin	f1r	3	O	IIN	O+IIN	27	15	13	22	9	5	f10r|f13r|f1r|f24v|f67r2|f72r|f76r|f77r|f81r|f81v|f82r|f89r|f95v	doiin|doiir|loiiin|oiiiin|oiiin|oiin|oin|okoiin
G405-M048	ytasal	f95v	1	Y	T	Y+T	42	30	17	34	14	8	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f68r1|f72r|f75r|f76r|f81r|f81v|f83r|f89r|f95v	archytaiin|ashyteed|chdyty|otytchol|salchtedytar|shoyty|yoeteey|yt
G405-M048	ytasal	f95v	2	T	A_ADDR	T+A_ADDR	0	0	0	0	0	0	NONE	NONE
G405-M048	ytasal	f95v	3	A_ADDR	S	A_ADDR+S	8	5	6	7	5	1	f1r|f72r|f76r|f77r|f82r|f89r	as|ase|chas|qokas|rasy
G405-M048	ytasal	f95v	4	S	AL	S+AL	19	10	10	19	10	0	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	chorcholsal|chosals|sal|salchedy|salcheol|salchtedytar|saldaiin|saldy
G405-M049	ytchdy	f95v	1	Y	T	Y+T	42	30	17	34	14	8	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f68r1|f72r|f75r|f76r|f81r|f81v|f83r|f89r|f95v	archytaiin|ashyteed|chdyty|otytchol|salchtedytar|shoyty|yoeteey|yt
G405-M049	ytchdy	f95v	2	T	CHD	T+CHD	8	4	4	6	3	2	f75r|f81v|f83r|f95v	shecthedchy|tchd|tchdaiin|tchedy
G405-M049	ytchdy	f95v	3	CHD	Y	CHD+Y	163	38	15	138	11	25	f1r|f24v|f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	chdy|chdykain|chdyty|chedchy|chedy|chedykar|chedyl|chedyqokam
