amber_id	surface	candidate_kind	recipe	one_edit_weight	atom_count	known_atom_count	adjacent_pair_count	external_pair_support_count	old22_pair_support_count	descriptive_bigram_bits	may_change_locked_recipe
G405-M044	tshodeesy	ONE_EDIT_RIVAL	D_ADDR+SH+E+CH+K+S+Y	1	7	7	6	5	5	33.208381	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	K+O+SH+OL+S+DY	1	6	6	5	5	5	32.797420	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	L+CH+P+CHD+S+Y	1	6	6	5	5	5	29.653908	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	L+OL+CHD+DY+S	1	5	5	4	3	3	25.902475	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	L+SH+E+D_ADDR+AR+S+Y	1	7	7	6	6	5	30.433983	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	O+CH+K+E+S+Y	1	6	6	5	5	5	23.715661	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	O+L+SH+E+O+D_ADDR+S+Y	1	8	8	7	7	7	30.343038	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	O+P+CH+OR+S+DY	1	6	6	5	4	4	29.994979	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OK+A_ADDR+IIN+K+AL+S+Y	1	7	7	6	6	6	36.977115	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OK+A_ADDR+LOCAL_CHAR_I+P+CH+S+Y	1	7	7	6	6	6	33.944214	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OK+CH+E+Y+S	1	5	5	4	4	3	22.575032	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OK+CH+EE+Y+S	1	5	5	4	4	3	23.945703	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OK+CHD+S+DY+S	1	5	5	4	3	3	32.887714	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OK+E+CHD+DY+S	1	5	5	4	3	3	25.612959	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OK+E+O+CH+S+Y	1	6	6	5	5	5	24.457254	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OK+E+O+D_ADDR+S+Y	1	6	6	5	5	5	24.100930	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OK+EE+O+D_ADDR+S+Y	1	6	6	5	5	5	26.276092	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OK+OK+CH+Y+S	1	5	5	4	4	3	31.168326	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OK+Y+L+D_ADDR+S+DY	1	6	6	5	5	5	36.376119	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OL+CH+E+O+S+DY	1	6	6	5	5	5	25.324363	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OL+CH+EE+DY+S	1	5	5	4	3	3	25.558591	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OL+K+EE+CH+S+Y	1	6	6	5	5	5	30.319994	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OL+SH+EE+DY+S	1	5	5	4	3	3	23.462602	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OL+T+EE+DY+S	1	5	5	4	3	3	26.630558	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OR+Y+S	1	3	3	2	2	1	19.590972	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OT+E+O+K+EE+S+Y	1	7	7	6	6	6	28.941929	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OT+EE+O+DY+S	1	5	5	4	3	3	25.750151	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OT+EEE+DY+S	1	4	4	3	2	2	24.984928	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OT+O+CHD+DY+S	1	5	5	4	3	3	28.407900	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	OT+OL+P+CH+S+Y	1	6	6	5	5	5	31.806592	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	P+CH+O+CH+T+S+Y	1	7	7	6	5	5	33.674970	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	P+DA+L+SH+D_ADDR+S+Y	1	7	7	6	6	6	38.747558	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	P+D_ADDR+R+AIR+S+DY	1	6	6	5	4	4	39.495063	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	P+O+S+A_ADDR+L+SH+S+Y	1	8	8	7	6	6	42.404592	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	R+O+SH+CH+K+S+Y	1	7	7	6	5	5	39.793825	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	S+AL+CHD+Y+S	1	5	5	4	4	3	24.965871	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	S+A_ADDR+L+SH+E+S+Y	1	7	7	6	6	6	29.761963	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	S+O+CH+T+O+D_ADDR+S+Y	1	8	8	7	7	7	36.288362	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	S+OK+CH+EE+S+Y	1	6	6	5	5	5	31.854033	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	S+SH+E+CH+K+S+Y	1	7	7	6	5	5	33.584658	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	SH+E+CH+K+D_ADDR+S+Y	1	7	7	6	6	6	32.070116	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	SH+E+K+E+D_ADDR+S+Y	1	7	7	6	6	6	31.104612	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	SH+E+OL+T+E+S+Y	1	7	7	6	6	6	29.201758	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	SH+E+Y+CH+T+S+Y	1	7	7	6	5	5	31.014919	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	SH+EE+K+CH+S+Y	1	6	6	5	5	5	29.922658	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	SH+EE+OL+S	1	4	4	3	3	3	18.508507	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	SH+K+CHD+DY+S	1	5	5	4	3	3	28.547558	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	T+EE+OL+AIN+Y	1	5	5	4	3	3	29.478344	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	Y+CH+K+Y+S	1	5	5	4	4	3	23.563380	NO
G405-M044	tshodeesy	ONE_EDIT_RIVAL	Y+CH+O+CH+P+S+Y	1	7	7	6	5	5	34.999377	NO
G405-M045	ychedy	LOCKED_PRIMARY	Y+CHD+Y	0	3	3	2	1	1	14.696988	NO
G405-M045	ychedy	ONE_EDIT_RIVAL	Y+CH+E+D_ADDR+Y	1	5	5	4	4	4	19.120070	NO
G405-M046	ydaraishy	LOCKED_PRIMARY	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	0	7	7	6	5	5	34.553063	NO
G405-M046	ydaraishy	ONE_EDIT_RIVAL	CH+OL+D_ADDR+LOCAL_CHAR_I+SH+Y	1	6	6	5	3	3	35.163718	NO
G405-M046	ydaraishy	ONE_EDIT_RIVAL	P+O+S+A_ADDR+LOCAL_CHAR_I+L+SH+Y	1	8	8	7	6	6	38.479666	NO
G405-M046	ydaraishy	ONE_EDIT_RIVAL	Y+CH+K+S+Y	1	5	5	4	3	3	26.485854	NO
G405-M046	ydaraishy	ONE_EDIT_RIVAL	Y+CH+O+CH+S+P+Y	1	7	7	6	5	5	35.198086	NO
G405-M047	ydoin	LOCKED_PRIMARY	Y+D_ADDR+O+IIN	0	4	4	3	3	3	19.075370	NO
G405-M047	ydoin	ONE_EDIT_RIVAL	Y+O+IIN	1	3	3	2	2	2	16.768548	NO
G405-M048	ytasal	LOCKED_PRIMARY	Y+T+A_ADDR+S+AL	0	5	5	4	3	3	24.100012	NO
G405-M048	ytasal	ONE_EDIT_RIVAL	Y+T+AIN+L	2	4	4	3	2	2	21.766886	NO
G405-M049	ytchdy	LOCKED_PRIMARY	Y+T+CHD+Y	0	4	4	3	3	3	14.514308	NO
G405-M049	ytchdy	ONE_EDIT_RIVAL	Y+T+Y	2	3	3	2	2	2	10.285229	NO
G405-M049	ytchdy	ONE_EDIT_RIVAL	Y+OT+CHD+DY	1	4	4	3	2	2	21.353168	NO
