view	page	physical_folio	anchor_locus	response_locus	anchor_surface	response_surface	anchor_pair_id	anchor_sign	response_pair_id	response_sign	direction	lag	lag_band	paragraph_relation	response_hit	anchor_page_group_index	response_page_group_index
PRIMARY	f115r	f115	f115r.11	f115r.11	cheo	chedy	SP11	CH	SP06	CH	backward	5	DISTAL	within_para	1	116	111
PRIMARY	f115r	f115	f115r.11	f115r.11	cheo	chol	SP11	CH	SP08	CH	backward	6	DISTAL	within_para	1	116	110
PRIMARY	f115r	f115	f115r.11	f115r.11	cheo	chedy	SP11	CH	SP06	CH	backward	7	DISTAL	within_para	1	116	109
PRIMARY	f115r	f115	f115r.15	f115r.15	cheo	chedy	SP11	CH	SP06	CH	forward	4	DISTAL	within_para	1	152	156
PRIMARY	f115r	f115	f115r.15	f115r.15	cheo	cheol	SP11	CH	SP09	CH	forward	8	DISTAL	within_para	1	152	160
PRIMARY	f115r	f115	f115r.28	f115r.27	cheo	chol	SP11	CH	SP08	CH	backward	2	NEAR	within_para	1	295	293
PRIMARY	f115r	f115	f115r.28	f115r.27	cheo	shey	SP11	CH	SP03	SH	backward	4	DISTAL	within_para	1	295	291
PRIMARY	f115v	f115	f115v.16	f115v.17	sheo	chey	SP11	SH	SP03	CH	forward	8	DISTAL	within_para	1	145	153
PRIMARY	f115v	f115	f115v.35	f115v.34	cheo	shedy	SP11	CH	SP06	SH	backward	6	DISTAL	within_para	1	315	309
PRIMARY	f116r	f116	f116r.2	f116r.2	cheor	shy	SP10	CH	SP02	SH	forward	4	DISTAL	within_para	1	11	15
