pair_id	prefix_character	prefix_surface	base_surface	base_initial	base_length	prefix_canonical_axes	base_canonical_axes	prefix_quality_stage_axes	base_quality_stage_axes	quality_stage_exactly_preserved	preparation_relation	axes_shared	axes_prefix_only	axes_base_only	prefix_clean_mode_support	prefix_clean_axis_occurrences	base_clean_mode_support	base_clean_axis_occurrences	prefix_reader_exact_occurrences	base_reader_exact_occurrences	prefix_reader_exact_pages	base_reader_exact_pages	prefix_mean_normalized_position	base_mean_normalized_position	raw_position_delta_prefix_minus_base	section_residual_position_delta_prefix_minus_base	line_first_delta_prefix_minus_base	line_last_delta_prefix_minus_base	paragraph_first_delta_prefix_minus_base	paragraph_last_delta_prefix_minus_base	paragraph_start_line_delta_prefix_minus_base	paragraph_end_line_delta_prefix_minus_base	direct_contacts	direct_contact_pages	prefix_then_base_contacts	base_then_prefix_contacts	contacts_per_1000_min_occurrences	literal_identity	confirmed_lexeme	component_export_credit
G751-C066	o	okchor	kchor	k	5	HOT|DRY|AMOUNT|MATERIAL|PREPARATION	HOT|DRY|AMOUNT|MATERIAL	HOT|DRY	HOT|DRY	1	PREFIX_ONLY	HOT|DRY|AMOUNT|MATERIAL	PREPARATION	NONE	12	12	18	18	12	18	11	18	0.391964	0.292130	0.099835	0.099303	-0.083333	0.111111	-0.111111	0.166667	-0.166667	0.194444	0	0	0	0	0.000000	OPEN	0	0
G751-C067	o	okchy	kchy	k	4	HOT|DRY|BEGIN_STAGE|PREPARATION	HOT|DRY|BEGIN_STAGE	HOT|DRY|BEGIN_STAGE	HOT|DRY|BEGIN_STAGE	1	PREFIX_ONLY	HOT|DRY|BEGIN_STAGE	PREPARATION	NONE	20	20	21	21	20	21	20	19	0.443956	0.538605	-0.094649	-0.090503	0.200000	0.152381	0.000000	0.050000	0.002381	-0.088095	1	1	1	0	50.000000	OPEN	0	0
G751-C068	o	okedy	kedy	k	4	HOT|MIDDLE_STAGE|PREPARATION	HOT|MIDDLE_STAGE|END_STAGE|CLOSE	HOT|MIDDLE_STAGE	HOT|MIDDLE_STAGE|END_STAGE	0	PREFIX_ONLY	HOT|MIDDLE_STAGE	PREPARATION	END_STAGE|CLOSE	1	1	16	16	47	16	26	12	0.491918	0.574251	-0.082334	-0.081036	0.000000	-0.019947	0.000000	0.042553	0.107713	0.045213	0	0	0	0	0.000000	OPEN	0	0
G751-C069	o	okeedy	keedy	k	5	HOT|END_STAGE|PREPARATION|CLOSE	HOT|END_STAGE|CLOSE	HOT|END_STAGE	HOT|END_STAGE	1	PREFIX_ONLY	HOT|END_STAGE|CLOSE	PREPARATION	NONE	49	49	22	22	49	22	29	16	0.544345	0.460783	0.083562	0.084093	0.020408	0.102041	0.000000	0.020408	-0.250464	0.097403	0	0	0	0	0.000000	OPEN	0	0
G751-C070	o	okeeol	keeol	k	5	HOT|END_STAGE|MATERIAL|PREPARATION	HOT|MATERIAL	HOT|END_STAGE	HOT	0	PREFIX_ONLY	HOT|MATERIAL	END_STAGE|PREPARATION	NONE	6	6	6	6	6	6	6	6	0.501762	0.527790	-0.026028	-0.018614	0.000000	-0.166667	0.000000	-0.166667	0.166667	-0.333333	0	0	0	0	0.000000	OPEN	0	0
G751-C071	o	okeey	keey	k	4	HOT|END_STAGE|PREPARATION	HOT|END_STAGE	HOT|END_STAGE	HOT|END_STAGE	1	PREFIX_ONLY	HOT|END_STAGE	PREPARATION	NONE	2	2	2	2	116	27	44	23	0.434417	0.477717	-0.043300	-0.045418	0.094828	0.025862	0.000000	0.017241	0.063857	-0.015326	1	1	1	0	37.037037	OPEN	0	0
G751-C072	o	okeol	keol	k	4	HOT|MIDDLE_STAGE|PREPARATION	HOT|MATERIAL	HOT|MIDDLE_STAGE	HOT	0	PREFIX_ONLY	HOT	MIDDLE_STAGE|PREPARATION	MATERIAL	41	41	16	16	41	16	24	14	0.505280	0.399811	0.105469	0.125184	-0.038110	0.059451	-0.062500	0.048780	-0.065549	0.010671	1	1	1	0	62.500000	OPEN	0	0
G751-C073	o	okeor	keor	k	4	HOT|MIDDLE_STAGE|AMOUNT|PREPARATION|PROCESS	HOT|AMOUNT|MATERIAL	HOT|MIDDLE_STAGE	HOT	0	PREFIX_ONLY	HOT|AMOUNT	MIDDLE_STAGE|PREPARATION|PROCESS	MATERIAL	13	13	5	5	13	5	10	5	0.543956	0.316667	0.227289	0.230703	-0.200000	0.076923	0.000000	0.076923	0.000000	0.307692	0	0	0	0	0.000000	OPEN	0	0
G751-C074	o	okey	key	k	3	HOT|MIDDLE_STAGE|PREPARATION	HOT|MIDDLE_STAGE	HOT|MIDDLE_STAGE	HOT|MIDDLE_STAGE	1	PREFIX_ONLY	HOT|MIDDLE_STAGE	PREPARATION	NONE	36	36	8	8	36	8	23	8	0.437294	0.466204	-0.028910	-0.029448	0.055556	0.083333	0.000000	0.000000	0.111111	-0.041667	0	0	0	0	0.000000	OPEN	0	0
G751-C075	o	okoldy	koldy	k	5	HOT|END_STAGE|MATERIAL|PREPARATION|CLOSE	HOT|END_STAGE|MATERIAL|CLOSE	HOT|END_STAGE	HOT|END_STAGE	1	PREFIX_ONLY	HOT|END_STAGE|MATERIAL|CLOSE	PREPARATION	NONE	4	4	2	2	4	2	4	2	0.656494	0.714286	-0.057792	-0.038010	0.000000	-0.250000	0.000000	0.000000	0.250000	0.000000	0	0	0	0	0.000000	OPEN	0	0
G751-C076	o	okshdy	kshdy	k	5	HOT|MOIST|BEGIN_STAGE|END_STAGE|PREPARATION|CLOSE	HOT|MOIST|BEGIN_STAGE|END_STAGE|CLOSE	HOT|MOIST|BEGIN_STAGE|END_STAGE	HOT|MOIST|BEGIN_STAGE|END_STAGE	1	PREFIX_ONLY	HOT|MOIST|BEGIN_STAGE|END_STAGE|CLOSE	PREPARATION	NONE	1	1	1	1	1	1	1	1	0.250000	0.750000	-0.500000	-0.509838	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0.000000	OPEN	0	0
G751-C077	o	okshedy	kshedy	k	6	HOT|MOIST|MIDDLE_STAGE|END_STAGE|PREPARATION|CLOSE	HOT|MOIST|MIDDLE_STAGE|END_STAGE|CLOSE	HOT|MOIST|MIDDLE_STAGE|END_STAGE	HOT|MOIST|MIDDLE_STAGE|END_STAGE	1	PREFIX_ONLY	HOT|MOIST|MIDDLE_STAGE|END_STAGE|CLOSE	PREPARATION	NONE	1	1	1	1	1	1	1	1	0.375000	0.375000	0.000000	-0.005364	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0.000000	OPEN	0	0
G751-C078	o	okshey	kshey	k	5	HOT|MOIST|MIDDLE_STAGE|PREPARATION	HOT|MOIST|MIDDLE_STAGE	HOT|MOIST|MIDDLE_STAGE	HOT|MOIST|MIDDLE_STAGE	1	PREFIX_ONLY	HOT|MOIST|MIDDLE_STAGE	PREPARATION	NONE	5	5	5	5	5	5	5	5	0.495873	0.361667	0.134206	0.142290	0.000000	0.000000	0.000000	0.000000	0.400000	0.000000	0	0	0	0	0.000000	OPEN	0	0
G751-C079	o	okshy	kshy	k	4	HOT|MOIST|BEGIN_STAGE|PREPARATION	HOT|MOIST|BEGIN_STAGE	HOT|MOIST|BEGIN_STAGE	HOT|MOIST|BEGIN_STAGE	1	PREFIX_ONLY	HOT|MOIST|BEGIN_STAGE	PREPARATION	NONE	9	9	3	3	9	3	9	2	0.442460	0.604798	-0.162338	-0.162781	0.222222	0.111111	0.000000	0.000000	0.222222	0.000000	0	0	0	0	0.000000	OPEN	0	0
G751-C080	o	oky	ky	k	2	HOT|BEGIN_STAGE|PREPARATION	HOT|BEGIN_STAGE	HOT|BEGIN_STAGE	HOT|BEGIN_STAGE	1	PREFIX_ONLY	HOT|BEGIN_STAGE	PREPARATION	NONE	2	2	12	12	80	12	62	12	0.626651	0.491582	0.135069	0.140922	0.050000	0.191667	0.000000	0.000000	-0.150000	0.062500	0	0	0	0	0.000000	OPEN	0	0
G751-C081	o	oor	or	o	2	AMOUNT|MATERIAL|PREPARATION	AMOUNT|MATERIAL	NONE	NONE	1	PREFIX_ONLY	AMOUNT|MATERIAL	PREPARATION	NONE	2	2	4	4	2	235	2	96	0.333333	0.436253	-0.102920	-0.109598	0.393617	-0.038298	0.000000	-0.004255	-0.106383	-0.114894	0	0	0	0	0.000000	OPEN	0	0
G751-C082	o	oshey	shey	s	4	MIDDLE_STAGE|PREPARATION	MOIST|MIDDLE_STAGE	MIDDLE_STAGE	MOIST|MIDDLE_STAGE	0	PREFIX_ONLY	MIDDLE_STAGE	PREPARATION	MOIST	4	4	1	1	4	179	4	69	0.448864	0.440805	0.008058	0.002324	0.233240	-0.055866	0.000000	-0.011173	0.015363	0.615922	0	0	0	0	0.000000	OPEN	0	0
G751-C083	o	otchal	tchal	t	5	COLD|DRY|BEGIN_STAGE|MATERIAL|PREPARATION	COLD|DRY|BEGIN_STAGE|MATERIAL	COLD|DRY|BEGIN_STAGE	COLD|DRY|BEGIN_STAGE	1	PREFIX_ONLY	COLD|DRY|BEGIN_STAGE|MATERIAL	PREPARATION	NONE	2	2	2	2	2	2	2	2	0.400000	0.250000	0.150000	0.144636	-0.500000	0.000000	-0.500000	0.000000	-0.500000	0.000000	0	0	0	0	0.000000	OPEN	0	0
G751-C084	o	otcheey	tcheey	t	6	COLD|DRY|END_STAGE|PREPARATION	COLD|DRY|END_STAGE	COLD|DRY|END_STAGE	COLD|DRY|END_STAGE	1	PREFIX_ONLY	COLD|DRY|END_STAGE	PREPARATION	NONE	2	2	6	6	2	6	2	6	0.875000	0.502778	0.372222	0.369905	-0.166667	0.333333	0.000000	0.333333	0.500000	0.166667	0	0	0	0	0.000000	OPEN	0	0
G751-C085	o	otcheor	tcheor	t	6	COLD|DRY|MIDDLE_STAGE|AMOUNT|PREPARATION|PROCESS	COLD|DRY|PART|MATERIAL	COLD|DRY|MIDDLE_STAGE	COLD|DRY	0	PREFIX_ONLY	COLD|DRY	MIDDLE_STAGE|AMOUNT|PREPARATION|PROCESS	PART|MATERIAL	2	2	3	3	2	3	2	3	0.583333	0.355556	0.227778	0.230760	-0.333333	0.000000	0.000000	0.000000	0.166667	0.000000	0	0	0	0	0.000000	OPEN	0	0
G751-C086	o	otcho	tcho	t	4	COLD|DRY|PREPARATION	COLD|DRY|PREPARATION	COLD|DRY	COLD|DRY	1	BOTH	COLD|DRY|PREPARATION	NONE	NONE	6	6	3	3	6	3	6	3	0.334722	0.325000	0.009722	0.013224	0.000000	0.000000	0.000000	0.000000	0.166667	-0.166667	0	0	0	0	0.000000	OPEN	0	0
G751-C087	o	otchol	tchol	t	5	COLD|DRY|MATERIAL|PREPARATION	COLD|DRY|MATERIAL	COLD|DRY	COLD|DRY	1	PREFIX_ONLY	COLD|DRY|MATERIAL	PREPARATION	NONE	24	24	11	11	24	11	22	10	0.392584	0.387266	0.005318	0.008898	-0.030303	0.000000	-0.363636	0.000000	-0.287879	0.083333	0	0	0	0	0.000000	OPEN	0	0
G751-C088	o	otchor	tchor	t	5	COLD|DRY|AMOUNT|MATERIAL|PREPARATION	COLD|DRY|AMOUNT|MATERIAL	COLD|DRY	COLD|DRY	1	PREFIX_ONLY	COLD|DRY|AMOUNT|MATERIAL	PREPARATION	NONE	16	16	17	17	16	17	14	15	0.356027	0.171662	0.184365	0.184196	-0.272059	0.062500	-0.294118	0.062500	-0.165441	0.062500	0	0	0	0	0.000000	OPEN	0	0
G751-C089	o	otedy	tedy	t	4	COLD|MIDDLE_STAGE|PREPARATION	COLD|MIDDLE_STAGE|END_STAGE|CLOSE	COLD|MIDDLE_STAGE	COLD|MIDDLE_STAGE|END_STAGE	0	PREFIX_ONLY	COLD|MIDDLE_STAGE	PREPARATION	END_STAGE|CLOSE	1	1	16	16	75	16	34	15	0.536082	0.457880	0.078202	0.077855	0.004167	0.066667	-0.049167	0.013333	0.115000	-0.045000	0	0	0	0	0.000000	OPEN	0	0
G751-C090	o	oteey	teey	t	4	COLD|END_STAGE|PREPARATION	COLD|END_STAGE	COLD|END_STAGE	COLD|END_STAGE	1	PREFIX_ONLY	COLD|END_STAGE	PREPARATION	NONE	90	90	14	14	90	14	40	10	0.521466	0.555908	-0.034442	-0.034217	0.006349	0.044444	0.000000	0.022222	0.034921	-0.020635	2	2	0	2	142.857143	OPEN	0	0
G751-C091	o	oteol	teol	t	4	COLD|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS	MIDDLE_STAGE|MATERIAL	COLD|MIDDLE_STAGE	MIDDLE_STAGE	0	PREFIX_ONLY	MIDDLE_STAGE|MATERIAL	COLD|PREPARATION|PROCESS	NONE	24	24	12	12	24	12	22	11	0.398864	0.403953	-0.005089	-0.003096	0.000000	0.125000	0.000000	0.041667	0.166667	0.000000	0	0	0	0	0.000000	OPEN	0	0
G751-C092	o	otey	tey	t	3	COLD|MIDDLE_STAGE|PREPARATION	COLD|MIDDLE_STAGE	COLD|MIDDLE_STAGE	COLD|MIDDLE_STAGE	1	PREFIX_ONLY	COLD|MIDDLE_STAGE	PREPARATION	NONE	38	38	7	7	38	7	25	7	0.626458	0.492630	0.133828	0.131496	0.000000	0.026316	0.000000	0.026316	0.236842	0.184211	0	0	0	0	0.000000	OPEN	0	0
G751-C093	o	otol	tol	t	3	COLD|PREPARATION	COLD	COLD	COLD	1	PREFIX_ONLY	COLD	PREPARATION	NONE	56	56	1	1	56	27	47	22	0.510047	0.230944	0.279102	0.279665	-0.467593	0.071429	-0.148148	0.017857	-0.043651	0.086640	0	0	0	0	0.000000	OPEN	0	0
G751-C094	o	otoldy	toldy	t	5	COLD|END_STAGE|PREPARATION|CLOSE	COLD|END_STAGE|MATERIAL|CLOSE	COLD|END_STAGE	COLD|END_STAGE	1	PREFIX_ONLY	COLD|END_STAGE|CLOSE	PREPARATION	MATERIAL	8	8	2	2	8	2	8	2	0.588632	0.615385	-0.026753	-0.014962	0.250000	0.000000	0.000000	-0.375000	0.125000	-0.375000	0	0	0	0	0.000000	OPEN	0	0
G751-C095	o	otor	tor	t	3	COLD|AMOUNT|MATERIAL|PREPARATION	COLD|AMOUNT|MATERIAL	COLD	COLD	1	PREFIX_ONLY	COLD|AMOUNT|MATERIAL	PREPARATION	NONE	24	24	12	12	24	12	22	12	0.469963	0.325911	0.144052	0.140438	-0.208333	-0.041667	-0.083333	0.000000	0.125000	-0.083333	0	0	0	0	0.000000	OPEN	0	0
G751-C096	o	otshdy	tshdy	t	5	COLD|MOIST|BEGIN_STAGE|END_STAGE|PREPARATION|CLOSE	COLD|MOIST|BEGIN_STAGE|END_STAGE|CLOSE	COLD|MOIST|BEGIN_STAGE|END_STAGE	COLD|MOIST|BEGIN_STAGE|END_STAGE	1	PREFIX_ONLY	COLD|MOIST|BEGIN_STAGE|END_STAGE|CLOSE	PREPARATION	NONE	2	2	3	3	2	3	2	3	0.479167	0.242424	0.236742	0.242106	-0.666667	0.000000	-0.666667	0.000000	0.333333	0.000000	0	0	0	0	0.000000	OPEN	0	0
G751-C097	o	otshedy	tshedy	t	6	COLD|MOIST|MIDDLE_STAGE|END_STAGE|PREPARATION|CLOSE	COLD|MOIST|MIDDLE_STAGE|END_STAGE|CLOSE	COLD|MOIST|MIDDLE_STAGE|END_STAGE	COLD|MOIST|MIDDLE_STAGE|END_STAGE	1	PREFIX_ONLY	COLD|MOIST|MIDDLE_STAGE|END_STAGE|CLOSE	PREPARATION	NONE	4	4	5	5	4	5	4	4	0.831818	0.080000	0.751818	0.748375	-0.800000	0.500000	-0.400000	0.250000	-0.100000	0.250000	0	0	0	0	0.000000	OPEN	0	0
G751-C098	o	otshy	tshy	t	4	COLD|MOIST|BEGIN_STAGE|PREPARATION	COLD|MOIST|BEGIN_STAGE	COLD|MOIST|BEGIN_STAGE	COLD|MOIST|BEGIN_STAGE	1	PREFIX_ONLY	COLD|MOIST|BEGIN_STAGE	PREPARATION	NONE	4	4	2	2	4	2	4	2	0.260417	0.342857	-0.082440	-0.082440	0.250000	0.000000	0.000000	0.000000	-0.250000	0.250000	0	0	0	0	0.000000	OPEN	0	0
G751-C099	s	sols	ols	o	3	END_STAGE|CLOSE	MATERIAL	END_STAGE	NONE	0	NEITHER	NONE	END_STAGE|CLOSE	MATERIAL	2	2	12	12	2	12	2	12	0.250000	0.745370	-0.495370	-0.502076	0.500000	-0.416667	0.000000	0.000000	0.333333	-0.166667	0	0	0	0	0.000000	OPEN	0	0
G751-C100	t	tar	ar	a	2	COLD|PART|MATERIAL	PART|MATERIAL	COLD	NONE	0	NEITHER	PART|MATERIAL	COLD	NONE	2	2	2	2	33	242	28	78	0.392943	0.544503	-0.151560	-0.150044	0.389807	-0.013774	0.090909	0.000000	-0.005510	0.027548	2	2	2	0	60.606061	OPEN	0	0
G751-C101	t	taral	aral	a	4	COLD|PART|MATERIAL	PART|MATERIAL	COLD	NONE	0	NEITHER	PART|MATERIAL	COLD	NONE	2	2	8	8	2	8	2	7	0.500000	0.727399	-0.227399	-0.213482	0.500000	0.000000	0.000000	0.000000	-0.250000	0.500000	0	0	0	0	0.000000	OPEN	0	0
G751-C102	t	tchal	chal	c	4	COLD|DRY|BEGIN_STAGE|MATERIAL	DRY|BEGIN_STAGE|MATERIAL	COLD|DRY|BEGIN_STAGE	DRY|BEGIN_STAGE	0	NEITHER	DRY|BEGIN_STAGE|MATERIAL	COLD	NONE	2	2	2	2	2	35	2	20	0.250000	0.575783	-0.325783	-0.320175	0.500000	-0.171429	0.500000	-0.057143	0.885714	-0.142857	0	0	0	0	0.000000	OPEN	0	0
G751-C103	t	tcheey	cheey	c	5	COLD|DRY|END_STAGE	DRY|END_STAGE	COLD|DRY|END_STAGE	DRY|END_STAGE	0	NEITHER	DRY|END_STAGE	COLD	NONE	6	6	4	4	6	137	6	59	0.502778	0.433368	0.069410	0.067038	0.152068	0.130170	0.000000	0.144769	-0.051095	0.136253	1	1	0	1	166.666667	OPEN	0	0
G751-C104	t	tcheody	cheody	c	6	COLD|DRY|MIDDLE_STAGE|PROCESS	DRY	COLD|DRY|MIDDLE_STAGE	DRY	0	NEITHER	DRY	COLD|MIDDLE_STAGE|PROCESS	NONE	1	1	2	2	5	54	5	35	0.233333	0.602126	-0.368792	-0.381530	0.381481	-0.203704	0.000000	-0.111111	0.251852	-0.259259	0	0	0	0	0.000000	OPEN	0	0
G751-C105	t	tcheor	cheor	c	5	COLD|DRY|PART|MATERIAL	DRY|PART|MATERIAL	COLD|DRY	DRY	0	NEITHER	DRY|PART|MATERIAL	COLD	NONE	3	3	56	56	3	56	3	38	0.355556	0.417690	-0.062134	-0.074277	0.297619	-0.035714	0.000000	-0.017857	0.208333	-0.285714	0	0	0	0	0.000000	OPEN	0	0
G751-C106	t	tchey	chey	c	4	COLD|DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	COLD|DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	0	NEITHER	DRY|MIDDLE_STAGE	COLD	NONE	16	16	3	3	16	282	15	92	0.486632	0.448449	0.038183	0.035985	0.107270	0.002216	0.000000	0.030585	0.304078	-0.066489	0	0	0	0	0.000000	OPEN	0	0
G751-C107	t	tcho	cho	c	3	COLD|DRY|PREPARATION	DRY|PREPARATION	COLD|DRY	DRY	0	BOTH	DRY|PREPARATION	COLD	NONE	3	3	45	45	3	45	3	33	0.325000	0.443631	-0.118631	-0.120702	0.311111	-0.022222	0.000000	0.000000	-0.111111	0.200000	0	0	0	0	0.000000	OPEN	0	0
G751-C108	t	tchoky	choky	c	5	HOT|DRY|PREPARATION	HOT|DRY|BEGIN_STAGE|PREPARATION	HOT|DRY	HOT|DRY|BEGIN_STAGE	0	BOTH	HOT|DRY|PREPARATION	NONE	BEGIN_STAGE	2	2	30	30	2	30	2	26	0.000000	0.610570	-0.610570	-0.618544	0.966667	-0.200000	1.000000	0.000000	0.900000	-0.100000	0	0	0	0	0.000000	OPEN	0	0
G751-C109	t	tchol	chol	c	4	COLD|DRY|MATERIAL	DRY	COLD|DRY	DRY	0	NEITHER	DRY	COLD|MATERIAL	NONE	11	11	6	6	11	303	10	121	0.387266	0.422209	-0.034943	-0.040043	0.310831	-0.016502	0.363636	-0.009901	0.408341	-0.148515	1	1	1	0	90.909091	OPEN	0	0
G751-C110	t	tchor	chor	c	4	COLD|DRY|AMOUNT|MATERIAL	PART	COLD|DRY	NONE	0	NEITHER	NONE	COLD|DRY|AMOUNT|MATERIAL	PART	17	17	2	2	17	176	15	94	0.171662	0.408564	-0.236902	-0.237406	0.590241	-0.028409	0.294118	-0.017045	0.210896	-0.153409	1	1	1	0	58.823529	OPEN	0	0
G751-C111	t	tchy	chy	c	3	COLD|DRY|BEGIN_STAGE	DRY|BEGIN_STAGE	COLD|DRY|BEGIN_STAGE	DRY|BEGIN_STAGE	0	NEITHER	DRY|BEGIN_STAGE	COLD	NONE	15	15	2	2	15	114	13	74	0.480767	0.506829	-0.026061	-0.027108	0.049123	-0.029825	0.066667	-0.017544	0.236842	-0.047368	0	0	0	0	0.000000	OPEN	0	0
G751-C112	t	tody	ody	o	3	COLD|END_STAGE|PREPARATION|CLOSE	END_STAGE|PREPARATION|CLOSE	COLD|END_STAGE	END_STAGE	0	BOTH	END_STAGE|PREPARATION|CLOSE	COLD	NONE	4	4	26	26	4	26	4	21	0.667322	0.656964	0.010358	0.010556	-0.038462	-0.307692	0.000000	0.000000	0.134615	-0.076923	0	0	0	0	0.000000	OPEN	0	0
G751-C113	t	toiin	oiin	o	4	COLD|PREPARATION	PREPARATION	COLD	NONE	0	BOTH	PREPARATION	COLD	NONE	2	2	15	15	2	15	2	12	0.000000	0.367574	-0.367574	-0.351501	1.000000	0.000000	0.000000	0.000000	-0.133333	-0.133333	0	0	0	0	0.000000	OPEN	0	0
G751-C114	t	toldy	oldy	o	4	COLD|END_STAGE|MATERIAL|CLOSE	END_STAGE|CLOSE	COLD|END_STAGE	END_STAGE	0	NEITHER	END_STAGE|CLOSE	COLD|MATERIAL	NONE	2	2	17	17	2	17	2	12	0.615385	0.729336	-0.113952	-0.129296	-0.117647	-0.029412	0.000000	0.441176	-0.058824	0.382353	0	0	0	0	0.000000	OPEN	0	0
G751-C115	t	tolkain	olkain	o	6	HOT|LEVEL_II|MATERIAL	HOT|LEVEL_II|MATERIAL	HOT	HOT	1	NEITHER	HOT|LEVEL_II|MATERIAL	NONE	NONE	2	2	30	30	2	30	2	13	0.444444	0.539679	-0.095234	-0.096396	0.466667	-0.066667	0.000000	0.000000	-0.066667	-0.200000	0	0	0	0	0.000000	OPEN	0	0
G751-C116	t	tor	or	o	2	COLD|AMOUNT|MATERIAL	AMOUNT|MATERIAL	COLD	NONE	0	NEITHER	AMOUNT|MATERIAL	COLD	NONE	12	12	4	4	12	235	12	96	0.325911	0.436253	-0.110342	-0.111375	0.226950	0.045035	0.083333	-0.004255	0.060284	-0.031560	2	2	2	0	166.666667	OPEN	0	0
G751-C117	t	tshdy	shdy	s	4	COLD|MOIST|BEGIN_STAGE|END_STAGE|CLOSE	MOIST|BEGIN_STAGE	COLD|MOIST|BEGIN_STAGE|END_STAGE	MOIST|BEGIN_STAGE	0	NEITHER	MOIST|BEGIN_STAGE	COLD|END_STAGE|CLOSE	NONE	3	3	1	1	3	25	3	18	0.242424	0.486412	-0.243988	-0.249674	0.586667	-0.040000	0.666667	-0.040000	0.346667	-0.240000	1	1	1	0	333.333333	OPEN	0	0
G751-C118	t	tshedy	shedy	s	5	COLD|MOIST|MIDDLE_STAGE|END_STAGE|CLOSE	MOIST|MIDDLE_STAGE	COLD|MOIST|MIDDLE_STAGE|END_STAGE	MOIST|MIDDLE_STAGE	0	NEITHER	MOIST|MIDDLE_STAGE	COLD|END_STAGE|CLOSE	NONE	5	5	2	2	5	219	4	58	0.080000	0.467110	-0.387110	-0.389024	0.786301	-0.050228	0.400000	-0.031963	0.348858	-0.109589	0	0	0	0	0.000000	OPEN	0	0
G751-C119	t	tshoiin	shoiin	s	6	COLD|MOIST|PREPARATION	MOIST|PREPARATION	COLD|MOIST	MOIST	0	BOTH	MOIST|PREPARATION	COLD	NONE	1	1	6	6	1	6	1	5	0.000000	0.223016	-0.223016	-0.226518	0.500000	0.000000	1.000000	0.000000	0.666667	-0.166667	0	0	0	0	0.000000	OPEN	0	0
G751-C120	y	yched	ched	c	4	DRY|MIDDLE_STAGE	DRY|END_STAGE|CLOSE	DRY|MIDDLE_STAGE	DRY|END_STAGE	0	NEITHER	DRY	MIDDLE_STAGE	END_STAGE|CLOSE	2	2	10	10	2	10	2	10	0.000000	0.563106	-0.563106	-0.563151	1.000000	0.000000	0.000000	0.000000	-0.100000	0.200000	0	0	0	0	0.000000	OPEN	0	0
G751-C121	y	ychedy	chedy	c	5	DRY|MIDDLE_STAGE|END_STAGE|CLOSE	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE|END_STAGE	DRY|MIDDLE_STAGE	0	NEITHER	DRY|MIDDLE_STAGE	END_STAGE|CLOSE	NONE	1	1	1	1	8	296	7	63	0.219792	0.536387	-0.316595	-0.313397	0.604730	-0.070946	0.000000	-0.020270	-0.108108	0.510135	0	0	0	0	0.000000	OPEN	0	0
G751-C122	y	ycheedy	cheedy	c	6	DRY|END_STAGE|PROCESS	DRY|END_STAGE|CLOSE	DRY|END_STAGE	DRY|END_STAGE	1	NEITHER	DRY|END_STAGE	PROCESS	CLOSE	1	1	39	39	4	39	4	22	0.207143	0.546873	-0.339730	-0.345543	0.500000	-0.025641	0.000000	-0.025641	-0.102564	0.346154	0	0	0	0	0.000000	OPEN	0	0
G751-C123	y	ycheey	cheey	c	5	DRY|END_STAGE	DRY|END_STAGE	DRY|END_STAGE	DRY|END_STAGE	1	NEITHER	DRY|END_STAGE	NONE	NONE	17	17	4	4	17	137	15	59	0.071429	0.433368	-0.361939	-0.363828	0.867754	0.022327	0.058824	0.036926	0.007729	-0.079433	0	0	0	0	0.000000	OPEN	0	0
G751-C124	y	ycheo	cheo	c	4	DRY|PREPARATION	DRY|PREPARATION	DRY	DRY	1	BOTH	DRY|PREPARATION	NONE	NONE	7	7	36	36	7	36	6	25	0.095238	0.431102	-0.335864	-0.332069	0.829365	0.000000	0.000000	0.000000	-0.166667	0.063492	0	0	0	0	0.000000	OPEN	0	0
G751-C125	y	ycheoky	cheoky	c	6	HOT|DRY|MIDDLE_STAGE|PREPARATION	HOT|DRY|BEGIN_STAGE|PREPARATION	HOT|DRY|MIDDLE_STAGE	HOT|DRY|BEGIN_STAGE	0	BOTH	HOT|DRY|PREPARATION	MIDDLE_STAGE	BEGIN_STAGE	2	2	6	6	2	6	2	6	0.000000	0.355489	-0.355489	-0.355974	1.000000	0.000000	0.000000	0.000000	0.000000	-0.166667	0	0	0	0	0.000000	OPEN	0	0
G751-C126	y	ycheor	cheor	c	5	DRY|MIDDLE_STAGE|AMOUNT	DRY|PART|MATERIAL	DRY|MIDDLE_STAGE	DRY	0	NEITHER	DRY	MIDDLE_STAGE|AMOUNT	PART|MATERIAL	6	6	56	56	6	56	5	38	0.018519	0.417690	-0.399171	-0.409077	0.797619	-0.035714	0.166667	-0.017857	0.041667	0.214286	0	0	0	0	0.000000	OPEN	0	0
G751-C127	y	ychey	chey	c	4	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	1	NEITHER	DRY|MIDDLE_STAGE	NONE	NONE	11	11	3	3	11	282	11	92	0.252525	0.448449	-0.195924	-0.192603	0.618633	0.030625	0.000000	-0.031915	-0.070922	-0.009671	1	1	1	0	90.909091	OPEN	0	0
