page	locus	token_ordinal	surface	v62_token_gloss_de	v63_main_token_gloss_de	focus_family	cth_family	renderer_rule_id	renderer_changed	selected_head_de	live_rivals_de	provenance_tier	apparatus_note_de	upstream_source_match	upstream_source_records	upstream_source_experiments	upstream_source_artifacts	upstream_source_glosses_de	productive_initial_head	upstream_card_status
f107r	f107r.2	7	aiin	Menge III	Menge III	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Menge III	NONE	EXPORTED
f107r	f107r.2	8	cheockhy	trocken angesetztes Arzneikompositum am Gradanfang	trocken angesetztes Arzneikompositum am Gradanfang	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f107r	f107r.2	9	olkeey	Holzdrogenansatz vollständig erhitzt	Holzansatz vollständig erhitzt	NONE	0	N066	1	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f107r	f107r.2	10	qotain	kalt im qo-Rahmen, Grad II	kalter Ansatz, Grad II	RAHMEN	0	N014	1	Ansatz	Zubereitung|Arbeitsgang|Bad	STRUCTURAL_FRAME_WITH_CONTENT	qo-Rahmen ist Parserjargon; q bleibt als struktureller Selektor nur im Apparat.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f107r	f107r.2	11	chey	trocken in der Mitte des Grades	trocken in der Mitte des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f107r	f107r.2	12	qeeey	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f107r	f107r.2	13	lor	Holzportion	Holzportion	NONE	0	N050	0	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus or=Portion.	EXACT_GLOSS	1	GDT635	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/CONCRETE_FOUR_HEAD_PARADIGMS.tsv	Holzportion	l	EXPORTED
f107r	f107r.40	1	lolkaiin	Holzstoff, heiß auf Stufe III	Holzstoff, heiß auf Stufe III	NONE	0	N049	0	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus Stoff-/Wärmekörper.	HEAD_ONLY	0	NONE	NONE	NONE	l	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f107r	f107r.40	2	chey	trocken in der Mitte des Grades	trocken in der Mitte des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f107r	f107r.40	3	qokaiin	heiß, Grad III	heiß, Grad III	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	heiß, Grad III	NONE	EXPORTED
f107r	f107r.40	4	chal	Rohstoffklasse I, trocken am Gradanfang	Rohstoffklasse I, trocken am Gradanfang	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f107r	f107r.40	5	aiin	Menge III	Menge III	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Menge III	NONE	EXPORTED
f107r	f107r.40	6	okaiin	heiß, Grad III, im Ansatzrahmen	heißer Ansatz, Grad III	RAHMEN	0	N018	1	Ansatz	Zubereitung	STRUCTURAL_FRAME_WITH_CONTENT	Ansatzrahmen ist ein Analysegerüst, kein gesprochenes Nomen.	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	heiß, Grad III, im Ansatzrahmen	NONE	EXPORTED
f107r	f107r.40	7	olkar	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Holzfraktion im Ansatz	HOLZBINDUNG	0	N012	1	Holz	Drogenholz|Holzstoff|Auszug	PROVISIONAL_LOCAL_SCOPE_HEAD	HOLZBINDUNG_OFFEN wird explorativ als getragener Holzkopf konkretisiert; der Scope-Tag selbst wird nicht vorgelesen.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f107r	f107r.40	8	otair	zweite kalte Drogenfraktion im Ansatz	zweite kalte Drogenfraktion im Ansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f107r	f107r.40	9	okal	Rohstoffklasse I im Ansatz, heiß am Gradanfang	Rohstoffklasse I im Ansatz, heiß am Gradanfang	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f107r	f107r.40	10	okal	Rohstoffklasse I im Ansatz, heiß am Gradanfang	Rohstoffklasse I im Ansatz, heiß am Gradanfang	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f10r	f10r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	Eine abgemessene Portion bis zur Mittelstufe trocknen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f10r	f10r.2	2	cthoor	eine Portion Blatt- oder Krautansatz	eine Portion Krautansatz	NONE	1	N006	1	Krautansatz	Blattansatz	LOCAL_CTH_FAMILY	CTH-Familie wird konkret als Kraut gelesen; Blatt bleibt Rivale.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f10r	f10r.2	3	char	Trockenfraktion I	Trockenfraktion I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f10r	f10r.2	4	chty	trocken-kalt am Gradanfang	trocken-kalt am Gradanfang	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f10r	f10r.2	5	os	Ansatzcharge	Ansatzcharge	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f10r	f10r.2	6	chair	zweite Trockenfraktion	zweite Trockenfraktion	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f10r	f10r.2	7	otytchol	nachgekühlter Trockenstoff im Ansatz	nachgekühlter Trockenstoff im Ansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f10r	f10r.2	8	oky	heißer Ansatz am Anfang des Grades	heißer Ansatz am Anfang des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f10r	f10r.2	9	daiin	Qualitätsgrad III des erhitzten Ansatzes	Qualitätsgrad III des erhitzten Ansatzes	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Grad- oder Maßwert III	NONE	EXPORTED
f10r	f10r.2	10	etyd	bis Mittelstufe gekühlter Ansatz, abgeschlossen	bis Mittelstufe gekühlter Ansatz, abgeschlossen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f112r	f112r.36	1	sain	Saatgut, Typ/Charge II	Samen, Charge II	NONE	0	N021	1	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen/Samen ist Hauptwahl; historische s-Rivalen bleiben im Apparat.	HEAD_ONLY	0	NONE	NONE	NONE	s	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f112r	f112r.36	2	ol	Grundansatz	Grundansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	NONE	EXPORTED
f112r	f112r.36	3	checkhy	trockenes Arzneikompositum am Gradanfang	trockenes Arzneikompositum am Gradanfang	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f112r	f112r.36	4	olchain	Holzdrogenansatz, trocken auf Stufe II	Holzansatz, trocken auf Stufe II	NONE	0	N059	1	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz; keine freie interne l-Regel.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f112r	f112r.36	5	okeey	heißer Ansatz am Ende des Grades	heißer Ansatz am Ende des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f112r	f112r.36	6	olam	ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	ein Maß Holz	HOLZBINDUNG	0	N013	1	Holz	Drogenholz|Holzstoff|Auszug	PROVISIONAL_LOCAL_SCOPE_HEAD	HOLZBINDUNG_OFFEN wird explorativ als getragener Holzkopf konkretisiert; Slash und Scope-Tag verschwinden aus dem Haupttext.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f112v	f112v.10	1	dain	Feuchtgrad II	Feuchtgrad II	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f112v	f112v.10	2	sheey	feucht am Ende des Grades	feucht am Ende des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	feucht, Bindungsstufe II	NONE	EXPORTED
f112v	f112v.10	3	okchedy	heiß-trockener Ansatz, Mittelstufe erreicht	heiß-trockener Ansatz, Mittelstufe erreicht	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f112v	f112v.10	4	oror	zwei Portionen	zwei Portionen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f113v	f113v.12	1	solchedy	bis zur Mittelstufe fertig getrockneter Saatgutansatz	bis zur Mittelstufe fertig getrockneter Samenansatz	NONE	0	N035	1	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen plus Zubereitungs- und Trockenresultat.	EXACT_SURFACE_ONLY	1	GDT636	experiments/yolo/gdt636_residual_four_head_semantics/artifacts/RESIDUAL_76_FORM_GRID.tsv	getrockneter Samen/Saatgutstoff/-ansatz	s	EXPORTED
f113v	f113v.12	2	otsheody	fertiger kalt angefeuchteter Ansatz	fertiger kalt angefeuchteter Ansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f113v	f113v.12	3	arl	erste Holzdrogenfraktion	erste Holzfraktion	NONE	0	N058	1	Holz	Drogenfraktion	BOUNDED_L_HEAD	Lokale gebundene Holzlesung; keine freie interne l-Regel.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f113v	f113v.12	4	olchey	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzansatz, bis Mittelstufe getrocknet	NONE	0	N061	1	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f113v	f113v.12	5	oror	zwei Portionen	zwei Portionen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f113v	f113v.17	1	saraiin	drei Teile der ersten Samenfraktion	drei Teile der ersten Samenfraktion	NONE	0	N034	0	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen plus Fraktionskörper und sichtbarer Wert.	HEAD_ONLY	0	NONE	NONE	NONE	s	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f113v	f113v.17	2	shedy	mittlere Feuchtstufe erreicht	mittlere Feuchtstufe erreicht	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f113v	f113v.17	3	lcheey	Drogenholz, trocken gebunden, Form II	trocken gebundenes Holz, Form II	NONE	0	N041	1	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus Trocken-/Formkörper.	EXACT_GLOSS	1	GDT636	experiments/yolo/gdt636_residual_four_head_semantics/artifacts/RESIDUAL_76_FORM_GRID.tsv	Drogenholz, trocken gebunden, Form II	l	EXPORTED
f113v	f113v.17	4	olkar	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Holzfraktion im Ansatz	HOLZBINDUNG	0	N012	1	Holz	Drogenholz|Holzstoff|Auszug	PROVISIONAL_LOCAL_SCOPE_HEAD	HOLZBINDUNG_OFFEN wird explorativ als getragener Holzkopf konkretisiert; der Scope-Tag selbst wird nicht vorgelesen.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f113v	f113v.17	5	okaiin	heiß, Grad III, im Ansatzrahmen	heißer Ansatz, Grad III	RAHMEN	0	N018	1	Ansatz	Zubereitung	STRUCTURAL_FRAME_WITH_CONTENT	Ansatzrahmen ist ein Analysegerüst, kein gesprochenes Nomen.	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	heiß, Grad III, im Ansatzrahmen	NONE	EXPORTED
f113v	f113v.17	6	cthororaiin	drei Portionen Blatt- oder Krautdroge	drei Portionen Krautdroge	NONE	1	N007	1	Krautdroge	Blattdroge	LOCAL_CTH_FAMILY	CTH-Familie wird konkret als Kraut gelesen; Blatt bleibt Rivale.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f113v	f113v.17	7	yteeeor	hiervon eine Portion bis zur letzten Stufe abkühlen	hiervon eine Portion bis zur letzten Stufe abkühlen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f113v	f113v.3	1	sar	Samenfraktion I	erste Samenfraktion	NONE	0	N033	1	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen plus Fraktionskörper I.	EXACT_GLOSS	1	GDT636	experiments/yolo/gdt636_residual_four_head_semantics/artifacts/RESIDUAL_76_FORM_GRID.tsv	Samenfraktion I	s	EXPORTED
f113v	f113v.3	2	aiin	Menge III	Menge III	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Menge III	NONE	EXPORTED
f113v	f113v.3	3	chotar	erste Fraktion des abgekühlten Trockenansatzes	erste Fraktion des abgekühlten Trockenansatzes	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f113v	f113v.3	4	okeeodar	erste abgemessene Fraktion des vollständig erhitzten Ansatzes	erste abgemessene Fraktion des vollständig erhitzten Ansatzes	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f113v	f113v.3	5	qokain	heiß, Grad II	heiß, Grad II	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	heiß, Grad II	NONE	EXPORTED
f113v	f113v.3	6	olol	Holzdrogen-Grundansatz	Holz-Grundansatz	NONE	0	N067	1	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f113v	f113v.3	7	olam	ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	ein Maß Holz	HOLZBINDUNG	0	N013	1	Holz	Drogenholz|Holzstoff|Auszug	PROVISIONAL_LOCAL_SCOPE_HEAD	HOLZBINDUNG_OFFEN wird explorativ als getragener Holzkopf konkretisiert; Slash und Scope-Tag verschwinden aus dem Haupttext.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114r	f114r.24	1	tchedaiin	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114r	f114r.24	2	oldal	abgemessener Drogenrohstoff I	abgemessener Drogenrohstoff I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114r	f114r.24	3	chor	Pflanzen-/Reproduktionsteil	Pflanzenteil	NONE	0	N003	1	Pflanzenteil	Blütenteil|Fruchtteil	LOCAL_LEARNED_WHOLE	chor erhält eine kurze konkrete Hauptwahl; keine komplexe Metabedeutung wird vorgelesen.	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Pflanzen-/Reproduktionsteil	NONE	EXPORTED
f114r	f114r.24	4	chpcheey	nachgetrocknetes Pulver, Form II	nachgetrocknetes Pulver, Form II	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114r	f114r.24	5	chcphey	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114r	f114r.24	6	cphochy	leicht angetrocknetes Arzneikompositum im Ansatz	leicht angetrocknetes Arzneikompositum im Ansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114r	f114r.24	7	chos	eine Charge Trockenansatz	eine Charge Trockenansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114r	f114r.24	8	aiir	Drogenfraktion III	Drogenfraktion III	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114r	f114r.24	9	chty	trocken-kalt am Gradanfang	trocken-kalt am Gradanfang	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114r	f114r.24	10	chopo	Pulverzubereitung aus Trockenansatz	Pulverzubereitung aus Trockenansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114r	f114r.24	11	sair	Samenfraktion II	zweite Samenfraktion	NONE	0	N031	1	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen plus Fraktionskörper II.	EXACT_GLOSS	1	GDT636	experiments/yolo/gdt636_residual_four_head_semantics/artifacts/RESIDUAL_76_FORM_GRID.tsv	Samenfraktion II	s	EXPORTED
f114r	f114r.24	12	cphy	Arzneikompositum in Grundform	Arzneikompositum in Grundform	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114r	f114r.24	13	dair	abgemessene Fraktion II	abgemessene Fraktion II	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f114r	f114r.26	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	hiervon drei Dosen des zweiten Trockenansatzes abmessen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
