page	locus	section	language	hand	token_count	zl3b_line	v62_practical_translation_de	v63_main_translation_de	v63_changed_token_positions	v63_noun_occurrences	v63_apparatus_entries	v63_compact_apparatus_de	v63_status
f49r	f49r.16	H	A	1	4	qocho cheey dchey qotchody	Trockenansatz nehmen; trocken am Ende des Grades; fertige abgemessene Mittelstufen-Trockenportion; abkühlen, bis zur Mittelstufe trocknen und neu ansetzen.	Trockenansatz nehmen; trocken am Ende des Grades; fertige abgemessene Mittelstufen-Trockenportion; abkühlen, bis zur Mittelstufe trocknen und neu ansetzen.	0	5	0	NONE	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f56r	f56r.6	H	A	1	6	ykcho dy dchey keey daiin y	Hieraus einen heiß-trockenen Ansatz bereiten; fertige abgemessene Mittelstufen-Trockenportion; heiß am Ende des Grades; Qualitätsgrad III des heißen Endzustands.	Hieraus einen heiß-trockenen Ansatz bereiten; fertige abgemessene Mittelstufen-Trockenportion; heiß am Ende des Grades; Qualitätsgrad III des heißen Endzustands.	0	6	0	NONE	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f75r	f75r.3	B	B	2	9	qokain chal orchey qey kain sheeky ltain olkar or	Heiß, Grad II; Rohstoffklasse I, trocken am Gradanfang; eine Portion bis zur Mittelstufe getrocknete Droge; die vorstehende Mittelstufenportion anschließend nehmen; heiß, Grad II; vollständig einweichen, erhitzen und abschließen; Holzdroge, kalt auf Stufe II; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; Drogenportion.	Heiß, Grad II; Rohstoffklasse I, trocken am Gradanfang; eine Portion bis zur Mittelstufe getrocknete Droge; die vorstehende Mittelstufenportion anschließend nehmen; heiß, Grad II; vollständig einweichen, erhitzen und abschließen; Holz, kalt auf Stufe II; erste erhitzte Holzfraktion im Ansatz; Drogenportion.	2	13	2	#7 ltain: Holz [Rivalen: Auszug|Flüssigkeit; PRODUCTIVE_INITIAL_HEAD] || #8 olkar: Holz [Rivalen: Drogenholz|Holzstoff|Auszug; PROVISIONAL_LOCAL_SCOPE_HEAD]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f76v	f76v.10	B	B	2	10	cphdor shedal qopchdy dshedy shedy tchedy lsheetal shecphy daiin dy	Eine Portion Arzneikompositum abmessen; feuchte abgemessene Rohstoffmenge I in der Gradmitte; fertig getrocknetes Pulver nehmen; bis zur Mittelstufe angefeuchtete Drogenportion; mittlere Feuchtstufe erreicht; kalt-trockene Mittelstufe erreicht; Rohholzdroge I, vollständig eingeweicht und kaltgestellt; bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum; drei Portionen des eingeweichten Arzneikompositums.	Eine Portion Arzneikompositum abmessen; feuchte abgemessene Rohstoffmenge I in der Gradmitte; fertig getrocknetes Pulver nehmen; bis zur Mittelstufe angefeuchtete Drogenportion; mittlere Feuchtstufe erreicht; kalt-trockene Mittelstufe erreicht; Rohholz I, vollständig eingeweicht und kaltgestellt; bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum; drei Portionen des eingeweichten Arzneikompositums.	1	14	1	#7 lsheetal: Holz [Rivalen: Auszug|Flüssigkeit; PRODUCTIVE_INITIAL_HEAD]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f77r	f77r.38	B	B	2	9	pol shedy qoeedy qokaiin chcphey qol ltaiin shedy qol	Pulverstoff; mittlere Feuchtstufe erreicht; nimm die Endportion hinzu; heiß, Grad III; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; Drogenstoff zugeben; Holzdroge, kalt auf Stufe III; mittlere Feuchtstufe erreicht; Drogenstoff zugeben.	Pulverstoff; mittlere Feuchtstufe erreicht; nimm die Endportion hinzu; heiß, Grad III; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; Drogenstoff zugeben; Holz, kalt auf Stufe III; mittlere Feuchtstufe erreicht; Drogenstoff zugeben.	1	11	2	#1 pol: Pulver [Rivalen: Trank|Pille; PRODUCTIVE_INITIAL_HEAD] || #7 ltaiin: Holz [Rivalen: Auszug|Flüssigkeit; PRODUCTIVE_INITIAL_HEAD]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f77v	f77v.7	B	B	2	11	olshedy qolsheedy qy rr ycheedy okedy lshedy chs shdal chedy qolky	Bis zur Mittelstufe eingeweichte Drogenbasis, abgeschlossen; vollständig eingeweichten Drogenstoff zugeben und abschließen; hiervon nehmen; getrocknete Wurzeldroge; hiervon bis zur Endstufe trocknen; heißer Ansatz, Mittelstufe erreicht; vollständig eingeweichtes Drogenholz, Form I; Trockengut, Grundform; feuchte abgemessene Rohstoffmenge I am Gradanfang; mittlere Trockenstufe erreicht; leicht erhitzten Drogenstoff hinzugeben.	Bis zur Mittelstufe eingeweichte Drogenbasis, abgeschlossen; vollständig eingeweichten Drogenstoff zugeben und abschließen; hiervon nehmen; getrocknete Wurzel; hiervon bis zur Endstufe trocknen; heißer Ansatz, Mittelstufe erreicht; vollständig eingeweichtes Holz, Form I; Trockengut, Grundform; feuchte abgemessene Rohstoffmenge I am Gradanfang; mittlere Trockenstufe erreicht; leicht erhitzten Drogenstoff hinzugeben.	2	15	2	#4 rr: Wurzel [Rivalen: Harz; PRODUCTIVE_INITIAL_HEAD] || #7 lshedy: Holz [Rivalen: Auszug|Flüssigkeit; PRODUCTIVE_INITIAL_HEAD]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f7r	f7r.2	H	A	1	9	dcheey keo r shor dold dchey kchey otchy cheody	Eine Dosis vollständig trocknen und abschließen; Ansatz auf mittlerer Heizstufe; Wurzel; Blüten-/Fruchtstand; reproduktiver Teil; Drogenstoff abmessen und abschließen; fertige abgemessene Mittelstufen-Trockenportion; heiß und trocken in der Mitte des Grades; kalt-trockener Ansatz am Anfang des Grades; getrockneter Ansatz.	Eine Dosis vollständig trocknen und abschließen; Ansatz auf mittlerer Heizstufe; Wurzel; Blüte; Drogenstoff abmessen und abschließen; fertige abgemessene Mittelstufen-Trockenportion; heiß und trocken in der Mitte des Grades; kalt-trockener Ansatz am Anfang des Grades; getrockneter Ansatz.	1	13	2	#3 r: Wurzel [Rivalen: Harz; PRODUCTIVE_INITIAL_HEAD] || #4 shor: Blüte [Rivalen: Fruchtstand|Samenstand|reproduktiver Pflanzenteil; LOCAL_LEARNED_WHOLE]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f80r	f80r.17	B	B	2	13	solky sheckhy sheky shkeol qokar sheky chetain ol olkar okain sheky qokal da	Saatgutansatz, leicht erhitzt; feuchtes Arzneikompositum am Gradanfang; bis zur Mittelstufe einweichen, erhitzen und abschließen; eingeweichter Drogenstoff, bis Mittelstufe erhitzt; heiße Drogenfraktion I; bis zur Mittelstufe einweichen, erhitzen und abschließen; bis Mittelstufe trocknen, dann auf Kühlstufe II bringen; Grundansatz; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; heiß im Zubereitungsrahmen, Grad II; bis zur Mittelstufe einweichen, erhitzen und abschließen; Rohstoffklasse I, heiß am Gradanfang; eine Teilmenge abmessen.	Samenansatz, leicht erhitzt; feuchtes Arzneikompositum am Gradanfang; bis zur Mittelstufe einweichen, erhitzen und abschließen; eingeweichter Drogenstoff, bis Mittelstufe erhitzt; heiße Drogenfraktion I; bis zur Mittelstufe einweichen, erhitzen und abschließen; bis Mittelstufe trocknen, dann auf Kühlstufe II bringen; Grundansatz; erste erhitzte Holzfraktion im Ansatz; heißer Ansatz, Grad II; bis zur Mittelstufe einweichen, erhitzen und abschließen; Rohstoffklasse I, heiß am Gradanfang; eine Teilmenge abmessen.	3	19	3	#1 solky: Samen [Rivalen: Salz|Saft|Arzneispecies; PRODUCTIVE_INITIAL_HEAD] || #9 olkar: Holz [Rivalen: Drogenholz|Holzstoff|Auszug; PROVISIONAL_LOCAL_SCOPE_HEAD] || #10 okain: Ansatz [Rivalen: Zubereitung; STRUCTURAL_FRAME_WITH_CONTENT]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f80v	f80v.27	B	B	2	10	pshol kain olkar shey qokain dal oltaiin okain shal qoty	Eingeweichter Pulverstoff; heiß, Grad II; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; feucht in der Mitte des Grades; heiß, Grad II; abgemessene Rohstoffmenge I; Holzdrogenansatz, kalt auf Stufe III; heiß im Zubereitungsrahmen, Grad II; Rohstoffklasse I, feucht am Gradanfang; kalt am Anfang des Grades.	Eingeweichtes Pulver; heiß, Grad II; erste erhitzte Holzfraktion im Ansatz; feucht in der Mitte des Grades; heiß, Grad II; abgemessene Rohstoffmenge I; Holzansatz, kalt auf Stufe III; heißer Ansatz, Grad II; Rohstoffklasse I, feucht am Gradanfang; kalt am Anfang des Grades.	4	16	4	#1 pshol: Pulver [Rivalen: Trank|Pille; PRODUCTIVE_INITIAL_HEAD] || #3 olkar: Holz [Rivalen: Drogenholz|Holzstoff|Auszug; PROVISIONAL_LOCAL_SCOPE_HEAD] || #7 oltaiin: Holz [Rivalen: Auszug|Flüssigkeit; BOUNDED_L_HEAD] || #8 okain: Ansatz [Rivalen: Zubereitung; STRUCTURAL_FRAME_WITH_CONTENT]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f80v	f80v.35	B	B	2	12	tol oltain olkar y qol qol kain okiin ol kain shey ldy	Kalt; Holzdrogenansatz, kalt auf Stufe II; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; Hierzu: Drogenstoff zugeben; Drogenstoff zugeben; heiß, Grad II; erhitzter Ansatz, Form III; Grundansatz; heiß, Grad II; feucht in der Mitte des Grades; fertig aufbereitetes Drogenholz.	Kalt; Holzansatz, kalt auf Stufe II; erste erhitzte Holzfraktion im Ansatz; Hierzu: Drogenstoff zugeben; Drogenstoff zugeben; heiß, Grad II; erhitzter Ansatz, Form III; Grundansatz; heiß, Grad II; feucht in der Mitte des Grades; fertig aufbereitetes Holz.	3	14	3	#2 oltain: Holz [Rivalen: Auszug|Flüssigkeit; BOUNDED_L_HEAD] || #3 olkar: Holz [Rivalen: Drogenholz|Holzstoff|Auszug; PROVISIONAL_LOCAL_SCOPE_HEAD] || #12 ldy: Holz [Rivalen: Auszug|Flüssigkeit; PRODUCTIVE_INITIAL_HEAD]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f83v	f83v.12	B	B	2	11	daiin shckhy qoeeo lldar cheey qoal qokeedy olkar sheedy qokain olal	Drei Portionen feuchten Arzneikompositums; Arzneikompositum: feucht, Gradanfang; zweiter Mazerationsansatz; erste Holzdrogenfraktion abmessen; trocken am Ende des Grades; Rohstoffklasse I; heiß am Ende des Grades; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; feucht am Ende des Grades; heiß, Grad II; Ansatz aus Holzrohstoff, Form I.	Drei Portionen feuchten Arzneikompositums; Arzneikompositum: feucht, Gradanfang; zweiter Mazerationsansatz; erste Holzfraktion abmessen; trocken am Ende des Grades; Rohstoffklasse I; heiß am Ende des Grades; erste erhitzte Holzfraktion im Ansatz; feucht am Ende des Grades; heiß, Grad II; Ansatz aus Holzrohstoff, Form I.	2	19	2	#4 lldar: Holz [Rivalen: Auszug|Flüssigkeit; PRODUCTIVE_INITIAL_HEAD] || #8 olkar: Holz [Rivalen: Drogenholz|Holzstoff|Auszug; PROVISIONAL_LOCAL_SCOPE_HEAD]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f85r2	f85r2.5	C	B	2	3	ockhdar olkar shoral	Erste abgemessene Fraktion des Arzneikompositum-Ansatzes; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; Blüten- oder Frucht-Rohdroge I.	Erste abgemessene Fraktion des Arzneikompositum-Ansatzes; erste erhitzte Holzfraktion im Ansatz; Blütenrohdroge I.	2	5	2	#2 olkar: Holz [Rivalen: Drogenholz|Holzstoff|Auszug; PROVISIONAL_LOCAL_SCOPE_HEAD] || #3 shoral: Blütenrohdroge [Rivalen: Fruchtdroge|Rohdroge I; LOCAL_WHOLE_PLUS_VALUE]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f86v3	f86v3.13	C	B	2	11	osheey orsheey tcheody qokain qodaiin olkar chedaiin y chedy qokady cholkain	Vollständig eingeweichter Ansatz; eine Portion vollständig eingeweichte Droge; abkühlen, bis zur Mittelstufe trocknen und ansetzen; heiß, Grad II; drei Portionen der ersten erhitzten Drogenfraktion im Ansatz; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; abgemessene Trockendroge, Dosis III; Hierzu: mittlere Trockenstufe erreicht; einen gleichen Teil erhitzen; Trockengut, heiß auf Stufe II.	Vollständig eingeweichter Ansatz; eine Portion vollständig eingeweichte Droge; abkühlen, bis zur Mittelstufe trocknen und ansetzen; heiß, Grad II; drei Portionen der ersten erhitzten Drogenfraktion im Ansatz; erste erhitzte Holzfraktion im Ansatz; abgemessene Trockendroge, Dosis III; Hierzu: mittlere Trockenstufe erreicht; einen gleichen Teil erhitzen; Trockengut, heiß auf Stufe II.	1	16	1	#6 olkar: Holz [Rivalen: Drogenholz|Holzstoff|Auszug; PROVISIONAL_LOCAL_SCOPE_HEAD]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f86v3	f86v3.18	C	B	2	7	pchedaiin dchedy qokchdy qopchol shol sheody solkam	Drei Dosen bis Mittelstufe getrocknetes Pulver; fertige abgemessene Trockenportion; heiß-trockene Anfangsstufe erreicht; nimm getrockneten Pulverstoff; feucht; feucht angesetzte Zubereitung auf Anfangsstufe, abgeschlossen; ein Maß erhitzter Saatgutzubereitung.	Drei Dosen bis Mittelstufe getrocknetes Pulver; fertige abgemessene Trockenportion; heiß-trockene Anfangsstufe erreicht; nimm getrockneten Pulverstoff; feucht; feucht angesetzte Zubereitung auf Anfangsstufe, abgeschlossen; ein Maß erhitzter Samenzubereitung.	1	10	2	#1 pchedaiin: Pulver [Rivalen: Trank|Pille; PRODUCTIVE_INITIAL_HEAD] || #7 solkam: Samen [Rivalen: Salz|Saft|Arzneispecies; PRODUCTIVE_INITIAL_HEAD]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f86v3	f86v3.19	C	B	2	10	dchey otain olkechy qokam chol kchdy chol tchdy dar aiindy	Eine abgemessene Portion bis zur Mittelstufe trocknen; kalt im Zubereitungsrahmen, Grad II; Holzdrogenansatz mäßig erhitzen, trocknen und abschließen; nimm ein Maß und erhitze es; trocken; heiß-trockene Anfangsstufe erreicht; trocken; kalt-trockene Anfangsstufe erreicht; abgemessene Fraktion I; drei fertig abgeteilte Teile.	Eine abgemessene Portion bis zur Mittelstufe trocknen; kalter Ansatz, Grad II; Holzansatz mäßig erhitzen, trocknen und abschließen; nimm ein Maß und erhitze es; trocken; heiß-trockene Anfangsstufe erreicht; trocken; kalt-trockene Anfangsstufe erreicht; abgemessene Fraktion I; drei fertig abgeteilte Teile.	2	10	2	#2 otain: Ansatz [Rivalen: Zubereitung; STRUCTURAL_FRAME_WITH_CONTENT] || #3 olkechy: Holz [Rivalen: Auszug|Flüssigkeit; BOUNDED_L_HEAD]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f86v5	f86v5.2	T	B	2	12	losair yteody qokar shy qokar shor qopchol tal ol ytol otam otam	Zweite Fraktion des Drogenholzpostens; Eintrag: fertige kalte Zubereitung; heiße Drogenfraktion I; feucht am Anfang des Grades; heiße Drogenfraktion I; Blüten-/Fruchtstand; reproduktiver Teil; nimm getrockneten Pulverstoff; Rohstoffklasse I, kalt am Gradanfang; Grundansatz; kühle hiervon den Drogenstoff ab; ein Maß kalten Ansatzes; ein Maß kalten Ansatzes.	Zweite Fraktion des Holzpostens; fertige kalte Zubereitung; heiße Drogenfraktion I; feucht am Anfang des Grades; heiße Drogenfraktion I; Blüte; nimm getrockneten Pulverstoff; Rohstoffklasse I, kalt am Gradanfang; Grundansatz; kühle hiervon den Drogenstoff ab; ein Maß kalten Ansatzes; ein Maß kalten Ansatzes.	3	17	3	#1 losair: Holz [Rivalen: Auszug|Flüssigkeit; PRODUCTIVE_INITIAL_HEAD] || #2 yteody: Zubereitung [Rivalen: Eintrag einer kalten Zubereitung; STRUCTURAL_FRAME_WITH_CONTENT] || #6 shor: Blüte [Rivalen: Fruchtstand|Samenstand|reproduktiver Pflanzenteil; LOCAL_LEARNED_WHOLE]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f86v5	f86v5.24	T	B	2	9	oar aiin ykain okal kchody chckhy otaiin olkar otaiin	Drogenfraktion I im Ansatz; Menge III; erhitze hiervon auf Stufe II; Rohstoffklasse I im Ansatz, heiß am Gradanfang; fertiger heiß-trockener Ansatz; Arzneikompositum: trocken, Gradanfang; kalt im Zubereitungsrahmen, Grad III; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; kalt im Zubereitungsrahmen, Grad III.	Drogenfraktion I im Ansatz; Menge III; erhitze hiervon auf Stufe II; Rohstoffklasse I im Ansatz, heiß am Gradanfang; fertiger heiß-trockener Ansatz; Arzneikompositum: trocken, Gradanfang; kalter Ansatz, Grad III; erste erhitzte Holzfraktion im Ansatz; kalter Ansatz, Grad III.	3	16	3	#7 otaiin: Ansatz [Rivalen: Zubereitung; STRUCTURAL_FRAME_WITH_CONTENT] || #8 olkar: Holz [Rivalen: Drogenholz|Holzstoff|Auszug; PROVISIONAL_LOCAL_SCOPE_HEAD] || #9 otaiin: Ansatz [Rivalen: Zubereitung; STRUCTURAL_FRAME_WITH_CONTENT]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f86v5	f86v5.4	T	B	2	11	ypchesy oky sheeey qoty qotaiin sail chepy ltedy dar olkar am	Hiervon Samenpulver bis zur Mittelstufe trocknen; heißer Ansatz am Anfang des Grades; vollständig eingeweichtes Gut der Schlussstufe; kalt am Anfang des Grades; kalt, Grad III; Saatgut, Charge II; Trockenpulver in Grundform; fertig abgekühlte Holzdroge, Mittelstufe; abgemessene Fraktion I; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; Maßeinheit I.	Hiervon Samenpulver bis zur Mittelstufe trocknen; heißer Ansatz am Anfang des Grades; vollständig eingeweichtes Gut der Schlussstufe; kalt am Anfang des Grades; kalt, Grad III; Samen, Charge II; Trockenpulver in Grundform; fertig abgekühltes Holz, Mittelstufe; abgemessene Fraktion I; erste erhitzte Holzfraktion im Ansatz; Maßeinheit I.	3	20	3	#6 sail: Samen [Rivalen: Salz|Saft|Arzneispecies; PRODUCTIVE_INITIAL_HEAD] || #8 ltedy: Holz [Rivalen: Auszug|Flüssigkeit; PRODUCTIVE_INITIAL_HEAD] || #10 olkar: Holz [Rivalen: Drogenholz|Holzstoff|Auszug; PROVISIONAL_LOCAL_SCOPE_HEAD]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f86v6	f86v6.25	T	B	2	10	yteedy qokar olkar qodar ykaiin or okeeeey ofchedy qokaiin araram	Hiervon bis zur Endstufe abkühlen; heiße Drogenfraktion I; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; die erste Ansatzfraktion abmessen; erhitze hiervon auf Stufe III; Drogenportion; Ansatz vollständig bis zur letzten Heizstufe geführt; fertig getrockneter Blütenansatz; heiß, Grad III; ein Maß der ersten Drogenfraktion.	Hiervon bis zur Endstufe abkühlen; heiße Drogenfraktion I; erste erhitzte Holzfraktion im Ansatz; die erste Ansatzfraktion abmessen; erhitze hiervon auf Stufe III; Drogenportion; Ansatz vollständig bis zur letzten Heizstufe geführt; fertig getrockneter Blütenansatz; heiß, Grad III; ein Maß der ersten Drogenfraktion.	1	13	1	#3 olkar: Holz [Rivalen: Drogenholz|Holzstoff|Auszug; PROVISIONAL_LOCAL_SCOPE_HEAD]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f86v6	f86v6.31	T	B	2	11	dair chepy qokaiin olkar olkchdy okar al dar olkchey otytam orom	Abgemessene Fraktion II; Trockenpulver in Grundform; heiß, Grad III; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; fertige heiß-trockene Drogenportion; heiße Drogenfraktion I im Ansatz; Rohstoffklasse I; abgemessene Fraktion I; erhitzter Holzdrogenansatz, bis Mittelstufe getrocknet; aus dem Kaltansatz ein Maß nehmen und erneut kühlen; eine Handvoll Ansatz als Portion.	Abgemessene Fraktion II; Trockenpulver in Grundform; heiß, Grad III; erste erhitzte Holzfraktion im Ansatz; fertige heiß-trockene Drogenportion; heiße Drogenfraktion I im Ansatz; Rohstoffklasse I; abgemessene Fraktion I; erhitzter Holzansatz, bis Mittelstufe getrocknet; aus dem Kaltansatz ein Maß nehmen und erneut kühlen; eine Handvoll Ansatz als Portion.	2	18	2	#4 olkar: Holz [Rivalen: Drogenholz|Holzstoff|Auszug; PROVISIONAL_LOCAL_SCOPE_HEAD] || #9 olkchey: Holz [Rivalen: Auszug|Flüssigkeit; BOUNDED_L_HEAD]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f86v6	f86v6.4	T	B	2	13	dshor shdy shor ol aiin olkeedy shdal oteor chdar l karchees olkar dalam	Abgemessene Blüten-/Fruchtdroge; feuchte Anfangsstufe erreicht; Blüten-/Fruchtstand; reproduktiver Teil; Grundansatz; Menge III; Holzdrogenansatz vollständig erhitzt; feuchte abgemessene Rohstoffmenge I am Gradanfang; eine Portion kalten Ansatzes, Mittelstufe; abgemessene Trockenfraktion I, Anfangsstufe; Holzdroge in der gebundenen Anschlussform; vollständig getrocknete Kräutercharge der ersten heißen Fraktion; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; ein Maß Rohdroge I.	Abgemessene Blütendroge; feuchte Anfangsstufe erreicht; Blüte; Grundansatz; Menge III; Holzansatz vollständig erhitzt; feuchte abgemessene Rohstoffmenge I am Gradanfang; eine Portion kalten Ansatzes, Mittelstufe; abgemessene Trockenfraktion I, Anfangsstufe; Holz, gebundene Anschlussform; vollständig getrocknete Kräutercharge der ersten heißen Fraktion; erste erhitzte Holzfraktion im Ansatz; ein Maß Rohdroge I.	5	21	5	#1 dshor: Blütendroge [Rivalen: Fruchtdroge; LOCAL_WHOLE_PLUS_MEASURE] || #3 shor: Blüte [Rivalen: Fruchtstand|Samenstand|reproduktiver Pflanzenteil; LOCAL_LEARNED_WHOLE] || #6 olkeedy: Holz [Rivalen: Auszug|Flüssigkeit; BOUNDED_L_HEAD] || #10 l: Holz [Rivalen: Auszug|Flüssigkeit; PRODUCTIVE_INITIAL_HEAD] || #12 olkar: Holz [Rivalen: Drogenholz|Holzstoff|Auszug; PROVISIONAL_LOCAL_SCOPE_HEAD]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f86v6	f86v6.5	T	B	2	12	tar lol chol olkar daiin chear or otshey qokar opchey taiky qotar	Kalte Drogenfraktion I; Holzstoff; trocken; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; drei Portionen der ersten erhitzten Drogenfraktion im Ansatz; trockene Fraktion I; Drogenportion; kalt-feuchter Ansatz in der Mitte des Grades; heiße Drogenfraktion I; Trockenpulver-Ansatz, Form I; kalt angesetzte Charge, leicht angewärmt; kalte Drogenfraktion I.	Kalte Drogenfraktion I; Holzstoff; trocken; erste erhitzte Holzfraktion im Ansatz; drei Portionen der ersten erhitzten Drogenfraktion im Ansatz; trockene Fraktion I; Drogenportion; kalt-feuchter Ansatz in der Mitte des Grades; heiße Drogenfraktion I; Trockenpulver-Ansatz, Form I; kalt angesetzte Charge, leicht angewärmt; kalte Drogenfraktion I.	1	17	2	#2 lol: Holz [Rivalen: Auszug|Flüssigkeit; PRODUCTIVE_INITIAL_HEAD] || #4 olkar: Holz [Rivalen: Drogenholz|Holzstoff|Auszug; PROVISIONAL_LOCAL_SCOPE_HEAD]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f88r	f88r.19	P	A	1	8	dchey chokol daiin qoekol qoekol qockhol okol cheol	Eine abgemessene Portion bis zur Mittelstufe trocknen; heißer Trockenabsud; Qualitätsgrad III des heißen Trockenabsuds; heißen Drogenstoff der Mittelstufe zugeben; heißen Drogenstoff der Mittelstufe zugeben; Drogenstoff aus Arzneikompositum zugeben; heißer Ansatzstoff; trockener Drogenstoff.	Eine abgemessene Portion bis zur Mittelstufe trocknen; heißer Trockenabsud; Qualitätsgrad III des heißen Trockenabsuds; heißen Drogenstoff der Mittelstufe zugeben; heißen Drogenstoff der Mittelstufe zugeben; Drogenstoff aus Arzneikompositum zugeben; heißer Ansatzstoff; trockener Drogenstoff.	0	13	0	NONE	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f8r	f8r.15	H	A	1	10	dchey ckhol chol chey kc chy daiin dol daiiiry ckhy	Eine abgemessene Portion bis zur Mittelstufe trocknen; Drogenstoff aus Arzneikompositum; trocken; trocken in der Mitte des Grades; Charge unter Wärme getrockneter Droge; trocken am Anfang des Grades; drei Materialmaße; Materialmaß; abgemessene vierte Trockenfraktion, Anfangsstufe; Arzneikompositum am Gradanfang.	Eine abgemessene Portion bis zur Mittelstufe trocknen; Drogenstoff aus Arzneikompositum; trocken; trocken in der Mitte des Grades; Charge unter Wärme getrockneter Droge; trocken am Anfang des Grades; drei Materialmaße; Materialmaß; abgemessene vierte Trockenfraktion, Anfangsstufe; Arzneikompositum am Gradanfang.	0	17	0	NONE	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
f95v1	f95v1.7	H	B	3	11	dshey kain qokar olkar chy tar otar chdy kchdy dolkain otardy	Eine Dosis bis zur Mittelstufe angefeuchtete Droge; heiß, Grad II; heiße Drogenfraktion I; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; trocken am Anfang des Grades; kalte Drogenfraktion I; kalte Drogenfraktion I im Ansatz; trockene Anfangsstufe erreicht; heiß-trockene Anfangsstufe erreicht; abgemessenes heißes Drogenmaterial, Stufe II; fertige erste kalte Ansatzfraktion.	Eine Dosis bis zur Mittelstufe angefeuchtete Droge; heiß, Grad II; heiße Drogenfraktion I; erste erhitzte Holzfraktion im Ansatz; trocken am Anfang des Grades; kalte Drogenfraktion I; kalte Drogenfraktion I im Ansatz; trockene Anfangsstufe erreicht; heiß-trockene Anfangsstufe erreicht; abgemessenes heißes Drogenmaterial, Stufe II; fertige erste kalte Ansatzfraktion.	1	17	1	#4 olkar: Holz [Rivalen: Drogenholz|Holzstoff|Auszug; PROVISIONAL_LOCAL_SCOPE_HEAD]	EVERY_MAIN_NOUN_EXACT_WRITTEN_ORDINAL
