fragment_id	active_model	semantic_fragment	component_length	occurrence_count	event_count	page_count	register_count	model_count	surface_type_count	contains_name_slot	touches_residual_event	pages	registers	models	event_ids	surface_examples	claim_status
G482-F067	ANY	DANACH · AUSGANG · ZIELORT	3	2	2	1	1	1	1	NO	NO	f72r	CELESTIAL	COORDINATE	P1008-E0136|P1008-E0236	otaraldy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F068	ANY	AUSGANG · ZIELORT	2	4	4	1	1	1	3	NO	YES	f72r	CELESTIAL	COORDINATE	P1008-E0136|P1008-E0171|P1008-E0236|P1008-E0458	otaraldy|ofaralar|aral	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F069	ANY	AUSGANG · ZIELORT · POSTEN	3	2	2	1	1	1	1	NO	NO	f72r	CELESTIAL	COORDINATE	P1008-E0136|P1008-E0236	otaraldy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F070	ANY	DANACH · ANTEIL	2	2	2	1	1	1	2	NO	YES	f72r	CELESTIAL	COORDINATE	P1008-E0138|P1008-E0176	otain|otainy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F071	ANY	POSTEN · WÄHLEN	2	2	2	2	2	1	2	NO	NO	f72r|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1008-E0140|P1008-E1298	ys|cheys	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F072	ANY	WÄHLEN	1	5	5	2	2	1	4	NO	YES	f72r|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1008-E0140|P1008-E0358|P1008-E1092|P1008-E1297|P1008-E1298	ys|ches|sodar|cheys	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F073	ANY	ANTEIL · HIER	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0141	ainam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F074	ANY	AUSFÜHRUNG · FORTSETZEN	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0142	ochol	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F075	ANY	HALTEN · AUSGANG · HIER	3	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0143	sharam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F076	ANY	AUSGANG · HIER	2	2	2	1	1	1	2	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0143|P1008-E0192	sharam|okaram	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F077	ANY	AUSFÜHRUNG · HIER · AUSGANG	3	1	1	1	1	1	1	NO	YES	f72r	CELESTIAL	COORDINATE	P1008-E0171	ofaralar	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F078	ANY	HIER · AUSGANG	2	3	3	3	2	2	3	NO	YES	f72r|f88v|f89r	CELESTIAL|PHARMA	CATALOGUE|COORDINATE	P1003-E0555|P1008-E0171|P1008-E1177	ofaralar|otydary|sydarary	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F079	ANY	HIER · AUSGANG · ZIELORT	3	1	1	1	1	1	1	NO	YES	f72r	CELESTIAL	COORDINATE	P1008-E0171	ofaralar	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F080	ANY	AUSGANG · ZIELORT · AUSGANG	3	1	1	1	1	1	1	NO	YES	f72r	CELESTIAL	COORDINATE	P1008-E0171	ofaralar	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F081	ANY	DANACH · {N1} · POSTEN	3	1	1	1	1	1	1	YES	NO	f72r	CELESTIAL	CATALOGUE	P1008-E0172	otchoshy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F082	ANY	{N1} · POSTEN	2	2	2	1	1	2	2	YES	NO	f72r	CELESTIAL	CATALOGUE|INSTRUCTION	P1008-E0172|P1008-E0414	otchoshy|fydy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F083	ANY	DANACH · {N1} · ZIELORT	3	1	1	1	1	1	1	YES	YES	f72r	CELESTIAL	CATALOGUE	P1008-E0173	otchdal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F084	ANY	SETZEN · GRAD II	2	2	2	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0174|P1008-E0241	okeey	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F085	ANY	SETZEN · GRAD II · POSTEN	3	2	2	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0174|P1008-E0241	okeey	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F086	ANY	GRAD II	1	4	4	1	1	2	3	NO	NO	f72r	CELESTIAL	COORDINATE|INSTRUCTION	P1008-E0174|P1008-E0241|P1008-E0361|P1008-E0365	okeey|oteey|opoeey	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F087	ANY	GRAD II · POSTEN	2	4	4	1	1	2	3	NO	NO	f72r	CELESTIAL	COORDINATE|INSTRUCTION	P1008-E0174|P1008-E0241|P1008-E0361|P1008-E0365	okeey|oteey|opoeey	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F088	ANY	DANACH · ANTEIL · POSTEN	3	1	1	1	1	1	1	NO	YES	f72r	CELESTIAL	COORDINATE	P1008-E0176	otainy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F089	ANY	SETZEN · {N1}	2	4	4	1	1	1	4	YES	YES	f72r	CELESTIAL	INSTRUCTION	P1008-E0191|P1008-E0194|P1008-E0247|P1008-E0251	oklairdy|okealar|okeal|okyd	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F090	ANY	SETZEN · {N1} · BAHN	3	1	1	1	1	1	1	YES	YES	f72r	CELESTIAL	INSTRUCTION	P1008-E0191	oklairdy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F091	ANY	{N1} · BAHN	2	2	2	1	1	2	2	YES	YES	f72r	CELESTIAL	CATALOGUE|INSTRUCTION	P1008-E0191|P1008-E0410	oklairdy|ytairal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F092	ANY	{N1} · BAHN · {N2}	3	1	1	1	1	1	1	YES	YES	f72r	CELESTIAL	INSTRUCTION	P1008-E0191	oklairdy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F093	ANY	BAHN	1	7	7	1	1	3	7	NO	YES	f72r	CELESTIAL	CATALOGUE|COORDINATE|INSTRUCTION	P1008-E0191|P1008-E0193|P1008-E0244|P1008-E0246|P1008-E0367|P1008-E0410|P1008-E0419	oklairdy|okairy|otair|okaircham|ykolairol|ytairal|airal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F094	ANY	BAHN · {N2}	2	1	1	1	1	1	1	YES	YES	f72r	CELESTIAL	INSTRUCTION	P1008-E0191	oklairdy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F095	ANY	SETZEN · AUSGANG · HIER	3	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0192	okaram	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F096	ANY	SETZEN · BAHN	2	2	2	1	1	1	2	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0193|P1008-E0246	okairy|okaircham	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F097	ANY	SETZEN · BAHN · {N1}	3	2	2	1	1	1	2	YES	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0193|P1008-E0246	okairy|okaircham	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F098	ANY	BAHN · {N1}	2	2	2	1	1	1	2	YES	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0193|P1008-E0246	okairy|okaircham	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F099	ANY	SETZEN · {N1} · ZIELORT	3	2	2	1	1	1	2	YES	YES	f72r	CELESTIAL	INSTRUCTION	P1008-E0194|P1008-E0247	okealar|okeal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F100	ANY	SETZEN · ZIELORT · AUSGANG	3	2	2	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0237|P1008-E0420	okalar	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F101	ANY	SETZEN · ZIELORT · POSTEN	3	2	2	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0239|P1008-E0249	okaly	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F102	ANY	DANACH · {N1} · AUSGANG	3	1	1	1	1	1	1	YES	YES	f72r	CELESTIAL	CATALOGUE	P1008-E0243	oteeary	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F103	ANY	{N1} · AUSGANG	2	10	10	4	3	2	10	YES	YES	f72r|f77r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	CATALOGUE|INSTRUCTION	P1003-E0081|P1003-E0554|P1003-E0557|P1008-E0243|P1008-E0284|P1008-E0353|P1008-E0418|P1008-E0453|P1008-E0455|P1008-E1412	oteeary|chosar|osarsheeeo|ykaraiin|yfary|ytoar|darchdar|daramdal|dararda|ytarem	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F104	ANY	{N1} · AUSGANG · {N2}	3	5	5	4	3	1	5	YES	YES	f72r|f77r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	CATALOGUE	P1003-E0081|P1003-E0554|P1008-E0243|P1008-E0453|P1008-E1412	oteeary|yfary|darchdar|daramdal|ytarem	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F105	ANY	AUSGANG · {N2}	2	7	7	4	3	1	7	YES	YES	f72r|f77r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	CATALOGUE	P1003-E0081|P1003-E0554|P1003-E0557|P1008-E0243|P1008-E0453|P1008-E1177|P1008-E1412	oteeary|yfary|darchdar|daramdal|dararda|sydarary|ytarem	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F106	ANY	DANACH · BAHN	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	COORDINATE	P1008-E0244	otair	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F107	ANY	BAHN · {N1} · HIER	3	1	1	1	1	1	1	YES	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0246	okaircham	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F108	ANY	{N1} · HIER	2	9	9	3	2	2	9	YES	YES	f72r|f88v|f89r	CELESTIAL|PHARMA	CATALOGUE|INSTRUCTION	P1003-E0458|P1003-E0555|P1008-E0246|P1008-E0287|P1008-E0352|P1008-E0409|P1008-E1040|P1008-E1177|P1008-E1181	okaircham|okarcham|oraiinam|oralkam|otoram|otydary|oldam|sydarary|opchosam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F109	ANY	EINHEIT · AUSGANG	2	2	2	1	1	1	2	NO	NO	f72r	CELESTIAL	CATALOGUE	P1008-E0250|P1008-E0421	orary|orara	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F110	ANY	EINHEIT · AUSGANG · {N1}	3	2	2	1	1	1	2	YES	NO	f72r	CELESTIAL	CATALOGUE	P1008-E0250|P1008-E0421	orary|orara	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F111	ANY	DANACH · FORTSETZEN	2	6	6	3	3	2	6	NO	YES	f72r|f77r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	CATALOGUE|COORDINATE	P1003-E0085|P1003-E0411|P1008-E0252|P1008-E1041|P1008-E1228|P1008-E1413	otolam|otol|otolaiin|otoldy|otold|otolarol	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F112	ANY	DANACH · FORTSETZEN · HIER	3	1	1	1	1	1	1	NO	YES	f72r	CELESTIAL	COORDINATE	P1008-E0252	otolam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F113	ANY	FORTSETZEN · HIER	2	1	1	1	1	1	1	NO	YES	f72r	CELESTIAL	COORDINATE	P1008-E0252	otolam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F114	ANY	{N1} · ZIELORT · ZIELORT	3	2	2	1	1	1	2	YES	NO	f72r	CELESTIAL	CATALOGUE	P1008-E0280|P1008-E0452	ralal|opalal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F115	ANY	ZIELORT · ZIELORT	2	3	3	1	1	1	3	NO	NO	f72r	CELESTIAL	CATALOGUE	P1008-E0280|P1008-E0360|P1008-E0452	ralal|alaly|opalal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F116	ANY	SETZEN · HIER	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0281	okam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F117	ANY	DANACH · ZIELORT · POSTEN	3	2	2	2	2	1	2	NO	NO	f72r|f89r	CELESTIAL|PHARMA	COORDINATE	P1008-E0282|P1008-E1411	otalshy|otalsy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F118	ANY	SETZEN · ZIELORT · SCHLUSS	3	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0283	okaldy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F119	ANY	ZIELORT · SCHLUSS	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0283	okaldy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F120	ANY	SCHLUSS	1	5	5	2	2	2	5	NO	YES	f72r|f77r	BIOLOGICAL|CELESTIAL	COORDINATE|INSTRUCTION	P1003-E0083|P1003-E0086|P1003-E0410|P1008-E0283|P1008-E0414	okaldy|fydy|otedy|dchdy|otchdy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F121	ANY	DANACH · HIER	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	COORDINATE	P1008-E0285	otam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F122	ANY	SETZEN · AUSGANG · {N1}	3	1	1	1	1	1	1	YES	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0287	okarcham	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F123	ANY	AUSGANG · {N1} · HIER	3	1	1	1	1	1	1	YES	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0287	okarcham	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F124	ANY	FORTSETZEN · {N1}	2	9	9	3	3	3	9	YES	YES	f72r|f77r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	CATALOGUE|COORDINATE|INSTRUCTION	P1003-E0082|P1008-E0350|P1008-E0364|P1008-E0423|P1008-E0424|P1008-E0459|P1008-E1040|P1008-E1041|P1008-E1228	olkalaiin|ofsholdy|olay|olfsheoral|oletal|olkchs|oldam|otoldy|otold	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F125	ANY	FORTSETZEN · {N1} · ZIELORT	3	2	2	1	1	2	2	YES	NO	f72r	CELESTIAL	COORDINATE|INSTRUCTION	P1008-E0350|P1008-E0459	olkalaiin|oletal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F126	ANY	{N1} · ZIELORT · WERT	3	1	1	1	1	1	1	YES	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0350	olkalaiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F127	ANY	FORTSETZEN · ZIELORT	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	COORDINATE	P1008-E0351	olalsy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F128	ANY	FORTSETZEN · ZIELORT · POSTEN	3	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	COORDINATE	P1008-E0351	olalsy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F129	ANY	EINHEIT · {N1}	2	2	2	1	1	1	2	YES	YES	f72r	CELESTIAL	CATALOGUE	P1008-E0352|P1008-E0454	oraiinam|oraiiral	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F130	ANY	EINHEIT · {N1} · HIER	3	1	1	1	1	1	1	YES	YES	f72r	CELESTIAL	CATALOGUE	P1008-E0352	oraiinam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F131	ANY	{N1} · AUSGANG · HALTEN	3	1	1	1	1	1	1	YES	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0353	osarsheeeo	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F132	ANY	AUSGANG · HALTEN	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0353	osarsheeeo	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F133	ANY	AUSGANG · HALTEN · {N2}	3	1	1	1	1	1	1	YES	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0353	osarsheeeo	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F134	ANY	DANACH · AUSFÜHRUNG	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	COORDINATE	P1008-E0354	oto	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F135	ANY	{N1} · AUSFÜHRUNG	2	2	2	2	2	2	2	YES	YES	f72r|f89r	CELESTIAL|PHARMA	CATALOGUE|INSTRUCTION	P1008-E0356|P1008-E1233	opoiiinoin|opchoroiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F136	ANY	{N1} · AUSFÜHRUNG · STUFE	3	2	2	2	2	2	2	YES	YES	f72r|f89r	CELESTIAL|PHARMA	CATALOGUE|INSTRUCTION	P1008-E0356|P1008-E1233	opoiiinoin|opchoroiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F137	ANY	AUSFÜHRUNG · STUFE	2	2	2	2	2	2	2	NO	YES	f72r|f89r	CELESTIAL|PHARMA	CATALOGUE|INSTRUCTION	P1008-E0356|P1008-E1233	opoiiinoin|opchoroiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F138	ANY	STUFE	1	2	2	2	2	2	2	NO	YES	f72r|f89r	CELESTIAL|PHARMA	CATALOGUE|INSTRUCTION	P1008-E0356|P1008-E1233	opoiiinoin|opchoroiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F139	ANY	NEHMEN · GRAD I	2	5	5	2	2	1	4	NO	YES	f72r|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1008-E0358|P1008-E0413|P1008-E1092|P1008-E1183|P1008-E1299	ches|ochey|opcheor|cheody	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F140	ANY	NEHMEN · GRAD I · WÄHLEN	3	2	2	2	2	1	1	NO	NO	f72r|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1008-E0358|P1008-E1092	ches	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F141	ANY	GRAD I	1	6	6	3	3	2	5	NO	YES	f72r|f77r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	COORDINATE|INSTRUCTION	P1003-E0083|P1008-E0358|P1008-E0413|P1008-E1092|P1008-E1183|P1008-E1299	ches|ochey|otedy|opcheor|cheody	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F142	ANY	GRAD I · WÄHLEN	2	2	2	2	2	1	1	NO	NO	f72r|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1008-E0358|P1008-E1092	ches	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F143	ANY	{N1} · WERT	2	4	4	2	2	1	4	YES	YES	f72r|f89r	CELESTIAL|PHARMA	CATALOGUE	P1008-E0359|P1008-E0363|P1008-E0411|P1008-E1042	ypaiin|oeeodaiin|oeeesaiin|ararchodaiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F144	ANY	ZIELORT · ZIELORT · POSTEN	3	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	CATALOGUE	P1008-E0360	alaly	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F145	ANY	DANACH · GRAD II	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	COORDINATE	P1008-E0361	oteey	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F146	ANY	DANACH · GRAD II · POSTEN	3	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	COORDINATE	P1008-E0361	oteey	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F147	ANY	AUSFÜHRUNG · HIER · HALTEN	3	1	1	1	1	1	1	NO	YES	f72r	CELESTIAL	INSTRUCTION	P1008-E0364	ofsholdy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F148	ANY	HIER · HALTEN	2	1	1	1	1	1	1	NO	YES	f72r	CELESTIAL	INSTRUCTION	P1008-E0364	ofsholdy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F149	ANY	HIER · HALTEN · FORTSETZEN	3	1	1	1	1	1	1	NO	YES	f72r	CELESTIAL	INSTRUCTION	P1008-E0364	ofsholdy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F150	ANY	HALTEN · FORTSETZEN · {N1}	3	1	1	1	1	1	1	YES	YES	f72r	CELESTIAL	INSTRUCTION	P1008-E0364	ofsholdy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F151	ANY	{N1} · GRAD II	2	1	1	1	1	1	1	YES	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0365	opoeey	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F152	ANY	{N1} · GRAD II · POSTEN	3	1	1	1	1	1	1	YES	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0365	opoeey	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F153	ANY	SETZEN · WERT	2	3	3	3	2	1	1	NO	NO	f72r|f88v|f89r	CELESTIAL|PHARMA	INSTRUCTION	P1003-E0461|P1008-E0366|P1008-E1094	okaiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F154	ANY	{N1} · FORTSETZEN	2	3	3	2	2	2	3	YES	NO	f72r|f89r	CELESTIAL|PHARMA	CATALOGUE|INSTRUCTION	P1008-E0367|P1008-E1039|P1008-E1180	ykolairol|qkol|doly	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F155	ANY	{N1} · FORTSETZEN · BAHN	3	1	1	1	1	1	1	YES	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0367	ykolairol	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F156	ANY	FORTSETZEN · BAHN	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0367	ykolairol	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F157	ANY	FORTSETZEN · BAHN · FORTSETZEN	3	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0367	ykolairol	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F158	ANY	BAHN · FORTSETZEN	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0367	ykolairol	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F159	ANY	EINHEIT · ZIELORT	2	1	1	1	1	1	1	NO	YES	f72r	CELESTIAL	CATALOGUE	P1008-E0409	oralkam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F160	ANY	EINHEIT · ZIELORT · {N1}	3	1	1	1	1	1	1	YES	YES	f72r	CELESTIAL	CATALOGUE	P1008-E0409	oralkam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F161	ANY	ZIELORT · {N1} · HIER	3	1	1	1	1	1	1	YES	YES	f72r	CELESTIAL	CATALOGUE	P1008-E0409	oralkam	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F162	ANY	{N1} · BAHN · ZIELORT	3	1	1	1	1	1	1	YES	NO	f72r	CELESTIAL	CATALOGUE	P1008-E0410	ytairal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F163	ANY	BAHN · ZIELORT	2	2	2	1	1	1	2	NO	NO	f72r	CELESTIAL	CATALOGUE	P1008-E0410|P1008-E0419	ytairal|airal	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F164	ANY	EINHEIT · POSTEN	2	2	2	2	2	2	2	NO	YES	f72r|f89r	CELESTIAL|PHARMA	CATALOGUE|COORDINATE	P1008-E0412|P1008-E1179	ory|odory	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F165	ANY	AUSFÜHRUNG · NEHMEN	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0413	ochey	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F166	ANY	AUSFÜHRUNG · NEHMEN · GRAD I	3	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0413	ochey	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F167	ANY	NEHMEN · GRAD I · POSTEN	3	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0413	ochey	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F168	ANY	GRAD I · POSTEN	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0413	ochey	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F169	ANY	{N1} · POSTEN · SCHLUSS	3	1	1	1	1	1	1	YES	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0414	fydy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F170	ANY	POSTEN · SCHLUSS	2	1	1	1	1	1	1	NO	NO	f72r	CELESTIAL	INSTRUCTION	P1008-E0414	fydy	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F171	ANY	{N1} · AUSGANG · WERT	3	1	1	1	1	1	1	YES	NO	f72r	CELESTIAL	CATALOGUE	P1008-E0418	ykaraiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
G482-F172	ANY	FORTSETZEN · WERT	2	2	2	2	2	2	2	NO	NO	f72r|f77r	BIOLOGICAL|CELESTIAL	CATALOGUE|COORDINATE	P1003-E0411|P1008-E0422	olaiin|otolaiin	OBSERVED_COMPONENT_FRAGMENT__NO_NEW_MEANING
