segment_id	source_event_id	tile_mode	segment_ordinal	start_component_ordinal	component_length	semantic_fragment	recurrent_in_other_event	donor_event_count	donor_event_ids	donor_page_count	donor_register_count	donor_surface_examples	contains_name_slot
G482-S075	P1008-E0409	MODEL_FREE_BACKOFF	3	4	1	HIER	YES	26	P1003-E0458|P1003-E0555|P1003-E0607|P1003-E0641|P1008-E0132|P1008-E0141|P1008-E0143|P1008-E0171|P1008-E0190|P1008-E0192|P1008-E0246|P1008-E0252|P1008-E0281|P1008-E0285|P1008-E0287|P1008-E0352|P1008-E0364|P1008-E0415|P1008-E1040|P1008-E1090|P1008-E1175|P1008-E1176|P1008-E1177|P1008-E1178|P1008-E1181|P1008-E1410	4	2	otoram|otydary|am|ofaom|okalam|ainam|sharam|ofaralar|ofchdamy|okaram|okaircham|otolam|okam|otam|okarcham|oraiinam|ofsholdy|of|oldam|ykyd|ykocfhy|saldam|sydarary|yddy|opchosam|ofakal	NO
G482-S076	P1008-E0412	MODEL_CONDITIONED	1	1	1	EINHEIT	NO	0	NONE	0	0	NONE	NO
G482-S077	P1008-E0412	MODEL_CONDITIONED	2	2	1	POSTEN	YES	11	P1003-E0605|P1008-E0131|P1008-E0136|P1008-E0176|P1008-E0236|P1008-E0245|P1008-E0282|P1008-E0351|P1008-E0361|P1008-E1178|P1008-E1411	3	2	aly|ary|otaraldy|otainy|dy|otalshy|olalsy|oteey|yddy|otalsy	NO
G482-S078	P1008-E0412	MODEL_FREE_BACKOFF	1	1	2	EINHEIT · POSTEN	YES	1	P1008-E1179	1	1	odory	NO
G482-S079	P1008-E0454	MODEL_CONDITIONED	1	1	2	EINHEIT · {N1}	YES	1	P1008-E0352	1	1	oraiinam	YES
G482-S080	P1008-E0454	MODEL_CONDITIONED	2	3	1	ZIELORT	YES	17	P1003-E0087|P1003-E0554|P1003-E0597|P1003-E0609|P1003-E0642|P1008-E0135|P1008-E0173|P1008-E0280|P1008-E0286|P1008-E0360|P1008-E0409|P1008-E0410|P1008-E0417|P1008-E0419|P1008-E0452|P1008-E1176|P1008-E1410	5	3	soral|daramdal|chfaly|opalor|otalody|alif|otchdal|ralal|ainaly|alaly|oralkam|ytairal|eeesaly|airal|opalal|saldam|ofakal	NO
G482-S081	P1008-E0454	MODEL_FREE_BACKOFF	1	1	2	EINHEIT · {N1}	YES	1	P1008-E0352	1	1	oraiinam	YES
G482-S082	P1008-E0454	MODEL_FREE_BACKOFF	2	3	1	ZIELORT	YES	47	P1003-E0087|P1003-E0413|P1003-E0554|P1003-E0597|P1003-E0600|P1003-E0605|P1003-E0606|P1003-E0609|P1003-E0642|P1003-E0643|P1008-E0132|P1008-E0133|P1008-E0135|P1008-E0136|P1008-E0139|P1008-E0171|P1008-E0173|P1008-E0194|P1008-E0236|P1008-E0237|P1008-E0238|P1008-E0239|P1008-E0240|P1008-E0247|P1008-E0249|P1008-E0279|P1008-E0280|P1008-E0282|P1008-E0283|P1008-E0286|P1008-E0350|P1008-E0351|P1008-E0357|P1008-E0360|P1008-E0409|P1008-E0410|P1008-E0417|P1008-E0419|P1008-E0420|P1008-E0424|P1008-E0452|P1008-E0458|P1008-E0459|P1008-E1176|P1008-E1182|P1008-E1410|P1008-E1411	5	3	soral|okalyd|daramdal|chfaly|alcphy|aly|opalar|opalor|otalody|otalaiin|okalam|ytalshdy|alif|otaraldy|otalef|ofaralar|otchdal|okealar|okalar|okal|okaly|okeal|otal|ralal|otalshy|okaldy|ainaly|olkalaiin|olalsy|al|alaly|oralkam|ytairal|eeesaly|airal|olfsheoral|opalal|aral|oletal|saldam|saloiinsheol|ofakal|otalsy	NO
G482-S083	P1008-E0457	MODEL_CONDITIONED	1	1	3	{N1} · NEHMEN · EINSTELLEN	YES	1	P1003-E0414	1	1	cheocthy	YES
G482-S084	P1008-E0457	MODEL_CONDITIONED	2	4	1	{N1}	YES	26	P1003-E0413|P1003-E0414|P1003-E0646|P1008-E0127|P1008-E0133|P1008-E0139|P1008-E0191|P1008-E0193|P1008-E0194|P1008-E0246|P1008-E0247|P1008-E0251|P1008-E0287|P1008-E0350|P1008-E0353|P1008-E0356|P1008-E0364|P1008-E0365|P1008-E0367|P1008-E0414|P1008-E0424|P1008-E1039|P1008-E1040|P1008-E1175|P1008-E1182|P1008-E1301	4	2	okalyd|cheocthy|sholshdy|oshodady|ytalshdy|otalef|oklairdy|okairy|okealar|okaircham|okeal|okyd|okarcham|olkalaiin|osarsheeeo|opoiiinoin|ofsholdy|opoeey|ykolairol|fydy|olfsheoral|qkol|oldam|ykocfhy|saloiinsheol|okshdchos	YES
G482-S085	P1008-E0457	MODEL_FREE_BACKOFF	1	1	3	{N1} · NEHMEN · EINSTELLEN	YES	1	P1003-E0414	1	1	cheocthy	YES
G482-S086	P1008-E0457	MODEL_FREE_BACKOFF	2	4	1	{N1}	YES	88	P1003-E0079|P1003-E0080|P1003-E0081|P1003-E0082|P1003-E0084|P1003-E0087|P1003-E0088|P1003-E0413|P1003-E0414|P1003-E0415|P1003-E0417|P1003-E0458|P1003-E0459|P1003-E0460|P1003-E0554|P1003-E0555|P1003-E0556|P1003-E0557|P1003-E0596|P1003-E0597|P1003-E0599|P1003-E0606|P1003-E0609|P1003-E0641|P1003-E0642|P1003-E0646|P1008-E0127|P1008-E0128|P1008-E0133|P1008-E0135|P1008-E0139|P1008-E0172|P1008-E0173|P1008-E0190|P1008-E0191|P1008-E0193|P1008-E0194|P1008-E0243|P1008-E0246|P1008-E0247|P1008-E0250|P1008-E0251|P1008-E0280|P1008-E0284|P1008-E0286|P1008-E0287|P1008-E0350|P1008-E0352|P1008-E0353|P1008-E0356|P1008-E0359|P1008-E0363|P1008-E0364|P1008-E0365|P1008-E0367|P1008-E0409|P1008-E0410|P1008-E0411|P1008-E0414|P1008-E0417|P1008-E0418|P1008-E0421|P1008-E0423|P1008-E0424|P1008-E0452|P1008-E0453|P1008-E0454|P1008-E0455|P1008-E0459|P1008-E1039|P1008-E1040|P1008-E1041|P1008-E1042|P1008-E1093|P1008-E1175|P1008-E1176|P1008-E1177|P1008-E1179|P1008-E1180|P1008-E1181|P1008-E1182|P1008-E1228|P1008-E1233|P1008-E1300|P1008-E1301|P1008-E1409|P1008-E1410|P1008-E1412	6	4	oteeeon|oiil|darchdar|olkchs|otork|soral|dotedy|okalyd|cheocthy|cpheor|arody|otoram|otora|cheosdy|daramdal|otydary|otdordy|dararda|arom|chfaly|otchody|opalar|opalor|ofaom|otalody|sholshdy|oshodady|chdaiirdainy|ytalshdy|alif|otalef|otchoshy|otchdal|ofchdamy|oklairdy|okairy|okealar|oteeary|okaircham|okeal|orary|okyd|ralal|chosar|ainaly|okarcham|olkalaiin|oraiinam|osarsheeeo|opoiiinoin|ypaiin|oeeodaiin|ofsholdy|opoeey|ykolairol|oralkam|ytairal|oeeesaiin|fydy|eeesaly|ykaraiin|orara|olay|olfsheoral|opalal|yfary|oraiiral|ytoar|oletal|qkol|oldam|otoldy|ararchodaiin|otorain|ykocfhy|saldam|sydarary|odory|doly|opchosam|saloiinsheol|otold|opchoroiin|oporain|okshdchos|yorain|ofakal|ytarem	YES
G482-S087	P1003-E0083	MODEL_CONDITIONED	1	1	1	DANACH	YES	20	P1003-E0085|P1003-E0411|P1003-E0601|P1003-E0603|P1003-E0643|P1008-E0136|P1008-E0137|P1008-E0138|P1008-E0176|P1008-E0236|P1008-E0244|P1008-E0248|P1008-E0252|P1008-E0279|P1008-E0282|P1008-E0285|P1008-E0354|P1008-E0361|P1008-E1411|P1008-E1413	4	3	otol|otolaiin|otaiin|otar|otalaiin|otaraldy|otain|otainy|otair|otolam|otal|otalshy|otam|oto|oteey|otalsy|otolarol	NO
G482-S088	P1003-E0083	MODEL_CONDITIONED	2	2	1	GRAD I	NO	0	NONE	0	0	NONE	NO
G482-S089	P1003-E0083	MODEL_CONDITIONED	3	3	1	SCHLUSS	NO	0	NONE	0	0	NONE	NO
G482-S090	P1003-E0083	MODEL_FREE_BACKOFF	1	1	1	DANACH	YES	40	P1003-E0079|P1003-E0084|P1003-E0085|P1003-E0088|P1003-E0410|P1003-E0411|P1003-E0416|P1003-E0418|P1003-E0458|P1003-E0459|P1003-E0555|P1003-E0556|P1003-E0599|P1003-E0601|P1003-E0603|P1003-E0642|P1003-E0643|P1003-E0644|P1008-E0136|P1008-E0137|P1008-E0138|P1008-E0139|P1008-E0172|P1008-E0173|P1008-E0176|P1008-E0236|P1008-E0243|P1008-E0244|P1008-E0248|P1008-E0252|P1008-E0279|P1008-E0282|P1008-E0285|P1008-E0354|P1008-E0361|P1008-E1041|P1008-E1093|P1008-E1228|P1008-E1411|P1008-E1413	6	4	oteeeon|otork|otol|dotedy|otchdy|otolaiin|otar|otokol|otoram|otora|otydary|otdordy|otchody|otaiin|otalody|otalaiin|otaraldy|otain|otalef|otchoshy|otchdal|otainy|oteeary|otair|otolam|otal|otalshy|otam|oto|oteey|otoldy|otorain|otold|otalsy|otolarol	NO
G482-S091	P1003-E0083	MODEL_FREE_BACKOFF	2	2	1	GRAD I	YES	5	P1008-E0358|P1008-E0413|P1008-E1092|P1008-E1183|P1008-E1299	2	2	ches|ochey|opcheor|cheody	NO
G482-S092	P1003-E0083	MODEL_FREE_BACKOFF	3	3	1	SCHLUSS	YES	4	P1003-E0086|P1003-E0410|P1008-E0283|P1008-E0414	2	2	dchdy|otchdy|okaldy|fydy	NO
G482-S093	P1003-E0085	MODEL_CONDITIONED	1	1	2	DANACH · FORTSETZEN	YES	3	P1003-E0411|P1008-E0252|P1008-E1413	3	3	otolaiin|otolam|otolarol	NO
G482-S094	P1003-E0085	MODEL_FREE_BACKOFF	1	1	2	DANACH · FORTSETZEN	YES	5	P1003-E0411|P1008-E0252|P1008-E1041|P1008-E1228|P1008-E1413	3	3	otolaiin|otolam|otoldy|otold|otolarol	NO
G482-S095	P1003-E0088	MODEL_CONDITIONED	1	1	1	{N1}	YES	59	P1003-E0079|P1003-E0080|P1003-E0081|P1003-E0082|P1003-E0084|P1003-E0087|P1003-E0415|P1003-E0417|P1003-E0458|P1003-E0459|P1003-E0460|P1003-E0554|P1003-E0555|P1003-E0556|P1003-E0557|P1003-E0596|P1003-E0597|P1003-E0599|P1003-E0609|P1003-E0641|P1003-E0642|P1008-E0128|P1008-E0135|P1008-E0172|P1008-E0173|P1008-E0190|P1008-E0243|P1008-E0250|P1008-E0280|P1008-E0284|P1008-E0286|P1008-E0352|P1008-E0359|P1008-E0363|P1008-E0409|P1008-E0410|P1008-E0411|P1008-E0417|P1008-E0418|P1008-E0421|P1008-E0423|P1008-E0452|P1008-E0453|P1008-E0454|P1008-E0455|P1008-E1041|P1008-E1042|P1008-E1093|P1008-E1176|P1008-E1177|P1008-E1179|P1008-E1180|P1008-E1181|P1008-E1228|P1008-E1233|P1008-E1300|P1008-E1409|P1008-E1410|P1008-E1412	6	4	oteeeon|oiil|darchdar|olkchs|otork|soral|cpheor|arody|otoram|otora|cheosdy|daramdal|otydary|otdordy|dararda|arom|chfaly|otchody|opalor|ofaom|otalody|chdaiirdainy|alif|otchoshy|otchdal|ofchdamy|oteeary|orary|ralal|chosar|ainaly|oraiinam|ypaiin|oeeodaiin|oralkam|ytairal|oeeesaiin|eeesaly|ykaraiin|orara|olay|opalal|yfary|oraiiral|ytoar|otoldy|ararchodaiin|otorain|saldam|sydarary|odory|doly|opchosam|otold|opchoroiin|oporain|yorain|ofakal|ytarem	YES
G482-S096	P1003-E0088	MODEL_CONDITIONED	2	2	1	DANACH	YES	15	P1003-E0079|P1003-E0084|P1003-E0416|P1003-E0458|P1003-E0459|P1003-E0555|P1003-E0556|P1003-E0599|P1003-E0642|P1008-E0172|P1008-E0173|P1008-E0243|P1008-E1041|P1008-E1093|P1008-E1228	6	4	oteeeon|otork|otar|otoram|otora|otydary|otdordy|otchody|otalody|otchoshy|otchdal|oteeary|otoldy|otorain|otold	NO
G482-S097	P1003-E0088	MODEL_CONDITIONED	3	3	1	{N2}	YES	8	P1003-E0081|P1003-E0554|P1003-E0557|P1008-E0243|P1008-E0453|P1008-E1176|P1008-E1177|P1008-E1412	4	3	darchdar|daramdal|dararda|oteeary|yfary|saldam|sydarary|ytarem	YES
G482-S098	P1003-E0088	MODEL_FREE_BACKOFF	1	1	1	{N1}	YES	88	P1003-E0079|P1003-E0080|P1003-E0081|P1003-E0082|P1003-E0084|P1003-E0087|P1003-E0413|P1003-E0414|P1003-E0415|P1003-E0417|P1003-E0458|P1003-E0459|P1003-E0460|P1003-E0554|P1003-E0555|P1003-E0556|P1003-E0557|P1003-E0596|P1003-E0597|P1003-E0599|P1003-E0606|P1003-E0609|P1003-E0641|P1003-E0642|P1003-E0646|P1008-E0127|P1008-E0128|P1008-E0133|P1008-E0135|P1008-E0139|P1008-E0172|P1008-E0173|P1008-E0190|P1008-E0191|P1008-E0193|P1008-E0194|P1008-E0243|P1008-E0246|P1008-E0247|P1008-E0250|P1008-E0251|P1008-E0280|P1008-E0284|P1008-E0286|P1008-E0287|P1008-E0350|P1008-E0352|P1008-E0353|P1008-E0356|P1008-E0359|P1008-E0363|P1008-E0364|P1008-E0365|P1008-E0367|P1008-E0409|P1008-E0410|P1008-E0411|P1008-E0414|P1008-E0417|P1008-E0418|P1008-E0421|P1008-E0423|P1008-E0424|P1008-E0452|P1008-E0453|P1008-E0454|P1008-E0455|P1008-E0457|P1008-E0459|P1008-E1039|P1008-E1040|P1008-E1041|P1008-E1042|P1008-E1093|P1008-E1175|P1008-E1176|P1008-E1177|P1008-E1179|P1008-E1180|P1008-E1181|P1008-E1182|P1008-E1228|P1008-E1233|P1008-E1300|P1008-E1301|P1008-E1409|P1008-E1410|P1008-E1412	6	4	oteeeon|oiil|darchdar|olkchs|otork|soral|okalyd|cheocthy|cpheor|arody|otoram|otora|cheosdy|daramdal|otydary|otdordy|dararda|arom|chfaly|otchody|opalar|opalor|ofaom|otalody|sholshdy|oshodady|chdaiirdainy|ytalshdy|alif|otalef|otchoshy|otchdal|ofchdamy|oklairdy|okairy|okealar|oteeary|okaircham|okeal|orary|okyd|ralal|chosar|ainaly|okarcham|olkalaiin|oraiinam|osarsheeeo|opoiiinoin|ypaiin|oeeodaiin|ofsholdy|opoeey|ykolairol|oralkam|ytairal|oeeesaiin|fydy|eeesaly|ykaraiin|orara|olay|olfsheoral|opalal|yfary|oraiiral|ytoar|octho|oletal|qkol|oldam|otoldy|ararchodaiin|otorain|ykocfhy|saldam|sydarary|odory|doly|opchosam|saloiinsheol|otold|opchoroiin|oporain|okshdchos|yorain|ofakal|ytarem	YES
G482-S099	P1003-E0088	MODEL_FREE_BACKOFF	2	2	1	DANACH	YES	40	P1003-E0079|P1003-E0083|P1003-E0084|P1003-E0085|P1003-E0410|P1003-E0411|P1003-E0416|P1003-E0418|P1003-E0458|P1003-E0459|P1003-E0555|P1003-E0556|P1003-E0599|P1003-E0601|P1003-E0603|P1003-E0642|P1003-E0643|P1003-E0644|P1008-E0136|P1008-E0137|P1008-E0138|P1008-E0139|P1008-E0172|P1008-E0173|P1008-E0176|P1008-E0236|P1008-E0243|P1008-E0244|P1008-E0248|P1008-E0252|P1008-E0279|P1008-E0282|P1008-E0285|P1008-E0354|P1008-E0361|P1008-E1041|P1008-E1093|P1008-E1228|P1008-E1411|P1008-E1413	6	4	oteeeon|otedy|otork|otol|otchdy|otolaiin|otar|otokol|otoram|otora|otydary|otdordy|otchody|otaiin|otalody|otalaiin|otaraldy|otain|otalef|otchoshy|otchdal|otainy|oteeary|otair|otolam|otal|otalshy|otam|oto|oteey|otoldy|otorain|otold|otalsy|otolarol	NO
G482-S100	P1003-E0088	MODEL_FREE_BACKOFF	3	3	1	{N2}	YES	14	P1003-E0081|P1003-E0554|P1003-E0557|P1008-E0127|P1008-E0133|P1008-E0191|P1008-E0243|P1008-E0353|P1008-E0424|P1008-E0453|P1008-E1176|P1008-E1177|P1008-E1182|P1008-E1412	4	3	darchdar|daramdal|dararda|oshodady|ytalshdy|oklairdy|oteeary|osarsheeeo|olfsheoral|yfary|saldam|sydarary|saloiinsheol|ytarem	YES
G482-S101	P1003-E0410	MODEL_CONDITIONED	1	1	1	DANACH	YES	3	P1003-E0418|P1003-E0644|P1008-E0139	3	2	otokol|otar|otalef	NO
G482-S102	P1003-E0410	MODEL_CONDITIONED	2	2	2	BEARBEITEN · SCHLUSS	YES	1	P1003-E0086	1	1	dchdy	NO
G482-S103	P1003-E0410	MODEL_FREE_BACKOFF	1	1	1	DANACH	YES	40	P1003-E0079|P1003-E0083|P1003-E0084|P1003-E0085|P1003-E0088|P1003-E0411|P1003-E0416|P1003-E0418|P1003-E0458|P1003-E0459|P1003-E0555|P1003-E0556|P1003-E0599|P1003-E0601|P1003-E0603|P1003-E0642|P1003-E0643|P1003-E0644|P1008-E0136|P1008-E0137|P1008-E0138|P1008-E0139|P1008-E0172|P1008-E0173|P1008-E0176|P1008-E0236|P1008-E0243|P1008-E0244|P1008-E0248|P1008-E0252|P1008-E0279|P1008-E0282|P1008-E0285|P1008-E0354|P1008-E0361|P1008-E1041|P1008-E1093|P1008-E1228|P1008-E1411|P1008-E1413	6	4	oteeeon|otedy|otork|otol|dotedy|otolaiin|otar|otokol|otoram|otora|otydary|otdordy|otchody|otaiin|otalody|otalaiin|otaraldy|otain|otalef|otchoshy|otchdal|otainy|oteeary|otair|otolam|otal|otalshy|otam|oto|oteey|otoldy|otorain|otold|otalsy|otolarol	NO
G482-S104	P1003-E0410	MODEL_FREE_BACKOFF	2	2	2	BEARBEITEN · SCHLUSS	YES	1	P1003-E0086	1	1	dchdy	NO
G482-S105	P1003-E0414	MODEL_CONDITIONED	1	1	3	{N1} · NEHMEN · EINSTELLEN	YES	1	P1008-E0457	1	1	octho	YES
G482-S106	P1003-E0414	MODEL_CONDITIONED	2	4	1	POSTEN	YES	18	P1003-E0600|P1008-E0140|P1008-E0174|P1008-E0175|P1008-E0239|P1008-E0241|P1008-E0242|P1008-E0249|P1008-E0365|P1008-E0413|P1008-E0414|P1008-E1038|P1008-E1090|P1008-E1175|P1008-E1232|P1008-E1296|P1008-E1298|P1008-E1299	3	2	alcphy|ys|okeey|ary|okaly|opoeey|ochey|fydy|okchshy|ykyd|ykocfhy|dy|korainy|cheys|cheody	NO
G482-S107	P1003-E0414	MODEL_FREE_BACKOFF	1	1	3	{N1} · NEHMEN · EINSTELLEN	YES	1	P1008-E0457	1	1	octho	YES
G482-S108	P1003-E0414	MODEL_FREE_BACKOFF	2	4	1	POSTEN	YES	39	P1003-E0597|P1003-E0600|P1003-E0605|P1008-E0128|P1008-E0131|P1008-E0136|P1008-E0140|P1008-E0172|P1008-E0174|P1008-E0175|P1008-E0176|P1008-E0236|P1008-E0239|P1008-E0241|P1008-E0242|P1008-E0245|P1008-E0249|P1008-E0282|P1008-E0286|P1008-E0351|P1008-E0360|P1008-E0361|P1008-E0365|P1008-E0412|P1008-E0413|P1008-E0414|P1008-E0417|P1008-E1038|P1008-E1090|P1008-E1175|P1008-E1178|P1008-E1179|P1008-E1180|P1008-E1229|P1008-E1232|P1008-E1296|P1008-E1298|P1008-E1299|P1008-E1411	3	2	chfaly|alcphy|aly|chdaiirdainy|ary|otaraldy|ys|otchoshy|okeey|otainy|okaly|dy|otalshy|ainaly|olalsy|alaly|oteey|opoeey|ory|ochey|fydy|eeesaly|okchshy|ykyd|ykocfhy|yddy|odory|doly|y|korainy|cheys|cheody|otalsy	NO
G482-S109	P1003-E0418	MODEL_CONDITIONED	1	1	1	DANACH	YES	3	P1003-E0410|P1003-E0644|P1008-E0139	3	2	otchdy|otar|otalef	NO
G482-S110	P1003-E0418	MODEL_CONDITIONED	2	2	2	SETZEN · FORTSETZEN	YES	2	P1003-E0598|P1008-E1230	2	2	okolar|okol	NO
G482-S111	P1003-E0418	MODEL_FREE_BACKOFF	1	1	1	DANACH	YES	40	P1003-E0079|P1003-E0083|P1003-E0084|P1003-E0085|P1003-E0088|P1003-E0410|P1003-E0411|P1003-E0416|P1003-E0458|P1003-E0459|P1003-E0555|P1003-E0556|P1003-E0599|P1003-E0601|P1003-E0603|P1003-E0642|P1003-E0643|P1003-E0644|P1008-E0136|P1008-E0137|P1008-E0138|P1008-E0139|P1008-E0172|P1008-E0173|P1008-E0176|P1008-E0236|P1008-E0243|P1008-E0244|P1008-E0248|P1008-E0252|P1008-E0279|P1008-E0282|P1008-E0285|P1008-E0354|P1008-E0361|P1008-E1041|P1008-E1093|P1008-E1228|P1008-E1411|P1008-E1413	6	4	oteeeon|otedy|otork|otol|dotedy|otchdy|otolaiin|otar|otoram|otora|otydary|otdordy|otchody|otaiin|otalody|otalaiin|otaraldy|otain|otalef|otchoshy|otchdal|otainy|oteeary|otair|otolam|otal|otalshy|otam|oto|oteey|otoldy|otorain|otold|otalsy|otolarol	NO
G482-S112	P1003-E0418	MODEL_FREE_BACKOFF	2	2	2	SETZEN · FORTSETZEN	YES	2	P1003-E0598|P1008-E1230	2	2	okolar|okol	NO
G482-S113	P1003-E0458	MODEL_CONDITIONED	1	1	3	DANACH · {N1} · HIER	YES	1	P1003-E0555	1	1	otydary	YES
G482-S114	P1003-E0458	MODEL_FREE_BACKOFF	1	1	3	DANACH · {N1} · HIER	YES	1	P1003-E0555	1	1	otydary	YES
G482-S115	P1003-E0460	MODEL_CONDITIONED	1	1	1	{F1}:NAMENSFAMILIE	NO	0	NONE	0	0	NONE	YES
G482-S116	P1003-E0460	MODEL_CONDITIONED	2	2	1	{N1}	YES	59	P1003-E0079|P1003-E0080|P1003-E0081|P1003-E0082|P1003-E0084|P1003-E0087|P1003-E0088|P1003-E0415|P1003-E0417|P1003-E0458|P1003-E0459|P1003-E0554|P1003-E0555|P1003-E0556|P1003-E0557|P1003-E0596|P1003-E0597|P1003-E0599|P1003-E0609|P1003-E0641|P1003-E0642|P1008-E0128|P1008-E0135|P1008-E0172|P1008-E0173|P1008-E0190|P1008-E0243|P1008-E0250|P1008-E0280|P1008-E0284|P1008-E0286|P1008-E0352|P1008-E0359|P1008-E0363|P1008-E0409|P1008-E0410|P1008-E0411|P1008-E0417|P1008-E0418|P1008-E0421|P1008-E0423|P1008-E0452|P1008-E0453|P1008-E0454|P1008-E0455|P1008-E1041|P1008-E1042|P1008-E1093|P1008-E1176|P1008-E1177|P1008-E1179|P1008-E1180|P1008-E1181|P1008-E1228|P1008-E1233|P1008-E1300|P1008-E1409|P1008-E1410|P1008-E1412	6	4	oteeeon|oiil|darchdar|olkchs|otork|soral|dotedy|cpheor|arody|otoram|otora|daramdal|otydary|otdordy|dararda|arom|chfaly|otchody|opalor|ofaom|otalody|chdaiirdainy|alif|otchoshy|otchdal|ofchdamy|oteeary|orary|ralal|chosar|ainaly|oraiinam|ypaiin|oeeodaiin|oralkam|ytairal|oeeesaiin|eeesaly|ykaraiin|orara|olay|opalal|yfary|oraiiral|ytoar|otoldy|ararchodaiin|otorain|saldam|sydarary|odory|doly|opchosam|otold|opchoroiin|oporain|yorain|ofakal|ytarem	YES
G482-S117	P1003-E0460	MODEL_FREE_BACKOFF	1	1	1	{F1}:NAMENSFAMILIE	NO	0	NONE	0	0	NONE	YES
G482-S118	P1003-E0460	MODEL_FREE_BACKOFF	2	2	1	{N1}	YES	88	P1003-E0079|P1003-E0080|P1003-E0081|P1003-E0082|P1003-E0084|P1003-E0087|P1003-E0088|P1003-E0413|P1003-E0414|P1003-E0415|P1003-E0417|P1003-E0458|P1003-E0459|P1003-E0554|P1003-E0555|P1003-E0556|P1003-E0557|P1003-E0596|P1003-E0597|P1003-E0599|P1003-E0606|P1003-E0609|P1003-E0641|P1003-E0642|P1003-E0646|P1008-E0127|P1008-E0128|P1008-E0133|P1008-E0135|P1008-E0139|P1008-E0172|P1008-E0173|P1008-E0190|P1008-E0191|P1008-E0193|P1008-E0194|P1008-E0243|P1008-E0246|P1008-E0247|P1008-E0250|P1008-E0251|P1008-E0280|P1008-E0284|P1008-E0286|P1008-E0287|P1008-E0350|P1008-E0352|P1008-E0353|P1008-E0356|P1008-E0359|P1008-E0363|P1008-E0364|P1008-E0365|P1008-E0367|P1008-E0409|P1008-E0410|P1008-E0411|P1008-E0414|P1008-E0417|P1008-E0418|P1008-E0421|P1008-E0423|P1008-E0424|P1008-E0452|P1008-E0453|P1008-E0454|P1008-E0455|P1008-E0457|P1008-E0459|P1008-E1039|P1008-E1040|P1008-E1041|P1008-E1042|P1008-E1093|P1008-E1175|P1008-E1176|P1008-E1177|P1008-E1179|P1008-E1180|P1008-E1181|P1008-E1182|P1008-E1228|P1008-E1233|P1008-E1300|P1008-E1301|P1008-E1409|P1008-E1410|P1008-E1412	6	4	oteeeon|oiil|darchdar|olkchs|otork|soral|dotedy|okalyd|cheocthy|cpheor|arody|otoram|otora|daramdal|otydary|otdordy|dararda|arom|chfaly|otchody|opalar|opalor|ofaom|otalody|sholshdy|oshodady|chdaiirdainy|ytalshdy|alif|otalef|otchoshy|otchdal|ofchdamy|oklairdy|okairy|okealar|oteeary|okaircham|okeal|orary|okyd|ralal|chosar|ainaly|okarcham|olkalaiin|oraiinam|osarsheeeo|opoiiinoin|ypaiin|oeeodaiin|ofsholdy|opoeey|ykolairol|oralkam|ytairal|oeeesaiin|fydy|eeesaly|ykaraiin|orara|olay|olfsheoral|opalal|yfary|oraiiral|ytoar|octho|oletal|qkol|oldam|otoldy|ararchodaiin|otorain|ykocfhy|saldam|sydarary|odory|doly|opchosam|saloiinsheol|otold|opchoroiin|oporain|okshdchos|yorain|ofakal|ytarem	YES
G482-S119	P1003-E0555	MODEL_CONDITIONED	1	1	3	DANACH · {N1} · HIER	YES	1	P1003-E0458	1	1	otoram	YES
G482-S120	P1003-E0555	MODEL_CONDITIONED	2	4	2	AUSGANG · {N1}	YES	5	P1003-E0417|P1003-E0596|P1008-E0250|P1008-E0421|P1008-E1042	4	2	arody|arom|orary|orara|ararchodaiin	YES
G482-S121	P1003-E0555	MODEL_FREE_BACKOFF	1	1	3	DANACH · {N1} · HIER	YES	1	P1003-E0458	1	1	otoram	YES
G482-S122	P1003-E0555	MODEL_FREE_BACKOFF	2	4	2	AUSGANG · {N1}	YES	6	P1003-E0417|P1003-E0596|P1008-E0250|P1008-E0287|P1008-E0421|P1008-E1042	4	2	arody|arom|orary|okarcham|orara|ararchodaiin	YES
G482-S123	P1003-E0557	MODEL_CONDITIONED	1	1	2	{N1} · AUSGANG	YES	8	P1003-E0081|P1003-E0554|P1008-E0243|P1008-E0284|P1008-E0418|P1008-E0453|P1008-E0455|P1008-E1412	4	3	darchdar|daramdal|oteeary|chosar|ykaraiin|yfary|ytoar|ytarem	YES
G482-S124	P1003-E0557	MODEL_CONDITIONED	2	3	2	AUSGANG · {N2}	YES	6	P1003-E0081|P1003-E0554|P1008-E0243|P1008-E0453|P1008-E1177|P1008-E1412	4	3	darchdar|daramdal|oteeary|yfary|sydarary|ytarem	YES
G482-S125	P1003-E0557	MODEL_FREE_BACKOFF	1	1	2	{N1} · AUSGANG	YES	9	P1003-E0081|P1003-E0554|P1008-E0243|P1008-E0284|P1008-E0353|P1008-E0418|P1008-E0453|P1008-E0455|P1008-E1412	4	3	darchdar|daramdal|oteeary|chosar|osarsheeeo|ykaraiin|yfary|ytoar|ytarem	YES
G482-S126	P1003-E0557	MODEL_FREE_BACKOFF	2	3	2	AUSGANG · {N2}	YES	6	P1003-E0081|P1003-E0554|P1008-E0243|P1008-E0453|P1008-E1177|P1008-E1412	4	3	darchdar|daramdal|oteeary|yfary|sydarary|ytarem	YES
G482-S127	P1008-E1042	MODEL_CONDITIONED	1	1	2	AUSGANG · AUSGANG	YES	2	P1003-E0557|P1008-E1177	2	1	dararda|sydarary	NO
