sequence_id	source_event_id	record_id	bundle_id	physical_page	register	active_model	surface	working_recipe	literal_working_reading_de	normalized_literal_de	token_count	semantic_tokens	semantic_separators	is_gdt481_single_event_residual	definitive_event_reading_de
G482-E089	P1008-E0360	G475-R065	G474-B067	f72r	CELESTIAL	CATALOGUE	alaly	AL+AL+Y	ZIELORT · ZIELORT · POSTEN	ZIELORT · ZIELORT · POSTEN	3	ZIELORT|ZIELORT|POSTEN	DOT|DOT	NO	Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.
G482-E090	P1008-E0361	G475-R066	G474-B068	f72r	CELESTIAL	COORDINATE	oteey	OT+EE+Y	DANACH · GRAD II · POSTEN	DANACH · GRAD II · POSTEN	3	DANACH|GRAD II|POSTEN	DOT|DOT	NO	Adressspur: danach → Grad II → Positionsposten. Reihenfolge konkret: OT — danach Grad II.
G482-E091	P1008-E0362	G475-R066	G474-B068	f72r	CELESTIAL	COORDINATE	daiin	AIIN	WERT	WERT	1	WERT	NONE	NO	Adressspur: Positionswert.
G482-E092	P1008-E0363	G475-R067	G474-B069	f72r	CELESTIAL	CATALOGUE	oeeodaiin	AIIN	[STERNSTELLENNAME:oeeo] · WERT	{N1} · WERT	2	{N1}|WERT	DOT	NO	Sternstelle »oeeo« — Wertangabe.
G482-E093	P1008-E0364	G475-R068	G474-B070	f72r	CELESTIAL	INSTRUCTION	ofsholdy	O+LOCAL_CHAR_F+SH+OL	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dy]	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · {N1}	5	AUSFÜHRUNG|HIER|HALTEN|FORTSETZEN|{N1}	DOT|DOT|DOT|DOT	YES	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Sternstelle »dy« weiterführen.
G482-E094	P1008-E0365	G475-R069	G474-B071	f72r	CELESTIAL	INSTRUCTION	opoeey	EE+Y	[STERNSTELLENNAME:opo] · GRAD II · POSTEN	{N1} · GRAD II · POSTEN	3	{N1}|GRAD II|POSTEN	DOT|DOT	NO	Beziehe den Sternstelleneintrag »opo« und den Positionsposten, auf Grad II.
G482-E095	P1008-E0366	G475-R069	G474-B071	f72r	CELESTIAL	INSTRUCTION	okaiin	OK+AIIN	SETZEN · WERT	SETZEN · WERT	2	SETZEN|WERT	DOT	NO	Setze den Positionswert.
G482-E096	P1008-E0367	G475-R069	G474-B072	f72r	CELESTIAL	INSTRUCTION	ykolairol	OL+AIR+OL	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · FORTSETZEN	{N1} · FORTSETZEN · BAHN · FORTSETZEN	4	{N1}|FORTSETZEN|BAHN|FORTSETZEN	DOT|DOT|DOT	NO	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn. Reihenfolge konkret: OL — Sternstelle »yk« in Bahn weiterführen; OL — Bahn weiterführen.
G482-E097	P1008-E0409	G475-R070	G474-B073	f72r	CELESTIAL	CATALOGUE	oralkam	OR+AL+AM_ADDR	EINHEIT · ZIELORT · [STERNSTELLENNAME:k] · HIER	EINHEIT · ZIELORT · {N1} · HIER	4	EINHEIT|ZIELORT|{N1}|HIER	DOT|DOT|DOT	YES	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.
G482-E098	P1008-E0410	G475-R071	G474-B074	f72r	CELESTIAL	CATALOGUE	ytairal	AIR+AL	[STERNSTELLENNAME:yt] · BAHN · ZIELORT	{N1} · BAHN · ZIELORT	3	{N1}|BAHN|ZIELORT	DOT|DOT	NO	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.
G482-E099	P1008-E0411	G475-R072	G474-B075	f72r	CELESTIAL	CATALOGUE	oeeesaiin	AIIN	[STERNSTELLENNAME:oeees] · WERT	{N1} · WERT	2	{N1}|WERT	DOT	NO	Sternstelle »oeees« — Wertangabe.
G482-E100	P1008-E0412	G475-R073	G474-B076	f72r	CELESTIAL	COORDINATE	ory	OR+Y	EINHEIT · POSTEN	EINHEIT · POSTEN	2	EINHEIT|POSTEN	DOT	YES	Adressspur: Positionseinheit → Positionsposten.
G482-E101	P1008-E0413	G475-R074	G474-B077	f72r	CELESTIAL	INSTRUCTION	ochey	O+CH+E+Y	AUSFÜHRUNG · NEHMEN · GRAD I · POSTEN	AUSFÜHRUNG · NEHMEN · GRAD I · POSTEN	4	AUSFÜHRUNG|NEHMEN|GRAD I|POSTEN	DOT|DOT|DOT	NO	Nimm den Positionsposten auf, als Ausführung und auf Grad I.
G482-E102	P1008-E0414	G475-R074	G474-B077	f72r	CELESTIAL	INSTRUCTION	fydy	Y+DY	[STERNSTELLENNAME:f] · POSTEN · SCHLUSS	{N1} · POSTEN · SCHLUSS	3	{N1}|POSTEN|SCHLUSS	DOT|DOT	NO	Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.
G482-E103	P1008-E0415	G475-R075	G474-B078	f72r	CELESTIAL	CATALOGUE	of	O+LOCAL_CHAR_F	AUSFÜHRUNG · HIER	AUSFÜHRUNG · HIER	2	AUSFÜHRUNG|HIER	DOT	NO	Eintrag »of« — Ausführungsvermerk, Hier-Vermerk.
G482-E104	P1008-E0416	G475-R075	G474-B078	f72r	CELESTIAL	CATALOGUE	o	O	AUSFÜHRUNG	AUSFÜHRUNG	1	AUSFÜHRUNG	NONE	NO	Eintrag »o« — Ausführungsvermerk.
G482-E105	P1008-E0417	G475-R075	G474-B078	f72r	CELESTIAL	CATALOGUE	eeesaly	AL+Y	[STERNSTELLENNAME:eees] · ZIELORT · POSTEN	{N1} · ZIELORT · POSTEN	3	{N1}|ZIELORT|POSTEN	DOT|DOT	NO	Sternstelle »eees« — Zielzuordnung, Postenangabe.
G482-E106	P1008-E0418	G475-R076	G474-B079	f72r	CELESTIAL	CATALOGUE	ykaraiin	AR+AIIN	[STERNSTELLENNAME:yk] · AUSGANG · WERT	{N1} · AUSGANG · WERT	3	{N1}|AUSGANG|WERT	DOT|DOT	NO	Sternstelle »yk« — Ausgangszuordnung, Wertangabe.
G482-E107	P1008-E0419	G475-R076	G474-B079	f72r	CELESTIAL	CATALOGUE	airal	AIR+AL	BAHN · ZIELORT	BAHN · ZIELORT	2	BAHN|ZIELORT	DOT	NO	Eintrag »airal« — Bahnvermerk, Zielzuordnung.
G482-E108	P1008-E0420	G475-R077	G474-B080	f72r	CELESTIAL	INSTRUCTION	okalar	OK+AL+AR	SETZEN · ZIELORT · AUSGANG	SETZEN · ZIELORT · AUSGANG	3	SETZEN|ZIELORT|AUSGANG	DOT|DOT	NO	Setze den Eintrag zur Zielposition und von der Ausgangsposition.
G482-E109	P1008-E0421	G475-R078	G474-B081	f72r	CELESTIAL	CATALOGUE	orara	OR+AR	EINHEIT · AUSGANG · [STERNSTELLENNAME:a]	EINHEIT · AUSGANG · {N1}	3	EINHEIT|AUSGANG|{N1}	DOT|DOT	NO	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung.
G482-E110	P1008-E0422	G475-R078	G474-B082	f72r	CELESTIAL	CATALOGUE	olaiin	OL+AIIN	FORTSETZEN · WERT	FORTSETZEN · WERT	2	FORTSETZEN|WERT	DOT	NO	Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. Reihenfolge konkret: OL — weiter mit Wert.
G482-E111	P1008-E0423	G475-R078	G474-B082	f72r	CELESTIAL	CATALOGUE	olay	OL	FORTSETZEN · [STERNSTELLENNAME:ay]	FORTSETZEN · {N1}	2	FORTSETZEN|{N1}	DOT	NO	Sternstelle »ay« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Sternstelle »ay«.
G482-E112	P1008-E0424	G475-R078	G474-B083	f72r	CELESTIAL	INSTRUCTION	olfsheoral	OL+SH+AL	FORTSETZEN · [STERNSTELLENNAME:f] · HALTEN · [STERNSTELLENNAME:eor] · ZIELORT	FORTSETZEN · {N1} · HALTEN · {N2} · ZIELORT	5	FORTSETZEN|{N1}|HALTEN|{N2}|ZIELORT	DOT|DOT|DOT|DOT	NO	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »f«.
G482-E113	P1008-E0452	G475-R079	G474-B084	f72r	CELESTIAL	CATALOGUE	opalal	AL+AL	[STERNSTELLENNAME:op] · ZIELORT · ZIELORT	{N1} · ZIELORT · ZIELORT	3	{N1}|ZIELORT|ZIELORT	DOT|DOT	NO	Sternstelle »op« — Zielzuordnung, Zielzuordnung.
G482-E114	P1008-E0453	G475-R080	G474-B085	f72r	CELESTIAL	CATALOGUE	yfary	AR	[STERNSTELLENNAME:yf] · AUSGANG · [STERNSTELLENNAME:y]	{N1} · AUSGANG · {N2}	3	{N1}|AUSGANG|{N2}	DOT|DOT	NO	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.
G482-E115	P1008-E0454	G475-R081	G474-B086	f72r	CELESTIAL	CATALOGUE	oraiiral	OR+AL	EINHEIT · [STERNSTELLENNAME:aiir] · ZIELORT	EINHEIT · {N1} · ZIELORT	3	EINHEIT|{N1}|ZIELORT	DOT|DOT	YES	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.
G482-E116	P1008-E0455	G475-R082	G474-B087	f72r	CELESTIAL	CATALOGUE	ytoar	AR	[STERNSTELLENNAME:yto] · AUSGANG	{N1} · AUSGANG	2	{N1}|AUSGANG	DOT	NO	Sternstelle »yto« — Ausgangszuordnung.
G482-E117	P1008-E0456	G475-R082	G474-B087	f72r	CELESTIAL	CATALOGUE	shar	SH+AR	HALTEN · AUSGANG	HALTEN · AUSGANG	2	HALTEN|AUSGANG	DOT	NO	Eintrag »shar« — Haltevermerk, Ausgangszuordnung.
G482-E118	P1008-E0457	G475-R083	G474-B088	f72r	CELESTIAL	INSTRUCTION	octho	CH+T	[STERNSTELLENNAME:o] · NEHMEN · EINSTELLEN · [STERNSTELLENNAME:o]	{N1} · NEHMEN · EINSTELLEN · {N1}	4	{N1}|NEHMEN|EINSTELLEN|{N1}	DOT|DOT|DOT	YES	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.
G482-E119	P1008-E0458	G475-R084	G474-B089	f72r	CELESTIAL	COORDINATE	aral	AR+AL	AUSGANG · ZIELORT	AUSGANG · ZIELORT	2	AUSGANG|ZIELORT	DOT	NO	Adressspur: Ausgangsposition → Zielposition.
G482-E120	P1008-E0459	G475-R084	G474-B090	f72r	CELESTIAL	COORDINATE	oletal	OL+AL	FORTSETZEN · [STERNSTELLENNAME:et] · ZIELORT	FORTSETZEN · {N1} · ZIELORT	3	FORTSETZEN|{N1}|ZIELORT	DOT|DOT	NO	Adressspur: weiter → Sternstelle »et« → Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »et«.
G482-E121	P1003-E0081	G475-R085	G474-B091	f77r	BIOLOGICAL	CATALOGUE	darchdar	AR+AR	[BADSTATIONSNAME:d] · AUSGANG · [BADSTATIONSNAME:chd] · AUSGANG	{N1} · AUSGANG · {N2} · AUSGANG	4	{N1}|AUSGANG|{N2}|AUSGANG	DOT|DOT|DOT	NO	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung.
G482-E122	P1003-E0082	G475-R085	G474-B092	f77r	BIOLOGICAL	CATALOGUE	olkchs	OL	FORTSETZEN · [BADSTATIONSNAME:kchs]	FORTSETZEN · {N1}	2	FORTSETZEN|{N1}	DOT	NO	Badstation »kchs« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Badstation »kchs«.
G482-E123	P1003-E0083	G475-R086	G474-B093	f77r	BIOLOGICAL	COORDINATE	otedy	OT+E+DY	DANACH · GRAD I · SCHLUSS	DANACH · GRAD I · SCHLUSS	3	DANACH|GRAD I|SCHLUSS	DOT|DOT	YES	Adressspur: danach → Grad I → Endpunkt. Reihenfolge konkret: OT — danach Grad I.
G482-E124	P1003-E0084	G475-R087	G474-B094	f77r	BIOLOGICAL	CATALOGUE	otork	OT	DANACH · [BADSTATIONSNAME:ork]	DANACH · {N1}	2	DANACH|{N1}	DOT	NO	Badstation »ork« — Folgevermerk. Reihenfolge konkret: OT — danach Badstation »ork«.
G482-E125	P1003-E0085	G475-R088	G474-B095	f77r	BIOLOGICAL	COORDINATE	otol	OT+OL	DANACH · FORTSETZEN	DANACH · FORTSETZEN	2	DANACH|FORTSETZEN	DOT	YES	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.
G482-E126	P1003-E0086	G475-R089	G474-B096	f77r	BIOLOGICAL	INSTRUCTION	dchdy	CHD+DY	BEARBEITEN · SCHLUSS	BEARBEITEN · SCHLUSS	2	BEARBEITEN|SCHLUSS	DOT	NO	Bearbeite den Eintrag, und schließe den Schritt.
G482-E127	P1003-E0087	G475-R090	G474-B097	f77r	BIOLOGICAL	CATALOGUE	soral	AL	[BADSTATIONSNAME:sor] · ZIELORT	{N1} · ZIELORT	2	{N1}|ZIELORT	DOT	NO	Badstation »sor« — Zielzuordnung.
G482-E128	P1003-E0088	G475-R091	G474-B098	f77r	BIOLOGICAL	CATALOGUE	dotedy	OT	[BADSTATIONSNAME:d] · DANACH · [BADSTATIONSNAME:edy]	{N1} · DANACH · {N2}	3	{N1}|DANACH|{N2}	DOT|DOT	YES	Badstation »d« / Badstation »edy« — Folgevermerk. Reihenfolge konkret: OT — nach Badstation »d« folgt Badstation »edy«.
G482-E129	P1003-E0410	G475-R092	G474-B099	f77r	BIOLOGICAL	INSTRUCTION	otchdy	OT+CHD+DY	DANACH · BEARBEITEN · SCHLUSS	DANACH · BEARBEITEN · SCHLUSS	3	DANACH|BEARBEITEN|SCHLUSS	DOT|DOT	YES	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge konkret: OT — danach Bearbeiten.
G482-E130	P1003-E0411	G475-R093	G474-B100	f77r	BIOLOGICAL	COORDINATE	otolaiin	OT+OL+AIIN	DANACH · FORTSETZEN · WERT	DANACH · FORTSETZEN · WERT	3	DANACH|FORTSETZEN|WERT	DOT|DOT	NO	Adressspur: danach → weiter → Stationswert. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen.
G482-E131	P1003-E0412	G475-R093	G474-B100	f77r	BIOLOGICAL	COORDINATE	o	O	AUSFÜHRUNG	AUSFÜHRUNG	1	AUSFÜHRUNG	NONE	NO	Adressspur: Ausführungspunkt.
G482-E132	P1003-E0413	G475-R094	G474-B101	f88v	PHARMA	INSTRUCTION	okalyd	OK+AL	SETZEN · ZIELORT · [DROGENNAME:yd]	SETZEN · ZIELORT · {N1}	3	SETZEN|ZIELORT|{N1}	DOT|DOT	NO	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.
G482-E133	P1003-E0414	G475-R095	G474-B102	f88v	PHARMA	INSTRUCTION	cheocthy	CH+T+Y	[DROGENNAME:cheo] · NEHMEN · EINSTELLEN · POSTEN	{N1} · NEHMEN · EINSTELLEN · POSTEN	4	{N1}|NEHMEN|EINSTELLEN|POSTEN	DOT|DOT|DOT	YES	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.
G482-E134	P1003-E0415	G475-R096	G474-B103	f88v	PHARMA	CATALOGUE	cpheor	OR	[DROGENNAME:cphe] · EINHEIT	{N1} · EINHEIT	2	{N1}|EINHEIT	DOT	NO	Droge »cphe« — Einheitsangabe.
G482-E135	P1003-E0416	G475-R097	G474-B104	f88v	PHARMA	CATALOGUE	otar	OT+AR	DANACH · AUSGANG	DANACH · AUSGANG	2	DANACH|AUSGANG	DOT	NO	Eintrag »otar« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Ausgang.
G482-E136	P1003-E0417	G475-R097	G474-B104	f88v	PHARMA	CATALOGUE	arody	AR	AUSGANG · [DROGENNAME:ody]	AUSGANG · {N1}	2	AUSGANG|{N1}	DOT	NO	Droge »ody« — Ausgangszuordnung.
G482-E137	P1003-E0418	G475-R098	G474-B105	f88v	PHARMA	INSTRUCTION	otokol	OT+OK+OL	DANACH · SETZEN · FORTSETZEN	DANACH · SETZEN · FORTSETZEN	3	DANACH|SETZEN|FORTSETZEN	DOT|DOT	YES	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.
G482-E138	P1003-E0458	G475-R099	G474-B106	f88v	PHARMA	CATALOGUE	otoram	OT+AM_ADDR	DANACH · [DROGENNAME:or] · HIER	DANACH · {N1} · HIER	3	DANACH|{N1}|HIER	DOT|DOT	YES	Droge »or« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Droge »or«.
G482-E139	P1003-E0459	G475-R100	G474-B107	f88v	PHARMA	CATALOGUE	otora	OT	DANACH · [DROGENNAME:ora]	DANACH · {N1}	2	DANACH|{N1}	DOT	NO	Droge »ora« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »ora«.
G482-E140	P1003-E0460	G475-R101	G474-B108	f88v	PHARMA	CATALOGUE	cheosdy	NONE	cheo:DROGENFAMILIE · [DROGENNAME:cheosdy]	{F1}:NAMENSFAMILIE · {N1}	2	{F1}:NAMENSFAMILIE|{N1}	DOT	YES	Droge »cheosdy« — Drogenfamilie »cheo«.
G482-E141	P1003-E0461	G475-R102	G474-B109	f88v	PHARMA	INSTRUCTION	okaiin	OK+AIIN	SETZEN · WERT	SETZEN · WERT	2	SETZEN|WERT	DOT	NO	Setze den Mengenwert als Ansatz an.
G482-E142	P1003-E0554	G475-R103	G474-B110	f88v	PHARMA	CATALOGUE	daramdal	AR+AL	[DROGENNAME:d] · AUSGANG · [DROGENNAME:am] · ZIELORT	{N1} · AUSGANG · {N2} · ZIELORT	4	{N1}|AUSGANG|{N2}|ZIELORT	DOT|DOT|DOT	NO	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.
G482-E143	P1003-E0555	G475-R104	G474-B111	f88v	PHARMA	CATALOGUE	otydary	OT+D_ADDR+AR	DANACH · [DROGENNAME:y] · HIER · AUSGANG · [DROGENNAME:y]	DANACH · {N1} · HIER · AUSGANG · {N1}	5	DANACH|{N1}|HIER|AUSGANG|{N1}	DOT|DOT|DOT|DOT	YES	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Droge »y«.
G482-E144	P1003-E0556	G475-R105	G474-B112	f88v	PHARMA	CATALOGUE	otdordy	OT	DANACH · [DROGENNAME:dordy]	DANACH · {N1}	2	DANACH|{N1}	DOT	NO	Droge »dordy« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »dordy«.
G482-E145	P1003-E0557	G475-R106	G474-B113	f88v	PHARMA	CATALOGUE	dararda	AR+AR	[DROGENNAME:d] · AUSGANG · AUSGANG · [DROGENNAME:da]	{N1} · AUSGANG · AUSGANG · {N2}	4	{N1}|AUSGANG|AUSGANG|{N2}	DOT|DOT|DOT	YES	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.
G482-E146	P1008-E1038	G475-R107	G474-B114	f89r	PHARMA	INSTRUCTION	okchshy	OK+CH+Y	SETZEN · NEHMEN · POSTEN	SETZEN · NEHMEN · POSTEN	3	SETZEN|NEHMEN|POSTEN	DOT|DOT	NO	Setze den Drogenposten als Ansatz an und nimm den Drogenposten.
G482-E147	P1008-E1039	G475-R107	G474-B115	f89r	PHARMA	INSTRUCTION	qkol	OL	[DROGENNAME:qk] · FORTSETZEN	{N1} · FORTSETZEN	2	{N1}|FORTSETZEN	DOT	NO	Weiter beziehe den Drogeneintrag »qk«. Reihenfolge konkret: OL — Droge »qk« weiterführen.
G482-E148	P1008-E1040	G475-R107	G474-B116	f89r	PHARMA	INSTRUCTION	oldam	OL+AM_ADDR	FORTSETZEN · [DROGENNAME:d] · HIER	FORTSETZEN · {N1} · HIER	3	FORTSETZEN|{N1}|HIER	DOT|DOT	NO	Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Droge »d«.
G482-E149	P1008-E1041	G475-R108	G474-B117	f89r	PHARMA	CATALOGUE	otoldy	OT+OL	DANACH · FORTSETZEN · [DROGENNAME:dy]	DANACH · FORTSETZEN · {N1}	3	DANACH|FORTSETZEN|{N1}	DOT|DOT	NO	Droge »dy« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »dy« weiterführen.
G482-E150	P1008-E1042	G475-R109	G474-B118	f89r	PHARMA	CATALOGUE	ararchodaiin	AR+AR+AIIN	AUSGANG · AUSGANG · [DROGENNAME:cho] · WERT	AUSGANG · AUSGANG · {N1} · WERT	4	AUSGANG|AUSGANG|{N1}|WERT	DOT|DOT|DOT	YES	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.
G482-E151	P1008-E1090	G475-R110	G474-B119	f89r	PHARMA	INSTRUCTION	ykyd	Y+K+Y+D_ADDR	POSTEN · GEBEN · POSTEN · HIER	POSTEN · GEBEN · POSTEN · HIER	4	POSTEN|GEBEN|POSTEN|HIER	DOT|DOT|DOT	NO	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle.
G482-E152	P1008-E1091	G475-R110	G474-B120	f89r	PHARMA	INSTRUCTION	chol	OL	FORTSETZEN	FORTSETZEN	1	FORTSETZEN	NONE	NO	Weiter beziehe den Eintrag. Reihenfolge konkret: OL — im aktiven Eintrag weiter.
G482-E153	P1008-E1092	G475-R110	G474-B120	f89r	PHARMA	INSTRUCTION	ches	CH+E+S	NEHMEN · GRAD I · WÄHLEN	NEHMEN · GRAD I · WÄHLEN	3	NEHMEN|GRAD I|WÄHLEN	DOT|DOT	NO	Nimm den Eintrag und wähle den Eintrag, auf Grad I.
G482-E154	P1008-E1093	G475-R111	G474-B121	f89r	PHARMA	CATALOGUE	otorain	OT+AIN	DANACH · [DROGENNAME:or] · ANTEIL	DANACH · {N1} · ANTEIL	3	DANACH|{N1}|ANTEIL	DOT|DOT	NO	Droge »or« — Folgevermerk, Anteilsangabe. Reihenfolge konkret: OT — danach Droge »or«.
G482-E155	P1008-E1094	G475-R112	G474-B122	f89r	PHARMA	INSTRUCTION	okaiin	OK+AIIN	SETZEN · WERT	SETZEN · WERT	2	SETZEN|WERT	DOT	NO	Setze den Mengenwert als Ansatz an.
G482-E156	P1008-E1095	G475-R112	G474-B122	f89r	PHARMA	INSTRUCTION	dan	AIN	ANTEIL	ANTEIL	1	ANTEIL	NONE	NO	Im selben Gang setze den Drogenanteil als Ansatz an.
G482-E157	P1008-E1175	G475-R113	G474-B123	f89r	PHARMA	INSTRUCTION	ykocfhy	CH+LOCAL_CHAR_F+Y	[DROGENNAME:yko] · NEHMEN · HIER · POSTEN	{N1} · NEHMEN · HIER · POSTEN	4	{N1}|NEHMEN|HIER|POSTEN	DOT|DOT|DOT	YES	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.
G482-E158	P1008-E1176	G475-R114	G474-B124	f89r	PHARMA	CATALOGUE	saldam	AL+AM_ADDR	[DROGENNAME:s] · ZIELORT · [DROGENNAME:d] · HIER	{N1} · ZIELORT · {N2} · HIER	4	{N1}|ZIELORT|{N2}|HIER	DOT|DOT|DOT	YES	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.
G482-E159	P1008-E1177	G475-R115	G474-B125	f89r	PHARMA	CATALOGUE	sydarary	D_ADDR+AR+AR	[DROGENNAME:sy] · HIER · AUSGANG · AUSGANG · [DROGENNAME:y]	{N1} · HIER · AUSGANG · AUSGANG · {N2}	5	{N1}|HIER|AUSGANG|AUSGANG|{N2}	DOT|DOT|DOT|DOT	YES	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.
G482-E160	P1008-E1178	G475-R116	G474-B126	f89r	PHARMA	COORDINATE	yddy	Y+D_ADDR+Y	POSTEN · HIER · POSTEN	POSTEN · HIER · POSTEN	3	POSTEN|HIER|POSTEN	DOT|DOT	YES	Adressspur: Drogenposten → hier → Drogenposten.
G482-E161	P1008-E1179	G475-R117	G474-B127	f89r	PHARMA	CATALOGUE	odory	OR+Y	[DROGENNAME:od] · EINHEIT · POSTEN	{N1} · EINHEIT · POSTEN	3	{N1}|EINHEIT|POSTEN	DOT|DOT	NO	Droge »od« — Einheitsangabe, Postenangabe.
G482-E162	P1008-E1180	G475-R117	G474-B128	f89r	PHARMA	CATALOGUE	doly	OL+Y	[DROGENNAME:d] · FORTSETZEN · POSTEN	{N1} · FORTSETZEN · POSTEN	3	{N1}|FORTSETZEN|POSTEN	DOT|DOT	NO	Droge »d« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Droge »d« in Posten weiterführen.
G482-E163	P1008-E1181	G475-R118	G474-B129	f89r	PHARMA	CATALOGUE	opchosam	AM_ADDR	[DROGENNAME:opchos] · HIER	{N1} · HIER	2	{N1}|HIER	DOT	YES	Droge »opchos« — Hier-Vermerk.
G482-E164	P1008-E1182	G475-R119	G474-B130	f89r	PHARMA	INSTRUCTION	saloiinsheol	AL+SH+OL	[DROGENNAME:s] · ZIELORT · [DROGENNAME:oiin] · HALTEN · [DROGENNAME:e] · FORTSETZEN	{N1} · ZIELORT · {N2} · HALTEN · {N3} · FORTSETZEN	6	{N1}|ZIELORT|{N2}|HALTEN|{N3}|FORTSETZEN	DOT|DOT|DOT|DOT|DOT	YES	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß. Reihenfolge konkret: OL — Droge »e« weiterführen.
G482-E165	P1008-E1183	G475-R120	G474-B131	f89r	PHARMA	INSTRUCTION	opcheor	O+P+CH+E+OR	AUSFÜHRUNG · EINSETZEN · NEHMEN · GRAD I · EINHEIT	AUSFÜHRUNG · EINSETZEN · NEHMEN · GRAD I · EINHEIT	5	AUSFÜHRUNG|EINSETZEN|NEHMEN|GRAD I|EINHEIT	DOT|DOT|DOT|DOT	YES	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.
G482-E166	P1008-E1228	G475-R121	G474-B132	f89r	PHARMA	CATALOGUE	otold	OT+OL	DANACH · FORTSETZEN · [DROGENNAME:d]	DANACH · FORTSETZEN · {N1}	3	DANACH|FORTSETZEN|{N1}	DOT|DOT	NO	Droge »d« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »d« weiterführen.
G482-E167	P1008-E1229	G475-R121	G474-B132	f89r	PHARMA	CATALOGUE	y	Y	POSTEN	POSTEN	1	POSTEN	NONE	NO	Eintrag »y« — Postenangabe.
G482-E168	P1008-E1230	G475-R122	G474-B133	f89r	PHARMA	INSTRUCTION	okol	OK+OL	SETZEN · FORTSETZEN	SETZEN · FORTSETZEN	2	SETZEN|FORTSETZEN	DOT	NO	Weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OL — Setzen weiterführen.
G482-E169	P1008-E1231	G475-R122	G474-B133	f89r	PHARMA	INSTRUCTION	shol	SH+OL	HALTEN · FORTSETZEN	HALTEN · FORTSETZEN	2	HALTEN|FORTSETZEN	DOT	NO	Weiter halte den Eintrag. Reihenfolge konkret: OL — Halten weiterführen.
G482-E170	P1008-E1232	G475-R122	G474-B133	f89r	PHARMA	INSTRUCTION	dy	Y	POSTEN	POSTEN	1	POSTEN	NONE	NO	Im selben Gang halte den Drogenposten.
