local_code	surface	register	drawer	visible_owner_or_default_de	form_recipe_if_any	events	loci	apprentice_rule_de
Z-L016	chykchs	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.11)	CH+Y+K+CH+S	1	f67r2.11	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L017	cpheey	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.66)	WHOLE[cpheey]	1	f67r2.66	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L018	cphocthy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.17)	WHOLE[cphocthy]	1	f68r1.17	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L019	daiin	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.56)	AIIN	1	f67r2.56	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L020	dal	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.58)	AL	1	f67r2.58	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L021	dchdar	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.53)	D_ADDR+CHD+AR	1	f67r2.53	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L022	dchetay	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.6)	D_ADDR+CH+E+T+A_ADDR+Y	1	f67r2.6	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L023	dolaram	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces inner figure 05	D_ADDR+OL+AR+AM_ADDR	1	f70v2.26	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L024	dolchedy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.36)	D_ADDR+OL+CHD+Y	1	f68r1.36	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L025	dolchsody	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.15)	D_ADDR+OL+CH+S_ADDR+O+DY	1	f67r2.15	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L026	dy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.57)	Y	2	f67r2.57|f70v1.2	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L027	eesydy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.2)	EE+S+Y+D_ADDR+Y	1	f67r2.2	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L028	ey	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.3)	E+Y	1	f67r2.3	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L029	g	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.58)	WHOLE[g]	1	f67r2.58	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L030	kchey	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.7)	K+CH+E+Y	1	f67r2.7	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L031	kchy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.10)	K+Y	1	f67r2.10	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L032	lkshy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.10)	L+K+SH+Y	1	f67r2.10	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L033	oalcheg	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries outer figure 06	O+AL+CH+E+G_LABEL	1	f70v1.7	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L034	ockhy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.21)	O+CKH+Y	1	f68r1.21	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L035	ocphy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.31)	WHOLE[ocphy]	1	f68r1.31	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L036	octhey	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.13)	O+CTH+E+Y	1	f68r1.13	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L037	octhys	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.60)	O+CTH+Y+S	1	f67r2.60	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L038	odchecthy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.9)	O+D_ADDR+CH+E+CTH+Y	1	f68r1.9	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L039	ody	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces outer figure 05	O+DY	1	f70v2.6	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L040	oeeody	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.30)	O+EE+O+D_ADDR+Y	1	f68r1.30	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L041	oeoldan	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.34)	O+E+OL+D_ADDR+AN	1	f67r2.34	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L042	oepchod	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.68)	O+E+P+CH+O+D_ADDR	1	f67r2.68	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L043	ofar	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.34)	O+LOCAL_CHAR_F+AR	1	f67r2.34	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L044	ofcheor	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.22)	O+LOCAL_CHAR_F+CHEO+R	1	f68r1.22	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L045	oiinar	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.27)	O+IIN+AR	1	f68r1.27	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L046	okain	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.28)	OK+AIN	1	f67r2.28	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L047	okal	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.22)	OK+AL	1	f67r2.22	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L048	okala	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces outer figure 07	OK+AL+A_ADDR	1	f70v2.8	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L049	okalal	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries outer figure 04	OK+AL+AL	1	f70v1.5	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L050	okaldal	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces inner figure 09	OK+AL+AL	1	f70v2.30	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L051	okar	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.3)	OK+AR	2	f67r2.10|f67r2.3	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L052	okaram	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces inner figure 06	OK+AR+AM_ADDR	1	f70v2.27	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L053	okchy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.5)	OK+Y	1	f67r2.5	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L054	okealar	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries inner figure 04	OK+E+AL+AR	1	f70v1.16	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L055	okear	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.16)	OK+E+AR	1	f68r1.16	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L056	okeeodal	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.32)	OK+EE+O+DA+L	1	f68r1.32	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L057	okees	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces outer figure 19	OK+EE+S_LABEL	1	f70v2.20	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L058	okeoly	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces outer figure 17	OK+E+OL+Y	1	f70v2.18	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L059	okoaly	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.11)	OK+O+AL+Y	1	f68r1.11	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L060	okodaly	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.8)	OK+O+DA+L+Y	1	f68r1.8	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L061	okodar	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.63)	OK+O+DA+R	2	f67r2.63|f67r2.67	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L062	okody	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces outer figure 11	OK+O+Y	1	f70v2.12	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L063	okoldy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.28)	OK+OL+DY	1	f68r1.28	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L064	okolshy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries outer figure 08	OK+OL+SH+Y	1	f70v1.9	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L065	okoly	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries inner figure 01	OK+OL+Y	1	f70v1.13	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L066	okshor	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.33)	OK+SH+OR	1	f68r1.33	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L067	oky	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces outer figure 05	OK+Y	1	f70v2.6	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L068	okydy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces outer figure 18	OK+Y+DY	1	f70v2.19	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L069	olor	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.20)	OL+OR	1	f68r1.20	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L070	ols	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.2)	OL+S	1	f67r2.2	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L071	opchey	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries outer figure 02	O+P+Y	1	f70v1.3	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L072	opcholdy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.31)	O+P+OL+D_ADDR+Y	1	f67r2.31	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L073	opysam	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces outer figure 12	O+P+Y+S_ADDR+AM_ADDR	1	f70v2.13	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L074	oran	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.71)	OR+AN	1	f67r2.71	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L075	osar	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.70)	O+S+AR	1	f67r2.70	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L076	osdaiin	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.34)	O+S+D_ADDR+AIIN	1	f68r1.34	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L077	otakaizan	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries outer figure 03	OT+A_ADDR+K+AIN+Z_ADDR+AN	1	f70v1.4	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L078	otal	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries outer figure 10	OT+AL	3	f70v1.11|f70v1.16|f70v2.16	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L079	otalaiin	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries inner figure 02	OT+AL+AIIN	1	f70v1.14	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L080	otalalg	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces outer figure 01	OT+AL+AL+G_LABEL	1	f70v2.2	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L081	otalam	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces inner figure 04	OT+AL+AM_ADDR	1	f70v2.25	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L082	otalar	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces inner figure 03	OT+AL+AR	1	f70v2.24	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L083	otalchy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries outer figure 01	OT+AL+Y	1	f70v1.2	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L084	otald	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces outer figure 09	OT+AL+D_LABEL	1	f70v2.10	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L085	otaldar	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces outer figure 10	OT+AL+D_ADDR+AR	1	f70v2.11	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L086	otaldy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces outer figure 16	OT+AL+DY	1	f70v2.17	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L087	otaly	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries outer figure 05	OT+AL+Y	2	f70v1.6|f70v2.15	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L088	otar	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.57)	OT+AR	4	f67r2.57|f70v2.22|f70v2.23|f70v2.4	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L089	otchdy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.23)	OT+CHD+DY	1	f68r1.23	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L090	otcheody	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.10)	OT+CHEO+D_ADDR+Y	1	f68r1.10	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L091	otchodals	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries outer figure 07	OT+CH+O+AL+S_ADDR	1	f70v1.8	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L092	otear	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries inner figure 05	OT+E+AR	1	f70v1.17	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L093	oteo	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries inner figure 03	OT+E+O	1	f70v1.15	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L094	oteoeey	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries inner figure 04	OT+E+O+EE+Y	1	f70v1.16	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L095	oteosal	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces inner figure 07	OT+E+O+S_ADDR+AL	1	f70v2.28	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L096	otochedy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.35)	OT+O+CHD+Y	1	f68r1.35	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L097	otody	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces outer figure 08	OT+O+DY	1	f70v2.9	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L098	otol	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.25)	OT+OL	1	f68r1.25	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L099	otolal	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces central fish pair	OT+OL+AL	1	f70v2.33	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L100	otolor	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.62)	OT+OL+OR	1	f67r2.62	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L101	otor	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.26)	OT+OR	1	f68r1.26	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L102	otshey	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.14)	OT+SH+E+Y	1	f68r1.14	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L103	otshshdy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries outer figure 09	OT+SH+SH+DY	1	f70v1.10	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L104	oty	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces outer figure 04	OT+Y	2	f70v2.5|f70v2.7	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L105	otydy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.15)	OT+Y+D_ADDR+Y	1	f68r1.15	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L106	otykchs	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.24)	OT+Y+K+CH+S	1	f68r1.24	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L107	otys	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.19)	OT+Y+S	1	f68r1.19	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L108	qotoear	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.52)	OT+O+E+AR	1	f67r2.52	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L109	s	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.1)	S	3	f67r2.1|f67r2.64|f67r2.69	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L110	sal	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer aries outer figure 02	S+AL	1	f70v1.3	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L111	saldal	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.54)	S+AL+DA+L	1	f67r2.54	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L112	salols	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung fuer pisces inner figure 08	S_LABEL+AL+OL+S_LABEL	1	f70v2.29	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L113	shekchy	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.4)	SH+E+K+CH+Y	1	f67r2.4	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L114	shs	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.3)	SH+S	1	f67r2.3	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
Z-L115	soear	ZODIAC	PICTURED_NAME_OR_CLASS	Kennung am zwei lokale Himmelsraeder (f67r2.65)	S+O+E+AR	1	f67r2.65	Kopiere die ganze Karte mit ihrem sichtbaren Besitzer; leite ihren Sachwert nicht aus den Teilzeichen ab.
