locus_reading_id	physical_page	source_page	register	locus	usage_class	visible_owner_de	groups	source_sequence	workshop_flow_de	sentence_boundary_claim
P910-L079	f75r	f75r	BIOLOGICAL	f75r.19	PROSE	mehrstufige Becken-, Figuren- und Laufseite	8	qokshedy qol shey qoky shey ey qokain ar	aktiviere die Station; halte den Stationsposten; im kurzen Grad; schliesse die Teilfolge; fahre fort; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; mit dem aktuellen Posten oder Bezug; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; eine Portion oder Einheit; von der Ausgangsstation	NONE__PHYSICAL_LOCUS_ONLY
P910-L080	f75r	f75r	BIOLOGICAL	f75r.20	PROSE	mehrstufige Becken-, Figuren- und Laufseite	9	ry shey qor chey lchey lo ydain shey qokain	setze den markierten Zustand; mit dem aktuellen Posten oder Bezug; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; mit dem Arbeitsansatz; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; fuehre den Stationsgang aus; mit dem aktuellen Posten oder Bezug; eine Portion oder Einheit; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; eine Portion oder Einheit	NONE__PHYSICAL_LOCUS_ONLY
P910-L081	f75r	f75r	BIOLOGICAL	f75r.21	PROSE	mehrstufige Becken-, Figuren- und Laufseite	8	oqokain chey qckhsy or ysheor ol lor am	fuehre den Stationsgang aus; aktiviere die Station; eine Portion oder Einheit; mit dem aktuellen Posten oder Bezug; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; mit dem Arbeitsansatz; mit dem aktuellen Posten oder Bezug; halte den Stationsposten; im kurzen Grad; mit dem Arbeitsansatz; fahre fort; verbinde mit der naechsten Station; mit dem Arbeitsansatz; an der lokalen M-Adresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L082	f75r	f75r	BIOLOGICAL	f75r.22	PROSE	mehrstufige Becken-, Figuren- und Laufseite	9	odar shey qokain chedy or shey kar chedy sar	fuehre den Stationsgang aus; an der Teil- oder Unteradresse; von der Ausgangsstation; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; eine Portion oder Einheit; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; mit dem Arbeitsansatz; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; setze den Posten ein; von der Ausgangsstation; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; pruefe die Station; von der Ausgangsstation	NONE__PHYSICAL_LOCUS_ONLY
P910-L083	f75r	f75r	BIOLOGICAL	f75r.23	PROSE	mehrstufige Becken-, Figuren- und Laufseite	7	pchey kshey qokeey qokal sshey qol chedyqokam	beginne oder besetze die Station; mit dem aktuellen Posten oder Bezug; setze den Posten ein; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; an der Becken- oder Anschlussstelle; pruefe die Station; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; fahre fort; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; aktiviere die Station; an der lokalen M-Adresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L084	f75r	f75r	BIOLOGICAL	f75r.24	PROSE	mehrstufige Becken-, Figuren- und Laufseite	7	qokain olkeey qolkary sain checthy lor ol	aktiviere die Station; eine Portion oder Einheit; sammle an der Auffangstelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug; sammle an der Auffangstelle; von der Ausgangsstation; mit dem aktuellen Posten oder Bezug; pruefe die Station; eine Portion oder Einheit; pruefe den Stationsstatus; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; mit dem Arbeitsansatz; fahre fort	NONE__PHYSICAL_LOCUS_ONLY
P910-L085	f75r	f75r	BIOLOGICAL	f75r.25	PROSE	mehrstufige Becken-, Figuren- und Laufseite	8	sain shckhy qokeedy shy dy qokeedy lchedy ram	pruefe die Station; eine Portion oder Einheit; halte den Stationsposten; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; verbinde mit der naechsten Station; setze den Stationsposten um; schliesse die Teilfolge; setze den markierten Zustand; an der lokalen M-Adresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L086	f75r	f75r	BIOLOGICAL	f75r.26	PROSE	mehrstufige Becken-, Figuren- und Laufseite	8	dain ol sheol dain ol qoly dar ajy	eine Portion oder Einheit; fahre fort; halte den Stationsposten; im kurzen Grad; fahre fort; eine Portion oder Einheit; fahre fort; fahre fort; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; von der Ausgangsstation; an der lokalen Adresse; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L087	f75r	f75r	BIOLOGICAL	f75r.27	PROSE	mehrstufige Becken-, Figuren- und Laufseite	11	pdalshor shtol qoty pshar shedy okaldy dar otar otody dy rol	beginne oder besetze die Station; an der Teil- oder Unteradresse; an der Becken- oder Anschlussstelle; halte den Stationsposten; mit dem Arbeitsansatz; halte den Stationsposten; bediene den Abschnitt; fahre fort; danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; beginne oder besetze die Station; halte den Stationsposten; von der Ausgangsstation; halte ihn an der Station; schliesse die Teilfolge; aktiviere die Station; an der Becken- oder Anschlussstelle; schliesse die Teilfolge; an der Teil- oder Unteradresse; von der Ausgangsstation; danach oder an der naechsten Stelle; von der Ausgangsstation; danach oder an der naechsten Stelle; fuehre den Stationsgang aus; schliesse die Teilfolge; mit dem aktuellen Posten oder Bezug; setze den markierten Zustand; fahre fort	NONE__PHYSICAL_LOCUS_ONLY
P910-L088	f75r	f75r	BIOLOGICAL	f75r.28	PROSE	mehrstufige Becken-, Figuren- und Laufseite	11	tchedy pchedy qokeey sol oldair shecthy qol l sheedy qokeedy lolchedy	bediene den Abschnitt; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; beginne oder besetze die Station; setze den Stationsposten um; schliesse die Teilfolge; aktiviere die Station; im laengeren Grad; mit dem aktuellen Posten oder Bezug; fahre fort; fahre fort; an der Teil- oder Unteradresse; ueber den Wasser- oder Rohrlauf; halte den Stationsposten; im kurzen Grad; pruefe den Stationsstatus; mit dem aktuellen Posten oder Bezug; fahre fort; verbinde mit der naechsten Station; halte den Stationsposten; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; verbinde mit der naechsten Station; fahre fort; setze den Stationsposten um; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L089	f75r	f75r	BIOLOGICAL	f75r.29	PROSE	mehrstufige Becken-, Figuren- und Laufseite	12	dain chkal dy lo lkaiin ol okeedyqol dain olchey qokeedy chedy qotan	eine Portion oder Einheit; behandle den Zustand des Postens; an der Becken- oder Anschlussstelle; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; fuehre den Stationsgang aus; verbinde mit der naechsten Station; setze den Posten ein; nach vorgeschriebenem Mass; fahre fort; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; fahre fort; eine Portion oder Einheit; fahre fort; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; mit einer weiteren Zugabe	NONE__PHYSICAL_LOCUS_ONLY
P910-L090	f75r	f75r	BIOLOGICAL	f75r.30	PROSE	mehrstufige Becken-, Figuren- und Laufseite	14	qo dain cheeky qokey qokain cheky qokal dain chedy o kalol shedy okar olom	fuehre den Stationsgang aus; eine Portion oder Einheit; behandle den Zustand des Postens; im laengeren Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; eine Portion oder Einheit; behandle den Zustand des Postens; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; an der Becken- oder Anschlussstelle; eine Portion oder Einheit; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; fuehre den Stationsgang aus; setze den Posten ein; an der Becken- oder Anschlussstelle; fahre fort; halte ihn an der Station; schliesse die Teilfolge; aktiviere die Station; von der Ausgangsstation; fahre fort; fuehre den Stationsgang aus; an der lokalen M-Adresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L091	f75r	f75r	BIOLOGICAL	f75r.31	PROSE	mehrstufige Becken-, Figuren- und Laufseite	9	dshedy qokey chckhy qokar shedy chey qoked qokedy daldy	halte den Stationsposten; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; im kurzen Grad; mit dem aktuellen Posten oder Bezug; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; aktiviere die Station; von der Ausgangsstation; halte ihn an der Station; schliesse die Teilfolge; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im kurzen Grad; an der Teil- oder Unteradresse; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; an der Becken- oder Anschlussstelle; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L092	f75r	f75r	BIOLOGICAL	f75r.32	PROSE	mehrstufige Becken-, Figuren- und Laufseite	10	polshy dal shedy qokain dar chsdy shedy qotar shedy ldy	beginne oder besetze die Station; fahre fort; halte den Stationsposten; mit dem aktuellen Posten oder Bezug; an der Becken- oder Anschlussstelle; halte ihn an der Station; schliesse die Teilfolge; aktiviere die Station; eine Portion oder Einheit; an der Teil- oder Unteradresse; von der Ausgangsstation; nimm den Stationsposten ab; pruefe die Station; schliesse die Teilfolge; halte ihn an der Station; schliesse die Teilfolge; danach oder an der naechsten Stelle; von der Ausgangsstation; halte ihn an der Station; schliesse die Teilfolge; verbinde mit der naechsten Station; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L093	f75r	f75r	BIOLOGICAL	f75r.33	PROSE	mehrstufige Becken-, Figuren- und Laufseite	10	qokeey l shedy qo l chedy qokain chcthedy ltedy darom	aktiviere die Station; im laengeren Grad; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; halte ihn an der Station; schliesse die Teilfolge; fuehre den Stationsgang aus; verbinde mit der naechsten Station; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; aktiviere die Station; eine Portion oder Einheit; nimm den Stationsposten ab; pruefe den Stationsstatus; im kurzen Grad; schliesse die Teilfolge; verbinde mit der naechsten Station; bediene den Abschnitt; im kurzen Grad; schliesse die Teilfolge; an der Teil- oder Unteradresse; von der Ausgangsstation; fuehre den Stationsgang aus; an der lokalen M-Adresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L094	f75r	f75r	BIOLOGICAL	f75r.34	PROSE	mehrstufige Becken-, Figuren- und Laufseite	10	s olkedy okal dar oty okar otar ol kain oltedy	pruefe die Station; sammle an der Auffangstelle; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; an der Becken- oder Anschlussstelle; an der Teil- oder Unteradresse; von der Ausgangsstation; danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; aktiviere die Station; von der Ausgangsstation; danach oder an der naechsten Stelle; von der Ausgangsstation; fahre fort; setze den Posten ein; eine Portion oder Einheit; fahre fort; bediene den Abschnitt; im kurzen Grad; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L095	f75r	f75r	BIOLOGICAL	f75r.35	PROSE	mehrstufige Becken-, Figuren- und Laufseite	8	qokain sheety qokain dar dar shedy qokain oldy	aktiviere die Station; eine Portion oder Einheit; halte den Stationsposten; im laengeren Grad; bediene den Abschnitt; mit dem aktuellen Posten oder Bezug; aktiviere die Station; eine Portion oder Einheit; an der Teil- oder Unteradresse; von der Ausgangsstation; an der Teil- oder Unteradresse; von der Ausgangsstation; halte ihn an der Station; schliesse die Teilfolge; aktiviere die Station; eine Portion oder Einheit; fahre fort; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L096	f75r	f75r	BIOLOGICAL	f75r.36	PROSE	mehrstufige Becken-, Figuren- und Laufseite	7	sol keedy qokeedy qokey okar otar dardardy	fahre fort; setze den Posten ein; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; von der Ausgangsstation; danach oder an der naechsten Stelle; von der Ausgangsstation; an der Teil- oder Unteradresse; von der Ausgangsstation; an der Teil- oder Unteradresse; von der Ausgangsstation; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L097	f75r	f75r	BIOLOGICAL	f75r.37	PROSE	mehrstufige Becken-, Figuren- und Laufseite	7	qokedy dy sheety qokedy qokeedy qokechdy lol	aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; mit dem aktuellen Posten oder Bezug; halte den Stationsposten; im laengeren Grad; bediene den Abschnitt; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; im kurzen Grad; setze den Stationsposten um; schliesse die Teilfolge; verbinde mit der naechsten Station; fahre fort	NONE__PHYSICAL_LOCUS_ONLY
P910-L098	f75r	f75r	BIOLOGICAL	f75r.38	PROSE	mehrstufige Becken-, Figuren- und Laufseite	6	qokeedy qokeedy qokedy qokedy qokeedy ldy	aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; verbinde mit der naechsten Station; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L099	f75r	f75r	BIOLOGICAL	f75r.39	PROSE	mehrstufige Becken-, Figuren- und Laufseite	6	yshedy qokeedy qokeedy olkeedy otey koldy	mit dem aktuellen Posten oder Bezug; halte den Stationsposten; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; sammle an der Auffangstelle; im laengeren Grad; schliesse die Teilfolge; danach oder an der naechsten Stelle; im kurzen Grad; mit dem aktuellen Posten oder Bezug; setze den Posten ein; fahre fort; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L100	f75r	f75r	BIOLOGICAL	f75r.40	PROSE	mehrstufige Becken-, Figuren- und Laufseite	7	dar shedy qokain shedy dal keedy rshedy	an der Teil- oder Unteradresse; von der Ausgangsstation; halte ihn an der Station; schliesse die Teilfolge; aktiviere die Station; eine Portion oder Einheit; halte ihn an der Station; schliesse die Teilfolge; an der Becken- oder Anschlussstelle; setze den Posten ein; im laengeren Grad; schliesse die Teilfolge; setze den markierten Zustand; halte ihn an der Station; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L101	f75r	f75r	BIOLOGICAL	f75r.41	PROSE	mehrstufige Becken-, Figuren- und Laufseite	7	sokeedy qokeedy oteedy qoky dy keedy sy	pruefe die Station; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; danach oder an der naechsten Stelle; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; setze den Posten ein; im laengeren Grad; schliesse die Teilfolge; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L102	f75r	f75r	BIOLOGICAL	f75r.42	PROSE	mehrstufige Becken-, Figuren- und Laufseite	6	dshedy qokedy qokeedy qoteey qoteedy dor	halte den Stationsposten; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; danach oder an der naechsten Stelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; im laengeren Grad; schliesse die Teilfolge; an der Teil- oder Unteradresse; mit dem Arbeitsansatz	NONE__PHYSICAL_LOCUS_ONLY
P910-L103	f75r	f75r	BIOLOGICAL	f75r.43	PROSE	mehrstufige Becken-, Figuren- und Laufseite	7	yshedy chekar oldy qokain chkar otar oldy	mit dem aktuellen Posten oder Bezug; halte den Stationsposten; im kurzen Grad; schliesse die Teilfolge; behandle den Zustand des Postens; von der Ausgangsstation; fahre fort; schliesse die Teilfolge; aktiviere die Station; eine Portion oder Einheit; behandle den Zustand des Postens; von der Ausgangsstation; danach oder an der naechsten Stelle; von der Ausgangsstation; fahre fort; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L104	f75r	f75r	BIOLOGICAL	f75r.44	PROSE	mehrstufige Becken-, Figuren- und Laufseite	12	dchedy sain okedy qokedy otedy okoldy otar otam olaiin ch dar dy	an der Teil- oder Unteradresse; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; pruefe die Station; eine Portion oder Einheit; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; danach oder an der naechsten Stelle; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; fahre fort; schliesse die Teilfolge; danach oder an der naechsten Stelle; von der Ausgangsstation; danach oder an der naechsten Stelle; an der lokalen M-Adresse; fahre fort; nach vorgeschriebenem Mass; nimm den Stationsposten ab; an der Teil- oder Unteradresse; von der Ausgangsstation; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L105	f75r	f75r	BIOLOGICAL	f75r.45	PROSE	mehrstufige Becken-, Figuren- und Laufseite	10	sshedy shckhy qokey okedy sarol oty otedy qotedy otedy okaiin	pruefe die Station; halte den Stationsposten; im kurzen Grad; schliesse die Teilfolge; halte den Stationsposten; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; pruefe die Station; von der Ausgangsstation; fahre fort; danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; im kurzen Grad; schliesse die Teilfolge; danach oder an der naechsten Stelle; im kurzen Grad; schliesse die Teilfolge; danach oder an der naechsten Stelle; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L106	f75r	f75r	BIOLOGICAL	f75r.46	PROSE	mehrstufige Becken-, Figuren- und Laufseite	9	qokey qokedy sheol qokedy dain shedy otol chedy olor	aktiviere die Station; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; halte den Stationsposten; im kurzen Grad; fahre fort; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; eine Portion oder Einheit; halte ihn an der Station; schliesse die Teilfolge; danach oder an der naechsten Stelle; fahre fort; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; fahre fort; mit dem Arbeitsansatz	NONE__PHYSICAL_LOCUS_ONLY
P910-L107	f75r	f75r	BIOLOGICAL	f75r.47	LABEL	mehrstufige Becken-, Figuren- und Laufseite	2	sal okeedy	lies die gelernte lokale Kennung: Kennung der lower pool label 1; lies die gelernte lokale Kennung: Kennung der lower pool label 1	NONE__PHYSICAL_LOCUS_ONLY
P910-L108	f75r	f75r	BIOLOGICAL	f75r.48	LABEL	mehrstufige Becken-, Figuren- und Laufseite	2	daly ychey	lies die gelernte lokale Kennung: Kennung der lower pool label 2; lies die gelernte lokale Kennung: Kennung der lower pool label 2	NONE__PHYSICAL_LOCUS_ONLY
P910-L109	f75r	f75r	BIOLOGICAL	f75r.49	LABEL	mehrstufige Becken-, Figuren- und Laufseite	2	sols dara	lies die gelernte lokale Kennung: Kennung der lower pool label 3; lies die gelernte lokale Kennung: Kennung der lower pool label 3	NONE__PHYSICAL_LOCUS_ONLY
P910-L110	f75r	f75r	BIOLOGICAL	f75r.50	LABEL	mehrstufige Becken-, Figuren- und Laufseite	1	ychty	lies die gelernte lokale Kennung: Kennung der lower pool label 4	NONE__PHYSICAL_LOCUS_ONLY
P910-L111	f75r	f75r	BIOLOGICAL	f75r.51	LABEL	mehrstufige Becken-, Figuren- und Laufseite	1	saino	lies die gelernte lokale Kennung: Kennung der lower pool label 5	NONE__PHYSICAL_LOCUS_ONLY
P910-L112	f75r	f75r	BIOLOGICAL	f75r.52	LABEL	mehrstufige Becken-, Figuren- und Laufseite	1	saldy	lies die gelernte lokale Kennung: Kennung der lower pool label 6	NONE__PHYSICAL_LOCUS_ONLY
P910-L113	f75r	f75r	BIOLOGICAL	f75r.53	LABEL	mehrstufige Becken-, Figuren- und Laufseite	1	dainy	lies die gelernte lokale Kennung: Kennung der lower pool label 7	NONE__PHYSICAL_LOCUS_ONLY
P910-L114	f81v	f81v	BIOLOGICAL	f81v.1	PROSE	gemeinsames Bad- und Beckenfeld	11	par shey keedy shekal dal dar ol pchedy shek dain ofalsheky	beginne oder besetze die Station; von der Ausgangsstation; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; setze den Posten ein; im laengeren Grad; schliesse die Teilfolge; halte den Stationsposten; im kurzen Grad; setze den Posten ein; an der Becken- oder Anschlussstelle; an der Becken- oder Anschlussstelle; an der Teil- oder Unteradresse; von der Ausgangsstation; fahre fort; beginne oder besetze die Station; setze den Stationsposten um; schliesse die Teilfolge; halte den Stationsposten; im kurzen Grad; setze den Posten ein; eine Portion oder Einheit; fuehre den Stationsgang aus; verwende das lokale F-Kennzeichen; an der lokalen Adresse; spuele die Station; im kurzen Grad; setze den Posten ein; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L115	f81v	f81v	BIOLOGICAL	f81v.2	PROSE	gemeinsames Bad- und Beckenfeld	12	qokedy okaiin kair okal sar ol kain olkain al ol rol dl	aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; nach vorgeschriebenem Mass; setze den Posten ein; ueber den Wasser- oder Rohrlauf; aktiviere die Station; an der Becken- oder Anschlussstelle; pruefe die Station; von der Ausgangsstation; fahre fort; setze den Posten ein; eine Portion oder Einheit; fahre fort; setze den Posten ein; eine Portion oder Einheit; an der Becken- oder Anschlussstelle; fahre fort; setze den markierten Zustand; fahre fort; verbinde mit der naechsten Station	NONE__PHYSICAL_LOCUS_ONLY
P910-L116	f81v	f81v	BIOLOGICAL	f81v.3	PROSE	gemeinsames Bad- und Beckenfeld	9	saiin daiin olkeedy okedy dykain shek chdy dalal oldy	pruefe die Station; nach vorgeschriebenem Mass; nach vorgeschriebenem Mass; sammle an der Auffangstelle; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; setze den Posten ein; eine Portion oder Einheit; halte den Stationsposten; im kurzen Grad; setze den Posten ein; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; an der Becken- oder Anschlussstelle; an der Becken- oder Anschlussstelle; fahre fort; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L117	f81v	f81v	BIOLOGICAL	f81v.4	PROSE	gemeinsames Bad- und Beckenfeld	10	qokaiin okain cheeky dy ol kaiin dain dy daiin chcthy	aktiviere die Station; nach vorgeschriebenem Mass; aktiviere die Station; eine Portion oder Einheit; behandle den Zustand des Postens; im laengeren Grad; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; fahre fort; setze den Posten ein; nach vorgeschriebenem Mass; eine Portion oder Einheit; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass; nimm den Stationsposten ab; pruefe den Stationsstatus; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L118	f81v	f81v	BIOLOGICAL	f81v.5	PROSE	gemeinsames Bad- und Beckenfeld	9	okaiin daiin otain chckhy okeedy qoky kar daiin okar	aktiviere die Station; nach vorgeschriebenem Mass; nach vorgeschriebenem Mass; danach oder an der naechsten Stelle; eine Portion oder Einheit; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; mit dem aktuellen Posten oder Bezug; setze den Posten ein; von der Ausgangsstation; nach vorgeschriebenem Mass; aktiviere die Station; von der Ausgangsstation	NONE__PHYSICAL_LOCUS_ONLY
P910-L119	f81v	f81v	BIOLOGICAL	f81v.6	PROSE	gemeinsames Bad- und Beckenfeld	11	qokain okaiin ol chedy cheol lky l s aiin okain daldy	aktiviere die Station; eine Portion oder Einheit; aktiviere die Station; nach vorgeschriebenem Mass; fahre fort; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; verwende den lokalen Arbeitsinhalt; verbinde mit der naechsten Station; fuehre den im Muster bezeichneten Stationsschritt B-W011 aus; verbinde mit der naechsten Station; pruefe die Station; nach vorgeschriebenem Mass; aktiviere die Station; eine Portion oder Einheit; an der Becken- oder Anschlussstelle; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L120	f81v	f81v	BIOLOGICAL	f81v.7	PROSE	gemeinsames Bad- und Beckenfeld	9	olor ol sheckhal daiin qokeedal daiin chckhy schedy qol	fahre fort; mit dem Arbeitsansatz; fahre fort; halte den Stationsposten; im kurzen Grad; fuehre durch die Beckenverbindung; an der Becken- oder Anschlussstelle; nach vorgeschriebenem Mass; aktiviere die Station; im laengeren Grad; an der Becken- oder Anschlussstelle; nach vorgeschriebenem Mass; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; setze den Stationsposten um; schliesse die Teilfolge; fahre fort	NONE__PHYSICAL_LOCUS_ONLY
P910-L121	f81v	f81v	BIOLOGICAL	f81v.8	PROSE	gemeinsames Bad- und Beckenfeld	9	ykol or shedy sheedy qolkeedy daiin dkain cphedy oldy	mit dem aktuellen Posten oder Bezug; setze den Posten ein; fahre fort; mit dem Arbeitsansatz; halte ihn an der Station; schliesse die Teilfolge; halte den Stationsposten; im laengeren Grad; schliesse die Teilfolge; sammle an der Auffangstelle; im laengeren Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass; an der Teil- oder Unteradresse; setze den Posten ein; eine Portion oder Einheit; fuehre den im Muster bezeichneten Stationsschritt B-W003 aus; fahre fort; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L122	f81v	f81v	BIOLOGICAL	f81v.9	PROSE	gemeinsames Bad- und Beckenfeld	8	yar olchey kaiin okeey daiin olor checkhy daiidy	mit dem aktuellen Posten oder Bezug; von der Ausgangsstation; fahre fort; mit dem aktuellen Posten oder Bezug; setze den Posten ein; nach vorgeschriebenem Mass; aktiviere die Station; im laengeren Grad; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass; fahre fort; mit dem Arbeitsansatz; nimm den Stationsposten ab; im kurzen Grad; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; fuehre den im Muster bezeichneten Stationsschritt B-W004 aus	NONE__PHYSICAL_LOCUS_ONLY
