dictionary_entry_id	surface	register	usage_class	component_recipe	meaning_mode	portable_value_de	register_default_de	local_code	events	physical_pages	default_reading_de
P910-D0340	qokedy	BIOLOGICAL	PROSE	OK+E+DY	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · KURZER GRAD · LIZENZIERTER ABSCHLUSS	Station aktivieren · kurz halten · Stationsschritt schliessen		38	f75r|f81v|f82r|f83r	aktiviere die Station; im kurzen Grad; schliesse die Teilfolge
P910-D0341	qokeed	BIOLOGICAL	PROSE	OK+EE+D_ADDR	NEW_COMPONENT_COMPOSITION	GANG ANSETZEN ODER AKTIVIEREN · LAENGERER GRAD · TEIL- ODER UNTERADRESSE	Station aktivieren · laenger halten · Teilstation		1	f81v	aktiviere die Station; im laengeren Grad; an der Teil- oder Unteradresse
P910-D0342	qokeedal	BIOLOGICAL	PROSE	OK+EE+AL	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · LAENGERER GRAD · AUFNAHME- ODER ANSCHLUSSSTELLE	Station aktivieren · laenger halten · Becken- oder Anschlussstelle		1	f81v	aktiviere die Station; im laengeren Grad; an der Becken- oder Anschlussstelle
P910-D0343	qokeedy	BIOLOGICAL	PROSE	OK+EE+DY	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · LAENGERER GRAD · LIZENZIERTER ABSCHLUSS	Station aktivieren · laenger halten · Stationsschritt schliessen		38	f75r|f82r|f83r	aktiviere die Station; im laengeren Grad; schliesse die Teilfolge
P910-D0344	qokeeedy	BIOLOGICAL	PROSE	OK+EEE+DY	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · VOLLER GRAD · LIZENZIERTER ABSCHLUSS	Station aktivieren · vollstaendig halten · Stationsschritt schliessen		1	f82r	aktiviere die Station; im vollen Grad; schliesse die Teilfolge
P910-D0345	qokeeey	BIOLOGICAL	PROSE	OK+EEE+Y	NEW_COMPONENT_COMPOSITION	GANG ANSETZEN ODER AKTIVIEREN · VOLLER GRAD · AKTUELLER POSTEN ODER BEZUG	Station aktivieren · vollstaendig halten · aktueller Stationsposten		2	f82r	aktiviere die Station; im vollen Grad; mit dem aktuellen Posten oder Bezug
P910-D0346	qokeey	BIOLOGICAL	PROSE	OK+EE+Y	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · LAENGERER GRAD · AKTUELLER POSTEN ODER BEZUG	Station aktivieren · laenger halten · aktueller Stationsposten		18	f75r|f81v|f82r|f83r	aktiviere die Station; im laengeren Grad; mit dem aktuellen Posten oder Bezug
P910-D0347	qokeol	BIOLOGICAL	PROSE	OK+E+OL	NEW_COMPONENT_COMPOSITION	GANG ANSETZEN ODER AKTIVIEREN · KURZER GRAD · FORTSETZEN	Station aktivieren · kurz halten · Lauf fortsetzen		1	f82r	aktiviere die Station; im kurzen Grad; fahre fort
P910-D0348	qokeoy	BIOLOGICAL	PROSE	OK+E+O+Y	NEW_COMPONENT_COMPOSITION	GANG ANSETZEN ODER AKTIVIEREN · KURZER GRAD · AKTIVER REGISTERGANG · AKTUELLER POSTEN ODER BEZUG	Station aktivieren · kurz halten · Stationsgang · aktueller Stationsposten		1	f82r	aktiviere die Station; im kurzen Grad; fuehre den Stationsgang aus; mit dem aktuellen Posten oder Bezug
P910-D0349	qokey	BIOLOGICAL	PROSE	OK+E+Y	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · KURZER GRAD · AKTUELLER POSTEN ODER BEZUG	Station aktivieren · kurz halten · aktueller Stationsposten		9	f75r|f81v|f82r|f83r	aktiviere die Station; im kurzen Grad; mit dem aktuellen Posten oder Bezug
P910-D0350	qokoiin	BIOLOGICAL	PROSE	OK+O+IIN	NEW_COMPONENT_COMPOSITION	GANG ANSETZEN ODER AKTIVIEREN · AKTIVER REGISTERGANG · STUFE ODER INDEX	Station aktivieren · Stationsgang · Stationsstufe		1	f82r	aktiviere die Station; fuehre den Stationsgang aus; auf der angegebenen Stufe oder am Index
P910-D0351	qokol	BIOLOGICAL	PROSE	OK+OL	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · FORTSETZEN	Station aktivieren · Lauf fortsetzen		1	f83r	aktiviere die Station; fahre fort
P910-D0352	qokshdy	BIOLOGICAL	PROSE	OK+SH+DY	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · HALTEN ODER FESTHALTEN · LIZENZIERTER ABSCHLUSS	Station aktivieren · Posten halten · Stationsschritt schliessen		1	f75r	aktiviere die Station; halte den Stationsposten; schliesse die Teilfolge
P910-D0353	qokshedy	BIOLOGICAL	PROSE	OK+SH+E+DY	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · HALTEN ODER FESTHALTEN · KURZER GRAD · LIZENZIERTER ABSCHLUSS	Station aktivieren · Posten halten · kurz halten · Stationsschritt schliessen		3	f75r|f83r	aktiviere die Station; halte den Stationsposten; im kurzen Grad; schliesse die Teilfolge
P910-D0354	qoky	BIOLOGICAL	PROSE	OK+Y	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · AKTUELLER POSTEN ODER BEZUG	Station aktivieren · aktueller Stationsposten		20	f75r|f81v|f82r|f83r	aktiviere die Station; mit dem aktuellen Posten oder Bezug
P910-D0355	qokylddy	BIOLOGICAL	PROSE	OK+Y+LD+DY	LEARNED_COMPONENT_RECIPE	GANG ANSETZEN ODER AKTIVIEREN · AKTUELLER POSTEN ODER BEZUG · BEFESTIGEN · LIZENZIERTER ABSCHLUSS	Station aktivieren · aktueller Stationsposten · Einsatz befestigen · Stationsschritt schliessen		1	f83r	aktiviere die Station; mit dem aktuellen Posten oder Bezug; befestige den Einsatz; schliesse die Teilfolge
P910-D0356	qol	BIOLOGICAL	PROSE	OL	LEARNED_COMPONENT_RECIPE	FORTSETZEN	Lauf fortsetzen		15	f75r|f81v|f82r|f83r	fahre fort
P910-D0357	qolchedy	BIOLOGICAL	PROSE	OL+CHD+DY	LEARNED_COMPONENT_RECIPE	FORTSETZEN · POSTENWECHSEL ODER UMSETZEN · LIZENZIERTER ABSCHLUSS	Lauf fortsetzen · Stationsposten wechseln · Stationsschritt schliessen		2	f81v|f82r	fahre fort; setze den Stationsposten um; schliesse die Teilfolge
P910-D0358	qolchey	BIOLOGICAL	PROSE	OL+Y	LEARNED_COMPONENT_RECIPE	FORTSETZEN · AKTUELLER POSTEN ODER BEZUG	Lauf fortsetzen · aktueller Stationsposten		1	f83r	fahre fort; mit dem aktuellen Posten oder Bezug
P910-D0359	qoldy	BIOLOGICAL	PROSE	OL+DY	LEARNED_COMPONENT_RECIPE	FORTSETZEN · LIZENZIERTER ABSCHLUSS	Lauf fortsetzen · Stationsschritt schliessen		2	f75r|f81v	fahre fort; schliesse die Teilfolge
P910-D0360	qolkain	BIOLOGICAL	PROSE	SOLK+AIN	NEW_COMPONENT_COMPOSITION	SAMMEL- ODER HALTESTELLE · PORTION ODER EINHEIT	Auffangstelle · Teilmenge		1	f83r	sammle an der Auffangstelle; eine Portion oder Einheit
P910-D0361	qolkary	BIOLOGICAL	PROSE	SOLK+AR+Y	LEARNED_COMPONENT_RECIPE	SAMMEL- ODER HALTESTELLE · AUSGANGS- ODER ENTNAHMESTELLE · AKTUELLER POSTEN ODER BEZUG	Auffangstelle · Ausgangsstation · aktueller Stationsposten		1	f75r	sammle an der Auffangstelle; von der Ausgangsstation; mit dem aktuellen Posten oder Bezug
P910-D0362	qolkeedy	BIOLOGICAL	PROSE	SOLK+EE+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	SAMMEL- ODER HALTESTELLE · LAENGERER GRAD · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	Auffangstelle · laenger halten · Teilstation · aktueller Stationsposten		1	f81v	sammle an der Auffangstelle; im laengeren Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug
P910-D0363	qolkeeoly	BIOLOGICAL	PROSE	SOLK+EE+OL+Y	LEARNED_COMPONENT_RECIPE	SAMMEL- ODER HALTESTELLE · LAENGERER GRAD · FORTSETZEN · AKTUELLER POSTEN ODER BEZUG	Auffangstelle · laenger halten · Lauf fortsetzen · aktueller Stationsposten		1	f75r	sammle an der Auffangstelle; im laengeren Grad; fahre fort; mit dem aktuellen Posten oder Bezug
P910-D0364	qolky	BIOLOGICAL	PROSE	SOLK+Y	LEARNED_COMPONENT_RECIPE	SAMMEL- ODER HALTESTELLE · AKTUELLER POSTEN ODER BEZUG	Auffangstelle · aktueller Stationsposten		1	f81v	sammle an der Auffangstelle; mit dem aktuellen Posten oder Bezug
P910-D0365	qoly	BIOLOGICAL	PROSE	OL+Y	LEARNED_COMPONENT_RECIPE	FORTSETZEN · AKTUELLER POSTEN ODER BEZUG	Lauf fortsetzen · aktueller Stationsposten		2	f75r|f82r	fahre fort; mit dem aktuellen Posten oder Bezug
P910-D0366	qop	BIOLOGICAL	PROSE	WHOLE[qop]	LOCAL_WORKSHOP_CARD	GELERNTE LOKALE GANZKARTE	fuehre den im Muster bezeichneten Stationsschritt B-W016 aus	B-W016	1	f81v	fuehre den im Muster bezeichneten Stationsschritt B-W016 aus
P910-D0367	qopchedy	BIOLOGICAL	PROSE	CARRIER_Q+O+P+CHD+Y	NEW_COMPONENT_COMPOSITION	AKTIVER REGISTERGANG · BEGINNEN ODER EINSETZEN · POSTENWECHSEL ODER UMSETZEN · AKTUELLER POSTEN ODER BEZUG	Stationsgang · Zeile oder Station beginnen · Stationsposten wechseln · aktueller Stationsposten		1	f83r	fuehre den Stationsgang aus; beginne oder besetze die Station; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug
P910-D0368	qopol	BIOLOGICAL	PROSE	CARRIER_Q+O+P+OL	NEW_COMPONENT_COMPOSITION	AKTIVER REGISTERGANG · BEGINNEN ODER EINSETZEN · FORTSETZEN	Stationsgang · Zeile oder Station beginnen · Lauf fortsetzen		1	f82r	fuehre den Stationsgang aus; beginne oder besetze die Station; fahre fort
P910-D0369	qopshdy	BIOLOGICAL	PROSE	CARRIER_Q+O+P+SH+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	AKTIVER REGISTERGANG · BEGINNEN ODER EINSETZEN · HALTEN ODER FESTHALTEN · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	Stationsgang · Zeile oder Station beginnen · Posten halten · Teilstation · aktueller Stationsposten		1	f83r	fuehre den Stationsgang aus; beginne oder besetze die Station; halte den Stationsposten; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug
P910-D0370	qopy	BIOLOGICAL	PROSE	WHOLE[qopy]	LOCAL_WORKSHOP_CARD	GELERNTE LOKALE GANZKARTE	fuehre den im Muster bezeichneten Stationsschritt B-W017 aus	B-W017	1	f83r	fuehre den im Muster bezeichneten Stationsschritt B-W017 aus
P910-D0371	qor	BIOLOGICAL	PROSE	OR	LEARNED_COMPONENT_RECIPE	ANSATZ ODER ZUBEREITUNG	Arbeitsansatz		1	f75r	mit dem Arbeitsansatz
P910-D0372	qosheedy	BIOLOGICAL	PROSE	CARRIER_Q+O+SH+EE+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	AKTIVER REGISTERGANG · HALTEN ODER FESTHALTEN · LAENGERER GRAD · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	Stationsgang · Posten halten · laenger halten · Teilstation · aktueller Stationsposten		1	f82r	fuehre den Stationsgang aus; halte den Stationsposten; im laengeren Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug
P910-D0373	qotaiin	BIOLOGICAL	PROSE	OT+AIIN	NEW_COMPONENT_COMPOSITION	DANACH ODER NAECHSTE STELLE · VORGESCHRIEBENES MASS	naechste Station · Mass der Anwendung		3	f82r|f83r	danach oder an der naechsten Stelle; nach vorgeschriebenem Mass
P910-D0374	qotain	BIOLOGICAL	PROSE	OT+AIN	NEW_COMPONENT_COMPOSITION	DANACH ODER NAECHSTE STELLE · PORTION ODER EINHEIT	naechste Station · Teilmenge		1	f81v	danach oder an der naechsten Stelle; eine Portion oder Einheit
P910-D0375	qotal	BIOLOGICAL	PROSE	OT+AL	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · AUFNAHME- ODER ANSCHLUSSSTELLE	naechste Station · Becken- oder Anschlussstelle		5	f82r|f83r	danach oder an der naechsten Stelle; an der Becken- oder Anschlussstelle
P910-D0376	qotan	BIOLOGICAL	PROSE	OT+AN	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · NACHGABE ODER ZUSATZ	naechste Station · weiterer Stationsposten		1	f75r	danach oder an der naechsten Stelle; mit einer weiteren Zugabe
P910-D0377	qotar	BIOLOGICAL	PROSE	OT+AR	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · AUSGANGS- ODER ENTNAHMESTELLE	naechste Station · Ausgangsstation		4	f75r|f83r	danach oder an der naechsten Stelle; von der Ausgangsstation
P910-D0378	qotchedy	BIOLOGICAL	PROSE	OT+CHD+DY	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · POSTENWECHSEL ODER UMSETZEN · LIZENZIERTER ABSCHLUSS	naechste Station · Stationsposten wechseln · Stationsschritt schliessen		2	f83r	danach oder an der naechsten Stelle; setze den Stationsposten um; schliesse die Teilfolge
P910-D0379	qotedaiin	BIOLOGICAL	PROSE	OT+E+AIIN	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · KURZER GRAD · VORGESCHRIEBENES MASS	naechste Station · kurz halten · Mass der Anwendung		1	f83r	danach oder an der naechsten Stelle; im kurzen Grad; nach vorgeschriebenem Mass
P910-D0380	qotedor	BIOLOGICAL	PROSE	OT+E+D_ADDR+OR	NEW_COMPONENT_COMPOSITION	DANACH ODER NAECHSTE STELLE · KURZER GRAD · TEIL- ODER UNTERADRESSE · ANSATZ ODER ZUBEREITUNG	naechste Station · kurz halten · Teilstation · Arbeitsansatz		1	f82r	danach oder an der naechsten Stelle; im kurzen Grad; an der Teil- oder Unteradresse; mit dem Arbeitsansatz
P910-D0381	qotedy	BIOLOGICAL	PROSE	OT+E+DY	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · KURZER GRAD · LIZENZIERTER ABSCHLUSS	naechste Station · kurz halten · Stationsschritt schliessen		5	f75r|f81v|f82r|f83r	danach oder an der naechsten Stelle; im kurzen Grad; schliesse die Teilfolge
P910-D0382	qoteedy	BIOLOGICAL	PROSE	OT+EE+DY	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · LAENGERER GRAD · LIZENZIERTER ABSCHLUSS	naechste Station · laenger halten · Stationsschritt schliessen		8	f75r|f82r|f83r	danach oder an der naechsten Stelle; im laengeren Grad; schliesse die Teilfolge
P910-D0383	qoteeol	BIOLOGICAL	PROSE	OT+EE+OL	NEW_COMPONENT_COMPOSITION	DANACH ODER NAECHSTE STELLE · LAENGERER GRAD · FORTSETZEN	naechste Station · laenger halten · Lauf fortsetzen		1	f82r	danach oder an der naechsten Stelle; im laengeren Grad; fahre fort
P910-D0384	qoteey	BIOLOGICAL	PROSE	OT+EE+Y	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · LAENGERER GRAD · AKTUELLER POSTEN ODER BEZUG	naechste Station · laenger halten · aktueller Stationsposten		4	f75r|f82r	danach oder an der naechsten Stelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug
P910-D0385	qoteor	BIOLOGICAL	PROSE	OT+E+OR	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · KURZER GRAD · ANSATZ ODER ZUBEREITUNG	naechste Station · kurz halten · Arbeitsansatz		1	f82r	danach oder an der naechsten Stelle; im kurzen Grad; mit dem Arbeitsansatz
P910-D0386	qoty	BIOLOGICAL	PROSE	OT+Y	LEARNED_COMPONENT_RECIPE	DANACH ODER NAECHSTE STELLE · AKTUELLER POSTEN ODER BEZUG	naechste Station · aktueller Stationsposten		7	f75r|f81v|f82r|f83r	danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug
P910-D0387	r	BIOLOGICAL	PROSE	R	LEARNED_COMPONENT_RECIPE	MARKIERTER ZUSTAND	lokaler Zustand		7	f75r|f81v|f82r|f83r	setze den markierten Zustand
P910-D0388	ra	BIOLOGICAL	PROSE	R+A_ADDR	NEW_COMPONENT_COMPOSITION	MARKIERTER ZUSTAND · LOKALE ADRESSE	lokaler Zustand · lokale Station		1	f82r	setze den markierten Zustand; an der lokalen Adresse
P910-D0389	rag	BIOLOGICAL	PROSE	WHOLE[rag]	LOCAL_WORKSHOP_CARD	GELERNTE LOKALE GANZKARTE	fuehre den im Muster bezeichneten Stationsschritt B-W018 aus	B-W018	1	f82r	fuehre den im Muster bezeichneten Stationsschritt B-W018 aus
P910-D0390	raiin	BIOLOGICAL	PROSE	R+AIIN	LEARNED_COMPONENT_RECIPE	MARKIERTER ZUSTAND · VORGESCHRIEBENES MASS	lokaler Zustand · Mass der Anwendung		3	f82r	setze den markierten Zustand; nach vorgeschriebenem Mass
P910-D0391	rain	BIOLOGICAL	PROSE	R+AIN	NEW_COMPONENT_COMPOSITION	MARKIERTER ZUSTAND · PORTION ODER EINHEIT	lokaler Zustand · Teilmenge		1	f82r	setze den markierten Zustand; eine Portion oder Einheit
P910-D0392	ral	BIOLOGICAL	PROSE	R+AL	LEARNED_COMPONENT_RECIPE	MARKIERTER ZUSTAND · AUFNAHME- ODER ANSCHLUSSSTELLE	lokaler Zustand · Becken- oder Anschlussstelle		1	f81v	setze den markierten Zustand; an der Becken- oder Anschlussstelle
P910-D0393	ralchey	BIOLOGICAL	PROSE	R+AL+CH+E+Y	NEW_COMPONENT_COMPOSITION	MARKIERTER ZUSTAND · AUFNAHME- ODER ANSCHLUSSSTELLE · AUSWAEHLEN ODER ABNEHMEN · KURZER GRAD · AKTUELLER POSTEN ODER BEZUG	lokaler Zustand · Becken- oder Anschlussstelle · Posten abnehmen · kurz halten · aktueller Stationsposten		1	f82r	setze den markierten Zustand; an der Becken- oder Anschlussstelle; nimm den Stationsposten ab; im kurzen Grad; mit dem aktuellen Posten oder Bezug
P910-D0394	raly	BIOLOGICAL	PROSE	R+AL+Y	LEARNED_COMPONENT_RECIPE	MARKIERTER ZUSTAND · AUFNAHME- ODER ANSCHLUSSSTELLE · AKTUELLER POSTEN ODER BEZUG	lokaler Zustand · Becken- oder Anschlussstelle · aktueller Stationsposten		1	f83r	setze den markierten Zustand; an der Becken- oder Anschlussstelle; mit dem aktuellen Posten oder Bezug
P910-D0395	ram	BIOLOGICAL	PROSE	R+AM_ADDR	LEARNED_COMPONENT_RECIPE	MARKIERTER ZUSTAND · LOKALE M-ADRESSE	lokaler Zustand · lokale Gegenstelle		1	f75r	setze den markierten Zustand; an der lokalen M-Adresse
P910-D0396	rasy	BIOLOGICAL	PROSE	WHOLE[rasy]	LOCAL_WORKSHOP_CARD	GELERNTE LOKALE GANZKARTE	fuehre den im Muster bezeichneten Stationsschritt B-W019 aus	B-W019	1	f82r	fuehre den im Muster bezeichneten Stationsschritt B-W019 aus
P910-D0397	rchedy	BIOLOGICAL	PROSE	R+CHD+Y	NEW_COMPONENT_COMPOSITION	MARKIERTER ZUSTAND · POSTENWECHSEL ODER UMSETZEN · AKTUELLER POSTEN ODER BEZUG	lokaler Zustand · Stationsposten wechseln · aktueller Stationsposten		2	f82r|f83r	setze den markierten Zustand; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug
P910-D0398	rches	BIOLOGICAL	PROSE	R+CH+E+S	NEW_COMPONENT_COMPOSITION	MARKIERTER ZUSTAND · AUSWAEHLEN ODER ABNEHMEN · KURZER GRAD · KONTEXTMARKER	lokaler Zustand · Posten abnehmen · kurz halten · Probe		1	f83r	setze den markierten Zustand; nimm den Stationsposten ab; im kurzen Grad; pruefe die Station
P910-D0399	rchey	BIOLOGICAL	PROSE	R+CH+E+Y	NEW_COMPONENT_COMPOSITION	MARKIERTER ZUSTAND · AUSWAEHLEN ODER ABNEHMEN · KURZER GRAD · AKTUELLER POSTEN ODER BEZUG	lokaler Zustand · Posten abnehmen · kurz halten · aktueller Stationsposten		1	f82r	setze den markierten Zustand; nimm den Stationsposten ab; im kurzen Grad; mit dem aktuellen Posten oder Bezug
P910-D0400	rchs	BIOLOGICAL	PROSE	R+CH+S	NEW_COMPONENT_COMPOSITION	MARKIERTER ZUSTAND · AUSWAEHLEN ODER ABNEHMEN · KONTEXTMARKER	lokaler Zustand · Posten abnehmen · Probe		1	f83r	setze den markierten Zustand; nimm den Stationsposten ab; pruefe die Station
P910-D0401	rol	BIOLOGICAL	PROSE	R+OL	LEARNED_COMPONENT_RECIPE	MARKIERTER ZUSTAND · FORTSETZEN	lokaler Zustand · Lauf fortsetzen		3	f75r|f81v	setze den markierten Zustand; fahre fort
P910-D0402	ror	BIOLOGICAL	PROSE	R+OR	LEARNED_COMPONENT_RECIPE	MARKIERTER ZUSTAND · ANSATZ ODER ZUBEREITUNG	lokaler Zustand · Arbeitsansatz		1	f75r	setze den markierten Zustand; mit dem Arbeitsansatz
P910-D0403	rshdy	BIOLOGICAL	PROSE	R+SH+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	MARKIERTER ZUSTAND · HALTEN ODER FESTHALTEN · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	lokaler Zustand · Posten halten · Teilstation · aktueller Stationsposten		1	f81v	setze den markierten Zustand; halte den Stationsposten; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug
P910-D0404	rsheal	BIOLOGICAL	PROSE	R+SH+E+AL	LEARNED_COMPONENT_RECIPE	MARKIERTER ZUSTAND · HALTEN ODER FESTHALTEN · KURZER GRAD · AUFNAHME- ODER ANSCHLUSSSTELLE	lokaler Zustand · Posten halten · kurz halten · Becken- oder Anschlussstelle		1	f82r	setze den markierten Zustand; halte den Stationsposten; im kurzen Grad; an der Becken- oder Anschlussstelle
P910-D0405	rshedy	BIOLOGICAL	PROSE	R+SHED+DY	LEARNED_COMPONENT_RECIPE	MARKIERTER ZUSTAND · RUHE- ODER HALTESTUFE · LIZENZIERTER ABSCHLUSS	lokaler Zustand · an Station halten · Stationsschritt schliessen		2	f75r|f82r	setze den markierten Zustand; halte ihn an der Station; schliesse die Teilfolge
P910-D0406	rsheedy	BIOLOGICAL	PROSE	R+SH+EE+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	MARKIERTER ZUSTAND · HALTEN ODER FESTHALTEN · LAENGERER GRAD · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	lokaler Zustand · Posten halten · laenger halten · Teilstation · aktueller Stationsposten		2	f82r|f83r	setze den markierten Zustand; halte den Stationsposten; im laengeren Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug
P910-D0407	rtain	BIOLOGICAL	PROSE	R+T+AIN	NEW_COMPONENT_COMPOSITION	MARKIERTER ZUSTAND · BEARBEITEN ODER MARKIEREN · PORTION ODER EINHEIT	lokaler Zustand · Anlage bedienen · Teilmenge		1	f83r	setze den markierten Zustand; bediene den Abschnitt; eine Portion oder Einheit
P910-D0408	ry	BIOLOGICAL	PROSE	R+Y	LEARNED_COMPONENT_RECIPE	MARKIERTER ZUSTAND · AKTUELLER POSTEN ODER BEZUG	lokaler Zustand · aktueller Stationsposten		2	f75r|f82r	setze den markierten Zustand; mit dem aktuellen Posten oder Bezug
P910-D0409	s	BIOLOGICAL	PROSE	S	LEARNED_COMPONENT_RECIPE	KONTEXTMARKER	Probe		8	f75r|f81v|f82r|f83r	pruefe die Station
P910-D0410	saii	BIOLOGICAL	PROSE	WHOLE[saii]	LOCAL_WORKSHOP_CARD	GELERNTE LOKALE GANZKARTE	fuehre den im Muster bezeichneten Stationsschritt B-W020 aus	B-W020	1	f83r	fuehre den im Muster bezeichneten Stationsschritt B-W020 aus
P910-D0411	saiin	BIOLOGICAL	PROSE	S+AIIN	LEARNED_COMPONENT_RECIPE	KONTEXTMARKER · VORGESCHRIEBENES MASS	Probe · Mass der Anwendung		6	f75r|f81v|f83r	pruefe die Station; nach vorgeschriebenem Mass
P910-D0412	sain	BIOLOGICAL	PROSE	S+AIN	LEARNED_COMPONENT_RECIPE	KONTEXTMARKER · PORTION ODER EINHEIT	Probe · Teilmenge		8	f75r|f82r|f83r	pruefe die Station; eine Portion oder Einheit
P910-D0413	sair	BIOLOGICAL	PROSE	S+AIR	NEW_COMPONENT_COMPOSITION	KONTEXTMARKER · LAUF ODER BAHN	Probe · Wasser- oder Rohrlauf		1	f83r	pruefe die Station; ueber den Wasser- oder Rohrlauf
P910-D0414	sal	BIOLOGICAL	PROSE	S+AL	LEARNED_COMPONENT_RECIPE	KONTEXTMARKER · AUFNAHME- ODER ANSCHLUSSSTELLE	Probe · Becken- oder Anschlussstelle		3	f75r|f81v|f82r	pruefe die Station; an der Becken- oder Anschlussstelle
P910-D0415	salchedy	BIOLOGICAL	PROSE	S+AL+CHD+Y	NEW_COMPONENT_COMPOSITION	KONTEXTMARKER · AUFNAHME- ODER ANSCHLUSSSTELLE · POSTENWECHSEL ODER UMSETZEN · AKTUELLER POSTEN ODER BEZUG	Probe · Becken- oder Anschlussstelle · Stationsposten wechseln · aktueller Stationsposten		1	f83r	pruefe die Station; an der Becken- oder Anschlussstelle; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug
P910-D0416	salcheol	BIOLOGICAL	PROSE	S+AL+CHEO+L	NEW_COMPONENT_COMPOSITION	KONTEXTMARKER · AUFNAHME- ODER ANSCHLUSSSTELLE · REGISTERABHAENGIGER EINTRAG · LEITEN ODER VERBINDEN	Probe · Becken- oder Anschlussstelle · Arbeitsinhalt · Becken verbinden		1	f83r	pruefe die Station; an der Becken- oder Anschlussstelle; verwende den lokalen Arbeitsinhalt; verbinde mit der naechsten Station
P910-D0417	salchtedytar	BIOLOGICAL	PROSE	S+AL+CH+T+E+D_ADDR+Y+T+AR	NEW_COMPONENT_COMPOSITION	KONTEXTMARKER · AUFNAHME- ODER ANSCHLUSSSTELLE · AUSWAEHLEN ODER ABNEHMEN · BEARBEITEN ODER MARKIEREN · KURZER GRAD · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG · BEARBEITEN ODER MARKIEREN · AUSGANGS- ODER ENTNAHMESTELLE	Probe · Becken- oder Anschlussstelle · Posten abnehmen · Anlage bedienen · kurz halten · Teilstation · aktueller Stationsposten · Anlage bedienen · Ausgangsstation		1	f81v	pruefe die Station; an der Becken- oder Anschlussstelle; nimm den Stationsposten ab; bediene den Abschnitt; im kurzen Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; bediene den Abschnitt; von der Ausgangsstation
P910-D0418	salshcthdy	BIOLOGICAL	PROSE	S+A_ADDR+LSH+CTH+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	KONTEXTMARKER · LOKALE ADRESSE · WASCH- ODER SPUELGANG · BEREIT- ODER STATUSMARKER · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	Probe · lokale Station · Becken spuelen · Stationsstatus · Teilstation · aktueller Stationsposten		1	f81v	pruefe die Station; an der lokalen Adresse; spuele die Station; pruefe den Stationsstatus; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug
