slot_ordinal	gdt575_duplicate_group_id	event_id	statement_id	physical_page	register	surface	final_context_recipe	repeat_root	repeat_scope	slot_occurrence_in_group	slot_atom_position_zero_based	repeat_marker_candidate	assignment_source	selector_rule	source_geometry	head_kind	head_event_id	head_atom_position_zero_based	head_root	head_identity	placement	duplicate_mode	duplicate_role	renderer_history_conflict	guard
48	GDT575-D035	G407-E1152	G407-S063	f72r	CELESTIAL	sheoltey	SH+E+OL+T+E+Y	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E1152	0	SH	ACTION:G407-E1152@0:SH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
49	GDT575-D035	G407-E1152	G407-S063	f72r	CELESTIAL	sheoltey	SH+E+OL+T+E+Y	E	PLAIN	2	4	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E1152	3	T	ACTION:G407-E1152@3:T	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
50	GDT575-D036	G407-E1182	G407-S064	f72r	CELESTIAL	shetey	SH+E+T+E+Y	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E1182	0	SH	ACTION:G407-E1182@0:SH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
51	GDT575-D036	G407-E1182	G407-S064	f72r	CELESTIAL	shetey	SH+E+T+E+Y	E	PLAIN	2	3	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E1182	2	T	ACTION:G407-E1182@2:T	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
52	GDT575-D037	G407-E1188	G407-S064	f72r	CELESTIAL	chetey	CH+E+T+E+Y	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E1188	0	CH	ACTION:G407-E1188@0:CH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
53	GDT575-D037	G407-E1188	G407-S064	f72r	CELESTIAL	chetey	CH+E+T+E+Y	E	PLAIN	2	3	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E1188	2	T	ACTION:G407-E1188@2:T	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
54	GDT575-D039	G407-E1755	G407-S149	f75r	BIOLOGICAL	dardardy	D_ADDR+AR+D_ADDR+AR+DY	D_ADDR	PLAIN	1	0	FIRST_FULL	EXPLORATORY_ACTIVE_CONTEXT_HEAD	SAME_PAGE_AND_OWNER_ACTIVE_HEAD	OWNER_ACTIVE_ACTION_CONTEXT	ACTION	G407-E1753	0	OK	ACTION:G407-E1753@0:OK	ACTIVE_CONTEXT	ANALYTICAL_REPEAT_SLOT	CANDIDATE_CONTEXT_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
55	GDT575-D039	G407-E1755	G407-S149	f75r	BIOLOGICAL	dardardy	D_ADDR+AR+D_ADDR+AR+DY	D_ADDR	PLAIN	2	2	WIEDER	EXPLORATORY_ACTIVE_CONTEXT_HEAD	SAME_PAGE_AND_OWNER_ACTIVE_HEAD	OWNER_ACTIVE_ACTION_CONTEXT	ACTION	G407-E1753	0	OK	ACTION:G407-E1753@0:OK	ACTIVE_CONTEXT	ANALYTICAL_REPEAT_SLOT	CANDIDATE_CONTEXT_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
56	GDT575-D040	G407-E1755	G407-S149	f75r	BIOLOGICAL	dardardy	D_ADDR+AR+D_ADDR+AR+DY	AR	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	AL_AR_ORDERED_FALLBACK	INHERITED_ACTION	ACTION	G407-E1753	0	OK	ACTION:G407-E1753@0:OK	ACTIVE_CONTEXT	SINGLE	SINGLE	YES	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
57	GDT575-D040	G407-E1755	G407-S149	f75r	BIOLOGICAL	dardardy	D_ADDR+AR+D_ADDR+AR+DY	AR	PLAIN	2	3	WIEDER	GDT407_FIXED_FOCUS_ATTACHMENT	AL_AR_ORDERED_FALLBACK	INHERITED_ACTION	ACTION	G407-E1753	0	OK	ACTION:G407-E1753@0:OK	ACTIVE_CONTEXT	SINGLE	SINGLE	YES	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
58	GDT575-D042	G407-E1924	G407-S212	f76r	BIOLOGICAL	qotedshedy	OT+E+D_ADDR+SH+E+DY	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION	G407-E1924	3	SH	ACTION:G407-E1924@3:SH	PRE_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
59	GDT575-D042	G407-E1924	G407-S212	f76r	BIOLOGICAL	qotedshedy	OT+E+D_ADDR+SH+E+DY	E	PLAIN	2	4	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E1924	3	SH	ACTION:G407-E1924@3:SH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
60	GDT575-D043	G407-E1955	G407-S218	f76r	BIOLOGICAL	sheckhey	SH+E+CH+K+E+Y	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E1955	0	SH	ACTION:G407-E1955@0:SH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
61	GDT575-D043	G407-E1955	G407-S218	f76r	BIOLOGICAL	sheckhey	SH+E+CH+K+E+Y	E	PLAIN	2	4	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E1955	3	K	ACTION:G407-E1955@3:K	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
62	GDT575-D044	G407-E1999	G407-S228	f76r	BIOLOGICAL	dcheedy	D_ADDR+CH+EE+D_ADDR+Y	D_ADDR	PLAIN	1	0	FIRST_FULL	EXPLORATORY_NEAREST_VISIBLE_ACTION	VISIBLE_ACTION_INSIDE_OT_OL_DY_INTERVAL	SAME_CARRIER_DISTANCE_MINIMUM__LEFT_TIE	ACTION	G407-E1999	1	CH	ACTION:G407-E1999@1:CH	PRE_HEAD	ANALYTICAL_REPEAT_SLOT	CANDIDATE_LOCAL_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
63	GDT575-D044	G407-E1999	G407-S228	f76r	BIOLOGICAL	dcheedy	D_ADDR+CH+EE+D_ADDR+Y	D_ADDR	PLAIN	2	3	WIEDER	EXPLORATORY_NEAREST_VISIBLE_ACTION	VISIBLE_ACTION_INSIDE_OT_OL_DY_INTERVAL	SAME_CARRIER_DISTANCE_MINIMUM__LEFT_TIE	ACTION	G407-E1999	1	CH	ACTION:G407-E1999@1:CH	POST_HEAD	ANALYTICAL_REPEAT_SLOT	CANDIDATE_LOCAL_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
64	GDT575-D045	G407-E2115	G407-S253	f76r	BIOLOGICAL	cheolchey	CH+E+OL+CH+E+Y	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E2115	0	CH	ACTION:G407-E2115@0:CH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
65	GDT575-D045	G407-E2115	G407-S253	f76r	BIOLOGICAL	cheolchey	CH+E+OL+CH+E+Y	E	PLAIN	2	4	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E2115	3	CH	ACTION:G407-E2115@3:CH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
66	GDT575-D046	G407-E2385	G407-S309	f76r	BIOLOGICAL	checkhey	CH+E+CH+K+E+Y	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E2385	0	CH	ACTION:G407-E2385@0:CH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
67	GDT575-D046	G407-E2385	G407-S309	f76r	BIOLOGICAL	checkhey	CH+E+CH+K+E+Y	E	PLAIN	2	4	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E2385	3	K	ACTION:G407-E2385@3:K	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
68	GDT575-D048	G407-E2410	G407-S313	f77r	BIOLOGICAL	chetey	CH+E+T+E+Y	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E2410	0	CH	ACTION:G407-E2410@0:CH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
69	GDT575-D048	G407-E2410	G407-S313	f77r	BIOLOGICAL	chetey	CH+E+T+E+Y	E	PLAIN	2	3	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E2410	2	T	ACTION:G407-E2410@2:T	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
70	GDT575-D049	G407-E2481	G407-S341	f77r	BIOLOGICAL	sheckhedy	SH+E+CH+K+E+DY	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E2481	0	SH	ACTION:G407-E2481@0:SH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
71	GDT575-D049	G407-E2481	G407-S341	f77r	BIOLOGICAL	sheckhedy	SH+E+CH+K+E+DY	E	PLAIN	2	4	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E2481	3	K	ACTION:G407-E2481@3:K	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
72	GDT575-D050	G407-E2638	G407-S382	f77r	BIOLOGICAL	sheckhey	SH+E+CH+K+E+Y	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E2638	0	SH	ACTION:G407-E2638@0:SH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
73	GDT575-D050	G407-E2638	G407-S382	f77r	BIOLOGICAL	sheckhey	SH+E+CH+K+E+Y	E	PLAIN	2	4	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E2638	3	K	ACTION:G407-E2638@3:K	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
74	GDT575-D052	G407-E2755	G407-S397	f81r	BIOLOGICAL	eses	E+S+E+S	E	PLAIN	1	0	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION	G407-E2755	1	S	ACTION:G407-E2755@1:S	PRE_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
75	GDT575-D052	G407-E2755	G407-S397	f81r	BIOLOGICAL	eses	E+S+E+S	E	PLAIN	2	2	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E2755	1	S	ACTION:G407-E2755@1:S	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
76	GDT575-D053	G407-E2783	G407-S402	f81r	BIOLOGICAL	sheckhedy	SH+E+CH+K+E+DY	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E2783	0	SH	ACTION:G407-E2783@0:SH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
77	GDT575-D053	G407-E2783	G407-S402	f81r	BIOLOGICAL	sheckhedy	SH+E+CH+K+E+DY	E	PLAIN	2	4	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E2783	3	K	ACTION:G407-E2783@3:K	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
78	GDT575-D057	G407-E3030	G407-S458	f81v	BIOLOGICAL	dsholyd	D_ADDR+SH+OL+Y+D_ADDR	D_ADDR	PLAIN	1	0	FIRST_FULL	EXPLORATORY_NEAREST_VISIBLE_ACTION	VISIBLE_ACTION_INSIDE_OT_OL_DY_INTERVAL	SAME_CARRIER_DISTANCE_MINIMUM__LEFT_TIE	ACTION	G407-E3030	1	SH	ACTION:G407-E3030@1:SH	PRE_HEAD	ANALYTICAL_REPEAT_SLOT	CANDIDATE_LOCAL_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
79	GDT575-D057	G407-E3030	G407-S458	f81v	BIOLOGICAL	dsholyd	D_ADDR+SH+OL+Y+D_ADDR	D_ADDR	PLAIN	2	4	WIEDER	EXPLORATORY_LEFT_SEQUENCE_CARRIER	LEFT_OT_OL_DY_INTERVAL_HEAD	RIGHT_OF_SEQUENCE_CARRIER_WITHOUT_LOCAL_ACTION	SEQUENCE	G407-E3030	2	OL	SEQUENCE:G407-E3030@2:OL	SEQUENCE_CARRY	ANALYTICAL_REPEAT_SLOT	CANDIDATE_SEQUENCE_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
80	GDT575-D058	G407-E3037	G407-S461	f81v	BIOLOGICAL	chetedy	CH+E+T+E+D_ADDR+Y	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3037	0	CH	ACTION:G407-E3037@0:CH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
81	GDT575-D058	G407-E3037	G407-S461	f81v	BIOLOGICAL	chetedy	CH+E+T+E+D_ADDR+Y	E	PLAIN	2	3	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3037	2	T	ACTION:G407-E3037@2:T	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
82	GDT575-D059	G407-E3038	G407-S461	f81v	BIOLOGICAL	lkedey	L+K+E+D_ADDR+E+Y	E	PLAIN	1	2	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3038	1	K	ACTION:G407-E3038@1:K	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
83	GDT575-D059	G407-E3038	G407-S461	f81v	BIOLOGICAL	lkedey	L+K+E+D_ADDR+E+Y	E	PLAIN	2	4	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3038	1	K	ACTION:G407-E3038@1:K	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
84	GDT575-D060	G407-E3040	G407-S462	f81v	BIOLOGICAL	ykeshey	Y+K+E+SH+E+Y	E	PLAIN	1	2	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3040	1	K	ACTION:G407-E3040@1:K	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
85	GDT575-D060	G407-E3040	G407-S462	f81v	BIOLOGICAL	ykeshey	Y+K+E+SH+E+Y	E	PLAIN	2	4	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3040	3	SH	ACTION:G407-E3040@3:SH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
86	GDT575-D061	G407-E3041	G407-S462	f81v	BIOLOGICAL	dchsed	D_ADDR+CH+S+E+D_ADDR	D_ADDR	PLAIN	1	0	FIRST_FULL	EXPLORATORY_NEAREST_VISIBLE_ACTION	VISIBLE_ACTION_INSIDE_OT_OL_DY_INTERVAL	SAME_CARRIER_DISTANCE_MINIMUM__LEFT_TIE	ACTION	G407-E3041	1	CH	ACTION:G407-E3041@1:CH	PRE_HEAD	ANALYTICAL_REPEAT_SLOT	CANDIDATE_LOCAL_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
87	GDT575-D061	G407-E3041	G407-S462	f81v	BIOLOGICAL	dchsed	D_ADDR+CH+S+E+D_ADDR	D_ADDR	PLAIN	2	4	WIEDER	EXPLORATORY_NEAREST_VISIBLE_ACTION	VISIBLE_ACTION_INSIDE_OT_OL_DY_INTERVAL	SAME_CARRIER_DISTANCE_MINIMUM__LEFT_TIE	ACTION	G407-E3041	2	S	ACTION:G407-E3041@2:S	POST_HEAD	ANALYTICAL_REPEAT_SLOT	CANDIDATE_LOCAL_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
88	GDT575-D063	G407-E3278	G407-S513	f82r	BIOLOGICAL	deeedy	D_ADDR+EEE+D_ADDR+Y	D_ADDR	PLAIN	1	0	FIRST_FULL	EXPLORATORY_ACTIVE_CONTEXT_HEAD	SAME_PAGE_AND_OWNER_ACTIVE_HEAD	OWNER_ACTIVE_ACTION_CONTEXT	ACTION	G407-E3277	0	OK	ACTION:G407-E3277@0:OK	ACTIVE_CONTEXT	ANALYTICAL_REPEAT_SLOT	CANDIDATE_CONTEXT_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
89	GDT575-D063	G407-E3278	G407-S513	f82r	BIOLOGICAL	deeedy	D_ADDR+EEE+D_ADDR+Y	D_ADDR	PLAIN	2	2	WIEDER	EXPLORATORY_ACTIVE_CONTEXT_HEAD	SAME_PAGE_AND_OWNER_ACTIVE_HEAD	OWNER_ACTIVE_ACTION_CONTEXT	ACTION	G407-E3277	0	OK	ACTION:G407-E3277@0:OK	ACTIVE_CONTEXT	ANALYTICAL_REPEAT_SLOT	CANDIDATE_CONTEXT_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
90	GDT575-D064	G407-E3377	G407-S535	f82r	BIOLOGICAL	qoesedy	CARRIER_Q+O+E+S+E+DY	E	PLAIN	1	2	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION	G407-E3377	3	S	ACTION:G407-E3377@3:S	PRE_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
91	GDT575-D064	G407-E3377	G407-S535	f82r	BIOLOGICAL	qoesedy	CARRIER_Q+O+E+S+E+DY	E	PLAIN	2	4	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3377	3	S	ACTION:G407-E3377@3:S	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
92	GDT575-D065	G407-E3528	G407-S576	f83r	BIOLOGICAL	checphedy	CH+E+CH+P+E+DY	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3528	0	CH	ACTION:G407-E3528@0:CH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
93	GDT575-D065	G407-E3528	G407-S576	f83r	BIOLOGICAL	checphedy	CH+E+CH+P+E+DY	E	PLAIN	2	4	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3528	3	P	ACTION:G407-E3528@3:P	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
94	GDT575-D066	G407-E3533	G407-S579	f83r	BIOLOGICAL	shedkedy	SH+E+K+E+D_ADDR+Y	E	PLAIN	1	1	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3533	0	SH	ACTION:G407-E3533@0:SH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
95	GDT575-D066	G407-E3533	G407-S579	f83r	BIOLOGICAL	shedkedy	SH+E+K+E+D_ADDR+Y	E	PLAIN	2	3	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3533	2	K	ACTION:G407-E3533@2:K	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
96	GDT575-D067	G407-E3605	G407-S597	f83r	BIOLOGICAL	dcheokedy	D_ADDR+CH+E+O+K+E+D_ADDR+Y	E	PLAIN	1	2	FIRST_FULL	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3605	1	CH	ACTION:G407-E3605@1:CH	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
97	GDT575-D067	G407-E3605	G407-S597	f83r	BIOLOGICAL	dcheokedy	D_ADDR+CH+E+O+K+E+D_ADDR+Y	E	PLAIN	2	5	ERNEUT	GDT407_FIXED_FOCUS_ATTACHMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION	G407-E3605	4	K	ACTION:G407-E3605@4:K	POST_HEAD	SINGLE	SINGLE	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
98	GDT575-D068	G407-E3605	G407-S597	f83r	BIOLOGICAL	dcheokedy	D_ADDR+CH+E+O+K+E+D_ADDR+Y	D_ADDR	PLAIN	1	0	FIRST_FULL	EXPLORATORY_NEAREST_VISIBLE_ACTION	VISIBLE_ACTION_INSIDE_OT_OL_DY_INTERVAL	SAME_CARRIER_DISTANCE_MINIMUM__LEFT_TIE	ACTION	G407-E3605	1	CH	ACTION:G407-E3605@1:CH	PRE_HEAD	ANALYTICAL_REPEAT_SLOT	CANDIDATE_LOCAL_HEAD	NO	EVERY_WRITTEN_SLOT_RETAINED__CANDIDATE_HEAD_IS_WORKSHOP_VOICE_ONLY
