mode	record	line	locus	word	kind	role	rendering	row_status
N	F83_P5	f83r.32	f83r.32:3	lchedy	NOUN	INITIAL_TOPIC	Zusatzstoff[C;INITIAL_TOPIC]	recorded
N	F83_P5	f83r.32	f83r.32:4	qokey	OPEN	NA	⟦qokey⟧	recorded
N	F83_P5	f83r.33	f83r.33:1	sy	OPEN	NA	⟦sy⟧	recorded
N	F83_P5	f83r.33	f83r.33:2	s	OPEN	NA	⟦s⟧	recorded
N	F83_P5	f83r.33	f83r.33:3	aiin	OPEN	NA	⟦aiin⟧	recorded
N	F83_P5	f83r.33	f83r.33:4	sheekchy	OPEN	NA	⟦sheekchy⟧	recorded
N	F83_P5	f83r.33	f83r.33:5	qokey	OPEN	NA	⟦qokey⟧	recorded
N	F83_P5	f83r.33	f83r.33:6	sain	OPEN	NA	⟦sain⟧	recorded
N	F83_P5	f83r.34	f83r.34:1	shky	OPEN	NA	⟦shky⟧	recorded
N	F83_P5	f83r.34	f83r.34:2	lchedy	NOUN	TOPIC_RESUMPTION	Zusatzstoff[C;TOPIC_RESUMPTION]	recorded
N	F83_P5	f83r.34	f83r.34:3	dolshed	OPEN	NA	⟦dolshed⟧	recorded
N	F83_P5	f83r.34	f83r.34:4	qokchy	OPEN	NA	⟦qokchy⟧	recorded
N	F83_P5	f83r.35	f83r.35:1	saiin	OPEN	NA	⟦saiin⟧	recorded
N	F83_P5	f83r.35	f83r.35:2	cheky	OPEN	NA	⟦cheky⟧	recorded
N	F83_P5	f83r.35	f83r.35:3	okeeol	OPEN	NA	⟦okeeol⟧	recorded
N	F83_P5	f83r.35	f83r.35:4	okain	OPEN	NA	⟦okain⟧	recorded
N	F83_P5	f83r.35	f83r.35:5	chdy	OPEN	NA	⟦chdy⟧	recorded
N	F83_P5	f83r.36	f83r.36:1	sor	OPEN	NA	⟦sor⟧	recorded
N	F83_P5	f83r.36	f83r.36:2	aiin	OPEN	NA	⟦aiin⟧	recorded
N	F83_P5	f83r.36	f83r.36:3	shy	OPEN	NA	⟦shy⟧	recorded
N	F83_P5	f83r.36	f83r.36:4	shey	OPEN	NA	⟦shey⟧	recorded
N	F83_P5	f83r.36	f83r.36:5	lshedy	OPEN	NA	⟦lshedy⟧	recorded
N	F83_P5	f83r.36	f83r.36:6	qoky	OPEN	NA	⟦qoky⟧	recorded
N	F83_P5	f83r.37	f83r.37:1	sol	OPEN	NA	⟦sol⟧	recorded
N	F83_P5	f83r.37	f83r.37:2	lkedy	OPEN	NA	⟦lkedy⟧	recorded
N	F83_P5	f83r.37	f83r.37:3	lchedy	NOUN	TOPIC_RESUMPTION	Zusatzstoff[C;TOPIC_RESUMPTION]	recorded
N	F83_P5	f83r.37	f83r.37:4	qokol	OPEN	NA	⟦qokol⟧	recorded
N	F83_P5	f83r.37	f83r.37:5	shedy	NOUN	NEW_TOPIC_SWITCH	Flüssigkeit[A;NEW_TOPIC_SWITCH]	recorded
N	F83_P5	f83r.38	f83r.38:1	or	OPEN	NA	⟦or⟧	recorded
N	F83_P5	f83r.38	f83r.38:2	chey	OPEN	NA	⟦chey⟧	recorded
N	F83_P5	f83r.38	f83r.38:3	qockhey	OPEN	NA	⟦qockhey⟧	recorded
N	F83_P5	f83r.38	f83r.38:4	dairydy	OPEN	NA	⟦dairydy⟧	recorded
N	F83_P5	f83r.39	f83r.39:1	qokain	OPEN	NA	⟦qokain⟧	recorded
N	F83_P5	f83r.39	f83r.39:2	shey	OPEN	NA	⟦shey⟧	recorded
N	F83_P5	f83r.39	f83r.39:3	kain	OPEN	NA	⟦kain⟧	recorded
N	F83_P5	f83r.39	f83r.39:4	chckhal	OPEN	NA	⟦chckhal⟧	recorded
N	F83_P5	f83r.40	f83r.40:1	solchedy	OPEN	NA	⟦solchedy⟧	recorded
N	F83_P5	f83r.40	f83r.40:2	olchedy	OPEN	NA	⟦olchedy⟧	recorded
N	F83_P5	f83r.40	f83r.40:3	chedaiin	OPEN	NA	⟦chedaiin⟧	recorded
N	F83_P5	f83r.41	f83r.41:1	solkey	OPEN	NA	⟦solkey⟧	recorded
N	F83_P5	f83r.41	f83r.41:2	lchedy	NOUN	KNOWN_BACKGROUND	Zusatzstoff[C;KNOWN_BACKGROUND]	recorded
N	F83_P5	f83r.41	f83r.41:3	qolkain	OPEN	NA	⟦qolkain⟧	recorded
N	F83_P5	f83r.41	f83r.41:4	dal	OPEN	NA	⟦dal⟧	recorded
N	F83_P5	f83r.42	f83r.42:1	sol	OPEN	NA	⟦sol⟧	recorded
N	F83_P5	f83r.42	f83r.42:2	ol	OPEN	NA	⟦ol⟧	recorded
N	F83_P5	f83r.42	f83r.42:3	chcthdy	OPEN	NA	⟦chcthdy⟧	recorded
N	F83_P5	f83r.42	f83r.42:4	l	OPEN	NA	⟦l⟧	recorded
N	F83_P5	f83r.42	f83r.42:5	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:A;Bezugquelle=f83r.37:5])	recorded
N	F83_P5	f83r.42	f83r.42:6	lchdy	OPEN	NA	⟦lchdy⟧	recorded
N	F83_P5	f83r.43	f83r.43:1	daiin	OPEN	NA	⟦daiin⟧	recorded
N	F83_P5	f83r.43	f83r.43:2	sheol	OPEN	NA	⟦sheol⟧	recorded
N	F83_P5	f83r.43	f83r.43:3	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:A;Bezugquelle=f83r.37:5])	recorded
N	F83_P5	f83r.43	f83r.43:4	qotal	OPEN	NA	⟦qotal⟧	recorded
N	F83_P5	f83r.43	f83r.43:5	sar	OPEN	NA	⟦sar⟧	recorded
N	F83_P5	f83r.44	f83r.44:1	skar	OPEN	NA	⟦skar⟧	recorded
N	F83_P5	f83r.44	f83r.44:2	shedy	NOUN	TOPIC_RESUMPTION	Flüssigkeit[A;TOPIC_RESUMPTION]	recorded
N	F83_Q1	f83r.47	f83r.47:1	otchdy	OPEN	NA	⟦otchdy⟧	recorded
N	F83_Q1	f83r.47	f83r.47:2	qokchdy	OPEN	NA	⟦qokchdy⟧	recorded
N	F83_Q1	f83r.47	f83r.47:3	shedal	OPEN	NA	⟦shedal⟧	recorded
N	F83_Q1	f83r.48	f83r.48:1	dal	OPEN	NA	⟦dal⟧	recorded
N	F83_Q1	f83r.48	f83r.48:2	cheol	OPEN	NA	⟦cheol⟧	recorded
N	F83_Q1	f83r.48	f83r.48:3	lol	OPEN	NA	⟦lol⟧	recorded
N	F83_Q1	f83r.48	f83r.48:4	chdal	OPEN	NA	⟦chdal⟧	recorded
N	F83_Q1	f83r.48	f83r.48:5	aiin	OPEN	NA	⟦aiin⟧	recorded
N	F83_Q1	f83r.49	f83r.49:1	sol	OPEN	NA	⟦sol⟧	recorded
N	F83_Q1	f83r.49	f83r.49:2	daiiin	OPEN	NA	⟦daiiin⟧	recorded
N	F83_Q1	f83r.49	f83r.49:3	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:NA;Bezugquelle=NA])	recorded
N	F83_Q2	f83r.52	f83r.52:1	solkeey	OPEN	NA	⟦solkeey⟧	recorded
N	F83_Q2	f83r.52	f83r.52:2	qekey	OPEN	NA	⟦qekey⟧	recorded
N	F83_Q2	f83r.52	f83r.52:3	raly	OPEN	NA	⟦raly⟧	recorded
N	F83_Q2	f83r.52	f83r.52:4	ol	OPEN	NA	⟦ol⟧	recorded
N	F83_Q2	f83r.53	f83r.53:1	solchkal	OPEN	NA	⟦solchkal⟧	recorded
N	F83_Q2	f83r.53	f83r.53:2	cheol	OPEN	NA	⟦cheol⟧	recorded
N	F83_Q2	f83r.53	f83r.53:3	qotar	OPEN	NA	⟦qotar⟧	recorded
N	F83_Q2	f83r.53	f83r.53:4	ol	OPEN	NA	⟦ol⟧	recorded
N	F83_Q2	f83r.54	f83r.54:1	daiin	OPEN	NA	⟦daiin⟧	recorded
N	F83_Q2	f83r.54	f83r.54:2	ol	OPEN	NA	⟦ol⟧	recorded
N	F83_Q2	f83r.54	f83r.54:3	dain	OPEN	NA	⟦dain⟧	recorded
N	F83_Q2	f83r.54	f83r.54:4	chey	OPEN	NA	⟦chey⟧	recorded
N	F83_Q2	f83r.54	f83r.54:5	ldalor	OPEN	NA	⟦ldalor⟧	recorded
N	F83_Q2	f83r.55	f83r.55:1	sol	OPEN	NA	⟦sol⟧	recorded
N	F83_Q2	f83r.55	f83r.55:2	rtain	OPEN	NA	⟦rtain⟧	recorded
N	F83_Q2	f83r.55	f83r.55:3	cthal	OPEN	NA	⟦cthal⟧	recorded
