statement_id	record_unit_id	page	field_path	event_count	operating_mode_sequence	primary_operating_mode	event_mode_trace	visual_owner_bindings	owner_transition	procedure_block_id	procedure_block_role	fluent_imperative_de	mode_reading_de
B3-S013	B3	f83r	F083	4	MEASURE>CHARGE>LOCAL_CONTROL>TREAT	TREAT	E256:MEASURE|E257:CHARGE|E258:LOCAL_CONTROL|E259:TREAT	F083=INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERIT_OWNER[F083:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	NONE	NONE	Messe den Posten ab; dann nimm eine Portion; dann bereite ihn kurz vor; dann lass ihn kurz einwirken;	Behandeln
B3-S014	B3	f83r	F084	2	LOCAL_CONTROL>SETTLE	SETTLE	E260:LOCAL_CONTROL|E261:SETTLE	F084=INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERIT_OWNER[F084:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	NONE	NONE	Setze ihn in den Lauf ein; dann lass ihn lange absetzen;	Absetzen/Sammeln
B3-S015	B3	f83r	F085	1	DISCHARGE	DISCHARGE	E262:DISCHARGE	F085=INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERIT_OWNER[F085:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	PB04	BASKET_DISCHARGE_THEN_UNASSIGNED_HANDOFF	Führe ihn ab;	Abführen
B3-S016	B3	f83r	F086|F087	2	DISCHARGE>CHARGE	CHARGE	E263:DISCHARGE|E264:CHARGE	F086=INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION > F087=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	INHERIT_OWNER[F086:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] -> BREAK_VISIBLE_GAP -> SET_UNRESOLVED_OWNER[F087:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	PB04	BASKET_DISCHARGE_THEN_UNASSIGNED_HANDOFF	Ziehe ihn ab; dann öffne das nächste Feld; dann setze den sichtbaren Besitzer neu; dann führe den vorigen Posten über;	Beschicken
B3-S017	B3	f83r	F088	1	TREAT	TREAT	E265:TREAT	F088=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_UNRESOLVED_OWNER[F088:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	NONE	NONE	Lass ihn lange einwirken;	Behandeln
B3-S018	B3	f83r	F089	1	SETTLE	SETTLE	E266:SETTLE	F089=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_UNRESOLVED_OWNER[F089:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	PB05	UNASSIGNED_SETTLING_LEDGER_PAIR	Lass ihn kurz absetzen;	Absetzen/Sammeln
B3-S019	B3	f83r	F090	1	SETTLE	SETTLE	E267:SETTLE	F090=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_UNRESOLVED_OWNER[F090:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	PB05	UNASSIGNED_SETTLING_LEDGER_PAIR	Lass ihn nach dem Einsatz absetzen;	Absetzen/Sammeln
B3-S020	B3	f83r	F091	2	LOCAL_CONTROL>DISCHARGE	DISCHARGE	E268:LOCAL_CONTROL|E269:DISCHARGE	F091=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_UNRESOLVED_OWNER[F091:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	NONE	NONE	Führe ihn dorthin; dann führe ihn ab;	Abführen
B3-S021	B3	f83r	F092|F093	11	MEASURE>LOCAL_CONTROL>MEASURE>SETTLE>LOCAL_CONTROL>CHARGE	CHARGE	E270:MEASURE|E271:LOCAL_CONTROL|E272:LOCAL_CONTROL|E273:LOCAL_CONTROL|E274:MEASURE|E275:SETTLE|E276:LOCAL_CONTROL|E277:LOCAL_CONTROL|E278:LOCAL_CONTROL|E279:LOCAL_CONTROL|E280:CHARGE	F092=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED > F093=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_UNRESOLVED_OWNER[F092:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] -> KEEP_UNRESOLVED_OWNER[F093:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	NONE	NONE	Messe den Posten ab; dann halte ihn bereit; dann führe ihn dorthin; dann halte diesen Posten aktiv; dann öffne das nächste Feld; dann arbeite nach dem vorgeschriebenen Maß; dann lass ihn am Ziel absetzen; dann bereite ihn kurz vor; dann halte diesen Posten aktiv; dann führe ihn dorthin; dann halte ihn bereit; dann führe ihn zum Ziel über;	Beschicken
B3-S022	B3	f83r	F094	1	CHARGE	CHARGE	E281:CHARGE	F094=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_UNRESOLVED_OWNER[F094:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	PB06	FOUR_OPTION_TRANSFER_PALETTE	Führe danach den nächsten Posten über;	Beschicken
B3-S023	B3	f83r	F095	1	DISCHARGE	DISCHARGE	E282:DISCHARGE	F095=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_UNRESOLVED_OWNER[F095:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	PB06	FOUR_OPTION_TRANSFER_PALETTE	Führe ihn ab;	Abführen
B3-S024	B3	f83r	F096	1	CHARGE	CHARGE	E283:CHARGE	F096=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_UNRESOLVED_OWNER[F096:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	PB06	FOUR_OPTION_TRANSFER_PALETTE	Führe den Posten über;	Beschicken
B3-S025	B3	f83r	F097	1	CHARGE	CHARGE	E284:CHARGE	F097=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_UNRESOLVED_OWNER[F097:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	PB06	FOUR_OPTION_TRANSFER_PALETTE	Setze einen neuen Posten ein;	Beschicken
B3-S026	B3	f83r	F098|F099	7	CHARGE>SETTLE>CHARGE>LOCAL_CONTROL>SETTLE	SETTLE	E285:CHARGE|E286:SETTLE|E287:CHARGE|E288:CHARGE|E289:LOCAL_CONTROL|E290:LOCAL_CONTROL|E291:SETTLE	F098=UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED > F099=DIRECT_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	KEEP_UNRESOLVED_OWNER[F098:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] -> BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F099:DIRECT_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	NONE	NONE	Führe ihn von der Quelle über; dann lass ihn bis zum Sollstand absetzen; dann führe den Posten über; dann gib einen Anteil zu; dann halte ihn bereit; dann stelle ihn am Zielgefäß bereit; dann öffne das nächste Feld; dann setze den sichtbaren Besitzer neu; dann sammle ihn lange;	Absetzen/Sammeln
B3-S027	B3	f83r	F100	1	MEASURE	MEASURE	E292:MEASURE	F100=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F100:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	NONE	NONE	Führe die lange Folgestufe aus;	Messen/Einstellen
B3-S028	B3	f83r	F101	2	TREAT	TREAT	E293:TREAT|E294:TREAT	F101=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F101:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	NONE	NONE	Lass ihn länger einwirken; dann lass ihn kurz einwirken;	Behandeln
B3-S029	B3	f83r	F102	3	LOCAL_CONTROL>TREAT	TREAT	E295:LOCAL_CONTROL|E296:LOCAL_CONTROL|E297:TREAT	F102=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F102:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	NONE	NONE	Arbeite weiter; dann nimm den ganzen bezeichneten Teil; dann lass ihn kurz einwirken;	Behandeln
B3-S030	B3	f83r	F103|F104	4	CHARGE>MEASURE>LOCAL_CONTROL>CHARGE	CHARGE	E298:CHARGE|E299:MEASURE|E300:LOCAL_CONTROL|E301:CHARGE	F103=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR > F104=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F103:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR] -> INHERIT_OWNER[F104:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	NONE	NONE	Setze den Posten ein; dann arbeite nach dem vorgeschriebenen Maß; dann öffne das nächste Feld; dann führe ihn im Lauf weiter; dann führe danach den nächsten Posten über;	Beschicken
B3-S031	B3	f83r	F105	1	TREAT	TREAT	E302:TREAT	F105=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F105:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	NONE	NONE	Lass ihn lange einwirken;	Behandeln
B3-S032	B3	f83r	F106	5	CHARGE>LOCAL_CONTROL>MEASURE>LOCAL_CONTROL	LOCAL_CONTROL	E303:CHARGE|E304:CHARGE|E305:LOCAL_CONTROL|E306:MEASURE|E307:LOCAL_CONTROL	F106=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F106:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	NONE	NONE	Führe einen Anteil über; dann führe den Posten über; dann halte die kurze Sollstufe ein; dann arbeite danach nach dem nächsten Maß; dann führe ihn kurz zum Folgeschritt weiter;	Lokal steuern
B3-S033	B3	f83r	F107	1	DISCHARGE	DISCHARGE	E308:DISCHARGE	F107=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F107:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	NONE	NONE	Ziehe ihn ab;	Abführen
B3-S034	B3	f83r	F108	6	MEASURE>LOCAL_CONTROL>MEASURE>LOCAL_CONTROL>SETTLE	SETTLE	E309:MEASURE|E310:LOCAL_CONTROL|E311:LOCAL_CONTROL|E312:MEASURE|E313:LOCAL_CONTROL|E314:SETTLE	F108=INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F108:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR] -> RESET_AT_RECORD_END	NONE	NONE	Stelle die Arbeitsstufe ein; dann halte ihn bereit; dann nimm den bezeichneten Teil; dann arbeite danach nach dem nächsten Maß; dann führe zum Zwischenziel; dann lass ihn kurz absetzen;	Absetzen/Sammeln
B4-S001	B4	f83r	F109	1	TREAT	TREAT	E315:TREAT	F109=DIRECT_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	RESET_RECORD -> SET_DIRECT_OWNER[F109:DIRECT_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	NONE	NONE	Lass ihn lange einwirken;	Behandeln
B4-S002	B4	f83r	F110	3	LOCAL_CONTROL>TREAT	TREAT	E316:LOCAL_CONTROL|E317:TREAT|E318:TREAT	F110=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F110:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	NONE	NONE	Nimm den nächsten Einsatzposten; dann lass ihn länger einwirken; dann lass ihn kurz einwirken;	Behandeln
B4-S003	B4	f83r	F111|F112	7	CHARGE>LOCAL_CONTROL>TREAT>CHARGE>LOCAL_CONTROL>SETTLE	SETTLE	E319:CHARGE|E320:LOCAL_CONTROL|E321:LOCAL_CONTROL|E322:TREAT|E323:CHARGE|E324:LOCAL_CONTROL|E325:SETTLE	F111=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR > F112=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F111:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR] -> INHERIT_OWNER[F112:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	NONE	NONE	Führe den Posten über; dann führe ihn danach dorthin; dann öffne das nächste Feld; dann nimm das nächste; dann lass ihn länger einwirken; dann setze den Posten ein; dann arbeite weiter; dann lass ihn kurz absetzen;	Absetzen/Sammeln
B4-S004	B4	f83r	F113	1	TREAT	TREAT	E326:TREAT	F113=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F113:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	NONE	NONE	Befestige ihn;	Behandeln
B4-S005	B4	f83r	F114	3	LOCAL_CONTROL>CHARGE>TREAT	TREAT	E327:LOCAL_CONTROL|E328:CHARGE|E329:TREAT	F114=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F114:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	NONE	NONE	Lege die Einlage ein; dann führe den Posten über; dann lass ihn lange einwirken;	Behandeln
B4-S006	B4	f83r	F115	1	PASS_FILTER	PASS_FILTER	E330:PASS_FILTER	F115=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F115:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	PB07	TWIN_PASS_THROUGH_COMPARISON	Lass ihn hindurch;	Durchlassen/Filtern
B4-S007	B4	f83r	F116	1	PASS_FILTER	PASS_FILTER	E331:PASS_FILTER	F116=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F116:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	PB07	TWIN_PASS_THROUGH_COMPARISON	Lass ihn hindurch;	Durchlassen/Filtern
B4-S008	B4	f83r	F117	4	MEASURE>TREAT>LOCAL_CONTROL>TREAT	TREAT	E332:MEASURE|E333:TREAT|E334:LOCAL_CONTROL|E335:TREAT	F117=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F117:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	NONE	NONE	Arbeite nach dem vorgeschriebenen Maß; dann bearbeite ihn länger; dann halte ihn lange; dann lass ihn kurz einwirken;	Behandeln
B4-S009	B4	f83r	F118	1	SETTLE	SETTLE	E336:SETTLE	F118=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F118:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	NONE	NONE	Lass ihn kurz absetzen;	Absetzen/Sammeln
B4-S010	B4	f83r	F119	1	LOCAL_CONTROL	LOCAL_CONTROL	E337:LOCAL_CONTROL	F119=INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR	INHERIT_OWNER[F119:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	NONE	NONE	Beende den Arbeitsschritt;	Lokal steuern
B4-S011	B4	f83r	F120|F121	7	MEASURE>TREAT>LOCAL_CONTROL>CHARGE>LOCAL_CONTROL>DISCHARGE	DISCHARGE	E338:MEASURE|E339:TREAT|E340:LOCAL_CONTROL|E341:CHARGE|E342:CHARGE|E343:LOCAL_CONTROL|E344:DISCHARGE	F120=DIRECT_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION > F121=INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION	BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F120:DIRECT_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION] -> INHERIT_OWNER[F121:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION]	NONE	NONE	Arbeite nach dem vorgeschriebenen Maß; dann wärme ihn kurz; dann setze den Gang lange fort; dann gib einen Anteil zu; dann führe den Posten über; dann öffne das nächste Feld; dann arbeite weiter; dann ziehe ihn weiter ab;	Abführen
B4-S012	B4	f83r	F122	1	DISCHARGE	DISCHARGE	E345:DISCHARGE	F122=INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION	INHERIT_OWNER[F122:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION]	NONE	NONE	Führe ihn ab;	Abführen
B4-S013	B4	f83r	F123	2	CHARGE>SETTLE	SETTLE	E346:CHARGE|E347:SETTLE	F123=INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION	INHERIT_OWNER[F123:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION]	NONE	NONE	Setze den verbleibenden Posten erneut ein; dann lass ihn kurz absetzen;	Absetzen/Sammeln
B4-S014	B4	f83r	F124	4	CHARGE>LOCAL_CONTROL	LOCAL_CONTROL	E348:CHARGE|E349:LOCAL_CONTROL|E350:LOCAL_CONTROL|E351:LOCAL_CONTROL	F124=INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION	INHERIT_OWNER[F124:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION]	NONE	NONE	Verwende den Ansatz; dann halte diesen Posten aktiv; dann führe ihn kurz hindurch; dann schließe den Lauf ab;	Lokal steuern
B4-S015	B4	f83r	F125|F126	6	CHARGE>PASS_FILTER>CHARGE>PASS_FILTER>LOCAL_CONTROL>DISCHARGE	DISCHARGE	E352:CHARGE|E353:PASS_FILTER|E354:CHARGE|E355:PASS_FILTER|E356:LOCAL_CONTROL|E357:DISCHARGE	F125=INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION > F126=DIRECT_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	INHERIT_OWNER[F125:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION] -> BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F126:DIRECT_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION]	NONE	NONE	Gib einen Anteil zu; dann nimm den klaren Ablauf; dann nimm eine Portion; dann führe ihn durch die Zielpassage; dann öffne das nächste Feld; dann setze den sichtbaren Besitzer neu; dann sammle ihn kurz; dann führe ihn ab;	Abführen
B4-S016	B4	f83r	F127|F128	4	CHARGE>LOCAL_CONTROL>SETTLE	SETTLE	E358:CHARGE|E359:LOCAL_CONTROL|E360:LOCAL_CONTROL|E361:SETTLE	F127=INHERITED_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION > F128=INHERITED_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	INHERIT_OWNER[F127:INHERITED_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION] -> INHERIT_OWNER[F128:INHERITED_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION] -> RESET_AT_RECORD_END	NONE	NONE	Nimm einen weiteren Anteil; dann führe ihn dorthin; dann öffne das nächste Feld; dann gieße ihn von der Quellseite zu; dann lass ihn kurz absetzen;	Absetzen/Sammeln
B5-S001	B5	f83r	F129	1	CHARGE	CHARGE	E362:CHARGE	F129=DIRECT_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION	RESET_RECORD -> SET_DIRECT_OWNER[F129:DIRECT_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION]	PB08	OPEN_FRINGE_BRANCH_START_AND_FLUSH	Führe ihn danach über;	Beschicken
B5-S002	B5	f83r	F130	1	CHARGE	CHARGE	E363:CHARGE	F130=INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION	INHERIT_OWNER[F130:INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION]	PB08	OPEN_FRINGE_BRANCH_START_AND_FLUSH	Setze einen neuen Posten ein;	Beschicken
B5-S003	B5	f83r	F131|F132|F133	9	SETTLE>LOCAL_CONTROL>DISCHARGE>CHARGE>MEASURE>LOCAL_CONTROL>MEASURE>CHARGE	CHARGE	E364:SETTLE|E365:LOCAL_CONTROL|E366:LOCAL_CONTROL|E367:DISCHARGE|E368:CHARGE|E369:MEASURE|E370:LOCAL_CONTROL|E371:MEASURE|E372:CHARGE	F131=INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION > F132=INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION > F133=INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION	INHERIT_OWNER[F131:INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION] -> INHERIT_OWNER[F132:INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION] -> INHERIT_OWNER[F133:INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION] -> RESET_AT_RECORD_END	NONE	NONE	Lass ihn am Ziel absetzen; dann öffne das nächste Feld; dann führe ihn dorthin; dann arbeite weiter; dann ziehe ihn weiter ab; dann führe ihn zum Ziel über; dann arbeite nach dem vorgeschriebenen Maß; dann öffne das nächste Feld; dann arbeite weiter; dann stelle die Endstufe ein; dann führe den Posten über …	Beschicken
B6-S001	B6	f83r	F134|F135	9	LOCAL_CONTROL>TREAT>LOCAL_CONTROL>MEASURE>LOCAL_CONTROL	LOCAL_CONTROL	E373:LOCAL_CONTROL|E374:TREAT|E375:LOCAL_CONTROL|E376:LOCAL_CONTROL|E377:MEASURE|E378:LOCAL_CONTROL|E379:LOCAL_CONTROL|E380:LOCAL_CONTROL|E381:LOCAL_CONTROL	F134=DIRECT_VISIBLE:B6_RIGHT_S_RUN_MULTIPORT_STATION > F135=INHERITED_VISIBLE:B6_RIGHT_S_RUN_MULTIPORT_STATION	RESET_RECORD -> SET_DIRECT_OWNER[F134:DIRECT_VISIBLE:B6_RIGHT_S_RUN_MULTIPORT_STATION] -> INHERIT_OWNER[F135:INHERITED_VISIBLE:B6_RIGHT_S_RUN_MULTIPORT_STATION] -> RESET_AT_RECORD_END	NONE	NONE	Sammle ihn lange; dann bearbeite ihn kurz; dann nimm den Endposten; dann arbeite weiter; dann öffne das nächste Feld; dann arbeite nach dem vorgeschriebenen Maß; dann arbeite weiter; dann lege die Einlage ein; dann halte diesen Posten aktiv; dann führe bis zum Endziel …	Lokal steuern
