locus_order	physical_page	source_page	register	locus	source_kind	events	owner_bound_events	repaired_events	surface_sequence	atomic_sequence_de	continuous_reading_de	physical_line_is_sentence_end
69	f75r	f75r	BIOLOGICAL	f75r.9	P	9	0	0	qokchdy · chcthy · lo · qokedy · qokan · checkhy · qokar · olchedy · sal	ANSETZEN · UMSETZEN · SCHLUSS | ENTNEHMEN/ABLESEN · STATUS · DIESER POSTEN | LEITEN · GANG | ANSETZEN · KURZ · SCHLUSS | ANSETZEN · ZUSATZ | ENTNEHMEN/ABLESEN · KURZ · DURCHLASS · DIESER POSTEN | ANSETZEN · QUELLSTELLE | FORTSETZEN · UMSETZEN · SCHLUSS | KONTEXT/PROBE · ZIELSTELLE	die Station ansetzen; den Posten umsetzen; den Schritt schließen; den Posten abnehmen; den Stationsstatus prüfen; diesen Posten; weiterleiten; den Stationsgang ausführen; die Station ansetzen; kurz; den Schritt schließen; die Station ansetzen; mit einem Zusatz; den Posten abnehmen; kurz; durch den Durchlass; diesen Posten; die Station ansetzen; von der Quellstelle; fortsetzen; den Posten umsetzen; den Schritt schließen; die Station prüfen; zur Zielstelle	NO
70	f75r	f75r	BIOLOGICAL	f75r.10	P	10	0	0	dshor · qotar · chdy · shey · qokain · chckhy · dy · otey · tedy · lchedy	TEILADRESSE · HALTEN · ANSATZ/EINTRAG | DANACH · QUELLSTELLE | UMSETZEN · DIESER POSTEN | HALTEN · KURZ · DIESER POSTEN | ANSETZEN · PORTION | DURCHLASS · DIESER POSTEN | DIESER POSTEN | DANACH · KURZ · DIESER POSTEN | BEARBEITEN/MARKIEREN · KURZ · SCHLUSS | LEITEN · UMSETZEN · SCHLUSS	an der Teiladresse; den Posten halten; mit dem Arbeitsansatz; danach; von der Quellstelle; den Posten umsetzen; diesen Posten; den Posten halten; kurz; diesen Posten; die Station ansetzen; eine Portion; durch den Durchlass; diesen Posten; diesen Posten; danach; kurz; diesen Posten; den Abschnitt bedienen; kurz; den Schritt schließen; weiterleiten; den Posten umsetzen; den Schritt schließen	NO
71	f75r	f75r	BIOLOGICAL	f75r.11	P	10	0	0	qokeedy · qokair · oly · qokeedy · dy · qokal · okar · shedy · dor · chekam	ANSETZEN · LANG · SCHLUSS | ANSETZEN · LAUF | FORTSETZEN · DIESER POSTEN | ANSETZEN · LANG · SCHLUSS | DIESER POSTEN | ANSETZEN · ZIELSTELLE | ANSETZEN · QUELLSTELLE | RUHESTUFE · SCHLUSS | TEILADRESSE · ANSATZ/EINTRAG | ZUSTAND BEHANDELN · GEGEN-/INNENFELD	die Station ansetzen; länger; den Schritt schließen; die Station ansetzen; entlang des Laufs; fortsetzen; diesen Posten; die Station ansetzen; länger; den Schritt schließen; diesen Posten; die Station ansetzen; zur Zielstelle; die Station ansetzen; von der Quellstelle; an der Station halten; den Schritt schließen; an der Teiladresse; mit dem Arbeitsansatz; den Stationszustand behandeln; am Gegen-/Innenfeld	NO
72	f75r	f75r	BIOLOGICAL	f75r.12	P	11	0	0	ssheckhy · qokal · oly · shey · r · ol · cheey · shey · dy · olshedy · qoky	KONTEXT/PROBE · HALTEN · KURZ · DURCHLASS · DIESER POSTEN | ANSETZEN · ZIELSTELLE | FORTSETZEN · DIESER POSTEN | HALTEN · KURZ · DIESER POSTEN | MARKIERTER ZUSTAND | FORTSETZEN | HALTEN · LANG · DIESER POSTEN | HALTEN · KURZ · DIESER POSTEN | DIESER POSTEN | FORTSETZEN · HALTEN · KURZ · SCHLUSS | ANSETZEN · DIESER POSTEN	die Station prüfen; den Posten halten; kurz; durch den Durchlass; diesen Posten; die Station ansetzen; zur Zielstelle; fortsetzen; diesen Posten; den Posten halten; kurz; diesen Posten; den Zustand markieren; fortsetzen; den Posten halten; länger; diesen Posten; den Posten halten; kurz; diesen Posten; diesen Posten; fortsetzen; den Posten halten; kurz; den Schritt schließen; die Station ansetzen; diesen Posten	NO
73	f75r	f75r	BIOLOGICAL	f75r.13	P	8	0	0	pchedy · keedy · qokedy · qokedy · qokedy · qokedy · qokain · olshedy	BEGINNEN/EINSETZEN · UMSETZEN · SCHLUSS | ZUORDNEN/ZUGEBEN · LANG · SCHLUSS | ANSETZEN · KURZ · SCHLUSS | ANSETZEN · KURZ · SCHLUSS | ANSETZEN · KURZ · SCHLUSS | ANSETZEN · KURZ · SCHLUSS | ANSETZEN · PORTION | FORTSETZEN · HALTEN · KURZ · SCHLUSS	die Station beginnen; den Posten umsetzen; den Schritt schließen; den Posten einsetzen; länger; den Schritt schließen; die Station ansetzen; kurz; den Schritt schließen; die Station ansetzen; kurz; den Schritt schließen; die Station ansetzen; kurz; den Schritt schließen; die Station ansetzen; kurz; den Schritt schließen; die Station ansetzen; eine Portion; fortsetzen; den Posten halten; kurz; den Schritt schließen	NO
74	f75r	f75r	BIOLOGICAL	f75r.14	P	11	0	0	sain · al · keishy · qokain · dy · olshedy · qokain · chckhy · qokain · otar · aly	KONTEXT/PROBE · PORTION | ZIELSTELLE | ZUORDNEN/ZUGEBEN · KURZ · HALTEN · DIESER POSTEN | ANSETZEN · PORTION | DIESER POSTEN | FORTSETZEN · HALTEN · KURZ · SCHLUSS | ANSETZEN · PORTION | DURCHLASS · DIESER POSTEN | ANSETZEN · PORTION | DANACH · QUELLSTELLE | ZIELSTELLE · DIESER POSTEN	die Station prüfen; eine Portion; zur Zielstelle; den Posten einsetzen; kurz; den Posten halten; diesen Posten; die Station ansetzen; eine Portion; diesen Posten; fortsetzen; den Posten halten; kurz; den Schritt schließen; die Station ansetzen; eine Portion; durch den Durchlass; diesen Posten; die Station ansetzen; eine Portion; danach; von der Quellstelle; zur Zielstelle; diesen Posten	NO
75	f75r	f75r	BIOLOGICAL	f75r.15	P	10	0	0	sain · qokain · qolkeeoly · saiin · chedy · sol · or · shedy · okchdy · qoky	KONTEXT/PROBE · PORTION | ANSETZEN · PORTION | SAMMELSTELLE · LANG · FORTSETZEN · DIESER POSTEN | KONTEXT/PROBE · SOLL-MASS | UMSETZEN · DIESER POSTEN | FORTSETZEN | ANSATZ/EINTRAG | RUHESTUFE · SCHLUSS | ANSETZEN · UMSETZEN · SCHLUSS | ANSETZEN · DIESER POSTEN	die Station prüfen; eine Portion; die Station ansetzen; eine Portion; an der Auffangstelle sammeln; länger; fortsetzen; diesen Posten; die Station prüfen; nach Sollmaß; den Posten umsetzen; diesen Posten; fortsetzen; mit dem Arbeitsansatz; an der Station halten; den Schritt schließen; die Station ansetzen; den Posten umsetzen; den Schritt schließen; die Station ansetzen; diesen Posten	NO
76	f75r	f75r	BIOLOGICAL	f75r.16	P	9	0	0	dshedy · qokar · sheedy · lch · shokain · chy · okshedy · qokain · chedy	HALTEN · KURZ · SCHLUSS | ANSETZEN · QUELLSTELLE | HALTEN · LANG · SCHLUSS | LEITEN · ENTNEHMEN/ABLESEN | HALTEN · ANSETZEN · PORTION | DIESER POSTEN | ANSETZEN · HALTEN · KURZ · SCHLUSS | ANSETZEN · PORTION | UMSETZEN · DIESER POSTEN	den Posten halten; kurz; den Schritt schließen; die Station ansetzen; von der Quellstelle; den Posten halten; länger; den Schritt schließen; weiterleiten; den Posten abnehmen; den Posten halten; die Station ansetzen; eine Portion; diesen Posten; die Station ansetzen; den Posten halten; kurz; den Schritt schließen; die Station ansetzen; eine Portion; den Posten umsetzen; diesen Posten	NO
77	f75r	f75r	BIOLOGICAL	f75r.17	P	9	0	0	pchedar · shepchy · lshedary · dal · shal · shy · kol · shedy · qokam	BEGINNEN/EINSETZEN · UMSETZEN · QUELLSTELLE | HALTEN · KURZ · BEGINNEN/EINSETZEN · DIESER POSTEN | LEITEN · HALTEN · KURZ · TEILADRESSE · QUELLSTELLE · DIESER POSTEN | ZIELSTELLE | HALTEN · ZIELSTELLE | DIESER POSTEN | ZUORDNEN/ZUGEBEN · FORTSETZEN | RUHESTUFE · SCHLUSS | ANSETZEN · GEGEN-/INNENFELD	die Station beginnen; den Posten umsetzen; von der Quellstelle; den Posten halten; kurz; die Station beginnen; diesen Posten; weiterleiten; den Posten halten; kurz; an der Teiladresse; von der Quellstelle; diesen Posten; zur Zielstelle; den Posten halten; zur Zielstelle; diesen Posten; den Posten einsetzen; fortsetzen; an der Station halten; den Schritt schließen; die Station ansetzen; am Gegen-/Innenfeld	NO
78	f75r	f75r	BIOLOGICAL	f75r.18	P	9	0	0	sol · sheedy · qol · shedy · qol · otain · char · sar · oly	FORTSETZEN | HALTEN · LANG · SCHLUSS | FORTSETZEN | RUHESTUFE · SCHLUSS | FORTSETZEN | DANACH · PORTION | QUELLSTELLE | KONTEXT/PROBE · QUELLSTELLE | FORTSETZEN · DIESER POSTEN	fortsetzen; den Posten halten; länger; den Schritt schließen; fortsetzen; an der Station halten; den Schritt schließen; fortsetzen; danach; eine Portion; von der Quellstelle; die Station prüfen; von der Quellstelle; fortsetzen; diesen Posten	NO
79	f75r	f75r	BIOLOGICAL	f75r.19	P	8	0	0	qokshedy · qol · shey · qoky · shey · ey · qokain · ar	ANSETZEN · HALTEN · KURZ · SCHLUSS | FORTSETZEN | HALTEN · KURZ · DIESER POSTEN | ANSETZEN · DIESER POSTEN | HALTEN · KURZ · DIESER POSTEN | KURZ · DIESER POSTEN | ANSETZEN · PORTION | QUELLSTELLE	die Station ansetzen; den Posten halten; kurz; den Schritt schließen; fortsetzen; den Posten halten; kurz; diesen Posten; die Station ansetzen; diesen Posten; den Posten halten; kurz; diesen Posten; kurz; diesen Posten; die Station ansetzen; eine Portion; von der Quellstelle	NO
80	f75r	f75r	BIOLOGICAL	f75r.20	P	9	0	0	ry · shey · qor · chey · lchey · lo · ydain · shey · qokain	MARKIERTER ZUSTAND · DIESER POSTEN | HALTEN · KURZ · DIESER POSTEN | ANSATZ/EINTRAG | DIESER POSTEN | LEITEN · DIESER POSTEN | LEITEN · GANG | DIESER POSTEN · PORTION | HALTEN · KURZ · DIESER POSTEN | ANSETZEN · PORTION	den Zustand markieren; diesen Posten; den Posten halten; kurz; diesen Posten; mit dem Arbeitsansatz; diesen Posten; weiterleiten; diesen Posten; weiterleiten; den Stationsgang ausführen; diesen Posten; eine Portion; den Posten halten; kurz; diesen Posten; die Station ansetzen; eine Portion	NO
81	f75r	f75r	BIOLOGICAL	f75r.21	P	8	0	0	oqokain · chey · qckhsy · or · ysheor · ol · lor · am	GANG · ANSETZEN · PORTION | DIESER POSTEN | DURCHLASS · DIESER POSTEN | ANSATZ/EINTRAG | DIESER POSTEN · HALTEN · KURZ · ANSATZ/EINTRAG | FORTSETZEN | LEITEN · ANSATZ/EINTRAG | GEGEN-/INNENFELD	den Stationsgang ausführen; die Station ansetzen; eine Portion; diesen Posten; durch den Durchlass; diesen Posten; mit dem Arbeitsansatz; diesen Posten; den Posten halten; kurz; mit dem Arbeitsansatz; fortsetzen; weiterleiten; mit dem Arbeitsansatz; am Gegen-/Innenfeld	NO
82	f75r	f75r	BIOLOGICAL	f75r.22	P	9	0	0	odar · shey · qokain · chedy · or · shey · kar · chedy · sar	GANG · TEILADRESSE · QUELLSTELLE | HALTEN · KURZ · DIESER POSTEN | ANSETZEN · PORTION | UMSETZEN · DIESER POSTEN | ANSATZ/EINTRAG | HALTEN · KURZ · DIESER POSTEN | ZUORDNEN/ZUGEBEN · QUELLSTELLE | UMSETZEN · DIESER POSTEN | KONTEXT/PROBE · QUELLSTELLE	den Stationsgang ausführen; an der Teiladresse; von der Quellstelle; den Posten halten; kurz; diesen Posten; die Station ansetzen; eine Portion; den Posten umsetzen; diesen Posten; mit dem Arbeitsansatz; den Posten halten; kurz; diesen Posten; den Posten einsetzen; von der Quellstelle; den Posten umsetzen; diesen Posten; die Station prüfen; von der Quellstelle	NO
83	f75r	f75r	BIOLOGICAL	f75r.23	P	7	0	0	pchey · kshey · qokeey · qokal · sshey · qol · chedyqokam	BEGINNEN/EINSETZEN · DIESER POSTEN | ZUORDNEN/ZUGEBEN · HALTEN · KURZ · DIESER POSTEN | ANSETZEN · LANG · DIESER POSTEN | ANSETZEN · ZIELSTELLE | KONTEXT/PROBE · HALTEN · KURZ · DIESER POSTEN | FORTSETZEN | UMSETZEN · DIESER POSTEN · ANSETZEN · GEGEN-/INNENFELD	die Station beginnen; diesen Posten; den Posten einsetzen; den Posten halten; kurz; diesen Posten; die Station ansetzen; länger; diesen Posten; die Station ansetzen; zur Zielstelle; die Station prüfen; den Posten halten; kurz; diesen Posten; fortsetzen; den Posten umsetzen; diesen Posten; die Station ansetzen; am Gegen-/Innenfeld	NO
84	f75r	f75r	BIOLOGICAL	f75r.24	P	7	0	0	qokain · olkeey · qolkary · sain · checthy · lor · ol	ANSETZEN · PORTION | SAMMELSTELLE · LANG · DIESER POSTEN | SAMMELSTELLE · QUELLSTELLE · DIESER POSTEN | KONTEXT/PROBE · PORTION | STATUS · DIESER POSTEN | LEITEN · ANSATZ/EINTRAG | FORTSETZEN	die Station ansetzen; eine Portion; an der Auffangstelle sammeln; länger; diesen Posten; an der Auffangstelle sammeln; von der Quellstelle; diesen Posten; die Station prüfen; eine Portion; den Stationsstatus prüfen; diesen Posten; weiterleiten; mit dem Arbeitsansatz; fortsetzen	NO
85	f75r	f75r	BIOLOGICAL	f75r.25	P	8	0	0	sain · shckhy · qokeedy · shy · dy · qokeedy · lchedy · ram	KONTEXT/PROBE · PORTION | HALTEN · DURCHLASS · DIESER POSTEN | ANSETZEN · LANG · SCHLUSS | DIESER POSTEN | DIESER POSTEN | ANSETZEN · LANG · SCHLUSS | LEITEN · UMSETZEN · SCHLUSS | MARKIERTER ZUSTAND · GEGEN-/INNENFELD	die Station prüfen; eine Portion; den Posten halten; durch den Durchlass; diesen Posten; die Station ansetzen; länger; den Schritt schließen; diesen Posten; diesen Posten; die Station ansetzen; länger; den Schritt schließen; weiterleiten; den Posten umsetzen; den Schritt schließen; den Zustand markieren; am Gegen-/Innenfeld	NO
86	f75r	f75r	BIOLOGICAL	f75r.26	P	8	0	0	dain · ol · sheol · dain · ol · qoly · dar · ajy	PORTION | FORTSETZEN | HALTEN · KURZ · FORTSETZEN | PORTION | FORTSETZEN | FORTSETZEN · DIESER POSTEN | TEILADRESSE · QUELLSTELLE | LOKALE ADRESSE · DIESER POSTEN	eine Portion; fortsetzen; den Posten halten; kurz; fortsetzen; eine Portion; fortsetzen; fortsetzen; diesen Posten; an der Teiladresse; von der Quellstelle; an der lokalen Adresse; diesen Posten	NO
87	f75r	f75r	BIOLOGICAL	f75r.27	P	11	0	0	pdalshor · shtol · qoty · pshar · shedy · okaldy · dar · otar · otody · dy · rol	BEGINNEN/EINSETZEN · TEILADRESSE · ZIELSTELLE · HALTEN · ANSATZ/EINTRAG | HALTEN · BEARBEITEN/MARKIEREN · FORTSETZEN | DANACH · DIESER POSTEN | BEGINNEN/EINSETZEN · HALTEN · QUELLSTELLE | RUHESTUFE · SCHLUSS | ANSETZEN · ZIELSTELLE · SCHLUSS | TEILADRESSE · QUELLSTELLE | DANACH · QUELLSTELLE | DANACH · GANG · SCHLUSS | DIESER POSTEN | MARKIERTER ZUSTAND · FORTSETZEN	die Station beginnen; an der Teiladresse; zur Zielstelle; den Posten halten; mit dem Arbeitsansatz; den Posten halten; den Abschnitt bedienen; fortsetzen; danach; diesen Posten; die Station beginnen; den Posten halten; von der Quellstelle; an der Station halten; den Schritt schließen; die Station ansetzen; zur Zielstelle; den Schritt schließen; an der Teiladresse; von der Quellstelle; danach; von der Quellstelle; danach; den Stationsgang ausführen; den Schritt schließen; diesen Posten; den Zustand markieren; fortsetzen	NO
88	f75r	f75r	BIOLOGICAL	f75r.28	P	11	0	0	tchedy · pchedy · qokeey · sol · oldair · shecthy · qol · l · sheedy · qokeedy · lolchedy	BEARBEITEN/MARKIEREN · UMSETZEN · DIESER POSTEN | BEGINNEN/EINSETZEN · UMSETZEN · SCHLUSS | ANSETZEN · LANG · DIESER POSTEN | FORTSETZEN | FORTSETZEN · TEILADRESSE · LAUF | HALTEN · KURZ · STATUS · DIESER POSTEN | FORTSETZEN | LEITEN | HALTEN · LANG · SCHLUSS | ANSETZEN · LANG · SCHLUSS | LEITEN · FORTSETZEN · UMSETZEN · SCHLUSS	den Abschnitt bedienen; den Posten umsetzen; diesen Posten; die Station beginnen; den Posten umsetzen; den Schritt schließen; die Station ansetzen; länger; diesen Posten; fortsetzen; fortsetzen; an der Teiladresse; entlang des Laufs; den Posten halten; kurz; den Stationsstatus prüfen; diesen Posten; fortsetzen; weiterleiten; den Posten halten; länger; den Schritt schließen; die Station ansetzen; länger; den Schritt schließen; weiterleiten; fortsetzen; den Posten umsetzen; den Schritt schließen	NO
89	f75r	f75r	BIOLOGICAL	f75r.29	P	12	0	0	dain · chkal · dy · lo · lkaiin · ol · okeedyqol · dain · olchey · qokeedy · chedy · qotan	PORTION | ZUSTAND BEHANDELN · ZIELSTELLE | DIESER POSTEN | LEITEN · GANG | LEITEN · ZUORDNEN/ZUGEBEN · SOLL-MASS | FORTSETZEN | ANSETZEN · LANG · SCHLUSS · FORTSETZEN | PORTION | FORTSETZEN · DIESER POSTEN | ANSETZEN · LANG · SCHLUSS | UMSETZEN · DIESER POSTEN | DANACH · ZUSATZ	eine Portion; den Stationszustand behandeln; zur Zielstelle; diesen Posten; weiterleiten; den Stationsgang ausführen; weiterleiten; den Posten einsetzen; nach Sollmaß; fortsetzen; die Station ansetzen; länger; den Schritt schließen; fortsetzen; eine Portion; fortsetzen; diesen Posten; die Station ansetzen; länger; den Schritt schließen; den Posten umsetzen; diesen Posten; danach; mit einem Zusatz	NO
90	f75r	f75r	BIOLOGICAL	f75r.30	P	14	0	0	qo · dain · cheeky · qokey · qokain · cheky · qokal · dain · chedy · o · kalol · shedy · okar · olom	GANG | PORTION | ZUSTAND BEHANDELN · LANG · DIESER POSTEN | ANSETZEN · KURZ · DIESER POSTEN | ANSETZEN · PORTION | ZUSTAND BEHANDELN · KURZ · DIESER POSTEN | ANSETZEN · ZIELSTELLE | PORTION | UMSETZEN · DIESER POSTEN | GANG | ZUORDNEN/ZUGEBEN · ZIELSTELLE · FORTSETZEN | RUHESTUFE · SCHLUSS | ANSETZEN · QUELLSTELLE | FORTSETZEN · GANG · GEGEN-/INNENFELD	den Stationsgang ausführen; eine Portion; den Stationszustand behandeln; länger; diesen Posten; die Station ansetzen; kurz; diesen Posten; die Station ansetzen; eine Portion; den Stationszustand behandeln; kurz; diesen Posten; die Station ansetzen; zur Zielstelle; eine Portion; den Posten umsetzen; diesen Posten; den Stationsgang ausführen; den Posten einsetzen; zur Zielstelle; fortsetzen; an der Station halten; den Schritt schließen; die Station ansetzen; von der Quellstelle; fortsetzen; den Stationsgang ausführen; am Gegen-/Innenfeld	NO
91	f75r	f75r	BIOLOGICAL	f75r.31	P	9	0	0	dshedy · qokey · chckhy · qokar · shedy · chey · qoked · qokedy · daldy	HALTEN · KURZ · SCHLUSS | ANSETZEN · KURZ · DIESER POSTEN | DURCHLASS · DIESER POSTEN | ANSETZEN · QUELLSTELLE | RUHESTUFE · SCHLUSS | DIESER POSTEN | ANSETZEN · KURZ · TEILADRESSE | ANSETZEN · KURZ · SCHLUSS | ZIELSTELLE · SCHLUSS	den Posten halten; kurz; den Schritt schließen; die Station ansetzen; kurz; diesen Posten; durch den Durchlass; diesen Posten; die Station ansetzen; von der Quellstelle; an der Station halten; den Schritt schließen; diesen Posten; die Station ansetzen; kurz; an der Teiladresse; die Station ansetzen; kurz; den Schritt schließen; zur Zielstelle; den Schritt schließen	NO
92	f75r	f75r	BIOLOGICAL	f75r.32	P	10	0	0	polshy · dal · shedy · qokain · dar · chsdy · shedy · qotar · shedy · ldy	BEGINNEN/EINSETZEN · FORTSETZEN · HALTEN · DIESER POSTEN | ZIELSTELLE | RUHESTUFE · SCHLUSS | ANSETZEN · PORTION | TEILADRESSE · QUELLSTELLE | ENTNEHMEN/ABLESEN · KONTEXT/PROBE · SCHLUSS | RUHESTUFE · SCHLUSS | DANACH · QUELLSTELLE | RUHESTUFE · SCHLUSS | LEITEN · SCHLUSS	die Station beginnen; fortsetzen; den Posten halten; diesen Posten; zur Zielstelle; an der Station halten; den Schritt schließen; die Station ansetzen; eine Portion; an der Teiladresse; von der Quellstelle; den Posten abnehmen; die Station prüfen; den Schritt schließen; an der Station halten; den Schritt schließen; danach; von der Quellstelle; an der Station halten; den Schritt schließen; weiterleiten; den Schritt schließen	NO
93	f75r	f75r	BIOLOGICAL	f75r.33	P	10	0	0	qokeey · l · shedy · qo · l · chedy · qokain · chcthedy · ltedy · darom	ANSETZEN · LANG · DIESER POSTEN | LEITEN | RUHESTUFE · SCHLUSS | GANG | LEITEN | UMSETZEN · DIESER POSTEN | ANSETZEN · PORTION | ENTNEHMEN/ABLESEN · STATUS · KURZ · SCHLUSS | LEITEN · BEARBEITEN/MARKIEREN · KURZ · SCHLUSS | TEILADRESSE · QUELLSTELLE · GANG · GEGEN-/INNENFELD	die Station ansetzen; länger; diesen Posten; weiterleiten; an der Station halten; den Schritt schließen; den Stationsgang ausführen; weiterleiten; den Posten umsetzen; diesen Posten; die Station ansetzen; eine Portion; den Posten abnehmen; den Stationsstatus prüfen; kurz; den Schritt schließen; weiterleiten; den Abschnitt bedienen; kurz; den Schritt schließen; an der Teiladresse; von der Quellstelle; den Stationsgang ausführen; am Gegen-/Innenfeld	NO
94	f75r	f75r	BIOLOGICAL	f75r.34	P	10	0	0	s · olkedy · okal · dar · oty · okar · otar · ol · kain · oltedy	KONTEXT/PROBE | SAMMELSTELLE · KURZ · SCHLUSS | ANSETZEN · ZIELSTELLE | TEILADRESSE · QUELLSTELLE | DANACH · DIESER POSTEN | ANSETZEN · QUELLSTELLE | DANACH · QUELLSTELLE | FORTSETZEN | ZUORDNEN/ZUGEBEN · PORTION | FORTSETZEN · BEARBEITEN/MARKIEREN · KURZ · SCHLUSS	die Station prüfen; an der Auffangstelle sammeln; kurz; den Schritt schließen; die Station ansetzen; zur Zielstelle; an der Teiladresse; von der Quellstelle; danach; diesen Posten; die Station ansetzen; von der Quellstelle; danach; von der Quellstelle; fortsetzen; den Posten einsetzen; eine Portion; fortsetzen; den Abschnitt bedienen; kurz; den Schritt schließen	NO
95	f75r	f75r	BIOLOGICAL	f75r.35	P	8	0	0	qokain · sheety · qokain · dar · dar · shedy · qokain · oldy	ANSETZEN · PORTION | HALTEN · LANG · BEARBEITEN/MARKIEREN · DIESER POSTEN | ANSETZEN · PORTION | TEILADRESSE · QUELLSTELLE | TEILADRESSE · QUELLSTELLE | RUHESTUFE · SCHLUSS | ANSETZEN · PORTION | FORTSETZEN · SCHLUSS	die Station ansetzen; eine Portion; den Posten halten; länger; den Abschnitt bedienen; diesen Posten; die Station ansetzen; eine Portion; an der Teiladresse; von der Quellstelle; an der Teiladresse; von der Quellstelle; an der Station halten; den Schritt schließen; die Station ansetzen; eine Portion; fortsetzen; den Schritt schließen	NO
96	f75r	f75r	BIOLOGICAL	f75r.36	P	7	0	0	sol · keedy · qokeedy · qokey · okar · otar · dardardy	FORTSETZEN | ZUORDNEN/ZUGEBEN · LANG · SCHLUSS | ANSETZEN · LANG · SCHLUSS | ANSETZEN · KURZ · DIESER POSTEN | ANSETZEN · QUELLSTELLE | DANACH · QUELLSTELLE | TEILADRESSE · QUELLSTELLE · TEILADRESSE · QUELLSTELLE · SCHLUSS	fortsetzen; den Posten einsetzen; länger; den Schritt schließen; die Station ansetzen; länger; den Schritt schließen; die Station ansetzen; kurz; diesen Posten; die Station ansetzen; von der Quellstelle; danach; von der Quellstelle; an der Teiladresse; von der Quellstelle; an der Teiladresse; von der Quellstelle; den Schritt schließen	NO
97	f75r	f75r	BIOLOGICAL	f75r.37	P	7	0	0	qokedy · dy · sheety · qokedy · qokeedy · qokechdy · lol	ANSETZEN · KURZ · SCHLUSS | DIESER POSTEN | HALTEN · LANG · BEARBEITEN/MARKIEREN · DIESER POSTEN | ANSETZEN · KURZ · SCHLUSS | ANSETZEN · LANG · SCHLUSS | ANSETZEN · KURZ · UMSETZEN · SCHLUSS | LEITEN · FORTSETZEN	die Station ansetzen; kurz; den Schritt schließen; diesen Posten; den Posten halten; länger; den Abschnitt bedienen; diesen Posten; die Station ansetzen; kurz; den Schritt schließen; die Station ansetzen; länger; den Schritt schließen; die Station ansetzen; kurz; den Posten umsetzen; den Schritt schließen; weiterleiten; fortsetzen	NO
98	f75r	f75r	BIOLOGICAL	f75r.38	P	6	0	0	qokeedy · qokeedy · qokedy · qokedy · qokeedy · ldy	ANSETZEN · LANG · SCHLUSS | ANSETZEN · LANG · SCHLUSS | ANSETZEN · KURZ · SCHLUSS | ANSETZEN · KURZ · SCHLUSS | ANSETZEN · LANG · SCHLUSS | LEITEN · SCHLUSS	die Station ansetzen; länger; den Schritt schließen; die Station ansetzen; länger; den Schritt schließen; die Station ansetzen; kurz; den Schritt schließen; die Station ansetzen; kurz; den Schritt schließen; die Station ansetzen; länger; den Schritt schließen; weiterleiten; den Schritt schließen	NO
99	f75r	f75r	BIOLOGICAL	f75r.39	P	6	0	0	yshedy · qokeedy · qokeedy · olkeedy · otey · koldy	DIESER POSTEN · HALTEN · KURZ · SCHLUSS | ANSETZEN · LANG · SCHLUSS | ANSETZEN · LANG · SCHLUSS | SAMMELSTELLE · LANG · SCHLUSS | DANACH · KURZ · DIESER POSTEN | ZUORDNEN/ZUGEBEN · FORTSETZEN · SCHLUSS	diesen Posten; den Posten halten; kurz; den Schritt schließen; die Station ansetzen; länger; den Schritt schließen; die Station ansetzen; länger; den Schritt schließen; an der Auffangstelle sammeln; länger; den Schritt schließen; danach; kurz; diesen Posten; den Posten einsetzen; fortsetzen; den Schritt schließen	NO
100	f75r	f75r	BIOLOGICAL	f75r.40	P	7	0	0	dar · shedy · qokain · shedy · dal · keedy · rshedy	TEILADRESSE · QUELLSTELLE | RUHESTUFE · SCHLUSS | ANSETZEN · PORTION | RUHESTUFE · SCHLUSS | ZIELSTELLE | ZUORDNEN/ZUGEBEN · LANG · SCHLUSS | MARKIERTER ZUSTAND · RUHESTUFE · SCHLUSS	an der Teiladresse; von der Quellstelle; an der Station halten; den Schritt schließen; die Station ansetzen; eine Portion; an der Station halten; den Schritt schließen; zur Zielstelle; den Posten einsetzen; länger; den Schritt schließen; den Zustand markieren; an der Station halten; den Schritt schließen	NO
101	f75r	f75r	BIOLOGICAL	f75r.41	P	7	0	0	sokeedy · qokeedy · oteedy · qoky · dy · keedy · sy	KONTEXT/PROBE · ANSETZEN · LANG · SCHLUSS | ANSETZEN · LANG · SCHLUSS | DANACH · LANG · SCHLUSS | ANSETZEN · DIESER POSTEN | DIESER POSTEN | ZUORDNEN/ZUGEBEN · LANG · SCHLUSS | DIESER POSTEN	die Station prüfen; die Station ansetzen; länger; den Schritt schließen; die Station ansetzen; länger; den Schritt schließen; danach; länger; den Schritt schließen; die Station ansetzen; diesen Posten; diesen Posten; den Posten einsetzen; länger; den Schritt schließen; diesen Posten	NO
102	f75r	f75r	BIOLOGICAL	f75r.42	P	6	0	0	dshedy · qokedy · qokeedy · qoteey · qoteedy · dor	HALTEN · KURZ · SCHLUSS | ANSETZEN · KURZ · SCHLUSS | ANSETZEN · LANG · SCHLUSS | DANACH · LANG · DIESER POSTEN | DANACH · LANG · SCHLUSS | TEILADRESSE · ANSATZ/EINTRAG	den Posten halten; kurz; den Schritt schließen; die Station ansetzen; kurz; den Schritt schließen; die Station ansetzen; länger; den Schritt schließen; danach; länger; diesen Posten; danach; länger; den Schritt schließen; an der Teiladresse; mit dem Arbeitsansatz	NO
