dictionary_entry_id	surface	register	usage_class	component_recipe	meaning_mode	owner_binding_required	events	physical_pages	loci	atomic_default_de	fluent_default_de
P912-D0336	dateey	ZODIAC	RING_TEXT	DA+T+EE+Y	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.1	ZWEITE STUFE · BEARBEITEN/MARKIEREN · LANG · DIESER POSTEN	auf der zweiten Stufe; die Stelle markieren; länger; diesen Posten
P912-D0337	dchdar	ZODIAC	LABEL	D_ADDR+CHD+AR	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.53	TEILADRESSE · UMSETZEN · QUELLSTELLE	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0338	dchdy	BIOLOGICAL	PROSE	CHD+DY	LEARNED_COMPONENT_RECIPE	NO	1	f81v	f81v.24	UMSETZEN · SCHLUSS	den Posten umsetzen; den Schritt schließen
P912-D0339	dchedy	BIOLOGICAL	PROSE	D_ADDR+CHD+Y	LEARNED_COMPONENT_RECIPE	NO	3	f75r|f81v|f82r	f75r.44|f81v.23|f82r.2	TEILADRESSE · UMSETZEN · DIESER POSTEN	an der Teiladresse; den Posten umsetzen; diesen Posten
P912-D0340	dcheokedy	BIOLOGICAL	PROSE	D_ADDR+CHEO+K+E+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.17	TEILADRESSE · REGISTER-EINTRAG · ZUORDNEN/ZUGEBEN · KURZ · TEILADRESSE · DIESER POSTEN	an der Teiladresse; den Arbeitsinhalt verwenden; den Posten einsetzen; kurz; an der Teiladresse; diesen Posten
P912-D0341	dchetay	ZODIAC	LABEL	D_ADDR+CH+E+T+A_ADDR+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.6	TEILADRESSE · ENTNEHMEN/ABLESEN · KURZ · BEARBEITEN/MARKIEREN · LOKALE ADRESSE · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0342	dchey	HERBAL	PROSE	CH+E+Y	LEARNED_COMPONENT_RECIPE	NO	2	f10r|f56r	f10r.2|f56r.6	ENTNEHMEN/ABLESEN · KURZ · DIESER POSTEN	den Pflanzenteil entnehmen; kurz; diesen Posten
P912-D0343	dchey	PHARMA	PROSE	CH+E+Y	LEARNED_COMPONENT_RECIPE	NO	1	f88r	f88r.19	ENTNEHMEN/ABLESEN · KURZ · DIESER POSTEN	die Zutat entnehmen; kurz; diesen Posten
P912-D0344	dchg	HERBAL	PROSE	D_ADDR+CH+LOCAL_CHAR_G	REGISTER_COMPOSITION_WITH_LOCAL_SIGN	NO	1	f13r	f13r.1	TEILADRESSE · ENTNEHMEN/ABLESEN · G-KENNZEICHEN	an der Teiladresse; den Pflanzenteil entnehmen; mit lokalem G-Kennzeichen
P912-D0345	dchol	HERBAL	PROSE	D_ADDR+OL	LEARNED_COMPONENT_RECIPE	NO	2	f11r|f13r	f11r.4|f13r.2	TEILADRESSE · FORTSETZEN	an der Teiladresse; fortsetzen
P912-D0346	dchor	HERBAL	PROSE	D_ADDR+CH+OR	LEARNED_COMPONENT_RECIPE	NO	1	f13r	f13r.3	TEILADRESSE · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG	an der Teiladresse; den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-D0347	dchor	ZODIAC	PROSE	D_ADDR+CH+OR	LEARNED_COMPONENT_RECIPE	NO	1	f68r1	f68r1.4	TEILADRESSE · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG	an der Teiladresse; die Kennung ablesen; mit dem lokalen Eintrag
P912-D0348	dchor	ZODIAC	RING_TEXT	D_ADDR+CH+OR	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.1	TEILADRESSE · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG	an der Teiladresse; die Kennung ablesen; mit dem lokalen Eintrag
P912-D0349	dchsed	BIOLOGICAL	PROSE	D_ADDR+CH+S+E+D_ADDR	NEW_COMPONENT_COMPOSITION	NO	1	f81v	f81v.13	TEILADRESSE · ENTNEHMEN/ABLESEN · KONTEXT/PROBE · KURZ · TEILADRESSE	an der Teiladresse; den Posten abnehmen; die Station prüfen; kurz; an der Teiladresse
P912-D0350	dchy	HERBAL	PROSE	D_ADDR+Y	LEARNED_COMPONENT_RECIPE	NO	2	f10r|f13r	f10r.7|f13r.7	TEILADRESSE · DIESER POSTEN	an der Teiladresse; diesen Posten
P912-D0351	dchy	ZODIAC	RING_TEXT	D_ADDR+Y	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.3	TEILADRESSE · DIESER POSTEN	an der Teiladresse; diesen Posten
P912-D0352	dedy	BIOLOGICAL	PROSE	D_ADDR+E+DY	REPAIRED_COMPONENT_COMPOSITION	NO	1	f81v	f81v.19	TEILADRESSE · KURZ · SCHLUSS	an der Teiladresse; kurz; den Schritt schließen
P912-D0353	deeedy	BIOLOGICAL	PROSE	D_ADDR+EEE+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.14	TEILADRESSE · VOLL · TEILADRESSE · DIESER POSTEN	an der Teiladresse; vollständig; an der Teiladresse; diesen Posten
P912-D0354	deey	BIOLOGICAL	PROSE	D_ADDR+EE+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.5	TEILADRESSE · LANG · DIESER POSTEN	an der Teiladresse; länger; diesen Posten
P912-D0355	dkain	BIOLOGICAL	PROSE	D_ADDR+K+AIN	NEW_COMPONENT_COMPOSITION	NO	1	f81v	f81v.8	TEILADRESSE · ZUORDNEN/ZUGEBEN · PORTION	an der Teiladresse; den Posten einsetzen; eine Portion
P912-D0356	dky	HERBAL	PROSE	D_ADDR+K+Y	REPAIRED_COMPONENT_COMPOSITION	NO	1	f11r	f11r.5	TEILADRESSE · ZUORDNEN/ZUGEBEN · DIESER POSTEN	an der Teiladresse; Material zugeben; diesen Posten
P912-D0357	dl	BIOLOGICAL	PROSE	L	LEARNED_COMPONENT_RECIPE	NO	2	f81v	f81v.17|f81v.2	LEITEN	weiterleiten
P912-D0358	dlal	ZODIAC	RING_TEXT	D_ADDR+L+AL	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v1.1	TEILADRESSE · LEITEN · ZIELSTELLE	an der Teiladresse; weiterleiten; zur Zielstelle
P912-D0359	doaiin	HERBAL	PROSE	D_ADDR+O+AIIN	LEARNED_COMPONENT_RECIPE	NO	1	f13r	f13r.7	TEILADRESSE · GANG · SOLL-MASS	an der Teiladresse; den Verarbeitungsgang ausführen; nach Sollmaß
P912-D0360	doair	ZODIAC	RING_TEXT	D_ADDR+O+AIR	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.3	TEILADRESSE · GANG · LAUF	an der Teiladresse; den Ringgang lesen; entlang des Laufs
P912-D0361	dod	HERBAL	PROSE	D_ADDR+O+D_ADDR	REPAIRED_COMPONENT_COMPOSITION	NO	1	f11r	f11r.3	TEILADRESSE · GANG · TEILADRESSE	an der Teiladresse; den Verarbeitungsgang ausführen; an der Teiladresse
P912-D0362	dodyd	HERBAL	PROSE	D_ADDR+O+DY+D_LABEL	REPAIRED_COMPONENT_COMPOSITION	NO	1	f55v	f55v.1	TEILADRESSE · GANG · SCHLUSS · D-KENNZEICHEN	an der Teiladresse; den Verarbeitungsgang ausführen; den Schritt schließen; mit D-Kennzeichen
P912-D0363	doiin	HERBAL	PROSE	D_ADDR+O+IIN	LEARNED_COMPONENT_RECIPE	NO	1	f13r	f13r.9	TEILADRESSE · GANG · STUFE	an der Teiladresse; den Verarbeitungsgang ausführen; auf der Stufe
P912-D0364	doiin	ZODIAC	PROSE	D_ADDR+O+IIN	LEARNED_COMPONENT_RECIPE	NO	1	f67r2	f67r2.14	TEILADRESSE · GANG · STUFE	an der Teiladresse; den Ringgang lesen; auf der Stufe
P912-D0365	doiir	HERBAL	PROSE	D_ADDR+O+IIN+R	REPAIRED_COMPONENT_COMPOSITION	NO	1	f10r	f10r.4	TEILADRESSE · GANG · STUFE · MARKIERTER ZUSTAND	an der Teiladresse; den Verarbeitungsgang ausführen; auf der Stufe; den Zustand markieren
P912-D0366	doiir	ZODIAC	RING_TEXT	D_ADDR+O+IIN+R	REPAIRED_COMPONENT_COMPOSITION	NO	1	f69v	f69v.1	TEILADRESSE · GANG · STUFE · MARKIERTER ZUSTAND	an der Teiladresse; den Ringgang lesen; auf der Stufe; den Kennungszustand markieren
P912-D0367	dokan	ZODIAC	PROSE	D_ADDR+OK+AN	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.33	TEILADRESSE · ANSETZEN · ZUSATZ	an der Teiladresse; die Ringstelle setzen; mit einem Zusatz
P912-D0368	dol	BIOLOGICAL	PROSE	D_ADDR+OL	LEARNED_COMPONENT_RECIPE	NO	2	f81v|f82r	f81v.19|f82r.25	TEILADRESSE · FORTSETZEN	an der Teiladresse; fortsetzen
P912-D0369	dol	HERBAL	PROSE	D_ADDR+OL	LEARNED_COMPONENT_RECIPE	NO	1	f13r	f13r.2	TEILADRESSE · FORTSETZEN	an der Teiladresse; fortsetzen
P912-D0370	dol	PHARMA	PROSE	D_ADDR+OL	LEARNED_COMPONENT_RECIPE	NO	1	f88r	f88r.31	TEILADRESSE · FORTSETZEN	an der Teiladresse; fortsetzen
P912-D0371	dolaram	ZODIAC	LABEL	D_ADDR+OL+AR+AM_ADDR	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v2.26	TEILADRESSE · FORTSETZEN · QUELLSTELLE · GEGEN-/INNENFELD	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0372	dolchedy	ZODIAC	LABEL	D_ADDR+OL+CHD+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f68r1	f68r1.36	TEILADRESSE · FORTSETZEN · UMSETZEN · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0373	dolchsody	ZODIAC	LABEL	D_ADDR+OL+CH+S_ADDR+O+DY	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.15	TEILADRESSE · FORTSETZEN · ENTNEHMEN/ABLESEN · S-ADRESSE · GANG · SCHLUSS	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0374	doleeey	PHARMA	PROSE	D_ADDR+OL+EEE+Y	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.10	TEILADRESSE · FORTSETZEN · VOLL · DIESER POSTEN	an der Teiladresse; fortsetzen; vollständig; diesen Posten
P912-D0375	dolol	BIOLOGICAL	LABEL	D_ADDR+OL+OL	OWNER_BOUND_COMPOUND_LABEL	YES	1	f82r	f82r.43	TEILADRESSE · FORTSETZEN · FORTSETZEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0376	dolshed	BIOLOGICAL	PROSE	D_ADDR+OL+SHED	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.34	TEILADRESSE · FORTSETZEN · RUHESTUFE	an der Teiladresse; fortsetzen; an der Station halten
P912-D0377	dor	BIOLOGICAL	PROSE	D_ADDR+OR	LEARNED_COMPONENT_RECIPE	NO	3	f75r|f83r	f75r.11|f75r.42|f83r.2	TEILADRESSE · ANSATZ/EINTRAG	an der Teiladresse; mit dem Arbeitsansatz
P912-D0378	dor	HERBAL	PROSE	D_ADDR+OR	LEARNED_COMPONENT_RECIPE	NO	2	f11r|f13r	f11r.3|f13r.6	TEILADRESSE · ANSATZ/EINTRAG	an der Teiladresse; mit dem Pflanzenansatz
P912-D0379	dorsheoy	PHARMA	PROSE	D_ADDR+OR+SH+E+O+Y	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.7	TEILADRESSE · ANSATZ/EINTRAG · HALTEN · KURZ · GANG · DIESER POSTEN	an der Teiladresse; mit dem Gefäßansatz; den Ansatz halten; kurz; den Zubereitungsgang ausführen; diesen Posten
P912-D0380	dory	PHARMA	PROSE	D_ADDR+OR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.7	TEILADRESSE · ANSATZ/EINTRAG · DIESER POSTEN	an der Teiladresse; mit dem Gefäßansatz; diesen Posten
P912-D0381	dosar	ZODIAC	PROSE	D_ADDR+O+S+AR	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.32	TEILADRESSE · GANG · KONTEXT/PROBE · QUELLSTELLE	an der Teiladresse; den Ringgang lesen; die Sternkennung lesen; von der Quellstelle
P912-D0382	dpchy	HERBAL	PROSE	D_ADDR+P+Y	LEARNED_COMPONENT_RECIPE	NO	1	f13r	f13r.5	TEILADRESSE · BEGINNEN/EINSETZEN · DIESER POSTEN	an der Teiladresse; den Teil einsetzen; diesen Posten
P912-D0383	dsheckhy	BIOLOGICAL	PROSE	D_ADDR+SH+E+CKH+Y	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.8	TEILADRESSE · HALTEN · KURZ · DURCHLASS · DIESER POSTEN	an der Teiladresse; den Posten halten; kurz; durch den Durchlass; diesen Posten
P912-D0384	dshedy	BIOLOGICAL	PROSE	SH+E+DY	LEARNED_COMPONENT_RECIPE	NO	6	f75r|f81v|f82r	f75r.16|f75r.31|f75r.42|f81v.14|f82r.17|f82r.7	HALTEN · KURZ · SCHLUSS	den Posten halten; kurz; den Schritt schließen
P912-D0385	dsheol	BIOLOGICAL	PROSE	SH+E+OL	LEARNED_COMPONENT_RECIPE	NO	1	f81v	f81v.27	HALTEN · KURZ · FORTSETZEN	den Posten halten; kurz; fortsetzen
P912-D0386	dsheol	PHARMA	PROSE	SH+E+OL	LEARNED_COMPONENT_RECIPE	NO	1	f88r	f88r.20	HALTEN · KURZ · FORTSETZEN	den Ansatz halten; kurz; fortsetzen
P912-D0387	dsholyd	BIOLOGICAL	PROSE	D_ADDR+SH+OL+Y+D_ADDR	NEW_COMPONENT_COMPOSITION	NO	1	f81v	f81v.11	TEILADRESSE · HALTEN · FORTSETZEN · DIESER POSTEN · TEILADRESSE	an der Teiladresse; den Posten halten; fortsetzen; diesen Posten; an der Teiladresse
P912-D0388	dshor	BIOLOGICAL	PROSE	D_ADDR+SH+OR	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.10	TEILADRESSE · HALTEN · ANSATZ/EINTRAG	an der Teiladresse; den Posten halten; mit dem Arbeitsansatz
P912-D0389	dy	BIOLOGICAL	PROSE	Y	LEARNED_COMPONENT_RECIPE	NO	16	f75r|f81v|f82r	f75r.10|f75r.11|f75r.12|f75r.14|f75r.25|f75r.27|f75r.29|f75r.37|f75r.4|f75r.41|f75r.44|f81v.4|f82r.15|f82r.2	DIESER POSTEN	diesen Posten
P912-D0390	dy	HERBAL	PROSE	Y	LEARNED_COMPONENT_RECIPE	NO	10	f10r|f11r|f13r|f56r	f10r.3|f10r.6|f10r.9|f11r.4|f11r.7|f13r.1|f13r.7|f56r.17|f56r.6	DIESER POSTEN	diesen Posten
P912-D0391	dy	ZODIAC	DIAGRAM_TEXT	Y	LEARNED_COMPONENT_RECIPE	NO	2	f69v	f69v.25|f69v.5	DIESER POSTEN	diesen Posten
P912-D0392	dy	ZODIAC	LABEL	Y	OWNER_BOUND_COMPOUND_LABEL	YES	2	f67r2|f70v	f67r2.57|f70v1.2	DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0393	dy	ZODIAC	PROSE	Y	LEARNED_COMPONENT_RECIPE	NO	3	f67r2	f67r2.17|f67r2.39|f67r2.48	DIESER POSTEN	diesen Posten
P912-D0394	dy	ZODIAC	RING_TEXT	Y	LEARNED_COMPONENT_RECIPE	NO	4	f69v|f70v	f69v.1|f69v.2|f70v2.1	DIESER POSTEN	diesen Posten
P912-D0395	dykain	BIOLOGICAL	PROSE	D_ADDR+Y+K+AIN	NEW_COMPONENT_COMPOSITION	NO	1	f81v	f81v.3	TEILADRESSE · DIESER POSTEN · ZUORDNEN/ZUGEBEN · PORTION	an der Teiladresse; diesen Posten; den Posten einsetzen; eine Portion
P912-D0396	dypchy	HERBAL	PROSE	D_ADDR+Y+P+Y	LEARNED_COMPONENT_RECIPE	NO	1	f13r	f13r.1	TEILADRESSE · DIESER POSTEN · BEGINNEN/EINSETZEN · DIESER POSTEN	an der Teiladresse; diesen Posten; den Teil einsetzen; diesen Posten
P912-D0397	eckhear	ZODIAC	PROSE	E+CKH+E+AR	NEW_COMPONENT_COMPOSITION	NO	1	f68r1	f68r1.3	KURZ · DURCHLASS · KURZ · QUELLSTELLE	kurz; durch den Durchlass; kurz; von der Quellstelle
P912-D0398	eesydy	ZODIAC	LABEL	EE+S+Y+D_ADDR+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.2	LANG · KONTEXT/PROBE · DIESER POSTEN · TEILADRESSE · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0399	es	ZODIAC	PROSE	E+S	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.45	KURZ · KONTEXT/PROBE	kurz; die Sternkennung lesen
P912-D0400	esedy	HERBAL	PROSE	E+S+E+DY	REPAIRED_COMPONENT_COMPOSITION	NO	1	f56r	f56r.1	KURZ · KONTEXT/PROBE · KURZ · SCHLUSS	kurz; prüfen oder weitergehen; kurz; den Schritt schließen
P912-D0401	etyd	HERBAL	PROSE	E+T+Y	LEARNED_COMPONENT_RECIPE	NO	1	f10r	f10r.2	KURZ · BEARBEITEN/MARKIEREN · DIESER POSTEN	kurz; den Teil bearbeiten; diesen Posten
P912-D0402	ey	BIOLOGICAL	PROSE	E+Y	LEARNED_COMPONENT_RECIPE	NO	2	f75r|f82r	f75r.19|f82r.33	KURZ · DIESER POSTEN	kurz; diesen Posten
P912-D0403	ey	ZODIAC	LABEL	E+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.3	KURZ · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0404	eykeody	ZODIAC	RING_TEXT	E+Y+K+E+O+DY	REPAIRED_COMPONENT_COMPOSITION	NO	1	f69v	f69v.1	KURZ · DIESER POSTEN · ZUORDNEN/ZUGEBEN · KURZ · GANG · SCHLUSS	kurz; diesen Posten; den Wert zuordnen; kurz; den Ringgang lesen; den Schritt schließen
P912-D0405	g	ZODIAC	LABEL	G_LABEL	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.58	G-KENNZEICHEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0406	giin	ZODIAC	PROSE	LOCAL_CHAR_G+IIN	REGISTER_COMPOSITION_WITH_LOCAL_SIGN	NO	1	f67r2	f67r2.35	G-KENNZEICHEN · STUFE	mit lokalem G-Kennzeichen; auf der Stufe
P912-D0407	iokeeor	ZODIAC	RING_TEXT	OK+EE+OR	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.2	ANSETZEN · LANG · ANSATZ/EINTRAG	die Ringstelle setzen; länger; mit dem lokalen Eintrag
P912-D0408	k	HERBAL	PROSE	K	LEARNED_COMPONENT_RECIPE	NO	1	f13r	f13r.8	ZUORDNEN/ZUGEBEN	Material zugeben
P912-D0409	kaiiin	HERBAL	PROSE	K+A_ADDR+LOCAL_CHAR_I+IIN	REGISTER_COMPOSITION_WITH_LOCAL_SIGN	NO	1	f10r	f10r.9	ZUORDNEN/ZUGEBEN · LOKALE ADRESSE · I-KENNZEICHEN · STUFE	Material zugeben; an der lokalen Adresse; mit lokalem I-Kennzeichen; auf der Stufe
P912-D0410	kaiin	BIOLOGICAL	PROSE	K+AIIN	NEW_COMPONENT_COMPOSITION	NO	2	f81v	f81v.4|f81v.9	ZUORDNEN/ZUGEBEN · SOLL-MASS	den Posten einsetzen; nach Sollmaß
P912-D0411	kain	BIOLOGICAL	PROSE	K+AIN	LEARNED_COMPONENT_RECIPE	NO	4	f75r|f81v|f83r	f75r.3|f75r.34|f81v.2|f83r.39	ZUORDNEN/ZUGEBEN · PORTION	den Posten einsetzen; eine Portion
P912-D0412	kair	BIOLOGICAL	PROSE	K+AIR	LEARNED_COMPONENT_RECIPE	NO	1	f81v	f81v.2	ZUORDNEN/ZUGEBEN · LAUF	den Posten einsetzen; entlang des Laufs
P912-D0413	kal	BIOLOGICAL	PROSE	K+AL	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.4	ZUORDNEN/ZUGEBEN · ZIELSTELLE	den Posten einsetzen; zur Zielstelle
P912-D0414	kal	HERBAL	PROSE	K+AL	LEARNED_COMPONENT_RECIPE	NO	1	f55v	f55v.10	ZUORDNEN/ZUGEBEN · ZIELSTELLE	Material zugeben; zur Zielstelle
P912-D0415	kalol	BIOLOGICAL	PROSE	K+AL+OL	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.30	ZUORDNEN/ZUGEBEN · ZIELSTELLE · FORTSETZEN	den Posten einsetzen; zur Zielstelle; fortsetzen
P912-D0416	kam	BIOLOGICAL	PROSE	K+AM_ADDR	REPAIRED_COMPONENT_COMPOSITION	NO	1	f82r	f82r.11	ZUORDNEN/ZUGEBEN · GEGEN-/INNENFELD	den Posten einsetzen; am Gegen-/Innenfeld
P912-D0417	kar	BIOLOGICAL	PROSE	K+AR	LEARNED_COMPONENT_RECIPE	NO	3	f75r|f81v	f75r.22|f75r.5|f81v.5	ZUORDNEN/ZUGEBEN · QUELLSTELLE	den Posten einsetzen; von der Quellstelle
P912-D0418	kar	HERBAL	PROSE	K+AR	LEARNED_COMPONENT_RECIPE	NO	1	f55v	f55v.3	ZUORDNEN/ZUGEBEN · QUELLSTELLE	Material zugeben; von der Quellstelle
P912-D0419	kchaiin	HERBAL	PROSE	K+CH+AIIN	NEW_COMPONENT_COMPOSITION	NO	1	f10r	f10r.7	ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · SOLL-MASS	Material zugeben; den Pflanzenteil entnehmen; nach Sollmaß
P912-D0420	kchal	HERBAL	PROSE	K+CH+AL	NEW_COMPONENT_COMPOSITION	NO	1	f56r	f56r.13	ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · ZIELSTELLE	Material zugeben; den Pflanzenteil entnehmen; zur Zielstelle
P912-D0421	kcharg	HERBAL	PROSE	K+CH+AR+LOCAL_CHAR_G	REGISTER_COMPOSITION_WITH_LOCAL_SIGN	NO	1	f56r	f56r.16	ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · QUELLSTELLE · G-KENNZEICHEN	Material zugeben; den Pflanzenteil entnehmen; von der Quellstelle; mit lokalem G-Kennzeichen
P912-D0422	kchdy	HERBAL	PROSE	K+CHD+Y	NEW_COMPONENT_COMPOSITION	NO	1	f55v	f55v.7	ZUORDNEN/ZUGEBEN · UMSETZEN · DIESER POSTEN	Material zugeben; das Material umsetzen; diesen Posten
P912-D0423	kchedykary	BIOLOGICAL	PROSE	K+CHD+Y+K+AR+Y	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.1	ZUORDNEN/ZUGEBEN · UMSETZEN · DIESER POSTEN · ZUORDNEN/ZUGEBEN · QUELLSTELLE · DIESER POSTEN	den Posten einsetzen; den Posten umsetzen; diesen Posten; den Posten einsetzen; von der Quellstelle; diesen Posten
P912-D0424	kcheedchdy	HERBAL	PROSE	K+CH+EE+D_ADDR+CHD+Y	NEW_COMPONENT_COMPOSITION	NO	1	f55v	f55v.1	ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · LANG · TEILADRESSE · UMSETZEN · DIESER POSTEN	Material zugeben; den Pflanzenteil entnehmen; länger; an der Teiladresse; das Material umsetzen; diesen Posten
P912-D0425	kcheey	HERBAL	PROSE	K+CH+EE+Y	NEW_COMPONENT_COMPOSITION	NO	1	f56r	f56r.11	ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · LANG · DIESER POSTEN	Material zugeben; den Pflanzenteil entnehmen; länger; diesen Posten
P912-D0426	kchey	HERBAL	PROSE	K+CH+E+Y	NEW_COMPONENT_COMPOSITION	NO	1	f56r	f56r.12	ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · KURZ · DIESER POSTEN	Material zugeben; den Pflanzenteil entnehmen; kurz; diesen Posten
P912-D0427	kchey	ZODIAC	LABEL	K+CH+E+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.7	ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · KURZ · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0428	kchoar	HERBAL	PROSE	K+CH+O+AR	NEW_COMPONENT_COMPOSITION	NO	1	f56r	f56r.18	ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · GANG · QUELLSTELLE	Material zugeben; den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; von der Quellstelle
P912-D0429	kchol	HERBAL	PROSE	K+OL	LEARNED_COMPONENT_RECIPE	NO	4	f11r|f13r|f56r	f11r.2|f13r.5|f56r.7|f56r.9	ZUORDNEN/ZUGEBEN · FORTSETZEN	Material zugeben; fortsetzen
P912-D0430	kchor	PHARMA	PROSE	K+CH+OR	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.29	ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG	die Zutat zugeben; die Zutat entnehmen; mit dem Gefäßansatz
P912-D0431	kchy	HERBAL	PROSE	K+Y	LEARNED_COMPONENT_RECIPE	NO	3	f11r|f13r	f11r.4|f13r.10|f13r.3	ZUORDNEN/ZUGEBEN · DIESER POSTEN	Material zugeben; diesen Posten
P912-D0432	kchy	ZODIAC	LABEL	K+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.10	ZUORDNEN/ZUGEBEN · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0433	kedy	BIOLOGICAL	PROSE	K+E+DY	REPAIRED_COMPONENT_COMPOSITION	NO	1	f82r	f82r.15	ZUORDNEN/ZUGEBEN · KURZ · SCHLUSS	den Posten einsetzen; kurz; den Schritt schließen
P912-D0434	keedy	BIOLOGICAL	PROSE	K+EE+DY	LEARNED_COMPONENT_RECIPE	NO	5	f75r|f81v	f75r.13|f75r.36|f75r.40|f75r.41|f81v.1	ZUORDNEN/ZUGEBEN · LANG · SCHLUSS	den Posten einsetzen; länger; den Schritt schließen
P912-D0435	keeedy	BIOLOGICAL	PROSE	K+EEE+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	2	f82r	f82r.20|f82r.22	ZUORDNEN/ZUGEBEN · VOLL · TEILADRESSE · DIESER POSTEN	den Posten einsetzen; vollständig; an der Teiladresse; diesen Posten
P912-D0436	keey	HERBAL	PROSE	K+EE+Y	NEW_COMPONENT_COMPOSITION	NO	2	f56r	f56r.3|f56r.6	ZUORDNEN/ZUGEBEN · LANG · DIESER POSTEN	Material zugeben; länger; diesen Posten
P912-D0437	keeyfar	HERBAL	PROSE	K+EE+Y+LOCAL_CHAR_F+AR	REGISTER_COMPOSITION_WITH_LOCAL_SIGN	NO	1	f55v	f55v.4	ZUORDNEN/ZUGEBEN · LANG · DIESER POSTEN · F-KENNZEICHEN · QUELLSTELLE	Material zugeben; länger; diesen Posten; mit lokalem F-Kennzeichen; von der Quellstelle
