event_id	prior_local_code	surface	register	physical_page	source_page	locus	owner_description_de	component_recipe	atomic_reading_de	owner_bound_reading_de
P912-E1970	Z-L060	okodaly	ZODIAC	f68r1	f68r1	f68r1.8	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.8)	OK+O+DA+L+Y	ANSETZEN · GANG · ZWEITE STUFE · LEITEN · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.8)
P912-E1971	Z-L038	odchecthy	ZODIAC	f68r1	f68r1	f68r1.9	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.9)	O+D_ADDR+CH+E+CTH+Y	GANG · TEILADRESSE · ENTNEHMEN/ABLESEN · KURZ · STATUS · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.9)
P912-E1972	Z-L090	otcheody	ZODIAC	f68r1	f68r1	f68r1.10	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.10)	OT+CHEO+D_ADDR+Y	DANACH · REGISTER-EINTRAG · TEILADRESSE · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.10)
P912-E1973	Z-L059	okoaly	ZODIAC	f68r1	f68r1	f68r1.11	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.11)	OK+O+AL+Y	ANSETZEN · GANG · ZIELSTELLE · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.11)
P912-E1974	Z-L014	chocfhy	ZODIAC	f68r1	f68r1	f68r1.12	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.12)	CH+O+CFH+Y	ENTNEHMEN/ABLESEN · GANG · TRENNEN/PRESSEN · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.12)
P912-E1975	Z-L036	octhey	ZODIAC	f68r1	f68r1	f68r1.13	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.13)	O+CTH+E+Y	GANG · STATUS · KURZ · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.13)
P912-E1976	Z-L102	otshey	ZODIAC	f68r1	f68r1	f68r1.14	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.14)	OT+SH+E+Y	DANACH · HALTEN · KURZ · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.14)
P912-E1977	Z-L105	otydy	ZODIAC	f68r1	f68r1	f68r1.15	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.15)	OT+Y+D_ADDR+Y	DANACH · DIESER POSTEN · TEILADRESSE · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.15)
P912-E1978	Z-L055	okear	ZODIAC	f68r1	f68r1	f68r1.16	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.16)	OK+E+AR	ANSETZEN · KURZ · QUELLSTELLE	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.16)
P912-E1979	Z-L018	cphocthy	ZODIAC	f68r1	f68r1	f68r1.17	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.17)	CPH+O+CTH+Y	GEGEN-/EMPFANGSGANG · GANG · STATUS · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.17)
P912-E1980	Z-L135	ytchody	ZODIAC	f68r1	f68r1	f68r1.18	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.18)	Y+T+CH+O+D_ADDR+Y	DIESER POSTEN · BEARBEITEN/MARKIEREN · ENTNEHMEN/ABLESEN · GANG · TEILADRESSE · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.18)
P912-E1981	Z-L107	otys	ZODIAC	f68r1	f68r1	f68r1.19	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.19)	OT+Y+S	DANACH · DIESER POSTEN · KONTEXT/PROBE	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.19)
P912-E1982	Z-L069	olor	ZODIAC	f68r1	f68r1	f68r1.20	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.20)	OL+OR	FORTSETZEN · ANSATZ/EINTRAG	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.20)
P912-E1983	Z-L034	ockhy	ZODIAC	f68r1	f68r1	f68r1.21	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.21)	O+CKH+Y	GANG · DURCHLASS · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.21)
P912-E1984	Z-L044	ofcheor	ZODIAC	f68r1	f68r1	f68r1.22	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.22)	O+LOCAL_CHAR_F+CHEO+R	GANG · F-KENNZEICHEN · REGISTER-EINTRAG · MARKIERTER ZUSTAND	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.22)
P912-E1985	Z-L089	otchdy	ZODIAC	f68r1	f68r1	f68r1.23	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.23)	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.23)
P912-E1986	Z-L106	otykchs	ZODIAC	f68r1	f68r1	f68r1.24	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.24)	OT+Y+K+CH+S	DANACH · DIESER POSTEN · ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · KONTEXT/PROBE	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.24)
P912-E1987	Z-L098	otol	ZODIAC	f68r1	f68r1	f68r1.25	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.25)	OT+OL	DANACH · FORTSETZEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.25)
P912-E1988	Z-L101	otor	ZODIAC	f68r1	f68r1	f68r1.26	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.26)	OT+OR	DANACH · ANSATZ/EINTRAG	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.26)
P912-E1989	Z-L045	oiinar	ZODIAC	f68r1	f68r1	f68r1.27	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.27)	O+IIN+AR	GANG · STUFE · QUELLSTELLE	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.27)
P912-E1990	Z-L063	okoldy	ZODIAC	f68r1	f68r1	f68r1.28	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.28)	OK+OL+DY	ANSETZEN · FORTSETZEN · SCHLUSS	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.28)
P912-E1991	Z-L124	ykchdy	ZODIAC	f68r1	f68r1	f68r1.29	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.29)	Y+K+CHD+Y	DIESER POSTEN · ZUORDNEN/ZUGEBEN · UMSETZEN · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.29)
P912-E1992	Z-L040	oeeody	ZODIAC	f68r1	f68r1	f68r1.30	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.30)	O+EE+O+D_ADDR+Y	GANG · LANG · GANG · TEILADRESSE · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.30)
P912-E1993	Z-L035	ocphy	ZODIAC	f68r1	f68r1	f68r1.31	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.31)	O+CPH+Y	GANG · GEGEN-/EMPFANGSGANG · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.31)
P912-E1994	Z-L056	okeeodal	ZODIAC	f68r1	f68r1	f68r1.32	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.32)	OK+EE+O+DA+L	ANSETZEN · LANG · GANG · ZWEITE STUFE · LEITEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.32)
P912-E1995	Z-L066	okshor	ZODIAC	f68r1	f68r1	f68r1.33	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.33)	OK+SH+OR	ANSETZEN · HALTEN · ANSATZ/EINTRAG	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.33)
P912-E1996	Z-L076	osdaiin	ZODIAC	f68r1	f68r1	f68r1.34	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.34)	O+S+D_ADDR+AIIN	GANG · KONTEXT/PROBE · TEILADRESSE · SOLL-MASS	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.34)
P912-E1997	Z-L096	otochedy	ZODIAC	f68r1	f68r1	f68r1.35	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.35)	OT+O+CHD+Y	DANACH · GANG · UMSETZEN · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.35)
P912-E1998	Z-L024	dolchedy	ZODIAC	f68r1	f68r1	f68r1.36	Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.36)	D_ADDR+OL+CHD+Y	TEILADRESSE · FORTSETZEN · UMSETZEN · DIESER POSTEN	Bild-/Musterwert: Kennung am mehrteiliger Sternatlas mit lokalen Zentren (f68r1.36)
P912-E2182	Z-L083	otalchy	ZODIAC	f70v	f70v1	f70v1.2	Kennung fuer aries outer figure 01	OT+AL+Y	DANACH · ZIELSTELLE · DIESER POSTEN	Bild-/Musterwert: Kennung fuer aries outer figure 01
P912-E2183	Z-L117	tar	ZODIAC	f70v	f70v1	f70v1.2	Kennung fuer aries outer figure 01	T+AR	BEARBEITEN/MARKIEREN · QUELLSTELLE	Bild-/Musterwert: Kennung fuer aries outer figure 01
P912-E2184	Z-L004	am	ZODIAC	f70v	f70v1	f70v1.2	Kennung am zwei lokale Himmelsraeder (f67r2.28)	AM_ADDR	GEGEN-/INNENFELD	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.28)
P912-E2185	Z-L026	dy	ZODIAC	f70v	f70v1	f70v1.2	Kennung am zwei lokale Himmelsraeder (f67r2.57)	Y	DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.57)
P912-E2186	Z-L071	opchey	ZODIAC	f70v	f70v1	f70v1.3	Kennung fuer aries outer figure 02	O+P+Y	GANG · BEGINNEN/EINSETZEN · DIESER POSTEN	Bild-/Musterwert: Kennung fuer aries outer figure 02
P912-E2187	Z-L110	sal	ZODIAC	f70v	f70v1	f70v1.3	Kennung fuer aries outer figure 02	S+AL	KONTEXT/PROBE · ZIELSTELLE	Bild-/Musterwert: Kennung fuer aries outer figure 02
P912-E2188	Z-L077	otakaizan	ZODIAC	f70v	f70v1	f70v1.4	Kennung fuer aries outer figure 03	OT+A_ADDR+K+AIN+Z_ADDR+AN	DANACH · LOKALE ADRESSE · ZUORDNEN/ZUGEBEN · PORTION · Z-BEZUG · ZUSATZ	Bild-/Musterwert: Kennung fuer aries outer figure 03
P912-E2189	Z-L049	okalal	ZODIAC	f70v	f70v1	f70v1.5	Kennung fuer aries outer figure 04	OK+AL+AL	ANSETZEN · ZIELSTELLE · ZIELSTELLE	Bild-/Musterwert: Kennung fuer aries outer figure 04
P912-E2190	Z-L087	otaly	ZODIAC	f70v	f70v1	f70v1.6	Kennung fuer aries outer figure 05	OT+AL+Y	DANACH · ZIELSTELLE · DIESER POSTEN	Bild-/Musterwert: Kennung fuer aries outer figure 05
P912-E2191	Z-L033	oalcheg	ZODIAC	f70v	f70v1	f70v1.7	Kennung fuer aries outer figure 06	O+AL+CH+E+G_LABEL	GANG · ZIELSTELLE · ENTNEHMEN/ABLESEN · KURZ · G-KENNZEICHEN	Bild-/Musterwert: Kennung fuer aries outer figure 06
P912-E2192	Z-L091	otchodals	ZODIAC	f70v	f70v1	f70v1.8	Kennung fuer aries outer figure 07	OT+CH+O+AL+S_ADDR	DANACH · ENTNEHMEN/ABLESEN · GANG · ZIELSTELLE · S-ADRESSE	Bild-/Musterwert: Kennung fuer aries outer figure 07
P912-E2193	Z-L064	okolshy	ZODIAC	f70v	f70v1	f70v1.9	Kennung fuer aries outer figure 08	OK+OL+SH+Y	ANSETZEN · FORTSETZEN · HALTEN · DIESER POSTEN	Bild-/Musterwert: Kennung fuer aries outer figure 08
P912-E2194	Z-L103	otshshdy	ZODIAC	f70v	f70v1	f70v1.10	Kennung fuer aries outer figure 09	OT+SH+SH+DY	DANACH · HALTEN · HALTEN · SCHLUSS	Bild-/Musterwert: Kennung fuer aries outer figure 09
P912-E2195	Z-L078	otal	ZODIAC	f70v	f70v1	f70v1.11	Kennung fuer aries outer figure 10	OT+AL	DANACH · ZIELSTELLE	Bild-/Musterwert: Kennung fuer aries outer figure 10
P912-E2196	Z-L133	ypsharal	ZODIAC	f70v	f70v1	f70v1.11	Kennung fuer aries outer figure 10	Y+P+SH+AR+AL	DIESER POSTEN · BEGINNEN/EINSETZEN · HALTEN · QUELLSTELLE · ZIELSTELLE	Bild-/Musterwert: Kennung fuer aries outer figure 10
P912-E2220	Z-L065	okoly	ZODIAC	f70v	f70v1	f70v1.13	Kennung fuer aries inner figure 01	OK+OL+Y	ANSETZEN · FORTSETZEN · DIESER POSTEN	Bild-/Musterwert: Kennung fuer aries inner figure 01
P912-E2221	Z-L079	otalaiin	ZODIAC	f70v	f70v1	f70v1.14	Kennung fuer aries inner figure 02	OT+AL+AIIN	DANACH · ZIELSTELLE · SOLL-MASS	Bild-/Musterwert: Kennung fuer aries inner figure 02
P912-E2222	Z-L093	oteo	ZODIAC	f70v	f70v1	f70v1.15	Kennung fuer aries inner figure 03	OT+E+O	DANACH · KURZ · GANG	Bild-/Musterwert: Kennung fuer aries inner figure 03
P912-E2223	Z-L003	alals	ZODIAC	f70v	f70v1	f70v1.15	Kennung fuer aries inner figure 03	AL+AL+S_ADDR	ZIELSTELLE · ZIELSTELLE · S-ADRESSE	Bild-/Musterwert: Kennung fuer aries inner figure 03
P912-E2224	Z-L006	araly	ZODIAC	f70v	f70v1	f70v1.15	Kennung fuer aries inner figure 03	AR+AL+Y	QUELLSTELLE · ZIELSTELLE · DIESER POSTEN	Bild-/Musterwert: Kennung fuer aries inner figure 03
P912-E2225	Z-L094	oteoeey	ZODIAC	f70v	f70v1	f70v1.16	Kennung fuer aries inner figure 04	OT+E+O+EE+Y	DANACH · KURZ · GANG · LANG · DIESER POSTEN	Bild-/Musterwert: Kennung fuer aries inner figure 04
P912-E2226	Z-L078	otal	ZODIAC	f70v	f70v1	f70v1.16	Kennung fuer aries outer figure 10	OT+AL	DANACH · ZIELSTELLE	Bild-/Musterwert: Kennung fuer aries outer figure 10
P912-E2227	Z-L054	okealar	ZODIAC	f70v	f70v1	f70v1.16	Kennung fuer aries inner figure 04	OK+E+AL+AR	ANSETZEN · KURZ · ZIELSTELLE · QUELLSTELLE	Bild-/Musterwert: Kennung fuer aries inner figure 04
P912-E2228	Z-L092	otear	ZODIAC	f70v	f70v1	f70v1.17	Kennung fuer aries inner figure 05	OT+E+AR	DANACH · KURZ · QUELLSTELLE	Bild-/Musterwert: Kennung fuer aries inner figure 05
P912-E2229	Z-L009	araydy	ZODIAC	f70v	f70v1	f70v1.17	Kennung fuer aries inner figure 05	AR+A_ADDR+Y+DY	QUELLSTELLE · LOKALE ADRESSE · DIESER POSTEN · SCHLUSS	Bild-/Musterwert: Kennung fuer aries inner figure 05
P912-E2272	Z-L080	otalalg	ZODIAC	f70v	f70v2	f70v2.2	Kennung fuer pisces outer figure 01	OT+AL+AL+G_LABEL	DANACH · ZIELSTELLE · ZIELSTELLE · G-KENNZEICHEN	Bild-/Musterwert: Kennung fuer pisces outer figure 01
P912-E2273	Z-L123	ykary	ZODIAC	f70v	f70v2	f70v2.3	Kennung fuer pisces outer figure 02	Y+K+AR+Y	DIESER POSTEN · ZUORDNEN/ZUGEBEN · QUELLSTELLE · DIESER POSTEN	Bild-/Musterwert: Kennung fuer pisces outer figure 02
P912-E2274	Z-L088	otar	ZODIAC	f70v	f70v2	f70v2.4	Kennung am zwei lokale Himmelsraeder (f67r2.57)	OT+AR	DANACH · QUELLSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.57)
P912-E2275	Z-L104	oty	ZODIAC	f70v	f70v2	f70v2.5	Kennung fuer pisces outer figure 04	OT+Y	DANACH · DIESER POSTEN	Bild-/Musterwert: Kennung fuer pisces outer figure 04
P912-E2276	Z-L067	oky	ZODIAC	f70v	f70v2	f70v2.6	Kennung fuer pisces outer figure 05	OK+Y	ANSETZEN · DIESER POSTEN	Bild-/Musterwert: Kennung fuer pisces outer figure 05
P912-E2277	Z-L039	ody	ZODIAC	f70v	f70v2	f70v2.6	Kennung fuer pisces outer figure 05	O+DY	GANG · SCHLUSS	Bild-/Musterwert: Kennung fuer pisces outer figure 05
P912-E2278	Z-L104	oty	ZODIAC	f70v	f70v2	f70v2.7	Kennung fuer pisces outer figure 04	OT+Y	DANACH · DIESER POSTEN	Bild-/Musterwert: Kennung fuer pisces outer figure 04
P912-E2279	Z-L005	ar	ZODIAC	f70v	f70v2	f70v2.7	Kennung fuer pisces outer figure 06	AR	QUELLSTELLE	Bild-/Musterwert: Kennung fuer pisces outer figure 06
P912-E2280	Z-L048	okala	ZODIAC	f70v	f70v2	f70v2.8	Kennung fuer pisces outer figure 07	OK+AL+A_ADDR	ANSETZEN · ZIELSTELLE · LOKALE ADRESSE	Bild-/Musterwert: Kennung fuer pisces outer figure 07
P912-E2281	Z-L097	otody	ZODIAC	f70v	f70v2	f70v2.9	Kennung fuer pisces outer figure 08	OT+O+DY	DANACH · GANG · SCHLUSS	Bild-/Musterwert: Kennung fuer pisces outer figure 08
P912-E2282	Z-L084	otald	ZODIAC	f70v	f70v2	f70v2.10	Kennung fuer pisces outer figure 09	OT+AL+D_LABEL	DANACH · ZIELSTELLE · D-KENNZEICHEN	Bild-/Musterwert: Kennung fuer pisces outer figure 09
P912-E2283	Z-L085	otaldar	ZODIAC	f70v	f70v2	f70v2.11	Kennung fuer pisces outer figure 10	OT+AL+D_ADDR+AR	DANACH · ZIELSTELLE · TEILADRESSE · QUELLSTELLE	Bild-/Musterwert: Kennung fuer pisces outer figure 10
P912-E2284	Z-L062	okody	ZODIAC	f70v	f70v2	f70v2.12	Kennung fuer pisces outer figure 11	OK+O+Y	ANSETZEN · GANG · DIESER POSTEN	Bild-/Musterwert: Kennung fuer pisces outer figure 11
P912-E2285	Z-L073	opysam	ZODIAC	f70v	f70v2	f70v2.13	Kennung fuer pisces outer figure 12	O+P+Y+S_ADDR+AM_ADDR	GANG · BEGINNEN/EINSETZEN · DIESER POSTEN · S-ADRESSE · GEGEN-/INNENFELD	Bild-/Musterwert: Kennung fuer pisces outer figure 12
P912-E2286	Z-L015	chy	ZODIAC	f70v	f70v2	f70v2.14	Kennung am zwei lokale Himmelsraeder (f67r2.11)	Y	DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.11)
P912-E2287	Z-L087	otaly	ZODIAC	f70v	f70v2	f70v2.15	Kennung fuer aries outer figure 05	OT+AL+Y	DANACH · ZIELSTELLE · DIESER POSTEN	Bild-/Musterwert: Kennung fuer aries outer figure 05
P912-E2288	Z-L078	otal	ZODIAC	f70v	f70v2	f70v2.16	Kennung fuer aries outer figure 10	OT+AL	DANACH · ZIELSTELLE	Bild-/Musterwert: Kennung fuer aries outer figure 10
P912-E2289	Z-L008	arar	ZODIAC	f70v	f70v2	f70v2.16	Kennung fuer pisces outer figure 15	AR+AR	QUELLSTELLE · QUELLSTELLE	Bild-/Musterwert: Kennung fuer pisces outer figure 15
P912-E2290	Z-L086	otaldy	ZODIAC	f70v	f70v2	f70v2.17	Kennung fuer pisces outer figure 16	OT+AL+DY	DANACH · ZIELSTELLE · SCHLUSS	Bild-/Musterwert: Kennung fuer pisces outer figure 16
P912-E2291	Z-L058	okeoly	ZODIAC	f70v	f70v2	f70v2.18	Kennung fuer pisces outer figure 17	OK+E+OL+Y	ANSETZEN · KURZ · FORTSETZEN · DIESER POSTEN	Bild-/Musterwert: Kennung fuer pisces outer figure 17
P912-E2292	Z-L068	okydy	ZODIAC	f70v	f70v2	f70v2.19	Kennung fuer pisces outer figure 18	OK+Y+DY	ANSETZEN · DIESER POSTEN · SCHLUSS	Bild-/Musterwert: Kennung fuer pisces outer figure 18
P912-E2293	Z-L057	okees	ZODIAC	f70v	f70v2	f70v2.20	Kennung fuer pisces outer figure 19	OK+EE+S_LABEL	ANSETZEN · LANG · S-KENNZEICHEN	Bild-/Musterwert: Kennung fuer pisces outer figure 19
P912-E2327	Z-L088	otar	ZODIAC	f70v	f70v2	f70v2.22	Kennung am zwei lokale Himmelsraeder (f67r2.57)	OT+AR	DANACH · QUELLSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.57)
P912-E2328	Z-L004	am	ZODIAC	f70v	f70v2	f70v2.22	Kennung am zwei lokale Himmelsraeder (f67r2.28)	AM_ADDR	GEGEN-/INNENFELD	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.28)
P912-E2329	Z-L088	otar	ZODIAC	f70v	f70v2	f70v2.23	Kennung am zwei lokale Himmelsraeder (f67r2.57)	OT+AR	DANACH · QUELLSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.57)
P912-E2330	Z-L002	al	ZODIAC	f70v	f70v2	f70v2.23	Kennung fuer pisces inner figure 02	AL	ZIELSTELLE	Bild-/Musterwert: Kennung fuer pisces inner figure 02
P912-E2331	Z-L082	otalar	ZODIAC	f70v	f70v2	f70v2.24	Kennung fuer pisces inner figure 03	OT+AL+AR	DANACH · ZIELSTELLE · QUELLSTELLE	Bild-/Musterwert: Kennung fuer pisces inner figure 03
P912-E2332	Z-L081	otalam	ZODIAC	f70v	f70v2	f70v2.25	Kennung fuer pisces inner figure 04	OT+AL+AM_ADDR	DANACH · ZIELSTELLE · GEGEN-/INNENFELD	Bild-/Musterwert: Kennung fuer pisces inner figure 04
P912-E2333	Z-L023	dolaram	ZODIAC	f70v	f70v2	f70v2.26	Kennung fuer pisces inner figure 05	D_ADDR+OL+AR+AM_ADDR	TEILADRESSE · FORTSETZEN · QUELLSTELLE · GEGEN-/INNENFELD	Bild-/Musterwert: Kennung fuer pisces inner figure 05
P912-E2334	Z-L052	okaram	ZODIAC	f70v	f70v2	f70v2.27	Kennung fuer pisces inner figure 06	OK+AR+AM_ADDR	ANSETZEN · QUELLSTELLE · GEGEN-/INNENFELD	Bild-/Musterwert: Kennung fuer pisces inner figure 06
P912-E2335	Z-L095	oteosal	ZODIAC	f70v	f70v2	f70v2.28	Kennung fuer pisces inner figure 07	OT+E+O+S_ADDR+AL	DANACH · KURZ · GANG · S-ADRESSE · ZIELSTELLE	Bild-/Musterwert: Kennung fuer pisces inner figure 07
P912-E2336	Z-L112	salols	ZODIAC	f70v	f70v2	f70v2.29	Kennung fuer pisces inner figure 08	S_LABEL+AL+OL+S_LABEL	S-KENNZEICHEN · ZIELSTELLE · FORTSETZEN · S-KENNZEICHEN	Bild-/Musterwert: Kennung fuer pisces inner figure 08
P912-E2337	Z-L050	okaldal	ZODIAC	f70v	f70v2	f70v2.30	Kennung fuer pisces inner figure 09	OK+AL+AL	ANSETZEN · ZIELSTELLE · ZIELSTELLE	Bild-/Musterwert: Kennung fuer pisces inner figure 09
P912-E2338	Z-L131	ykolaiin	ZODIAC	f70v	f70v2	f70v2.31	Kennung fuer pisces inner figure 10	Y+K+OL+AIIN	DIESER POSTEN · ZUORDNEN/ZUGEBEN · FORTSETZEN · SOLL-MASS	Bild-/Musterwert: Kennung fuer pisces inner figure 10
P912-E2361	Z-L099	otolal	ZODIAC	f70v	f70v2	f70v2.33	Kennung fuer pisces central fish pair	OT+OL+AL	DANACH · FORTSETZEN · ZIELSTELLE	Bild-/Musterwert: Kennung fuer pisces central fish pair
P912-E2362	P-L014	otorchety	PHARMA	f88r	f88r	f88r.1	feine faserwurzel a	OT+OR+CH+E+T+Y	DANACH · ANSATZ/EINTRAG · ENTNEHMEN/ABLESEN · KURZ · BEARBEITEN/MARKIEREN · DIESER POSTEN	Bild-/Musterwert: feine faserwurzel a
P912-E2363	P-L009	osal	PHARMA	f88r	f88r	f88r.2	dunkle pfahlwurzel b	O+S+AL	GANG · KONTEXT/PROBE · ZIELSTELLE	Bild-/Musterwert: dunkle pfahlwurzel b
P912-E2364	P-L007	orald	PHARMA	f88r	f88r	f88r.3	gebuendelte wurzel c	OR+AL+D_ADDR	ANSATZ/EINTRAG · ZIELSTELLE · TEILADRESSE	Bild-/Musterwert: gebuendelte wurzel c
P912-E2365	P-L006	oldar	PHARMA	f88r	f88r	f88r.4	doppelknolle d	OL+DA+R	FORTSETZEN · ZWEITE STUFE · MARKIERTER ZUSTAND	Bild-/Musterwert: doppelknolle d
P912-E2366	P-L012	otoky	PHARMA	f88r	f88r	f88r.5	knotenwurzel e	OT+OK+Y	DANACH · ANSETZEN · DIESER POSTEN	Bild-/Musterwert: knotenwurzel e
P912-E2367	P-L011	otaly	PHARMA	f88r	f88r	f88r.6	blattwurzel f	OT+AL+Y	DANACH · ZIELSTELLE · DIESER POSTEN	Bild-/Musterwert: blattwurzel f
P912-E2415	P-L010	otaldy	PHARMA	f88r	f88r	f88r.12	wurzelbuendel g	OT+AL+DY	DANACH · ZIELSTELLE · SCHLUSS	Bild-/Musterwert: wurzelbuendel g
P912-E2416	P-L008	oram	PHARMA	f88r	f88r	f88r.13	gelappter pflanzenteil h	OR+A_ADDR+AM_ADDR	ANSATZ/EINTRAG · LOKALE ADRESSE · GEGEN-/INNENFELD	Bild-/Musterwert: gelappter pflanzenteil h
P912-E2417	P-L002	dary	PHARMA	f88r	f88r	f88r.14	schmale wurzel i	DA+R+Y	ZWEITE STUFE · MARKIERTER ZUSTAND · DIESER POSTEN	Bild-/Musterwert: schmale wurzel i
P912-E2418	P-L005	okol	PHARMA	f88r	f88r	f88r.15	senkrechter pflanzenteil j	OK+OL	ANSETZEN · FORTSETZEN	Bild-/Musterwert: senkrechter pflanzenteil j
P912-E2419	P-L016	sorory	PHARMA	f88r	f88r	f88r.16	gefleckter koerper k	S+OR+OR+Y	KONTEXT/PROBE · ANSATZ/EINTRAG · ANSATZ/EINTRAG · DIESER POSTEN	Bild-/Musterwert: gefleckter koerper k
P912-E2420	P-L015	otyda	PHARMA	f88r	f88r	f88r.17	blattzweig l	OT+Y+DA	DANACH · DIESER POSTEN · ZWEITE STUFE	Bild-/Musterwert: blattzweig l
P912-E2460	P-L004	ofyskydal	PHARMA	f88r	f88r	f88r.23	untere wurzelmengung m	O+LOCAL_CHAR_F+Y+S+K+Y+DA+L	GANG · F-KENNZEICHEN · DIESER POSTEN · KONTEXT/PROBE · ZUORDNEN/ZUGEBEN · DIESER POSTEN · ZWEITE STUFE · LEITEN	Bild-/Musterwert: untere wurzelmengung m
