source_occurrence_id	target_family	surface	page	locus	ordinal	line_token_count	d1_features	r3_features	line_features	d1_donors	r3_donors	line_donors	written_line_eva	all_target_surfaces_blocked_as_donors	all_donors_reader_exact_and_clean	component_credit
G767-CF0059	CHOR_SCHOR_LCHOR	chor	f19r	f19r.2	2	10	MOIST|VALUE_AMOUNT	DRY|MOIST|COLD|STAGE|VALUE_AMOUNT	DRY|MOIST|COLD|STAGE|VALUE_AMOUNT|PROCESS_CLOSE	dshy@1:d1[MOIST|VALUE_AMOUNT]	dshy@1:d1[MOIST|VALUE_AMOUNT]|tchy@4:d2[DRY|COLD|STAGE]|chol@5:d3[DRY]	dshy@1:d1[MOIST|VALUE_AMOUNT]|tchy@4:d2[DRY|COLD|STAGE]|chol@5:d3[DRY]|chordy@7:d5[STAGE|VALUE_AMOUNT|PROCESS_CLOSE]	dshy chor y tchy chol dytchy chordy daiin dyty cho	1	1	0
G767-CF0060	CHOR_SCHOR_LCHOR	chor	f19r	f19r.8	2	7	NONE	VALUE_AMOUNT	MOIST|STAGE|VALUE_AMOUNT	NONE	dal@4:d2[VALUE_AMOUNT]	dal@4:d2[VALUE_AMOUNT]|shy@7:d5[MOIST|STAGE]	or chor daky dal chor dorl shy	1	1	0
G767-CF0061	CHOR_SCHOR_LCHOR	chor	f19r	f19r.8	5	7	VALUE_AMOUNT	MOIST|STAGE|VALUE_AMOUNT	MOIST|STAGE|VALUE_AMOUNT	dal@4:d1[VALUE_AMOUNT]	dal@4:d1[VALUE_AMOUNT]|shy@7:d2[MOIST|STAGE]	dal@4:d1[VALUE_AMOUNT]|shy@7:d2[MOIST|STAGE]	or chor daky dal chor dorl shy	1	1	0
G767-CF0062	CHOR_SCHOR_LCHOR	chor	f19v	f19v.10	2	6	VALUE_AMOUNT	HOT|VALUE_AMOUNT	HOT|VALUE_AMOUNT	daiin@1:d1[VALUE_AMOUNT]|daiin@3:d1[VALUE_AMOUNT]	daiin@1:d1[VALUE_AMOUNT]|daiin@3:d1[VALUE_AMOUNT]|qokor@4:d2[HOT|VALUE_AMOUNT]	daiin@1:d1[VALUE_AMOUNT]|daiin@3:d1[VALUE_AMOUNT]|qokor@4:d2[HOT|VALUE_AMOUNT]	daiin chor daiin qokor y okchan	1	1	0
G767-CF0063	CHOR_SCHOR_LCHOR	chor	f19v	f19v.9	3	7	NONE	DRY	DRY	NONE	chol@5:d2[DRY]	chol@5:d2[DRY]	ychor oky chor ytol chol oky ddor	1	1	0
G767-CF0064	CHOR_SCHOR_LCHOR	chor	f20r	f20r.10	2	8	H2	H2	DRY|HOT|STAGE|VALUE_AMOUNT|PREP|H2	sody@3:d1[H2]	sody@3:d1[H2]	sody@3:d1[H2]|choky@6:d4[DRY|HOT|STAGE|PREP]|dchy@7:d5[DRY|STAGE|VALUE_AMOUNT]	ochoaiin chor sody pchodaiin chetody choky dchy toy	1	1	0
G767-CF0065	CHOR_SCHOR_LCHOR	chor	f20r	f20r.13	2	5	NONE	DRY|COLD|STAGE	DRY|COLD|STAGE	NONE	tchey@5:d3[DRY|COLD|STAGE]	tchey@5:d3[DRY|COLD|STAGE]	ochaiin chor chor cheey tchey	1	1	0
G767-CF0066	CHOR_SCHOR_LCHOR	chor	f20v	f20v.10	6	7	DRY|STAGE	DRY|STAGE|VALUE_AMOUNT	DRY|MOIST|HOT|STAGE|VALUE_AMOUNT|PREP	chy@5:d1[DRY|STAGE]	chol@3:d3[DRY]|daiin@4:d2[VALUE_AMOUNT]|chy@5:d1[DRY|STAGE]	shokaiin@1:d5[MOIST|HOT|STAGE|PREP]|chol@3:d3[DRY]|daiin@4:d2[VALUE_AMOUNT]|chy@5:d1[DRY|STAGE]	shokaiin chocthy chol daiin chy chor ety	1	1	0
G767-CF0067	CHOR_SCHOR_LCHOR	chor	f21r	f21r.12	2	8	MOIST|STAGE	MOIST|STAGE	DRY|MOIST|HOT|STAGE|VALUE_AMOUNT	sheey@3:d1[MOIST|STAGE]	sheey@3:d1[MOIST|STAGE]	sheey@3:d1[MOIST|STAGE]|chol@6:d4[DRY]|daiin@7:d5[VALUE_AMOUNT]|chkaiin@8:d6[DRY|HOT|STAGE]	ykeey chor sheey ysheol chor chol daiin chkaiin	1	1	0
G767-CF0068	CHOR_SCHOR_LCHOR	chor	f21r	f21r.12	5	8	DRY	DRY|MOIST|HOT|STAGE|VALUE_AMOUNT	DRY|MOIST|HOT|STAGE|VALUE_AMOUNT	chol@6:d1[DRY]	sheey@3:d2[MOIST|STAGE]|chol@6:d1[DRY]|daiin@7:d2[VALUE_AMOUNT]|chkaiin@8:d3[DRY|HOT|STAGE]	sheey@3:d2[MOIST|STAGE]|chol@6:d1[DRY]|daiin@7:d2[VALUE_AMOUNT]|chkaiin@8:d3[DRY|HOT|STAGE]	ykeey chor sheey ysheol chor chol daiin chkaiin	1	1	0
G767-CF0069	OFCH_CONTAINING	chofchy	f21v	f21v.1	2	7	NONE	STAGE|PREP	MOIST|STAGE|PREP	NONE	odaiin@5:d3[STAGE|PREP]	odaiin@5:d3[STAGE|PREP]|shey@6:d4[MOIST|STAGE]	toldshy chofchy qofshey shckhol odaiin shey ckholy	1	1	0
G767-CF0070	CHOR_SCHOR_LCHOR	chor	f21v	f21v.3	6	9	DRY|COLD|PREP	DRY|COLD|STAGE|VALUE_AMOUNT|PREP	DRY|COLD|STAGE|VALUE_AMOUNT|PREP	choty@5:d1[DRY|COLD|PREP]|qotol@7:d1[COLD]	chotchy@3:d3[DRY|COLD|STAGE|PREP]|tcho@4:d2[DRY|COLD|PREP]|choty@5:d1[DRY|COLD|PREP]|qotol@7:d1[COLD]|daiin@8:d2[VALUE_AMOUNT]|dal@9:d3[VALUE_AMOUNT]	qotol@1:d5[COLD]|chotchy@3:d3[DRY|COLD|STAGE|PREP]|tcho@4:d2[DRY|COLD|PREP]|choty@5:d1[DRY|COLD|PREP]|qotol@7:d1[COLD]|daiin@8:d2[VALUE_AMOUNT]|dal@9:d3[VALUE_AMOUNT]	qotol keeees chotchy tcho choty chor qotol daiin dal	1	1	0
G767-CF0071	CHOR_SCHOR_LCHOR	chor	f22r	f22r.10	2	10	DRY|HOT|VALUE_AMOUNT	DRY|HOT|VALUE_AMOUNT|PREP	DRY|HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	kchol@1:d1[DRY|HOT]|daiin@3:d1[VALUE_AMOUNT]	kchol@1:d1[DRY|HOT]|daiin@3:d1[VALUE_AMOUNT]|cthoiin@4:d2[PREP]|dchor@5:d3[VALUE_AMOUNT]	kchol@1:d1[DRY|HOT]|daiin@3:d1[VALUE_AMOUNT]|cthoiin@4:d2[PREP]|dchor@5:d3[VALUE_AMOUNT]|chey@6:d4[DRY|STAGE]|qokol@7:d5[HOT|PROCESS_CLOSE]|oldam@10:d8[VALUE_AMOUNT|PROCESS_CLOSE]	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam	1	1	0
G767-CF0072	OFCH_CONTAINING	ofchy	f22r	f22r.4	2	9	VALUE_AMOUNT|H1	VALUE_AMOUNT|H1	VALUE_AMOUNT|H1|H2	pchaiin@1:d1[H1]|daiin@3:d1[VALUE_AMOUNT]	pchaiin@1:d1[H1]|daiin@3:d1[VALUE_AMOUNT]	pchaiin@1:d1[H1]|daiin@3:d1[VALUE_AMOUNT]|sy@7:d5[H2]|daiin@9:d7[VALUE_AMOUNT]	pchaiin ofchy daiin cfhy doroiin ypchol sy schor daiin	1	1	0
G767-CF0073	CHOR_SCHOR_LCHOR	schor	f22r	f22r.4	8	9	VALUE_AMOUNT|H2	VALUE_AMOUNT|H2	VALUE_AMOUNT|H1|H2	sy@7:d1[H2]|daiin@9:d1[VALUE_AMOUNT]	sy@7:d1[H2]|daiin@9:d1[VALUE_AMOUNT]	pchaiin@1:d7[H1]|daiin@3:d5[VALUE_AMOUNT]|sy@7:d1[H2]|daiin@9:d1[VALUE_AMOUNT]	pchaiin ofchy daiin cfhy doroiin ypchol sy schor daiin	1	1	0
G767-CF0074	CHOR_SCHOR_LCHOR	chor	f22r	f22r.5	6	10	VALUE_AMOUNT	VALUE_AMOUNT	VALUE_AMOUNT	daiin@5:d1[VALUE_AMOUNT]	daiin@5:d1[VALUE_AMOUNT]	daiin@2:d4[VALUE_AMOUNT]|daiin@5:d1[VALUE_AMOUNT]	ol daiin qokchy dar daiin chor oldor oky y choldchy	1	1	0
G767-CF0075	OFCH_CONTAINING	ofchar	f22v	f22v.1	2	8	NONE	DRY|COLD|STAGE|PREP|PROCESS_CLOSE	DRY|MOIST|COLD|STAGE|PREP|PROCESS_CLOSE|H2	NONE	tchy@4:d2[DRY|COLD|STAGE]|otdy@5:d3[COLD|STAGE|PREP|PROCESS_CLOSE]	tchy@4:d2[DRY|COLD|STAGE]|otdy@5:d3[COLD|STAGE|PREP|PROCESS_CLOSE]|sor@6:d4[H2]|shy@7:d5[MOIST|STAGE]	pysaiinor ofchar oky tchy otdy sor shy qod	1	1	0
G767-CF0076	CHOR_SCHOR_LCHOR	chor	f22v	f22v.7	2	4	DRY|HOT	DRY|HOT|STAGE|VALUE_AMOUNT	DRY|HOT|STAGE|VALUE_AMOUNT	qokchol@3:d1[DRY|HOT]	qokchol@3:d1[DRY|HOT]|chory@4:d2[STAGE|VALUE_AMOUNT]	qokchol@3:d1[DRY|HOT]|chory@4:d2[STAGE|VALUE_AMOUNT]	ychor chor qokchol chory	1	1	0
G767-CF0077	CHOR_SCHOR_LCHOR	chor	f23r	f23r.2	3	13	VALUE_AMOUNT	VALUE_AMOUNT	DRY|HOT|VALUE_AMOUNT|PREP	daiin@4:d1[VALUE_AMOUNT]	daiin@4:d1[VALUE_AMOUNT]	daiin@4:d1[VALUE_AMOUNT]|daiin@9:d6[VALUE_AMOUNT]|dam@10:d7[VALUE_AMOUNT]|okchol@11:d8[DRY|HOT|PREP]	to ar chor daiin chk dain otchy lolchor daiin dam okchol dain g	1	1	0
G767-CF0078	OFCH_CONTAINING	ofchol	f23r	f23r.4	6	10	HOT|STAGE	HOT|STAGE	HOT|STAGE	qokeey@5:d1[HOT|STAGE]	qokeey@5:d1[HOT|STAGE]	qokeey@5:d1[HOT|STAGE]	qokoldy okaiir ykaiil g qokeey ofchol dain yfchor olfchor otchald	1	1	0
G767-CF0079	CHOR_SCHOR_LCHOR	chor	f23v	f23v.8	7	9	VALUE_AMOUNT	VALUE_AMOUNT	HOT|VALUE_AMOUNT	dam@6:d1[VALUE_AMOUNT]	dam@6:d1[VALUE_AMOUNT]|dam@9:d2[VALUE_AMOUNT]	qokor@3:d4[HOT|VALUE_AMOUNT]|dam@6:d1[VALUE_AMOUNT]|dam@9:d2[VALUE_AMOUNT]	qokaiin dain qokor okal g dam chor olol dam	1	1	0
G767-CF0080	CHOR_SCHOR_LCHOR	chor	f24r	f24r.1	4	9	NONE	DRY|MOIST	DRY|MOIST|VALUE_AMOUNT	NONE	she@6:d2[MOIST]|cheol@7:d3[DRY]	she@6:d2[MOIST]|cheol@7:d3[DRY]|daiin@8:d4[VALUE_AMOUNT]	por or y chor opchar she cheol daiin or	1	1	0
G767-CF0081	CHOR_SCHOR_LCHOR	chor	f24r	f24r.10	3	7	NONE	DRY|COLD|STAGE|PREP	DRY|COLD|STAGE|PREP	NONE	chotaiin@6:d3[DRY|COLD|STAGE|PREP]	chotaiin@6:d3[DRY|COLD|STAGE|PREP]	qor cfhar chor s am chotaiin dy	1	1	0
G767-CF0082	CHOR_SCHOR_LCHOR	chor	f24v	f24v.6	2	4	NONE	NONE	NONE	NONE	NONE	NONE	tochol chor arsa r	1	1	0
G767-CF0083	CHOR_SCHOR_LCHOR	chor	f25r	f25r.2	2	9	COLD|VALUE_AMOUNT|PREP	DRY|COLD|STAGE|VALUE_AMOUNT|PREP	DRY|HOT|COLD|STAGE|VALUE_AMOUNT|PREP	otor@1:d1[COLD|VALUE_AMOUNT|PREP]	otor@1:d1[COLD|VALUE_AMOUNT|PREP]|chotchy@4:d2[DRY|COLD|STAGE|PREP]	otor@1:d1[COLD|VALUE_AMOUNT|PREP]|chotchy@4:d2[DRY|COLD|STAGE|PREP]|kchy@8:d6[DRY|HOT|STAGE]|chkain@9:d7[DRY|HOT|STAGE]	otor chor chsky chotchy shair qod shachy kchy chkain	1	1	0
G767-CF0084	OFCH_CONTAINING	qofchor	f25v	f25v.1	8	9	H2	VALUE_AMOUNT|H2	MOIST|STAGE|VALUE_AMOUNT|H2	sos@9:d1[H2]	daiin@5:d3[VALUE_AMOUNT]|sos@9:d1[H2]	shy@4:d4[MOIST|STAGE]|daiin@5:d3[VALUE_AMOUNT]|sos@9:d1[H2]	poeeaiin qo ky shy daiin qopchey otchey qofchor sos	1	1	0
G767-CF0085	CHOR_SCHOR_LCHOR	chor	f25v	f25v.2	3	9	VALUE_AMOUNT	VALUE_AMOUNT	STAGE|VALUE_AMOUNT|PREP	cthor@2:d1[VALUE_AMOUNT]|daiin@4:d1[VALUE_AMOUNT]	dchor@1:d2[VALUE_AMOUNT]|cthor@2:d1[VALUE_AMOUNT]|daiin@4:d1[VALUE_AMOUNT]	dchor@1:d2[VALUE_AMOUNT]|cthor@2:d1[VALUE_AMOUNT]|daiin@4:d1[VALUE_AMOUNT]|daiin@7:d4[VALUE_AMOUNT]|ckhey@8:d5[STAGE|PREP]|daiin@9:d6[VALUE_AMOUNT]	dchor cthor chor daiin s okeeaiin daiin ckhey daiin	1	1	0
G767-CF0086	OFCH_CONTAINING	ofchdy	f26v	f26v.3	5	12	DRY|STAGE	DRY|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	DRY|HOT|COLD|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	cheeol@4:d1[DRY|STAGE]	cheeol@4:d1[DRY|STAGE]|odar@8:d3[VALUE_AMOUNT|PREP|PROCESS_CLOSE]	cheeol@4:d1[DRY|STAGE]|odar@8:d3[VALUE_AMOUNT|PREP|PROCESS_CLOSE]|chedy@9:d4[DRY|STAGE]|ytedy@10:d5[COLD|STAGE|PROCESS_CLOSE]|okchdy@11:d6[DRY|HOT|STAGE|PREP|PROCESS_CLOSE]	pchdar opar dar cheeol ofchdy otedy dy odar chedy ytedy okchdy g	1	1	0
G767-CF0087	OFCH_CONTAINING	ofchy	f26v	f26v.5	8	10	NONE	COLD|STAGE|PROCESS_CLOSE	COLD|STAGE|PROCESS_CLOSE	NONE	qotedy@5:d3[COLD|STAGE|PROCESS_CLOSE]|qotedy@6:d2[COLD|STAGE|PROCESS_CLOSE]	qoteedy@3:d5[COLD|STAGE|PROCESS_CLOSE]|qotedy@5:d3[COLD|STAGE|PROCESS_CLOSE]|qotedy@6:d2[COLD|STAGE|PROCESS_CLOSE]	deeol cheody qoteedy qokody qotedy qotedy opchedy ofchy chs ar	1	1	0
G767-CF0088	CHOR_SCHOR_LCHOR	chor	f27r	f27r.4	2	8	HOT|STAGE	DRY|HOT|STAGE|VALUE_AMOUNT	DRY|HOT|STAGE|VALUE_AMOUNT	qokey@1:d1[HOT|STAGE]	qokey@1:d1[HOT|STAGE]|chy@4:d2[DRY|STAGE]|dchy@5:d3[DRY|STAGE|VALUE_AMOUNT]	qokey@1:d1[HOT|STAGE]|chy@4:d2[DRY|STAGE]|dchy@5:d3[DRY|STAGE|VALUE_AMOUNT]	qokey chor char chy dchy keey chos cthody	1	1	0
G767-CF0089	CHOR_SCHOR_LCHOR	chor	f27r	f27r.6	4	8	NONE	DRY|MOIST|STAGE	DRY|MOIST|STAGE	NONE	chy@1:d3[DRY|STAGE]|shy@6:d2[MOIST|STAGE]	chy@1:d3[DRY|STAGE]|shy@6:d2[MOIST|STAGE]	chy t chols chor cholaiin shy kchal dy	1	1	0
G767-CF0090	CHOR_SCHOR_LCHOR	chor	f28v	f28v.2	6	10	DRY|HOT	DRY|HOT|VALUE_AMOUNT	DRY|HOT|VALUE_AMOUNT	qokchol@5:d1[DRY|HOT]	qokchol@5:d1[DRY|HOT]|cheor@9:d3[DRY|VALUE_AMOUNT]	qokchol@5:d1[DRY|HOT]|cheor@9:d3[DRY|VALUE_AMOUNT]	ykcholy qoty chy dy qokchol chor tchy qokchody cheor o	1	1	0
G767-CF0091	CHOR_SCHOR_LCHOR	chor	f28v	f28v.3	1	4	DRY	DRY|STAGE|PREP	DRY|STAGE|PREP	chol@2:d1[DRY]	chol@2:d1[DRY]|chy@3:d2[DRY|STAGE]|choiin@4:d3[DRY|PREP]	chol@2:d1[DRY]|chy@3:d2[DRY|STAGE]|choiin@4:d3[DRY|PREP]	chor chol chy choiin	1	1	0
G767-CF0092	CHOR_SCHOR_LCHOR	chor	f28v	f28v.4	3	10	DRY|VALUE_AMOUNT	DRY|MOIST|COLD|VALUE_AMOUNT|PREP	DRY|MOIST|COLD|VALUE_AMOUNT|PREP	cheor@2:d1[DRY|VALUE_AMOUNT]	tshoiin@1:d2[MOIST|COLD|PREP]|cheor@2:d1[DRY|VALUE_AMOUNT]|qotol@6:d3[COLD]	tshoiin@1:d2[MOIST|COLD|PREP]|cheor@2:d1[DRY|VALUE_AMOUNT]|qotol@6:d3[COLD]|sheol@7:d4[MOIST]|daiin@9:d6[VALUE_AMOUNT]	tshoiin cheor chor o chty qotol sheol shor daiin qoty	1	1	0
G767-CF0093	CHOR_SCHOR_LCHOR	chor	f29r	f29r.8	2	8	NONE	MOIST|STAGE	MOIST|STAGE|VALUE_AMOUNT|CTHY_LEAF	NONE	shy@4:d2[MOIST|STAGE]	shy@4:d2[MOIST|STAGE]|daiin@7:d5[VALUE_AMOUNT]|cthy@8:d6[CTHY_LEAF]	shor chor shosheky shy qoty kody daiin cthy	1	1	0
G767-CF0094	CHOR_SCHOR_LCHOR	chor	f29v	f29v.9	3	8	DRY|STAGE	DRY|MOIST|STAGE|PREP	DRY|MOIST|STAGE|PREP	chy@4:d1[DRY|STAGE]	sho@1:d2[MOIST|PREP]|chy@4:d1[DRY|STAGE]|cho@6:d3[DRY|PREP]	sho@1:d2[MOIST|PREP]|chy@4:d1[DRY|STAGE]|cho@6:d3[DRY|PREP]	sho chokor chor chy ydaiin cho ykeeb oaiin	1	1	0
G767-CF0095	CHOR_SCHOR_LCHOR	chor	f2r	f2r.12	3	11	DRY|STAGE|VALUE_AMOUNT	DRY|STAGE|VALUE_AMOUNT	DRY|HOT|COLD|STAGE|VALUE_AMOUNT|H2	chy@2:d1[DRY|STAGE]|cthor@4:d1[VALUE_AMOUNT]	chy@2:d1[DRY|STAGE]|cthor@4:d1[VALUE_AMOUNT]	chy@2:d1[DRY|STAGE]|cthor@4:d1[VALUE_AMOUNT]|saiin@8:d5[VALUE_AMOUNT|H2]|chety@9:d6[DRY|COLD]|chyky@10:d7[DRY|HOT|STAGE]|sal@11:d8[H2]	okol chy chor cthor yor an chan saiin chety chyky sal	1	1	0
G767-CF0096	CHOR_SCHOR_LCHOR	chor	f2r	f2r.3	4	7	DRY|STAGE	DRY|STAGE	DRY|STAGE	chy@5:d1[DRY|STAGE]	chy@5:d1[DRY|STAGE]	chy@5:d1[DRY|STAGE]	qotaiin cthey y chor chy ydy chaiin	1	1	0
G767-CF0097	CHOR_SCHOR_LCHOR	chor	f2v	f2v.1	6	8	NONE	NONE	NONE	NONE	NONE	NONE	kooiin cheo pchor otaiin odain chor dair shty	1	1	0
G767-CF0098	CHOR_SCHOR_LCHOR	chor	f2v	f2v.2	8	9	VALUE_AMOUNT	DRY|VALUE_AMOUNT	DRY|MOIST|HOT|STAGE|VALUE_AMOUNT|PREP	daiin@9:d1[VALUE_AMOUNT]	qotcho@5:d3[DRY]|daiin@9:d1[VALUE_AMOUNT]	kchy@2:d6[DRY|HOT|STAGE]|sho@3:d5[MOIST|PREP]|shol@4:d4[MOIST]|qotcho@5:d3[DRY]|daiin@9:d1[VALUE_AMOUNT]	kcho kchy sho shol qotcho loeees qoty chor daiin	1	1	0
G767-CF0099	CHOR_SCHOR_LCHOR	chor	f2v	f2v.3	2	8	NONE	DRY	DRY|VALUE_AMOUNT	NONE	chol@4:d2[DRY]	chol@4:d2[DRY]|daiin@8:d6[VALUE_AMOUNT]	otchy chor lshy chol chody chodain chcthy daiin	1	1	0
G767-CF0100	CHOR_SCHOR_LCHOR	chor	f2v	f2v.6	3	11	DRY	DRY|HOT|STAGE|VALUE_AMOUNT	DRY|HOT|STAGE|VALUE_AMOUNT	chol@2:d1[DRY]|chol@4:d1[DRY]	dor@1:d2[VALUE_AMOUNT]|chol@2:d1[DRY]|chol@4:d1[DRY]|keol@5:d2[HOT]|chy@6:d3[DRY|STAGE]	dor@1:d2[VALUE_AMOUNT]|chol@2:d1[DRY]|chol@4:d1[DRY]|keol@5:d2[HOT]|chy@6:d3[DRY|STAGE]|daiin@8:d5[VALUE_AMOUNT]	dor chol chor chol keol chy chty daiin o tchor chan	1	1	0
G767-CF0101	CHOR_SCHOR_LCHOR	chor	f2v	f2v.8	2	5	DRY	DRY	DRY	cheol@3:d1[DRY]	cheol@3:d1[DRY]|chol@4:d2[DRY]	cheol@3:d1[DRY]|chol@4:d2[DRY]	chokoishe chor cheol chol dolody	1	1	0
G767-CF0102	CHOR_SCHOR_LCHOR	chor	f30r	f30r.12	7	8	NONE	VALUE_AMOUNT	STAGE|VALUE_AMOUNT|PREP	NONE	daiin@4:d3[VALUE_AMOUNT]	ckhey@2:d5[STAGE|PREP]|ckhey@3:d4[STAGE|PREP]|daiin@4:d3[VALUE_AMOUNT]	dcheey ckhey ckhey daiin chkeaiin dar chor ychdain	1	1	0
G767-CF0103	CHOR_SCHOR_LCHOR	chor	f30r	f30r.6	3	9	DRY|MOIST|PREP	DRY|MOIST|PREP	DRY|MOIST|VALUE_AMOUNT|PREP	sho@2:d1[MOIST|PREP]|cho@4:d1[DRY|PREP]	sho@2:d1[MOIST|PREP]|cho@4:d1[DRY|PREP]	sho@2:d1[MOIST|PREP]|cho@4:d1[DRY|PREP]|dor@7:d4[VALUE_AMOUNT]	dchorol sho chor cho ro raiin dor chseeor dy	1	1	0
G767-CF0104	CHOR_SCHOR_LCHOR	chor	f30r	f30r.9	6	7	DRY|HOT|STAGE|PROCESS_CLOSE	DRY|HOT|STAGE|PROCESS_CLOSE	DRY|HOT|STAGE|VALUE_AMOUNT|PROCESS_CLOSE	chcthey@5:d1[DRY|STAGE|PROCESS_CLOSE]|cheky@7:d1[DRY|HOT|STAGE|PROCESS_CLOSE]	chol@3:d3[DRY]|chcthey@5:d1[DRY|STAGE|PROCESS_CLOSE]|cheky@7:d1[DRY|HOT|STAGE|PROCESS_CLOSE]	dchey@1:d5[DRY|STAGE|VALUE_AMOUNT|PROCESS_CLOSE]|chol@3:d3[DRY]|chcthey@5:d1[DRY|STAGE|PROCESS_CLOSE]|cheky@7:d1[DRY|HOT|STAGE|PROCESS_CLOSE]	dchey qochar chol keeaiin chcthey chor cheky	1	1	0
G767-CF0105	CHOR_SCHOR_LCHOR	chor	f30v	f30v.4	3	6	VALUE_AMOUNT	DRY|COLD|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	DRY|COLD|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	daiin@2:d1[VALUE_AMOUNT]	daiin@2:d1[VALUE_AMOUNT]|qotchod@5:d2[DRY|COLD|STAGE|PREP|PROCESS_CLOSE]|daiin@6:d3[VALUE_AMOUNT]	daiin@2:d1[VALUE_AMOUNT]|qotchod@5:d2[DRY|COLD|STAGE|PREP|PROCESS_CLOSE]|daiin@6:d3[VALUE_AMOUNT]	otchey daiin chor checkhy qotchod daiin	1	1	0
G767-CF0106	CHOR_SCHOR_LCHOR	chor	f30v	f30v.9	2	4	DRY|MOIST|COLD|STAGE|VALUE_AMOUNT	DRY|MOIST|COLD|STAGE|VALUE_AMOUNT	DRY|MOIST|COLD|STAGE|VALUE_AMOUNT	qotchor@1:d1[DRY|COLD|VALUE_AMOUNT]|sheey@3:d1[MOIST|STAGE]	qotchor@1:d1[DRY|COLD|VALUE_AMOUNT]|sheey@3:d1[MOIST|STAGE]	qotchor@1:d1[DRY|COLD|VALUE_AMOUNT]|sheey@3:d1[MOIST|STAGE]	qotchor chor sheey cheolsos	1	1	0
G767-CF0107	OFCH_CONTAINING	qofchedy	f31r	f31r.1	2	7	NONE	NONE	NONE	NONE	NONE	NONE	keedey qofchedy shee s aiin qokee chepakeo	1	1	0
G767-CF0108	CHOR_SCHOR_LCHOR	chor	f32r	f32r.3	2	7	NONE	DRY	DRY|VALUE_AMOUNT	NONE	chol@4:d2[DRY]	chol@4:d2[DRY]|daiin@7:d5[VALUE_AMOUNT]	qokchor chor cthol chol dol dcheodain daiin	1	1	0
G767-CF0109	CHOR_SCHOR_LCHOR	schor	f32r	f32r.4	1	6	NONE	NONE	VALUE_AMOUNT	NONE	NONE	daiin@5:d4[VALUE_AMOUNT]	schor dshor ytsho dain daiin choddal	1	1	0
G767-CF0110	CHOR_SCHOR_LCHOR	chor	f32v	f32v.10	3	10	DRY|HOT	DRY|MOIST|HOT|VALUE_AMOUNT|PREP	DRY|MOIST|HOT|VALUE_AMOUNT|PREP	keol@2:d1[HOT]|chol@4:d1[DRY]	sho@1:d2[MOIST|PREP]|keol@2:d1[HOT]|chol@4:d1[DRY]|daiin@5:d2[VALUE_AMOUNT]	sho@1:d2[MOIST|PREP]|keol@2:d1[HOT]|chol@4:d1[DRY]|daiin@5:d2[VALUE_AMOUNT]	sho keol chor chol daiin cpho l cthol da ar	1	1	0
G767-CF0111	CHOR_SCHOR_LCHOR	chor	f32v	f32v.4	3	10	VALUE_AMOUNT	DRY|VALUE_AMOUNT	DRY|STAGE|VALUE_AMOUNT	dor@4:d1[VALUE_AMOUNT]	dor@4:d1[VALUE_AMOUNT]|qotcho@6:d3[DRY]	dor@4:d1[VALUE_AMOUNT]|qotcho@6:d3[DRY]|chy@8:d5[DRY|STAGE]|daiin@10:d7[VALUE_AMOUNT]	or chr chor dor chaiin qotcho r chy dcho daiin	1	1	0
G767-CF0112	CHOR_SCHOR_LCHOR	chor	f32v	f32v.5	4	9	MOIST|STAGE|PROCESS_CLOSE	DRY|MOIST|HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	DRY|MOIST|HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	shy@3:d1[MOIST|STAGE]|qo@5:d1[PROCESS_CLOSE]	chokchy@1:d3[DRY|HOT|STAGE|PREP]|daiin@2:d2[VALUE_AMOUNT]|shy@3:d1[MOIST|STAGE]|qo@5:d1[PROCESS_CLOSE]|kaiin@6:d2[HOT|STAGE]	chokchy@1:d3[DRY|HOT|STAGE|PREP]|daiin@2:d2[VALUE_AMOUNT]|shy@3:d1[MOIST|STAGE]|qo@5:d1[PROCESS_CLOSE]|kaiin@6:d2[HOT|STAGE]|dchol@8:d4[DRY|VALUE_AMOUNT]	chokchy daiin shy chor qo kaiin dain dchol dosg	1	1	0
G767-CF0113	CHOR_SCHOR_LCHOR	chor	f33v	f33v.9	4	14	VALUE_AMOUNT	MOIST|VALUE_AMOUNT|H2	MOIST|VALUE_AMOUNT|H2	aiin@3:d1[VALUE_AMOUNT]	sar@1:d3[H2]|or@2:d2[VALUE_AMOUNT]|aiin@3:d1[VALUE_AMOUNT]|shol@7:d3[MOIST]	sar@1:d3[H2]|or@2:d2[VALUE_AMOUNT]|aiin@3:d1[VALUE_AMOUNT]|shol@7:d3[MOIST]|ar@10:d6[VALUE_AMOUNT]|aiin@11:d7[VALUE_AMOUNT]|dal@13:d9[VALUE_AMOUNT]	sar or aiin chor or shkair shol or chckhy ar aiin okain dal dy	1	1	0
