panel,word,A,B,required_pairs,possible_pools,decision
UNIQUE_FORCED_COMMON,psheoldy,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,qeear,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,qo,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,qoeedy,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,qokaiin,0,3,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,qokain,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,qokal,0,2,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,qokedy,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,qokeedy,1,1,1,BP02|BP04|BP06|BP13|BP14|BP16|BP17|BP19|BP20|BP22|BP41|BP44|BP45|BP46,NECESSARY_DOMAIN_NONEMPTY
UNIQUE_FORCED_COMMON,qokeey,4,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,qokeeylkain,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,qokey,3,1,1,BP02|BP04|BP20|BP46,NECESSARY_DOMAIN_NONEMPTY
UNIQUE_FORCED_COMMON,qokopy,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,qoky,2,3,2,BP04|BP19|BP20,NECESSARY_DOMAIN_NONEMPTY
UNIQUE_FORCED_COMMON,qol,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,qolaiin,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,qorar,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,qoteedy,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,qoteey,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,qoy,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,r,0,3,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,rchey,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,ror,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,saiiin,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,saiin,0,2,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,san,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,sar,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,shal,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,shedy,1,6,1,BP13|BP19,NECESSARY_DOMAIN_NONEMPTY
UNIQUE_FORCED_COMMON,sheedy,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,sheey,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,shekeey,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,sheo,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,shey,0,2,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,soain,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,sol,0,2,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,sor,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,sshey,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,sy,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,tar,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,teed,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,teolkedain,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,tor,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,y,2,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,ycheey,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,ycheo,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,ycheosaiin,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,yrchey,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,ysheey,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,ysheeyqorar,0,0,0,,NOT_SHARED
