unified_order	section	page	unit_id	source_id	visible_surface	atomic_or_local_value_de	page_job	complete_workshop_expansion_de
249	PROSE	f83r	B3	E249	otedy	Kurzfolge; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Besitzer »untere korbartige Gefäß-Randstation«: Zielzuführung — Kurzfolge; Schluss.
250	PROSE	f83r	B3	E250	shecthedchy	Vorbereitungstransfer	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Vorbereitungstransfer — einsetzen — überführen — Quellposten.
251	PROSE	f83r	B3	E251	qoky	einsetzen	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Vorbereitungstransfer — einsetzen — überführen — Quellposten.
252	PROSE	f83r	B3	E252	chedy	überführen	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Vorbereitungstransfer — einsetzen — überführen — Quellposten.
253	PROSE	f83r	B3	E253	chary	Quellposten	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Vorbereitungstransfer — einsetzen — überführen — Quellposten.
254	PROSE	f83r	B3	E254	sor	Ansatz	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: mit dem aus der Quelle überführten Posten weiter: Ansatz — kurz absetzen; Schluss.
255	PROSE	f83r	B3	E255	shedy	kurz absetzen; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: mit dem aus der Quelle überführten Posten weiter: Ansatz — kurz absetzen; Schluss.
256	PROSE	f83r	B3	E256	qokaiin	bemessen	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — Anteil — kurz vorbereiten — kurz einwirken; Schluss.
257	PROSE	f83r	B3	E257	chkain	Anteil	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — Anteil — kurz vorbereiten — kurz einwirken; Schluss.
258	PROSE	f83r	B3	E258	shcthey	kurz vorbereiten	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — Anteil — kurz vorbereiten — kurz einwirken; Schluss.
259	PROSE	f83r	B3	E259	qokedy	kurz einwirken; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — Anteil — kurz vorbereiten — kurz einwirken; Schluss.
260	PROSE	f83r	B3	E260	okair	Laufeinsatz	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Laufeinsatz — Langabsetzen; Schluss.
261	PROSE	f83r	B3	E261	sheedy	Langabsetzen; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Laufeinsatz — Langabsetzen; Schluss.
262	PROSE	f83r	B3	E262	lchedy	abführen; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: abführen; Schluss.
263	PROSE	f83r	B3	E263	lo	Abzug	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Abzug — einführen; Schluss.
264	PROSE	f83r	B3	E264	qokchedy	einführen; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Abzug — einführen; Schluss.
265	PROSE	f83r	B3	E265	qokeedy	lange einwirken; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: lange einwirken; Schluss.
266	PROSE	f83r	B3	E266	shedy	kurz absetzen; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: kurz absetzen; Schluss.
267	PROSE	f83r	B3	E267	qokshedy	Einsatzabsetzen; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Einsatzabsetzen; Schluss.
268	PROSE	f83r	B3	E268	dal	dorthin	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: dorthin — abführen; Schluss.
269	PROSE	f83r	B3	E269	lchedy	abführen; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: dorthin — abführen; Schluss.
270	PROSE	f83r	B3	E270	qokaiin	bemessen	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — Kurzvorbereitung — dies — dorthin — bereit — Zieltransfer; Schluss.
271	PROSE	f83r	B3	E271	shcthy	bereit	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — Kurzvorbereitung — dies — dorthin — bereit — Zieltransfer; Schluss.
272	PROSE	f83r	B3	E272	dal	dorthin	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — Kurzvorbereitung — dies — dorthin — bereit — Zieltransfer; Schluss.
273	PROSE	f83r	B3	E273	sy	dies	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — Kurzvorbereitung — dies — dorthin — bereit — Zieltransfer; Schluss.
274	PROSE	f83r	B3	E274	saiin	Sollmaß	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — Kurzvorbereitung — dies — dorthin — bereit — Zieltransfer; Schluss.
275	PROSE	f83r	B3	E275	shedal	am Ziel absetzen	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — Kurzvorbereitung — dies — dorthin — bereit — Zieltransfer; Schluss.
276	PROSE	f83r	B3	E276	shecthy	Kurzvorbereitung	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — Kurzvorbereitung — dies — dorthin — bereit — Zieltransfer; Schluss.
277	PROSE	f83r	B3	E277	chey	dies	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — Kurzvorbereitung — dies — dorthin — bereit — Zieltransfer; Schluss.
278	PROSE	f83r	B3	E278	tal	dorthin	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — Kurzvorbereitung — dies — dorthin — bereit — Zieltransfer; Schluss.
279	PROSE	f83r	B3	E279	shcthy	bereit	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — Kurzvorbereitung — dies — dorthin — bereit — Zieltransfer; Schluss.
280	PROSE	f83r	B3	E280	dalchdy	Zieltransfer; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — Kurzvorbereitung — dies — dorthin — bereit — Zieltransfer; Schluss.
281	PROSE	f83r	B3	E281	qotchedy	Folgetransfer; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Folgetransfer; Schluss.
282	PROSE	f83r	B3	E282	lchedy	abführen; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: abführen; Schluss.
283	PROSE	f83r	B3	E283	tchedy	überführen; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: überführen; Schluss.
284	PROSE	f83r	B3	E284	qokchdy	einführen; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: einführen; Schluss.
285	PROSE	f83r	B3	E285	cheedar	Quelltransfer	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.
286	PROSE	f83r	B3	E286	chldaiin	Sollabsetzung	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.
287	PROSE	f83r	B3	E287	chedy	überführen	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.
288	PROSE	f83r	B3	E288	qokain	Anteil zugeben	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.
289	PROSE	f83r	B3	E289	checthy	bereit	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.
290	PROSE	f83r	B3	E290	chealror	Zielbereitung	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.
291	PROSE	f83r	B3	E291	solkeedy	lange sammeln; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.
292	PROSE	f83r	B3	E292	qoteedy	lange Folgestufe; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: lange Folgestufe; Schluss.
293	PROSE	f83r	B3	E293	qokeey	lange einwirken	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: lange einwirken — kurz einwirken; Schluss.
294	PROSE	f83r	B3	E294	qokedy	kurz einwirken; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: lange einwirken — kurz einwirken; Schluss.
295	PROSE	f83r	B3	E295	sol	weiter	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: weiter — Vollteil — kurz einwirken; Schluss.
296	PROSE	f83r	B3	E296	cheeety	Vollteil	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: weiter — Vollteil — kurz einwirken; Schluss.
297	PROSE	f83r	B3	E297	qokedy	kurz einwirken; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: weiter — Vollteil — kurz einwirken; Schluss.
298	PROSE	f83r	B3	E298	qoky	einsetzen	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: einsetzen — Sollmaß — Weiterlauf — Folgetransfer; Schluss.
299	PROSE	f83r	B3	E299	saiin	Sollmaß	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: einsetzen — Sollmaß — Weiterlauf — Folgetransfer; Schluss.
300	PROSE	f83r	B3	E300	schedair	Weiterlauf	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: einsetzen — Sollmaß — Weiterlauf — Folgetransfer; Schluss.
301	PROSE	f83r	B3	E301	otchedy	Folgetransfer; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: einsetzen — Sollmaß — Weiterlauf — Folgetransfer; Schluss.
302	PROSE	f83r	B3	E302	qokeedy	lange einwirken; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: lange einwirken; Schluss.
303	PROSE	f83r	B3	E303	chedain	Anteilstransfer	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Anteilstransfer — überführen — Kurzsoll — Folgemaß — Kurzfolge; Schluss.
304	PROSE	f83r	B3	E304	chedy	überführen	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Anteilstransfer — überführen — Kurzsoll — Folgemaß — Kurzfolge; Schluss.
305	PROSE	f83r	B3	E305	qotedaiin	Kurzsoll	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Anteilstransfer — überführen — Kurzsoll — Folgemaß — Kurzfolge; Schluss.
306	PROSE	f83r	B3	E306	otaiin	Folgemaß	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Anteilstransfer — überführen — Kurzsoll — Folgemaß — Kurzfolge; Schluss.
307	PROSE	f83r	B3	E307	otedy	Kurzfolge; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Anteilstransfer — überführen — Kurzsoll — Folgemaß — Kurzfolge; Schluss.
308	PROSE	f83r	B3	E308	ldy	abziehen; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: abziehen; Schluss.
309	PROSE	f83r	B3	E309	soiiin	Arbeitsstufe	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Zwischenziel — kurz absetzen; Schluss.
310	PROSE	f83r	B3	E310	checthy	bereit	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Zwischenziel — kurz absetzen; Schluss.
311	PROSE	f83r	B3	E311	chety	Anteil	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Zwischenziel — kurz absetzen; Schluss.
312	PROSE	f83r	B3	E312	otaiin	Folgemaß	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Zwischenziel — kurz absetzen; Schluss.
313	PROSE	f83r	B3	E313	olsaly	Zwischenziel	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Zwischenziel — kurz absetzen; Schluss.
314	PROSE	f83r	B3	E314	shedy	kurz absetzen; Schluss	J3	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Zwischenziel — kurz absetzen; Schluss.
315	PROSE	f83r	B4	E315	qokeedy	lange einwirken; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: lange einwirken; Schluss.
316	PROSE	f83r	B4	E316	qolchey	Weiterposten	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Weiterposten — lange einwirken — kurz einwirken; Schluss.
317	PROSE	f83r	B4	E317	qokeey	lange einwirken	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Weiterposten — lange einwirken — kurz einwirken; Schluss.
318	PROSE	f83r	B4	E318	qokedy	kurz einwirken; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Weiterposten — lange einwirken — kurz einwirken; Schluss.
319	PROSE	f83r	B4	E319	chedy	überführen	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.
320	PROSE	f83r	B4	E320	otal	danach dorthin	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.
321	PROSE	f83r	B4	E321	otchey	das nächste	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.
322	PROSE	f83r	B4	E322	qokeey	lange einwirken	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.
323	PROSE	f83r	B4	E323	qoky	einsetzen	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.
324	PROSE	f83r	B4	E324	tol	weiter	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.
325	PROSE	f83r	B4	E325	shedy	kurz absetzen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.
326	PROSE	f83r	B4	E326	qokylddy	Festsetzen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Festsetzen; Schluss.
327	PROSE	f83r	B4	E327	dain	Einlage	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Einlage — überführen — lange einwirken; Schluss.
328	PROSE	f83r	B4	E328	chedy	überführen	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Einlage — überführen — lange einwirken; Schluss.
329	PROSE	f83r	B4	E329	qokeedy	lange einwirken; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Einlage — überführen — lange einwirken; Schluss.
330	PROSE	f83r	B4	E330	shckhedy	durchlassen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: durchlassen; Schluss.
331	PROSE	f83r	B4	E331	shckhedy	durchlassen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: durchlassen; Schluss.
332	PROSE	f83r	B4	E332	saiin	Sollmaß	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Sollmaß — länger bearbeiten — Langhalt — kurz einwirken; Schluss.
333	PROSE	f83r	B4	E333	cheeky	länger bearbeiten	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Sollmaß — länger bearbeiten — Langhalt — kurz einwirken; Schluss.
334	PROSE	f83r	B4	E334	sheey	Langhalt	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Sollmaß — länger bearbeiten — Langhalt — kurz einwirken; Schluss.
335	PROSE	f83r	B4	E335	qokedy	kurz einwirken; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Sollmaß — länger bearbeiten — Langhalt — kurz einwirken; Schluss.
336	PROSE	f83r	B4	E336	shedy	kurz absetzen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: kurz absetzen; Schluss.
337	PROSE	f83r	B4	E337	oldy	fertig	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: fertig; Schluss.
338	PROSE	f83r	B4	E338	saiin	Sollmaß	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.
339	PROSE	f83r	B4	E339	cheky	kurz wärmen	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.
340	PROSE	f83r	B4	E340	okeeol	Langfortsetzung	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.
341	PROSE	f83r	B4	E341	okain	Anteil zugeben	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.
342	PROSE	f83r	B4	E342	chdy	überführen	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.
343	PROSE	f83r	B4	E343	sol	weiter	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.
344	PROSE	f83r	B4	E344	lkedy	Kurzabzug; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.
345	PROSE	f83r	B4	E345	lchedy	abführen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: abführen; Schluss.
346	PROSE	f83r	B4	E346	qokol	Weiter einsetzen	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Weiter einsetzen — kurz absetzen; Schluss.
347	PROSE	f83r	B4	E347	shedy	kurz absetzen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Weiter einsetzen — kurz absetzen; Schluss.
348	PROSE	f83r	B4	E348	or	Ansatz	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Ansatz — dies — Kurzdurchgang — Laufschluss.
349	PROSE	f83r	B4	E349	chey	dies	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Ansatz — dies — Kurzdurchgang — Laufschluss.
350	PROSE	f83r	B4	E350	qockhey	Kurzdurchgang	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Ansatz — dies — Kurzdurchgang — Laufschluss.
351	PROSE	f83r	B4	E351	dairydy	Laufschluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Ansatz — dies — Kurzdurchgang — Laufschluss.
352	PROSE	f83r	B4	E352	qokain	Anteil zugeben	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Anteil zugeben — Klarauszug — Anteil — Zielpassage — Kurzsammlung — abführen; Schluss.
353	PROSE	f83r	B4	E353	shey	Klarauszug	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Anteil zugeben — Klarauszug — Anteil — Zielpassage — Kurzsammlung — abführen; Schluss.
354	PROSE	f83r	B4	E354	kain	Anteil	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Anteil zugeben — Klarauszug — Anteil — Zielpassage — Kurzsammlung — abführen; Schluss.
