template_id	strict_frame	occurrence_count	record_count	page_count	register_count	recurrence_class	surface_type_count	surface_recurrence_mode	recipe_variant_count	recipe_frames	phrase_variant_count	canonical_owner_neutral_phrase_de	phrase_stable	pages	registers	record_ids	source_fragment_ids	surface_examples	claim_status
G481-ET065	INSTRUCTION[SETZEN · AUSGANG · {N1} · HIER @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AR+AM_ADDR @NONE]	1	Setze den Namenseintrag »{N1}« vom Ausgang an der bezeichneten Stelle.	YES	f72r	CELESTIAL	G475-R060	G481-E078	okarcham	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET066	INSTRUCTION[FORTSETZEN · {N1} · ZIELORT · WERT @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OL+AL+AIIN @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Weiter beziehe den Namenseintrag »{N1}« und den Wert zum Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	YES	f72r	CELESTIAL	G475-R060	G481-E079	olkalaiin	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET067	COORDINATE[FORTSETZEN · ZIELORT · POSTEN @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OL+AL+Y @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Adressspur: weiter → Zielort → Posten. Reihenfolge konkret: OL — weiter mit Zielort.	YES	f72r	CELESTIAL	G475-R060	G481-E080	olalsy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET068	CATALOGUE[EINHEIT · {N1} · HIER @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OR+AM_ADDR @NONE]	1	Namenseintrag »{N1}« — Einheitsangabe, Hier-Vermerk.	YES	f72r	CELESTIAL	G475-R061	G481-E081	oraiinam	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET069	INSTRUCTION[{N1} · AUSGANG · HALTEN · {N2} @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[AR+SH @NONE]	1	Halte den Namenseintrag »{N1}« und den Namenseintrag »{N2}« vom Ausgang.	YES	f72r	CELESTIAL	G475-R062	G481-E082	osarsheeeo	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET070	COORDINATE[DANACH · AUSFÜHRUNG @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+O @START_FRESH_SIBLING:FORWARD_OPEN]	1	Adressspur: danach → Ausführungspunkt. Reihenfolge konkret: OT — danach Ausführung.	YES	f72r	CELESTIAL	G475-R063	G481-E083	oto	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET071	COORDINATE[WERT @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	2	MULTIPLE_SURFACES	1	COORDINATE[AIIN @NONE]	1	Adressspur: Wert.	YES	f72r	CELESTIAL	G475-R063|G475-R066	G481-E084|G481-E091	aiin || daiin	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET072	INSTRUCTION[{N1} · AUSFÜHRUNG · STUFE @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[O+IIN @NONE]	1	Beziehe den Namenseintrag »{N1}«, als Ausführung und auf der bezeichneten Stufe.	YES	f72r	CELESTIAL	G475-R064	G481-E085	opoiiinoin	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET073	INSTRUCTION[ZIELORT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[AL @NONE]	1	Beziehe den Eintrag zum Zielort.	YES	f72r	CELESTIAL	G475-R064	G481-E086	al	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET074	INSTRUCTION[NEHMEN · GRAD I · WÄHLEN @NONE]	2	2	2	2	CROSS_REGISTER	1	SAME_SURFACE	1	INSTRUCTION[CH+E+S @NONE]	2	Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	NO	f72r|f89r	CELESTIAL|PHARMA	G475-R064|G475-R110	G481-E087|G481-E153	ches	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET075	CATALOGUE[{N1} · WERT @NONE]	3	3	1	1	SAME_PAGE_RECURRENT	3	MULTIPLE_SURFACES	1	CATALOGUE[AIIN @NONE]	1	Namenseintrag »{N1}« — Wertangabe.	YES	f72r	CELESTIAL	G475-R065|G475-R067|G475-R072	G481-E088|G481-E092|G481-E099	ypaiin || oeeodaiin || oeeesaiin	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET076	CATALOGUE[ZIELORT · ZIELORT · POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AL+AL+Y @NONE]	1	Eintrag »{N1}« — Zielzuordnung, Zielzuordnung, Postenangabe.	YES	f72r	CELESTIAL	G475-R065	G481-E089	alaly	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET077	COORDINATE[DANACH · GRAD II · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+EE+Y @START_FRESH_SIBLING:FORWARD_OPEN]	1	Adressspur: danach → Grad II → Posten. Reihenfolge konkret: OT — danach Grad II.	YES	f72r	CELESTIAL	G475-R066	G481-E090	oteey	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET078	INSTRUCTION[AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · {N1} @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[O+LOCAL_CHAR_F+SH+OL @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	Weiter halte den Namenseintrag »{N1}«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Namenseintrag »{N1}« weiterführen.	YES	f72r	CELESTIAL	G475-R068	G481-E093	ofsholdy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET079	INSTRUCTION[{N1} · GRAD II · POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[EE+Y @NONE]	1	Beziehe den Namenseintrag »{N1}« und den Posten, auf Grad II.	YES	f72r	CELESTIAL	G475-R069	G481-E094	opoeey	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET080	INSTRUCTION[SETZEN · WERT @NONE]	3	3	3	2	CROSS_REGISTER	1	SAME_SURFACE	1	INSTRUCTION[OK+AIIN @NONE]	2	Setze den Wert als Ansatz an.	NO	f72r|f88v|f89r	CELESTIAL|PHARMA	G475-R069|G475-R102|G475-R112	G481-E095|G481-E141|G481-E155	okaiin	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET081	INSTRUCTION[{N1} · FORTSETZEN · BAHN · FORTSETZEN @KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OL+AIR+OL @KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	1	Weiter und weiter beziehe den Namenseintrag »{N1}« entlang der Bahn. Reihenfolge konkret: OL — Namenseintrag »{N1}« in Bahn weiterführen; OL — Bahn weiterführen.	YES	f72r	CELESTIAL	G475-R069	G481-E096	ykolairol	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET082	CATALOGUE[EINHEIT · ZIELORT · {N1} · HIER @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OR+AL+AM_ADDR @NONE]	1	Namenseintrag »{N1}« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	YES	f72r	CELESTIAL	G475-R070	G481-E097	oralkam	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET083	CATALOGUE[{N1} · BAHN · ZIELORT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AIR+AL @NONE]	1	Namenseintrag »{N1}« — Bahnvermerk, Zielzuordnung.	YES	f72r	CELESTIAL	G475-R071	G481-E098	ytairal	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET084	COORDINATE[EINHEIT · POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OR+Y @NONE]	1	Adressspur: Einheit → Posten.	YES	f72r	CELESTIAL	G475-R073	G481-E100	ory	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET085	INSTRUCTION[AUSFÜHRUNG · NEHMEN · GRAD I · POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[O+CH+E+Y @NONE]	1	Nimm den Posten auf, als Ausführung und auf Grad I.	YES	f72r	CELESTIAL	G475-R074	G481-E101	ochey	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET086	INSTRUCTION[{N1} · POSTEN · SCHLUSS @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[Y+DY @NONE]	1	Im selben Gang nimm den Namenseintrag »{N1}« und den Posten auf, und schließe den Schritt.	YES	f72r	CELESTIAL	G475-R074	G481-E102	fydy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET087	CATALOGUE[AUSFÜHRUNG · HIER @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[O+LOCAL_CHAR_F @NONE]	1	Eintrag »{N1}« — Ausführungsvermerk, Hier-Vermerk.	YES	f72r	CELESTIAL	G475-R075	G481-E103	of	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET088	CATALOGUE[AUSFÜHRUNG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[O @NONE]	1	Eintrag »{N1}« — Ausführungsvermerk.	YES	f72r	CELESTIAL	G475-R075	G481-E104	o	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET089	CATALOGUE[{N1} · AUSGANG · WERT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AR+AIIN @NONE]	1	Namenseintrag »{N1}« — Ausgangszuordnung, Wertangabe.	YES	f72r	CELESTIAL	G475-R076	G481-E106	ykaraiin	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET090	CATALOGUE[BAHN · ZIELORT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AIR+AL @NONE]	1	Eintrag »{N1}« — Bahnvermerk, Zielzuordnung.	YES	f72r	CELESTIAL	G475-R076	G481-E107	airal	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET091	CATALOGUE[FORTSETZEN · WERT @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OL+AIIN @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Eintrag »{N1}« — Fortsetzungsvermerk, Wertangabe. Reihenfolge konkret: OL — weiter mit Wert.	YES	f72r	CELESTIAL	G475-R078	G481-E110	olaiin	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET092	CATALOGUE[FORTSETZEN · {N1} @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	2	2	2	2	CROSS_REGISTER	2	MULTIPLE_SURFACES	1	CATALOGUE[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	YES	f72r|f77r	CELESTIAL|BIOLOGICAL	G475-R078|G475-R085	G481-E111|G481-E122	olay || olkchs	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET093	INSTRUCTION[FORTSETZEN · {N1} · HALTEN · {N2} · ZIELORT @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OL+SH+AL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Weiter halte den Namenseintrag »{N1}« und den Namenseintrag »{N2}« zum Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	YES	f72r	CELESTIAL	G475-R078	G481-E112	olfsheoral	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET094	CATALOGUE[{N1} · AUSGANG · {N2} @NONE]	2	2	2	2	CROSS_REGISTER	2	MULTIPLE_SURFACES	1	CATALOGUE[AR @NONE]	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung.	YES	f72r|f89r	CELESTIAL|PHARMA	G475-R080|G475-R134	G481-E114|G481-E182	yfary || ytarem	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET095	CATALOGUE[EINHEIT · {N1} · ZIELORT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OR+AL @NONE]	1	Namenseintrag »{N1}« — Einheitsangabe, Zielzuordnung.	YES	f72r	CELESTIAL	G475-R081	G481-E115	oraiiral	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET096	CATALOGUE[HALTEN · AUSGANG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[SH+AR @NONE]	1	Eintrag »{N1}« — Haltevermerk, Ausgangszuordnung.	YES	f72r	CELESTIAL	G475-R082	G481-E117	shar	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET097	INSTRUCTION[{N1} · NEHMEN · EINSTELLEN · {N1} @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[CH+T @NONE]	1	Nimm den Namenseintrag »{N1}« und den Namenseintrag »{N1}« auf und stelle den Namenseintrag »{N1}« und den Namenseintrag »{N1}« ein.	YES	f72r	CELESTIAL	G475-R083	G481-E118	octho	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET098	COORDINATE[AUSGANG · ZIELORT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[AR+AL @NONE]	1	Adressspur: Ausgang → Zielort.	YES	f72r	CELESTIAL	G475-R084	G481-E119	aral	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET099	COORDINATE[FORTSETZEN · {N1} · ZIELORT @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OL+AL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Adressspur: weiter → Namenseintrag »{N1}« → Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	YES	f72r	CELESTIAL	G475-R084	G481-E120	oletal	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET100	CATALOGUE[{N1} · AUSGANG · {N2} · AUSGANG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AR+AR @NONE]	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung, Ausgangszuordnung.	YES	f77r	BIOLOGICAL	G475-R085	G481-E121	darchdar	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET101	COORDINATE[DANACH · GRAD I · SCHLUSS @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+E+DY @START_FRESH_SIBLING:FORWARD_OPEN]	1	Adressspur: danach → Grad I → Endpunkt. Reihenfolge konkret: OT — danach Grad I.	YES	f77r	BIOLOGICAL	G475-R086	G481-E123	otedy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET102	COORDINATE[DANACH · FORTSETZEN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	1	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.	YES	f77r	BIOLOGICAL	G475-R088	G481-E125	otol	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET103	INSTRUCTION[BEARBEITEN · SCHLUSS @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[CHD+DY @NONE]	1	Bearbeite den Eintrag, und schließe den Schritt.	YES	f77r	BIOLOGICAL	G475-R089	G481-E126	dchdy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET104	CATALOGUE[{N1} · ZIELORT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AL @NONE]	1	Namenseintrag »{N1}« — Zielzuordnung.	YES	f77r	BIOLOGICAL	G475-R090	G481-E127	soral	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET105	CATALOGUE[{N1} · DANACH · {N2} @START_FRESH_SIBLING:BRIDGE_LEFT_TO_RIGHT]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT @START_FRESH_SIBLING:BRIDGE_LEFT_TO_RIGHT]	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Folgevermerk. Reihenfolge konkret: OT — nach Namenseintrag »{N1}« folgt Namenseintrag »{N2}«.	YES	f77r	BIOLOGICAL	G475-R091	G481-E128	dotedy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET106	INSTRUCTION[DANACH · BEARBEITEN · SCHLUSS @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OT+CHD+DY @START_FRESH_SIBLING:FORWARD_OPEN]	1	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge konkret: OT — danach Bearbeiten.	YES	f77r	BIOLOGICAL	G475-R092	G481-E129	otchdy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET107	COORDINATE[DANACH · FORTSETZEN · WERT @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+OL+AIIN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	1	Adressspur: danach → weiter → Wert. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen.	YES	f77r	BIOLOGICAL	G475-R093	G481-E130	otolaiin	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET108	COORDINATE[AUSFÜHRUNG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[O @NONE]	1	Adressspur: Ausführungspunkt.	YES	f77r	BIOLOGICAL	G475-R093	G481-E131	o	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET109	INSTRUCTION[SETZEN · ZIELORT · {N1} @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AL @NONE]	1	Setze den Namenseintrag »{N1}« als Ansatz an zum Zielort.	YES	f88v	PHARMA	G475-R094	G481-E132	okalyd	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET110	INSTRUCTION[{N1} · NEHMEN · EINSTELLEN · POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[CH+T+Y @NONE]	1	Nimm den Namenseintrag »{N1}« und den Posten und stelle den Namenseintrag »{N1}« und den Posten ein.	YES	f88v	PHARMA	G475-R095	G481-E133	cheocthy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET111	CATALOGUE[{N1} · EINHEIT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OR @NONE]	1	Namenseintrag »{N1}« — Einheitsangabe.	YES	f88v	PHARMA	G475-R096	G481-E134	cpheor	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET112	CATALOGUE[DANACH · AUSGANG @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN]	1	Eintrag »{N1}« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Ausgang.	YES	f88v	PHARMA	G475-R097	G481-E135	otar	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET113	INSTRUCTION[DANACH · SETZEN · FORTSETZEN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OT+OK+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	1	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.	YES	f88v	PHARMA	G475-R098	G481-E137	otokol	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET114	CATALOGUE[DANACH · {N1} · HIER @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT+AM_ADDR @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	YES	f88v	PHARMA	G475-R099	G481-E138	otoram	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET115	CATALOGUE[{F1}:NAMENSFAMILIE · {N1} @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[NONE @NONE]	1	Namenseintrag »{N1}« — Namensfamilie »{N2}«.	YES	f88v	PHARMA	G475-R101	G481-E140	cheosdy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET116	CATALOGUE[{N1} · AUSGANG · {N2} · ZIELORT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AR+AL @NONE]	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung, Zielzuordnung.	YES	f88v	PHARMA	G475-R103	G481-E142	daramdal	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET117	CATALOGUE[DANACH · {N1} · HIER · AUSGANG · {N1} @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT+D_ADDR+AR @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« / Namenseintrag »{N1}« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	YES	f88v	PHARMA	G475-R104	G481-E143	otydary	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET118	CATALOGUE[{N1} · AUSGANG · AUSGANG · {N2} @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AR+AR @NONE]	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung, Ausgangszuordnung.	YES	f88v	PHARMA	G475-R106	G481-E145	dararda	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET119	INSTRUCTION[SETZEN · NEHMEN · POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+CH+Y @NONE]	1	Setze den Posten als Ansatz an und nimm den Posten.	YES	f89r	PHARMA	G475-R107	G481-E146	okchshy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET120	INSTRUCTION[{N1} · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	Weiter beziehe den Namenseintrag »{N1}«. Reihenfolge konkret: OL — Namenseintrag »{N1}« weiterführen.	YES	f89r	PHARMA	G475-R107	G481-E147	qkol	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET121	INSTRUCTION[FORTSETZEN · {N1} · HIER @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OL+AM_ADDR @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Weiter beziehe den Namenseintrag »{N1}« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	YES	f89r	PHARMA	G475-R107	G481-E148	oldam	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET122	CATALOGUE[DANACH · FORTSETZEN · {N1} @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	2	2	1	1	SAME_PAGE_RECURRENT	2	MULTIPLE_SURFACES	1	CATALOGUE[OT+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	1	Namenseintrag »{N1}« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Namenseintrag »{N1}« weiterführen.	YES	f89r	PHARMA	G475-R108|G475-R121	G481-E149|G481-E166	otoldy || otold	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET123	CATALOGUE[AUSGANG · AUSGANG · {N1} · WERT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AR+AR+AIIN @NONE]	1	Namenseintrag »{N1}« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	YES	f89r	PHARMA	G475-R109	G481-E150	ararchodaiin	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET124	INSTRUCTION[POSTEN · GEBEN · POSTEN · HIER @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[Y+K+Y+D_ADDR @NONE]	1	Gib den Posten [außen] und den Posten [innen] zu an der bezeichneten Stelle.	YES	f89r	PHARMA	G475-R110	G481-E151	ykyd	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
