event_fragment_id	source_event_id	record_id	bundle_id	physical_page	register	record_event_ordinal	bundle_event_ordinal	boundary_context	active_model	surface	strict_template_id	strict_occurrence_count	strict_recurrence_class	strict_frame	recipe_frame	role_shape_id	role_occurrence_count	role_recurrence_class	role_frame	owner_neutral_phrase_de	definitive_fragment_reading_de	all_fragments_have_default
G481-E050	P1008-E0192	G475-R034	G474-B034	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okaram	G481-ET044	1	SINGLETON	INSTRUCTION[SETZEN · AUSGANG · HIER @NONE]	INSTRUCTION[OK+AR+AM_ADDR @NONE]	G481-ES025	4	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · REL · MOD @NONE]	Setze den Eintrag vom Ausgang an der bezeichneten Stelle.	Setze den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	YES
G481-E051	P1008-E0193	G475-R035	G474-B035	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okairy	G481-ET045	1	SINGLETON	INSTRUCTION[SETZEN · BAHN · {N1} @NONE]	INSTRUCTION[OK+AIR @NONE]	G481-ES039	2	CROSS_REGISTER	INSTRUCTION[ACTION · REL · NAME @NONE]	Setze den Namenseintrag »{N1}« entlang der Bahn.	Setze den Sternstelleneintrag »y« entlang der Ringbahn.	YES
G481-E052	P1008-E0194	G475-R036	G474-B036	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okealar	G481-ET046	1	SINGLETON	INSTRUCTION[SETZEN · {N1} · ZIELORT · AUSGANG @NONE]	INSTRUCTION[OK+AL+AR @NONE]	G481-ES040	1	SINGLETON	INSTRUCTION[ACTION · NAME · REL · REL @NONE]	Setze den Namenseintrag »{N1}« zum Zielort und vom Ausgang.	Setze den Sternstelleneintrag »e« zur Zielposition und von der Ausgangsposition.	YES
G481-E053	P1008-E0236	G475-R037	G474-B037	f72r	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	otaraldy	G481-ET030	2	SAME_PAGE_RECURRENT	COORDINATE[DANACH · AUSGANG · ZIELORT · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AR+AL+Y @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES027	2	SAME_PAGE_RECURRENT	COORDINATE[ORDER · REL · REL · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	Adressspur: danach → Ausgang → Zielort → Posten. Reihenfolge konkret: OT — danach Ausgang.	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	YES
G481-E054	P1008-E0237	G475-R038	G474-B038	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okalar	G481-ET047	2	SAME_PAGE_RECURRENT	INSTRUCTION[SETZEN · ZIELORT · AUSGANG @NONE]	INSTRUCTION[OK+AL+AR @NONE]	G481-ES041	2	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · REL · REL @NONE]	Setze den Eintrag zum Zielort und vom Ausgang.	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	YES
G481-E055	P1008-E0238	G475-R039	G474-B039	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okal	G481-ET048	2	SAME_PAGE_RECURRENT	INSTRUCTION[SETZEN · ZIELORT @NONE]	INSTRUCTION[OK+AL @NONE]	G481-ES020	3	CROSS_PAGE	INSTRUCTION[ACTION · REL @NONE]	Setze den Eintrag zum Zielort.	Setze den Eintrag zur Zielposition.	YES
G481-E056	P1008-E0239	G475-R040	G474-B040	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okaly	G481-ET049	2	SAME_PAGE_RECURRENT	INSTRUCTION[SETZEN · ZIELORT · POSTEN @NONE]	INSTRUCTION[OK+AL+Y @NONE]	G481-ES009	3	CROSS_PAGE	INSTRUCTION[ACTION · REL · ARG @NONE]	Setze den Posten zum Zielort.	Setze den Positionsposten zur Zielposition.	YES
G481-E057	P1008-E0240	G475-R041	G474-B041	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okal	G481-ET048	2	SAME_PAGE_RECURRENT	INSTRUCTION[SETZEN · ZIELORT @NONE]	INSTRUCTION[OK+AL @NONE]	G481-ES020	3	CROSS_PAGE	INSTRUCTION[ACTION · REL @NONE]	Setze den Eintrag zum Zielort.	Setze den Eintrag zur Zielposition.	YES
G481-E058	P1008-E0241	G475-R042	G474-B042	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okeey	G481-ET040	2	SAME_PAGE_RECURRENT	INSTRUCTION[SETZEN · GRAD II · POSTEN @NONE]	INSTRUCTION[OK+EE+Y @NONE]	G481-ES035	2	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · MOD · ARG @NONE]	Setze den Posten, auf Grad II.	Setze den Positionsposten, auf Grad II.	YES
G481-E059	P1008-E0242	G475-R042	G474-B042	f72r	CELESTIAL	2	2	WITHIN_BUNDLE	INSTRUCTION	ary	G481-ET041	2	SAME_PAGE_RECURRENT	INSTRUCTION[AUSGANG · POSTEN @NONE]	INSTRUCTION[AR+Y @NONE]	G481-ES036	2	SAME_PAGE_RECURRENT	INSTRUCTION[REL · ARG @NONE]	Im selben Gang setze den Posten vom Ausgang.	Im selben Gang setze den Positionsposten von der Ausgangsposition.	YES
G481-E060	P1008-E0243	G475-R043	G474-B043	f72r	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	oteeary	G481-ET050	1	SINGLETON	CATALOGUE[DANACH · {N1} · AUSGANG · {N2} @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES042	1	SINGLETON	CATALOGUE[ORDER · NAME · REL · NAME @START_FRESH_SIBLING:FORWARD_OPEN]	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Sternstelle »ee«.	YES
G481-E061	P1008-E0244	G475-R044	G474-B044	f72r	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	otair	G481-ET051	1	SINGLETON	COORDINATE[DANACH · BAHN @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AIR @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES010	4	CROSS_PAGE	COORDINATE[ORDER · REL @START_FRESH_SIBLING:FORWARD_OPEN]	Adressspur: danach → Bahn. Reihenfolge konkret: OT — danach Bahn.	Adressspur: danach → Ringbahn. Reihenfolge konkret: OT — danach Bahn.	YES
G481-E062	P1008-E0245	G475-R044	G474-B044	f72r	CELESTIAL	2	2	WITHIN_BUNDLE	COORDINATE	dy	G481-ET052	1	SINGLETON	COORDINATE[POSTEN @NONE]	COORDINATE[Y @NONE]	G481-ES015	4	CROSS_PAGE	COORDINATE[ARG @NONE]	Adressspur: Posten.	Adressspur: Positionsposten.	YES
G481-E063	P1008-E0246	G475-R045	G474-B045	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okaircham	G481-ET053	1	SINGLETON	INSTRUCTION[SETZEN · BAHN · {N1} · HIER @NONE]	INSTRUCTION[OK+AIR+AM_ADDR @NONE]	G481-ES043	2	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · REL · NAME · MOD @NONE]	Setze den Namenseintrag »{N1}« entlang der Bahn an der bezeichneten Stelle.	Setze den Sternstelleneintrag »ch« entlang der Ringbahn an der bezeichneten Stelle.	YES
G481-E064	P1008-E0247	G475-R046	G474-B046	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okeal	G481-ET054	1	SINGLETON	INSTRUCTION[SETZEN · {N1} · ZIELORT @NONE]	INSTRUCTION[OK+AL @NONE]	G481-ES044	1	SINGLETON	INSTRUCTION[ACTION · NAME · REL @NONE]	Setze den Namenseintrag »{N1}« zum Zielort.	Setze den Sternstelleneintrag »e« zur Zielposition.	YES
G481-E065	P1008-E0248	G475-R047	G474-B047	f72r	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	otar	G481-ET010	2	CROSS_PAGE	COORDINATE[DANACH · AUSGANG @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES010	4	CROSS_PAGE	COORDINATE[ORDER · REL @START_FRESH_SIBLING:FORWARD_OPEN]	Adressspur: danach → Ausgang. Reihenfolge konkret: OT — danach Ausgang.	Adressspur: danach → Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	YES
G481-E066	P1008-E0249	G475-R048	G474-B048	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okaly	G481-ET049	2	SAME_PAGE_RECURRENT	INSTRUCTION[SETZEN · ZIELORT · POSTEN @NONE]	INSTRUCTION[OK+AL+Y @NONE]	G481-ES009	3	CROSS_PAGE	INSTRUCTION[ACTION · REL · ARG @NONE]	Setze den Posten zum Zielort.	Setze den Positionsposten zur Zielposition.	YES
G481-E067	P1008-E0250	G475-R049	G474-B049	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	orary	G481-ET055	2	SAME_PAGE_RECURRENT	CATALOGUE[EINHEIT · AUSGANG · {N1} @NONE]	CATALOGUE[OR+AR @NONE]	G481-ES045	2	SAME_PAGE_RECURRENT	CATALOGUE[ARG · REL · NAME @NONE]	Namenseintrag »{N1}« — Einheitsangabe, Ausgangszuordnung.	Sternstelle »y« — Einheitsangabe, Ausgangszuordnung.	YES
G481-E068	P1008-E0251	G475-R050	G474-B050	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okyd	G481-ET056	1	SINGLETON	INSTRUCTION[SETZEN · {N1} @NONE]	INSTRUCTION[OK @NONE]	G481-ES046	1	SINGLETON	INSTRUCTION[ACTION · NAME @NONE]	Setze den Namenseintrag »{N1}«.	Setze den Sternstelleneintrag »yd«.	YES
G481-E069	P1008-E0252	G475-R051	G474-B051	f72r	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	otolam	G481-ET057	1	SINGLETON	COORDINATE[DANACH · FORTSETZEN · HIER @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	COORDINATE[OT+OL+AM_ADDR @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	G481-ES047	1	SINGLETON	COORDINATE[ORDER · ORDER · MOD @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	Adressspur: danach → weiter → hier. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in bezeichnete Stelle weiterführen.	Adressspur: danach → weiter → hier. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in bezeichnete Stelle weiterführen.	YES
G481-E070	P1008-E0279	G475-R052	G474-B052	f72r	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	otal	G481-ET058	1	SINGLETON	COORDINATE[DANACH · ZIELORT @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES010	4	CROSS_PAGE	COORDINATE[ORDER · REL @START_FRESH_SIBLING:FORWARD_OPEN]	Adressspur: danach → Zielort. Reihenfolge konkret: OT — danach Zielort.	Adressspur: danach → Zielposition. Reihenfolge konkret: OT — danach Zielort.	YES
G481-E071	P1008-E0280	G475-R053	G474-B053	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	ralal	G481-ET059	2	SAME_PAGE_RECURRENT	CATALOGUE[{N1} · ZIELORT · ZIELORT @NONE]	CATALOGUE[AL+AL @NONE]	G481-ES048	3	SAME_PAGE_RECURRENT	CATALOGUE[NAME · REL · REL @NONE]	Namenseintrag »{N1}« — Zielzuordnung, Zielzuordnung.	Sternstelle »r« — Zielzuordnung, Zielzuordnung.	YES
G481-E072	P1008-E0281	G475-R054	G474-B054	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okam	G481-ET060	1	SINGLETON	INSTRUCTION[SETZEN · HIER @NONE]	INSTRUCTION[OK+AM_ADDR @NONE]	G481-ES049	2	CROSS_REGISTER	INSTRUCTION[ACTION · MOD @NONE]	Setze den Eintrag an der bezeichneten Stelle.	Setze den Eintrag an der bezeichneten Stelle.	YES
G481-E073	P1008-E0282	G475-R055	G474-B055	f72r	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	otalshy	G481-ET061	2	CROSS_REGISTER	COORDINATE[DANACH · ZIELORT · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AL+Y @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES018	3	CROSS_REGISTER	COORDINATE[ORDER · REL · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	Adressspur: danach → Zielort → Posten. Reihenfolge konkret: OT — danach Zielort.	Adressspur: danach → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Zielort.	YES
G481-E074	P1008-E0283	G475-R056	G474-B056	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okaldy	G481-ET062	1	SINGLETON	INSTRUCTION[SETZEN · ZIELORT · SCHLUSS @NONE]	INSTRUCTION[OK+AL+DY @NONE]	G481-ES025	4	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · REL · MOD @NONE]	Setze den Eintrag zum Zielort, und schließe den Schritt.	Setze den Eintrag zur Zielposition, und schließe den Schritt.	YES
G481-E075	P1008-E0284	G475-R057	G474-B057	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	chosar	G481-ET063	2	SAME_PAGE_RECURRENT	CATALOGUE[{N1} · AUSGANG @NONE]	CATALOGUE[AR @NONE]	G481-ES050	3	CROSS_REGISTER	CATALOGUE[NAME · REL @NONE]	Namenseintrag »{N1}« — Ausgangszuordnung.	Sternstelle »chos« — Ausgangszuordnung.	YES
G481-E076	P1008-E0285	G475-R058	G474-B058	f72r	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	otam	G481-ET064	1	SINGLETON	COORDINATE[DANACH · HIER @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AM_ADDR @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES051	2	SAME_PAGE_RECURRENT	COORDINATE[ORDER · MOD @START_FRESH_SIBLING:FORWARD_OPEN]	Adressspur: danach → hier. Reihenfolge konkret: OT — danach bezeichnete Stelle.	Adressspur: danach → hier. Reihenfolge konkret: OT — danach bezeichnete Stelle.	YES
G481-E077	P1008-E0286	G475-R059	G474-B059	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	ainaly	G481-ET005	3	CROSS_PAGE	CATALOGUE[{N1} · ZIELORT · POSTEN @NONE]	CATALOGUE[AL+Y @NONE]	G481-ES005	5	CROSS_PAGE	CATALOGUE[NAME · REL · ARG @NONE]	Namenseintrag »{N1}« — Zielzuordnung, Postenangabe.	Sternstelle »ain« — Zielzuordnung, Postenangabe.	YES
G481-E078	P1008-E0287	G475-R060	G474-B060	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okarcham	G481-ET065	1	SINGLETON	INSTRUCTION[SETZEN · AUSGANG · {N1} · HIER @NONE]	INSTRUCTION[OK+AR+AM_ADDR @NONE]	G481-ES043	2	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · REL · NAME · MOD @NONE]	Setze den Namenseintrag »{N1}« vom Ausgang an der bezeichneten Stelle.	Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle.	YES
G481-E079	P1008-E0350	G475-R060	G474-B061	f72r	CELESTIAL	2	1	CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL	INSTRUCTION	olkalaiin	G481-ET066	1	SINGLETON	INSTRUCTION[FORTSETZEN · {N1} · ZIELORT · WERT @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	INSTRUCTION[OL+AL+AIIN @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	G481-ES052	1	SINGLETON	INSTRUCTION[ORDER · NAME · REL · ARG @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	Weiter beziehe den Namenseintrag »{N1}« und den Wert zum Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »k«.	YES
G481-E080	P1008-E0351	G475-R060	G474-B062	f72r	CELESTIAL	3	1	CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL	COORDINATE	olalsy	G481-ET067	1	SINGLETON	COORDINATE[FORTSETZEN · ZIELORT · POSTEN @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	COORDINATE[OL+AL+Y @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	G481-ES053	1	SINGLETON	COORDINATE[ORDER · REL · ARG @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	Adressspur: weiter → Zielort → Posten. Reihenfolge konkret: OL — weiter mit Zielort.	Adressspur: weiter → Zielposition → Positionsposten. Reihenfolge konkret: OL — weiter mit Zielort.	YES
G481-E081	P1008-E0352	G475-R061	G474-B063	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	oraiinam	G481-ET068	1	SINGLETON	CATALOGUE[EINHEIT · {N1} · HIER @NONE]	CATALOGUE[OR+AM_ADDR @NONE]	G481-ES054	1	SINGLETON	CATALOGUE[ARG · NAME · MOD @NONE]	Namenseintrag »{N1}« — Einheitsangabe, Hier-Vermerk.	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	YES
G481-E082	P1008-E0353	G475-R062	G474-B064	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	osarsheeeo	G481-ET069	1	SINGLETON	INSTRUCTION[{N1} · AUSGANG · HALTEN · {N2} @NONE]	INSTRUCTION[AR+SH @NONE]	G481-ES026	2	SAME_PAGE_RECURRENT	INSTRUCTION[NAME · REL · ACTION · NAME @NONE]	Halte den Namenseintrag »{N1}« und den Namenseintrag »{N2}« vom Ausgang.	Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	YES
G481-E083	P1008-E0354	G475-R063	G474-B065	f72r	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	oto	G481-ET070	1	SINGLETON	COORDINATE[DANACH · AUSFÜHRUNG @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+O @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES051	2	SAME_PAGE_RECURRENT	COORDINATE[ORDER · MOD @START_FRESH_SIBLING:FORWARD_OPEN]	Adressspur: danach → Ausführungspunkt. Reihenfolge konkret: OT — danach Ausführung.	Adressspur: danach → Ausführungspunkt. Reihenfolge konkret: OT — danach Ausführung.	YES
G481-E084	P1008-E0355	G475-R063	G474-B065	f72r	CELESTIAL	2	2	WITHIN_BUNDLE	COORDINATE	aiin	G481-ET071	2	SAME_PAGE_RECURRENT	COORDINATE[WERT @NONE]	COORDINATE[AIIN @NONE]	G481-ES015	4	CROSS_PAGE	COORDINATE[ARG @NONE]	Adressspur: Wert.	Adressspur: Positionswert.	YES
G481-E085	P1008-E0356	G475-R064	G474-B066	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	opoiiinoin	G481-ET072	1	SINGLETON	INSTRUCTION[{N1} · AUSFÜHRUNG · STUFE @NONE]	INSTRUCTION[O+IIN @NONE]	G481-ES055	1	SINGLETON	INSTRUCTION[NAME · MOD · MOD @NONE]	Beziehe den Namenseintrag »{N1}«, als Ausführung und auf der bezeichneten Stufe.	Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe.	YES
G481-E086	P1008-E0357	G475-R064	G474-B066	f72r	CELESTIAL	2	2	WITHIN_BUNDLE	INSTRUCTION	al	G481-ET073	1	SINGLETON	INSTRUCTION[ZIELORT @NONE]	INSTRUCTION[AL @NONE]	G481-ES056	1	SINGLETON	INSTRUCTION[REL @NONE]	Beziehe den Eintrag zum Zielort.	Beziehe den Eintrag zur Zielposition.	YES
G481-E087	P1008-E0358	G475-R064	G474-B066	f72r	CELESTIAL	3	3	WITHIN_BUNDLE	INSTRUCTION	ches	G481-ET074	2	CROSS_REGISTER	INSTRUCTION[NEHMEN · GRAD I · WÄHLEN @NONE]	INSTRUCTION[CH+E+S @NONE]	G481-ES057	2	CROSS_REGISTER	INSTRUCTION[ACTION · MOD · ACTION @NONE]	Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	YES
G481-E088	P1008-E0359	G475-R065	G474-B067	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	ypaiin	G481-ET075	3	SAME_PAGE_RECURRENT	CATALOGUE[{N1} · WERT @NONE]	CATALOGUE[AIIN @NONE]	G481-ES058	6	CROSS_REGISTER	CATALOGUE[NAME · ARG @NONE]	Namenseintrag »{N1}« — Wertangabe.	Sternstelle »yp« — Wertangabe.	YES
G481-E089	P1008-E0360	G475-R065	G474-B067	f72r	CELESTIAL	2	2	WITHIN_BUNDLE	CATALOGUE	alaly	G481-ET076	1	SINGLETON	CATALOGUE[ZIELORT · ZIELORT · POSTEN @NONE]	CATALOGUE[AL+AL+Y @NONE]	G481-ES059	1	SINGLETON	CATALOGUE[REL · REL · ARG @NONE]	Eintrag »{N1}« — Zielzuordnung, Zielzuordnung, Postenangabe.	Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	YES
G481-E090	P1008-E0361	G475-R066	G474-B068	f72r	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	oteey	G481-ET077	1	SINGLETON	COORDINATE[DANACH · GRAD II · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+EE+Y @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES060	1	SINGLETON	COORDINATE[ORDER · MOD · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	Adressspur: danach → Grad II → Posten. Reihenfolge konkret: OT — danach Grad II.	Adressspur: danach → Grad II → Positionsposten. Reihenfolge konkret: OT — danach Grad II.	YES
G481-E091	P1008-E0362	G475-R066	G474-B068	f72r	CELESTIAL	2	2	WITHIN_BUNDLE	COORDINATE	daiin	G481-ET071	2	SAME_PAGE_RECURRENT	COORDINATE[WERT @NONE]	COORDINATE[AIIN @NONE]	G481-ES015	4	CROSS_PAGE	COORDINATE[ARG @NONE]	Adressspur: Wert.	Adressspur: Positionswert.	YES
G481-E092	P1008-E0363	G475-R067	G474-B069	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	oeeodaiin	G481-ET075	3	SAME_PAGE_RECURRENT	CATALOGUE[{N1} · WERT @NONE]	CATALOGUE[AIIN @NONE]	G481-ES058	6	CROSS_REGISTER	CATALOGUE[NAME · ARG @NONE]	Namenseintrag »{N1}« — Wertangabe.	Sternstelle »oeeo« — Wertangabe.	YES
G481-E093	P1008-E0364	G475-R068	G474-B070	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	INSTRUCTION	ofsholdy	G481-ET078	1	SINGLETON	INSTRUCTION[AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · {N1} @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	INSTRUCTION[O+LOCAL_CHAR_F+SH+OL @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	G481-ES061	1	SINGLETON	INSTRUCTION[MOD · MOD · ACTION · ORDER · NAME @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	Weiter halte den Namenseintrag »{N1}«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Namenseintrag »{N1}« weiterführen.	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Sternstelle »dy« weiterführen.	YES
G481-E094	P1008-E0365	G475-R069	G474-B071	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	opoeey	G481-ET079	1	SINGLETON	INSTRUCTION[{N1} · GRAD II · POSTEN @NONE]	INSTRUCTION[EE+Y @NONE]	G481-ES062	1	SINGLETON	INSTRUCTION[NAME · MOD · ARG @NONE]	Beziehe den Namenseintrag »{N1}« und den Posten, auf Grad II.	Beziehe den Sternstelleneintrag »opo« und den Positionsposten, auf Grad II.	YES
G481-E095	P1008-E0366	G475-R069	G474-B071	f72r	CELESTIAL	2	2	WITHIN_BUNDLE	INSTRUCTION	okaiin	G481-ET080	3	CROSS_REGISTER	INSTRUCTION[SETZEN · WERT @NONE]	INSTRUCTION[OK+AIIN @NONE]	G481-ES063	4	CROSS_REGISTER	INSTRUCTION[ACTION · ARG @NONE]	Setze den Wert.	Setze den Positionswert.	YES
G481-E096	P1008-E0367	G475-R069	G474-B072	f72r	CELESTIAL	3	1	CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL	INSTRUCTION	ykolairol	G481-ET081	1	SINGLETON	INSTRUCTION[{N1} · FORTSETZEN · BAHN · FORTSETZEN @KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	INSTRUCTION[OL+AIR+OL @KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	G481-ES064	1	SINGLETON	INSTRUCTION[NAME · ORDER · REL · ORDER @KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	Weiter und weiter beziehe den Namenseintrag »{N1}« entlang der Bahn. Reihenfolge konkret: OL — Namenseintrag »{N1}« in Bahn weiterführen; OL — Bahn weiterführen.	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn. Reihenfolge konkret: OL — Sternstelle »yk« in Bahn weiterführen; OL — Bahn weiterführen.	YES
