record_id	physical_page	register	gdt480_strict_template_id	gdt480_strict_recurrence_class	gdt480_whole_record_singleton	event_count	recurrent_strict_event_count	all_events_strict_recurrent	recurrent_role_event_count	all_events_role_recurrent	pair_count	recurrent_strict_pair_count	any_strict_pair_recurrent	recurrent_role_pair_count	any_role_pair_recurrent	decomposition_class	surface_sequence	definitive_record_reading_de
G475-R099	f88v	PHARMA	G480-T089	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	otoram	Droge »or« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Droge »or«.
G475-R100	f88v	PHARMA	G480-T005	CROSS_REGISTER	NO	1	1	YES	1	YES	0	0	NO	0	NO	FULL_STRICT_EVENT_COVERAGE	otora	Droge »ora« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »ora«.
G475-R101	f88v	PHARMA	G480-T090	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	cheosdy	Droge »cheosdy« — Drogenfamilie »cheo«.
G475-R102	f88v	PHARMA	G480-T091	SINGLETON	YES	1	1	YES	1	YES	0	0	NO	0	NO	FULL_STRICT_EVENT_COVERAGE	okaiin	Setze den Mengenwert als Ansatz an.
G475-R103	f88v	PHARMA	G480-T092	SINGLETON	YES	1	0	NO	1	YES	0	0	NO	0	NO	FULL_ROLE_EVENT_COVERAGE	daramdal	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.
G475-R104	f88v	PHARMA	G480-T093	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	otydary	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Droge »y«.
G475-R105	f88v	PHARMA	G480-T005	CROSS_REGISTER	NO	1	1	YES	1	YES	0	0	NO	0	NO	FULL_STRICT_EVENT_COVERAGE	otdordy	Droge »dordy« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »dordy«.
G475-R106	f88v	PHARMA	G480-T094	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	dararda	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.
G475-R107	f89r	PHARMA	G480-T095	SINGLETON	YES	3	0	NO	0	NO	2	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	okchshy|qkol|oldam	Setze den Drogenposten als Ansatz an und nimm den Drogenposten. Im selben Arbeitsgang: Weiter beziehe den Drogeneintrag »qk«. Reihenfolge konkret: OL — Droge »qk« weiterführen. Im selben Arbeitsgang: Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Droge »d«.
G475-R108	f89r	PHARMA	G480-T096	SINGLETON	YES	1	1	YES	1	YES	0	0	NO	0	NO	FULL_STRICT_EVENT_COVERAGE	otoldy	Droge »dy« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »dy« weiterführen.
G475-R109	f89r	PHARMA	G480-T097	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	ararchodaiin	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.
G475-R110	f89r	PHARMA	G480-T098	SINGLETON	YES	3	1	NO	1	NO	2	0	NO	0	NO	PARTIAL_STRICT_EVENT_COVERAGE	ykyd|chol|ches	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle. Im selben Arbeitsgang: 1. Weiter beziehe den Eintrag. 2. Nimm den Eintrag und wähle den Eintrag, auf Grad I. Reihenfolge konkret: OL — im aktiven Eintrag weiter.
G475-R111	f89r	PHARMA	G480-T099	SINGLETON	YES	1	0	NO	1	YES	0	0	NO	0	NO	FULL_ROLE_EVENT_COVERAGE	otorain	Droge »or« — Folgevermerk, Anteilsangabe. Reihenfolge konkret: OT — danach Droge »or«.
G475-R112	f89r	PHARMA	G480-T100	SINGLETON	YES	2	1	NO	2	YES	1	0	NO	0	NO	PARTIAL_STRICT_EVENT_COVERAGE	okaiin|dan	1. Setze den Mengenwert als Ansatz an. 2. Im selben Gang setze den Drogenanteil als Ansatz an.
G475-R113	f89r	PHARMA	G480-T101	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	ykocfhy	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.
G475-R114	f89r	PHARMA	G480-T102	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	saldam	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.
G475-R115	f89r	PHARMA	G480-T103	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	sydarary	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.
G475-R116	f89r	PHARMA	G480-T104	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	yddy	Adressspur: Drogenposten → hier → Drogenposten.
G475-R117	f89r	PHARMA	G480-T105	SINGLETON	YES	2	0	NO	1	NO	1	0	NO	0	NO	PARTIAL_ROLE_FRAGMENT_COVERAGE	odory|doly	Droge »od« — Einheitsangabe, Postenangabe. Fortgesetzter Katalogeintrag: Droge »d« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Droge »d« in Posten weiterführen.
G475-R118	f89r	PHARMA	G480-T106	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	opchosam	Droge »opchos« — Hier-Vermerk.
G475-R119	f89r	PHARMA	G480-T107	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	saloiinsheol	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß. Reihenfolge konkret: OL — Droge »e« weiterführen.
G475-R120	f89r	PHARMA	G480-T108	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	opcheor	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.
G475-R121	f89r	PHARMA	G480-T109	SINGLETON	YES	2	1	NO	1	NO	1	0	NO	0	NO	PARTIAL_STRICT_EVENT_COVERAGE	otold|y	1. Droge »d« — Folgevermerk, Fortsetzungsvermerk. 2. Eintrag »y« — Postenangabe. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »d« weiterführen.
G475-R122	f89r	PHARMA	G480-T110	SINGLETON	YES	3	0	NO	3	YES	2	0	NO	0	NO	FULL_ROLE_EVENT_COVERAGE	okol|shol|dy	1. Weiter setze den Eintrag als Ansatz an. 2. Weiter halte den Eintrag. 3. Im selben Gang halte den Drogenposten. Reihenfolge konkret: OL — Setzen weiterführen; OL — Halten weiterführen.
G475-R123	f89r	PHARMA	G480-T111	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	opchoroiin	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.
G475-R124	f89r	PHARMA	G480-T112	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	korainy	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.
G475-R125	f89r	PHARMA	G480-T113	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	sodar	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.
G475-R126	f89r	PHARMA	G480-T114	SINGLETON	YES	1	1	YES	1	YES	0	0	NO	0	NO	FULL_STRICT_EVENT_COVERAGE	cheys	Wähle den Drogenposten.
G475-R127	f89r	PHARMA	G480-T115	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	cheody	Nimm den Drogenposten, auf Grad I und als Ausführung.
G475-R128	f89r	PHARMA	G480-T116	SAME_PAGE_RECURRENT	NO	1	1	YES	1	YES	0	0	NO	0	NO	FULL_STRICT_EVENT_COVERAGE	oporain	Droge »opor« — Anteilsangabe.
G475-R129	f89r	PHARMA	G480-T117	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	okshdchos	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.
G475-R130	f89r	PHARMA	G480-T118	SINGLETON	YES	1	0	NO	1	YES	0	0	NO	0	NO	FULL_ROLE_EVENT_COVERAGE	okain	Setze den Drogenanteil als Ansatz an.
G475-R131	f89r	PHARMA	G480-T116	SAME_PAGE_RECURRENT	NO	1	1	YES	1	YES	0	0	NO	0	NO	FULL_STRICT_EVENT_COVERAGE	yorain	Droge »yor« — Anteilsangabe.
G475-R132	f89r	PHARMA	G480-T119	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	ofakal	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.
G475-R133	f89r	PHARMA	G480-T050	CROSS_REGISTER	NO	1	1	YES	1	YES	0	0	NO	0	NO	FULL_STRICT_EVENT_COVERAGE	otalsy	Adressspur: danach → Zielgefäß → Drogenposten. Reihenfolge konkret: OT — danach Zielort.
G475-R134	f89r	PHARMA	G480-T071	CROSS_REGISTER	NO	1	1	YES	1	YES	0	0	NO	0	NO	FULL_STRICT_EVENT_COVERAGE	ytarem	Droge »yt« / Droge »em« — Ausgangszuordnung.
G475-R135	f89r	PHARMA	G480-T120	SINGLETON	YES	1	0	NO	0	NO	0	0	NO	0	NO	SINGLETON_FRAGMENT_TAIL	otolarol	Adressspur: danach → weiter → Ausgangsgefäß → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Ausgang weiterführen; OL — Ausgang weiterführen.
