template_id	role_frame	occurrence_count	record_count	page_count	register_count	recurrence_class	surface_type_count	surface_recurrence_mode	recipe_variant_count	recipe_frames	phrase_variant_count	canonical_owner_neutral_phrase_de	phrase_stable	pages	registers	record_ids	source_fragment_ids	surface_examples	strict_template_count	strict_template_ids	claim_status
G481-ES054	CATALOGUE[ARG · NAME · MOD @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OR+AM_ADDR @NONE]	1	Namenseintrag »{N1}« — Einheitsangabe, Hier-Vermerk.	YES	f72r	CELESTIAL	G475-R061	G481-E081	oraiinam	1	G481-ET068	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES055	INSTRUCTION[NAME · MOD · MOD @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[O+IIN @NONE]	1	Beziehe den Namenseintrag »{N1}«, als Ausführung und auf der bezeichneten Stufe.	YES	f72r	CELESTIAL	G475-R064	G481-E085	opoiiinoin	1	G481-ET072	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES056	INSTRUCTION[REL @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[AL @NONE]	1	Beziehe den Eintrag zum Zielort.	YES	f72r	CELESTIAL	G475-R064	G481-E086	al	1	G481-ET073	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES057	INSTRUCTION[ACTION · MOD · ACTION @NONE]	2	2	2	2	CROSS_REGISTER	1	SAME_SURFACE	1	INSTRUCTION[CH+E+S @NONE]	2	Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	NO	f72r|f89r	CELESTIAL|PHARMA	G475-R064|G475-R110	G481-E087|G481-E153	ches	1	G481-ET074	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES058	CATALOGUE[NAME · ARG @NONE]	6	6	3	2	CROSS_REGISTER	6	MULTIPLE_SURFACES	3	CATALOGUE[AIIN @NONE]|CATALOGUE[OR @NONE]|CATALOGUE[AIN @NONE]	3	Namenseintrag »{N1}« — Wertangabe.	NO	f72r|f88v|f89r	CELESTIAL|PHARMA	G475-R065|G475-R067|G475-R072|G475-R096|G475-R128|G475-R131	G481-E088|G481-E092|G481-E099|G481-E134|G481-E176|G481-E179	ypaiin || oeeodaiin || oeeesaiin || cpheor || oporain || yorain	3	G481-ET075|G481-ET111|G481-ET145	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES059	CATALOGUE[REL · REL · ARG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AL+AL+Y @NONE]	1	Eintrag »{N1}« — Zielzuordnung, Zielzuordnung, Postenangabe.	YES	f72r	CELESTIAL	G475-R065	G481-E089	alaly	1	G481-ET076	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES060	COORDINATE[ORDER · MOD · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+EE+Y @START_FRESH_SIBLING:FORWARD_OPEN]	1	Adressspur: danach → Grad II → Posten. Reihenfolge konkret: OT — danach Grad II.	YES	f72r	CELESTIAL	G475-R066	G481-E090	oteey	1	G481-ET077	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES061	INSTRUCTION[MOD · MOD · ACTION · ORDER · NAME @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[O+LOCAL_CHAR_F+SH+OL @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	Weiter halte den Namenseintrag »{N1}«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Namenseintrag »{N1}« weiterführen.	YES	f72r	CELESTIAL	G475-R068	G481-E093	ofsholdy	1	G481-ET078	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES062	INSTRUCTION[NAME · MOD · ARG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[EE+Y @NONE]	1	Beziehe den Namenseintrag »{N1}« und den Posten, auf Grad II.	YES	f72r	CELESTIAL	G475-R069	G481-E094	opoeey	1	G481-ET079	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES063	INSTRUCTION[ACTION · ARG @NONE]	4	4	3	2	CROSS_REGISTER	2	MULTIPLE_SURFACES	2	INSTRUCTION[OK+AIIN @NONE]|INSTRUCTION[OK+AIN @NONE]	3	Setze den Wert als Ansatz an.	NO	f72r|f88v|f89r	CELESTIAL|PHARMA	G475-R069|G475-R102|G475-R112|G475-R130	G481-E095|G481-E141|G481-E155|G481-E178	okaiin || okain	2	G481-ET080|G481-ET147	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES064	INSTRUCTION[NAME · ORDER · REL · ORDER @KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OL+AIR+OL @KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	1	Weiter und weiter beziehe den Namenseintrag »{N1}« entlang der Bahn. Reihenfolge konkret: OL — Namenseintrag »{N1}« in Bahn weiterführen; OL — Bahn weiterführen.	YES	f72r	CELESTIAL	G475-R069	G481-E096	ykolairol	1	G481-ET081	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES065	CATALOGUE[ARG · REL · NAME · MOD @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OR+AL+AM_ADDR @NONE]	1	Namenseintrag »{N1}« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	YES	f72r	CELESTIAL	G475-R070	G481-E097	oralkam	1	G481-ET082	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES066	COORDINATE[ARG · ARG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OR+Y @NONE]	1	Adressspur: Einheit → Posten.	YES	f72r	CELESTIAL	G475-R073	G481-E100	ory	1	G481-ET084	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES067	INSTRUCTION[MOD · ACTION · MOD · ARG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[O+CH+E+Y @NONE]	1	Nimm den Posten auf, als Ausführung und auf Grad I.	YES	f72r	CELESTIAL	G475-R074	G481-E101	ochey	1	G481-ET085	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES068	INSTRUCTION[NAME · ARG · MOD @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[Y+DY @NONE]	1	Im selben Gang nimm den Namenseintrag »{N1}« und den Posten auf, und schließe den Schritt.	YES	f72r	CELESTIAL	G475-R074	G481-E102	fydy	1	G481-ET086	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES069	CATALOGUE[MOD · MOD @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[O+LOCAL_CHAR_F @NONE]	1	Eintrag »{N1}« — Ausführungsvermerk, Hier-Vermerk.	YES	f72r	CELESTIAL	G475-R075	G481-E103	of	1	G481-ET087	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES070	CATALOGUE[MOD @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[O @NONE]	1	Eintrag »{N1}« — Ausführungsvermerk.	YES	f72r	CELESTIAL	G475-R075	G481-E104	o	1	G481-ET088	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES071	CATALOGUE[REL · REL @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AIR+AL @NONE]	1	Eintrag »{N1}« — Bahnvermerk, Zielzuordnung.	YES	f72r	CELESTIAL	G475-R076	G481-E107	airal	1	G481-ET090	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES072	CATALOGUE[ORDER · ARG @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OL+AIIN @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Eintrag »{N1}« — Fortsetzungsvermerk, Wertangabe. Reihenfolge konkret: OL — weiter mit Wert.	YES	f72r	CELESTIAL	G475-R078	G481-E110	olaiin	1	G481-ET091	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES073	CATALOGUE[ORDER · NAME @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	2	2	2	2	CROSS_REGISTER	2	MULTIPLE_SURFACES	1	CATALOGUE[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	YES	f72r|f77r	CELESTIAL|BIOLOGICAL	G475-R078|G475-R085	G481-E111|G481-E122	olay || olkchs	1	G481-ET092	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES074	INSTRUCTION[ORDER · NAME · ACTION · NAME · REL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OL+SH+AL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Weiter halte den Namenseintrag »{N1}« und den Namenseintrag »{N2}« zum Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	YES	f72r	CELESTIAL	G475-R078	G481-E112	olfsheoral	1	G481-ET093	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES075	CATALOGUE[NAME · REL · NAME @NONE]	2	2	2	2	CROSS_REGISTER	2	MULTIPLE_SURFACES	1	CATALOGUE[AR @NONE]	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung.	YES	f72r|f89r	CELESTIAL|PHARMA	G475-R080|G475-R134	G481-E114|G481-E182	yfary || ytarem	1	G481-ET094	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES076	CATALOGUE[ARG · NAME · REL @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OR+AL @NONE]	1	Namenseintrag »{N1}« — Einheitsangabe, Zielzuordnung.	YES	f72r	CELESTIAL	G475-R081	G481-E115	oraiiral	1	G481-ET095	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES077	CATALOGUE[ACTION · REL @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[SH+AR @NONE]	1	Eintrag »{N1}« — Haltevermerk, Ausgangszuordnung.	YES	f72r	CELESTIAL	G475-R082	G481-E117	shar	1	G481-ET096	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES078	INSTRUCTION[NAME · ACTION · ACTION · NAME @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[CH+T @NONE]	1	Nimm den Namenseintrag »{N1}« und den Namenseintrag »{N1}« auf und stelle den Namenseintrag »{N1}« und den Namenseintrag »{N1}« ein.	YES	f72r	CELESTIAL	G475-R083	G481-E118	octho	1	G481-ET097	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES079	COORDINATE[REL · REL @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[AR+AL @NONE]	1	Adressspur: Ausgang → Zielort.	YES	f72r	CELESTIAL	G475-R084	G481-E119	aral	1	G481-ET098	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES080	COORDINATE[ORDER · NAME · REL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OL+AL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Adressspur: weiter → Namenseintrag »{N1}« → Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	YES	f72r	CELESTIAL	G475-R084	G481-E120	oletal	1	G481-ET099	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES081	CATALOGUE[NAME · REL · NAME · REL @NONE]	2	2	2	2	CROSS_REGISTER	2	MULTIPLE_SURFACES	2	CATALOGUE[AR+AR @NONE]|CATALOGUE[AR+AL @NONE]	2	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung, Ausgangszuordnung.	NO	f77r|f88v	BIOLOGICAL|PHARMA	G475-R085|G475-R103	G481-E121|G481-E142	darchdar || daramdal	2	G481-ET100|G481-ET116	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES082	COORDINATE[ORDER · MOD · MOD @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+E+DY @START_FRESH_SIBLING:FORWARD_OPEN]	1	Adressspur: danach → Grad I → Endpunkt. Reihenfolge konkret: OT — danach Grad I.	YES	f77r	BIOLOGICAL	G475-R086	G481-E123	otedy	1	G481-ET101	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES083	COORDINATE[ORDER · ORDER @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	1	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.	YES	f77r	BIOLOGICAL	G475-R088	G481-E125	otol	1	G481-ET102	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES084	CATALOGUE[NAME · ORDER · NAME @START_FRESH_SIBLING:BRIDGE_LEFT_TO_RIGHT]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT @START_FRESH_SIBLING:BRIDGE_LEFT_TO_RIGHT]	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Folgevermerk. Reihenfolge konkret: OT — nach Namenseintrag »{N1}« folgt Namenseintrag »{N2}«.	YES	f77r	BIOLOGICAL	G475-R091	G481-E128	dotedy	1	G481-ET105	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES085	INSTRUCTION[ORDER · ACTION · MOD @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OT+CHD+DY @START_FRESH_SIBLING:FORWARD_OPEN]	1	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge konkret: OT — danach Bearbeiten.	YES	f77r	BIOLOGICAL	G475-R092	G481-E129	otchdy	1	G481-ET106	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES086	COORDINATE[ORDER · ORDER · ARG @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+OL+AIIN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	1	Adressspur: danach → weiter → Wert. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen.	YES	f77r	BIOLOGICAL	G475-R093	G481-E130	otolaiin	1	G481-ET107	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES087	INSTRUCTION[NAME · ACTION · ACTION · ARG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[CH+T+Y @NONE]	1	Nimm den Namenseintrag »{N1}« und den Posten und stelle den Namenseintrag »{N1}« und den Posten ein.	YES	f88v	PHARMA	G475-R095	G481-E133	cheocthy	1	G481-ET110	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES088	CATALOGUE[ORDER · REL @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN]	1	Eintrag »{N1}« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Ausgang.	YES	f88v	PHARMA	G475-R097	G481-E135	otar	1	G481-ET112	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES089	INSTRUCTION[ORDER · ACTION · ORDER @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OT+OK+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	1	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.	YES	f88v	PHARMA	G475-R098	G481-E137	otokol	1	G481-ET113	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES090	CATALOGUE[ORDER · NAME · MOD @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT+AM_ADDR @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	YES	f88v	PHARMA	G475-R099	G481-E138	otoram	1	G481-ET114	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES091	CATALOGUE[MOD · NAME @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[NONE @NONE]	1	Namenseintrag »{N1}« — Namensfamilie »{N2}«.	YES	f88v	PHARMA	G475-R101	G481-E140	cheosdy	1	G481-ET115	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES092	CATALOGUE[ORDER · NAME · MOD · REL · NAME @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT+D_ADDR+AR @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« / Namenseintrag »{N1}« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	YES	f88v	PHARMA	G475-R104	G481-E143	otydary	1	G481-ET117	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES093	CATALOGUE[NAME · REL · REL · NAME @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AR+AR @NONE]	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung, Ausgangszuordnung.	YES	f88v	PHARMA	G475-R106	G481-E145	dararda	1	G481-ET118	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES094	INSTRUCTION[ACTION · ACTION · ARG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+CH+Y @NONE]	1	Setze den Posten als Ansatz an und nimm den Posten.	YES	f89r	PHARMA	G475-R107	G481-E146	okchshy	1	G481-ET119	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES095	INSTRUCTION[NAME · ORDER @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	Weiter beziehe den Namenseintrag »{N1}«. Reihenfolge konkret: OL — Namenseintrag »{N1}« weiterführen.	YES	f89r	PHARMA	G475-R107	G481-E147	qkol	1	G481-ET120	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES096	INSTRUCTION[ORDER · NAME · MOD @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OL+AM_ADDR @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Weiter beziehe den Namenseintrag »{N1}« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	YES	f89r	PHARMA	G475-R107	G481-E148	oldam	1	G481-ET121	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES097	CATALOGUE[ORDER · ORDER · NAME @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	2	2	1	1	SAME_PAGE_RECURRENT	2	MULTIPLE_SURFACES	1	CATALOGUE[OT+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	1	Namenseintrag »{N1}« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Namenseintrag »{N1}« weiterführen.	YES	f89r	PHARMA	G475-R108|G475-R121	G481-E149|G481-E166	otoldy || otold	1	G481-ET122	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES098	CATALOGUE[REL · REL · NAME · ARG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AR+AR+AIIN @NONE]	1	Namenseintrag »{N1}« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	YES	f89r	PHARMA	G475-R109	G481-E150	ararchodaiin	1	G481-ET123	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES099	INSTRUCTION[ARG · ACTION · ARG · MOD @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[Y+K+Y+D_ADDR @NONE]	1	Gib den Posten [außen] und den Posten [innen] zu an der bezeichneten Stelle.	YES	f89r	PHARMA	G475-R110	G481-E151	ykyd	1	G481-ET124	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES100	INSTRUCTION[ORDER @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Weiter beziehe den Eintrag. Reihenfolge konkret: OL — im aktiven Eintrag weiter.	YES	f89r	PHARMA	G475-R110	G481-E152	chol	1	G481-ET125	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES101	INSTRUCTION[ARG @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	2	MULTIPLE_SURFACES	2	INSTRUCTION[AIN @NONE]|INSTRUCTION[Y @NONE]	2	Im selben Gang setze den Anteil als Ansatz an.	NO	f89r	PHARMA	G475-R112|G475-R122	G481-E156|G481-E170	dan || dy	2	G481-ET127|G481-ET140	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES102	INSTRUCTION[NAME · ACTION · MOD · ARG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[CH+LOCAL_CHAR_F+Y @NONE]	1	Nimm den Namenseintrag »{N1}« und den Posten an der bezeichneten Stelle.	YES	f89r	PHARMA	G475-R113	G481-E157	ykocfhy	1	G481-ET128	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES103	CATALOGUE[NAME · REL · NAME · MOD @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AL+AM_ADDR @NONE]	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Zielzuordnung, Hier-Vermerk.	YES	f89r	PHARMA	G475-R114	G481-E158	saldam	1	G481-ET129	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES104	CATALOGUE[NAME · MOD · REL · REL · NAME @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[D_ADDR+AR+AR @NONE]	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	YES	f89r	PHARMA	G475-R115	G481-E159	sydarary	1	G481-ET130	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES105	COORDINATE[ARG · MOD · ARG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[Y+D_ADDR+Y @NONE]	1	Adressspur: Posten → hier → Posten.	YES	f89r	PHARMA	G475-R116	G481-E160	yddy	1	G481-ET131	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES106	CATALOGUE[NAME · ORDER · ARG @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OL+Y @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	Namenseintrag »{N1}« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Namenseintrag »{N1}« in Posten weiterführen.	YES	f89r	PHARMA	G475-R117	G481-E162	doly	1	G481-ET133	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES107	CATALOGUE[NAME · MOD @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AM_ADDR @NONE]	1	Namenseintrag »{N1}« — Hier-Vermerk.	YES	f89r	PHARMA	G475-R118	G481-E163	opchosam	1	G481-ET134	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES108	INSTRUCTION[NAME · REL · NAME · ACTION · NAME · ORDER @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[AL+SH+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	Weiter halte den Namenseintrag »{N1}«, den Namenseintrag »{N2}« und den Namenseintrag »{N3}« zum Zielort. Reihenfolge konkret: OL — Namenseintrag »{N3}« weiterführen.	YES	f89r	PHARMA	G475-R119	G481-E164	saloiinsheol	1	G481-ET135	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES109	INSTRUCTION[MOD · ACTION · ACTION · MOD · ARG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[O+P+CH+E+OR @NONE]	1	Setze die Einheit ein und nimm die Einheit, als Ausführung und auf Grad I.	YES	f89r	PHARMA	G475-R120	G481-E165	opcheor	1	G481-ET136	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
